Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover,CoveredRASPositions
AB285081,1,75.760,1316,1b,94.016,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB354116,1,74.332,1348,1b,90.881,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB354117,1,74.796,1345,1b,90.236,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB354118,1,75.929,1346,1b,93.082,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518774,1,75.457,1312,1b,93.396,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518775,1,76.201,1353,1b,91.496,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518776,1,74.398,1328,1b,89.449,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518777,1,76.201,1311,1b,93.071,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518778,1,75.988,1316,1b,90.252,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518779,1,75.857,1313,1b,92.441,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518780,1,75.684,1316,1b,93.543,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518781,1,75.305,1312,1b,91.195,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518782,1,76.064,1316,1b,92.925,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518783,1,75.297,1348,1b,90.881,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518784,1,74.543,1312,1b,91.496,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518785,1,75.277,1355,1b,92.756,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518786,1,76.158,1317,1b,93.228,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518787,1,75.589,1315,1b,88.661,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518788,1,74.848,1316,1b,91.969,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518789,1,75.684,1316,1b,93.701,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518790,1,76.216,1316,1b,92.283,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518791,1,76.009,1313,1b,91.654,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518793,1,75.241,1349,1b,91.969,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518794,1,74.586,1330,1b,91.339,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB518795,1,75.114,1318,1b,91.195,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB558135,1,76.180,1314,1b,92.598,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600751,2,90.759,1396,2a,90.409,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600752,2,91.261,1396,2a,92.138,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600753,2,89.183,1396,2a,89.557,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600754,2,90.336,1397,2a,92.283,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600755,2,91.502,1365,2a,91.981,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600756,2,89.787,1361,2a,93.082,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600757,2,89.912,1358,2a,91.024,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600758,2,89.849,1389,2a,91.297,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600759,2,89.828,1396,2a,90.566,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600760,2,90.303,1351,2a,91.509,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600761,2,90.543,1364,2a,91.654,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600762,2,90.262,1376,2a,92.610,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600763,2,87.872,1377,2a,87.087,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600764,2,84.740,1363,2a,89.241,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600765,2,90.182,1375,2a,91.195,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600766,2,90.838,1397,2a,92.453,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600767,2,88.512,1384,2a,89.873,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600768,2,90.428,1379,2a,92.767,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600769,2,83.178,1397,2b,92.453,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600770,2,90.240,1373,2a,90.723,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600771,2,89.688,1377,2a,91.496,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600772,2,86.749,1381,2a,98.585,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600773,2,89.677,1395,2a,90.236,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600774,2,90.122,1397,2a,90.995,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600775,2,89.327,1396,2a,91.297,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600776,2,90.058,1378,2a,91.496,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600777,2,88.969,1387,2a,90.409,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600778,2,89.327,1396,2a,89.623,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600779,2,89.263,1397,2a,91.667,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600780,2,90.623,1397,2a,91.824,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600801,2,71.713,1407,2b,93.997,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600802,2,74.389,1023,2b,93.396,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600803,2,74.878,1023,2b,92.733,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600804,2,75.073,1023,2b,92.405,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600805,2,74.926,1017,2b,93.082,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600806,2,75.367,1023,2b,91.667,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600807,2,74.336,1017,2b,93.082,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600808,2,75.195,1024,2b,94.811,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600809,2,71.762,1328,2b,92.610,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600810,2,71.969,1295,2b,93.671,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600811,2,74.976,1023,2b,93.711,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600812,2,71.856,1336,2b,91.627,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600813,2,71.642,1407,2b,88.590,631,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600814,2,73.887,1011,2b,92.925,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600815,2,77.246,1024,2b,90.551,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600816,2,73.446,1062,2b,92.417,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600817,2,75.341,1026,2b,91.785,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600818,2,74.561,1026,2b,91.469,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600819,2,74.178,1065,2b,91.824,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600820,2,71.671,1299,2b,90.723,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600821,2,74.585,1023,2b,91.981,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB600822,2,71.133,1403,2b,92.925,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB601987,1,76.140,1316,1b,91.496,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB601988,1,74.870,1349,1b,92.598,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB601989,1,76.689,1317,1b,93.858,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB601990,1,75.324,1313,1b,91.496,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB601991,1,75.479,1358,1b,90.866,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB601992,1,76.082,1317,1b,91.981,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB601993,1,74.167,1320,1b,91.811,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB601994,1,75.951,1314,1b,91.496,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB601995,1,75.951,1314,1b,91.981,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB601996,1,75.964,1348,1b,92.441,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB601997,1,75.550,1317,1b,92.598,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB601998,1,75.000,1348,1b,93.228,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB601999,1,75.019,1317,1b,91.038,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602000,1,74.835,1363,1b,92.598,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602001,1,76.292,1316,1b,90.723,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602002,1,75.760,1316,1b,94.488,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602003,1,76.006,1317,1b,92.126,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602004,1,74.905,1315,1b,91.509,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602005,1,74.963,1350,1b,90.881,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602006,1,74.944,1345,1b,90.723,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602007,1,75.371,1348,1b,91.969,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602008,1,75.686,1312,1b,90.566,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602009,1,75.951,1314,1b,92.913,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602010,1,76.183,1352,1b,91.811,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602011,1,75.988,1316,1b,89.921,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602012,1,75.228,1316,1b,92.610,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602013,1,75.647,1314,1b,92.296,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602014,1,75.870,1322,1b,92.283,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602015,1,75.762,1312,1b,91.981,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602016,1,75.894,1315,1b,92.913,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602017,1,75.130,1347,1b,91.969,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602018,1,75.628,1313,1b,91.496,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602019,1,75.702,1317,1b,90.881,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602020,1,75.885,1356,1b,91.284,631,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602021,1,75.495,1314,1b,91.339,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602022,1,75.566,1326,1b,91.654,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602023,1,75.000,1360,1b,89.623,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602024,1,75.838,1312,1b,92.126,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602025,1,74.814,1346,1b,90.394,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602026,1,74.887,1330,1b,90.394,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602027,1,75.571,1314,1b,89.764,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602028,1,75.427,1347,1b,91.339,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602029,1,75.862,1305,1b,93.071,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602030,1,75.912,1316,1b,93.228,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602031,1,74.620,1316,1b,89.151,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602032,1,74.429,1314,1b,88.819,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602033,1,74.924,1312,1b,91.181,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602034,1,76.409,1348,1b,92.913,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602035,1,74.754,1319,1b,90.709,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602036,1,73.541,1319,1b,88.365,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602037,1,75.797,1318,1b,93.543,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602038,1,75.724,1347,1b,93.228,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB602039,1,75.000,1312,1b,91.811,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB622121,1,75.229,1312,1b,92.598,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661373,2,74.672,1066,2b,92.610,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661374,2,74.707,1024,2b,93.553,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661375,2,72.100,1405,2b,93.553,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661376,2,75.259,1063,2b,93.711,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661377,2,74.585,1023,2b,92.925,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661378,2,74.011,1062,2b,93.711,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661379,2,75.171,1023,2b,94.182,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661380,2,76.149,1023,2b,93.868,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661381,2,74.953,1062,2b,93.868,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661382,2,75.330,1062,2b,92.733,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661383,2,71.579,1330,2b,93.365,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661384,2,74.624,1064,2b,93.365,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661385,2,73.985,1084,2b,92.575,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661386,2,75.269,1023,2b,93.711,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661387,2,75.587,1065,2b,94.340,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661388,2,73.489,1026,2b,93.082,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661389,2,75.235,1062,2b,93.553,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661390,2,72.111,1402,2b,93.868,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661391,2,75.318,1021,2b,94.006,634,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661392,2,74.780,1023,2b,93.997,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661393,2,75.660,1023,2b,94.969,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661394,2,74.805,1024,2b,93.553,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661395,2,73.199,1291,2b,93.868,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661396,2,71.632,1403,2b,92.610,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661397,2,75.536,1026,2b,93.386,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661398,2,71.286,1407,2b,93.375,634,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661399,2,75.146,1026,2b,94.620,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661400,2,71.632,1403,2b,92.610,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661401,2,74.853,1022,2b,92.925,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661402,2,74.460,1065,2b,94.969,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661403,2,70.881,1408,2b,92.767,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661404,2,74.219,1024,2b,92.101,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661405,2,75.073,1023,2b,94.629,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661406,2,74.902,1024,2b,91.469,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661407,2,74.096,1023,2b,91.981,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661408,2,75.269,1023,2b,91.981,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661409,2,74.011,1062,2b,93.868,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661410,2,74.512,1024,2b,93.396,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661411,2,75.855,1023,2b,92.453,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661412,2,71.479,1406,2b,90.837,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661413,2,74.487,1023,2b,93.868,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661414,2,75.586,1024,2b,95.440,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661415,2,71.459,1405,2b,91.509,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661416,2,71.520,1408,2b,93.082,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661417,2,71.804,1408,2b,94.654,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661418,2,74.682,1023,2b,93.239,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661419,2,75.376,1064,2b,93.553,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661420,2,71.408,1406,2b,94.654,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661421,2,72.159,1408,2b,93.553,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661422,2,75.000,1020,2b,92.296,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661423,2,75.953,1023,2b,93.239,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661424,2,72.560,1301,2b,92.891,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661425,2,74.780,1023,2b,95.440,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661426,2,74.805,1024,2b,94.471,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661427,2,75.684,1024,2b,93.239,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661428,2,75.376,1064,2b,93.553,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661429,2,74.682,1023,2b,93.239,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661430,2,75.376,1064,2b,93.533,634,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661431,2,75.828,1026,2b,94.654,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB661432,2,72.847,1289,2b,92.610,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB677527,1,76.448,1312,1b,92.598,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB677528,1,76.296,1312,1b,92.126,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB677529,1,76.296,1312,1b,93.071,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB677530,1,76.296,1312,1b,92.913,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB677531,1,76.143,1312,1b,92.913,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB677532,1,76.143,1312,1b,92.913,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB677533,1,76.143,1312,1b,92.913,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693847,1,77.647,595,1b,92.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693848,1,75.589,594,1b,88.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693849,1,76.650,591,1b,90.150,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693850,1,76.134,595,1b,89.482,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693851,1,77.211,588,1b,91.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693852,1,78.020,596,1b,92.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693853,1,74.916,598,1b,90.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693854,1,76.807,595,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693855,1,77.172,587,1b,90.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693856,1,77.551,588,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693857,1,76.007,596,1b,90.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693858,1,75.798,595,1b,91.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693859,1,77.104,594,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693860,1,75.966,595,1b,90.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693861,1,76.756,598,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693862,1,76.756,598,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693863,1,78.020,596,1b,92.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693864,1,77.002,587,1b,92.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693865,1,76.975,595,1b,95.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693866,1,76.936,594,1b,93.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693867,1,76.599,594,1b,92.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693868,1,76.678,596,1b,92.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693869,1,78.523,596,1b,91.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693870,1,75.926,594,1b,90.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693871,1,76.263,594,1b,90.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB693872,1,76.807,595,1b,94.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709535,1,76.807,595,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709536,1,77.963,481,1b,90.593,489,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709537,1,76.263,594,1b,90.818,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709538,1,76.382,597,1b,91.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709539,1,76.768,594,1b,92.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709540,1,76.471,595,1b,90.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709541,1,78.151,595,1b,93.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709542,1,76.884,597,1b,91.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709543,1,76.975,595,1b,91.152,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709544,1,77.104,594,1b,94.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709545,1,76.531,588,1b,90.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709546,1,78.151,595,1b,91.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709547,1,77.946,594,1b,93.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709548,1,77.647,595,1b,93.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709549,1,75.084,594,1b,90.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709550,1,78.319,595,1b,92.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709551,1,77.946,594,1b,93.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709552,1,77.258,598,1b,92.487,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709553,1,77.609,594,1b,93.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709554,1,76.020,588,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709555,1,75.926,594,1b,92.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709556,1,77.090,598,1b,92.154,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709557,1,78.620,594,1b,92.321,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709558,1,75.589,594,1b,90.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709559,1,76.431,594,1b,91.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709560,1,77.778,594,1b,94.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709561,1,76.491,587,1b,91.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709562,1,78.283,594,1b,92.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709563,1,76.263,594,1b,90.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709564,1,76.639,595,1b,92.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709565,1,76.639,595,1b,93.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709566,1,77.143,595,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709567,1,76.000,600,1b,91.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709568,1,77.311,595,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709569,1,76.589,598,1b,93.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709570,1,75.712,597,1b,91.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709571,1,76.923,598,1b,89.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709572,1,77.479,595,1b,91.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
