Gene,Accession,CometSubtype,BlastPerGeneSubtype,CompareCondition
NS5A,FJ709561,1b,,Comet_vs_PerGene
NS5A,FJ709562,1b,,Comet_vs_PerGene
NS5A,FJ709563,1b,,Comet_vs_PerGene
NS5A,FJ709564,1b,,Comet_vs_PerGene
NS5A,FJ709565,1b,,Comet_vs_PerGene
NS5A,FJ709566,1b,,Comet_vs_PerGene
NS5A,FJ709567,1b,,Comet_vs_PerGene
NS5A,FJ709568,1b,,Comet_vs_PerGene
NS5A,FJ709569,1b,,Comet_vs_PerGene
NS5A,FJ709570,1b,,Comet_vs_PerGene
NS5A,FJ709571,1b,,Comet_vs_PerGene
NS5A,FJ709572,1b,,Comet_vs_PerGene
NS5A,FJ709573,1b,,Comet_vs_PerGene
NS5A,FJ709574,1b,,Comet_vs_PerGene
NS5A,FJ709575,1b,,Comet_vs_PerGene
NS5A,FJ709576,1b,,Comet_vs_PerGene
NS5A,FJ709577,1b,,Comet_vs_PerGene
NS5A,FJ709578,1b,,Comet_vs_PerGene
NS5A,FJ709579,1b,,Comet_vs_PerGene
NS5A,FJ709580,1b,,Comet_vs_PerGene
NS5A,FJ709581,1b,,Comet_vs_PerGene
NS5A,FJ709582,1b,,Comet_vs_PerGene
NS5A,FJ709583,1b,,Comet_vs_PerGene
NS5A,FJ709584,1b,,Comet_vs_PerGene
NS5A,FJ709585,1b,,Comet_vs_PerGene
NS5A,FJ709586,1b,,Comet_vs_PerGene
NS5A,FJ709587,1b,,Comet_vs_PerGene
NS5A,FJ709588,1b,,Comet_vs_PerGene
NS5A,FJ709589,1b,,Comet_vs_PerGene
NS5A,FJ709590,1b,,Comet_vs_PerGene
NS5A,FJ709591,1b,,Comet_vs_PerGene
NS5A,FJ709592,1b,,Comet_vs_PerGene
NS5A,FJ709593,1b,,Comet_vs_PerGene
NS5A,FJ709594,1b,,Comet_vs_PerGene
NS5A,FJ709595,1b,,Comet_vs_PerGene
NS5A,FJ709596,1b,,Comet_vs_PerGene
NS5A,FJ828844,1b,,Comet_vs_PerGene
NS5A,FJ828845,1b,,Comet_vs_PerGene
NS5A,FJ828846,1b,,Comet_vs_PerGene
NS5A,FJ828847,1b,,Comet_vs_PerGene
NS5A,FJ828848,1b,,Comet_vs_PerGene
NS5A,FJ828849,1b,,Comet_vs_PerGene
NS5A,FJ828850,1b,,Comet_vs_PerGene
NS5A,FJ828851,1b,,Comet_vs_PerGene
NS5A,FJ828852,1b,,Comet_vs_PerGene
NS5A,FJ828853,1b,,Comet_vs_PerGene
NS5A,FJ828854,1b,,Comet_vs_PerGene
NS5A,FJ828855,1b,,Comet_vs_PerGene
NS5A,FJ828856,1b,,Comet_vs_PerGene
NS5A,FJ828857,1b,,Comet_vs_PerGene
NS5A,FJ828858,1b,,Comet_vs_PerGene
NS5A,FJ976046,1b,,Comet_vs_PerGene
NS5A,FN435993,"unassigned_1, 1b-6h-6b-6h-6b-6d",1b,Comet_vs_PerGene
NS5A,GQ848857,1a,,Comet_vs_PerGene
NS5A,GQ848858,1a,,Comet_vs_PerGene
NS5A,GQ848859,1a,,Comet_vs_PerGene
NS5A,GQ848860,1a,,Comet_vs_PerGene
NS5A,GQ848861,1a,,Comet_vs_PerGene
NS5A,GQ848862,1a,,Comet_vs_PerGene
NS5A,GQ848863,1a,,Comet_vs_PerGene
NS5A,GQ848864,1a,,Comet_vs_PerGene
NS5A,GQ848865,1a,,Comet_vs_PerGene
NS5A,GQ848866,1a,,Comet_vs_PerGene
NS5A,GQ848867,1a,,Comet_vs_PerGene
NS5A,GQ848868,1a,,Comet_vs_PerGene
NS5A,GQ848869,1a,,Comet_vs_PerGene
NS5A,GQ848870,1a,,Comet_vs_PerGene
NS5A,GQ848871,1a,,Comet_vs_PerGene
NS5A,GQ848872,1a,,Comet_vs_PerGene
NS5A,GQ870586,1a,,Comet_vs_PerGene
NS5A,GQ870587,1a,,Comet_vs_PerGene
NS5A,GQ870588,1a,,Comet_vs_PerGene
NS5A,GQ870589,1a,,Comet_vs_PerGene
NS5A,GQ870590,1a,,Comet_vs_PerGene
NS5A,GQ870591,1a,,Comet_vs_PerGene
NS5A,GQ870592,1a,,Comet_vs_PerGene
NS5A,GQ870593,1a,,Comet_vs_PerGene
NS5A,GQ870594,1a,,Comet_vs_PerGene
NS5A,GQ870595,1a,,Comet_vs_PerGene
NS5A,GQ870596,1a,,Comet_vs_PerGene
NS5A,GQ870597,1a,,Comet_vs_PerGene
NS5A,GQ870598,1a,,Comet_vs_PerGene
NS5A,GQ870599,1a,,Comet_vs_PerGene
NS5A,GQ870600,1a,,Comet_vs_PerGene
NS5A,GQ870601,1a,,Comet_vs_PerGene
NS5A,GQ870602,1a,,Comet_vs_PerGene
NS5A,GQ870603,1a,,Comet_vs_PerGene
NS5A,GQ870604,1a,,Comet_vs_PerGene
NS5A,GQ870605,1a,,Comet_vs_PerGene
NS5A,GQ870606,1a,,Comet_vs_PerGene
NS5A,GQ870607,1a,,Comet_vs_PerGene
NS5A,GQ870608,1a,,Comet_vs_PerGene
NS5A,GQ870609,1a,,Comet_vs_PerGene
NS5A,GQ870610,1a,,Comet_vs_PerGene
NS5A,GQ870611,1a,,Comet_vs_PerGene
NS5A,GQ870612,1a,,Comet_vs_PerGene
NS5A,GQ870613,1a,,Comet_vs_PerGene
NS5A,GQ870614,1a,,Comet_vs_PerGene
NS5A,GQ870615,1a,,Comet_vs_PerGene
NS5A,GQ870616,1a,,Comet_vs_PerGene
NS5A,GQ870617,1a,,Comet_vs_PerGene
NS5A,GQ870618,1a,,Comet_vs_PerGene
NS5A,JX183549,6k,6xi,Comet_vs_PerGene
NS5A,JX183550,6l,6xb,Comet_vs_PerGene
NS5A,JX183551,6l,6xb,Comet_vs_PerGene
NS5A,JX183552,6l,6xb,Comet_vs_PerGene
NS5A,JX183553,6l,6xi,Comet_vs_PerGene
NS5A,JX183557,6n,6xe,Comet_vs_PerGene
NS5A,JX227952,"unassigned_1, 1b-2j-2a-2j-2q-2k-2q-2k",1b,Comet_vs_PerGene
NS5A,JX227963,4g?,4g,Comet_vs_PerGene
NS5A,JX227964,4k,4v,Comet_vs_PerGene
NS5A,JX457830,1b,,Comet_vs_PerGene
NS5A,JX457831,1b,,Comet_vs_PerGene
NS5A,JX457832,1a,,Comet_vs_PerGene
NS5A,JX457833,1a,,Comet_vs_PerGene
NS5A,JX457834,1a,,Comet_vs_PerGene
NS5A,JX457835,1a,,Comet_vs_PerGene
NS5A,KC124778,"unassigned_1, 1b-1a",1b,Comet_vs_PerGene
NS5A,KC197229,"unassigned_1, 2i-2k-2c-3h",2i,Comet_vs_PerGene
NS5A,KC197230,"unassigned_1, 2i-2k",2i,Comet_vs_PerGene
NS5A,KC197231,"unassigned_1, 2i-2k-2b-3h",2i,Comet_vs_PerGene
NS5A,KC197233,"unassigned_1, 2j-6k",2j,Comet_vs_PerGene
NS5A,KC197235,2b,2l,Comet_vs_PerGene
NS5A,KC197236,2j,2q,Comet_vs_PerGene
NS5A,KC197237,2j,2u,Comet_vs_PerGene
NS5A,KC197238,2b,2t,Comet_vs_PerGene
NS5A,KC197239,2b,2q,Comet_vs_PerGene
NS5A,KC197240,2b,2l,Comet_vs_PerGene
NS5A,KC204831,1a,,Comet_vs_PerGene
NS5A,KC204832,1a,,Comet_vs_PerGene
NS5A,KC204833,1a,,Comet_vs_PerGene
NS5A,KC204834,1a,,Comet_vs_PerGene
NS5A,KC204835,1a,,Comet_vs_PerGene
NS5A,KC204836,1a,,Comet_vs_PerGene
NS5A,KC204837,1a,,Comet_vs_PerGene
NS5A,KC204838,1a,,Comet_vs_PerGene
NS5A,KC204839,1a,,Comet_vs_PerGene
NS5A,KC204840,1a,,Comet_vs_PerGene
NS5A,KC204841,1a,,Comet_vs_PerGene
NS5A,KC204842,1a,,Comet_vs_PerGene
NS5A,KC204843,1a,,Comet_vs_PerGene
NS5A,KC204844,1a,,Comet_vs_PerGene
NS5A,KC204845,1a,,Comet_vs_PerGene
NS5A,KC204846,1a,,Comet_vs_PerGene
NS5A,KC204847,1a,,Comet_vs_PerGene
NS5A,KC204848,1a,,Comet_vs_PerGene
NS5A,KC204849,1a,,Comet_vs_PerGene
NS5A,KC204850,1a,,Comet_vs_PerGene
NS5A,KC204851,1a,,Comet_vs_PerGene
NS5A,KC204852,1a,,Comet_vs_PerGene
NS5A,KC204853,1a,,Comet_vs_PerGene
NS5A,KC204854,1a,,Comet_vs_PerGene
NS5A,KC204855,1a,,Comet_vs_PerGene
NS5A,KC204856,1a,,Comet_vs_PerGene
NS5A,KC204857,1a,,Comet_vs_PerGene
NS5A,KC204858,1a,,Comet_vs_PerGene
NS5A,KC204859,1a,,Comet_vs_PerGene
NS5A,KC204860,1a,,Comet_vs_PerGene
NS5A,KC204861,1a,,Comet_vs_PerGene
NS5A,KC204862,1a,,Comet_vs_PerGene
NS5A,KC204863,1a,,Comet_vs_PerGene
NS5A,KC204864,1a,,Comet_vs_PerGene
NS5A,KC204865,1a,,Comet_vs_PerGene
NS5A,KC204866,1a,,Comet_vs_PerGene
NS5A,KC204867,1a,,Comet_vs_PerGene
NS5A,KC204868,1a,,Comet_vs_PerGene
NS5A,KC204869,1a,,Comet_vs_PerGene
NS5A,KC204870,1a,,Comet_vs_PerGene
NS5A,KC204871,1a,,Comet_vs_PerGene
NS5A,KC204872,1a,,Comet_vs_PerGene
NS5A,KC204873,1a,,Comet_vs_PerGene
NS5A,KC204874,1a,,Comet_vs_PerGene
NS5A,KC204875,1a,,Comet_vs_PerGene
NS5A,KC204876,1a,,Comet_vs_PerGene
NS5A,KC204877,1a,,Comet_vs_PerGene
NS5A,KC204878,1a,,Comet_vs_PerGene
NS5A,KC204879,1a,,Comet_vs_PerGene
NS5A,KC204880,1a,,Comet_vs_PerGene
NS5A,KC204881,1a,,Comet_vs_PerGene
NS5A,KC204882,1a,,Comet_vs_PerGene
NS5A,KC204883,1a,,Comet_vs_PerGene
NS5A,KC204884,1a,,Comet_vs_PerGene
NS5A,KC204885,1a,,Comet_vs_PerGene
NS5A,KC204886,1a,,Comet_vs_PerGene
NS5A,KC204887,1a,,Comet_vs_PerGene
NS5A,KC204888,1a,,Comet_vs_PerGene
NS5A,KC204889,1a,,Comet_vs_PerGene
NS5A,KC204890,1a,,Comet_vs_PerGene
NS5A,KC204891,1a,,Comet_vs_PerGene
NS5A,KC204892,1a,,Comet_vs_PerGene
NS5A,KC204893,1a,,Comet_vs_PerGene
NS5A,KC204894,1a,,Comet_vs_PerGene
NS5A,KC204895,1a,,Comet_vs_PerGene
NS5A,KC204896,1a,,Comet_vs_PerGene
NS5A,KC204897,1a,,Comet_vs_PerGene
NS5A,KC204898,1a,,Comet_vs_PerGene
NS5A,KC204899,1a,,Comet_vs_PerGene
NS5A,KC204900,1a,,Comet_vs_PerGene
NS5A,KC204901,1a,,Comet_vs_PerGene
NS5A,KC204902,1a,,Comet_vs_PerGene
NS5A,KC204903,1a,,Comet_vs_PerGene
NS5A,KC204904,1a,,Comet_vs_PerGene
NS5A,KC204905,1a,,Comet_vs_PerGene
NS5A,KC204906,1a,,Comet_vs_PerGene
NS5A,KC204907,1a,,Comet_vs_PerGene
NS5A,KC204908,1a,,Comet_vs_PerGene
NS5A,KC204909,1a,,Comet_vs_PerGene
NS5A,KC204910,1a,,Comet_vs_PerGene
NS5A,KC204911,1a,,Comet_vs_PerGene
NS5A,KC204912,1a,,Comet_vs_PerGene
NS5A,KC204913,1a,,Comet_vs_PerGene
NS5A,KC204914,1a,,Comet_vs_PerGene
NS5A,KC204915,1a,,Comet_vs_PerGene
NS5A,KC204916,1a,,Comet_vs_PerGene
NS5A,KC204917,1a,,Comet_vs_PerGene
NS5A,KC204918,1a,,Comet_vs_PerGene
NS5A,KC477398,4a,,Comet_vs_PerGene
NS5A,KC844039,6w,6t,Comet_vs_PerGene
NS5A,KC844040,6w,6a,Comet_vs_PerGene
NS5A,KC844042,2j,2f,Comet_vs_PerGene
NS5A,KC844050,2j,2f,Comet_vs_PerGene
NS5A,KC844051,"unassigned_1, 1b-3h",1b,Comet_vs_PerGene
NS5A,KC844052,"unassigned_1, 1b-3h",1b,Comet_vs_PerGene
NS5A,KC845146,3a,,Comet_vs_PerGene
NS5A,KC845147,3a,,Comet_vs_PerGene
NS5A,KC845148,3a,,Comet_vs_PerGene
NS5A,KC845149,3a,,Comet_vs_PerGene
NS5A,KC845150,3a,,Comet_vs_PerGene
NS5A,KC845151,3a,,Comet_vs_PerGene
NS5A,KC845152,3a,,Comet_vs_PerGene
NS5A,KC845153,3a,,Comet_vs_PerGene
NS5A,KC845154,3a,,Comet_vs_PerGene
NS5A,KC845155,3a,,Comet_vs_PerGene
NS5A,KC845156,3a,,Comet_vs_PerGene
NS5A,KC845157,3a,,Comet_vs_PerGene
NS5A,KC845158,3a,,Comet_vs_PerGene
NS5A,KC845159,3a,,Comet_vs_PerGene
NS5A,KC845160,3a,,Comet_vs_PerGene
NS5A,KC845161,3a,,Comet_vs_PerGene
NS5A,KC845162,3a,,Comet_vs_PerGene
NS5A,KC845163,3a,,Comet_vs_PerGene
NS5A,KC845164,3a,,Comet_vs_PerGene
NS5A,KC845165,3a,,Comet_vs_PerGene
NS5A,KC845166,3a,,Comet_vs_PerGene
NS5A,KC845167,3a,,Comet_vs_PerGene
NS5A,KC845168,3a,,Comet_vs_PerGene
NS5A,KC845169,3a,,Comet_vs_PerGene
NS5A,KC845170,3a,,Comet_vs_PerGene
NS5A,KC845171,3a,,Comet_vs_PerGene
NS5A,KC845172,3a,,Comet_vs_PerGene
NS5A,KC845173,3a,,Comet_vs_PerGene
NS5A,KC845174,3a,,Comet_vs_PerGene
NS5A,KC845175,3a,,Comet_vs_PerGene
NS5A,KC845176,3a,,Comet_vs_PerGene
NS5A,KC845177,3a,,Comet_vs_PerGene
NS5A,KC845178,3a,,Comet_vs_PerGene
NS5A,KC845179,3a,,Comet_vs_PerGene
NS5A,KC845180,3a,,Comet_vs_PerGene
NS5A,KC845181,3a,,Comet_vs_PerGene
NS5A,KC845182,3a,,Comet_vs_PerGene
NS5A,KC845183,3a,,Comet_vs_PerGene
NS5A,KC845184,3a,,Comet_vs_PerGene
NS5A,KC845185,3a,,Comet_vs_PerGene
NS5A,KC845186,3a,,Comet_vs_PerGene
NS5A,KC845187,3a,,Comet_vs_PerGene
NS5A,KC845188,3a,,Comet_vs_PerGene
NS5A,KC845189,3a,,Comet_vs_PerGene
NS5A,KC845190,3a,,Comet_vs_PerGene
NS5A,KC845191,3a,,Comet_vs_PerGene
NS5A,KC845192,3a,,Comet_vs_PerGene
NS5A,KC845193,3a,,Comet_vs_PerGene
NS5A,KC967477,"unassigned_1, 2a-2b",2a,Comet_vs_PerGene
NS5A,KC967478,"unassigned_1, 2a-2b",2a,Comet_vs_PerGene
NS5A,KC967479,"unassigned_1, 2a-2c",2a,Comet_vs_PerGene
NS5A,KF263686,4a,,Comet_vs_PerGene
NS5A,KF420490,1b,,Comet_vs_PerGene
NS5A,KF460468,1b,,Comet_vs_PerGene
NS5A,KF460469,1b,,Comet_vs_PerGene
NS5A,KF460470,1b,,Comet_vs_PerGene
NS5A,KF460471,1b,,Comet_vs_PerGene
NS5A,KF460472,1b,,Comet_vs_PerGene
NS5A,KF460473,1b,,Comet_vs_PerGene
NS5A,KF460474,1b,,Comet_vs_PerGene
NS5A,KF460475,1b,,Comet_vs_PerGene
NS5A,KF460476,1b,,Comet_vs_PerGene
NS5A,KF460477,1b,,Comet_vs_PerGene
NS5A,KF460478,1b,,Comet_vs_PerGene
NS5A,KF460479,1b,,Comet_vs_PerGene
NS5A,KF460480,1b,,Comet_vs_PerGene
NS5A,KF460481,1b,,Comet_vs_PerGene
NS5A,KF460482,1b,,Comet_vs_PerGene
NS5A,KF460483,1b,,Comet_vs_PerGene
NS5A,KF460484,1b,,Comet_vs_PerGene
NS5A,KF460485,1b,,Comet_vs_PerGene
NS5A,KF460486,1b,,Comet_vs_PerGene
NS5A,KF460487,1b,,Comet_vs_PerGene
NS5A,KF460488,1b,,Comet_vs_PerGene
NS5A,KF460489,1b,,Comet_vs_PerGene
NS5A,KF460490,1b,,Comet_vs_PerGene
NS5A,KF460491,1b,,Comet_vs_PerGene
NS5A,KF460492,1b,,Comet_vs_PerGene
NS5A,KF460493,1b,,Comet_vs_PerGene
NS5A,KF460494,1b,,Comet_vs_PerGene
NS5A,KF460495,1b,,Comet_vs_PerGene
NS5A,OP022918,"unassigned_1, 2b-2d",2b,Comet_vs_PerGene
NS5A,KJ362067,2a,,Comet_vs_PerGene
NS5A,KJ362068,2a,,Comet_vs_PerGene
NS5A,KJ362069,2a,,Comet_vs_PerGene
NS5A,KJ362070,2a,,Comet_vs_PerGene
NS5A,KJ362071,2a,,Comet_vs_PerGene
NS5A,KJ362072,2a,,Comet_vs_PerGene
NS5A,KJ362073,2a,,Comet_vs_PerGene
NS5A,KJ362074,2a,,Comet_vs_PerGene
NS5A,KJ362075,2a,,Comet_vs_PerGene
NS5A,KJ439768,1b,1d,Comet_vs_PerGene
NS5A,KJ439772,1b,1i,Comet_vs_PerGene
NS5A,KJ439773,1a,1j,Comet_vs_PerGene
NS5A,KJ439774,1a,1k,Comet_vs_PerGene
NS5A,KJ439775,1a,1n,Comet_vs_PerGene
NS5A,KJ439777,1a,1k,Comet_vs_PerGene
NS5A,KJ439778,1a,1m,Comet_vs_PerGene
NS5A,KJ439779,1b,1o,Comet_vs_PerGene
NS5A,KJ439780,1a,1k,Comet_vs_PerGene
NS5A,KJ439781,1a,1n,Comet_vs_PerGene
NS5A,KJ439782,1a,1m,Comet_vs_PerGene
NS5A,KJ470618,3a,3e,Comet_vs_PerGene
NS5A,KJ470619,3a,3d,Comet_vs_PerGene
NS5A,KJ470622,6g,5a,Comet_vs_PerGene
NS5A,KJ470625,6w,6g,Comet_vs_PerGene
NS5A,KJ567644,6l,6xj,Comet_vs_PerGene
NS5A,KJ567645,6l,6xb,Comet_vs_PerGene
NS5A,KJ567646,6e,6xf,Comet_vs_PerGene
NS5A,KJ567647,6w,6xf,Comet_vs_PerGene
NS5A,KJ567648,6w,6q,Comet_vs_PerGene
NS5A,KJ567649,6e,6xc,Comet_vs_PerGene
NS5A,KJ567650,6e,6xc,Comet_vs_PerGene
NS5A,KJ567651,6e,6xc,Comet_vs_PerGene
NS5A,KJ567652,6e,6xc,Comet_vs_PerGene
NS5A,KJ678192,2a,,Comet_vs_PerGene
NS5A,KJ678193,2a,,Comet_vs_PerGene
NS5A,KJ678194,2a,,Comet_vs_PerGene
NS5A,KJ678195,2a,,Comet_vs_PerGene
NS5A,KJ678196,2a,,Comet_vs_PerGene
NS5A,KJ678197,2a,,Comet_vs_PerGene
NS5A,KJ678198,2a,,Comet_vs_PerGene
NS5A,KJ678199,2a,,Comet_vs_PerGene
NS5A,KJ678200,2a,,Comet_vs_PerGene
NS5A,KJ678201,2a,,Comet_vs_PerGene
NS5A,KJ678202,2a,,Comet_vs_PerGene
NS5A,KJ678203,2a,,Comet_vs_PerGene
NS5A,KJ678204,2a,,Comet_vs_PerGene
NS5A,KJ678205,2a,,Comet_vs_PerGene
NS5A,KJ678206,2a,,Comet_vs_PerGene
NS5A,KJ678207,2a,,Comet_vs_PerGene
NS5A,KJ678208,2a,,Comet_vs_PerGene
NS5A,KJ678209,2a,,Comet_vs_PerGene
NS5A,KJ678210,2a,,Comet_vs_PerGene
NS5A,KJ678211,2a,,Comet_vs_PerGene
NS5A,KJ678212,2a,,Comet_vs_PerGene
NS5A,KJ678213,2a,,Comet_vs_PerGene
NS5A,KJ678214,2a,,Comet_vs_PerGene
NS5A,KJ678215,2a,,Comet_vs_PerGene
NS5A,KJ678216,2a,,Comet_vs_PerGene
NS5A,KJ678217,2a,,Comet_vs_PerGene
NS5A,KJ678218,2a,,Comet_vs_PerGene
NS5A,KJ678219,2a,,Comet_vs_PerGene
NS5A,KJ678220,2a,,Comet_vs_PerGene
NS5A,KJ678221,2a,,Comet_vs_PerGene
NS5A,KJ678222,2a,,Comet_vs_PerGene
NS5A,KJ678223,2a,,Comet_vs_PerGene
NS5A,KJ678224,2a,,Comet_vs_PerGene
NS5A,KJ678225,2a,,Comet_vs_PerGene
NS5A,KJ678226,2a,,Comet_vs_PerGene
NS5A,KJ678227,2a,,Comet_vs_PerGene
NS5A,KJ678228,2a,,Comet_vs_PerGene
NS5A,KJ678289,2a,,Comet_vs_PerGene
NS5A,KJ678290,2a,,Comet_vs_PerGene
NS5A,KJ678291,2a,,Comet_vs_PerGene
NS5A,KJ678292,2a,,Comet_vs_PerGene
NS5A,KJ678293,2a,,Comet_vs_PerGene
NS5A,KJ678294,2a,,Comet_vs_PerGene
NS5A,KJ678295,2a,,Comet_vs_PerGene
NS5A,KJ678296,2a,,Comet_vs_PerGene
NS5A,KJ678297,2a,,Comet_vs_PerGene
NS5A,KJ678298,2a,,Comet_vs_PerGene
NS5A,KJ678299,2a,,Comet_vs_PerGene
NS5A,KJ678300,2a,,Comet_vs_PerGene
NS5A,KJ678301,2a,,Comet_vs_PerGene
NS5A,KJ678302,2a,,Comet_vs_PerGene
NS5A,KJ678303,2a,,Comet_vs_PerGene
NS5A,KJ678304,2a,,Comet_vs_PerGene
NS5A,KJ678305,2a,,Comet_vs_PerGene
NS5A,KJ678306,2a,,Comet_vs_PerGene
NS5A,KJ678307,2a,,Comet_vs_PerGene
NS5A,KJ678308,2a,,Comet_vs_PerGene
NS5A,KJ678309,2a,,Comet_vs_PerGene
NS5A,KJ678310,2a,,Comet_vs_PerGene
NS5A,KJ678311,2a,,Comet_vs_PerGene
NS5A,KJ678312,2a,,Comet_vs_PerGene
NS5A,KJ678313,2a,,Comet_vs_PerGene
NS5A,KJ678314,2a,,Comet_vs_PerGene
NS5A,KJ678315,2a,,Comet_vs_PerGene
NS5A,KJ678316,2a,,Comet_vs_PerGene
NS5A,KJ678317,2a,,Comet_vs_PerGene
NS5A,KJ678318,2a,,Comet_vs_PerGene
NS5A,KJ678319,2a,,Comet_vs_PerGene
NS5A,KJ678320,2a,,Comet_vs_PerGene
NS5A,KJ678321,2a,,Comet_vs_PerGene
NS5A,KJ678322,2a,,Comet_vs_PerGene
NS5A,KJ678323,2a,,Comet_vs_PerGene
NS5A,KJ678324,2a,,Comet_vs_PerGene
NS5A,KJ678325,2a,,Comet_vs_PerGene
NS5A,KJ678326,2a,,Comet_vs_PerGene
NS5A,KJ678327,2a,,Comet_vs_PerGene
NS5A,KJ678328,2a,,Comet_vs_PerGene
NS5A,KJ678329,2a,,Comet_vs_PerGene
NS5A,KJ678330,2a,,Comet_vs_PerGene
NS5A,KJ678331,2a,,Comet_vs_PerGene
NS5A,KJ678332,2a,,Comet_vs_PerGene
NS5A,KJ678333,2a,,Comet_vs_PerGene
NS5A,KJ678334,2a,,Comet_vs_PerGene
NS5A,KJ678335,2a,,Comet_vs_PerGene
NS5A,KJ678336,2a,,Comet_vs_PerGene
NS5A,KJ678337,2a,,Comet_vs_PerGene
NS5A,KJ678338,2a,,Comet_vs_PerGene
NS5A,KJ678339,2a,,Comet_vs_PerGene
NS5A,KJ678340,2a,,Comet_vs_PerGene
NS5A,KJ678341,2a,,Comet_vs_PerGene
NS5A,KJ678342,2a,,Comet_vs_PerGene
NS5A,KJ678343,2a,,Comet_vs_PerGene
NS5A,KJ678344,2a,,Comet_vs_PerGene
NS5A,KJ678345,2a,,Comet_vs_PerGene
NS5A,KJ678346,2a,,Comet_vs_PerGene
NS5A,KJ678347,2a,,Comet_vs_PerGene
NS5A,KJ678348,2a,,Comet_vs_PerGene
NS5A,KJ678579,6a,,Comet_vs_PerGene
NS5A,KJ678580,6a,,Comet_vs_PerGene
NS5A,KJ678581,6a,,Comet_vs_PerGene
NS5A,KJ678582,6a,,Comet_vs_PerGene
NS5A,KJ678583,6a,,Comet_vs_PerGene
NS5A,KJ678584,6a,,Comet_vs_PerGene
NS5A,KJ678585,6a,,Comet_vs_PerGene
NS5A,KJ678586,6a,,Comet_vs_PerGene
NS5A,KJ678587,6a,,Comet_vs_PerGene
NS5A,KJ678588,6a,,Comet_vs_PerGene
NS5A,KJ678589,6a,,Comet_vs_PerGene
NS5A,KJ678590,6a,,Comet_vs_PerGene
NS5A,KJ678591,6a,,Comet_vs_PerGene
NS5A,KJ678592,6a,,Comet_vs_PerGene
NS5A,KJ678593,6a,,Comet_vs_PerGene
NS5A,KJ678594,6a,,Comet_vs_PerGene
NS5A,KJ678595,6a,,Comet_vs_PerGene
NS5A,KJ678596,6a,,Comet_vs_PerGene
NS5A,KJ678597,6a,,Comet_vs_PerGene
NS5A,KJ678598,6a,,Comet_vs_PerGene
NS5A,KJ678599,6a,,Comet_vs_PerGene
NS5A,KJ678600,6a,,Comet_vs_PerGene
NS5A,KJ678601,6a,,Comet_vs_PerGene
NS5A,KJ678602,6a,,Comet_vs_PerGene
NS5A,KJ678603,6a,,Comet_vs_PerGene
NS5A,KJ678604,6a,,Comet_vs_PerGene
NS5A,KJ678605,6a,,Comet_vs_PerGene
NS5A,KJ678606,6a,,Comet_vs_PerGene
NS5A,KJ678607,6a,,Comet_vs_PerGene
NS5A,KJ678608,6a,,Comet_vs_PerGene
NS5A,KJ678609,6a,,Comet_vs_PerGene
NS5A,KJ678610,6a,,Comet_vs_PerGene
NS5A,KJ678611,6a,,Comet_vs_PerGene
NS5A,KJ678612,6a,,Comet_vs_PerGene
NS5A,KJ678613,6a,,Comet_vs_PerGene
NS5A,KJ678614,6a,,Comet_vs_PerGene
NS5A,KJ678615,6a,,Comet_vs_PerGene
NS5A,KJ678616,6a,,Comet_vs_PerGene
NS5A,KJ678617,6a,,Comet_vs_PerGene
NS5A,KJ678618,6a,,Comet_vs_PerGene
NS5A,KJ678619,6a,,Comet_vs_PerGene
NS5A,KJ678620,6a,,Comet_vs_PerGene
NS5A,KJ678621,6a,,Comet_vs_PerGene
NS5A,KJ678622,6a,,Comet_vs_PerGene
NS5A,KJ678623,6a,,Comet_vs_PerGene
NS5A,KJ678624,6a,,Comet_vs_PerGene
NS5A,KJ678625,6a,,Comet_vs_PerGene
NS5A,KJ678626,6a,,Comet_vs_PerGene
NS5A,KJ678627,6a,,Comet_vs_PerGene
NS5A,KJ678628,6a,,Comet_vs_PerGene
NS5A,KJ678629,6a,,Comet_vs_PerGene
NS5A,KJ678630,6a,,Comet_vs_PerGene
NS5A,KJ678631,6a,,Comet_vs_PerGene
NS5A,KJ678632,6a,,Comet_vs_PerGene
NS5A,KJ678633,6a,,Comet_vs_PerGene
NS5A,KJ678634,6a,,Comet_vs_PerGene
NS5A,KJ678635,6a,,Comet_vs_PerGene
NS5A,KJ678636,6a,,Comet_vs_PerGene
NS5A,KJ678637,6a,,Comet_vs_PerGene
NS5A,KJ678638,6a,,Comet_vs_PerGene
NS5A,KJ678639,6a,,Comet_vs_PerGene
NS5A,KJ678640,6a,,Comet_vs_PerGene
NS5A,KJ678641,6a,,Comet_vs_PerGene
NS5A,KJ678642,6a,,Comet_vs_PerGene
NS5A,KJ678643,6a,,Comet_vs_PerGene
NS5A,KJ678644,6a,,Comet_vs_PerGene
NS5A,KJ678645,6a,,Comet_vs_PerGene
NS5A,KJ678646,6a,,Comet_vs_PerGene
NS5A,KJ678647,6a,,Comet_vs_PerGene
NS5A,KJ678648,6a,,Comet_vs_PerGene
NS5A,KJ678649,6a,,Comet_vs_PerGene
NS5A,KJ678650,6a,,Comet_vs_PerGene
NS5A,KJ678651,6a,,Comet_vs_PerGene
NS5A,KJ678652,6a,,Comet_vs_PerGene
NS5A,KJ678653,6a,,Comet_vs_PerGene
NS5A,KJ678654,6a,,Comet_vs_PerGene
NS5A,KJ678655,6a,,Comet_vs_PerGene
