accession,genotype,subtype
MG455587,3,3a
MG455588,3,3a
MG455589,3,3a
MG455590,3,3a
MG455591,3,3a
MG455592,3,3a
MG455593,3,3a
MG455594,3,3a
MG455595,3,3a
MG455596,3,3a
MG455597,3,3a
MG455598,3,3a
MG455599,3,3a
MG455600,3,3a
MG455601,3,3a
MG455602,3,3a
MG455603,3,3a
MG455604,3,3a
MG455605,3,3a
MG455606,3,3a
MG455607,3,3a
MG455608,3,3a
MG455609,3,3a
MG455610,3,3a
MG455611,3,3a
MG455612,3,3a
MG455613,3,3a
MG455614,3,3a
MG455615,3,3a
MG455616,3,3a
MG455617,3,3a
MG455618,3,3a
MG455619,3,3a
MG455620,3,3a
MG455621,3,3a
MG455622,3,3a
MG455623,3,3a
MG455624,3,3a
MG455625,3,3a
MG455626,3,3a
MG455627,3,3a
MG455628,3,3a
MG455629,3,3a
MG455630,3,3a
MG455631,3,3a
MG455632,3,3a
MG455633,3,3a
MG455634,3,3a
MG455635,3,3a
MG455636,3,3a
MG455637,3,3a
MG455638,3,3a
MG455639,3,3a
MG455640,3,3a
MG455641,3,3a
MG455642,3,3a
MG455643,3,3a
MG455644,3,3a
MG455645,3,3a
MG455646,3,3a
MG455647,3,3a
MG455648,3,3a
MG455649,3,3a
MG455650,3,3a
MG455651,3,3a
MG455652,3,3a
MG455653,3,3a
MG455654,3,3a
MG455655,3,3a
MG455656,3,3a
MG455657,3,3a
MG455658,3,3a
MG455659,3,3a
MG455660,3,3a
MG455661,3,3a
MG455662,3,3a
MG455663,3,3a
MG455664,3,3a
MG455665,3,3a
MG455666,3,3a
MG455667,3,3a
MG455668,3,3a
MG455669,3,3a
MG455670,3,3a
MG455671,3,3a
MG455672,3,3a
MG455673,3,3a
MG455674,3,3a
MG455675,3,3a
MG455676,3,3a
MG455677,3,3a
MG455678,3,3a
MG455679,3,3a
MG455680,3,3a
MG455681,3,3a
MG455682,3,3a
MG455683,3,3a
MG455684,3,3a
MG455685,3,3a
MG455686,3,3a
MG455687,3,3a
MG455688,3,3a
MG455689,3,3a
MG455690,3,3a
MG455691,3,3a
MG455692,3,3a
MG455693,3,3a
MG455694,3,3a
MG455695,3,3a
MG455696,3,3a
MG455697,3,3a
MG455698,3,3a
MG455699,3,3a
MG455700,3,3a
MG455701,3,3a
MG455702,3,3a
MG455703,3,3a
MG455704,3,3a
MG455705,3,3a
MG455706,3,3a
MG455707,3,3a
MG455708,3,3a
MG455709,3,3a
MG455710,3,3a
MG455711,3,3a
MG455712,3,3a
MG455713,3,3a
MG455714,3,3a
MG455715,3,3a
MG455716,3,3a
MG455717,3,3a
MG455718,3,3a
MG455719,3,3a
MG455720,3,3a
MG455721,3,3a
MG455722,3,3a
MG455723,3,3a
MG455724,3,3a
MG455725,3,3a
MG455726,3,3a
MG455727,3,3a
MG455728,3,3a
MG455729,3,3a
MG455730,3,3a
MG455731,3,3a
MG455732,3,3a
MG455733,3,3a
MG455734,3,3a
MG455735,3,3a
MG455736,3,3a
MG455737,3,3a
MG455738,3,3a
MG455739,3,3a
MG455740,3,3a
MG455741,3,3a
MG455742,3,3a
MG455743,3,3a
MG455744,3,3a
MG455745,3,3a
MG455746,3,3a
MG455747,3,3a
MG455748,3,3a
MG455749,3,3a
MG455750,3,3a
MG455751,3,3a
MG455752,3,3a
MG455753,3,3a
MG455754,3,3a
MG455755,3,3a
MG455756,3,3a
MG455757,3,3a
MG455758,3,3a
MG455759,3,3a
MG455760,3,3b
MG455761,3,3a
MG455762,3,3a
MG455763,3,3a
MG455764,3,3a
MG455765,3,3a
MG455766,3,3a
MG455767,3,3a
MG455768,3,3a
MG455769,3,3a
MG455770,3,3a
MG455771,3,3a
MG455772,3,3a
MG455773,3,3a
MG455774,3,3a
MG455775,3,3a
MG455776,3,3a
MG455777,3,3a
MG455778,3,3a
MG455779,3,3a
MG455780,3,3a
MG455781,3,3a
MG455782,3,3a
MG455783,3,3a
MG455784,3,3a
MG455785,3,3a
MG455786,3,3a
MG455787,3,3a
MG455788,3,3a
MG455789,3,3a
MG455790,3,3a
MG455791,3,3a
MG455792,3,3a
MG455793,3,3a
MG455794,3,3a
MG455795,3,3a
MG455796,3,3b
MG455797,3,3a
MG455798,3,3a
MG455799,3,3a
MG455800,3,3a
MG455801,3,3a
MG455802,3,3a
MG455803,3,3a
MG455804,3,3a
MG455805,3,3a
MG455806,3,3a
MG455807,3,3a
MG455808,3,3a
MG455809,3,3a
MG455810,1,1b
MG455811,2,2a
MG455812,2,2b
MG455813,1,1b
MG455814,1,1b
MG455815,1,1a
MG455816,2,2b
MG455817,4,4a
MG455818,1,1a
MG455819,1,1a
MG455820,1,1a
MG455821,1,1b
MG455822,1,1a
MG455823,1,1a
MG455824,1,1a
MG455825,1,1a
MG455826,1,1a
MG455827,2,2a
MG455828,1,1a
MG455829,3,3a
MG455830,3,3a
MG455831,1,1b
MG455832,1,1a
MG455833,1,1a
MG455834,1,1b
MG455835,1,1b
MG455836,3,3a
MG455837,1,1a
MG455838,4,4d
MG455839,1,1a
MG455840,1,1a
MG455841,2,2b
MG455842,1,1a
MG455843,1,1a
MG455844,1,1a
MG455845,1,1a
MG455846,1,1a
MG455847,1,1a
MG455848,1,1a
MG455849,1,1a
MG455850,1,1a
MG455851,1,1a
MG455852,1,1a
MG455853,1,1a
MG455854,4,4a
MG455855,4,4a
MG455856,1,1a
MG455857,1,1a
MG455858,1,1a
MG455859,4,4d
MG455860,1,1a
MG455861,1,1a
MG455862,1,1a
MG455863,1,1a
MG455864,3,3a
MG455865,1,1a
MG455866,1,1a
MG455867,3,3a
MG455868,3,3a
MG455869,2,2b
MG455870,3,3a
MG455871,1,1a
MG455872,1,1a
MG455873,2,2b
MG455874,1,1a
MG455875,1,1a
MG455876,1,1b
MG455877,1,1a
MG455878,1,1a
MG455879,1,1a
MG455880,1,1a
MG455881,1,1a
MG455882,1,1a
MG455883,1,1a
MG455884,3,3a
MG455885,1,1a
MG455886,1,1b
MG455887,1,1a
MG455888,1,1a
MG455889,2,2b
MG455890,2,2b
MG455891,1,1a
MG455892,1,1a
MG455893,3,3a
MG455894,1,1a
MG455895,1,1a
MG455896,1,1a
MG455897,1,1a
MG455898,1,1b
MG455899,1,1a
MG455900,1,1a
MG455901,3,3a
MG455902,1,1a
MG455903,1,1a
MG455904,1,1a
MG455905,3,3a
MG455906,1,1a
MG455907,1,1a
MG455908,1,1a
MG455909,2,2b
MG455910,1,1a
MG455911,2,2b
MG455912,1,1a
MG455913,1,1b
MG455914,1,1a
MG455915,1,1a
MG455916,1,1a
MG455917,1,1a
MG455918,1,1a
MG455919,1,1a
MG455920,1,1a
MG455921,1,1a
MG455922,1,1a
MG455923,1,1a
MG455924,1,1a
MG455925,1,1a
MG455926,1,1a
MG455927,1,1a
MG455928,6,6n
MG455929,4,4a
MG455930,1,1a
MG455931,1,1b
MG455932,2,2a
MG455933,1,1a
MG455934,2,2k
MG455935,1,1a
MG455936,1,1a
MG455937,2,2b
MG455938,1,1b
MG455939,1,1a
MG455940,2,2b
MG455941,1,1a
MG455942,1,1a
MG455943,1,1b
MG455944,4,4d
MG455945,1,1b
MG455946,1,1a
MG455947,1,1a
MG455948,1,1a
MG455949,1,1a
MG455950,1,1a
MG455951,1,1b
MG455952,2,2b
MG455953,2,2k
MG455954,4,4d
MG455955,6,6a
MG455956,1,1a
MG455957,2,2a
MG455958,1,1a
MG455959,4,4a
MG455960,1,1a
MG455961,2,2b
MG455962,1,1a
MG455963,2,2e
MG455964,1,1b
MG455965,1,1b
MG455966,4,4r
MG455967,1,1a
MG455968,1,1a
MG455969,4,4a
MG455970,6,6a
MG455971,6,6a
MG455972,4,4a
MG455973,1,1a
MG455974,1,1a
MG455975,1,1b
MG455976,1,1a
MG455977,1,1b
MG455978,1,1a
MG455979,2,2j
MG455980,4,4a
MG455981,4,4d
MG455982,1,1b
MG455983,4,4d
MG455984,4,4o
MG455985,1,1a
MG455986,6,6e
MG455987,2,2c
MG455988,1,1b
MG455989,6,6l
MG455990,2,2b
MG455991,1,1a
MG455992,1,1a
MG455993,1,1b
MG455994,1,1a
MG455995,1,1b
MG455996,4,4a
MG455997,1,1a
MG455998,1,1a
MG455999,1,1a
MG456000,2,2c
MG456001,1,1b
MG456002,1,1a
MG456003,4,4a
MG456004,2,2b
MG456005,2,2b
MG456006,2,2d
MG456007,4,4g
MG456008,4,4d
MG456009,6,6q
MG456010,4,4b
MG456011,1,1b
MG456012,1,1a
MG456013,1,1b
MG456014,4,4a
MG456015,1,1b
MG456016,2,2k
MG456017,4,4d
MG456018,2,2a
MG456019,4,4a
MG456020,1,1b
MG456021,2,2c
MG456022,1,1a
MG456023,1,1b
MG456024,2,2k
MG456025,1,1a
MG456026,1,1a
MG456027,1,1a
MG456028,1,1a
MG456029,1,1a
MG456030,1,1a
MG456031,3,3a
MG456032,1,1a
MG456033,1,1a
MG456034,1,1a
MG456035,1,1b
MG456036,3,3a
MG456037,1,1a
MG456038,4,4a
MG456039,1,1a
MG456040,1,1a
MG456041,1,1a
MG456042,1,1a
MG456043,2,2b
MG456044,2,2a
MG456045,1,1a
MG456046,1,1a
MG456047,2,2b
MG456048,1,1b
MG456049,1,1a
MG456050,3,3a
MG456051,1,1a
MG456052,3,3a
MG456053,1,1a
MG456054,1,1a
MG456055,2,2b
MG456056,1,1a
MG456057,2,2b
MG456058,2,2a
MG456059,4,4a
MG456060,1,1a
MG456061,2,2a
MG456062,1,1a
MG456063,3,3a
MG456064,4,4a
MG456065,1,1a
MG456066,1,1a
MG456067,2,2b
MG456068,1,1a
MG456069,3,3a
MG456070,1,1a
MG456071,1,1a
MG456072,3,3a
MG456073,2,2b
MG456074,1,1a
MG456075,4,4a
MG456076,1,1a
MG456077,3,3a
MG456078,3,3a
MG456079,1,1a
MG456080,6,6a
MG456081,1,1a
MG456082,1,1b
MG456083,2,2b
MG456084,1,1b
MG456085,3,3a
MG456086,1,1a
MG456087,1,1a
MG456088,1,1a
MG456089,3,3a
MG456090,1,1a
MG456091,1,1a
MG456092,1,1b
MG456093,2,2b
MG456094,3,3a
MG456095,2,2b
MG456096,1,1a
MG456097,4,4a
MG456098,3,3a
MG456099,1,1a
MG456100,1,1b
MG456101,1,1a
MG456102,2,2a
MG456103,3,3a
MG456104,3,3a
MG456105,1,1b
MG456106,3,3a
MG456107,4,4a
MG456108,1,1a
MG456109,3,3a
MG456110,1,1a
MG456111,3,3a
MG456112,1,1a
MG456113,1,1b
MG456114,4,4a
MG456115,1,1a
MG456116,1,1a
MG456117,2,2b
MG456118,1,1b
MG456119,1,1a
MG456120,3,3a
MG456121,2,2b
MG456122,1,1b
MG456123,4,4a
MG456124,3,3a
MG456125,4,4a
MG456126,3,3a
MG456127,1,1a
MG456128,3,3a
MG456129,1,1b
MG456130,4,4a
MG456131,1,1a
MG456132,2,2b
MG456133,4,4a
MG456134,2,2a
MG456135,1,1b
MG456136,2,2b
MG456137,1,1a
MG456138,3,3a
MG456139,3,3a
MG456140,1,1a
MG456141,3,3a
MG456142,2,2b
MG456143,2,2b
MG456144,1,1a
MG456145,1,1b
MG456146,1,1a
MG456147,1,1a
MG456148,3,3a
MG456149,4,4a
MG456150,2,2b
MG456151,2,2b
MG456152,1,1a
MG456153,1,1a
MG456154,1,1a
MG456155,1,1a
MG456156,2,2b
MG456157,2,2a
MG456158,3,3a
MG456159,2,2b
MG456160,2,2b
MG456161,2,2a
MG456162,1,1a
MG456163,1,1a
MG456164,3,3a
MG456165,3,3a
MG456166,1,1a
MG456167,1,1b
MG456168,1,1a
MG456169,1,1a
MG456170,4,4d
MG456171,1,1a
MG456172,1,1a
MG456173,1,1a
MG456174,1,1a
MG456175,2,2a
MG456176,4,4a
MG456177,1,1b
MG456178,1,1b
MG456179,3,3a
MG456180,3,3a
MG456181,1,1b
MG456182,1,1a
MG456183,1,1b
MG456184,2,2b
MG456185,4,4a
MG456186,1,1a
MG456187,3,3a
MG456188,1,1a
MG456189,1,1a
MG456190,1,1b
MG456191,4,4a
MG456192,6,6e
MG456193,3,3a
MG456194,4,4a
MG456195,3,3a
MG456196,4,4a
MG456197,1,1a
MG456198,1,1a
MG456199,3,3a
MG456200,1,1b
MG456201,1,1a
MG456202,1,1a
MG456203,1,1a
MG456204,1,1a
MG456205,2,2b
MG456206,1,1a
MG456207,1,1a
MG456208,4,4a
MG456209,1,1a
MG456210,1,1a
MG456211,1,1a
MG456212,3,3a
MG456213,1,1a
MG456214,3,3b
MG456215,4,4a
MG456216,2,2a
MG456217,2,2a
MG456218,1,1b
MG456219,1,1a
MG456220,3,3a
MG456221,1,1a
MG456222,1,1b
MG456223,3,3a
MG456224,6,6a
MG456225,1,1a
MG456226,1,1a
MG456227,3,3a
MG456228,1,1a
MG456229,3,3a
MG456230,1,1a
MG456231,3,3a
MG456232,1,1a
MG456233,2,2a
MG456234,3,3a
MG456235,1,1b
MG456236,3,3a
MG456237,1,1a
MG456238,1,1a
MG456239,4,4o
MG456240,1,1a
MG456241,2,2a
MG456242,1,1a
MG456243,1,1a
MG456244,1,1a
MG456245,1,1a
MG456246,1,1a
MG456247,4,4a
MG456248,1,1a
MG456249,2,2b
MG456250,2,2b
MG456251,2,2b
MG456252,6,6e
MG456253,3,3a
MG456254,1,1a
MG456255,1,1b
MG456256,1,1a
MG456257,1,1a
MG456258,4,4a
MG456259,1,1a
MG456260,1,1a
MG456261,1,1a
MG456262,1,1a
MG456263,1,1a
MG456264,1,1a
MG456265,1,1a
MG456266,1,1b
MG456267,1,1b
MG456268,4,4k
MG456269,1,1a
MG456270,3,3a
MG456271,1,1a
MG456272,2,2b
MG456273,2,2b
MG456274,1,1a
MG456275,3,3a
MG456276,1,1a
MG456277,4,4a
MG456278,4,4a
MG456279,4,4d
MG456280,1,1b
MG456281,1,1a
MG456282,3,3a
MG456283,4,4a
MG456284,3,3a
MG456285,1,1a
MG456286,1,1b
MG456287,6,6a
MG456288,1,1a
MG456289,1,1b
MG456290,1,1b
MG456291,4,4d
MG456292,1,1b
MG456293,3,3a
MG456294,3,3a
MG456295,2,2b
MG456296,3,3a
MG456297,4,4g
MG456298,1,1a
MG456299,1,1b
MG456300,1,1b
MG456301,4,4k
MG456302,3,3a
MG456303,1,1a
MG456304,1,1a
MG456305,3,3a
MG456306,6,6a
MG456307,1,1b
MG456308,1,1a
MG456309,1,1b
MG456310,3,3a
MG456311,1,1a
MG456312,1,1b
MG456313,1,1h
MG456314,4,4d
MG456315,1,1a
MG456316,1,1a
MG456317,1,1a
MG456318,3,3a
MG456319,1,1a
MG456320,1,1b
MG456321,1,1b
MG456322,4,4l
MG456323,1,1b
MG456324,1,1a
MG456325,2,2a
MG456326,1,1a
MG456327,3,3a
MG456328,4,4a
MG456329,2,2b
MG456330,3,3g
MG456331,1,1b
MG456332,2,2a
MG456333,1,1b
MG456334,3,3a
MG456335,3,3a
MG456336,4,4g
MG456337,1,1b
MG456338,4,4a
MG456339,1,1a
MG456340,1,1b
MG456341,1,1a
MG456342,1,1a
MG456343,1,1a
MG456344,1,1a
MG456345,4,4a
MG456346,6,6v
MG456347,6,6l
MG456348,1,1a
MG456349,3,3a
MG456350,1,1a
MG456351,3,3a
MG456352,3,3a
MG456353,1,1b
MG456354,1,1a
MG456355,3,3a
MG456356,3,3a
MG456357,2,2b
MG456358,1,1a
MG456359,1,1a
MG456360,3,3a
MG456361,2,2b
MG456362,1,1a
MG456363,4,4a
MG456364,1,1a
MG456365,4,4l
MG456366,1,1a
MG456367,1,1a
MG456368,3,3a
MG456369,1,1a
MG456370,4,4a
MG456371,4,4d
MG456372,3,3a
MG456373,4,4a
MG456374,1,1b
MG456375,1,1b
MG456376,1,1a
MG456377,1,1b
MG456378,1,1b
MG456379,4,4f
MG456380,3,3a
MG456381,3,3a
MG456382,3,3a
MG456383,1,1a
MG456384,1,1a
MG456385,1,1a
MG456386,3,3a
MG456387,1,1a
MG456388,1,1b
MG456389,3,3a
MG456390,4,4a
MG456391,3,3a
MG456392,1,1b
MG456393,3,3a
MG456394,4,4m
MG456395,4,4a
MG456396,1,1a
MG456397,3,3a
MG456398,2,2b
MG456399,1,1a
MG456400,4,4a
MG456401,4,4a
MG456402,4,4a
MG456403,1,1a
MG456404,4,4a
MG456405,1,1b
MG456406,1,1a
MG456407,1,1b
MG456408,1,1b
MG456409,3,3a
MG456410,1,1a
MG456411,2,2b
MG456412,1,1a
MG456413,1,1b
MG456414,1,1b
MG456415,6,6e
MG456416,3,3a
MG456417,1,1a
MG456418,4,4a
MG456419,1,1a
MG456420,4,4d
MG456421,1,1a
MG456422,3,3a
MG456423,3,3a
MG456424,3,3a
MG456425,2,2d
MG456426,4,4d
MG456427,4,4k
MG456428,1,1a
MG456429,4,4a
MG456430,1,1a
MG456431,4,4d
MG456432,1,1a
MG456433,1,1a
MG456434,3,3a
MG456435,1,1b
MG456436,1,1a
MG456437,1,1a
MG456438,1,1a
MG456439,1,1a
MG456440,1,1a
MG456441,1,1a
MG456442,2,2k
MG456443,1,1a
MG456444,2,2b
MG456445,4,4a
MG456446,1,1a
MG456447,2,2j
MG456448,3,3a
MG456449,4,4d
MG456450,3,3a
MG456451,2,2b
MG456452,1,1a
MG456453,1,1b
MG456454,1,1a
MG456455,1,1a
MG456456,3,3a
MG456457,1,1b
MG456458,2,2b
MG456459,4,4a
MG456460,1,1a
MG456461,1,1b
MG456462,3,3a
MG456463,3,3a
MG456464,3,3a
MG456465,3,3a
MG456466,3,3a
MG456467,3,3a
MG456468,3,3a
MG456469,3,3a
MG456470,3,3a
MG456471,3,3a
MG456472,3,3a
MG456473,3,3a
MG456474,3,3a
MG456475,3,3a
MG456476,3,3a
MG456477,3,3a
MG456478,3,3a
MG456479,3,3a
MG456480,3,3a
MG456481,3,3a
MG456482,3,3a
MG456483,3,3a
MG456484,3,3a
MG456485,3,3a
MG456486,3,3a
MG456487,3,3a
MG456488,3,3a
MG456489,3,3a
MG456490,3,3a
MG456491,3,3a
MG456492,3,3a
MG456493,3,3a
MG456494,3,3a
MG456495,3,3a
MG456496,3,3a
MG456497,3,3a
MG456498,3,3a
MG456499,3,3a
MG456500,3,3a
MG456501,3,3a
MG456502,3,3a
MG456503,3,3a
MG456504,3,3a
MG456505,3,3a
MG456506,3,3a
MG456507,3,3a
MG456508,3,3a
MG456509,3,3a
MG456510,3,3a
MG456511,3,3a
MG456512,3,3a
MG456513,3,3a
MG456514,3,3a
MG456515,3,3a
MG456516,3,3a
MG456517,3,3a
MG456518,3,3a
MG456519,3,3a
MG456520,3,3a
MG456521,3,3a
MG456522,3,3a
MG456523,3,3a
MG456524,3,3a
MG456525,3,3a
MG456526,3,3a
MG456527,3,3a
MG456528,3,3a
MG456529,3,3a
MG456530,3,3a
MG456531,3,3a
MG456532,3,3a
MG456533,3,3a
MG456534,3,3a
MG456535,3,3a
MG456536,3,3a
MG456537,3,3a
MG456538,3,3a
MG456539,3,3a
MG456540,3,3a
MG456541,3,3a
MG456542,3,3a
MG456543,3,3a
MG456544,3,3a
MG456545,3,3a
MG456546,3,3a
MG456547,3,3g
MG456548,3,3a
MG456549,3,3a
MG456550,3,3a
MG456551,3,3a
MG456552,3,3a
MG456553,3,3a
MG456554,3,3a
MG456555,3,3a
MG456556,3,3a
MG456557,3,3a
MG456558,3,3a
MG456559,3,3a
MG456560,3,3a
MG456561,3,3a
MG456562,3,3a
MG456563,3,3a
MG456564,3,3a
MG456565,3,3a
MG456566,3,3a
MG456567,3,3a
MG456568,3,3a
MG456569,3,3a
MG456570,3,3a
MG460589,1,1b
MG460590,1,1b
MG460591,1,1b
MG460592,1,1b
MG460593,1,1b
MG460594,1,1b
MG460595,1,1b
MG460596,1,1b
MG460597,1,1b
MG460598,1,1b
MG460599,1,1b
MG460600,1,1b
MG460601,1,1b
MG460602,1,1b
MG515251,1,1a
MG515252,1,1a
MG515253,1,1a
MG515254,1,1a
MG515255,1,1a
MG515256,1,1a
MG515257,1,1a
MG515258,1,1a
MG517000,1,1b
MG517001,1,1b
MG517002,1,1b
MG517003,1,1b
MG517004,1,1b
MG519793,1,1a
MG519794,1,1a
MG519795,1,1a
MG519796,1,1a
MG519797,1,1a
MG519798,1,1b
MG519799,1,1b
MG519800,1,1b
MG519801,1,1b
MG519802,1,1b
MG519803,1,1b
MG519804,1,1b
MG545904,1,1b
MG545905,1,1b
MG545906,1,1b
MG545907,1,1b
MG545908,1,1b
MG563373,1,1b
MG739062,1,1a
MG739063,1,1a
MG739064,1,1a
MG739065,1,1a
MG739066,1,1a
MG739067,1,1a
MG739068,1,1a
MG739069,1,1a
MG739070,1,1a
MG739071,1,1a
MG739072,1,1a
MG739073,1,1a
MG739074,1,1a
MG739075,1,1a
MG739076,1,1a
MG739077,1,1a
MG739078,1,1a
MG739079,1,1a
MG739080,1,1a
MG739081,1,1a
MG739083,1,1a
MG739084,1,1a
MG739085,1,1a
MG739086,1,1a
MG739087,1,1a
MG739088,1,1a
MG739089,1,1a
MG739090,1,1a
MG739091,1,1a
MG739092,1,1a
MG739093,1,1a
MG739094,1,1a
MG739095,1,1a
MG739096,1,1a
MG739097,1,1a
MG739098,1,1a
MG739099,1,1a
MG739100,1,1a
MG739101,1,1a
MG739102,1,1a
MG739103,1,1a
MG739104,1,1a
MG739105,1,1a
MG739106,1,1a
MG739107,1,1a
MG739108,1,1a
MG739109,1,1a
MG739111,1,1a
MG739112,1,1a
MG739113,1,1a
MG739114,1,1a
MG739115,1,1a
MG739116,1,1a
MG739117,1,1a
MG739118,1,1a
MG739119,1,1a
MG739120,1,1a
MG739121,1,1a
MG739122,1,1a
MG739123,1,1a
MG739124,1,1a
MG739125,1,1a
MG739127,1,1a
MG739128,1,1a
MG739129,1,1a
MG739130,1,1a
MG739131,1,1a
MG739132,1,1a
MG739133,1,1a
MG739134,1,1a
MG739135,1,1a
MG739136,1,1a
MG739137,1,1a
MG739138,1,1a
MG739139,1,1a
MG739140,1,1a
MG739141,1,1a
MG739142,1,1a
MG739144,1,1a
MG739145,1,1a
MG739146,1,1a
MG739148,1,1a
MG739149,1,1a
MG739150,1,1a
MG739151,1,1a
MG739152,1,1a
MG739153,1,1a
MG739154,1,1a
MG739155,1,1a
MG739156,1,1a
MG739157,1,1a
MG739158,1,1a
MG739159,1,1a
MG747299,,
MG747300,,
MG747301,,
MG747302,,
MG747303,,
MG747304,,
MG747305,,
MG747306,,
MG747307,,
MG747308,,
MG747309,,
MG747310,,
MG747311,,
MG747312,,
MG747313,,
MG747314,,
MG747315,,
MG747316,,
MG747317,,
MG747318,,
MG747319,,
MG747320,,
MG747321,,
MG747322,,
MG747323,,
MG747324,,
MG747325,,
MG747326,,
MG747327,,
MG747328,,
MG747329,,
MG747330,,
MG747331,,
MG747332,,
MG747333,,
MG747334,,
MG747335,,
MG747336,,
MG747337,,
MG747338,,
MG747339,,
MG747340,,
MG747341,,
MG747342,,
MG747343,,
MG747344,,
MG747345,,
MG747346,,
MG747347,,
MG747348,,
MG747349,,
MG747350,,
MG747351,,
MG747352,,
MG747353,,
MG747354,,
MG747355,,
MG747356,,
MG747357,,
MG747358,,
MG747359,,
MG747360,,
MG747361,,
MG747362,,
MG747363,,
MG747364,,
MG747365,,
MG747366,,
MG747367,,
MG747368,,
MG747369,,
MG747370,,
MG747371,,
MG747372,,
MG747373,,
MG747374,,
MG747375,,
MG747376,,
MG747377,,
MG747378,,
MG747379,,
MG747380,,
MG747381,,
MG747382,,
MG747383,,
MG747384,,
MG747385,,
MG747386,,
MG747387,,
MG747388,,
MG747389,,
MG747390,,
MG747391,,
MG747392,,
MG747393,,
MG747394,,
MG747395,,
MG747396,,
MG747397,,
MG747398,,
MG747399,,
MG747400,,
MG747401,,
MG747402,,
MG747403,,
MG747404,,
MG747405,,
MG747406,,
MG747407,,
MG747408,,
MG747409,,
MG747410,,
MG747411,,
MG747412,,
MG747413,,
MG747414,,
MG747415,,
MG747416,,
MG747417,,
MG747418,,
MG747419,,
MG747420,,
PQ899567,5,
PQ899568,5,
PP092205,,
PP092206,,
PP092207,,
PP092208,,
MG878999,,
MG879000,,
MG953810,1,1a
MG953811,1,1a
MG953812,1,1a
MG953813,1,1a
MG953814,1,1a
MG953815,1,1a
MG953816,1,1a
MG953817,1,1a
MG953818,1,1a
MG953819,1,1a
MG953820,1,1a
MG953821,1,1a
MG953822,1,1a
MG953823,1,1a
MG953824,1,1a
MG953825,1,1a
MG953826,1,1a
MG953827,1,1a
MG953828,1,1a
MH070029,1,1a
MH070030,1,1a
MH070031,1,1a
MH070032,1,1a
MH070033,1,1a
MH070034,1,1a
MH070035,1,1a
MH070036,1,1a
MH070037,1,1a
MH070038,1,1a
MH070039,1,1a
MH070040,1,1a
MH070041,1,1a
MH070042,1,1a
MH070043,1,1a
MH070044,1,1a
MH070045,1,1a
MH070046,1,1a
MH070047,1,1a
MH070048,1,1a
MH070069,1,1b
MH070070,1,1b
MH070071,1,1b
MH070072,1,1b
MH070073,1,1b
MH070074,1,1b
MH070075,1,1b
MH070076,1,1b
MH070077,1,1b
MH070078,1,1b
MH070079,1,1b
MH085492,1,1a
MH373257,1,1b
MH373258,1,1b
MH373259,1,1b
MH373260,1,1b
MH373261,1,1b
MH373262,1,1b
MH373263,1,1b
MH373264,1,1b
MH373265,1,1b
MH373266,1,1b
MH373267,1,1b
MH373268,1,1b
MH373269,1,1b
MH373270,1,1b
MH373271,1,1b
MH373272,1,1b
MH373273,1,1b
MH373274,1,1b
MH373275,1,1b
MH373276,1,1b
MH373277,1,1b
MH373278,1,1b
MH373279,1,1b
MH373280,1,1b
MH373281,1,1b
MH373282,1,1b
MH373283,1,1b
MH373284,1,1b
MH373285,1,1b
MH373286,1,1b
MH373287,1,1b
MH373288,1,1b
MH373289,1,1b
MH373290,1,1b
MH373291,1,1b
MH373292,1,1b
MH373293,1,1b
MH373294,1,1b
MH373295,1,1b
MH373296,1,1b
MH373297,1,1b
MH373298,1,1b
MH373299,1,1b
MH373300,1,1b
MH373301,1,1b
MH373302,1,1b
MH373303,1,1b
MH373304,1,1b
MH373305,1,1b
MH373306,1,1b
MH373307,1,1b
MH373308,1,1b
MH373309,1,1b
MH373310,1,1b
MH373311,1,1b
MH373312,1,1b
MH373313,1,1b
MH373314,1,1b
MH373315,1,1b
MH373316,1,1b
MH373317,1,1b
MH373318,1,1b
MH373319,1,1b
MH373320,1,1b
MH373321,1,1b
MH373322,1,1b
MH373323,1,1b
MH373324,1,1b
MH373325,1,1b
MH373326,1,1b
MH373327,1,1b
MH373328,1,1b
MH373329,1,1b
MH373330,1,1b
MH373331,1,1b
MH373332,1,1b
MH373333,1,1b
MH373334,1,1b
MH373335,1,1b
MH373336,1,1b
MH373337,1,1b
MH373338,1,1b
MH373339,1,1b
MH373340,1,1b
MH373341,1,1b
MH373342,1,1b
MH373343,1,1b
MH373344,1,1b
MH373345,1,1b
MH373346,1,1b
MH373347,1,1b
MH373348,1,1b
MH373349,1,1b
MH432554,3,3a
MH432555,3,3a
MH432556,3,3a
MH432557,3,3a
MH432558,3,3a
MH432559,3,3a
MH432560,3,3a
MH432561,3,3a
MH432562,3,3a
MH432563,3,3a
MH432564,3,3a
MH432565,3,3a
MH432566,3,3a
MH432567,3,3a
MH432568,3,3a
MH432569,3,3a
MH432570,3,3a
MH432571,3,3a
MH432572,3,3a
MH432573,3,3a
MH432574,3,3a
MH432575,3,3a
MH432576,3,3a
MH432577,3,3a
MH432578,3,3a
MH432579,3,3a
MH432580,3,3a
MH432581,3,3a
MH432582,3,3a
MH432583,3,3a
MH432584,3,3a
MH432585,3,3a
MH432586,3,3a
MH432587,3,3a
MH432588,3,3a
MH432589,3,3a
MH432590,3,3a
MH432591,3,3a
MH432592,3,3a
MH432593,3,3a
MH432594,3,3a
