accession,genotype,subtype
PX386898,1,1a
PX386899,3,3a
PX386900,1,1a
PX386901,3,3a
PX386902,3,3a
PX386903,1,1a
PX386904,3,3a
PX386905,3,3a
PX386906,1,1a
PX386907,1,1a
PX386908,1,1a
PX386909,1,1a
PX386910,3,3a
PX386911,3,3a
PX386912,3,3a
PX386913,1,1a
PX386914,3,3a
PX386915,1,1a
PX386916,3,3a
PX386917,1,1a
PX386918,3,3a
PX386919,3,3a
PX386920,3,3a
PX386921,3,3a
PX386922,1,1a
PX386923,1,1a
PX386924,1,1a
PX386925,3,3a
PX386926,2,
PX386927,1,1a
PX386928,3,3a
PX386929,3,3a
PX386930,1,1a
PX386931,1,1a
PX386932,1,1a
PX386933,3,3a
PX386934,3,3a
PX386935,1,1a
PX386936,1,1a
PX386937,1,1b
PX386938,1,1a
PX386939,1,1a
PX386940,1,1b
PX386941,3,3a
PX386942,3,3a
PX386943,3,3a
PX386944,1,1a
PX386945,3,3a
PX386946,3,3a
PX386947,1,1a
PX386948,1,1a
PX386949,1,1b
PX386950,3,3a
PX386951,1,1a
PX386952,1,1a
PX386953,1,1a
PX386954,1,1a
PX386955,1,1a
PX386956,2,2b
PX386957,3,3a
PX386958,1,1a
PX386959,3,3a
PX386960,3,3a
PX386961,1,1b
PX386962,1,1l
PX386963,4,4v
PX386964,1,1l
PX386965,4,4b
PX386966,3,3b
PX386967,3,3b
PX386968,3,
PX386969,6,6a
PX386970,3,
PX386971,4,4c
PX386972,3,3h
PX386973,3,3b
PX386974,4,4r
PX386975,4,4c
PX386976,4,4r
PX386977,4,4v
PX386978,6,6a
PX386979,6,6a
PX386980,4,4t
PX386981,1,1g
PX386982,1,1g
PX386983,4,4v
PX386984,1,1l
PX386985,1,1e
PX386986,1,1e
PX386987,2,2b
PX386988,2,2b
PX386989,2,2b
PX386990,2,2b
PX386991,2,2c
PX386992,1,1a
PX386993,4,4f
PX386994,4,4c
PX386995,4,4c
PX386996,4,4d
PX386997,4,4d
PX386998,4,4d
PX386999,4,4k
PX387000,4,4o
PX387001,5,5a
PX387002,5,5a
PX387003,1,1a
PX387004,1,1a
PX387005,3,3a
PX387006,1,1b
PX387007,1,1a
PX387008,1,1a
PX387009,1,1a
PX387010,1,1a
PX387011,1,1a
PX387012,1,1a
PX387013,1,1a
PX387014,1,1a
PX387015,1,1a
PX387016,1,1a
PX387017,3,3a
PX387018,1,1a
PX387019,1,1a
PX387020,1,1a
PX387021,1,1a
PX387022,1,1a
PX387023,1,1a
PX387024,1,1a
PX387025,1,1a
PX387026,3,3a
PX387027,3,3a
PX387028,1,1a
PX387029,1,1b
PX387030,1,1a
PX387031,3,3a
PX387032,1,1a
PX387033,1,1a
PX387034,3,3a
PX387035,1,1a
PX387036,1,1b
PX387037,1,1a
PX387038,3,3a
PX387039,3,3a
PX387040,2,2b
PX445001,1,
PX445002,4,
PX445003,1,
PX445004,4,
PX446221,2,
PX446232,4,
PX446959,2,
PX446960,2,
PX459926,1,
EU155213,1,1a
EU155214,1,1a
EU155215,1,1a
EU155216,1,1a
EU155217,1,1b
EU155218,1,1b
EU155219,1,1b
EU155220,1,1b
EU155221,1,1b
EU155222,1,1b
EU155223,1,1b
EU155224,1,1b
EU155225,1,1b
EU155226,1,1b
EU155227,1,1b
EU155228,1,1b
EU155229,1,1b
EU155230,1,1b
EU155231,1,1b
EU155232,1,1b
EU155233,1,1a
EU155234,1,1b
EU155235,1,1b
EU155236,1,1a
EU155237,1,1a
EU155238,1,1a
EU155239,1,1a
EU155240,1,1a
EU155242,1,1a
EU155243,1,1a
EU155244,1,1a
EU155245,1,1a
EU155246,1,1a
EU155248,1,1a
EU155249,1,1a
EU155250,1,1a
EU155251,1,1a
EU155252,1,1a
EU155253,1,1b
EU155254,1,1b
EU155255,1,1b
EU155256,1,1b
EU155257,1,1b
EU155258,1,1b
EU155259,1,1b
EU155261,1,1b
EU155262,1,1b
EU155263,1,1b
EU155264,1,1b
EU155266,1,1a
EU155267,1,1a
EU155268,1,1a
EU155269,1,1a
EU155270,1,1a
EU155271,1,1a
EU155272,1,1a
EU155274,1,1a
EU155275,1,1a
EU155276,1,1a
EU155277,1,1a
EU155278,1,1a
EU155279,1,1b
EU155280,1,1b
EU155281,1,1b
EU155282,1,1a
EU155283,1,1a
EU155284,1,1a
EU155285,1,1a
EU155286,1,1a
EU155287,1,1a
EU155288,1,1a
EU155289,1,1a
EU155290,1,1a
EU155291,1,1a
EU155292,1,1a
EU155293,1,1a
EU155294,1,1a
EU155295,1,1a
EU155296,1,1a
EU155297,1,1a
EU155298,1,1a
EU155299,1,1a
EU155300,1,1b
EU155301,1,1b
EU155302,1,1b
EU155303,1,1b
EU155304,1,1b
EU155305,1,1b
EU155306,1,1b
EU155307,1,1b
EU155308,1,1b
EU155309,1,1a
EU155310,1,1a
EU155311,1,1a
EU155313,1,1a
EU155314,1,1a
EU155315,1,1b
EU155316,1,1b
EU155317,1,1b
EU155318,1,1b
EU155319,1,1a
EU155320,1,1a
EU155321,1,1a
EU155322,1,1a
EU155323,1,1a
EU155324,1,1b
EU155325,1,1b
EU155326,1,1b
EU155327,1,1b
EU155328,1,1b
EU155329,1,1b
EU155330,1,1b
EU155331,1,1b
EU155332,1,1b
EU155333,1,1b
EU155334,1,1b
EU155335,1,1b
EU155336,1,1b
EU155337,1,1b
EU155338,1,1a
EU155339,1,1a
EU155340,1,1a
EU155341,1,1a
EU155342,1,1a
EU155343,1,1a
EU155344,1,1a
EU155345,1,1a
EU155346,1,1a
EU155347,1,1a
EU155348,1,1a
EU155349,1,1a
EU155351,1,1a
EU155352,1,1a
EU155353,1,1a
EU155354,1,1a
EU155355,1,1a
EU155356,1,1b
EU155357,1,1b
EU155358,1,1b
EU155359,1,1b
EU155360,1,1b
EU155361,1,1b
EU155362,1,1b
EU155363,1,1b
EU155364,1,1b
EU155365,1,1b
EU155366,1,1b
EU155367,1,1b
EU155368,1,1b
EU155369,1,1b
EU155370,1,1b
EU155371,1,1b
EU155372,1,1b
EU155373,1,1b
EU155374,1,1b
EU155375,1,1b
EU155376,1,1b
EU155377,1,1b
EU155378,1,1a
EU155380,1,1a
EU155381,1,1b
EU155382,1,1b
EU158186,6,6v
EU234061,1,1b
EU234062,1,1b
EU234063,1,1a
EU234064,1,1a
EU234065,1,1a
EU239713,1,1a
EU239714,1,1b
EU239715,1,1a
EU239716,1,1a
EU246930,6,6a
EU246931,6,6e
EU246932,6,6e
EU246933,6,6l
EU246934,6,6o
EU246935,6,6i
EU246936,6,6f
EU246937,6,6n
EU246938,6,6n
EU246939,6,
EU246940,6,
EU250017,1,1a
EU255927,1,1a
EU255928,1,1a
EU255929,1,1a
EU255930,1,1a
EU255931,1,1a
EU255932,1,1a
EU255933,1,1a
EU255934,1,1a
EU255935,1,1a
EU255936,1,1a
EU255937,1,1a
EU255938,1,1a
EU255939,1,1a
EU255940,1,1a
EU255941,1,1a
EU255942,1,1a
EU255943,1,1a
EU255944,1,1a
EU255945,1,1a
EU255946,1,1a
EU255947,1,1a
EU255948,1,1a
EU255949,1,1a
EU255950,1,1a
EU255951,1,1a
EU255952,1,1a
EU255953,1,1a
EU255954,1,1a
EU255955,1,1a
EU255956,1,1a
EU255957,1,1a
EU255958,1,1a
EU255960,1,1b
EU255961,1,1b
EU255962,1,1b
EU255963,1,1a
EU255964,1,1a
EU255965,1,1a
EU255966,1,1a
EU255968,1,1a
EU255969,1,1a
EU255970,1,1a
EU255971,1,1a
EU255973,1,1a
EU255974,1,1a
EU255975,1,1a
EU255976,1,1a
EU255977,1,1a
EU255978,1,1a
EU255979,1,1a
EU255980,1,1a
EU255981,1,1a
EU255982,1,1a
EU255983,1,1a
EU255984,1,1a
EU255985,1,1a
EU255986,1,1a
EU255987,1,1a
EU255988,1,1a
EU255989,1,1a
EU255990,1,1a
EU255991,1,1a
EU255992,1,1a
EU255993,1,1a
EU255994,1,1a
EU255995,1,1a
EU255996,1,1a
EU255997,1,1a
EU255998,1,1a
EU255999,1,1a
EU256000,1,1b
EU256001,1,1b
EU256002,1,1a
EU256003,1,1a
EU256004,1,1a
EU256005,1,1a
EU256006,1,1a
EU256007,1,1a
EU256008,1,1a
EU256009,1,1a
EU256010,1,1a
EU256011,1,1a
EU256012,1,1a
EU256013,1,1a
EU256014,1,1a
EU256015,1,1a
EU256016,1,1a
EU256017,1,1a
EU256018,1,1a
EU256019,1,1a
EU256020,1,1a
EU256021,1,1a
EU256022,1,1a
EU256023,1,1a
EU256024,1,1a
EU256025,1,1a
EU256026,1,1a
EU256027,1,1a
EU256028,1,1a
EU256029,1,1a
EU256030,1,1a
EU256031,1,1a
EU256032,1,1a
EU256033,1,1a
EU256034,1,1a
EU256035,1,1a
EU256036,1,1a
EU256037,1,1a
EU256038,1,1a
EU256039,1,1a
EU256040,1,1a
EU256041,1,1a
EU256043,1,1a
EU256044,1,1a
EU256046,1,1a
EU256047,1,1a
EU256048,1,1a
EU256049,1,1a
EU256050,1,1a
EU256051,1,1a
EU256052,1,1a
EU256053,1,1a
EU256054,1,1b
EU256057,1,1a
EU256058,1,1a
EU256059,1,1b
EU256060,1,1a
EU256061,1,1b
EU256062,1,1b
EU256064,1,1b
EU256065,1,1b
EU256066,1,1b
EU256067,1,1a
EU256068,1,1a
EU256069,1,1a
EU256070,1,1a
EU256071,1,1a
EU256072,1,1a
EU256073,1,1a
EU256074,1,1a
EU256075,1,1b
EU256076,1,1b
EU256077,1,1b
EU256078,1,1b
EU256079,1,1b
EU256080,1,1b
EU256081,1,1b
EU256082,1,1b
EU256083,1,1b
EU256084,1,1b
EU256085,1,1b
EU256087,1,1a
EU256088,1,1b
EU256089,1,1b
EU256090,1,1b
EU256091,1,1b
EU256092,1,1b
EU256094,1,1a
EU256095,1,1a
EU256096,1,1a
EU256097,1,1a
EU256098,1,1b
EU256099,1,1b
EU256100,1,1b
EU256101,1,1b
EU256102,1,1b
EU256103,1,1b
EU256104,1,1a
EU256105,1,1a
EU256106,1,1a
EU256107,1,1a
EU260395,1,1a
EU260396,1,1a
EU334530,,
EU334531,,
EU334532,,
EU334533,,
EU334534,,
EU362876,1,1a
EU362877,1,1a
EU362878,1,1a
EU362879,1,1a
EU362880,1,1a
EU362881,1,1a
EU362882,1,1a
EU362883,1,1a
EU362884,1,1a
EU362885,1,1a
EU362886,1,1a
EU362887,1,1a
EU362888,1,1a
EU362889,1,1a
EU362890,1,1a
EU362891,1,1a
EU362892,1,1a
EU362893,1,1a
EU362894,1,1a
EU362895,1,1a
EU362896,1,1a
EU362897,1,1a
EU362898,1,1a
EU362899,1,1a
EU362900,1,1a
EU362901,1,1a
EU362902,1,1a
EU362903,1,1a
EU362904,1,1a
EU362905,1,1a
EU362906,1,1a
EU362907,1,1a
EU362908,1,1a
EU362909,1,1a
EU362910,1,1a
EU362911,1,1a
EU392169,4,4f
EU392170,4,4f
EU392171,4,4k
EU392172,4,4d
EU392173,4,4k
EU392174,4,4f
EU392175,4,4f
EU408326,6,6e
EU408327,6,6o
EU408328,6,6r
EU408329,6,6s
EU408330,6,6u
EU408331,6,6u
EU408332,6,6u
EU420973,6,
EU420974,6,
EU420975,6,
EU420976,6,
EU420977,6,
EU420978,6,
EU420979,6,
EU420980,6,
EU420981,6,
EU420982,6,
EU420983,6,
EU420984,6,
EU420985,6,
EU420986,6,
EU482831,1,1a
EU482832,1,1a
EU482833,1,1b
EU482834,1,1a
EU482835,1,1a
EU482836,1,1a
EU482837,1,1a
EU482838,1,1a
EU482839,1,1b
EU482840,1,1a
EU482841,1,1a
EU482842,1,1a
EU482843,1,1a
EU482844,1,1a
EU482845,1,1a
EU482846,1,1a
EU482847,1,1a
EU482848,1,1a
EU482849,1,1b
EU482850,1,1a
EU482852,1,1a
EU482853,1,1a
EU482854,1,1a
EU482855,1,1a
EU482856,1,1a
EU482857,1,1a
EU482858,1,1a
EU482859,1,1b
EU482860,1,1b
EU482861,1,1a
EU482862,1,1a
EU482863,1,1a
EU482864,1,1a
EU482865,1,1a
EU482866,1,1a
EU482867,1,1a
EU482868,1,1a
EU482869,1,1a
EU482870,1,1a
EU482871,1,1a
EU482872,1,1a
EU482873,1,1a
EU482874,1,1b
EU482875,1,1b
EU482876,1,1a
EU482877,1,1b
EU482878,1,1a
EU482880,1,1b
EU482881,1,1b
EU482882,1,1a
EU482883,1,1b
EU482884,1,1a
EU482885,1,1b
EU482886,1,1b
EU482888,1,1b
EU529676,1,1a
EU529677,1,1a
EU529678,1,1a
EU529679,1,1a
EU529680,1,1a
EU529681,1,1a
EU529682,1,1b
EU558516,5,5a
EU569722,1,1a
EU569723,1,1a
EU595697,1,1a
EU595698,1,1a
EU595699,1,1a
EU643834,,
EU643835,,
EU643836,,
EU660383,1,1a
EU660384,1,1a
EU660385,1,1a
EU684591,,
EU684592,,
EU684593,,
EU684594,,
EU684595,,
EU684596,,
EU684597,,
EU684598,,
EU684599,,
EU684600,,
EU684601,,
EU684602,,
EU684603,,
EU684604,,
EU684605,,
EU684606,,
EU684607,,
EU684608,,
EU684609,,
EU684610,,
EU684611,,
EU684612,,
EU684613,,
EU684614,,
EU684615,,
EU684616,,
EU684617,,
EU684618,,
EU684619,,
EU684620,,
EU684621,,
EU684622,,
EU684623,,
EU684624,,
EU684625,,
EU684626,,
EU684627,,
EU684628,,
EU684629,,
EU684630,,
EU684631,,
EU684632,,
EU684633,,
EU684634,,
EU684635,,
EU684636,,
EU684637,,
EU684638,,
EU684639,,
EU684640,,
EU684641,,
EU684642,,
EU684643,,
EU684644,,
EU684645,,
EU684646,,
EU684647,,
EU684648,,
EU684649,,
EU684650,,
EU684651,,
EU684652,,
EU684653,,
EU684654,,
EU684655,,
EU684656,,
EU684657,,
EU684658,,
EU684659,,
EU684660,,
EU710083,1,
EU710084,1,
EU710085,1,
EU710086,1,
EU710087,1,
EU710088,1,
EU710089,1,
EU710090,1,
EU710091,1,
EU710093,1,
EU710094,1,
EU710095,1,
EU710096,1,
EU710097,1,
EU710098,1,
EU710099,1,
EU710100,1,
EU710101,1,
EU710102,1,
EU710103,1,
EU710104,1,
EU710105,1,
EU710106,1,
EU710107,1,
EU710108,1,
EU710109,1,
EU710110,1,
EU710111,1,
EU710112,1,
EU710113,1,
EU710114,1,
EU710115,1,
EU710116,1,
EU710117,1,
EU710118,1,
EU710119,1,
EU710121,1,
EU710122,1,
EU710125,1,
EU710126,1,
EU710127,1,
EU710128,1,
EU710129,1,
EU710130,1,
EU710131,1,
EU710132,1,
EU710133,1,
EU710134,1,
EU710135,1,
EU710136,1,
EU710137,1,
EU710138,1,
EU710139,1,
EU710140,1,
EU710141,1,
EU710142,1,
EU710143,1,
EU710144,1,
EU710145,1,
EU710146,1,
EU710147,1,
EU710148,1,
EU710151,1,
EU710152,1,
EU710154,1,
EU710155,1,
EU710156,1,
EU710157,1,
EU710158,1,
EU710159,1,
EU710160,1,
EU710161,1,
EU710162,1,
EU710163,1,
EU710164,1,
EU710165,1,
EU710166,1,
EU710167,1,
EU710168,1,
EU710169,1,
EU710170,1,
EU710171,1,
EU710172,1,
EU710173,1,
EU710174,1,
EU710175,1,
EU710176,1,
EU710177,1,
EU710178,1,
EU710179,1,
EU710180,1,
EU710181,1,
EU710182,1,
EU710183,1,
EU710184,1,
EU710185,1,
EU710186,1,
EU710187,1,
EU710188,1,
EU710189,1,
EU710190,1,
EU710191,1,
EU710192,1,
EU710193,1,
EU710194,1,
EU710195,1,
EU710196,1,
EU710197,1,
EU710198,1,
EU710199,1,
EU710200,1,
EU710201,1,
EU710202,1,
EU710203,1,
EU710204,1,
EU710205,1,
EU710206,1,
EU710207,1,
EU710208,1,
EU710209,1,
EU710210,1,
EU710211,1,
EU710212,1,
EU710213,1,
EU710214,1,
EU710215,1,
EU710216,1,
EU710217,1,
EU710218,1,
EU710219,1,
EU710220,1,
EU710221,1,
EU710222,1,
EU710223,1,
EU710224,1,
EU710225,1,
EU710226,1,
EU710227,1,
EU710228,1,
EU710229,1,
EU710230,1,
EU710231,1,
EU710233,1,
EU710234,1,
EU710235,1,
EU710236,1,
EU710237,1,
EU710238,1,
EU710239,1,
EU710240,1,
EU710241,1,
EU710242,1,
EU710243,1,
EU710244,1,
EU710247,1,
EU710248,1,
EU710249,1,
EU710250,1,
EU710251,1,
EU710252,1,
EU710253,1,
EU710254,1,
EU710255,1,
EU710256,1,
EU710257,1,
EU710258,1,
EU710259,1,
EU710260,1,
EU710261,1,
EU710262,1,
EU710263,1,
EU710264,1,
EU710265,1,
EU710266,1,
EU710267,1,
EU710268,1,
EU710269,1,
EU710270,1,
EU710271,1,
EU710273,1,
EU710274,1,
EU710275,1,
EU710276,1,
EU710277,1,
EU710279,1,
EU710280,1,
EU710281,1,
EU710282,1,
EU710283,1,
EU710284,1,
EU710285,1,
EU710286,1,
EU710287,1,
EU710289,1,
EU710290,1,
EU710292,1,
EU710293,1,
EU710294,1,
EU710295,1,
EU710296,1,
EU710297,1,
EU710298,1,
EU710299,1,
EU710300,1,
EU710301,1,
EU710302,1,
EU710303,1,
EU710304,1,
EU710305,1,
EU710306,1,
EU710307,1,
EU710308,1,
EU710309,1,
EU710310,1,
EU710312,1,
EU710313,1,
EU710314,1,
EU710315,1,
EU710316,1,
EU710317,1,
EU710318,1,
EU710319,1,
EU710320,1,
EU710321,1,
EU710322,1,
EU710323,1,
EU710324,1,
EU710325,1,
EU710326,1,
EU710327,1,
EU710328,1,
EU710329,1,
EU710330,1,
EU710332,3,
EU710333,3,
EU710334,3,
EU710337,3,
EU710339,3,
EU710340,3,
EU710341,3,
EU710342,3,
EU710343,3,
EU710344,3,
EU710346,3,
EU710347,3,
EU710348,3,
EU710349,3,
EU710351,3,
EU710352,3,
EU710353,3,
EU710354,3,
EU710355,3,
EU710360,3,
EU710366,3,
EU710367,3,
EU710368,3,
EU710371,3,
EU710372,3,
EU710374,3,
EU710375,3,
EU710376,3,
EU710377,3,
EU710378,3,
EU710379,3,
EU710380,3,
EU710381,3,
EU710383,3,
EU710384,3,
EU710385,3,
EU710386,3,
EU710388,3,
EU710389,3,
EU710390,3,
EU710391,3,
EU710392,3,
EU710393,3,
EU710394,3,
EU710395,3,
EU710396,3,
EU710397,3,
EU710398,3,
EU710399,3,
EU710400,3,
EU710401,3,
EU710402,3,
EU710403,3,
EU710404,3,
EU710405,3,
EU710406,3,
EU710407,3,
EU710408,3,
EU710409,3,
EU710410,3,
EU710411,3,
EU710412,3,
EU710413,3,
EU710414,3,
EU710415,3,
EU710416,3,
EU710417,3,
EU710418,3,
EU710419,3,
EU710420,3,
EU710421,3,
EU710423,3,
EU710424,3,
EU710425,3,
EU710426,3,
EU710427,3,
EU710428,3,
EU710429,3,
EU710430,3,
EU710431,3,
EU710434,3,
EU710435,3,
EU710436,3,
EU710438,3,
EU710439,3,
EU710440,3,
EU710441,3,
EU710442,3,
EU710443,3,
EU710444,3,
EU710445,3,
EU710448,3,
EU710449,3,
EU710450,3,
EU710451,3,
EU710452,3,
EU710453,3,
EU710454,3,
EU710455,3,
EU710456,3,
EU710457,3,
EU710458,3,
EU710459,3,
EU710460,3,
EU710461,3,
EU710462,3,
EU710463,3,
EU781746,,
EU781747,,
EU781748,,
EU781749,,
EU781750,,
EU781751,,
EU781752,,
EU781753,,
EU781754,,
EU781755,,
EU781756,,
EU781757,,
EU781758,,
EU781759,,
EU781760,,
EU781761,,
EU781762,,
EU781763,,
EU781764,,
EU781765,,
EU781766,,
EU781767,,
EU781768,,
EU781769,,
EU781770,,
EU781771,,
EU781772,,
EU781773,,
EU781774,,
EU781775,,
EU781776,,
EU781777,,
EU781778,,
EU781779,,
EU781780,,
EU781781,,
EU781782,,
EU781783,,
EU781784,,
EU781785,,
EU781786,,
EU781787,,
EU781788,,
EU781789,,
EU781790,,
EU781791,,
EU781792,,
EU781793,,
EU781794,,
EU781795,,
EU781796,,
EU781797,,
EU781798,,
EU781799,,
EU781800,,
EU781801,,
EU781802,,
EU781803,,
EU781804,,
EU781805,,
EU781806,,
EU781807,,
EU781808,,
EU781809,,
EU781810,,
EU781811,,
EU781812,,
EU781813,,
EU781814,,
EU781815,,
EU781816,,
EU781817,,
EU781818,,
EU781819,,
EU781820,,
EU781821,,
EU781822,,
EU781823,,
EU781824,,
EU781825,,
EU781826,,
EU781827,,
EU781828,,
EU781829,,
EU781830,,
EU781831,,
EU781832,,
EU798760,6,6v
EU798761,6,6v
EU857431,,
EU862823,1,1a
EU862824,1,1a
EU862832,1,1a
EU862833,1,1a
EU862834,1,1a
FJ025854,4,4b
FJ025855,4,4b
FJ025856,4,4b
FJ217353,1,1b
FJ217354,1,1b
FJ217355,1,1b
FJ217356,1,1b
FJ380064,1,1b
FJ380065,1,1b
FJ380066,1,1b
FJ380067,1,1b
FJ380068,1,1b
FJ380069,1,1b
FJ380070,1,1b
FJ380071,1,1b
FJ380072,1,1b
FJ380073,1,1b
FJ380074,1,1b
FJ380075,1,1b
FJ380076,1,1b
FJ380077,1,1b
FJ380078,1,1b
FJ380079,1,1b
FJ380080,1,1b
FJ380081,1,1b
FJ380082,1,1b
FJ380083,1,1b
FJ380084,1,1b
FJ380085,1,1b
FJ380086,1,1b
FJ380087,1,1b
FJ380088,1,1b
FJ380089,1,1b
FJ407092,3,3i
FJ435090,6,6v
FJ435528,3,3a
FJ435529,,
FJ435530,3,3a
FJ435531,3,3a
FJ435532,1,1b
FJ435533,3,3a
FJ435534,1,1b
FJ435535,3,3a
FJ435536,1,1b
FJ435537,1,1b
FJ435538,3,3a
FJ435539,1,1b
FJ435540,3,3a
FJ435541,3,3a
FJ435542,3,3a
FJ435543,3,3a
FJ435544,,
FJ435545,3,3a
FJ435546,3,3a
FJ435547,1,1b
FJ435548,1,1b
FJ435549,1,1b
FJ435550,,
FJ435551,1,1b
FJ435552,3,3a
FJ435553,1,1b
FJ435554,1,1b
FJ435555,1,1b
FJ435556,,
FJ435557,3,3a
FJ435558,1,1b
FJ435559,3,3a
FJ435560,3,3a
FJ435561,3,3a
FJ435562,3,3a
FJ435563,1,1b
FJ435564,,
FJ435565,3,3a
FJ435566,1,1b
FJ435567,3,3a
FJ435568,3,3a
FJ435569,1,1b
FJ435570,3,3a
FJ435571,3,3a
FJ435572,,
FJ435573,1,1b
FJ435574,1,1b
FJ435575,3,3a
FJ435576,3,3a
FJ435577,1,1b
FJ435578,2,2k
FJ435579,3,3a
FJ435580,3,3a
FJ435581,3,3a
FJ435582,3,3a
FJ435583,1,1b
FJ462431,4,4p
FJ462432,4,4g
FJ462433,4,4m
FJ462434,4,4q
FJ462435,4,4b
FJ462436,4,4c
FJ462437,4,4d
FJ462438,4,4k
FJ462439,4,4r
FJ462440,4,4o
FJ462441,4,4n
FJ462799,3,3b
FJ462800,3,3a
FJ462801,3,3b
FJ462802,3,3b
FJ462803,3,3a
FJ462804,3,3b
FJ462805,1,1b
FJ462806,3,3a
FJ462807,6,6n
FJ462808,3,3b
FJ462809,3,3b
FJ462810,1,1b
FJ462811,1,1b
FJ462812,6,6n
FJ462813,3,3b
FJ462814,6,6n
FJ462815,1,1b
FJ462816,1,1a
FJ462817,3,3a
FJ462818,1,1b
FJ462819,1,1a
FJ462820,1,1a
FJ462821,1,1a
FJ462822,6,6n
FJ462823,3,3a
FJ462824,3,3b
FJ462825,3,3a
FJ462826,3,3b
FJ462827,3,3b
FJ462828,3,3b
FJ462829,1,1b
FJ462830,3,3b
FJ462831,6,6a
FJ462832,6,6n
FJ462833,3,3a
FJ462834,1,1b
FJ462835,6,6n
FJ462836,3,3a
FJ462837,3,3b
FJ462838,3,3a
FJ462839,6,6n
FJ462840,3,3b
FJ462841,6,6n
FJ462842,3,3b
FJ462843,3,3a
FJ462844,1,1b
FJ462845,3,3b
FJ462846,1,1b
FJ462847,3,3b
FJ462848,3,3a
FJ462849,3,3b
FJ462850,1,1b
FJ462851,1,1b
FJ462852,6,6u
FJ462853,6,6v
FJ462854,1,1b
FJ462855,3,3b
FJ462856,3,3b
FJ462857,6,6n
FJ462858,3,3b
FJ462859,3,3a
FJ462860,3,3b
FJ462861,1,1b
FJ462862,1,1b
FJ462863,1,1a
FJ462864,3,3a
FJ462865,3,3a
FJ462866,1,1b
FJ462867,3,3b
FJ462868,1,1b
FJ462869,3,3b
FJ462870,1,1b
FJ462871,3,3b
FJ462872,3,3a
FJ462873,3,3a
FJ462874,3,3b
FJ462875,3,3b
FJ462876,3,3b
FJ462877,1,1b
FJ462878,3,3a
FJ462879,6,6u
FJ462880,3,3a
FJ462881,3,3b
FJ462882,3,3b
FJ462883,1,1b
FJ462884,3,3a
FJ462885,3,3b
FJ462886,3,3b
FJ462887,3,3b
FJ462888,3,3b
FJ462889,3,3a
FJ462890,3,3a
FJ462891,1,1b
FJ462892,1,1b
FJ462893,3,3b
FJ462894,3,3a
FJ462895,3,3a
FJ462896,3,3a
FJ462897,1,1b
FJ462898,3,3b
FJ462899,1,1b
FJ462900,1,1b
FJ462901,6,6n
FJ462902,3,3b
FJ462903,3,3a
FJ462904,3,3b
FJ462905,3,3a
FJ462906,6,6n
FJ462907,3,3a
FJ462908,3,3b
FJ462909,3,3a
FJ462910,3,3b
FJ462911,6,6u
FJ462912,1,1b
FJ462913,3,3b
FJ462914,3,3a
FJ462915,3,3a
FJ462916,3,3b
FJ462917,3,3b
FJ462918,3,3a
FJ462919,3,3b
FJ462920,3,3b
FJ462921,3,3a
FJ462922,6,6n
FJ462923,3,3b
FJ462924,3,3a
FJ462925,3,3b
FJ462926,1,1b
FJ462927,1,1a
FJ462928,6,6n
FJ462929,1,1b
FJ462930,3,3a
FJ462931,3,3b
FJ462932,3,3b
FJ462933,3,3a
FJ462934,1,1b
FJ462935,1,1b
FJ462936,3,3a
FJ462937,3,3b
FJ462938,3,3a
FJ462939,3,3b
FJ462940,3,3b
FJ462941,6,6n
FJ462942,3,3a
FJ462943,3,3b
FJ462944,6,6n
FJ462945,3,3a
FJ462946,1,1b
FJ462947,3,3b
FJ462948,3,3b
FJ462949,6,6n
FJ462950,3,3b
FJ462951,3,3b
FJ462952,3,3b
FJ462953,1,1a
FJ462954,3,3b
FJ462955,3,3a
FJ462956,1,1b
FJ462957,3,3b
FJ462958,3,3b
FJ462959,3,3b
FJ462960,6,6n
FJ462961,3,3b
FJ462962,6,6n
FJ462963,6,6n
FJ462964,3,3b
FJ462965,6,6n
FJ462966,6,6n
FJ462967,3,3b
FJ462968,3,3b
FJ462969,3,3b
FJ462970,3,3b
FJ462971,3,3b
FJ462972,3,3b
FJ462973,3,3b
FJ462974,6,6n
FJ462975,3,3a
FJ462976,1,1b
FJ462977,3,3b
FJ462978,3,3b
FJ462979,3,3b
FJ462980,3,3b
FJ462981,1,1b
FJ462982,1,1b
FJ462983,3,3a
FJ462984,6,6n
FJ462985,3,3b
FJ462986,6,6n
FJ462987,3,3a
FJ462988,3,3b
FJ462989,6,6n
FJ462990,6,6v
FJ462991,6,6n
FJ462992,6,6n
FJ462993,3,3b
FJ462994,6,6n
FJ462995,3,3b
FJ462996,3,3b
FJ462997,3,3b
FJ462998,3,3b
FJ462999,3,3b
FJ463000,3,3b
FJ463001,3,3b
FJ463002,6,6v
FJ463003,3,3b
FJ463004,3,3b
FJ463005,6,6n
FJ463006,6,6n
FJ463007,3,3b
FJ463008,3,3b
FJ463009,6,6n
FJ463010,1,1b
FJ463011,3,3b
FJ463012,3,3b
FJ463013,6,6n
FJ463014,6,6n
FJ463015,6,6u
FJ463016,3,3b
FJ463017,3,3b
FJ463018,1,1b
FJ463019,3,3b
FJ463020,3,3b
FJ463021,3,3b
FJ463022,3,3b
FJ463023,3,3b
FJ463024,1,1b
FJ463025,3,3b
FJ463026,3,3a
FJ463027,3,3b
FJ463028,6,6n
FJ463029,6,6n
