Accession,CometFullSeqSubtype,CometPerGeneSubtype,FullSeqSubtype,PerGeneSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
OR818306,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR818309,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR818310,4D,4D,4P,4P,,4,GenBank,2,4D;4P,AvailableCallsDisagree
OR818313,4A,4A,4P,4P,,4,GenBank,2,4A;4P,AvailableCallsDisagree
OR818314,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR818317,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
OR818321,4V,4V,4P,4P,4P,5,,2,4P;4V,AllFiveDisagree
OR818329,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
OR818341,4V,4V,4D,4D,,4,GenBank,2,4D;4V,AvailableCallsDisagree
OR818343,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR818348,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR825137,4V,4T,4T,4T,4T,5,,2,4T;4V,AllFiveDisagree
OR825139,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
OR825146,4V,4V,4C,4C,,4,GenBank,2,4C;4V,AvailableCallsDisagree
OR825148,1A,1A,1E,1E,1E,5,,2,1A;1E,AllFiveDisagree
OR825150,4L,4L,4C,4C,,4,GenBank,2,4C;4L,AvailableCallsDisagree
OR825152,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR825153,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
OR825154,2M,2M,2U,2U,,4,GenBank,2,2M;2U,AvailableCallsDisagree
OR825155,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
OR825162,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR825164,4V,4V,4P,4P,4P,5,,2,4P;4V,AllFiveDisagree
OR825167,4V,4V,4C,4C,4C,5,,2,4C;4V,AllFiveDisagree
OR825180,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR825181,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
OR825184,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
OR825189,2B,2B,2U,2U,,4,GenBank,2,2B;2U,AvailableCallsDisagree
OR825190,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR825191,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
OR825194,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
OR825199,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR825201,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR825202,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR825204,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR825213,4V,4V,4T,4T,4T,5,,2,4T;4V,AllFiveDisagree
OR825217,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
OR825223,4F,4F,4V,4V,,4,GenBank,2,4F;4V,AvailableCallsDisagree
OR825224,4V,4V,4T,4T,4T,5,,2,4T;4V,AllFiveDisagree
OR825225,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR825226,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
OR825227,2Q,2Q,2A,2A,,4,GenBank,2,2A;2Q,AvailableCallsDisagree
OR825236,4L,4L,4T,4T,4T,5,,2,4L;4T,AllFiveDisagree
OR825237,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR825239,1C,1C,1O,1O,1C,5,,2,1C;1O,AllFiveDisagree
OR825241,4R,4M,4M,4M,,4,GenBank,2,4M;4R,AvailableCallsDisagree
OR825247,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR825249,4V,4V,4T,4T,4T,5,,2,4T;4V,AllFiveDisagree
OR825251,4F,4F,4L,4L,,4,GenBank,2,4F;4L,AvailableCallsDisagree
OR825252,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
OR825253,1C,1C,1D,1D,,4,GenBank,2,1C;1D,AvailableCallsDisagree
OR825257,4M,4M,4L,4L,1E,5,,3,1E;4L;4M,AllFiveDisagree
OR825258,4A,4A,4V,4V,4F,5,,3,4A;4F;4V,AllFiveDisagree
OR825259,4A,4A,4C,4C,1L,5,,3,1L;4A;4C,AllFiveDisagree
OR825260,4F,4F,4F,4F,1E,5,,2,1E;4F,AllFiveDisagree
OR825261,1E,1E,1E,1E,4F,5,,2,1E;4F,AllFiveDisagree
OR825262,4P,4P,4P,4P,1E,5,,2,1E;4P,AllFiveDisagree
OR825263,4F,4F,4F,4F,1L,5,,2,1L;4F,AllFiveDisagree
OR825264,1L,1L,1L,1L,4F,5,,2,1L;4F,AllFiveDisagree
OR825265,1E,1E,1E,1E,1L,5,,2,1E;1L,AllFiveDisagree
OR825266,1L,1L,1L,1L,4F,5,,2,1L;4F,AllFiveDisagree
OR825269,2J,2J,2U,2U,4F,5,,3,2J;2U;4F,AllFiveDisagree
OR825270,1L,1L,1L,1L,1E,5,,2,1E;1L,AllFiveDisagree
OR825271,4F,4F,4F,4F,1H,5,,2,1H;4F,AllFiveDisagree
OR825273,4F,4F,4F,4F,1E,5,,2,1E;4F,AllFiveDisagree
OR825274,4V,4V,4L,4L,1L,5,,3,1L;4L;4V,AllFiveDisagree
OR825275,1B,1B,1O,1O,4F,5,,3,1B;1O;4F,AllFiveDisagree
OR825278,1H,1H,1H,1H,4F,5,,2,1H;4F,AllFiveDisagree
OR825279,1E,1E,1E,1E,1L,5,,2,1E;1L,AllFiveDisagree
OR825280,1L,1L,1L,1L,4F,5,,2,1L;4F,AllFiveDisagree
OR825281,4F,4F,4F,4F,1H,5,,2,1H;4F,AllFiveDisagree
OR825282,1L,1L,1L,1L,1E,5,,2,1E;1L,AllFiveDisagree
OR825283,4V,4V,4T,4T,4F,5,,3,4F;4T;4V,AllFiveDisagree
OR825285,4F,4F,4F,4F,1E,5,,2,1E;4F,AllFiveDisagree
OR825286,1E,1E,1E,1E,4F,5,,2,1E;4F,AllFiveDisagree
OR825290,4M,4M,4L,4L,,4,GenBank,2,4L;4M,AvailableCallsDisagree
OR825291,4A,4A,4V,4V,,4,GenBank,2,4A;4V,AvailableCallsDisagree
OR825292,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
OR825299,4D,4A,4C,4C,,4,GenBank,3,4A;4C;4D,AvailableCallsDisagree
OR825301,2J,2A,2U,2U,,4,GenBank,3,2A;2J;2U,AvailableCallsDisagree
OR825307,2M,2M,2U,2U,,4,GenBank,2,2M;2U,AvailableCallsDisagree
OR825309,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
OR825311,2J,2J,2U,2U,2R,5,,3,2J;2R;2U,AllFiveDisagree
OR825313,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR825314,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
OR825316,2M,2M,2U,2U,,4,GenBank,2,2M;2U,AvailableCallsDisagree
OR825317,4V,4V,4L,4L,,4,GenBank,2,4L;4V,AvailableCallsDisagree
OR825320,4P,4P,4P,4P,4T,5,,2,4P;4T,AllFiveDisagree
AB049088,"UNASSIGNED_1, 1B-6B",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-6B",AllFiveDisagree
AB049089,"UNASSIGNED_1, 1B-6H-6B",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-6H-6B",AllFiveDisagree
AB049090,"UNASSIGNED_1, 1B-6K-6B",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-6K-6B",AllFiveDisagree
AB049091,"UNASSIGNED_1, 1B-2B-6D-6B",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-2B-6D-6B",AllFiveDisagree
AB049095,"UNASSIGNED_1, 1B-6H-6B",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-6H-6B",AllFiveDisagree
AB049101,"UNASSIGNED_1, 1B-6K-6D-6B",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-6K-6D-6B",AllFiveDisagree
AB080299,"UNASSIGNED_1, 1B-6D-6B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-6D-6B",AvailableCallsDisagree
AB249644,"UNASSIGNED_1, 1B-6B-6H-6B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-6B-6H-6B",AvailableCallsDisagree
AB426117,"UNASSIGNED_1, 1B-6B-6H-6B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-6B-6H-6B",AvailableCallsDisagree
AB435162,"UNASSIGNED_1, 1B-6B-6H-6B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-6B-6H-6B",AvailableCallsDisagree
AB442219,"UNASSIGNED_1, 1B-6D-6B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-6D-6B",AvailableCallsDisagree
AB442220,"UNASSIGNED_1, 1B-6D-6B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-6D-6B",AvailableCallsDisagree
AB442221,"UNASSIGNED_1, 1B-6D-6B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-6D-6B",AvailableCallsDisagree
AB442222,"UNASSIGNED_1, 1B-6D-6B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-6D-6B",AvailableCallsDisagree
AB444480,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
AB470015,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
AB470026,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
AB470251,4A,4A,4L,4L,,4,GenBank,2,4A;4L,AvailableCallsDisagree
AB472165,2C,2C,2A,2A,,4,GenBank,2,2A;2C,AvailableCallsDisagree
AB523257,6H,6H,1M,1M,,4,GenBank,2,1M;6H,AvailableCallsDisagree
AB523259,6H,6H,1M,1M,,4,GenBank,2,1M;6H,AvailableCallsDisagree
AB523261,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AB523289,6H,6H,1M,1M,,4,GenBank,2,1M;6H,AvailableCallsDisagree
AB523290,6H,6H,1M,1M,,4,GenBank,2,1M;6H,AvailableCallsDisagree
AB523312,6H,6H,8A,8A,,4,GenBank,2,6H;8A,AvailableCallsDisagree
AB523332,6H,6H,8A,8A,,4,GenBank,2,6H;8A,AvailableCallsDisagree
AB523339,6E,6E,8A,8A,,4,GenBank,2,6E;8A,AvailableCallsDisagree
AB558135,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB661826,6N,6N,1N,1N,,4,GenBank,2,1N;6N,AvailableCallsDisagree
AB677527,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677528,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677529,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677530,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677531,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677532,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677533,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AF037230,1L,1L,1A,1A,,4,GenBank,2,1A;1L,AvailableCallsDisagree
AF037232,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
AF037233,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
AF037234,1B,1B,1I,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
AF037235,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
AF037236,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
AF037237,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
AF037238,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
AF037239,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
AF037240,2Q,2Q,2A,2A,,4,GenBank,2,2A;2Q,AvailableCallsDisagree
AF037248,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
AF037249,2J,2J,2K,2K,,4,GenBank,2,2J;2K,AvailableCallsDisagree
AF037250,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
AF037253,2B,2B,2A,2A,,4,GenBank,2,2A;2B,AvailableCallsDisagree
AF037254,2J,2J,2T,2T,,4,GenBank,2,2J;2T,AvailableCallsDisagree
AF041323,1B,1B,2C,2C,,4,GenBank,2,1B;2C,AvailableCallsDisagree
AF046195,2B,2B,2A,2A,,4,GenBank,2,2A;2B,AvailableCallsDisagree
AF046824,4D,4D,4O,4O,,4,GenBank,2,4D;4O,AvailableCallsDisagree
AF176573,"UNASSIGNED_1, 1B-6H-6D",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-6H-6D",AllFiveDisagree
AF271806,4A,4A,4C,4C,4A,5,,2,4A;4C,AllFiveDisagree
AF356827,"UNASSIGNED_1, 1B-6H-2A-6H-6D-3G",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-6H-2A-6H-6D-3G",AllFiveDisagree
AF388477,4D,4D,4D,4D,4A,5,,2,4A;4D,AllFiveDisagree
AF515978,2J,2J,2T,2T,,4,GenBank,2,2J;2T,AvailableCallsDisagree
AF515979,2J,2J,2T,2T,,4,GenBank,2,2J;2T,AvailableCallsDisagree
AF516027,2J,2J,2I,2I,2I,5,,2,2I;2J,AllFiveDisagree
AF516029,2J,2J,2T,2T,,4,GenBank,2,2J;2T,AvailableCallsDisagree
AJ132997,"UNASSIGNED_1, 1B-6B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-6B",AvailableCallsDisagree
AJ231454,2J,2J,2I,2I,,4,GenBank,2,2I;2J,AvailableCallsDisagree
AJ231455,2B,2B,2L,2L,,4,GenBank,2,2B;2L,AvailableCallsDisagree
AJ291268,4A,4A,4M,4M,,4,GenBank,2,4A;4M,AvailableCallsDisagree
AJ851228,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
AM177500,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
AM177502,4A,4A,4M,4M,,4,GenBank,2,4A;4M,AvailableCallsDisagree
AM177503,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
AM177504,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
AM177505,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
AM177506,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
AM177507,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
AM177508,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
AM408911,2J,5A,5A,5A,,4,GenBank,2,2J;5A,AvailableCallsDisagree
AM888292,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
AM888293,4V,4A,4M,4M,,4,GenBank,3,4A;4M;4V,AvailableCallsDisagree
AM888294,4F,4F,4M,4M,,4,GenBank,2,4F;4M,AvailableCallsDisagree
AM888295,4V,4V,4C,4C,,4,GenBank,2,4C;4V,AvailableCallsDisagree
AM888296,4V,4V,4C,4C,,4,GenBank,2,4C;4V,AvailableCallsDisagree
AM888297,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
AM888298,4V,4V,4D,4D,,4,GenBank,2,4D;4V,AvailableCallsDisagree
AM888300,4A,4A,4V,4V,,4,GenBank,2,4A;4V,AvailableCallsDisagree
AM888303,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
AM888304,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
AY236368,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
AY236369,1B,1B,1I,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
AY236370,1C,1C,1O,1O,,4,GenBank,2,1C;1O,AvailableCallsDisagree
AY236371,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
AY236376,2M,2M,2A,2A,,4,GenBank,2,2A;2M,AvailableCallsDisagree
AY236378,2A,2A,2M,2M,,4,GenBank,2,2A;2M,AvailableCallsDisagree
AY236379,2C,2C,2V,2V,,4,GenBank,2,2C;2V,AvailableCallsDisagree
AY236381,2B,2B,2L,2L,,4,GenBank,2,2B;2L,AvailableCallsDisagree
AY236382,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
AY236383,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY236385,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
AY257072,4L,4L,4T,4T,,4,GenBank,2,4L;4T,AvailableCallsDisagree
AY257076,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY257079,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
AY257080,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY257081,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY257082,4V,4V,4L,4L,,4,GenBank,2,4L;4V,AvailableCallsDisagree
AY257084,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY257085,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
AY257088,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY257089,4V,4V,4L,4L,,4,GenBank,2,4L;4V,AvailableCallsDisagree
AY257099,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY257100,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY257430,4K,4K,2L,2L,,4,GenBank,2,2L;4K,AvailableCallsDisagree
AY257437,2J,2J,2T,2T,,4,GenBank,2,2J;2T,AvailableCallsDisagree
AY257462,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
AY257463,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
AY257464,2J,2J,2T,2T,,4,GenBank,2,2J;2T,AvailableCallsDisagree
AY257465,2B,2B,2L,2L,,4,GenBank,2,2B;2L,AvailableCallsDisagree
AY265420,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
AY265422,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY265423,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
AY265426,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
AY265427,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
AY265429,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
AY265433,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
AY265435,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
AY265436,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY265437,2J,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
AY265439,1L,1L,1B,1B,,4,GenBank,2,1B;1L,AvailableCallsDisagree
AY265442,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY265443,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY265444,2B,2B,2U,2U,,4,GenBank,2,2B;2U,AvailableCallsDisagree
AY265449,2Q,2Q,2R,2R,,4,GenBank,2,2Q;2R,AvailableCallsDisagree
AY265451,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY434106,1A,1A,1J,1J,1J,5,,2,1A;1J,AllFiveDisagree
AY434113,1L,1A,1K,1K,1K,5,,3,1A;1K;1L,AllFiveDisagree
AY434120,1B,1B,1I,1I,1I,5,,2,1B;1I,AllFiveDisagree
AY434123,1A,1A,1K,1K,1K,5,,2,1A;1K,AllFiveDisagree
AY434126,4V,4V,4Q,4Q,4Q,5,,2,4Q;4V,AllFiveDisagree
AY434129,1A,1A,1J,1J,1J,5,,2,1A;1J,AllFiveDisagree
AY434147,4V,4V,4Q,4Q,4Q,5,,2,4Q;4V,AllFiveDisagree
AY548708,4L,4L,4V,4V,,4,GenBank,2,4L;4V,AvailableCallsDisagree
AY548723,4A,4A,4O,4O,,4,GenBank,2,4A;4O,AvailableCallsDisagree
AY587235,4L,4L,1M,1M,,4,GenBank,2,1M;4L,AvailableCallsDisagree
AY587236,4M,4M,1M,1M,,4,GenBank,2,1M;4M,AvailableCallsDisagree
AY587237,4M,4M,1M,1M,,4,GenBank,2,1M;4M,AvailableCallsDisagree
AY587238,6W,6W,1N,1N,,4,GenBank,2,1N;6W,AvailableCallsDisagree
AY587239,4M,4M,2A,2A,,4,GenBank,2,2A;4M,AvailableCallsDisagree
AY587240,4M,4M,2A,2A,,4,GenBank,2,2A;4M,AvailableCallsDisagree
AY587241,3B,3B,3A,3A,,4,GenBank,2,3A;3B,AvailableCallsDisagree
AY587242,3B,3B,3A,3A,,4,GenBank,2,3A;3B,AvailableCallsDisagree
AY632130,1B,1L,1O,1O,,4,GenBank,3,1B;1L;1O,AvailableCallsDisagree
AY632131,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
AY632132,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
AY632133,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
AY632147,1C,1C,1D,1D,,4,GenBank,2,1C;1D,AvailableCallsDisagree
AY632152,1L,1L,1C,1C,,4,GenBank,2,1C;1L,AvailableCallsDisagree
AY632153,4F,4F,4F,4F,2F,5,,2,2F;4F,AllFiveDisagree
AY632154,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632155,2A,2A,2R,2R,,4,GenBank,2,2A;2R,AvailableCallsDisagree
AY632156,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632157,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
AY632158,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632159,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632160,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632161,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632162,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632163,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632164,2Q,2Q,2R,2R,,4,GenBank,2,2Q;2R,AvailableCallsDisagree
AY632165,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632166,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632167,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632168,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
AY632169,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
AY632170,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632171,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
AY632172,2Q,2Q,2R,2R,,4,GenBank,2,2Q;2R,AvailableCallsDisagree
AY632173,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
AY632174,2Q,2Q,2R,2R,,4,GenBank,2,2Q;2R,AvailableCallsDisagree
AY632175,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
AY632176,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632177,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632178,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632179,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632180,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
AY632181,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632182,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632183,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632185,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632186,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632187,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
AY632188,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
AY632189,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY632190,2J,2J,2K,2K,,4,GenBank,2,2J;2K,AvailableCallsDisagree
AY632221,4V,4V,4T,4T,,4,GenBank,2,4T;4V,AvailableCallsDisagree
AY632228,4L,4L,4T,4T,,4,GenBank,2,4L;4T,AvailableCallsDisagree
AY632229,4V,4V,4T,4T,,4,GenBank,2,4T;4V,AvailableCallsDisagree
AY632230,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
AY632231,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
AY632232,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
AY632234,4A,4A,4L,4L,,4,GenBank,2,4A;4L,AvailableCallsDisagree
AY632235,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
AY632238,4V,4V,4Q,4Q,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
AY685018,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY685022,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
AY685024,4F,4F,4P,4P,,4,GenBank,2,4F;4P,AvailableCallsDisagree
