Accession,CometFullSeqSubtype,CometPerGeneSubtype,FullSeqSubtype,FullSeqClosestSubtypeAlignedNT,PerGeneSubtype,PerGeneClosestSubtypeAlignedNT,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
KM504114,6O,6W,6Q,9457,6Q,629,,4,GenBank,3,6O;6Q;6W,AvailableCallsDisagree
KM504117,6E,6Q,6Q,9486,6Q,635,,4,GenBank,2,6E;6Q,AvailableCallsDisagree
KM504118,6W,6W,6XF,9439,6Q,627,,4,GenBank,3,6Q;6W;6XF,AvailableCallsDisagree
KM504120,6E,6O,6Q,9461,6Q,638,,4,GenBank,3,6E;6O;6Q,AvailableCallsDisagree
KM504121,6W,6W,6Q,9462,6Q,636,,4,GenBank,2,6Q;6W,AvailableCallsDisagree
KM504123,6S,6S,1J,9459,6S,632,6S,5,,2,1J;6S,AllFiveDisagree
KM504124,6C,6C,1H,9479,6C,630,6C,5,,2,1H;6C,AllFiveDisagree
KM587623,"UNASSIGNED_1, 3I-3K",3I,3I,9432,3I,633,3I,5,,2,"3I;UNASSIGNED_1, 3I-3K",AllFiveDisagree
KM587625,"UNASSIGNED_1, 4D-4A-4N-4G-1A-3H",4D,4D,9422,4D,630,4D,5,,2,"4D;UNASSIGNED_1, 4D-4A-4N-4G-1A-3H",AllFiveDisagree
KY083759,4R,4R,1E,252,1E,252,,4,GenBank,2,1E;4R,AvailableCallsDisagree
KY083760,4R,4R,1B,252,1B,252,,4,GenBank,2,1B;4R,AvailableCallsDisagree
KY348757,1B,1B,1B,9347,1I,631,,4,GenBank,2,1B;1I,AvailableCallsDisagree
KY460622,4A,4A,4L,389,4L,389,4A,5,,2,4A;4L,AllFiveDisagree
KY620322,"UNASSIGNED_1, 2A-3A",2A,2A,9468,2A,636,,4,GenBank,2,"2A;UNASSIGNED_1, 2A-3A",AvailableCallsDisagree
KY620330,"UNASSIGNED_1, 2C-2B-3G-2B-2A",2C,2C,9510,2C,633,,4,GenBank,2,"2C;UNASSIGNED_1, 2C-2B-3G-2B-2A",AvailableCallsDisagree
KY620333,"UNASSIGNED_1, 2C-6H-3H",2C,2C,9467,2C,633,,4,GenBank,2,"2C;UNASSIGNED_1, 2C-6H-3H",AvailableCallsDisagree
KY620334,"UNASSIGNED_1, 2C-6H-2B",2C,2C,9470,2C,632,,4,GenBank,2,"2C;UNASSIGNED_1, 2C-6H-2B",AvailableCallsDisagree
KY620364,"UNASSIGNED_1, 3A-3H",3A,3A,9414,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620370,"UNASSIGNED_1, 3A-3H",3A,3A,9412,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620373,"UNASSIGNED_1, 3A-3H",3A,3A,9458,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620384,"UNASSIGNED_1, 3A-3H",3A,3A,9449,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620390,"UNASSIGNED_1, 3A-3H",3A,3A,9442,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620404,"UNASSIGNED_1, 3A-3H",3A,3A,9416,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620414,"UNASSIGNED_1, 3A-3H",3A,3A,9464,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620427,"UNASSIGNED_1, 3A-3H",3A,3A,9457,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620437,"UNASSIGNED_1, 3A-3H",3A,3A,9446,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620448,"UNASSIGNED_1, 3A-3H",3A,3A,9457,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620456,"UNASSIGNED_1, 3A-3H",3A,3A,9422,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620484,"UNASSIGNED_1, 3A-3H",3A,3A,9437,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620508,"UNASSIGNED_1, 3A-3H",3A,3A,9432,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620514,"UNASSIGNED_1, 3A-3H",3A,3A,9458,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620515,"UNASSIGNED_1, 3A-3H",3A,3A,9460,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620516,"UNASSIGNED_1, 3A-3H",3A,3A,9437,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620517,"UNASSIGNED_1, 3A-3H",3A,3A,9459,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620519,"UNASSIGNED_1, 3A-3H",3A,3A,9427,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620526,"UNASSIGNED_1, 3A-3H",3A,3A,9433,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620549,"UNASSIGNED_1, 3A-3H",3A,3A,9417,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620552,"UNASSIGNED_1, 3A-3H",3A,3A,9458,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620568,"UNASSIGNED_1, 3A-3H",3A,3A,9456,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620574,"UNASSIGNED_1, 3A-3H",3A,3A,9457,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620580,"UNASSIGNED_1, 3A-3H",3A,3A,9413,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620606,"UNASSIGNED_1, 3A-3H",3A,3A,9457,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620641,"UNASSIGNED_1, 3A-3H",3A,3A,9432,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620671,"UNASSIGNED_1, 3A-3H",3A,3A,9456,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620675,"UNASSIGNED_1, 3A-3H",3A,3A,9442,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620721,"UNASSIGNED_1, 3A-3H",3A,3A,9456,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620724,"UNASSIGNED_1, 3A-3H",3A,3A,9426,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620738,"UNASSIGNED_1, 3A-3H",3A,3A,9418,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620748,"UNASSIGNED_1, 3A-3H",3A,3A,9432,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620759,"UNASSIGNED_1, 3A-3H",3A,3A,9459,3A,636,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620790,"UNASSIGNED_1, 3A-3H",3A,3A,9432,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620791,"UNASSIGNED_1, 3A-3H",3A,3A,9444,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620801,"UNASSIGNED_1, 3A-3H",3A,3A,9447,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620811,"UNASSIGNED_1, 3A-3H",3A,3A,9435,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620823,"UNASSIGNED_1, 3A-3H",3A,3A,9444,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620824,"UNASSIGNED_1, 3A-3H",3A,3A,9460,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620832,"UNASSIGNED_1, 3A-3H",3A,3A,9459,3A,638,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620836,"UNASSIGNED_1, 3A-3H",3A,3A,9426,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620860,"UNASSIGNED_1, 3A-2B",3A,3A,9421,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-2B",AvailableCallsDisagree
KY620868,"UNASSIGNED_1, 3A-2B",3A,3A,2418,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-2B",AvailableCallsDisagree
KY620872,"UNASSIGNED_1, 3B-3H",3B,3B,9416,3B,621,,4,GenBank,2,"3B;UNASSIGNED_1, 3B-3H",AvailableCallsDisagree
KY620875,"UNASSIGNED_1, 3B-3A",3B,3B,9438,3B,621,,4,GenBank,2,"3B;UNASSIGNED_1, 3B-3A",AvailableCallsDisagree
KY620879,3G,3G,3I,9439,3G,639,,4,GenBank,2,3G;3I,AvailableCallsDisagree
KY620880,"UNASSIGNED_1, 1A-2B",1A,1A,6171,1A,638,,4,GenBank,2,"1A;UNASSIGNED_1, 1A-2B",AvailableCallsDisagree
KY926904,4A,4A,4C,393,4C,362,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926906,4A,4A,4C,393,4C,346,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926909,4A,4A,4C,393,4C,344,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926915,4A,4A,4C,393,4C,362,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926916,4A,4A,4C,393,4C,344,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926917,4A,4A,4A,394,4C,362,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926918,4A,4A,4A,394,4L,360,,4,GenBank,2,4A;4L,AvailableCallsDisagree
KY926920,4A,4A,4A,393,4C,343,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926923,4A,4A,4A,394,4C,362,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926924,4A,4A,4A,393,4C,361,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926925,4A,4A,4A,394,4C,344,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926926,4A,4A,4A,394,4C,362,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926928,4A,4A,4A,393,4C,346,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926930,4A,4A,4C,392,4C,343,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926933,4A,4A,4C,392,4C,345,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926934,4A,4A,4C,393,4C,346,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926936,4A,4A,4C,392,4C,343,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926938,4A,4A,4A,392,4C,360,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926940,4A,4A,4C,393,4C,362,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926942,4A,4A,4A,393,4C,343,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926944,4A,4A,4C,393,4C,362,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926946,4A,4A,4A,394,4C,362,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926949,4A,4A,4C,393,4C,362,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926950,4A,4A,4A,394,4C,350,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926954,4A,4A,4C,393,4C,362,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926957,4A,4A,4C,391,4C,342,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926961,4A,4A,4A,393,4C,343,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926963,4A,4A,4V,393,4N,362,,4,GenBank,3,4A;4N;4V,AvailableCallsDisagree
KY926965,4A,4A,4C,392,4C,361,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926967,4A,4A,4C,392,4C,361,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926968,4A,4A,4A,393,4C,345,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926969,4A,4A,4A,394,4C,344,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926970,4A,4A,4C,392,4C,361,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926971,4A,4A,4A,393,4C,361,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926972,4A,4A,4A,393,4L,359,,4,GenBank,2,4A;4L,AvailableCallsDisagree
KY926975,4A,4A,4C,393,4C,344,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926976,4A,4A,4C,392,4C,361,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926977,4A,4A,4C,392,4C,361,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926979,4A,4A,4A,393,4C,361,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926982,4A,4A,4C,393,4C,362,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926985,4A,4A,4C,392,4C,361,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926986,4A,4A,4V,393,4C,362,,4,GenBank,3,4A;4C;4V,AvailableCallsDisagree
KY926987,4A,4A,4A,394,4L,360,,4,GenBank,2,4A;4L,AvailableCallsDisagree
KY926989,4A,4A,4C,393,4C,362,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926990,4A,4A,4L,396,4L,359,,4,GenBank,2,4A;4L,AvailableCallsDisagree
KY926991,4A,4A,4C,393,4C,362,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY927002,1B,1B,1D,392,1D,368,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KY927008,4A,4A,4A,393,4O,358,,4,GenBank,2,4A;4O,AvailableCallsDisagree
KY927009,4A,4A,4C,393,4C,362,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY927013,4A,4A,4C,391,4C,349,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY927014,4A,4A,4C,392,4C,361,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY927015,4A,4A,4A,393,4C,361,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY927018,4A,4A,4N,261,4N,227,,4,GenBank,2,4A;4N,AvailableCallsDisagree
KY927019,4A,4A,4C,392,4C,361,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY927022,4A,4A,4C,392,4C,361,,4,GenBank,2,4A;4C,AvailableCallsDisagree
LC368351,"UNASSIGNED_1, 1A-3A",1A,1A,8434,1A,639,,4,GenBank,2,"1A;UNASSIGNED_1, 1A-3A",AvailableCallsDisagree
LC368352,"UNASSIGNED_1, 3A-1A",3A,3A,8450,3A,639,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-1A",AvailableCallsDisagree
LC368366,"UNASSIGNED_1, 1A-2B",1A,1A,5349,1A,639,,4,GenBank,2,"1A;UNASSIGNED_1, 1A-2B",AvailableCallsDisagree
LC368421,6W,1B,6XA,8439,6V,630,,4,GenBank,4,1B;6V;6W;6XA,AvailableCallsDisagree
LC435024,6R,6R,1K,9421,6R,639,,4,GenBank,2,1K;6R,AvailableCallsDisagree
KR870888,"UNASSIGNED_1, 1E-4K-4N-4G-4A-4F-4D-4G",1E,1E,9350,1E,636,,4,GenBank,2,"1E;UNASSIGNED_1, 1E-4K-4N-4G-4A-4F-4D-4G",AvailableCallsDisagree
KT722320,3A,3A,3A,1355,3A,639,3B,5,,2,3A;3B,AllFiveDisagree
KT722321,3A,3A,3A,1355,3A,639,3B,5,,2,3A;3B,AllFiveDisagree
KT722322,3A,3A,3A,1355,3A,639,3B,5,,2,3A;3B,AllFiveDisagree
KT735178,1A,1A,1A,9284,1A,639,1B,5,,2,1A;1B,AllFiveDisagree
KU180713,4A,4A,4C,9414,4C,617,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KU861171,2J,4K,7A,9474,7B,518,,4,GenBank,4,2J;4K;7A;7B,AvailableCallsDisagree
KU871304,"UNASSIGNED_1, 1A-3A",1A,1A,9164,1A,639,1A,5,,2,"1A;UNASSIGNED_1, 1A-3A",AllFiveDisagree
KU871305,"UNASSIGNED_1, 1A-2B",1A,1A,9165,1A,639,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
KX092342,2B,3A,7B,9382,7B,630,,4,GenBank,3,2B;3A;7B,AvailableCallsDisagree
KX172138,2J,4V,7B,9383,1G,587,,4,GenBank,4,1G;2J;4V;7B,AvailableCallsDisagree
OP894632,1B,1B,1D,4339,1D,639,1D,5,,2,1B;1D,AllFiveDisagree
OP894633,1B,1B,1D,2598,1D,638,1D,5,,2,1B;1D,AllFiveDisagree
OP894636,1B,1B,1D,3787,1D,639,1D,5,,2,1B;1D,AllFiveDisagree
OP894646,1B,1B,1O,1926,1O,278,,4,GenBank,2,1B;1O,AvailableCallsDisagree
OP894648,"UNASSIGNED_1, 1L-1B-1A-4T-1A-4T",1L,1L,3328,1L,636,1L,5,,2,"1L;UNASSIGNED_1, 1L-1B-1A-4T-1A-4T",AllFiveDisagree
OP894649,1B,1B,1D,1423,1D,639,1D,5,,2,1B;1D,AllFiveDisagree
OR917725,2J,2J,2C,1413,2F,632,2C,5,,3,2C;2F;2J,AllFiveDisagree
OR917726,2J,2J,2C,1398,2C,630,2C,5,,2,2C;2J,AllFiveDisagree
OR917729,2C,2C,2C,1408,2F,632,,4,GenBank,2,2C;2F,AvailableCallsDisagree
OR917730,2K,2K,2K,1397,2Q,633,2K,5,,2,2K;2Q,AllFiveDisagree
OM525854,1B,1B,1K,9048,1O,633,,4,GenBank,3,1B;1K;1O,AvailableCallsDisagree
OM525855,"UNASSIGNED_1, 2A-2K",2Q,2Q,9113,2Q,634,,4,GenBank,2,"2Q;UNASSIGNED_1, 2A-2K",AvailableCallsDisagree
OM525856,1A,1A,1A,9046,1K,638,,4,GenBank,2,1A;1K,AvailableCallsDisagree
OM525858,2A,2A,2M,9118,2Q,632,,4,GenBank,3,2A;2M;2Q,AvailableCallsDisagree
OM525859,1B,1B,1N,9047,1M,627,,4,GenBank,3,1B;1M;1N,AvailableCallsDisagree
OM525863,1C,1C,1C,9038,1N,639,,4,GenBank,2,1C;1N,AvailableCallsDisagree
OM525864,1A,1A,1K,9038,1K,638,,4,GenBank,2,1A;1K,AvailableCallsDisagree
OM525865,1B,1B,1B,9048,1I,635,,4,GenBank,2,1B;1I,AvailableCallsDisagree
OM525868,1B,1B,1B,9055,1N,640,,4,GenBank,2,1B;1N,AvailableCallsDisagree
OM525871,1A,1A,1K,5234,1K,611,,4,GenBank,2,1A;1K,AvailableCallsDisagree
OM525873,"UNASSIGNED_1, 1A-1B",1B,1K,9045,1K,638,,4,GenBank,3,"1B;1K;UNASSIGNED_1, 1A-1B",AvailableCallsDisagree
OM525875,1A,1A,1K,9048,1K,638,,4,GenBank,2,1A;1K,AvailableCallsDisagree
OM525877,2J,2J,2M,9112,2Q,633,,4,GenBank,3,2J;2M;2Q,AvailableCallsDisagree
OM525878,2A,2Q,2R,9113,2Q,633,,4,GenBank,3,2A;2Q;2R,AvailableCallsDisagree
OM525879,2J,2J,2D,9114,2F,632,,4,GenBank,3,2D;2F;2J,AvailableCallsDisagree
OM525884,2Q,2A,2Q,9096,2U,633,,4,GenBank,3,2A;2Q;2U,AvailableCallsDisagree
OM525885,2J,2J,2Q,9109,2A,633,,4,GenBank,3,2A;2J;2Q,AvailableCallsDisagree
OM525888,1B,1B,1B,9035,1M,633,,4,GenBank,2,1B;1M,AvailableCallsDisagree
OM525890,2J,2A,2Q,6959,2A,636,,4,GenBank,3,2A;2J;2Q,AvailableCallsDisagree
OM525893,2A,2A,2Q,9096,2Q,633,,4,GenBank,2,2A;2Q,AvailableCallsDisagree
OM525894,1B,1B,1B,9050,1H,636,,4,GenBank,2,1B;1H,AvailableCallsDisagree
OM525895,"UNASSIGNED_1, 1B-2A",1B,1I,9030,1B,636,,4,GenBank,3,"1B;1I;UNASSIGNED_1, 1B-2A",AvailableCallsDisagree
OM525896,1B,1B,1B,9041,1G,636,,4,GenBank,2,1B;1G,AvailableCallsDisagree
OM525897,1B,1B,1B,9050,1G,636,,4,GenBank,2,1B;1G,AvailableCallsDisagree
OM525899,"UNASSIGNED_1, 2B-1B",2B,2B,9102,2B,636,,4,GenBank,2,"2B;UNASSIGNED_1, 2B-1B",AvailableCallsDisagree
OM525900,2J,2J,2Q,9117,2D,629,,4,GenBank,3,2D;2J;2Q,AvailableCallsDisagree
OM525901,2A,2J,2A,7890,2Q,631,,4,GenBank,3,2A;2J;2Q,AvailableCallsDisagree
OM525902,1A,1A,1A,9041,1K,638,,4,GenBank,2,1A;1K,AvailableCallsDisagree
OM525903,2Q,2A,2Q,6991,2A,633,,4,GenBank,2,2A;2Q,AvailableCallsDisagree
OM525904,2Q,2J,2Q,9090,2Q,633,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
OM525905,2J,2A,2Q,9097,2R,633,,4,GenBank,4,2A;2J;2Q;2R,AvailableCallsDisagree
OM525908,"UNASSIGNED_1, 2D-2A",2D,2D,4714,2D,633,,4,GenBank,2,"2D;UNASSIGNED_1, 2D-2A",AvailableCallsDisagree
OM525909,1A,1A,1K,9042,1K,635,,4,GenBank,2,1A;1K,AvailableCallsDisagree
PV184474,"UNASSIGNED_1, 1A-3A",1A,1A,8964,1A,639,1A,5,,2,"1A;UNASSIGNED_1, 1A-3A",AllFiveDisagree
PV184477,"UNASSIGNED_1, 3A-2B",3A,3A,8967,3A,639,3A,5,,2,"3A;UNASSIGNED_1, 3A-2B",AllFiveDisagree
PV184543,"UNASSIGNED_1, 1A-2B",1A,1A,8964,1A,639,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
PV184558,"UNASSIGNED_1, 1A-2B",1A,1A,8964,1A,639,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
PV184562,"UNASSIGNED_1, 1A-2B",1A,1A,8964,1A,639,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
PV184569,"UNASSIGNED_1, 1A-2B",1A,1A,8964,1A,639,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
PV289116,"UNASSIGNED_1, 1A-2B",1A,1A,8964,1A,635,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
PV289118,"UNASSIGNED_1, 1A-2B",1A,1A,8964,1A,639,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
PV289130,"UNASSIGNED_1, 1A-2B",1A,1A,8964,1A,639,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
PV289210,"UNASSIGNED_1, 3A-2B",3A,3A,8652,3A,639,3A,5,,2,"3A;UNASSIGNED_1, 3A-2B",AllFiveDisagree
PV289216,"UNASSIGNED_1, 3A-2B",3A,3A,8653,3A,639,3A,5,,2,"3A;UNASSIGNED_1, 3A-2B",AllFiveDisagree
PV289218,"UNASSIGNED_1, 3A-2B",3A,3A,8653,3A,639,3A,5,,2,"3A;UNASSIGNED_1, 3A-2B",AllFiveDisagree
MZ171127,6L,4K,6XJ,9393,6XJ,633,6XJ,5,,3,4K;6L;6XJ,AllFiveDisagree
MZ171128,6L,6K,6XJ,9396,6XJ,632,6XJ,5,,3,6K;6L;6XJ,AllFiveDisagree
MZ171129,6L,6L,6XJ,9394,6XJ,632,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171130,6L,6L,6XJ,9397,6XJ,632,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171131,6L,6L,6XJ,9398,6XJ,632,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171132,6L,6L,6XJ,9396,6XJ,632,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171133,6L,6L,6XJ,9396,6XJ,632,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171134,6L,6L,6XJ,9396,6XJ,632,6XJ,5,,2,6L;6XJ,AllFiveDisagree
