Accession,CometFullSeqSubtype,CometPerGeneSubtype,FullSeqSubtype,PerGeneSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
KT232625,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232626,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232629,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232631,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232632,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232634,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232638,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232640,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232642,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232644,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232645,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232646,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232649,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232650,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232654,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232655,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232660,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232662,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232663,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232664,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232668,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232670,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232671,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232672,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232673,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232674,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232675,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232676,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232679,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232681,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232682,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232683,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232684,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232686,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232689,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232690,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232692,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232693,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232694,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232701,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232703,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232704,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232705,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232708,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232713,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232714,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232715,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232716,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232718,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232719,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232720,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232721,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232722,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232723,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232724,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232725,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232728,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232729,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232730,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232731,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232737,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232740,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232742,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232743,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232748,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232749,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232750,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232751,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232752,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232754,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232755,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232757,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232758,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232760,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232761,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232764,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232765,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232766,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232770,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232772,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232776,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232777,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232778,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232779,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232780,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232782,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232783,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232785,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232788,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232791,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232792,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232794,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232795,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232796,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232797,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232799,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232800,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232801,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232803,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232806,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232807,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232810,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232812,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232815,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232817,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232818,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232821,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232823,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232824,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232825,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232827,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232828,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232830,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232832,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232837,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232838,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232842,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232844,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232846,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232848,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232853,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232854,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232856,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232857,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232859,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232860,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232862,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232867,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232868,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232870,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232872,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232873,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232875,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232876,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232877,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232878,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232881,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232884,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232886,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232888,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232889,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232890,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232891,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232895,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232898,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232900,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232906,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232908,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232909,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232910,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232911,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232913,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232914,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232917,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232919,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232923,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232924,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232929,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232970,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232973,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232979,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232982,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232987,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232996,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233014,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233018,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233021,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233022,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233024,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233025,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233026,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233029,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233030,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233034,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233035,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233037,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233039,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233043,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233049,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233053,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233058,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233061,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233063,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233064,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233068,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233072,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233074,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233077,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233078,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233079,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233081,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233082,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233083,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233085,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233086,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233087,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233088,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233090,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233092,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233094,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233095,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233097,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233099,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233101,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233103,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233104,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233111,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233112,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233114,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233117,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233120,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233123,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233126,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233128,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233129,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233131,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233133,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233134,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233135,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233138,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233142,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233146,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233147,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233149,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233151,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233152,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233154,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233156,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233158,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233160,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233163,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233164,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233166,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233172,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233175,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233184,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233185,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233191,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233193,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233194,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233197,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233198,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233204,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233206,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233217,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233218,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233220,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233223,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233224,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233225,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233227,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233228,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233229,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233232,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233233,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233234,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233235,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233236,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233237,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233239,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233273,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233274,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233283,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233284,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233285,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233286,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233288,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT233289,1G,1G,1G,1G,1B,5,,2,1B;1G,AllFiveDisagree
KT233290,6E,6E,6E,6E,1B,5,,2,1B;6E,AllFiveDisagree
KT233291,1G,1G,1G,1G,1B,5,,2,1B;1G,AllFiveDisagree
KT233292,3A,3A,3A,3A,1B,5,,2,1B;3A,AllFiveDisagree
KT233293,3A,3A,3A,3A,1B,5,,2,1B;3A,AllFiveDisagree
KT233294,4M,4M,4M,4M,1B,5,,2,1B;4M,AllFiveDisagree
KT233295,6E,6E,6E,6E,1B,5,,2,1B;6E,AllFiveDisagree
KT233296,1E,1E,1E,1E,1B,5,,2,1B;1E,AllFiveDisagree
KT233297,1B,1B,1D,1D,1A,5,,3,1A;1B;1D,AllFiveDisagree
KT233298,1C,1C,1C,1C,1A,5,,2,1A;1C,AllFiveDisagree
KT233299,6Q,6Q,6Q,6Q,1A,5,,2,1A;6Q,AllFiveDisagree
KT233300,6L,6L,6L,6L,1A,5,,2,1A;6L,AllFiveDisagree
KT233301,1G,1G,1G,1G,1A,5,,2,1A;1G,AllFiveDisagree
KT233302,1L,1L,1L,1L,1B,5,,2,1B;1L,AllFiveDisagree
KT233414,1H,1H,1C,1C,1B,5,,3,1B;1C;1H,AllFiveDisagree
KT233535,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT233558,1E,1E,1E,1E,1A,5,,2,1A;1E,AllFiveDisagree
KT595242,5A,2B,5A,5A,,4,GenBank,2,2B;5A,AvailableCallsDisagree
KU180713,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KU725879,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KU861171,2J,1B,7A,5A,,4,GenBank,4,1B;2J;5A;7A,AvailableCallsDisagree
KU871304,"UNASSIGNED_1, 1A-3A",1A,1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-3A",AllFiveDisagree
KU871305,"UNASSIGNED_1, 1A-2B",1A,1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
KX092342,2B,2J,7B,1K,,4,GenBank,4,1K;2B;2J;7B,AvailableCallsDisagree
KX159204,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KX172138,2J,1B,7B,7B,,4,GenBank,3,1B;2J;7B,AvailableCallsDisagree
OK001630,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
OK001638,4A,4A,4A,4A,4O,5,,2,4A;4O,AllFiveDisagree
OR917741,2J,2J,2C,2C,2Q,5,,3,2C;2J;2Q,AllFiveDisagree
OR917742,2J,2J,2Q,2Q,2Q,5,,2,2J;2Q,AllFiveDisagree
OR917743,2K,2K,2Q,2Q,2Q,5,,2,2K;2Q,AllFiveDisagree
OR917749,2K,2K,2Q,2Q,,4,GenBank,2,2K;2Q,AvailableCallsDisagree
OR917751,2J,2J,2Q,2Q,2K,5,,3,2J;2K;2Q,AllFiveDisagree
OM525854,1B,1B,1K,1M,,4,GenBank,3,1B;1K;1M,AvailableCallsDisagree
OM525855,"UNASSIGNED_1, 2A-2K",2A,2Q,2M,,4,GenBank,4,"2A;2M;2Q;UNASSIGNED_1, 2A-2K",AvailableCallsDisagree
OM525858,2A,2A,2M,2M,,4,GenBank,2,2A;2M,AvailableCallsDisagree
OM525859,1B,1B,1N,1B,,4,GenBank,2,1B;1N,AvailableCallsDisagree
OM525864,1A,1A,1K,1N,,4,GenBank,3,1A;1K;1N,AvailableCallsDisagree
OM525871,1A,1A,1K,1N,,4,GenBank,3,1A;1K;1N,AvailableCallsDisagree
OM525873,"UNASSIGNED_1, 1A-1B",1A,1K,1N,,4,GenBank,4,"1A;1K;1N;UNASSIGNED_1, 1A-1B",AvailableCallsDisagree
OM525875,1A,1A,1K,1N,,4,GenBank,3,1A;1K;1N,AvailableCallsDisagree
OM525877,2J,2A,2M,2Q,,4,GenBank,4,2A;2J;2M;2Q,AvailableCallsDisagree
OM525878,2A,2K,2R,2M,,4,GenBank,4,2A;2K;2M;2R,AvailableCallsDisagree
OM525879,2J,2J,2D,2E,,4,GenBank,3,2D;2E;2J,AvailableCallsDisagree
OM525884,2Q,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
OM525885,2J,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
OM525888,1B,1A,1B,1N,,4,GenBank,3,1A;1B;1N,AvailableCallsDisagree
OM525889,1B,1B,1B,1H,,4,GenBank,2,1B;1H,AvailableCallsDisagree
OM525890,2J,2M,2Q,2M,,4,GenBank,3,2J;2M;2Q,AvailableCallsDisagree
OM525891,1A,1A,1A,1M,,4,GenBank,2,1A;1M,AvailableCallsDisagree
OM525893,2A,2Q,2Q,2M,,4,GenBank,3,2A;2M;2Q,AvailableCallsDisagree
OM525895,"UNASSIGNED_1, 1B-2A",1B,1I,1B,,4,GenBank,3,"1B;1I;UNASSIGNED_1, 1B-2A",AvailableCallsDisagree
OM525899,"UNASSIGNED_1, 2B-1B",2B,2B,2B,,4,GenBank,2,"2B;UNASSIGNED_1, 2B-1B",AvailableCallsDisagree
OM525900,2J,2J,2Q,2I,,4,GenBank,3,2I;2J;2Q,AvailableCallsDisagree
OM525901,2A,2A,2A,2M,,4,GenBank,2,2A;2M,AvailableCallsDisagree
OM525902,1A,1A,1A,1N,,4,GenBank,2,1A;1N,AvailableCallsDisagree
OM525903,2Q,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
OM525904,2Q,2K,2Q,2Q,,4,GenBank,2,2K;2Q,AvailableCallsDisagree
OM525905,2J,2J,2Q,2R,,4,GenBank,3,2J;2Q;2R,AvailableCallsDisagree
