Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover
AB709660,1,76.988,591,1b,91.319,599,2111-2179,
AB709661,1,78.224,597,1b,91.653,599,2111-2179,
AB709662,1,77.288,590,1b,90.167,600,2111-2179,
AB709663,1,78.188,596,1b,92.667,600,2111-2179,
AB709664,1,76.936,594,1b,91.167,600,2111-2179,
AB709665,1,76.780,590,1b,91.653,599,2111-2179,
AB709666,1,77.778,594,1b,92.500,600,2111-2179,
AB709667,1,76.975,595,1b,92.167,600,2111-2179,
AB709668,1,77.441,594,1b,90.150,599,2111-2179,
AB709669,1,76.401,589,1b,90.667,600,2111-2179,
AB709670,1,76.094,594,1b,90.500,600,2111-2179,
AB709671,1,77.926,598,1b,92.667,600,2111-2179,
AB709672,1,76.303,595,1b,90.818,599,2111-2179,
AB709674,1,76.807,595,1b,92.333,600,2111-2179,
AB709675,1,76.807,595,1b,94.333,600,2111-2179,
AB709676,1,76.471,595,1b,91.000,600,2111-2179,
AB709677,1,77.647,595,1b,88.667,600,2111-2179,
AB709678,1,76.361,588,1b,90.818,599,2111-2179,
AB709679,1,77.872,592,1b,91.167,600,2111-2179,
AB709680,1,77.479,595,1b,90.833,600,2111-2179,
AB709681,1,76.303,595,1b,90.333,600,2111-2179,
AB709682,1,77.759,598,1b,91.333,600,2111-2179,
AB709683,1,77.796,599,1b,91.833,600,2111-2179,
AB709684,1,78.057,597,1b,92.500,600,2111-2179,
AB709685,1,78.261,598,1b,93.333,600,2111-2179,
AB709686,1,77.425,598,1b,92.500,600,2111-2179,
AB709687,1,76.441,590,1b,92.487,599,2111-2179,
AB709688,1,76.047,597,1b,91.833,600,2111-2179,
AB709689,1,77.685,596,1b,92.167,600,2111-2179,
AB709690,1,77.143,595,1b,93.167,600,2111-2179,
AB709691,1,77.609,594,1b,93.833,600,2111-2179,
AB709692,1,77.143,595,1b,93.167,600,2111-2179,
AB709693,1,77.052,597,1b,92.667,600,2111-2179,
AB709694,1,77.647,595,1b,93.167,600,2111-2179,
AB709695,1,76.807,595,1b,90.833,600,2111-2179,
AB709696,1,76.599,594,1b,89.667,600,2111-2179,
AB709697,1,78.824,595,1b,91.333,600,2111-2179,
AB709698,1,77.647,595,1b,91.667,600,2111-2179,
AB709699,1,76.768,594,1b,93.167,600,2111-2179,
AB709700,1,77.349,596,1b,93.333,600,2111-2179,
AB709701,1,77.778,594,1b,92.500,600,2111-2179,
AB709702,1,75.630,595,1b,90.150,599,2111-2179,
AB709703,1,77.265,585,1b,91.500,600,2111-2179,
AB709704,1,78.094,598,1b,91.000,600,2111-2179,
AB709705,1,76.831,587,1b,91.500,600,2111-2179,
AB709706,1,76.768,594,1b,90.484,599,2111-2179,
AB709707,1,76.471,595,1b,92.500,600,2111-2179,
AB709708,1,77.080,589,1b,89.333,600,2111-2179,
AB709709,1,78.620,594,1b,93.333,600,2111-2179,
AB709710,1,76.975,595,1b,93.000,600,2111-2179,
AB709711,1,76.768,594,1b,93.500,600,2111-2179,
AB709712,1,77.946,594,1b,92.500,600,2111-2179,
AB709713,1,78.655,595,1b,92.500,600,2111-2179,
AB709714,1,77.441,594,1b,91.152,599,2111-2179,
AB709715,1,76.214,597,1b,91.667,600,2111-2179,
AB709716,1,76.639,595,1b,93.333,600,2111-2179,
AB709717,1,77.496,591,1b,90.333,600,2111-2179,
AB709718,1,75.966,595,1b,94.667,600,2111-2179,
AB709719,1,78.487,595,1b,94.167,600,2111-2179,
AB709720,1,77.815,595,1b,91.667,600,2111-2179,
AB709721,1,76.599,594,1b,93.000,600,2111-2179,
AB709722,1,76.936,594,1b,91.500,600,2111-2179,
AB709723,1,77.479,595,1b,93.167,600,2111-2179,
AB709724,1,77.143,595,1b,93.500,600,2111-2179,
AB709725,1,76.807,595,1b,90.833,600,2111-2179,
AB709726,1,75.960,599,1b,90.833,600,2111-2179,
AB709727,1,76.047,597,1b,93.333,600,2111-2179,
AB709728,1,76.717,597,1b,90.667,600,2111-2179,
AB709729,1,77.387,597,1b,91.152,599,2111-2179,
AB709730,1,76.303,595,1b,92.000,600,2111-2179,
AB709731,1,76.589,598,1b,91.833,600,2111-2179,
AB709732,1,76.471,595,1b,90.985,599,2111-2179,
AB709733,1,77.425,598,1b,91.500,600,2111-2179,
AB709734,1,76.361,588,1b,90.667,600,2111-2179,
AB709735,1,76.717,597,1b,90.484,599,2111-2179,
AB709736,1,76.936,594,1b,91.833,600,2111-2179,
AB709737,1,77.983,595,1b,93.167,600,2111-2179,
AB709738,1,77.479,595,1b,94.833,600,2111-2179,
AB709739,1,77.273,594,1b,91.500,600,2111-2179,
AB709740,1,77.554,597,1b,91.500,600,2111-2179,
AB709741,1,76.471,595,1b,92.000,600,2111-2179,
AB709742,1,77.554,597,1b,90.667,600,2111-2179,
AB709743,1,75.253,594,1b,92.000,600,2111-2179,
AB709744,1,78.151,595,1b,92.000,600,2111-2179,
AB709745,1,76.382,597,1b,89.333,600,2111-2179,
AB709746,1,77.647,595,1b,90.985,599,2111-2179,
AB709747,1,77.273,594,1b,93.833,600,2111-2179,
AB709748,1,76.431,594,1b,92.000,600,2111-2179,
AB709749,1,76.471,595,1b,90.500,600,2111-2179,
AB709750,1,76.639,595,1b,95.159,599,2111-2179,
AB709751,1,77.815,595,1b,93.667,600,2111-2179,
AB709752,1,76.701,588,1b,88.333,600,2111-2179,
AB709753,1,77.441,594,1b,95.167,600,2111-2179,
AB709754,1,77.311,595,1b,93.833,600,2111-2179,
AB709755,1,77.157,591,1b,90.667,600,2111-2179,
AB709756,1,76.214,597,1b,92.000,600,2111-2179,
AB709757,1,77.129,599,1b,91.167,600,2111-2179,
AB709758,1,77.609,594,1b,92.833,600,2111-2179,
AB709759,1,76.936,594,1b,92.667,600,2111-2179,
AB709760,1,76.599,594,1b,91.653,599,2111-2179,
AB709761,1,75.630,595,1b,90.833,600,2111-2179,
AB709762,1,76.094,594,1b,93.333,600,2111-2179,
AB709763,1,75.630,595,1b,90.833,600,2111-2179,
AB709764,1,78.094,598,1b,92.000,600,2111-2179,
AB709765,1,76.589,598,1b,91.152,599,2111-2179,
AB709766,1,76.263,594,1b,91.833,600,2111-2179,
AB709767,1,77.853,587,1b,90.667,600,2111-2179,
AB709768,1,78.487,595,1b,93.500,600,2111-2179,
AB709769,1,77.258,598,1b,92.333,600,2111-2179,
AB709770,1,76.717,597,1b,92.000,600,2111-2179,
AB709771,1,76.768,594,1b,92.167,600,2111-2179,
AB709772,1,77.929,589,1b,92.167,600,2111-2179,
AB709773,1,76.150,587,1b,91.333,600,2111-2179,
AB709774,1,77.273,594,1b,93.167,600,2111-2179,
AB709775,1,76.936,594,1b,90.985,599,2111-2179,
AB709777,1,76.807,595,1b,93.667,600,2111-2179,
AB709778,1,76.254,598,1b,91.333,600,2111-2179,
AB709779,1,77.946,594,1b,91.833,600,2111-2179,
AB709780,1,76.717,597,1b,89.649,599,2111-2179,
AB709781,1,77.052,597,1b,92.500,600,2111-2179,
AB709782,1,77.211,588,1b,91.319,599,2111-2179,
AB709783,1,76.303,595,1b,90.500,600,2111-2179,
AB709784,1,77.311,595,1b,91.500,600,2111-2179,
AB709785,1,76.471,595,1b,91.833,600,2111-2179,
AB709786,1,77.273,594,1b,93.489,599,2111-2179,
AB709787,1,77.295,599,1b,93.500,600,2111-2179,
AB709788,1,77.172,587,1b,90.484,599,2111-2179,
AB709789,1,76.639,595,1b,94.992,599,2111-2179,
AB709790,1,78.392,597,1b,94.000,600,2111-2179,
AB709791,1,76.361,588,1b,91.500,600,2111-2179,
AB709792,1,77.387,597,1b,92.000,600,2111-2179,
AB709793,1,77.288,590,1b,91.486,599,2111-2179,
AB709794,1,76.599,594,1b,92.333,600,2111-2179,
AB709795,1,76.639,595,1b,92.167,600,2111-2179,
AB709796,1,76.936,594,1b,92.321,599,2111-2179,
AB709797,1,77.722,597,1b,91.500,600,2111-2179,
AB709798,1,76.599,594,1b,91.000,600,2111-2179,
AB709799,1,76.421,598,1b,91.333,600,2111-2179,
AB709800,1,75.180,556,1b,91.712,555,2111-2179,
AF033358,1,74.130,1322,1b,88.963,1341,2111-2179,
AF033359,1,75.427,1347,1b,90.231,1341,2111-2179,
AF033360,1,75.324,1313,1b,90.529,1341,2111-2179,
AF033361,1,75.908,1349,1b,90.231,1341,2111-2179,
AF033362,1,75.323,1317,1b,91.573,1341,2111-2179,
AF033364,1,76.480,1318,1b,89.485,1341,2111-2179,
AF033365,1,76.480,1318,1b,89.485,1341,2111-2179,
AF033366,1,76.003,1321,1b,89.411,1341,2111-2179,
AF033367,1,76.497,1353,1b,91.275,1341,2111-2179,
AF033368,1,75.457,1312,1b,91.946,1341,2111-2179,
AF033369,1,76.310,1317,1b,91.648,1341,2111-2179,
AF033370,1,75.632,1346,1b,92.095,1341,2111-2179,
AF033371,1,75.316,1345,1b,89.933,1341,2111-2179,
AF033372,1,76.538,1317,1b,92.170,1341,2111-2179,
AF033373,1,76.368,1316,1b,92.021,1341,2111-2179,
AF033376,1,76.872,1349,1b,92.027,1342,2111-2179,
AF064490,5,90.564,9315,5a,100.000,9408,2111-2179,
AF165045,1,78.615,9404,1b,91.281,9382,2111-2179,
AF165046,1,78.562,9404,1b,91.228,9382,2111-2179,
AF165047,1,78.831,9396,1b,91.568,9381,2111-2179,
AF165048,1,78.790,9392,1b,91.535,9380,2111-2179,
AF165049,1,78.621,9397,1b,91.844,9380,2111-2179,
AF165050,1,78.419,9397,1b,91.696,9381,2111-2179,
AF165051,1,79.226,9401,1b,92.431,9380,2111-2179,
AF165052,1,79.251,9403,1b,92.207,9380,2111-2179,
AF165053,1,78.684,9378,1b,91.429,9369,2111-2179,
AF165054,1,78.766,9381,1b,91.688,9372,2111-2179,
AF165055,1,78.959,9410,1b,91.991,9389,2111-2179,
AF165056,1,78.969,9410,1b,91.873,9389,2111-2179,
AF165057,1,78.641,9401,1b,92.175,9380,2111-2179,
AF165058,1,78.573,9404,1b,92.079,9380,2111-2179,
AF165059,1,79.074,9395,1b,93.166,9379,2111-2179,
AF165060,1,79.047,9397,1b,92.974,9379,2111-2179,
AF165061,1,78.802,9397,1b,92.046,9379,2111-2179,
AF165062,1,78.706,9397,1b,92.195,9379,2111-2179,
AF165063,1,78.976,9394,1b,90.822,9381,2111-2179,
AF165064,1,78.891,9394,1b,90.813,9383,2111-2179,
AF169002,2,91.082,9711,2a,91.714,9534,2111-2179,
AF169003,2,91.247,9711,2a,91.607,9579,2111-2179,
AF169005,2,91.939,9713,2a,91.999,9586,2111-2179,
AF207752,1,78.678,9380,1b,92.331,9375,2111-2179,
AF207753,1,79.136,9380,1b,92.714,9374,2111-2179,
AF207754,1,79.122,9383,1b,92.493,9378,2111-2179,
AF207755,1,78.654,9393,1b,91.185,9382,2111-2179,
AF207756,1,78.792,9388,1b,92.996,9381,2111-2179,
AF207757,1,78.881,9385,1b,91.287,9377,2111-2179,
AF207758,1,78.729,9393,1b,93.044,9387,2111-2179,
AF207759,1,78.782,9412,1b,91.564,9388,2111-2179,
AF207760,1,79.027,9398,1b,91.057,9382,2111-2179,
AF207761,1,79.074,9395,1b,91.429,9381,2111-2179,
AF207762,1,78.840,9395,1b,91.386,9380,2111-2179,
AF207763,1,79.070,9379,1b,92.304,9381,2111-2179,
AF207764,1,79.203,9386,1b,91.728,9369,2111-2179,
AF207765,1,78.689,9399,1b,91.836,9383,2111-2179,
AF207766,1,79.068,9397,1b,92.014,9379,2111-2179,
AF207767,1,78.959,9396,1b,92.611,9379,2111-2179,
AF207768,1,78.988,9409,1b,91.119,9380,2111-2179,
AF207769,1,78.764,9399,1b,90.535,9382,2111-2179,
AF207770,1,78.936,9400,1b,92.121,9379,2111-2179,
AF207771,1,79.064,9381,1b,91.377,9382,2111-2179,
AF207772,1,79.149,9400,1b,92.166,9382,2111-2179,
AF207773,1,78.880,9394,1b,91.460,9379,2111-2179,
AF207774,1,78.912,9394,1b,93.369,9380,2111-2179,
AF208024,1,79.070,9398,1b,91.918,9379,2111-2179,
AF320787,3,94.617,1356,3a,93.879,1356,2111-2179,
AF320788,3,93.732,1356,3a,93.068,1356,2111-2179,
AF320789,3,93.805,1356,3a,93.732,1356,2111-2179,
AF320790,3,94.690,1356,3a,93.289,1356,2111-2179,
AF320791,3,94.100,1356,3a,92.994,1356,2111-2179,
AF320792,3,94.322,1356,3a,93.510,1356,2111-2179,
AF320793,3,94.395,1356,3a,93.363,1356,2111-2179,
AF320794,3,94.395,1356,3a,93.584,1356,2111-2179,
AF320795,3,93.142,1356,3a,92.847,1356,2111-2179,
AF320796,3,93.732,1356,3a,93.658,1356,2111-2179,
AF320797,3,93.805,1356,3a,93.142,1356,2111-2179,
AF320798,3,94.985,1356,3a,93.584,1356,2111-2179,
AF320799,3,94.027,1356,3a,93.289,1356,2111-2179,
AF320800,3,92.847,1356,3a,93.142,1356,2111-2179,
AF320801,3,93.953,1356,3a,93.953,1356,2111-2179,
AF320802,3,94.395,1356,3a,94.543,1356,2111-2179,
AF320803,3,94.469,1356,3a,94.027,1356,2111-2179,
AF320804,3,93.437,1356,3a,93.805,1356,2111-2179,
AF320805,3,93.215,1356,3a,93.142,1356,2111-2179,
AF320806,3,93.732,1356,3a,92.994,1356,2111-2179,
AF320807,3,94.174,1356,3a,93.658,1356,2111-2179,
AF320808,3,93.805,1356,3a,93.510,1356,2111-2179,
AF320809,3,94.027,1356,3a,93.363,1356,2111-2179,
AF320810,3,94.543,1356,3a,93.584,1356,2111-2179,
AF320811,3,94.248,1356,3a,94.027,1356,2111-2179,
AF320812,3,94.174,1356,3a,93.510,1356,2111-2179,
AF320813,3,94.248,1356,3a,93.289,1356,2111-2179,
AJ507156,1,76.606,1308,1b,91.493,1340,2111-2179,
AJ507157,1,75.500,1351,1b,91.201,1341,2111-2179,
AJ507158,1,75.389,1349,1b,91.797,1341,2111-2179,
AJ507159,1,74.926,1360,1b,91.872,1341,2111-2179,
AJ507160,1,75.518,1352,1b,90.753,1341,2111-2179,
AJ507161,1,75.473,1321,1b,89.717,1342,2111-2179,
AJ507162,1,75.875,1314,1b,91.648,1341,2111-2179,
AJ507163,1,75.815,1319,1b,90.753,1341,2111-2179,
AJ507164,1,75.857,1313,1b,91.126,1341,2111-2179,
AJ507165,1,76.212,1341,1b,90.766,1332,2111-2179,
AJ507166,1,75.575,1347,1b,91.275,1341,2111-2179,
AJ507167,1,76.431,1345,1b,90.672,1340,2111-2179,
AJ507168,1,76.180,1314,1b,90.753,1341,2111-2179,
AJ507169,1,75.381,1312,1b,89.419,1342,2111-2179,
AJ507170,1,75.742,1348,1b,91.872,1341,2111-2179,
AJ507171,1,76.252,1318,1b,90.746,1340,2111-2179,
AJ507172,1,75.890,1348,1b,90.970,1340,2111-2179,
AJ507173,1,75.760,1349,1b,92.543,1341,2111-2179,
AJ507174,1,75.248,1313,1b,89.701,1340,2111-2179,
AJ507175,1,75.933,1313,1b,90.082,1341,2111-2179,
AJ507176,1,75.680,1324,1b,89.423,1352,2111-2179,
AJ507177,1,75.324,1313,1b,90.448,1340,2111-2179,
AJ507178,1,75.954,1310,1b,91.343,1340,2111-2179,
AJ507179,1,76.788,1314,1b,91.424,1341,2111-2179,
AJ507180,1,75.852,1350,1b,91.872,1341,2111-2179,
AJ507181,1,75.915,1312,1b,93.438,1341,2111-2179,
AJ507182,1,75.445,1348,1b,91.424,1341,2111-2179,
AJ507183,1,76.677,1312,1b,92.394,1341,2111-2179,
AJ507184,1,76.130,1349,1b,90.902,1341,2111-2179,
AJ507185,1,75.686,1349,1b,91.201,1341,2111-2179,
AJ507186,1,75.742,1348,1b,91.723,1341,2111-2179,
AJ507187,1,76.350,1315,1b,91.946,1341,2111-2179,
AJ507188,1,76.024,1318,1b,91.126,1341,2111-2179,
AJ507189,1,74.943,1309,1b,88.740,1341,2111-2179,
AJ507190,1,76.154,1321,1b,92.095,1341,2111-2179,
AJ507191,1,75.833,1320,1b,92.245,1341,2111-2179,
AJ507192,1,74.628,1344,1b,91.946,1341,2111-2179,
AJ507193,1,76.009,1313,1b,93.139,1341,2111-2179,
AJ507194,1,76.015,1330,1b,91.343,1340,2111-2179,
AJ507195,1,76.923,1313,1b,91.499,1341,2111-2179,
AJ507196,1,75.894,1315,1b,91.126,1341,2111-2179,
AJ507197,1,75.554,1354,1b,92.617,1341,2111-2179,
AJ507198,1,76.061,1320,1b,90.902,1341,2111-2179,
AJ507199,1,75.849,1325,1b,91.716,1340,2111-2179,
AJ851228,1,79.277,9545,1d,81.016,9429,2111-2179,
AM600912,1,93.973,1344,1a,93.973,1344,2111-2179,
AM600913,1,93.899,1344,1a,93.899,1344,2111-2179,
AM600914,1,93.973,1344,1a,93.676,1344,2111-2179,
AM600915,1,90.997,1344,1a,90.551,1344,2111-2179,
AM600916,1,91.146,1344,1a,90.699,1344,2111-2179,
AM600917,1,92.708,1344,1a,92.411,1344,2111-2179,
AM600918,1,93.304,1344,1a,93.006,1344,2111-2179,
AM600919,1,94.345,1344,1a,94.792,1344,2111-2179,
AM600920,1,94.639,1343,1a,95.086,1343,2111-2179,
AM600921,1,91.443,1344,1a,91.295,1344,2111-2179,
AM600922,1,91.295,1344,1a,91.146,1344,2111-2179,
AM600923,1,95.387,1344,1a,95.089,1344,2111-2179,
AM600924,1,95.164,1344,1a,95.015,1344,2111-2179,
AM600925,1,91.443,1344,1a,91.146,1344,2111-2179,
AM600926,1,91.443,1344,1a,91.146,1344,2111-2179,
AM600927,1,91.592,1344,1a,91.443,1344,2111-2179,
AM600928,1,91.592,1344,1a,91.443,1344,2111-2179,
AM600929,1,91.220,1344,1a,90.997,1344,2111-2179,
AM600930,1,91.667,1344,1a,91.220,1344,2111-2179,
AM600931,1,91.592,1344,1a,91.146,1344,2111-2179,
AM600932,1,91.295,1344,1a,91.220,1344,2111-2179,
AM600933,1,91.220,1344,1a,91.146,1344,2111-2179,
AM600934,1,92.188,1344,1a,91.890,1344,2111-2179,
AM600935,1,92.262,1344,1a,91.964,1344,2111-2179,
AM600936,1,93.527,1344,1a,94.196,1344,2111-2179,
AM600937,1,93.601,1344,1a,94.271,1344,2111-2179,
AM600938,1,90.848,1344,1a,90.625,1344,2111-2179,
AM600939,1,90.699,1344,1a,90.327,1344,2111-2179,
AM600940,1,93.229,1344,1a,92.783,1344,2111-2179,
AM600941,1,93.155,1344,1a,92.708,1344,2111-2179,
AM600942,1,93.452,1344,1a,93.229,1344,2111-2179,
AM600943,1,93.304,1344,1a,93.229,1344,2111-2179,
AM600944,1,92.411,1344,1a,92.113,1344,2111-2179,
AM600945,1,92.857,1344,1a,92.560,1344,2111-2179,
AM600946,1,93.006,1344,1a,92.857,1344,2111-2179,
AM600947,1,92.932,1344,1a,92.783,1344,2111-2179,
AM600948,1,93.299,1343,1a,92.703,1343,2111-2179,
AM600949,1,93.373,1343,1a,92.777,1343,2111-2179,
AM600950,1,92.634,1344,1a,92.336,1344,2111-2179,
AM600951,1,92.188,1344,1a,92.039,1344,2111-2179,
AM600952,1,92.188,1344,1a,92.039,1344,2111-2179,
AM600953,1,91.890,1344,1a,91.890,1344,2111-2179,
AM600954,1,92.113,1344,1a,92.113,1344,2111-2179,
AM600955,1,91.592,1344,1a,91.295,1344,2111-2179,
AM600956,1,91.741,1344,1a,91.443,1344,2111-2179,
AM910652,1,78.591,9538,1g,100.000,9490,2111-2179,
AY051292,1,79.930,9412,1c,100.000,9441,2111-2179,
AY232730,2,77.489,9431,2b,93.399,9407,2111-2179,
AY232731,2,77.501,9427,2b,93.282,9407,2111-2179,
AY232732,2,77.028,9429,2b,92.058,9406,2111-2179,
AY232733,2,77.129,9431,2b,92.143,9406,2111-2179,
AY232734,2,77.059,9433,2b,93.717,9406,2111-2179,
AY232735,2,77.166,9429,2b,93.653,9406,2111-2179,
AY232736,2,77.022,9422,2b,93.972,9406,2111-2179,
AY232737,2,76.926,9422,2b,93.834,9406,2111-2179,
AY232738,2,76.916,9435,2b,93.812,9406,2111-2179,
AY232739,2,77.058,9437,2b,93.642,9406,2111-2179,
AY232740,2,77.476,9421,2b,94.440,9406,2111-2179,
AY232741,2,77.502,9423,2b,93.674,9406,2111-2179,
AY232742,2,77.233,9439,2b,93.270,9406,2111-2179,
AY232743,2,77.169,9439,2b,93.143,9406,2111-2179,
AY232744,2,77.423,9439,2b,94.121,9406,2111-2179,
AY232745,2,77.455,9430,2b,93.898,9406,2111-2179,
AY232746,2,77.299,9427,2b,91.867,9406,2111-2179,
AY232747,2,77.320,9427,2b,91.824,9406,2111-2179,
AY232748,2,77.249,9428,2b,93.536,9406,2111-2179,
AY232749,2,77.278,9427,2b,93.323,9406,2111-2179,
AY240965,1,76.390,1313,1b,90.455,1341,2111-2179,
AY240966,1,75.575,1347,1b,91.648,1341,2111-2179,
AY240967,1,76.161,1313,1b,91.797,1341,2111-2179,
AY240968,1,74.771,1312,1b,90.306,1341,2111-2179,
AY240969,1,75.190,1318,1b,90.306,1341,2111-2179,
AY587844,1,79.054,9386,1b,91.472,9369,2111-2179,
AY859526,6,80.621,9376,6a,100.000,9355,2111-2179,
AY878650,6,73.446,9441,6xj,91.350,9364,2111-2179,
AY878651,6,73.464,9425,6xj,91.606,9364,2111-2179,
AY878652,6,73.591,9440,6n,99.861,9372,2111-2179,
AY956463,1,93.037,8918,1a,92.779,8919,2111-2179,
AY956464,1,92.022,8925,1a,91.854,8925,2111-2179,
AY956465,1,91.966,8925,1a,91.989,8925,2111-2179,
AY956466,1,92.129,8843,1a,91.929,8847,2111-2179,
AY956467,3,93.217,8919,3a,93.170,8917,2111-2179,
AY956468,1,91.918,8909,1a,91.575,8902,2111-2179,
AY956469,1,91.761,8933,1a,91.660,8933,2111-2179,
GU451218,1,78.928,9425,1b,91.200,9386,2111-2179,
GU451219,1,78.826,9422,1b,91.243,9387,2111-2179,
GU451220,1,78.722,9418,1b,91.137,9387,2111-2179,
GU451221,1,78.889,9436,1b,91.902,9385,2111-2179,
GU451222,1,78.861,9428,1b,91.508,9385,2111-2179,
GU451223,1,78.801,9439,1b,91.977,9385,2111-2179,
GU451224,1,78.809,9438,1b,91.753,9385,2111-2179,
HM042038,1,91.443,1344,1a,91.146,1344,2111-2179,
HM042039,1,91.667,1344,1a,91.592,1344,2111-2179,
HM042040,1,92.262,1344,1a,91.815,1344,2111-2179,
HM042041,1,91.890,1344,1a,91.592,1344,2111-2179,
HM042042,1,91.295,1344,1a,90.923,1344,2111-2179,
HM042043,1,93.080,1344,1a,92.634,1344,2111-2179,
HM042044,1,92.188,1344,1a,91.890,1344,2111-2179,
HM042045,1,89.583,1344,1a,89.137,1344,2111-2179,
HM042046,1,94.717,1344,1a,94.196,1344,2111-2179,
HM042047,1,92.708,1344,1a,92.262,1344,2111-2179,
HM042048,1,91.890,1344,1a,91.592,1344,2111-2179,
HM042049,1,89.881,1344,1a,89.583,1344,2111-2179,
HM042050,1,76.952,1319,1b,91.424,1341,2111-2179,
HM042051,1,76.095,1347,1b,91.126,1341,2111-2179,
HM042052,1,76.238,1313,1b,92.164,1340,2111-2179,
HM042053,1,75.095,1313,1b,91.946,1341,2111-2179,
HM042054,1,75.828,1328,1b,91.716,1340,2111-2179,
HM042055,1,76.573,1319,1b,91.866,1340,2111-2179,
HM042056,1,75.076,1316,1b,89.187,1341,2111-2179,
HM042057,1,76.865,1314,1b,92.239,1340,2111-2179,
HM042058,1,75.857,1313,1b,89.925,1340,2111-2179,
HM042059,1,75.189,1322,1b,89.784,1341,2111-2179,
HM042060,1,75.951,1314,1b,92.468,1341,2111-2179,
HM042061,1,76.260,1310,1b,92.095,1341,2111-2179,
HM042062,1,75.037,1358,1b,88.599,1342,2111-2179,
HM042063,1,77.245,1314,1b,91.418,1340,2111-2179,
HM042064,3,93.515,1357,3a,92.999,1357,2111-2179,
HM042065,3,92.631,1357,3a,92.704,1357,2111-2179,
HM042066,3,93.579,1355,3a,93.948,1355,2111-2179,
HM042067,3,90.802,1359,3a,91.906,1359,2111-2179,
HM042068,3,94.100,1356,3a,93.142,1356,2111-2179,
HM042069,3,92.404,1356,3a,93.363,1356,2111-2179,
HM042070,3,93.142,1356,3a,92.920,1356,2111-2179,
HM042071,3,93.289,1356,3a,92.994,1356,2111-2179,
HM042072,3,91.820,1357,3a,92.115,1357,2111-2179,
HM042073,3,94.322,1356,3a,93.510,1356,2111-2179,
HM042074,3,94.100,1356,3a,92.330,1356,2111-2179,
HM042075,3,93.510,1356,3a,92.109,1356,2111-2179,
HM042076,3,93.068,1356,3a,92.257,1356,2111-2179,
HM042077,3,92.773,1356,3a,91.888,1356,2111-2179,
HM042078,3,91.932,1351,3a,92.920,1356,2111-2179,
HM042079,3,92.778,1357,3a,92.999,1357,2111-2179,
HM042080,3,95.041,1351,3a,93.658,1356,2111-2179,
HM042081,3,93.073,1357,3a,93.441,1357,2111-2179,
HM042082,3,73.564,1358,3b,88.053,1356,2111-2179,
HM042083,3,72.969,1354,3b,87.979,1356,2111-2179,
HM042084,3,73.951,1359,3b,87.085,1355,2111-2179,
HM042085,6,71.628,1075,6f,94.359,1365,2111-2179,
HM042086,6,71.832,1026,6f,93.626,1365,2111-2179,
HM042087,6,71.580,1038,6f,93.993,1365,2111-2179,
HM042088,6,72.201,1036,6f,93.851,1366,2111-2179,
HM042089,6,71.415,1039,6f,94.872,1365,2111-2179,
HM042090,6,69.025,1343,6f,95.311,1365,2111-2179,
HM042091,6,72.201,1036,6f,93.777,1366,2111-2179,
HM042092,6,69.380,1339,6f,93.260,1365,2111-2179,
HM042093,6,71.511,1039,6f,94.579,1365,2111-2179,
HM042094,6,72.254,1038,6f,93.919,1365,2111-2179,
HM042095,6,72.474,1039,6f,93.260,1365,2111-2179,
HM042096,6,70.134,1048,6f,91.140,1377,2111-2179,
HM746803,1,96.906,1390,1a,96.187,1390,,
HM746804,1,92.639,1440,1a,92.014,1440,,
HM746805,1,94.502,1437,1a,93.807,1437,,
HM746806,1,94.336,1483,1a,93.661,1483,,
HM746807,1,94.336,1483,1a,93.796,1483,,
HM746808,1,94.295,1490,1a,93.691,1490,,
HM746809,1,94.199,1448,1a,93.577,1448,,
HM746811,1,94.276,1485,1a,93.733,1484,,
HM746813,1,94.863,837,1a,94.265,837,2111-2179,
HM746816,1,91.980,1172,1a,91.553,1172,2111-2179,
HM746817,1,93.926,1169,1a,93.413,1169,2111-2179,
HM746818,1,77.988,2753,1b,90.936,2747,2111-2179,
HM746821,1,77.470,1154,1b,91.568,1186,2111-2179,
HM746831,1,80.199,1510,1b,90.942,2782,,
HM746832,1,77.607,2791,1b,91.945,2781,2111-2179,
HM746838,1,78.302,2779,1b,91.898,2777,2111-2179,
HM746841,1,80.886,1512,1b,92.196,1512,,
HM777358,2,79.563,9116,2j,100.000,9112,2111-2179,
HM777359,2,79.940,9402,2j,90.110,9383,2111-2179,
HQ537007,1,77.215,9212,1k,76.937,9201,2111-2179,
HQ537008,4,79.911,9199,4v,93.475,9180,2111-2179,
HQ537009,4,80.193,9199,4v,100.000,9177,2111-2179,
HQ738645,3,90.802,9437,3a,89.994,9434,2111-2179,
HQ850278,1,92.537,9219,1a,92.450,9219,2111-2179,
HQ850279,1,92.634,9191,1a,92.645,9191,2111-2179,
HQ850280,1,97.040,9222,1a,96.508,9222,2111-2179,
HQ850281,1,92.133,9228,1a,92.046,9228,2111-2179,
HQ850282,1,94.726,9272,1a,94.521,9272,2111-2179,
HQ850283,1,92.105,9272,1a,92.030,9272,2111-2179,
HQ850284,1,92.312,9261,1a,92.098,9264,2111-2179,
HQ850285,1,95.691,9282,1a,95.443,9282,2111-2179,
HQ850286,1,92.710,9287,1a,92.530,9290,2111-2179,
