Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover
KC125245,1,92.038,2085,1a,92.662,2085,1175-1315,
KC125246,1,92.182,2085,1a,92.662,2085,1175-1315,
KC125247,1,91.319,2085,1a,92.134,2085,1175-1315,
KC125248,1,90.312,2085,1a,90.695,2085,1175-1315,
KC125249,1,92.566,2085,1a,93.046,2085,1175-1315,
KC125251,1,91.367,2085,1a,91.847,2085,1175-1315,
KC125252,1,92.182,2085,1a,92.518,2085,1175-1315,
KC125253,1,88.249,2085,1a,87.962,2085,1175-1315,
KC125254,1,95.875,2085,1a,95.588,2085,1175-1315,
KC125255,1,93.717,2085,1a,94.197,2085,1175-1315,
KC125257,1,91.847,2085,1a,92.278,2085,1175-1315,
KC125258,1,91.655,2085,1a,91.847,2085,1175-1315,
KC125261,1,94.101,2085,1a,94.293,2085,1175-1315,
KC125263,1,93.813,2085,1a,94.101,2085,1175-1315,
KC125264,1,91.751,2085,1a,92.470,2085,1175-1315,
KC125265,1,90.695,2085,1a,91.079,2085,1175-1315,
KC125266,1,90.983,2085,1a,91.511,2085,1175-1315,
KC125267,1,91.559,2085,1a,92.278,2085,1175-1315,
KC125268,1,91.942,2085,1a,92.134,2085,1175-1315,
KC125269,1,91.942,2085,1a,92.278,2085,1175-1315,
KC125270,1,91.175,2085,1a,91.559,2085,1175-1315,
KC125271,1,91.511,2085,1a,91.799,2085,1175-1315,
KC125272,1,94.101,2085,1a,94.005,2085,1175-1315,
KC125273,1,93.525,2085,1a,94.964,2085,1175-1315,
KC125274,1,91.171,2084,1a,91.987,2084,1175-1315,
KC125276,1,94.532,2085,1a,95.108,2085,1175-1315,
KC125277,1,91.655,2085,1a,92.326,2085,1175-1315,
KC125278,1,91.655,2085,1a,91.942,2085,1175-1315,
KC125280,1,92.470,2085,1a,92.950,2085,1175-1315,
KC125282,1,94.005,2085,1a,94.628,2085,1175-1315,
KC125283,1,90.264,2085,1a,91.223,2085,1175-1315,
KC125284,1,92.374,2085,1a,92.758,2085,1175-1315,
KC125285,1,91.511,2085,1a,92.038,2085,1175-1315,
KC125286,1,91.607,2085,1a,92.134,2085,1175-1315,
KC125287,1,94.341,2085,1a,94.484,2085,1175-1315,
KC125289,1,91.031,2085,1a,91.559,2085,1175-1315,
KC125290,1,91.894,2085,1a,92.182,2085,1175-1315,
KC125291,1,90.695,2085,1a,91.271,2085,1175-1315,
KC125293,1,91.271,2085,1a,91.511,2085,1175-1315,
KC125295,1,91.271,2085,1a,91.751,2085,1175-1315,
KC125296,1,92.854,2085,1a,93.669,2085,1175-1315,
KC125297,1,93.669,2085,1a,93.669,2085,1175-1315,
KC125298,1,94.580,2085,1a,95.012,2085,1175-1315,
KC125299,1,91.651,2084,1a,91.699,2084,1175-1315,
KC125300,1,94.580,2085,1a,95.971,2085,1175-1315,
KC125301,1,90.120,2085,1a,90.983,2085,1175-1315,
KC125302,1,91.990,2085,1a,91.894,2085,1175-1315,
KC125303,1,92.806,2085,1a,93.094,2085,1175-1315,
KC125306,1,91.799,2085,1a,92.326,2085,1175-1315,
KC125308,1,94.341,2085,1a,94.916,2085,1175-1315,
KC125309,1,94.341,2085,1a,94.868,2085,1175-1315,
KC125310,1,91.223,2085,1a,92.134,2085,1175-1315,
KC125314,1,92.278,2085,1a,92.182,2085,1175-1315,
KC125316,1,91.367,2085,1a,91.607,2085,1175-1315,
KC125317,1,91.847,2085,1a,91.703,2085,1175-1315,
KC125318,1,92.470,2085,1a,92.998,2085,1175-1315,
KC125319,1,92.038,2085,1a,92.614,2085,1175-1315,
KC125320,1,91.894,2085,1a,92.230,2085,1175-1315,
KC125321,1,91.559,2085,1a,92.086,2085,1175-1315,
KC125325,1,94.724,2085,1a,94.820,2085,1175-1315,
KC125326,1,94.676,2085,1a,95.300,2085,1175-1315,
KC125329,1,91.655,2085,1a,92.230,2085,1175-1315,
KC125330,1,91.367,2085,1a,91.799,2085,1175-1315,
KC125331,1,94.053,2085,1a,94.676,2085,1175-1315,
KC125334,1,92.614,2085,1a,92.758,2085,1175-1315,
KC125336,1,92.038,2085,1a,92.182,2085,1175-1315,
KC125337,1,92.182,2085,1a,92.710,2085,1175-1315,
KC125340,1,93.669,2085,1a,94.245,2085,1175-1315,
KC125341,1,94.628,2085,1a,94.916,2085,1175-1315,
KC125342,1,91.847,2085,1a,92.086,2085,1175-1315,
KC125343,1,94.436,2085,1a,94.772,2085,1175-1315,
KC125344,1,92.950,2085,1a,93.669,2085,1175-1315,
KC125346,1,92.662,2085,1a,92.710,2085,1175-1315,
KC125347,1,94.676,2085,1a,94.916,2085,1175-1315,
KC125348,1,94.388,2085,1a,94.724,2085,1175-1315,
KC125349,1,94.245,2085,1a,94.724,2085,1175-1315,
KC125350,1,94.149,2085,1a,94.293,2085,1175-1315,
KC125351,1,92.998,2085,1a,92.998,2085,1175-1315,
KC125353,1,94.053,2085,1a,94.532,2085,1175-1315,
KC125354,1,94.916,2085,1a,94.724,2085,1175-1315,
KC125355,1,94.245,2085,1a,95.252,2085,1175-1315,
KC125357,1,95.012,2085,1a,95.204,2085,1175-1315,
KC125358,1,91.559,2085,1a,91.799,2085,1175-1315,
KC125359,1,91.942,2085,1a,92.470,2085,1175-1315,
KC125360,1,92.566,2085,1a,92.950,2085,1175-1315,
KC125361,1,92.806,2085,1a,93.046,2085,1175-1315,
KC125362,1,93.765,2085,1a,94.868,2085,1175-1315,
KC125363,1,95.012,2085,1a,94.916,2085,1175-1315,
KC125364,1,92.998,2085,1a,93.477,2085,1175-1315,
KC125367,1,94.436,2085,1a,94.532,2085,1175-1315,
KC125369,1,95.156,2085,1a,95.635,2085,1175-1315,
KC125370,1,92.230,2085,1a,92.902,2085,1175-1315,
KC125373,1,91.175,2085,1a,92.134,2085,1175-1315,
KC125374,1,92.086,2085,1a,92.422,2085,1175-1315,
KC125375,1,94.149,2085,1a,94.484,2085,1175-1315,
KC125376,1,91.415,2085,1a,91.847,2085,1175-1315,
KC125377,1,93.094,2085,1a,93.621,2085,1175-1315,
KC125378,1,94.484,2085,1a,94.149,2085,1175-1315,
KC125380,1,92.950,2085,1a,93.141,2085,1175-1315,
KC125381,1,92.758,2085,1a,93.333,2085,1175-1315,
KC125382,1,94.245,2085,1a,94.436,2085,1175-1315,
KC125383,1,92.374,2085,1a,92.614,2085,1175-1315,
KC125384,1,96.163,2085,1a,95.875,2085,1175-1315,
KC125385,1,92.566,2085,1a,92.758,2085,1175-1315,
KC125386,1,95.300,2085,1a,95.108,2085,1175-1315,
KC125387,1,94.101,2085,1a,93.909,2085,1175-1315,
KC125388,1,96.547,2085,1a,96.211,2085,1175-1315,
KC125389,1,96.211,2085,1a,95.827,2085,1175-1315,
KC125391,1,94.101,2085,1a,93.861,2085,1175-1315,
KC125392,1,93.813,2085,1a,94.341,2085,1175-1315,
KC125393,1,93.573,2085,1a,93.525,2085,1175-1315,
KC125395,1,92.662,2085,1a,92.518,2085,1175-1315,
KC125397,1,94.053,2085,1a,94.868,2085,1175-1315,
KC125398,1,94.293,2085,1a,94.341,2085,1175-1315,
KC125400,1,91.031,2085,1a,92.278,2085,1175-1315,
KC125401,1,94.293,2085,1a,95.060,2085,1175-1315,
KC125402,1,94.676,2085,1a,94.484,2085,1175-1315,
KC125403,1,94.484,2085,1a,94.053,2085,1175-1315,
KC125404,1,91.415,2085,1a,92.134,2085,1175-1315,
KC125405,1,92.086,2085,1a,92.422,2085,1175-1315,
KC125407,1,94.820,2085,1a,94.628,2085,1175-1315,
KC125409,1,92.134,2085,1a,92.230,2085,1175-1315,
KC125413,1,94.964,2085,1a,95.252,2085,1175-1315,
KC125414,1,93.813,2085,1a,93.861,2085,1175-1315,
KC125415,1,94.532,2085,1a,94.868,2085,1175-1315,
KC125416,1,93.909,2085,1a,94.532,2085,1175-1315,
KC125420,1,94.149,2085,1a,94.245,2085,1175-1315,
KC125421,1,93.765,2085,1a,94.436,2085,1175-1315,
KC125422,1,95.444,2085,1a,95.060,2085,1175-1315,
KC125423,1,93.573,2085,1a,94.245,2085,1175-1315,
KC125424,1,93.525,2085,1a,94.484,2085,1175-1315,
KC125425,1,94.532,2085,1a,95.060,2085,1175-1315,
KC125426,1,93.909,2085,1a,94.197,2085,1175-1315,
KC125427,1,92.182,2085,1a,92.278,2085,1175-1315,
KC125428,1,94.245,2085,1a,94.149,2085,1175-1315,
KC125429,1,92.422,2085,1a,92.422,2085,1175-1315,
KC125431,1,93.573,2085,1a,94.484,2085,1175-1315,
KC125432,1,94.724,2085,1a,94.916,2085,1175-1315,
KC125433,1,93.621,2085,1a,94.197,2085,1175-1315,
KC125434,1,94.868,2085,1a,94.964,2085,1175-1315,
KC125435,1,94.580,2085,1a,94.679,2086,1175-1315,
KC125436,1,93.525,2085,1a,93.333,2085,1175-1315,
KC125437,1,94.580,2085,1a,94.580,2085,1175-1315,
KC125438,1,91.511,2085,1a,91.894,2085,1175-1315,
KC125439,1,93.717,2085,1a,94.772,2085,1175-1315,
KC125440,1,94.245,2085,1a,95.252,2085,1175-1315,
KC125441,1,92.086,2085,1a,92.758,2085,1175-1315,
KC125442,1,91.847,2085,1a,92.566,2085,1175-1315,
KC125443,1,92.278,2085,1a,92.662,2085,1175-1315,
KC125444,1,91.079,2085,1a,91.271,2085,1175-1315,
KC125445,1,92.374,2085,1a,92.998,2085,1175-1315,
KC125446,1,91.607,2085,1a,92.038,2085,1175-1315,
KC125447,1,94.628,2085,1a,95.204,2085,1175-1315,
KC125448,1,94.628,2085,1a,94.341,2085,1175-1315,
KC125452,1,93.429,2085,1a,93.285,2085,1175-1315,
KC125453,1,94.341,2085,1a,95.204,2085,1175-1315,
KC125455,1,95.396,2085,1a,95.348,2085,1175-1315,
KC125457,1,92.614,2085,1a,92.950,2085,1175-1315,
KC125458,1,92.566,2085,1a,93.046,2085,1175-1315,
KC125459,1,94.820,2085,1a,94.772,2085,1175-1315,
KC125460,1,95.588,2085,1a,95.300,2085,1175-1315,
KC125461,1,93.381,2085,1a,93.429,2085,1175-1315,
KC125462,1,94.341,2085,1a,94.341,2085,1175-1315,
KC125463,1,92.278,2085,1a,93.189,2085,1175-1315,
KC125464,1,92.614,2085,1a,93.189,2085,1175-1315,
KC125465,1,92.182,2085,1a,92.422,2085,1175-1315,
KC125466,1,92.518,2085,1a,92.998,2085,1175-1315,
KC125469,1,93.573,2085,1a,93.909,2085,1175-1315,
KC125470,1,93.477,2085,1a,94.341,2085,1175-1315,
KC125472,1,92.854,2085,1a,92.950,2085,1175-1315,
KC125473,1,90.791,2085,1a,92.038,2085,1175-1315,
KC125474,1,90.983,2085,1a,91.463,2085,1175-1315,
KC125475,1,90.935,2085,1a,91.894,2085,1175-1315,
KC125477,1,94.053,2085,1a,94.532,2085,1175-1315,
KC125478,1,93.669,2085,1a,94.341,2085,1175-1315,
KC125480,1,92.278,2085,1a,92.326,2085,1175-1315,
KC125481,1,93.957,2085,1a,94.724,2085,1175-1315,
KC125482,1,91.655,2085,1a,92.230,2085,1175-1315,
KC125483,1,94.772,2085,1a,95.300,2085,1175-1315,
KC125485,1,95.300,2085,1a,95.204,2085,1175-1315,
KC125486,1,92.518,2085,1a,92.806,2085,1175-1315,
KC125488,1,94.436,2085,1a,95.300,2085,1175-1315,
KC125489,1,94.868,2085,1a,94.484,2085,1175-1315,
KC125490,1,92.614,2085,1a,92.662,2085,1175-1315,
KC125491,1,92.278,2085,1a,92.854,2085,1175-1315,
KC125493,1,93.237,2085,1a,93.189,2085,1175-1315,
KC125494,1,93.094,2085,1a,93.573,2085,1175-1315,
KC125496,1,91.607,2085,1a,92.278,2085,1175-1315,
KC125497,1,93.717,2085,1a,93.669,2085,1175-1315,
KC125498,1,92.854,2085,1a,93.141,2085,1175-1315,
KC125499,1,94.676,2085,1a,94.388,2085,1175-1315,
KC125500,1,93.525,2085,1a,93.573,2085,1175-1315,
KC125502,1,90.743,2085,1a,91.367,2085,1175-1315,
KC125503,1,94.053,2085,1a,94.868,2085,1175-1315,
KC125504,1,93.861,2085,1a,93.765,2085,1175-1315,
KC125505,1,94.580,2085,1a,94.532,2085,1175-1315,
KC125506,1,94.053,2085,1a,94.245,2085,1175-1315,
KC125507,1,94.197,2085,1a,94.628,2085,1175-1315,
KC125508,1,92.854,2085,1a,93.765,2085,1175-1315,
KC125510,1,92.374,2085,1a,92.758,2085,1175-1315,
KC125511,1,91.415,2085,1a,92.278,2085,1175-1315,
KC125512,1,94.724,2085,1a,95.396,2085,1175-1315,
KC125517,1,91.031,2085,1a,91.942,2085,1175-1315,
KC125518,1,93.189,2085,1a,94.197,2085,1175-1315,
KC125520,1,92.278,2085,1a,92.902,2085,1175-1315,
KC125522,1,91.847,2085,1a,91.990,2085,1175-1315,
KC125525,1,94.293,2085,1a,94.388,2085,1175-1315,
KC125526,1,94.053,2085,1a,94.484,2085,1175-1315,
KC125528,1,94.197,2085,1a,94.484,2085,1175-1315,
KC125529,1,93.573,2085,1a,94.005,2085,1175-1315,
KC125530,1,94.436,2085,1a,94.724,2085,1175-1315,
KC125532,1,94.005,2085,1a,94.532,2085,1175-1315,
KC125533,1,94.388,2085,1a,95.492,2085,1175-1315,
KC125534,1,94.293,2085,1a,94.772,2085,1175-1315,
KC125535,1,96.163,2085,1a,95.875,2085,1175-1315,
KC125537,1,94.101,2085,1a,94.293,2085,1175-1315,
KC125538,1,92.134,2085,1a,92.710,2085,1175-1315,
KC125539,1,95.588,2085,1a,95.588,2085,1175-1315,
KC125543,1,94.820,2085,1a,95.204,2085,1175-1315,
KC125544,1,94.101,2085,1a,94.484,2085,1175-1315,
KC125545,1,94.388,2085,1a,95.588,2085,1175-1315,
KC125546,1,94.341,2085,1a,95.396,2085,1175-1315,
KC125547,1,92.710,2085,1a,93.237,2085,1175-1315,
KC125548,1,93.189,2085,1a,92.710,2085,1175-1315,
KC125549,1,92.758,2085,1a,93.141,2085,1175-1315,
KC125556,1,94.436,2085,1a,94.101,2085,1175-1315,
KC125557,1,94.724,2085,1a,94.436,2085,1175-1315,
KC125558,1,90.887,2085,1a,91.127,2085,1175-1315,
KC125559,1,91.655,2085,1a,92.086,2085,1175-1315,
KC125560,1,92.326,2085,1a,92.710,2085,1175-1315,
KC125561,1,91.894,2085,1a,92.662,2085,1175-1315,
KC125562,1,92.902,2085,1a,93.141,2085,1175-1315,
KC125565,1,95.156,2085,1a,95.060,2085,1175-1315,
KC125566,1,94.868,2085,1a,94.820,2085,1175-1315,
KC125567,1,90.264,2085,1a,90.791,2085,1175-1315,
KC125569,1,92.614,2085,1a,92.998,2085,1175-1315,
KC125571,1,92.086,2085,1a,92.278,2085,1175-1315,
KC125572,1,92.902,2085,1a,92.806,2085,1175-1315,
KC125573,1,95.012,2085,1a,94.820,2085,1175-1315,
KC125574,1,94.628,2085,1a,95.252,2085,1175-1315,
KC125575,1,94.149,2085,1a,94.532,2085,1175-1315,
KC125576,1,93.957,2085,1a,94.245,2085,1175-1315,
KC125578,1,92.950,2085,1a,93.765,2085,1175-1315,
KC125580,1,93.621,2085,1a,94.628,2085,1175-1315,
KC125582,1,92.038,2085,1a,92.470,2085,1175-1315,
KC125583,1,93.957,2085,1a,94.341,2085,1175-1315,
KC125584,1,93.909,2085,1a,95.060,2085,1175-1315,
KC125585,1,92.038,2085,1a,92.950,2085,1175-1315,
KC125586,1,93.717,2085,1a,93.957,2085,1175-1315,
KC125587,1,93.957,2085,1a,94.388,2085,1175-1315,
KC125589,1,92.950,2085,1a,93.237,2085,1175-1315,
KC125590,1,93.669,2085,1a,93.573,2085,1175-1315,
KC125591,1,92.854,2085,1a,93.669,2085,1175-1315,
KC125593,1,92.566,2085,1a,92.758,2085,1175-1315,
KC125594,1,92.662,2085,1a,93.141,2085,1175-1315,
KC125595,1,93.285,2085,1a,93.189,2085,1175-1315,
KC125596,1,91.415,2085,1a,91.799,2085,1175-1315,
KC125597,1,91.367,2085,1a,92.038,2085,1175-1315,
KC125598,1,91.894,2085,1a,92.518,2085,1175-1315,
KC125600,1,93.813,2085,1a,94.580,2085,1175-1315,
KC125601,1,93.909,2085,1a,94.628,2085,1175-1315,
KC125602,1,91.175,2085,1a,91.175,2085,1175-1315,
KC125604,1,94.580,2085,1a,94.916,2085,1175-1315,
KC125605,1,94.820,2085,1a,94.532,2085,1175-1315,
KC125607,1,92.230,2085,1a,92.470,2085,1175-1315,
KC125608,1,93.285,2085,1a,92.998,2085,1175-1315,
KC125609,1,91.799,2085,1a,92.518,2085,1175-1315,
KC125610,1,91.415,2085,1a,91.847,2085,1175-1315,
KC125613,1,94.245,2085,1a,95.204,2085,1175-1315,
KC125614,1,91.942,2085,1a,92.086,2085,1175-1315,
KC125616,1,94.149,2085,1a,94.820,2085,1175-1315,
KC125617,1,92.806,2085,1a,92.998,2085,1175-1315,
KC125618,1,93.717,2085,1a,94.724,2085,1175-1315,
KC125619,1,94.053,2085,1a,93.861,2085,1175-1315,
KC125620,1,94.149,2085,1a,94.005,2085,1175-1315,
KC125621,1,96.259,2085,1a,95.875,2085,1175-1315,
KC125622,1,91.990,2085,1a,92.422,2085,1175-1315,
KC125623,1,93.861,2085,1a,94.245,2085,1175-1315,
KC125625,1,94.101,2085,1a,94.101,2085,1175-1315,
KC125628,1,95.875,2085,1a,95.492,2085,1175-1315,
KC125629,1,93.669,2085,1a,94.005,2085,1175-1315,
KC125630,1,93.957,2085,1a,95.012,2085,1175-1315,
KC125631,1,93.381,2085,1a,93.717,2085,1175-1315,
KC125632,1,94.341,2085,1a,95.060,2085,1175-1315,
KC125633,1,94.197,2085,1a,94.005,2085,1175-1315,
KC125635,1,95.348,2085,1a,95.396,2085,1175-1315,
KC125636,1,94.484,2085,1a,94.293,2085,1175-1315,
KC125637,1,95.396,2085,1a,95.396,2085,1175-1315,
KC125638,1,94.341,2085,1a,95.108,2085,1175-1315,
KC125639,1,92.422,2085,1a,93.381,2085,1175-1315,
KC125640,1,94.053,2085,1a,94.293,2085,1175-1315,
KC125641,1,94.532,2085,1a,94.964,2085,1175-1315,
KC125643,1,91.607,2085,1a,91.990,2085,1175-1315,
KC125645,1,91.847,2085,1a,92.470,2085,1175-1315,
KC125647,1,93.909,2085,1a,94.820,2085,1175-1315,
KC125649,1,91.367,2085,1a,92.182,2085,1175-1315,
KC125651,1,91.031,2085,1a,91.703,2085,1175-1315,
KC125652,1,91.990,2085,1a,92.758,2085,1175-1315,
KC125653,1,93.477,2085,1a,94.101,2085,1175-1315,
KC125654,1,92.134,2085,1a,92.470,2085,1175-1315,
KC125655,1,91.463,2085,1a,91.942,2085,1175-1315,
KC125656,1,94.053,2085,1a,94.484,2085,1175-1315,
KC125657,1,91.607,2085,1a,92.038,2085,1175-1315,
KC125658,1,92.038,2085,1a,92.230,2085,1175-1315,
KC125659,1,91.463,2085,1a,91.799,2085,1175-1315,
KC125660,1,92.374,2085,1a,92.902,2085,1175-1315,
KC125663,1,91.175,2085,1a,91.559,2085,1175-1315,
KC125664,1,92.038,2085,1a,92.134,2085,1175-1315,
KC125665,1,91.847,2085,1a,92.134,2085,1175-1315,
KC125666,1,91.799,2085,1a,92.422,2085,1175-1315,
KC125667,1,95.300,2085,1a,95.060,2085,1175-1315,
KC125668,1,96.067,2085,1a,95.779,2085,1175-1315,
KC125669,1,92.278,2085,1a,92.614,2085,1175-1315,
KC125670,1,93.094,2085,1a,93.237,2085,1175-1315,
KC125671,1,93.573,2085,1a,93.765,2085,1175-1315,
KC125672,1,90.743,2085,1a,90.839,2085,1175-1315,
KC125674,1,91.799,2085,1a,92.374,2085,1175-1315,
KC125676,1,91.751,2085,1a,92.518,2085,1175-1315,
KC125677,1,93.813,2085,1a,94.005,2085,1175-1315,
KC125679,1,92.470,2085,1a,92.662,2085,1175-1315,
KC125680,1,90.743,2085,1a,91.607,2085,1175-1315,
KC125681,1,93.189,2085,1a,93.477,2085,1175-1315,
KC125682,1,94.053,2085,1a,94.772,2085,1175-1315,
KC125683,1,91.463,2085,1a,91.799,2085,1175-1315,
KC125684,1,90.935,2085,1a,91.415,2085,1175-1315,
KC125685,1,91.655,2085,1a,92.038,2085,1175-1315,
KC125686,1,93.861,2085,1a,93.909,2085,1175-1315,
KC125687,1,94.484,2085,1a,94.964,2085,1175-1315,
KC125688,1,93.285,2085,1a,93.669,2085,1175-1315,
KC125689,1,91.175,2085,1a,91.703,2085,1175-1315,
KC125690,1,91.079,2085,1a,91.415,2085,1175-1315,
KC125691,1,90.787,2084,1a,91.267,2084,1175-1315,
KC125692,1,80.767,2085,1a,80.537,2086,1175-1315,
KC125694,1,96.115,2085,1a,95.731,2085,1175-1315,
KC125695,1,90.887,2085,1a,91.319,2085,1175-1315,
KC125696,1,91.799,2085,1a,92.374,2085,1175-1315,
KC125697,1,91.271,2085,1a,91.655,2085,1175-1315,
KC125698,1,92.038,2085,1a,92.470,2085,1175-1315,
KC125699,1,94.628,2085,1a,94.964,2085,1175-1315,
KC125700,1,91.367,2085,1a,91.942,2085,1175-1315,
KC125701,1,94.149,2085,1a,95.492,2085,1175-1315,
KC125702,1,92.086,2085,1a,92.662,2085,1175-1315,
KC125704,1,93.573,2085,1a,93.861,2085,1175-1315,
KC125705,1,92.230,2085,1a,92.422,2085,1175-1315,
KC125707,1,95.588,2085,1a,95.300,2085,1175-1315,
KC125708,1,94.053,2085,1a,94.820,2085,1175-1315,
KC125710,1,92.230,2085,1a,93.046,2085,1175-1315,
KC125712,1,94.532,2085,1a,95.012,2085,1175-1315,
KC125714,1,91.990,2085,1a,92.230,2085,1175-1315,
KC125715,1,95.540,2085,1a,95.588,2085,1175-1315,
KC125718,1,91.655,2085,1a,91.463,2085,1175-1315,
KC125721,1,94.436,2085,1a,95.012,2085,1175-1315,
KC125722,1,91.511,2085,1a,91.751,2085,1175-1315,
KC125723,1,93.909,2085,1a,94.436,2085,1175-1315,
KC125725,1,92.710,2085,1a,92.854,2085,1175-1315,
KC125726,1,92.470,2085,1a,92.806,2085,1175-1315,
KC125727,1,94.532,2085,1a,95.060,2085,1175-1315,
KC125728,1,95.635,2085,1a,95.444,2085,1175-1315,
KC125729,1,92.278,2085,1a,92.854,2085,1175-1315,
KC125730,1,92.278,2085,1a,92.470,2085,1175-1315,
KC125731,1,92.038,2085,1a,92.614,2085,1175-1315,
KC125732,1,94.149,2085,1a,94.628,2085,1175-1315,
KC125733,1,91.894,2085,1a,92.182,2085,1175-1315,
KC125736,1,92.710,2085,1a,92.710,2085,1175-1315,
KC125738,1,80.699,2088,1b,90.547,2084,1175-1315,
KC125739,1,92.422,2085,1a,92.806,2085,1175-1315,
KC125741,1,94.628,2085,1a,95.204,2085,1175-1315,
KC125742,1,93.285,2085,1a,92.902,2085,1175-1315,
KC125743,1,94.388,2085,1a,94.197,2085,1175-1315,
KC125744,1,93.669,2085,1a,94.820,2085,1175-1315,
KC125745,1,92.182,2085,1a,92.662,2085,1175-1315,
KC125746,1,93.717,2085,1a,94.484,2085,1175-1315,
KC125747,1,93.381,2085,1a,93.429,2085,1175-1315,
KC125749,1,91.990,2085,1a,92.326,2085,1175-1315,
KC125750,1,94.676,2085,1a,94.532,2085,1175-1315,
KC125751,1,94.628,2085,1a,95.923,2085,1175-1315,
KC125752,1,92.326,2085,1a,92.518,2085,1175-1315,
KC125753,1,94.293,2085,1a,94.101,2085,1175-1315,
KC125757,1,91.559,2085,1a,92.662,2085,1175-1315,
KC125758,1,93.285,2085,1a,93.573,2085,1175-1315,
KC125759,1,91.894,2085,1a,92.278,2085,1175-1315,
KC125760,1,93.717,2085,1a,94.245,2085,1175-1315,
KC125761,1,91.607,2085,1a,92.134,2085,1175-1315,
KC125763,1,93.477,2085,1a,94.101,2085,1175-1315,
KC125764,1,94.964,2085,1a,94.820,2085,1175-1315,
KC125765,1,91.942,2085,1a,92.518,2085,1175-1315,
KC125766,1,91.894,2085,1a,92.278,2085,1175-1315,
KC125768,1,90.312,2085,1a,90.935,2085,1175-1315,
KC125769,1,91.223,2085,1a,92.134,2085,1175-1315,
KC125770,1,92.326,2085,1a,92.518,2085,1175-1315,
KC125771,1,94.293,2085,1a,94.101,2085,1175-1315,
KC125772,1,91.223,2085,1a,91.559,2085,1175-1315,
KC125773,1,93.189,2085,1a,94.964,2085,1175-1315,
KC125776,1,93.765,2085,1a,94.676,2085,1175-1315,
KC125777,1,93.909,2085,1a,94.149,2085,1175-1315,
KC125778,1,94.053,2085,1a,94.724,2085,1175-1315,
KC125779,1,94.724,2085,1a,94.868,2085,1175-1315,
KC125782,1,91.175,2085,1a,91.799,2085,1175-1315,
KC125783,1,94.149,2085,1a,94.053,2085,1175-1315,
KC125784,1,91.463,2085,1a,91.559,2085,1175-1315,
KC125785,1,93.909,2085,1a,94.005,2085,1175-1315,
KC125786,1,93.957,2085,1a,94.341,2085,1175-1315,
KC125787,1,91.847,2085,1a,92.374,2085,1175-1315,
KC125788,1,91.990,2085,1a,92.182,2085,1175-1315,
KC125789,1,93.957,2085,1a,93.957,2085,1175-1315,
KC125790,1,93.861,2085,1a,94.245,2085,1175-1315,
KC125796,1,91.223,2085,1a,91.990,2085,1175-1315,
KC125797,1,91.271,2085,1a,91.751,2085,1175-1315,
KC125798,1,93.094,2085,1a,93.046,2085,1175-1315,
KC125800,1,91.175,2085,1a,91.415,2085,1175-1315,
KC125801,1,90.695,2085,1a,91.031,2085,1175-1315,
KC125803,1,94.293,2085,1a,95.204,2085,1175-1315,
KC125804,1,92.806,2085,1a,93.094,2085,1175-1315,
KC125805,1,93.813,2085,1a,93.957,2085,1175-1315,
KC125806,1,91.319,2085,1a,91.655,2085,1175-1315,
KC125808,1,94.916,2085,1a,95.156,2085,1175-1315,
KC125809,1,90.743,2085,1a,90.695,2085,1175-1315,
KC125810,1,93.957,2085,1a,95.012,2085,1175-1315,
KC125812,1,92.902,2085,1a,94.053,2085,1175-1315,
KC125814,1,91.223,2085,1a,91.751,2085,1175-1315,
KC125816,1,91.511,2085,1a,91.894,2085,1175-1315,
KC125817,1,93.669,2085,1a,94.101,2085,1175-1315,
KC125818,1,91.894,2085,1a,92.326,2085,1175-1315,
KC125819,1,91.894,2085,1a,92.470,2085,1175-1315,
KC125820,1,94.197,2085,1a,94.580,2085,1175-1315,
KC125821,1,94.532,2085,1a,94.532,2085,1175-1315,
KC125826,1,91.607,2085,1a,92.134,2085,1175-1315,
KC125827,1,94.434,2084,1a,94.290,2084,1175-1315,
KC125828,1,93.429,2085,1a,95.108,2085,1175-1315,
KC125829,1,90.408,2085,1a,90.360,2085,1175-1315,
KC125830,1,91.894,2085,1a,92.566,2085,1175-1315,
KC125833,1,94.005,2085,1a,94.436,2085,1175-1315,
KC125834,1,91.271,2085,1a,91.799,2085,1175-1315,
KC125835,1,92.326,2085,1a,92.950,2085,1175-1315,
KC125836,1,95.060,2085,1a,95.348,2085,1175-1315,
KC125838,1,93.333,2085,1a,93.573,2085,1175-1315,
KC125842,1,92.422,2085,1a,92.998,2085,1175-1315,
KC125843,1,95.156,2085,1a,94.964,2085,1175-1315,
KC125844,1,94.149,2085,1a,94.436,2085,1175-1315,
KC125847,1,94.341,2085,1a,94.868,2085,1175-1315,
KC125848,1,91.894,2085,1a,92.566,2085,1175-1315,
KC125849,1,95.588,2085,1a,95.300,2085,1175-1315,
KC125850,1,91.559,2085,1a,92.278,2085,1175-1315,
KC125855,1,94.005,2085,1a,94.245,2085,1175-1315,
KC125856,1,94.245,2085,1a,94.532,2085,1175-1315,
KC125857,1,94.820,2085,1a,94.916,2085,1175-1315,
KC125860,1,94.005,2085,1a,93.909,2085,1175-1315,
KC125861,1,93.525,2085,1a,93.477,2085,1175-1315,
