Accession,AssignedGenotype,Subtype2aDistance,Subtype2aDistance,Subtype2bDistance,Subtype2bDistance,Subtype2cDistance,Subtype2dDistance,Subtype2eDistance,Subtype2fDistance,Subtype2fDistance,Subtype2iDistance,Subtype2jDistance,Subtype2jDistance,Subtype2kDistance,Subtype2lDistance,Subtype2lDistance,Subtype2mDistance,Subtype2mDistance,Subtype2qDistance,Subtype2qDistance,Subtype2rDistance,Subtype2tDistance,Subtype2uDistance,Subtype2vDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
AY232741,2,21.089,21.089,6.688,6.688,21.975,21.880,22.187,21.815,21.815,21.709,20.877,20.877,22.718,25.490,25.490,21.603,21.603,21.921,21.921,22.240,20.966,21.285,21.975,2b,6.688,2j,20.877
AY232742,2,21.723,21.723,6.741,6.741,22.134,22.570,22.205,22.346,22.346,22.346,21.142,21.142,22.983,26.126,26.126,20.966,20.966,21.868,21.868,22.665,21.125,22.452,22.505,2b,6.741,2m,20.966
AY232743,2,21.829,21.829,6.741,6.741,22.134,22.677,22.417,22.346,22.346,22.346,21.142,21.142,23.089,26.073,26.073,21.072,21.072,21.762,21.762,22.558,21.285,22.452,22.505,2b,6.741,2m,21.072
AY232744,2,21.776,21.776,6.794,6.794,22.759,23.461,22.893,22.546,22.546,22.930,21.395,21.395,23.065,26.444,26.444,21.081,21.081,21.538,21.538,22.564,20.743,22.417,23.089,2b,6.794,2t,20.743
AY232745,2,22.146,22.146,7.059,7.059,22.599,23.514,22.946,22.599,22.599,22.665,20.972,20.972,23.065,26.444,26.444,21.133,21.133,21.485,21.485,23.093,20.743,22.576,23.036,2b,7.059,2t,20.743
AY232746,2,21.723,21.723,9.395,9.395,22.452,22.092,22.718,21.921,21.921,22.240,20.877,20.877,22.069,26.073,26.073,21.391,21.391,21.698,21.698,22.747,20.435,22.452,23.142,2b,9.395,2t,20.435
AY232747,2,21.670,21.670,9.773,9.773,22.611,22.199,22.771,21.921,21.921,22.399,21.089,21.089,22.228,26.073,26.073,21.304,21.304,21.592,21.592,22.800,20.754,22.558,23.195,2b,9.773,2t,20.754
AY232748,2,21.195,21.195,6.635,6.635,21.709,21.986,22.346,21.391,21.391,22.293,20.972,20.972,22.918,26.115,26.115,21.220,21.220,21.751,21.751,22.293,21.338,21.550,21.921,2b,6.635,2j,20.972
AY232749,2,20.825,20.825,6.794,6.794,21.550,21.933,22.240,21.338,21.338,22.399,20.919,20.919,22.759,26.062,26.062,21.008,21.008,21.485,21.485,22.346,21.285,21.231,21.815,2b,6.794,2a,20.825
AY746460,2,7.554,7.554,21.670,21.670,18.896,18.375,19.214,19.374,19.374,18.577,19.237,19.237,18.737,25.132,25.132,18.312,18.312,17.887,17.887,18.365,21.815,18.577,20.754,2a,7.554,2q,17.887
GU945426,2,5.965,5.965,25.263,25.263,19.684,19.123,22.320,19.298,19.298,20.387,19.332,19.332,21.670,28.070,28.070,19.332,19.332,20.211,20.211,20.914,25.965,19.298,25.263,2a,5.965,2d,19.123
GU945431,2,6.140,6.140,25.439,25.439,19.859,19.298,22.496,19.474,19.474,20.562,19.508,19.508,21.847,28.246,28.246,19.508,19.508,20.387,20.387,21.090,26.140,19.474,25.439,2a,6.140,2d,19.298
HM568432,2,21.512,21.512,9.297,9.297,21.709,22.464,22.134,22.346,22.346,22.134,20.761,20.761,22.877,26.324,26.324,21.485,21.485,22.322,22.322,22.452,20.276,21.975,22.930,2b,9.297,2t,20.276
HM568433,2,21.195,21.195,8.546,8.546,21.975,22.836,21.834,22.399,22.399,21.887,20.814,20.814,22.546,26.232,26.232,20.265,20.265,21.739,21.739,22.028,20.807,22.452,22.983,2b,8.546,2m,20.265
HM568434,2,21.987,21.987,9.562,9.562,21.231,22.836,21.868,22.346,22.346,22.718,21.025,21.025,22.665,25.689,25.689,21.167,21.167,21.739,21.739,23.036,21.285,22.399,23.195,2b,9.562,2j,21.025
HM568435,2,21.353,21.353,8.716,8.716,21.145,22.092,21.868,22.346,22.346,22.771,20.444,20.444,22.706,25.914,25.914,21.061,21.061,22.228,22.228,22.346,20.255,22.028,22.771,2b,8.716,2t,20.255
HM568436,2,22.093,22.093,9.076,9.076,22.682,22.199,21.379,21.815,21.815,22.240,21.383,21.383,22.665,26.444,26.444,21.633,21.633,21.751,21.751,22.417,20.966,23.036,23.089,2b,9.076,2t,20.966
HM568437,2,21.353,21.353,9.456,9.456,21.516,22.889,22.399,21.921,21.921,22.346,21.025,21.025,22.399,25.119,25.119,20.785,20.785,21.485,21.485,22.452,20.488,21.444,22.505,2b,9.456,2t,20.488
HM777358,2,20.085,20.085,20.825,20.825,17.675,19.012,19.798,18.684,18.684,19.161,0.000,0.000,19.002,26.124,26.124,19.321,19.321,18.577,18.577,18.949,21.762,19.671,19.586,2j,0.000,2c,17.675
HM777359,2,20.074,20.074,21.580,21.580,17.834,18.163,19.533,18.949,18.949,18.843,8.769,8.769,19.002,25.516,25.516,18.100,18.100,18.100,18.100,18.365,21.379,18.992,19.692,2j,8.769,2c,17.834
HQ623275,2,24.170,24.170,10.313,10.313,26.186,27.860,25.806,25.277,25.277,24.354,24.170,24.170,26.515,28.224,28.224,23.729,23.729,22.878,22.878,26.742,24.242,24.309,28.273,2b,10.313,2q,22.878
HQ623276,2,20.111,20.111,24.053,24.053,9.208,19.153,19.697,17.680,17.680,20.664,17.897,17.897,22.140,27.820,27.820,20.295,20.295,18.635,18.635,18.969,24.725,20.111,21.547,2c,9.208,2f,17.680
HQ623277,2,19.403,19.403,23.295,23.295,8.656,18.048,19.004,19.337,19.337,21.388,19.004,19.004,20.664,25.940,25.940,19.373,19.373,19.004,19.004,19.337,24.359,19.742,19.890,2c,8.656,2d,18.048
HQ623278,2,20.994,20.994,23.208,23.208,18.574,17.897,19.093,16.236,16.236,9.024,19.153,19.153,18.406,27.841,27.841,20.114,20.114,19.153,19.153,19.545,25.461,19.557,20.857,2i,9.024,2f,16.236
HQ623279,2,20.626,20.626,26.604,26.604,21.956,19.557,21.547,17.712,17.712,10.129,19.153,19.153,19.924,28.320,28.320,20.463,20.463,21.363,21.363,20.493,26.753,20.301,21.910,2i,10.129,2f,17.712
HQ623280,2,23.757,23.757,25.283,25.283,20.295,19.318,20.605,18.386,18.386,11.234,20.265,20.265,21.252,27.820,27.820,20.077,20.077,20.493,20.493,20.873,27.306,19.737,21.013,2i,11.234,2f,18.386
HQ623281,2,19.963,19.963,25.612,25.612,18.491,19.373,20.994,19.557,19.557,20.833,19.153,19.153,8.656,28.679,28.679,19.004,19.004,18.785,18.785,18.450,24.723,19.373,21.033,2k,8.656,2r,18.450
HQ623282,2,27.308,27.308,28.324,28.324,27.290,28.440,27.938,27.491,27.491,28.205,28.177,28.177,31.365,18.600,18.600,27.746,27.746,26.604,26.604,27.606,26.419,,29.907,2l,18.600,2q,26.604
HQ623283,2,27.808,27.808,25.806,25.806,26.568,26.937,27.675,26.568,26.568,29.520,25.646,25.646,27.860,30.654,30.654,27.306,27.306,25.092,25.092,27.255,12.177,27.122,27.860,2t,12.177,2q,25.092
HQ623284,2,24.354,24.354,21.495,21.495,23.389,22.468,23.062,21.363,21.363,22.889,21.587,21.587,22.770,27.410,27.410,22.325,22.325,21.771,21.771,24.678,23.573,24.539,22.059,2f,21.363,2j,21.587
HQ623285,2,19.021,19.021,25.047,25.047,17.925,20.111,21.179,18.635,18.635,20.455,18.015,18.015,10.313,28.679,28.679,17.343,17.343,17.495,17.495,20.111,25.472,19.697,21.402,2k,10.313,2m,17.343
HQ623286,2,23.684,23.684,9.193,9.193,24.432,25.376,23.819,22.830,22.830,23.585,23.308,23.308,24.478,27.432,27.432,23.106,23.106,23.674,23.674,25.237,25.806,24.309,26.326,2b,9.193,2f,22.830
HQ623287,2,26.335,26.335,24.432,24.432,26.015,26.015,25.967,25.830,25.830,26.888,23.573,23.573,26.888,28.785,28.785,24.170,24.170,22.468,22.468,26.488,15.498,25.092,26.888,2t,15.498,2q,22.468
HQ623288,2,11.070,11.070,24.248,24.248,20.994,20.074,21.172,19.890,19.890,23.432,20.480,20.480,21.063,27.148,27.148,20.493,20.493,20.480,20.480,20.468,26.163,19.188,23.694,2a,11.070,2u,19.188
HQ623289,2,24.436,24.436,9.576,9.576,25.047,26.880,25.331,24.717,24.717,23.801,23.872,23.872,25.047,29.602,29.602,23.552,23.552,23.120,23.120,26.565,23.529,24.578,27.135,2b,9.576,2q,23.120
HQ623290,2,19.557,19.557,23.321,23.321,9.392,16.575,18.450,17.864,17.864,19.557,18.450,18.450,20.935,25.794,25.794,19.004,19.004,18.635,18.635,17.864,23.626,19.188,18.969,2c,9.392,2d,16.575
HQ623291,2,22.948,22.948,26.365,26.365,20.943,21.587,23.204,21.218,21.218,21.970,18.969,18.969,12.523,32.157,32.157,21.587,21.587,18.785,18.785,21.771,27.122,22.140,24.354,2k,12.523,2q,18.785
HQ623292,2,11.808,11.808,25.564,25.564,21.363,20.442,21.172,19.705,19.705,24.170,22.140,22.140,21.822,28.125,28.125,20.493,20.493,22.140,22.140,21.642,27.605,20.664,24.254,2a,11.808,2f,19.705
HQ623293,2,28.814,28.814,31.461,31.461,28.195,30.114,28.166,27.850,27.850,31.579,29.537,29.537,,10.497,10.497,,,30.492,30.492,29.412,29.447,28.785,29.851,2l,10.497,2f,27.850
HQ623294,2,20.810,20.810,22.411,22.411,17.343,18.819,18.600,17.897,17.897,18.232,18.232,18.232,18.600,27.273,27.273,19.188,19.188,19.153,19.153,19.373,24.539,18.450,21.822,2c,17.343,2f,17.897
HQ623295,2,27.205,27.205,29.490,29.490,27.068,28.113,27.462,27.290,27.290,28.759,29.245,29.245,30.056,9.444,9.444,27.925,27.925,27.547,27.547,28.302,27.068,26.888,27.985,2l,9.444,2u,26.888
HQ623296,2,19.742,19.742,24.099,24.099,8.287,18.416,19.742,18.048,18.048,20.826,17.159,17.159,21.063,26.316,26.316,19.355,19.355,17.658,17.658,18.596,24.359,19.188,21.179,2c,8.287,2j,17.159
HQ623297,2,19.705,19.705,24.482,24.482,19.188,19.004,20.994,19.188,19.188,20.810,17.311,17.311,8.656,29.434,29.434,17.897,17.897,17.311,17.311,18.819,24.539,19.742,21.033,2k,8.656,2q,17.311
HQ623298,2,21.218,21.218,23.208,23.208,8.103,19.153,19.557,19.705,19.705,22.139,18.635,18.635,22.034,26.316,26.316,21.218,21.218,19.188,19.188,20.258,24.725,21.587,21.363,2c,8.103,2j,18.635
HQ623299,2,11.070,11.070,26.692,26.692,21.363,21.179,23.440,19.705,19.705,21.771,21.033,21.033,20.304,28.922,28.922,20.683,20.683,20.480,20.480,21.642,26.640,21.402,24.627,2a,11.070,2f,19.705
HQ623300,2,20.994,20.994,23.962,23.962,21.013,19.557,18.715,16.421,16.421,10.129,18.600,18.600,21.252,26.758,26.758,19.734,19.734,20.810,20.810,19.924,24.723,20.111,21.229,2i,10.129,2f,16.421
HQ623301,2,13.260,13.260,25.940,25.940,21.402,21.218,23.150,20.480,20.480,25.230,22.099,22.099,23.208,28.113,28.113,22.509,22.509,21.731,21.731,22.948,28.782,21.402,26.493,2a,13.260,2f,20.480
HQ623302,2,25.046,25.046,24.571,24.571,23.616,22.901,26.703,23.985,23.985,26.145,26.151,26.151,22.099,29.094,29.094,24.539,24.539,22.836,22.836,25.830,27.491,23.985,25.646,2k,22.099,2q,22.836
HQ623303,2,21.915,21.915,23.684,23.684,22.325,21.956,24.008,21.033,21.033,22.702,21.956,21.956,21.632,27.344,27.344,21.402,21.402,22.694,22.694,23.719,26.376,20.994,24.170,2u,20.994,2f,21.033
HQ623304,2,12.177,12.177,23.684,23.684,19.890,19.521,21.172,18.232,18.232,22.694,19.926,19.926,21.442,26.705,26.705,19.924,19.924,19.557,19.557,20.709,27.072,19.557,24.067,2a,12.177,2f,18.232
HQ623305,2,20.480,20.480,25.047,25.047,16.390,18.232,19.742,19.153,19.153,19.742,19.557,19.557,20.849,28.224,28.224,19.926,19.926,18.819,18.819,20.258,25.046,17.712,22.468,2c,16.390,2u,17.712
HQ623306,2,21.363,21.363,23.321,23.321,23.640,25.830,25.000,22.694,22.694,22.519,23.941,23.941,22.836,27.672,27.672,21.497,21.497,21.547,21.547,22.878,24.539,22.476,23.985,2a,21.363,2q,21.547
HQ623307,2,22.325,22.325,25.472,25.472,19.887,19.890,20.605,18.416,18.416,11.624,19.742,19.742,19.545,28.843,28.843,20.493,20.493,20.111,20.111,19.734,26.519,19.188,22.099,2i,11.624,2f,18.416
HQ623308,2,20.810,20.810,24.340,24.340,21.951,19.742,21.361,16.790,16.790,10.129,18.969,18.969,19.355,26.824,26.824,19.691,19.691,19.521,19.521,19.355,26.568,20.111,21.601,2i,10.129,2f,16.790
HQ623309,2,21.218,21.218,25.996,25.996,19.705,20.626,20.114,20.258,20.258,22.011,22.509,22.509,21.956,27.684,27.684,20.111,20.111,22.140,22.140,20.258,25.783,22.140,22.468,2c,19.705,2r,20.258
HQ623310,2,21.363,21.363,24.105,24.105,19.742,20.111,22.284,19.004,19.004,21.179,18.416,18.416,20.442,26.981,26.981,19.004,19.004,17.680,17.680,21.587,23.247,18.819,23.616,2q,17.680,2j,18.416
HQ623311,2,21.033,21.033,23.540,23.540,9.208,18.600,21.023,19.521,19.521,21.587,18.635,18.635,20.480,27.820,27.820,19.742,19.742,18.819,18.819,20.074,23.993,19.926,21.547,2c,9.208,2d,18.600
HQ623312,2,20.442,20.442,24.340,24.340,18.199,19.444,19.282,17.593,17.593,8.840,18.416,18.416,18.596,27.820,27.820,18.786,18.786,20.626,20.626,20.114,26.296,18.519,21.788,2i,8.840,2f,17.593
HQ623313,2,9.945,9.945,23.519,23.519,20.849,19.373,20.794,16.790,16.790,19.890,20.258,20.258,19.734,26.186,26.186,19.924,19.924,17.680,17.680,20.336,26.489,20.111,22.575,2a,9.945,2f,16.790
HQ623314,2,22.325,22.325,7.880,7.880,24.099,23.340,24.099,23.396,23.396,23.801,22.011,22.011,23.674,27.704,27.704,21.053,21.053,21.805,21.805,24.482,22.878,22.140,25.806,2b,7.880,2m,21.053
HQ623315,2,21.455,21.455,24.248,24.248,19.434,21.402,20.442,19.521,19.521,20.873,19.337,19.337,9.761,28.705,28.705,19.373,19.373,18.416,18.416,18.819,25.461,17.578,20.664,2k,9.761,2q,18.416
HQ623316,2,20.810,20.810,24.621,24.621,8.471,18.048,20.295,19.337,19.337,20.450,18.635,18.635,20.527,26.316,26.316,19.373,19.373,19.188,19.188,19.337,24.309,19.742,20.994,2c,8.471,2d,18.048
HQ623317,2,9.779,9.779,24.624,24.624,20.258,19.153,20.416,18.048,18.048,21.771,19.373,19.373,21.442,26.367,26.367,19.734,19.734,20.480,20.480,20.522,26.325,19.188,23.694,2a,9.779,2f,18.048
HQ623318,2,20.111,20.111,24.060,24.060,17.712,17.897,19.742,18.819,18.819,20.849,19.373,19.373,20.114,28.463,28.463,19.705,19.705,19.188,19.188,18.635,24.539,16.974,20.849,2u,16.974,2d,17.897
HQ623319,2,19.705,19.705,23.551,23.551,18.635,18.819,19.282,18.819,18.819,18.785,15.838,15.838,17.647,27.652,27.652,18.266,18.266,17.495,17.495,18.406,25.277,16.605,20.664,2j,15.838,2u,16.605
HQ639938,2,0.000,0.000,22.399,22.399,19.798,20.393,20.159,19.480,19.480,19.798,20.509,20.509,20.541,26.698,26.698,18.577,18.577,19.002,19.002,20.170,22.446,18.843,21.516,2a,0.000,2m,18.577
HQ639939,2,0.000,0.000,22.399,22.399,19.798,20.393,20.159,19.480,19.480,19.798,20.509,20.509,20.541,26.698,26.698,18.577,18.577,19.002,19.002,20.170,22.446,18.843,21.516,2a,0.000,2m,18.577
HQ639943,2,10.565,10.565,21.617,21.617,20.011,18.959,18.365,19.268,19.268,20.488,20.286,20.286,20.064,25.990,25.990,18.524,18.524,19.108,19.108,19.374,22.611,19.002,21.497,2a,10.565,2e,18.365
HQ639944,2,4.915,4.915,22.877,22.877,19.268,20.287,20.637,20.117,20.117,20.223,20.922,20.922,20.807,26.310,26.310,19.268,19.268,18.896,18.896,19.533,22.446,19.108,21.728,2a,4.915,2q,18.896
HQ639945,2,0.000,0.000,22.399,22.399,19.798,20.393,20.159,19.480,19.480,19.798,20.509,20.509,20.541,26.698,26.698,18.577,18.577,19.002,19.002,20.170,22.446,18.843,21.516,2a,0.000,2m,18.577
JF735110,2,22.357,22.357,22.093,22.093,21.633,22.016,22.546,22.028,22.028,22.240,21.414,21.414,22.293,26.129,26.129,21.857,21.857,22.558,22.558,21.857,21.645,22.677,22.653,2j,21.414,2c,21.633
JF735111,2,17.812,17.812,21.353,21.353,19.321,18.737,18.524,18.047,18.047,18.684,18.912,18.912,17.825,24.815,24.815,0.000,0.000,17.941,17.941,17.304,20.785,17.700,19.321,2m,0.000,2r,17.304
JF735112,2,18.816,18.816,22.399,22.399,18.813,19.065,20.223,18.631,18.631,18.471,19.078,19.078,18.737,25.425,25.425,17.700,17.700,18.524,18.524,18.896,21.231,0.000,19.745,2u,0.000,2m,17.700
JF735113,2,19.650,19.650,21.769,21.769,17.941,18.640,20.064,18.577,18.577,18.939,0.000,0.000,19.268,25.859,25.859,18.843,18.843,19.268,19.268,19.586,21.538,19.055,20.371,2j,0.000,2c,17.941
JF735114,2,19.186,19.186,22.727,22.727,17.631,0.000,17.525,15.613,15.613,18.481,18.640,18.640,18.534,26.182,26.182,18.737,18.737,19.012,19.012,17.313,21.614,19.065,18.534,2d,0.000,2f,15.613
JF735115,2,18.172,18.172,22.322,22.322,17.197,17.313,17.082,18.896,18.896,17.622,18.922,18.922,17.994,25.674,25.674,17.304,17.304,17.728,17.728,0.000,21.578,18.896,18.790,2r,0.000,2e,17.082
JF735116,2,18.760,18.760,21.636,21.636,17.869,19.278,18.684,17.569,17.569,18.399,19.290,19.290,18.843,25.847,25.847,17.781,17.781,18.707,18.707,19.639,21.485,18.577,19.374,2f,17.569,2m,17.781
JF735117,2,18.489,18.489,21.055,21.055,17.410,17.887,18.843,17.941,17.941,18.206,17.653,17.653,18.843,26.082,26.082,18.684,18.684,18.047,18.047,18.577,21.975,18.896,18.524,2c,17.410,2j,17.653
JF735118,2,19.239,19.239,22.199,22.199,18.230,19.543,19.639,19.745,19.745,18.090,18.909,18.909,17.091,25.569,25.569,17.516,17.516,15.340,15.340,18.196,22.452,18.896,19.523,2q,15.340,2k,17.091
JF735119,2,19.979,19.979,22.081,22.081,18.896,19.543,18.949,19.745,19.745,20.117,20.562,20.562,20.860,25.623,25.623,19.321,19.321,20.371,20.371,19.480,21.815,17.463,20.011,2u,17.463,2c,18.896
JF735120,2,19.292,19.292,22.099,22.099,18.047,17.525,0.000,18.471,18.471,18.790,19.767,19.767,19.045,26.085,26.085,18.355,18.355,19.055,19.055,17.082,22.399,20.223,19.480,2e,0.000,2r,17.082
JQ061413,2,21.687,21.687,10.115,10.115,21.636,21.483,22.470,19.947,19.947,20.026,21.255,21.255,21.958,25.515,25.515,20.104,20.104,22.078,22.078,21.532,18.791,22.080,23.990,2b,10.115,2t,18.791
JQ061414,2,23.134,23.134,10.406,10.406,23.418,22.164,23.592,22.060,22.060,20.886,21.748,21.748,23.312,26.590,26.590,21.436,21.436,22.526,22.526,22.789,21.360,22.523,25.026,2b,10.406,2i,20.886
JQ061415,2,22.923,22.923,10.406,10.406,23.418,21.956,23.379,22.060,22.060,20.886,21.748,21.748,23.312,26.590,26.590,21.436,21.436,22.526,22.526,22.789,21.148,22.523,25.026,2b,10.406,2i,20.886
JQ061416,2,23.028,23.028,10.302,10.302,23.312,22.060,23.379,22.164,22.164,20.992,21.852,21.852,23.312,26.486,26.486,21.540,21.540,22.632,22.632,22.685,21.254,22.628,25.026,2b,10.302,2i,20.992
JQ061417,2,23.028,23.028,10.302,10.302,23.312,22.060,23.486,21.956,21.956,20.781,21.644,21.644,23.207,26.486,26.486,21.332,21.332,22.421,22.421,22.685,21.254,22.419,24.922,2b,10.302,2i,20.781
JQ061418,2,23.134,23.134,10.198,10.198,23.312,21.956,23.379,22.060,22.060,20.992,21.852,21.852,23.418,26.382,26.382,21.644,21.644,22.526,22.526,22.685,21.148,22.732,25.130,2b,10.198,2i,20.992
JQ061419,2,23.239,23.239,10.302,10.302,23.418,22.060,23.486,22.060,22.060,21.097,21.956,21.956,23.523,26.486,26.486,21.748,21.748,22.632,22.632,22.789,21.254,22.836,25.235,2b,10.302,2i,21.097
JQ061420,2,22.923,22.923,10.406,10.406,23.418,21.956,23.379,22.060,22.060,20.886,21.748,21.748,23.312,26.590,26.590,21.436,21.436,22.526,22.526,22.789,21.148,22.523,25.026,2b,10.406,2i,20.886
JQ061421,2,22.923,22.923,10.614,10.614,23.418,21.748,23.379,21.956,21.956,20.886,21.852,21.852,23.418,26.486,26.486,21.332,21.332,22.421,22.421,22.997,21.041,22.523,25.026,2b,10.614,2i,20.886
JQ061422,2,23.028,23.028,10.302,10.302,23.418,21.852,23.379,21.956,21.956,20.886,21.748,21.748,23.418,26.486,26.486,21.540,21.540,22.421,22.421,22.789,21.041,22.628,25.130,2b,10.302,2i,20.886
JQ061423,2,21.010,21.010,8.950,8.950,20.803,20.820,21.118,21.165,21.165,21.657,20.440,20.440,20.509,25.144,25.144,20.131,20.131,21.493,21.493,20.427,18.570,21.693,21.001,2b,8.950,2t,18.570
JQ061424,2,21.010,21.010,8.950,8.950,20.867,20.820,21.035,21.165,21.165,21.575,20.358,20.358,20.673,25.144,25.144,20.296,20.296,21.411,21.411,20.345,18.652,21.775,21.083,2b,8.950,2t,18.652
JQ061425,2,21.010,21.010,8.950,8.950,20.885,20.902,21.035,21.083,21.083,21.575,20.358,20.358,20.509,25.144,25.144,20.131,20.131,21.411,21.411,20.345,18.652,21.775,21.001,2b,8.950,2t,18.652
JQ061426,2,21.091,21.091,8.869,8.869,20.966,20.984,20.953,21.165,21.165,21.657,20.440,20.440,20.591,25.062,25.062,20.214,20.214,21.493,21.493,20.427,18.735,21.857,21.083,2b,8.869,2t,18.735
JQ061427,2,21.010,21.010,8.950,8.950,20.867,20.820,21.035,21.165,21.165,21.575,20.358,20.358,20.673,25.144,25.144,20.296,20.296,21.411,21.411,20.345,18.652,21.775,21.083,2b,8.950,2t,18.652
JQ061428,2,21.010,21.010,8.950,8.950,20.885,20.902,21.035,21.083,21.083,21.575,20.358,20.358,20.509,25.144,25.144,20.131,20.131,21.411,21.411,20.345,18.652,21.775,21.001,2b,8.950,2t,18.652
JQ061429,2,21.091,21.091,9.032,9.032,20.949,20.902,21.118,21.247,21.247,21.657,20.440,20.440,20.755,25.226,25.226,20.378,20.378,21.493,21.493,20.427,18.735,21.857,21.165,2b,9.032,2t,18.735
JQ061430,2,21.010,21.010,8.950,8.950,20.867,20.820,21.035,21.165,21.165,21.575,20.358,20.358,20.673,25.144,25.144,20.296,20.296,21.411,21.411,20.345,18.652,21.775,21.083,2b,8.950,2t,18.652
JQ061431,2,21.010,21.010,8.950,8.950,20.867,20.820,21.035,21.165,21.165,21.575,20.358,20.358,20.673,25.144,25.144,20.296,20.296,21.411,21.411,20.345,18.652,21.775,21.083,2b,8.950,2t,18.652
JQ061432,2,21.010,21.010,8.950,8.950,20.885,20.902,21.035,21.083,21.083,21.575,20.358,20.358,20.509,25.144,25.144,20.131,20.131,21.411,21.411,20.345,18.652,21.775,21.001,2b,8.950,2t,18.652
JQ061475,2,23.344,23.344,10.718,10.718,23.734,22.164,23.698,22.268,22.268,21.203,22.060,22.060,23.734,26.903,26.903,21.852,21.852,22.737,22.737,23.101,21.467,22.941,25.443,2b,10.718,2i,21.203
JQ061476,2,23.134,23.134,10.198,10.198,23.312,21.956,23.379,22.060,22.060,20.992,21.852,21.852,23.418,26.382,26.382,21.644,21.644,22.526,22.526,22.685,21.148,22.732,25.130,2b,10.198,2i,20.992
JQ061477,2,23.134,23.134,10.614,10.614,23.629,21.852,23.061,22.164,22.164,21.097,22.060,22.060,23.312,26.590,26.590,21.644,21.644,22.421,22.421,22.789,21.254,22.836,25.130,2b,10.614,2i,21.097
JQ061478,2,23.344,23.344,10.614,10.614,23.629,22.060,23.592,22.268,22.268,21.203,21.956,21.956,23.734,26.799,26.799,21.852,21.852,22.737,22.737,22.997,21.360,22.941,25.443,2b,10.614,2i,21.203
JQ061479,2,23.134,23.134,10.926,10.926,23.629,22.268,23.911,22.060,22.060,20.992,22.164,22.164,23.418,26.799,26.799,21.644,21.644,22.737,22.737,23.205,21.573,22.941,25.443,2b,10.926,2i,20.992
JQ061480,2,23.134,23.134,10.614,10.614,23.523,21.956,23.486,22.060,22.060,20.992,21.852,21.852,23.523,26.382,26.382,21.644,21.644,22.526,22.526,22.893,20.935,22.732,25.235,2b,10.614,2i,20.992
JQ061481,2,23.239,23.239,10.302,10.302,23.418,22.060,23.486,22.164,22.164,21.097,21.956,21.956,23.523,26.486,26.486,21.748,21.748,22.632,22.632,22.789,21.254,22.836,25.235,2b,10.302,2i,21.097
JQ061482,2,22.954,22.954,10.406,10.406,23.442,21.852,23.167,21.956,21.956,21.119,21.852,21.852,23.337,26.590,26.590,21.540,21.540,22.421,22.421,22.893,21.041,22.523,25.130,2b,10.406,2i,21.119
JQ061483,2,21.254,21.254,9.276,9.276,20.867,21.148,21.282,21.247,21.247,21.821,20.603,20.603,20.919,25.308,25.308,20.542,20.542,21.657,21.657,20.591,18.652,21.775,21.329,2b,9.276,2t,18.652
JQ061484,2,21.091,21.091,9.032,9.032,20.803,20.984,21.118,21.165,21.165,21.739,20.358,20.358,20.263,25.226,25.226,20.214,20.214,21.493,21.493,20.263,18.570,21.693,21.083,2b,9.032,2t,18.570
JQ061485,2,21.498,21.498,9.439,9.439,21.130,21.148,21.364,21.329,21.329,21.821,20.765,20.765,20.673,25.308,25.308,20.460,20.460,21.739,21.739,20.755,19.145,22.186,21.247,2b,9.439,2t,19.145
JQ061486,2,21.173,21.173,9.113,9.113,21.130,21.148,21.282,21.493,21.493,21.985,20.684,20.684,20.755,25.390,25.390,20.296,20.296,21.821,21.821,20.591,19.063,22.021,21.247,2b,9.113,2t,19.063
JQ061487,2,21.173,21.173,9.113,9.113,21.048,21.230,21.118,21.411,21.411,21.739,20.521,20.521,20.509,25.226,25.226,20.214,20.214,21.575,21.575,20.509,18.817,21.775,21.247,2b,9.113,2t,18.817
JQ061488,2,21.254,21.254,9.194,9.194,21.113,21.066,21.282,21.411,21.411,21.821,20.603,20.603,20.919,25.308,25.308,20.542,20.542,21.657,21.657,20.591,18.899,21.857,21.247,2b,9.194,2t,18.899
JQ061526,2,23.134,23.134,10.510,10.510,23.418,21.852,23.379,22.060,22.060,20.886,21.748,21.748,23.418,26.590,26.590,21.748,21.748,22.632,22.632,22.893,21.254,22.628,25.130,2b,10.510,2i,20.886
JQ061527,2,23.028,23.028,10.406,10.406,23.312,21.748,23.273,21.956,21.956,20.781,21.644,21.644,23.312,26.486,26.486,21.644,21.644,22.526,22.526,22.789,21.148,22.523,25.026,2b,10.406,2i,20.781
JQ061528,2,23.028,23.028,10.406,10.406,23.312,21.748,23.273,21.956,21.956,20.781,21.644,21.644,23.312,26.486,26.486,21.644,21.644,22.526,22.526,22.789,21.148,22.523,25.026,2b,10.406,2i,20.781
JQ061529,2,23.239,23.239,10.614,10.614,23.523,21.956,23.102,22.164,22.164,20.992,21.852,21.852,23.523,26.694,26.694,21.852,21.852,22.632,22.632,22.997,21.176,22.732,25.235,2b,10.614,2i,20.992
JQ061530,2,23.028,23.028,10.406,10.406,23.312,21.748,23.273,21.956,21.956,20.781,21.644,21.644,23.312,26.486,26.486,21.644,21.644,22.526,22.526,22.789,21.148,22.523,25.026,2b,10.406,2i,20.781
