Accession,ClosestSubtypeAlignedNT,Genotype1Distance,Genotype2Distance,Genotype3Distance,Genotype4Distance,Genotype5Distance,Genotype6Distance,Genotype7Distance,Genotype8Distance,FirstChoiceGenotype,FirstChoiceDistance,SecondChoiceGenotype,SecondChoiceDistance
AB709444,900,22.062,30.700,32.766,27.039,28.231,28.876,32.651,29.065,1,22.062,4,27.039
AB709445,899,20.690,29.062,32.346,26.832,27.891,27.159,31.167,28.395,1,20.690,4,26.832
AB709446,900,23.060,29.560,31.109,28.287,29.079,29.654,31.758,28.345,1,23.060,4,28.287
AB709447,900,22.284,29.724,31.498,27.845,27.251,27.648,31.288,28.396,1,22.284,6,27.648
AB709448,900,21.951,28.729,30.691,26.821,28.191,27.728,31.966,27.809,1,21.951,4,26.821
AB709449,899,22.435,29.613,31.031,26.748,27.894,29.366,31.649,27.015,1,22.435,4,26.748
AB709450,900,22.062,30.497,32.203,27.384,28.508,28.254,31.076,28.490,1,22.062,4,27.384
AB709451,900,22.062,29.785,31.484,26.339,27.551,27.978,31.846,29.252,1,22.062,4,26.339
AB709452,900,23.667,29.724,32.313,28.018,27.987,27.889,32.127,28.231,1,23.667,5,27.987
AB709453,900,21.951,29.638,30.960,26.704,27.438,27.100,32.768,28.587,1,21.951,4,26.704
AB709454,900,22.616,30.608,31.854,27.704,28.018,28.508,32.890,28.263,1,22.616,4,27.704
AB709455,900,22.949,29.153,31.710,26.519,29.190,28.444,32.511,28.506,1,22.949,4,26.519
AB709456,900,22.173,29.558,32.086,27.364,29.171,28.027,31.047,28.365,1,22.173,4,27.364
AB709457,900,22.222,30.125,31.633,27.709,28.685,27.722,31.566,28.428,1,22.222,4,27.709
AB709458,900,22.949,29.438,31.144,28.045,28.111,27.840,30.612,28.142,1,22.949,5,28.111
AB709459,599,23.090,30.916,31.313,29.070,31.605,30.283,32.618,31.208,1,23.090,4,29.070
AB709460,900,22.173,29.801,31.859,28.571,28.798,28.086,31.611,27.283,1,22.173,8,27.283
AB709461,900,21.064,29.558,31.406,27.090,28.814,27.528,31.846,28.174,1,21.064,4,27.090
AB709462,900,21.508,29.558,31.406,27.374,28.005,28.989,30.566,28.619,1,21.508,4,27.374
AB709463,721,22.917,31.310,32.869,28.017,28.889,28.294,32.326,29.010,1,22.917,4,28.017
AB709464,900,21.729,30.011,31.370,26.533,28.798,27.865,32.164,28.842,1,21.729,4,26.533
AB709465,899,21.597,30.659,31.144,26.077,28.622,27.333,31.649,29.285,1,21.597,4,26.077
AB709466,900,22.444,29.457,32.390,27.753,27.938,28.062,32.940,27.904,1,22.444,5,27.938
AB709467,900,21.556,29.944,31.896,27.060,28.086,27.466,30.508,28.036,1,21.556,4,27.060
AB709468,900,21.951,28.729,31.973,27.039,29.634,28.041,31.611,27.951,1,21.951,4,27.039
AB709469,899,23.060,29.736,30.225,28.000,27.544,28.953,32.822,29.190,1,23.060,5,27.544
AB709470,893,22.111,30.204,31.179,27.425,28.118,27.753,31.966,28.023,1,22.111,4,27.425
AB709471,899,21.199,29.780,32.236,27.567,28.333,28.234,30.036,28.986,1,21.199,4,27.567
AB709472,900,23.675,30.166,31.412,26.415,28.191,28.237,31.003,28.944,1,23.675,4,26.415
AB709473,902,23.060,29.581,31.116,27.533,27.636,27.648,32.212,28.425,1,23.060,5,27.636
AB709474,900,23.836,30.066,31.746,28.524,27.636,28.587,31.649,28.311,1,23.836,5,27.636
AB709475,899,22.047,30.310,31.179,28.319,29.111,27.759,31.446,28.036,1,22.047,6,27.759
AB709476,900,22.222,29.944,32.993,26.451,28.153,27.784,31.039,28.953,1,22.222,4,26.451
AB709477,900,6.667,31.442,31.716,26.652,28.160,28.266,32.265,28.222,1,6.667,4,26.652
AB709478,900,23.333,30.484,31.567,28.603,27.778,27.609,31.415,29.452,1,23.333,5,27.778
AB709479,899,21.935,30.310,32.353,28.381,27.987,28.540,31.446,28.394,1,21.935,5,27.987
AB709480,900,22.062,29.605,32.429,27.039,28.781,28.539,31.560,28.396,1,22.062,4,27.039
AB709481,900,23.947,29.581,32.082,27.464,28.524,28.842,32.289,28.062,1,23.947,4,27.464
AB709482,900,20.732,28.912,31.859,26.689,29.171,28.331,31.333,29.065,1,20.732,4,26.689
AB709483,720,22.301,,31.680,28.794,27.562,28.571,33.638,30.540,1,22.301,5,27.562
AB709484,899,20.866,29.535,31.299,27.790,27.889,28.427,31.484,28.125,1,20.866,5,27.889
AB709485,899,21.468,29.365,31.746,26.421,28.345,27.722,30.918,28.763,1,21.468,4,26.421
AB709486,900,21.619,28.539,32.844,25.914,26.531,28.009,31.731,28.317,1,21.619,4,25.914
AB709487,899,21.246,30.464,30.926,26.979,29.379,28.507,31.212,29.543,1,21.246,4,26.979
AB709488,720,21.914,30.964,32.039,27.562,29.444,28.006,33.531,30.544,1,21.914,4,27.562
AB709489,900,21.508,30.464,31.782,26.339,27.551,27.759,30.993,28.763,1,21.508,4,26.339
AB709490,720,22.670,31.096,32.316,27.248,28.750,27.887,34.349,28.870,1,22.670,4,27.248
AB709491,899,21.754,30.351,31.144,26.421,28.766,28.171,31.490,28.285,1,21.754,4,26.421
AB709492,720,22.746,31.139,32.138,28.670,29.028,27.518,32.735,29.568,1,22.746,6,27.518
AB709493,900,21.064,28.426,31.003,25.864,28.104,27.640,31.010,27.728,1,21.064,4,25.864
AB709494,528,21.773,32.122,33.526,30.153,31.599,27.977,33.110,29.845,1,21.773,6,27.977
AB709495,525,23.699,30.975,32.661,29.714,28.324,28.843,34.659,31.214,1,23.699,5,28.324
AB709496,528,22.929,31.619,32.122,32.061,29.063,30.057,,32.108,1,22.929,5,29.063
AB709497,528,22.158,31.758,33.206,30.476,30.250,28.788,,32.108,1,22.158,6,28.788
AB709498,528,23.359,31.489,29.577,29.143,30.250,28.868,,,1,23.359,6,28.868
AB709499,528,22.351,,31.515,28.872,29.537,29.811,33.191,31.915,1,22.351,4,28.872
AB709500,528,21.773,30.857,30.710,29.602,29.672,27.925,31.443,31.467,1,21.773,6,27.925
AB709501,528,21.580,31.358,33.270,30.210,30.058,30.303,34.071,31.528,1,21.580,5,30.058
AB709502,528,22.115,30.930,30.909,27.969,30.303,28.598,32.766,30.888,1,22.115,6,28.598
AB709503,528,23.699,30.682,31.549,29.714,30.268,28.977,33.333,31.335,1,23.699,6,28.977
AB709504,528,21.387,29.278,32.056,29.198,29.672,29.490,32.979,32.108,1,21.387,6,29.490
AB709505,528,22.780,31.061,31.313,29.714,30.636,29.434,33.333,32.621,1,22.780,6,29.434
AB709506,720,21.775,31.034,32.113,26.731,29.006,28.216,32.239,29.986,1,21.775,4,26.731
AB709507,900,22.949,28.733,32.766,26.228,28.685,27.090,31.325,28.508,1,22.949,4,26.228
AB709508,900,22.333,28.619,31.973,25.831,27.858,27.171,31.681,27.582,1,22.333,4,25.831
AB709509,900,21.840,28.394,32.240,27.536,27.809,28.363,32.212,28.810,1,21.840,5,27.809
AB709510,900,21.951,29.457,32.276,26.756,29.204,27.528,32.087,27.617,1,21.951,4,26.756
AB709511,720,23.024,30.812,32.128,28.571,27.917,28.470,33.681,,1,23.024,5,27.917
AB709512,900,22.000,29.525,31.896,26.837,27.778,28.812,31.484,28.921,1,22.000,4,26.837
AB709513,900,22.173,29.757,32.466,27.434,28.857,29.222,31.643,28.263,1,22.173,4,27.434
AB709514,900,22.062,30.253,31.859,26.246,27.858,28.508,32.931,27.469,1,22.062,4,26.246
AB709515,899,22.309,29.263,31.046,29.000,29.712,28.540,31.257,28.082,1,22.309,8,28.082
AB709516,899,22.309,28.053,31.793,26.562,27.551,28.876,32.048,28.651,1,22.309,4,26.562
AB709517,900,21.619,28.313,31.941,25.584,28.377,28.700,30.843,28.587,1,21.619,4,25.584
AB709518,900,22.949,30.143,31.937,27.263,28.302,27.858,32.048,27.828,1,22.949,4,27.263
AB709519,900,22.616,29.282,30.804,26.135,29.111,28.285,31.566,28.036,1,22.616,4,26.135
AB709520,900,22.949,29.923,31.527,28.208,27.844,28.094,31.280,27.617,1,22.949,8,27.617
AB709521,900,21.286,28.733,32.841,26.786,28.377,29.213,31.114,28.508,1,21.286,4,26.786
AB709522,899,21.646,27.943,30.656,27.655,27.697,27.982,30.806,27.841,1,21.646,5,27.697
AB709523,900,21.286,30.574,32.285,27.740,29.282,28.219,30.788,28.285,1,21.286,4,27.740
AB709524,900,21.840,29.492,30.621,26.734,28.231,27.578,31.363,29.338,1,21.840,4,26.734
AB709525,899,22.497,29.405,32.127,27.938,28.222,27.394,32.485,27.469,1,22.497,6,27.394
AB709526,899,22.097,29.107,30.995,28.115,27.667,28.031,32.199,27.582,1,22.097,5,27.667
AB709527,900,22.062,29.898,31.859,27.353,29.345,28.058,32.053,28.508,1,22.062,4,27.353
AB709528,900,21.951,29.944,31.222,27.121,28.927,28.475,31.884,28.539,1,21.951,4,27.121
AB709529,899,21.421,28.825,31.567,26.867,27.544,28.346,31.693,28.571,1,21.421,4,26.867
AB709530,899,22.160,30.973,31.823,27.494,28.872,27.951,31.966,27.696,1,22.160,4,27.494
AB709531,899,23.060,29.314,30.804,26.792,28.444,27.889,32.130,27.809,1,23.060,4,26.792
AB709532,900,21.951,28.603,33.258,27.263,27.969,27.889,31.923,28.604,1,21.951,4,27.263
AB709533,716,23.743,32.276,32.128,28.393,29.428,29.420,33.584,30.532,1,23.743,4,28.393
AB709534,900,21.951,29.345,32.390,27.009,28.912,28.539,32.121,28.492,1,21.951,4,27.009
AB719597,480,23.333,31.276,31.328,31.056,29.583,28.482,34.186,30.947,1,23.333,6,28.482
AB719598,480,22.500,30.021,32.158,28.778,30.417,29.876,,31.178,1,22.500,4,28.778
AB719599,480,22.708,29.876,31.875,30.769,31.524,28.333,33.814,30.573,1,22.708,6,28.333
AB719601,480,22.083,30.864,30.977,29.668,29.792,28.750,,31.568,1,22.083,6,28.750
AB719602,480,22.500,31.470,31.535,30.498,31.677,30.146,,31.780,1,22.500,6,30.146
AB719603,480,20.625,,32.851,29.583,31.042,29.814,34.579,33.475,1,20.625,4,29.583
AB719604,480,20.625,30.785,31.687,30.290,30.579,30.498,34.411,33.546,1,20.625,5,30.579
AB719605,480,23.125,30.913,31.120,31.276,29.132,30.417,34.112,31.780,1,23.125,5,29.132
AB719606,480,22.292,,32.017,29.668,30.625,28.423,,32.059,1,22.292,6,28.423
AB719607,480,22.917,,31.328,31.250,28.337,28.333,33.178,30.786,1,22.917,6,28.333
AB719608,480,21.667,30.247,32.371,30.353,30.689,27.859,,,1,21.667,6,27.859
AB719609,480,23.333,31.743,31.753,31.263,30.579,29.461,,,1,23.333,6,29.461
AB719610,480,21.875,30.705,31.120,29.668,32.150,,,32.407,1,21.875,4,29.668
AB719611,480,21.458,30.642,31.601,28.838,30.000,27.593,,31.356,1,21.458,6,27.593
AB719612,480,23.125,31.328,30.561,30.021,30.024,30.021,34.180,32.347,1,23.125,6,30.021
AB719613,480,21.250,30.103,32.231,30.021,28.926,30.705,33.721,32.102,1,21.250,5,28.926
AB719614,480,22.083,30.579,32.025,29.132,29.792,30.290,34.491,31.172,1,22.083,5,29.792
AB719615,480,22.500,,32.083,29.959,29.375,28.067,33.958,29.661,1,22.500,6,28.067
AB719616,480,21.042,31.120,31.743,29.814,31.612,30.083,34.253,32.773,1,21.042,4,29.814
AB719617,480,21.458,29.193,31.809,28.364,31.315,28.631,,31.568,1,21.458,4,28.364
AB719618,480,22.708,32.083,31.340,32.231,30.833,29.167,,,1,22.708,6,29.167
AB719619,480,21.667,31.524,32.432,30.083,29.645,29.375,35.267,31.780,1,21.667,6,29.375
AB719620,480,21.042,29.400,31.470,29.046,29.132,28.423,33.179,31.924,1,21.042,6,28.423
AB719621,479,21.294,29.691,31.120,28.926,29.545,29.253,,31.780,1,21.294,5,29.545
AB719622,479,22.338,31.622,31.458,29.339,30.625,28.986,34.803,31.992,1,22.338,6,28.986
AB719623,480,22.292,29.607,31.328,28.986,28.958,28.274,35.035,31.780,1,22.292,6,28.274
AB719624,480,24.167,29.303,32.158,31.328,30.480,28.898,34.112,30.720,1,24.167,6,28.898
AB719625,480,21.875,31.405,32.712,28.216,30.417,30.435,,32.278,1,21.875,4,28.216
AB719626,480,22.083,29.630,31.198,28.838,29.577,30.290,,31.568,1,22.083,4,28.838
AB719627,480,23.125,30.083,32.231,30.977,31.677,30.625,33.333,31.780,1,23.125,6,30.625
AB719628,480,22.708,28.838,31.405,29.253,31.198,28.690,33.256,32.203,1,22.708,6,28.690
AB719629,480,20.833,29.253,32.083,29.253,29.583,28.898,32.168,30.508,1,20.833,6,28.898
AB719630,480,22.292,31.056,32.505,30.561,29.583,30.228,,32.842,1,22.292,5,29.583
AB719631,480,21.458,31.809,32.917,31.328,30.372,28.008,,31.780,1,21.458,6,28.008
AB719632,480,22.083,30.658,30.165,30.021,30.833,27.893,34.411,32.870,1,22.083,6,27.893
AB719633,480,21.667,30.785,31.884,28.157,30.372,30.498,,32.770,1,21.667,4,28.157
AB719634,480,22.708,,31.809,29.691,29.792,29.046,34.483,,1,22.708,6,29.046
AB719635,480,22.083,30.498,31.743,28.719,30.625,29.668,,33.404,1,22.083,4,28.719
AB719636,480,21.042,30.579,31.677,29.545,30.146,29.876,,32.135,1,21.042,5,30.146
AB719637,480,22.292,31.185,32.365,31.075,30.833,28.216,34.977,30.720,1,22.292,6,28.216
AB719638,480,23.333,30.435,31.677,30.498,29.375,29.607,,32.627,1,23.333,5,29.375
AB719639,480,21.042,30.390,32.432,30.498,30.000,31.884,32.634,32.981,1,21.042,5,30.000
AB719640,480,23.958,30.247,,30.705,29.938,29.106,33.489,31.019,1,23.958,6,29.106
AB719641,480,21.250,29.046,32.017,29.876,30.833,28.216,33.566,30.787,1,21.250,6,28.216
AB719642,480,22.917,30.595,30.435,30.498,32.083,29.072,,31.144,1,22.917,6,29.072
AB719643,480,22.500,31.070,31.753,30.992,30.417,29.314,35.280,32.135,1,22.500,6,29.314
AB719644,480,22.917,31.056,31.677,30.021,28.750,27.292,34.813,30.867,1,22.917,6,27.292
AB719645,480,22.292,31.470,32.917,28.601,,30.083,33.803,32.558,1,22.292,4,28.601
AB719646,480,21.458,29.424,30.769,29.814,31.942,28.423,,31.356,1,21.458,6,28.423
AB719647,480,21.250,29.485,30.228,29.193,30.625,29.132,32.653,32.203,1,21.250,4,29.193
AB719648,480,22.292,29.046,31.535,29.876,29.545,29.938,34.292,31.356,1,22.292,5,29.545
AB719649,480,22.500,31.328,30.913,30.992,31.524,28.986,34.954,33.121,1,22.500,6,28.986
AB719650,480,23.333,30.864,31.546,31.198,31.042,28.631,,31.144,1,23.333,6,28.631
AB719651,480,21.250,30.453,29.959,30.561,27.893,28.274,33.023,30.720,1,21.250,5,27.893
AB719652,480,22.917,31.263,32.640,30.228,29.752,29.876,,33.263,1,22.917,5,29.752
AB719653,480,22.708,30.913,31.328,30.705,29.375,27.651,32.407,31.144,1,22.708,6,27.651
AB719654,480,22.500,,31.535,29.461,29.583,29.253,,32.347,1,22.500,5,29.583
AB719655,481,21.042,30.453,29.752,30.435,28.306,27.801,32.947,30.508,1,21.042,6,27.801
AB719656,480,22.500,29.691,30.705,30.498,31.106,30.353,33.411,32.135,1,22.500,6,30.353
AB719657,480,20.833,31.263,32.158,29.253,30.833,29.668,33.179,32.700,1,20.833,4,29.253
AB719658,480,23.333,31.601,32.708,30.208,29.375,28.067,34.507,31.568,1,23.333,6,28.067
AB719659,480,23.542,30.435,30.913,31.042,31.315,30.208,33.333,31.992,1,23.542,6,30.208
AB719660,480,21.250,30.913,29.545,30.769,27.500,28.274,33.023,30.932,1,21.250,5,27.500
AB719661,480,22.917,31.743,32.988,29.876,30.833,,33.565,33.758,1,22.917,4,29.876
AB719662,480,21.667,30.146,31.328,30.353,29.792,27.443,34.884,29.630,1,21.667,6,27.443
AB719663,480,21.875,31.481,32.225,30.083,29.078,29.046,,31.992,1,21.875,6,29.046
AB719664,480,21.875,31.470,32.708,28.807,29.792,30.290,33.566,33.192,1,21.875,4,28.807
AB719665,480,22.500,,31.743,30.021,31.733,28.719,32.710,31.635,1,22.500,6,28.719
AB719666,480,22.500,31.884,32.640,29.461,31.056,32.292,,33.475,1,22.500,4,29.461
AB719667,480,21.875,31.470,32.500,28.807,29.583,30.561,33.566,32.770,1,21.875,4,28.807
AB719668,480,22.500,31.070,31.120,30.625,29.792,29.730,34.033,30.787,1,22.500,5,29.792
AB719669,480,19.792,29.253,31.263,29.046,29.583,28.986,33.410,31.780,1,19.792,5,29.583
AB719670,480,21.250,31.120,32.848,29.730,31.042,29.792,33.875,30.786,1,21.250,6,29.792
AB719671,480,22.500,,31.743,31.148,29.645,30.208,35.648,32.839,1,22.500,5,29.645
AB719672,480,21.250,29.607,33.888,28.778,30.579,28.216,32.558,31.423,1,21.250,6,28.216
AB719673,480,22.500,30.642,32.158,29.607,30.000,29.314,32.791,32.143,1,22.500,6,29.314
AB719674,480,21.667,30.992,31.743,29.046,30.417,30.083,33.953,33.543,1,21.667,4,29.046
AB719675,480,23.125,31.070,30.913,31.809,29.792,28.067,33.721,31.780,1,23.125,6,28.067
AB719676,480,21.875,28.718,32.716,30.705,29.375,29.106,34.491,33.615,1,21.875,5,29.375
AB719677,480,22.708,31.070,33.056,30.228,30.063,29.792,33.489,30.998,1,22.708,5,30.063
AB719678,480,21.875,28.718,32.716,30.705,29.375,29.106,34.491,33.615,1,21.875,5,29.375
AB719679,480,21.875,28.718,32.716,30.705,29.375,29.106,34.491,33.615,1,21.875,5,29.375
AB719680,480,22.500,30.353,31.263,29.046,31.405,29.132,33.023,32.627,1,22.500,4,29.046
AB719681,480,22.292,30.864,31.470,31.601,30.417,30.000,33.565,31.780,1,22.292,6,30.000
AB719682,480,22.292,31.070,31.677,31.393,30.417,30.208,33.333,31.992,1,22.292,6,30.208
AB719683,480,20.625,30.290,31.677,30.083,30.372,28.838,32.564,31.780,1,20.625,6,28.838
AB719684,480,22.917,30.769,31.185,31.393,30.063,29.106,34.836,31.568,1,22.917,6,29.106
AB719685,480,20.417,30.083,32.365,29.400,30.785,30.849,33.333,32.627,1,20.417,4,29.400
AB719686,480,21.250,31.120,30.228,28.838,30.271,30.561,,32.558,1,21.250,4,28.838
AB719687,480,21.458,31.070,30.928,31.884,30.000,29.375,32.639,30.932,1,21.458,6,29.375
AB719688,420,22.673,32.629,31.792,31.367,29.863,28.493,32.884,,1,22.673,6,28.493
AB719689,420,23.389,32.941,33.492,29.600,30.332,28.962,33.333,33.492,1,23.389,6,28.962
AB719690,419,22.434,30.162,33.097,29.919,29.396,27.273,34.426,30.216,1,22.434,6,27.273
AB719691,420,21.718,32.075,32.941,30.137,30.714,28.451,34.239,31.340,1,21.718,5,30.714
AB719692,420,23.866,,33.666,,32.143,27.725,34.988,31.354,1,23.866,6,27.725
AB719693,420,21.957,32.547,31.609,30.894,29.348,29.723,,30.220,1,21.957,6,29.723
AB719694,420,20.525,29.717,33.095,27.467,30.137,27.198,33.255,31.175,1,20.525,6,27.198
AB719695,420,21.718,30.660,31.594,27.882,31.116,27.889,33.604,30.748,1,21.718,4,27.882
AB719696,420,20.286,32.084,33.095,28.226,30.476,27.747,33.958,31.894,1,20.286,4,28.226
AB719697,420,21.241,30.425,31.280,28.418,31.354,28.142,32.634,32.614,1,21.241,4,28.418
AB719698,420,23.628,31.294,33.967,30.108,29.477,29.201,32.337,31.894,1,23.628,5,29.477
AB719699,419,21.957,31.059,32.779,29.009,31.265,28.199,34.507,30.144,1,21.957,6,28.199
AB719700,419,22.673,30.913,32.624,30.496,29.396,27.273,34.699,29.665,1,22.673,6,27.273
AB719701,420,22.673,32.243,32.282,33.095,29.670,27.826,33.423,31.655,1,22.673,6,27.826
AB719702,420,23.389,32.547,31.591,31.452,28.022,28.696,33.108,31.655,1,23.389,5,28.022
AB719703,420,26.730,33.726,33.333,32.086,32.782,,35.616,31.970,1,26.730,4,32.086
AB719704,420,22.912,30.660,32.701,29.589,30.404,28.099,34.511,31.415,1,22.912,6,28.099
AB719705,420,22.912,31.442,32.381,30.579,30.714,27.869,34.192,31.415,1,22.912,6,27.869
AB719706,420,22.673,32.000,32.381,28.723,29.670,30.055,32.337,32.536,1,22.673,4,28.723
AB719707,420,21.480,32.075,31.152,29.365,31.190,26.437,,31.579,1,21.480,6,26.437
AB719708,419,22.912,31.850,32.081,30.645,28.219,27.747,,31.667,1,22.912,5,28.219
AB719709,420,22.673,,32.836,29.235,32.381,26.703,32.425,31.415,1,22.673,6,26.703
AB719710,419,22.912,31.915,33.254,29.700,30.310,27.548,,31.100,1,22.912,6,27.548
AB719711,420,21.718,29.009,32.542,28.686,28.990,26.099,32.791,29.976,1,21.718,6,26.099
AB719712,419,22.434,31.829,32.000,27.807,30.939,26.975,,31.100,1,22.434,6,26.975
AB719713,420,23.628,33.645,32.464,33.412,29.121,,34.232,32.854,1,23.628,5,29.121
AB719714,420,21.718,30.353,31.304,29.759,30.579,26.997,,30.456,1,21.718,6,26.997
AB719715,420,23.150,32.944,32.174,30.423,30.404,28.116,,32.452,1,23.150,6,28.116
AB719716,420,20.286,30.986,31.792,28.686,28.767,28.842,,,1,20.286,6,28.842
AB719717,420,22.912,30.841,32.603,28.926,30.387,27.747,,31.655,1,22.912,6,27.747
AB719718,420,22.673,,33.254,28.895,29.454,26.923,,31.655,1,22.673,6,26.923
AB719719,420,22.196,28.738,32.697,28.493,31.354,27.123,33.973,29.496,1,22.196,6,27.123
AB719720,420,22.434,32.471,34.204,29.839,29.589,29.201,,33.813,1,22.434,6,29.201
AB719721,419,22.196,,34.048,30.496,28.493,29.201,,32.775,1,22.196,5,28.493
AB719722,419,22.912,32.787,31.700,30.831,28.571,28.436,33.244,33.333,1,22.912,6,28.436
AB719723,420,23.866,33.882,32.857,31.280,30.660,,32.432,32.374,1,23.866,5,30.660
AB719724,420,23.150,31.702,31.517,30.295,30.095,28.116,34.595,31.894,1,23.150,6,28.116
AB719725,420,24.940,34.204,32.220,32.249,30.496,29.942,,31.401,1,24.940,5,30.496
AB719726,420,20.286,29.412,32.857,28.910,30.000,27.889,33.065,31.894,1,20.286,6,27.889
AB779562,1894,21.067,28.918,29.905,26.674,27.537,28.278,30.456,27.215,1,21.067,4,26.674
AB779679,1894,21.436,29.099,30.169,26.885,27.748,28.436,30.673,27.795,1,21.436,4,26.885
AB826566,575,22.704,31.298,31.388,29.138,30.249,27.903,32.272,31.239,1,22.704,6,27.903
AB826567,577,23.224,30.877,31.923,27.414,29.930,29.585,34.521,32.236,1,23.224,4,27.414
AB826568,569,22.242,32.920,32.525,29.027,30.605,29.772,35.470,31.979,1,22.242,4,29.027
AB826569,577,21.837,30.534,32.465,27.556,29.310,26.903,32.759,30.890,1,21.837,6,26.903
AB826570,575,24.394,30.864,32.193,29.534,29.359,28.596,,32.112,1,24.394,6,28.596
AB826571,577,24.263,30.608,31.731,29.674,30.796,28.993,,31.065,1,24.263,6,28.993
AB826572,563,23.009,31.216,33.269,28.673,30.796,28.269,34.043,31.016,1,23.009,6,28.269
AB826573,569,22.592,29.545,31.452,28.924,29.715,29.247,33.902,31.393,1,22.592,6,29.247
AB826574,577,22.609,31.083,32.885,30.017,30.125,28.893,34.115,31.185,1,22.609,6,28.893
AB826575,609,21.639,30.534,32.881,27.569,29.716,28.176,33.557,30.478,1,21.639,4,27.569
AB826576,569,23.374,31.393,32.115,29.225,30.783,29.895,34.249,30.961,1,23.374,4,29.225
AB826577,577,22.704,30.909,29.032,28.201,30.088,28.374,34.255,31.239,1,22.704,4,28.201
AB826578,563,22.913,,31.467,30.035,28.114,28.673,32.594,31.139,1,22.913,5,28.114
AB826579,575,23.224,,29.749,28.843,29.359,29.463,,30.139,1,23.224,4,28.843
AB826580,609,23.115,,30.913,28.922,30.050,28.595,32.203,30.757,1,23.115,6,28.595
AB826581,609,23.115,29.714,31.515,28.105,30.616,29.187,32.553,31.879,1,23.115,4,28.105
AB826582,602,24.252,32.280,33.901,29.711,30.756,29.285,33.111,30.872,1,24.252,6,29.285
AB826583,609,24.262,30.725,31.601,28.455,30.885,27.621,,30.318,1,24.262,6,27.621
AB826584,569,21.891,30.796,32.056,27.434,30.605,27.496,33.761,32.442,1,21.891,6,27.496
AB826585,609,23.770,30.756,32.715,29.431,30.050,28.381,,30.872,1,23.770,6,28.381
AB826586,603,22.185,30.814,32.937,28.261,30.885,28.114,34.538,31.810,1,22.185,4,28.261
AB826587,609,24.178,32.432,32.149,30.164,29.549,29.382,,31.353,1,24.178,6,29.382
AB826588,609,21.967,30.534,32.657,29.739,30.731,28.453,32.906,31.261,1,21.967,6,28.453
AB826589,603,22.848,31.022,31.653,29.305,30.718,28.453,,30.201,1,22.848,6,28.453
AB826590,609,22.459,30.784,31.418,28.409,31.250,29.133,,31.579,1,22.459,4,28.409
AB826591,576,21.317,30.344,31.984,29.066,30.303,29.289,32.743,31.414,1,21.317,4,29.066
AB826592,603,22.517,30.741,32.941,31.177,30.217,28.833,32.394,30.034,1,22.517,6,28.833
AB826593,609,23.770,32.609,31.313,29.787,29.605,29.575,,30.972,1,23.770,5,29.605
AB826594,602,23.422,32.215,33.141,30.182,30.017,28.833,32.836,31.544,1,23.422,6,28.833
AB826595,569,21.541,31.273,32.917,,30.179,29.947,35.532,30.783,1,21.541,5,30.179
AB826596,609,24.178,30.743,32.432,29.016,29.431,28.381,,29.530,1,24.178,6,28.381
AB826597,609,24.178,30.743,32.432,29.016,29.431,28.381,,29.530,1,24.178,6,28.381
AB826598,575,23.304,31.217,32.929,29.463,29.181,28.472,,30.541,1,23.304,6,28.472
AB826599,576,23.917,30.843,32.177,28.767,31.016,28.943,,31.763,1,23.917,6,28.943
AB826600,609,23.279,31.641,31.731,29.173,30.217,,,31.933,1,23.279,4,29.173
AB826601,1055,20.908,28.922,31.907,25.779,28.720,28.666,31.474,27.799,1,20.908,4,25.779
AB826602,952,23.442,29.294,32.058,27.177,28.571,28.208,32.846,28.358,1,23.442,4,27.177
AB826603,980,21.429,29.442,31.518,26.423,28.616,27.976,32.470,27.988,1,21.429,4,26.423
AB826604,932,22.270,29.851,31.038,26.952,28.834,28.908,32.651,29.001,1,22.270,4,26.952
AB826605,956,22.176,28.586,31.766,25.918,28.527,27.678,30.913,25.879,1,22.176,8,25.879
AB826606,959,23.045,28.933,30.865,26.999,26.959,28.708,32.308,27.691,1,23.045,5,26.959
AB826607,988,22.929,30.010,32.079,27.968,28.661,29.120,30.473,27.931,1,22.929,8,27.931
AB826608,929,21.697,28.723,31.867,26.581,27.634,27.634,32.086,27.940,1,21.697,4,26.581
AB826609,577,23.130,29.637,32.177,29.931,29.234,28.769,34.395,31.239,1,23.130,6,28.769
AB826610,569,23.292,32.394,32.596,29.720,30.427,28.322,32.976,31.907,1,23.292,6,28.322
AB826611,577,23.652,30.364,31.250,30.796,29.590,28.819,33.761,30.541,1,23.652,6,28.819
AB826612,609,23.115,30.725,29.920,29.296,29.433,29.000,34.043,31.208,1,23.115,6,29.000
AB826613,577,22.357,29.198,32.634,29.758,30.035,29.706,34.152,32.112,1,22.357,6,29.706
AB826614,577,22.530,30.725,31.313,27.979,30.125,29.463,,31.414,1,22.530,4,27.979
AB826615,577,22.704,30.930,32.121,29.758,30.357,29.167,35.684,31.294,1,22.704,6,29.167
AB826616,569,22.067,30.476,30.962,28.042,31.194,28.147,34.598,31.338,1,22.067,4,28.042
AB826617,569,21.716,30.651,32.460,28.219,29.004,30.000,34.672,30.368,1,21.716,4,28.219
AB826618,577,23.570,29.222,30.769,29.931,29.715,29.167,,31.065,1,23.570,6,29.167
AB826619,577,22.087,31.298,32.525,27.539,31.071,30.796,33.528,31.130,1,22.087,4,27.539
AB826620,577,22.877,31.489,33.333,28.201,30.619,29.066,32.962,31.937,1,22.877,4,28.201
