Accession,ClosestSubtypeAlignedNT,Genotype1Distance,Genotype2Distance,Genotype3Distance,Genotype4Distance,Genotype5Distance,Genotype6Distance,Genotype7Distance,Genotype8Distance,FirstChoiceGenotype,FirstChoiceDistance,SecondChoiceGenotype,SecondChoiceDistance
AM402350,635,24.219,35.135,30.118,30.816,30.084,31.603,34.413,30.397,1,24.219,5,30.084
AM402351,635,23.592,34.993,30.742,31.125,29.898,29.730,34.121,29.981,1,23.592,5,29.898
AM402352,635,24.143,35.135,29.765,31.185,29.796,29.966,34.615,30.658,1,24.143,5,29.796
AM402353,635,24.143,34.865,30.153,30.749,29.676,29.854,34.413,30.591,1,24.143,5,29.676
AM402354,635,23.973,35.000,30.271,31.010,29.503,29.730,34.588,30.368,1,23.973,5,29.503
AM402355,635,23.440,34.865,30.153,31.713,29.503,29.405,34.151,30.077,1,23.440,5,29.503
AM402356,635,23.973,35.405,30.153,30.749,29.503,29.742,34.413,30.368,1,23.973,5,29.503
AM402357,635,23.668,35.135,29.918,30.836,29.114,29.630,34.326,30.368,1,23.668,5,29.114
AM402358,635,23.820,35.270,30.118,30.662,29.309,29.630,34.413,30.271,1,23.820,5,29.309
AM402359,635,23.820,35.405,30.153,31.010,29.601,29.854,34.326,30.368,1,23.820,5,29.601
AM402360,635,23.744,34.953,30.271,31.356,27.790,29.412,34.268,30.077,1,23.744,5,27.790
AM402361,635,23.820,35.000,30.506,30.662,29.698,29.730,34.386,30.271,1,23.820,5,29.698
AM402362,635,23.896,34.859,30.153,30.662,27.586,29.392,34.033,30.077,1,23.896,5,27.586
AM402363,635,23.668,35.366,30.035,30.923,29.898,29.517,34.151,30.271,1,23.668,5,29.898
AM402364,635,24.112,34.730,30.389,30.923,29.503,29.530,34.501,30.077,1,24.112,5,29.503
AM402365,635,23.668,35.270,29.918,30.716,29.732,29.438,34.326,30.280,1,23.668,5,29.732
AM402366,635,23.820,34.865,30.153,30.783,29.406,29.418,34.326,29.981,1,23.820,5,29.406
AM402367,635,23.820,35.000,30.000,30.488,29.114,29.306,34.151,30.174,1,23.820,5,29.114
AM402368,635,24.049,34.865,30.389,30.836,29.406,29.517,34.413,30.174,1,24.049,5,29.406
AM402369,635,24.125,34.865,30.506,30.836,29.237,29.630,34.501,30.019,1,24.125,5,29.237
AM402370,635,24.125,34.865,30.506,30.836,29.406,29.742,34.413,30.174,1,24.125,5,29.406
AM402371,635,23.744,34.724,29.847,30.208,27.475,31.134,34.033,29.884,1,23.744,5,27.475
AM402372,635,23.896,35.501,30.000,30.783,29.406,29.530,34.413,30.464,1,23.896,5,29.406
AM402373,635,23.820,35.135,30.389,30.870,29.601,29.418,34.413,30.077,1,23.820,5,29.601
AM402374,635,24.049,34.993,30.235,30.863,29.309,29.530,34.501,30.174,1,24.049,5,29.309
AM402375,635,23.744,35.000,30.000,30.488,29.114,29.306,34.151,30.174,1,23.744,5,29.114
AM402376,635,24.067,34.730,30.271,30.662,29.211,29.405,34.326,29.981,1,24.067,5,29.211
AM402377,635,23.896,35.000,30.153,30.696,29.601,29.530,34.413,30.174,1,23.896,5,29.601
AM402378,635,23.820,35.000,30.118,30.488,29.211,29.418,34.151,30.271,1,23.820,5,29.211
AM402379,635,24.049,34.993,30.000,31.365,28.031,29.730,34.471,30.174,1,24.049,5,28.031
AM402380,635,23.973,34.993,29.882,31.442,27.920,29.617,34.383,29.981,1,23.973,5,27.920
AM402381,635,23.744,35.000,30.000,30.488,29.114,29.306,34.151,30.174,1,23.744,5,29.114
AM402382,635,24.125,35.270,30.153,31.154,28.365,29.642,34.501,30.271,1,24.125,4,31.154
AM402383,635,23.973,34.730,30.506,30.923,29.463,29.517,34.326,30.077,1,23.973,5,29.463
AM402384,635,24.125,35.270,30.506,30.957,29.727,29.754,34.676,30.464,1,24.125,5,29.727
AM493436,630,23.926,34.375,32.682,30.594,31.256,30.405,33.982,29.972,1,23.926,4,30.594
AM493437,630,23.696,34.511,32.465,30.769,31.535,30.259,34.011,29.972,1,23.696,4,30.769
AM493438,630,23.773,34.239,32.558,30.769,31.442,30.518,34.248,30.159,1,23.773,4,30.769
AM493439,630,23.620,34.375,32.465,30.769,31.442,30.518,34.016,29.879,1,23.620,4,30.769
AM493440,630,23.850,34.375,32.682,30.594,31.256,30.405,33.982,29.972,1,23.850,4,30.594
AM493441,630,23.620,34.511,32.558,30.769,31.535,30.631,34.071,29.972,1,23.620,4,30.769
AM493442,630,23.926,34.511,32.775,30.682,31.349,30.518,34.071,30.065,1,23.926,4,30.682
AM493443,630,23.850,34.375,32.465,30.769,31.535,30.518,34.159,29.879,1,23.850,4,30.769
AM493444,630,23.696,34.511,32.558,30.769,31.535,30.518,33.894,29.879,1,23.696,4,30.769
AM493445,630,23.696,34.375,32.558,30.769,31.535,30.518,34.071,29.972,1,23.696,4,30.769
AM493446,630,23.773,34.375,32.465,30.682,31.349,30.405,34.071,29.972,1,23.773,4,30.682
AM493447,630,23.543,34.375,32.651,30.769,31.349,30.518,33.982,29.879,1,23.543,4,30.769
AM493448,630,23.543,34.375,32.651,30.769,31.349,30.518,33.982,29.879,1,23.543,4,30.769
AM493449,630,23.620,34.375,32.465,30.682,31.442,30.518,33.982,29.879,1,23.620,4,30.682
AM493450,630,23.620,34.511,32.342,30.769,31.628,30.631,34.071,29.972,1,23.620,4,30.769
AM493451,630,23.620,34.511,32.558,30.769,31.535,30.631,34.071,29.972,1,23.620,4,30.769
AM493452,635,26.316,34.506,28.353,31.652,31.437,31.837,33.566,30.812,1,26.316,3,28.353
AM493453,635,26.484,35.007,30.349,31.680,31.466,31.633,34.121,30.935,1,26.484,3,30.349
AM493454,635,26.464,34.824,29.768,31.478,31.285,31.633,34.176,30.626,1,26.464,3,29.768
AM493455,635,26.316,35.007,30.254,31.565,31.373,31.735,34.121,30.626,1,26.316,3,30.254
AM493456,635,26.242,34.688,30.254,31.478,31.250,31.633,33.741,30.719,1,26.242,3,30.254
AM493457,635,26.242,34.735,28.235,31.739,31.157,31.384,34.093,31.092,1,26.242,3,28.235
AM493458,635,26.257,34.871,30.566,31.739,31.599,32.041,34.298,30.792,1,26.257,3,30.566
AM493459,635,26.242,34.464,28.000,31.478,31.157,31.531,34.121,30.776,1,26.242,3,28.000
AM493460,635,26.706,34.871,30.101,31.767,31.437,31.939,34.383,31.121,1,26.706,3,30.101
AM493461,635,26.335,35.007,28.118,31.680,31.343,31.159,34.123,31.028,1,26.335,3,28.118
AM493462,635,26.316,34.735,29.667,31.478,31.343,31.531,34.121,30.870,1,26.316,3,29.667
AM493463,635,26.331,34.824,30.472,31.478,30.079,31.939,33.916,30.888,1,26.331,3,30.472
AM493464,635,26.484,34.871,30.443,31.680,31.530,32.041,34.383,31.308,1,26.484,3,30.443
AM493465,635,26.519,34.871,29.869,31.739,31.221,32.041,34.471,30.935,1,26.519,3,29.869
AM493466,635,26.390,34.600,29.566,31.391,31.250,31.633,34.208,30.776,1,26.390,3,29.566
AM493467,635,26.257,35.007,30.566,31.739,31.599,31.837,34.211,30.598,1,26.257,3,30.566
AM493468,635,26.242,34.688,30.235,31.565,31.250,31.633,33.829,30.719,1,26.242,3,30.235
AM493469,635,26.390,34.735,28.000,31.826,31.343,31.384,34.386,31.338,1,26.390,3,28.000
AM493470,635,26.242,34.824,30.349,31.565,31.343,31.536,33.829,30.812,1,26.242,3,30.349
AM493471,635,24.372,33.423,31.351,32.140,30.079,30.968,34.306,31.244,1,24.372,8,31.244
AM493472,635,24.448,33.288,31.452,32.227,30.191,31.081,34.394,31.340,1,24.448,8,31.340
AM493473,635,24.448,33.423,31.452,32.227,30.079,30.968,34.394,31.340,1,24.448,5,30.079
AM493474,635,24.448,33.558,31.452,32.227,30.191,31.081,34.218,31.340,1,24.448,8,31.340
AM493475,635,24.524,33.423,31.452,32.227,30.191,31.081,34.394,31.148,1,24.524,8,31.148
AM493476,635,24.372,33.423,31.452,32.227,30.079,31.081,34.306,31.244,1,24.372,8,31.244
AM493477,636,24.524,33.558,31.552,32.489,30.303,31.306,34.394,31.244,1,24.524,8,31.244
AM493478,635,24.372,33.558,31.452,32.227,29.966,30.856,34.218,31.340,1,24.372,5,29.966
AM493479,635,24.448,33.558,31.250,32.140,30.079,30.968,34.306,31.244,1,24.448,8,31.244
AM493480,635,24.448,33.558,31.452,32.052,30.191,31.081,34.394,31.280,1,24.448,4,32.052
AM493481,635,24.524,33.558,31.452,32.314,30.191,31.081,34.483,31.093,1,24.524,5,30.191
AM493482,635,24.372,33.423,31.351,32.140,30.079,30.968,34.306,31.244,1,24.372,8,31.244
AM493483,635,24.296,33.558,31.452,32.227,29.966,30.856,34.218,31.340,1,24.296,5,29.966
AM493484,635,24.448,33.333,31.048,32.402,30.180,30.968,34.483,31.148,1,24.448,8,31.148
AM493485,635,24.448,33.558,31.452,32.227,30.191,31.081,34.394,31.340,1,24.448,8,31.340
AM493486,635,24.448,33.558,31.452,32.227,30.191,31.081,34.394,31.340,1,24.448,8,31.340
AM493487,635,24.600,33.558,31.452,32.314,30.079,31.306,34.386,31.437,1,24.600,5,30.079
AM493488,635,24.676,33.558,30.200,32.314,30.079,31.081,34.483,31.376,1,24.676,5,30.079
AM493489,636,25.095,34.783,31.712,31.376,29.301,31.682,33.792,30.561,1,25.095,4,31.376
AM493490,636,24.771,34.332,31.618,31.212,29.751,32.103,34.043,30.261,1,24.771,5,29.751
AM493491,636,24.715,34.506,31.835,30.687,29.950,31.200,34.068,30.862,1,24.715,5,29.950
AM493492,636,24.715,34.506,31.835,30.687,29.950,31.200,34.068,30.862,1,24.715,5,29.950
AM493493,636,25.152,34.371,31.993,31.538,29.950,30.857,33.792,30.762,1,25.152,5,29.950
AM493494,636,25.000,34.371,31.805,31.321,29.079,32.205,33.884,30.561,1,25.000,5,29.079
AM493495,636,24.867,34.371,31.618,31.551,30.149,32.000,33.517,30.461,1,24.867,5,30.149
AM493496,636,24.791,34.371,31.682,30.747,30.050,31.236,33.884,30.661,1,24.791,5,30.050
AM493497,636,24.848,34.189,31.268,30.500,29.523,31.897,34.076,30.481,1,24.848,8,30.481
AM493498,636,25.095,34.641,31.687,31.584,30.249,32.087,33.976,30.661,1,25.095,5,30.249
AM493499,636,24.791,34.506,31.712,30.650,30.110,31.314,33.609,30.500,1,24.791,5,30.110
AM493500,636,24.543,34.100,30.979,30.070,28.857,31.692,33.395,30.330,1,24.543,5,28.857
AM493501,636,25.247,34.459,31.238,30.792,30.456,31.590,34.206,30.330,1,25.247,5,30.456
AM493502,636,24.791,34.371,31.618,31.464,30.050,31.314,33.701,30.561,1,24.791,5,30.050
AM493503,636,25.095,34.235,31.525,30.687,30.249,31.543,33.884,30.661,1,25.095,5,30.249
AM493504,636,24.867,34.595,31.455,30.339,31.143,32.000,34.101,30.510,1,24.867,5,31.143
AM493505,636,25.019,34.235,31.431,31.376,30.149,32.070,33.701,30.661,1,25.019,5,30.149
AM493506,636,25.247,34.506,31.899,31.464,29.412,31.897,34.068,30.522,1,25.247,4,31.464
AM493507,636,25.019,33.965,31.490,30.695,30.907,31.314,33.884,30.661,1,25.019,5,30.907
AM494937,635,24.254,34.057,32.300,31.070,31.019,32.024,34.588,31.742,1,24.254,4,31.070
AM600912,639,6.027,35.545,33.798,30.507,30.762,31.102,33.570,31.031,1,6.027,4,30.507
AM600913,639,6.101,35.545,33.983,30.332,30.684,31.102,33.837,31.131,1,6.101,4,30.332
AM600914,639,6.027,33.560,32.987,30.884,30.669,30.306,33.599,31.463,1,6.027,4,30.884
AM600915,639,9.003,34.737,33.490,31.376,30.370,30.769,33.364,29.900,1,9.003,5,30.370
AM600916,639,8.854,34.632,33.396,31.288,30.278,30.656,33.271,29.800,1,8.854,5,30.278
AM600917,639,7.292,,33.457,30.911,30.748,30.588,33.481,30.869,1,7.292,4,30.911
AM600918,639,6.696,,33.643,30.998,29.879,30.413,33.748,30.869,1,6.696,4,30.998
AM600919,639,5.655,34.520,32.682,31.354,31.588,29.889,34.806,32.068,1,5.655,4,31.354
AM600920,638,5.361,34.817,32.776,31.304,31.467,30.444,34.669,32.068,1,5.361,4,31.304
AM600921,639,8.557,33.007,33.208,31.671,32.019,31.705,33.962,30.962,1,8.557,4,31.671
AM600922,639,8.705,32.946,33.396,31.759,32.212,31.904,34.142,31.162,1,8.705,4,31.759
AM600923,639,4.613,34.554,32.685,30.940,30.512,30.812,34.306,31.668,1,4.613,5,30.512
AM600924,639,4.836,34.455,32.685,30.940,30.698,30.701,34.218,31.868,1,4.836,4,30.940
AM600925,639,8.557,33.514,33.428,30.500,31.628,31.858,34.133,31.431,1,8.557,4,30.500
AM600926,639,8.557,33.514,33.428,30.500,31.628,31.858,34.133,31.431,1,8.557,4,30.500
AM600927,639,8.408,35.531,33.457,31.288,31.070,32.024,34.541,32.100,1,8.408,4,31.288
AM600928,639,8.408,35.379,33.521,31.288,31.163,31.909,34.717,32.400,1,8.408,4,31.288
AM600929,639,8.780,35.149,33.147,32.283,31.598,30.401,33.892,31.632,1,8.780,5,31.598
AM600930,639,8.333,34.492,32.216,31.234,30.837,30.357,33.304,31.021,1,8.333,4,31.234
AM600931,639,8.408,34.360,32.173,31.409,30.925,30.317,33.392,31.118,1,8.408,4,31.409
AM600932,639,8.705,33.992,33.584,31.092,31.858,31.269,33.333,31.532,1,8.705,4,31.092
AM600933,639,8.780,33.992,33.584,31.092,31.858,31.269,33.333,31.532,1,8.780,4,31.092
AM600934,639,7.812,35.183,33.333,32.077,30.755,31.984,33.580,30.831,1,7.812,5,30.755
AM600935,639,7.738,34.985,33.520,32.077,30.943,32.083,33.580,31.031,1,7.738,5,30.943
AM600936,639,6.473,33.288,34.384,30.662,30.037,30.375,33.118,30.669,1,6.473,4,30.662
AM600937,639,6.399,33.152,33.920,30.507,29.664,30.187,32.934,30.470,1,6.399,5,29.664
AM600938,639,9.152,34.811,32.864,31.333,31.331,32.379,33.924,31.632,1,9.152,4,31.333
AM600939,639,9.301,34.919,32.549,31.068,31.418,31.715,34.108,31.996,1,9.301,4,31.068
AM600940,639,6.771,35.707,33.612,30.507,30.423,29.588,33.718,31.337,1,6.771,4,30.507
AM600941,639,6.845,35.410,33.519,30.332,30.423,30.836,33.718,31.138,1,6.845,4,30.332
AM600942,639,6.548,34.335,33.892,31.261,30.881,30.973,33.517,30.500,1,6.548,4,31.261
AM600943,639,6.696,33.826,33.551,30.998,31.038,30.580,33.241,30.270,1,6.696,4,30.998
AM600944,639,7.589,33.333,32.962,31.113,30.973,32.153,33.597,31.331,1,7.589,4,31.113
AM600945,639,7.143,34.735,32.930,30.850,30.483,31.636,33.539,31.532,1,7.143,4,30.850
AM600946,639,6.994,,33.457,30.762,30.261,30.315,34.342,30.969,1,6.994,4,30.762
AM600947,639,7.068,,33.427,31.025,30.168,30.279,34.164,30.969,1,7.068,5,30.168
AM600948,639,6.701,33.333,33.613,31.201,30.504,32.083,33.599,31.331,1,6.701,5,30.504
AM600949,639,6.627,33.333,33.520,31.288,30.504,31.984,33.599,31.331,1,6.627,5,30.504
AM600950,639,7.366,34.455,32.682,31.288,30.269,31.392,33.540,30.130,1,7.366,4,31.288
AM600951,639,7.812,31.892,32.530,30.850,30.605,31.760,33.891,31.600,1,7.812,4,30.850
AM600952,639,7.812,32.162,32.345,30.850,30.605,31.760,33.715,31.600,1,7.812,4,30.850
AM600953,639,8.110,35.105,32.437,31.173,30.160,32.873,34.218,31.300,1,8.110,5,30.160
AM600954,639,7.887,34.787,32.653,31.086,30.254,32.675,34.218,31.300,1,7.887,5,30.254
AM600955,639,8.408,33.151,32.868,31.261,30.970,30.546,33.924,30.692,1,8.408,4,31.261
AM600956,639,8.259,33.288,32.775,31.261,30.877,30.658,33.984,30.692,1,8.259,4,31.261
AM700592,143,9.960,33.550,31.478,32.203,31.076,27.848,32.538,28.431,1,9.960,6,27.848
AM700593,143,9.421,33.550,32.174,31.587,31.119,27.294,32.253,29.077,1,9.421,8,29.077
AM700594,143,9.825,33.766,32.174,31.741,31.469,27.529,32.253,29.273,1,9.825,8,29.273
AM700595,143,9.987,33.117,31.478,31.587,30.070,27.059,33.106,28.880,1,9.987,5,30.070
AM700596,143,9.987,33.550,31.993,32.512,30.056,26.824,33.390,28.880,1,9.987,6,26.824
AM700597,143,9.852,32.900,32.348,32.049,31.185,26.588,32.373,29.077,1,9.852,6,26.588
AM700598,143,9.556,33.333,32.000,31.587,30.769,27.529,32.082,28.880,1,9.556,8,28.880
AM700599,143,9.017,33.333,31.667,31.587,30.944,27.059,32.253,29.077,1,9.017,6,27.059
AM700600,143,10.121,33.766,32.522,31.741,30.836,26.353,32.258,29.077,1,10.121,6,26.353
AM700601,143,10.121,,32.522,32.049,,27.234,31.741,28.880,1,10.121,6,27.234
AM700602,143,9.987,33.333,32.174,32.357,31.349,26.824,32.542,29.077,1,9.987,6,26.824
AM700603,143,9.852,33.333,31.660,31.895,30.314,26.118,32.258,29.077,1,9.852,6,26.118
AM700604,143,10.256,32.823,32.046,32.203,30.488,27.447,32.937,29.020,1,10.256,6,27.447
AM700605,143,9.852,33.333,32.000,32.203,30.836,27.637,32.423,28.180,1,9.852,6,27.637
AM700606,143,9.987,33.117,32.000,32.049,31.010,27.637,32.594,28.376,1,9.987,6,27.637
AM700607,143,10.121,33.550,32.000,32.049,29.870,26.824,33.390,29.077,1,10.121,6,26.824
AM700608,143,9.852,33.550,32.000,32.203,31.010,26.588,32.258,28.880,1,9.852,6,26.588
AM700609,143,10.256,33.550,32.000,32.203,30.056,26.824,33.220,28.880,1,10.256,6,26.824
AM700610,143,9.556,33.550,31.478,32.049,30.594,27.294,33.276,29.077,1,9.556,8,29.077
AM700611,143,10.526,33.550,32.000,31.895,30.056,26.824,33.220,28.880,1,10.526,6,26.824
AM700612,143,9.152,33.117,32.522,31.279,31.294,27.059,32.082,28.767,1,9.152,4,31.279
AM700613,143,10.094,33.550,32.174,32.203,29.965,27.660,32.709,28.487,1,10.094,6,27.660
AM700614,143,9.852,33.766,32.522,31.951,31.010,27.059,32.428,29.077,1,9.852,6,27.059
AM700615,143,9.852,33.117,31.973,31.895,31.289,27.941,33.073,28.684,1,9.852,6,27.941
AM700616,143,9.987,33.117,32.000,31.741,30.662,26.588,32.428,28.880,1,9.987,6,26.588
AM700617,143,9.852,,31.667,31.895,,27.586,32.253,29.077,1,9.852,6,27.586
AM700618,143,9.421,33.333,31.304,31.895,30.420,27.059,33.106,28.880,1,9.421,8,28.880
AM700619,143,9.690,33.333,32.522,31.587,31.634,28.511,31.599,29.077,1,9.690,8,29.077
AM700620,143,10.256,33.550,31.826,32.203,31.185,27.848,32.082,28.376,1,10.256,6,27.848
AM700621,143,9.852,33.333,32.348,32.357,30.836,27.059,32.258,28.880,1,9.852,8,28.880
AM700622,143,9.852,33.333,31.826,31.895,30.488,26.824,32.598,29.077,1,9.852,6,26.824
AM700623,143,8.883,,31.826,31.741,31.119,27.059,32.253,29.470,1,8.883,6,27.059
AM700624,143,9.556,33.333,32.348,31.741,31.294,27.529,32.253,29.077,1,9.556,8,29.077
AM700625,143,10.391,33.550,32.000,32.203,30.056,26.824,33.220,28.880,1,10.391,6,26.824
AM700626,143,12.011,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,12.011,4,30.000
AM700627,143,11.606,33.849,31.852,30.000,29.895,27.696,32.082,28.947,1,11.606,4,30.000
AM700628,143,11.876,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,11.876,4,30.000
AM700629,143,12.011,33.849,,30.154,30.156,27.484,32.765,29.435,1,12.011,4,30.154
AM700630,143,12.011,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,12.011,4,30.000
AM700631,143,11.876,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,11.876,4,30.000
AM700632,143,12.011,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,12.011,4,30.000
AM700633,143,12.146,33.269,31.423,30.000,30.329,27.883,32.428,29.435,1,12.146,4,30.000
AM700634,143,12.011,33.656,31.423,30.154,30.329,27.273,32.566,29.240,1,12.011,4,30.154
AM700635,143,11.876,33.656,31.608,29.647,30.503,28.185,32.594,29.045,1,11.876,4,29.647
AM700636,143,11.876,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,11.876,4,30.000
AM700637,143,12.146,34.043,31.423,30.000,29.843,27.463,32.594,29.102,1,12.146,4,30.000
AM700638,143,11.876,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,11.876,4,30.000
AM700639,143,11.876,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,11.876,4,30.000
AM700640,143,11.876,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,11.876,4,30.000
AM700641,143,12.011,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,12.011,4,30.000
AM700642,143,12.146,33.656,31.608,29.846,30.156,27.273,32.765,29.045,1,12.146,4,29.846
AM700643,143,12.011,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,12.011,4,30.000
AM700644,143,11.876,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,11.876,4,30.000
AM700645,143,11.876,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,11.876,4,30.000
AM700646,143,12.146,33.656,31.423,30.154,30.503,27.273,32.594,29.240,1,12.146,4,30.154
AM700647,143,11.876,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,11.876,4,30.000
AM700648,143,11.876,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,11.876,4,30.000
AM700649,143,11.876,33.656,31.608,29.647,30.503,28.185,32.594,29.045,1,11.876,4,29.647
AM700650,143,12.011,33.462,31.608,30.000,30.329,27.673,32.428,29.435,1,12.011,4,30.000
AM700651,143,12.146,33.462,31.238,29.846,30.503,27.484,32.594,29.045,1,12.146,4,29.846
AM700652,143,11.876,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,11.876,4,30.000
AM700653,143,12.011,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,12.011,4,30.000
AM700654,143,11.876,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,11.876,4,30.000
AM700655,143,12.011,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,12.011,4,30.000
AM700656,143,11.876,33.656,31.423,30.000,30.329,27.273,32.594,29.240,1,11.876,4,30.000
AM700657,143,11.876,33.462,31.423,30.154,30.503,27.061,32.765,29.240,1,11.876,4,30.154
AM700658,143,12.011,33.656,31.423,30.154,30.329,27.273,32.423,29.240,1,12.011,4,30.154
AM700659,138,8.832,33.766,31.978,31.424,29.032,24.294,32.368,27.984,1,8.832,8,27.984
AM700660,143,9.042,33.550,32.163,31.433,29.755,28.481,32.373,28.376,1,9.042,8,28.376
AM700661,143,9.177,33.117,31.734,31.741,29.400,28.481,32.542,28.376,1,9.177,8,28.376
AM700662,143,9.987,33.766,32.103,32.203,29.400,28.692,32.709,28.320,1,9.987,8,28.320
AM700663,143,9.312,33.766,32.348,31.895,29.567,28.692,32.712,28.571,1,9.312,8,28.571
AM700664,143,9.042,33.117,31.793,31.433,29.379,28.481,32.373,28.376,1,9.042,8,28.376
AM700665,143,9.447,33.766,32.778,31.433,30.132,24.294,32.542,28.824,1,9.447,6,24.294
AM700666,143,10.256,33.333,31.793,31.433,29.851,24.294,32.712,28.291,1,10.256,8,28.291
AM700667,138,9.103,33.117,31.793,31.424,29.379,28.692,32.203,28.458,1,9.103,4,31.424
AM700668,143,9.852,33.045,31.793,31.895,29.032,28.692,32.712,28.180,1,9.852,8,28.180
AM700669,143,9.582,33.550,32.348,31.125,29.032,28.481,32.288,28.180,1,9.582,8,28.180
AM700670,143,9.582,33.550,32.532,31.433,,28.692,,27.984,1,9.582,8,27.984
AM700671,143,10.256,34.199,32.593,31.895,,25.141,,28.295,1,10.256,8,28.295
AM700672,143,9.447,33.550,32.037,31.433,29.032,24.294,32.542,27.907,1,9.447,8,27.907
AM700673,143,9.312,33.983,31.978,31.288,30.114,28.692,32.542,28.571,1,9.312,4,31.288
AM700674,143,9.447,33.766,32.348,31.125,29.435,27.848,32.542,28.180,1,9.447,6,27.848
AM700675,143,9.852,33.766,32.765,31.741,29.435,29.114,32.881,28.571,1,9.852,8,28.571
AM700676,143,9.312,33.550,31.978,31.433,29.234,28.692,,28.180,1,9.312,8,28.180
AM700677,143,9.312,32.829,31.978,31.895,29.435,28.692,32.542,28.376,1,9.312,8,28.376
AM700678,143,9.312,33.983,32.532,31.587,31.005,28.903,32.881,28.767,1,9.312,4,31.587
AM700679,143,8.907,33.766,32.653,31.279,29.944,29.333,32.373,28.376,1,8.907,6,29.333
AM700680,143,9.447,33.550,31.784,31.433,29.150,28.903,32.542,27.789,1,9.447,8,27.789
AM700681,143,9.582,33.766,31.608,31.279,29.209,28.481,32.542,27.984,1,9.582,8,27.984
AM700682,143,8.907,33.766,32.163,31.125,29.944,28.270,32.373,28.376,1,8.907,4,31.125
AM700683,143,9.312,33.333,31.978,30.971,29.435,28.059,32.542,28.180,1,9.312,4,30.971
AM700684,143,10.256,33.766,32.348,31.741,30.494,28.692,32.542,28.376,1,10.256,8,28.376
AM700685,143,9.852,33.550,32.163,31.587,29.234,28.903,32.881,28.180,1,9.852,8,28.180
AM700686,143,9.447,33.550,31.978,31.741,29.435,29.114,32.881,28.571,1,9.447,8,28.571
AM700687,138,9.375,33.550,31.978,31.741,30.020,28.903,32.542,28.854,1,9.375,6,28.903
AM700688,143,9.447,33.550,32.532,31.433,,28.692,,27.984,1,9.447,8,27.984
AM700689,143,9.447,33.983,31.978,31.741,28.629,28.903,32.712,27.984,1,9.447,8,27.984
AM700690,138,9.375,33.766,32.348,31.889,29.755,28.903,32.288,28.656,1,9.375,8,28.656
AM700691,143,9.177,33.333,32.348,31.895,29.944,28.692,32.373,28.180,1,9.177,8,28.180
AM700692,143,9.987,33.261,32.717,31.433,29.435,28.692,32.881,28.767,1,9.987,4,31.433
AM700693,143,9.582,33.045,31.608,31.895,28.831,28.059,32.542,28.571,1,9.582,6,28.059
AM700694,143,9.447,33.766,32.348,31.895,29.755,28.903,32.288,28.571,1,9.447,8,28.571
AM700695,143,9.582,33.333,31.944,31.433,29.630,27.848,32.542,28.376,1,9.582,6,27.848
AM700696,143,9.312,33.766,31.978,31.741,30.324,24.294,32.373,28.571,1,9.312,6,24.294
AM700697,143,9.582,33.550,31.978,31.587,29.435,28.903,33.107,28.571,1,9.582,8,28.571
AM700698,143,10.526,33.915,31.481,32.357,32.070,26.062,32.040,30.137,1,10.526,6,26.062
AM700699,143,10.526,33.333,30.926,32.820,31.587,26.286,31.887,28.132,1,10.526,5,31.587
AM700700,143,10.796,33.915,31.481,32.203,31.754,28.438,31.987,29.941,1,10.796,6,28.438
AM700701,143,10.661,33.550,31.111,32.203,32.070,28.438,32.040,29.941,1,10.661,6,28.438
AM700702,143,10.661,33.527,31.111,32.253,31.754,28.438,32.203,29.941,1,10.661,6,28.438
AM700703,143,10.931,33.915,31.481,32.253,31.754,28.438,31.987,29.941,1,10.931,6,28.438
AM700704,143,11.201,33.766,31.296,32.716,31.561,28.438,31.520,30.137,1,11.201,6,28.438
AM700705,143,10.796,,31.111,32.357,31.894,27.739,30.769,29.550,1,10.796,6,27.739
AM700706,143,10.526,33.527,31.296,32.203,32.070,28.205,31.872,29.941,1,10.526,6,28.205
AM700707,143,10.796,33.527,31.481,32.049,31.596,28.438,32.209,29.550,1,10.796,5,31.596
AM700708,143,10.661,33.721,31.111,32.357,32.070,28.438,32.040,29.941,1,10.661,6,28.438
AM700709,143,10.796,34.690,31.296,32.357,32.085,29.325,31.980,30.724,1,10.796,6,29.325
AM700710,143,10.526,33.721,31.481,32.357,32.385,29.114,31.872,29.746,1,10.526,6,29.114
