Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype6aDistance,Subtype6aDistance,Subtype6bDistance,Subtype6cDistance,Subtype6dDistance,Subtype6eDistance,Subtype6fDistance,Subtype6gDistance,Subtype6hDistance,Subtype6iDistance,Subtype6jDistance,Subtype6kDistance,Subtype6lDistance,Subtype6mDistance,Subtype6nDistance,Subtype6nDistance,Subtype6oDistance,Subtype6pDistance,Subtype6qDistance,Subtype6rDistance,Subtype6sDistance,Subtype6tDistance,Subtype6tDistance,Subtype6uDistance,Subtype6vDistance,Subtype6vDistance,Subtype6wDistance,Subtype6wDistance,Subtype6xaDistance,Subtype6xaDistance,Subtype6xbDistance,Subtype6xbDistance,Subtype6xcDistance,Subtype6xdDistance,Subtype6xdDistance,Subtype6xeDistance,Subtype6xeDistance,Subtype6xfDistance,Subtype6xfDistance,Subtype6xgDistance,Subtype6xgDistance,Subtype6xhDistance,Subtype6xiDistance,Subtype6xiDistance,Subtype6xjDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
KM504111,1884,6,24.841,24.841,24.049,20.223,21.670,22.134,23.787,24.406,25.449,24.774,26.179,23.705,24.670,25.423,23.983,23.983,22.545,21.183,23.138,23.390,24.602,22.610,22.610,23.467,24.625,24.625,24.564,24.564,24.406,24.406,24.947,24.947,22.886,23.626,23.626,24.894,24.894,22.650,22.650,24.194,24.194,24.205,24.023,24.023,24.564,6c,20.223,6p,21.183
KM504112,1893,6,24.895,24.895,23.150,20.497,20.391,22.029,21.406,24.247,24.089,24.194,23.847,24.828,24.635,24.459,22.853,22.853,20.402,19.979,22.104,20.897,22.641,21.195,21.195,21.161,25.378,25.378,23.719,23.719,23.666,23.666,24.710,24.710,21.500,23.032,23.032,23.666,23.666,19.176,19.176,24.353,24.353,23.393,24.234,24.234,24.828,6xf,19.176,6p,19.979
KM504113,1893,6,24.723,24.723,24.366,21.553,21.553,22.715,18.182,26.108,24.828,25.908,25.212,25.066,25.726,25.145,23.259,23.259,21.934,21.617,21.976,5.177,24.228,22.622,22.622,22.557,26.913,26.913,24.855,24.855,24.591,24.591,25.409,25.409,23.825,24.129,24.129,24.974,24.974,22.187,22.187,24.274,24.274,25.094,25.119,25.119,26.082,6r,5.177,6f,18.182
KM504114,1893,6,25.409,25.409,24.736,21.911,21.753,21.447,22.821,24.881,25.409,24.544,25.211,23.706,24.262,24.402,22.803,22.803,21.025,19.704,16.852,22.187,24.519,20.708,20.708,21.119,25.808,25.808,25.515,25.515,23.467,23.467,24.749,24.749,21.976,24.466,24.466,24.076,24.076,21.447,21.447,24.287,24.287,25.053,23.377,23.377,25.204,6q,16.852,6p,19.704
KM504115,1893,6,25.568,25.568,26.004,21.659,22.451,20.814,23.467,24.747,24.551,23.889,24.604,23.596,24.723,24.865,23.032,23.032,22.040,21.882,7.343,22.345,24.498,20.459,20.459,21.236,25.808,25.808,24.498,24.498,25.660,25.660,23.517,23.517,22.240,25.588,25.588,23.332,23.332,21.647,21.647,24.287,24.287,24.420,22.744,22.744,24.635,6q,7.343,6t,20.459
KM504116,1892,6,25.581,25.581,25.370,21.512,22.410,20.455,22.768,24.280,24.063,22.978,24.274,23.216,24.617,24.205,22.967,22.967,20.929,20.814,6.712,22.252,23.771,20.130,20.130,20.615,24.960,24.960,24.459,24.459,24.129,24.129,23.704,23.704,22.304,25.054,25.054,23.467,23.467,20.825,20.825,24.207,24.207,24.234,22.992,22.992,24.305,6q,6.712,6e,20.455
KM504117,1892,6,24.154,24.154,24.366,20.719,20.983,22.886,21.659,25.293,24.089,23.504,24.034,23.362,25.462,24.459,22.768,22.768,22.451,20.919,18.340,21.142,23.222,20.497,20.497,21.512,25.542,25.542,24.736,24.736,24.049,24.049,24.353,24.353,22.093,23.573,23.573,23.930,23.930,21.247,21.247,24.207,24.207,23.719,24.036,24.036,25.000,6q,18.340,6t,20.497
KM504118,1891,6,24.604,24.604,25.172,22.134,21.941,21.036,22.369,24.565,25.238,25.186,24.920,24.603,23.399,24.789,23.162,23.162,23.057,21.934,22.340,22.357,23.211,21.599,21.599,21.103,24.907,24.907,23.772,23.772,24.008,24.008,24.392,24.392,21.999,24.802,24.802,23.744,23.744,18.720,18.720,24.008,24.008,25.251,24.392,24.392,24.497,6xf,18.720,6e,21.036
KM504119,1893,6,24.551,24.551,25.132,24.207,24.274,23.983,26.043,26.385,15.425,18.869,20.361,21.360,21.225,21.987,20.169,20.169,24.287,24.604,25.068,24.551,23.807,24.947,24.947,23.601,25.371,25.371,25.581,25.581,24.630,24.630,21.231,21.231,24.247,24.802,24.802,21.753,21.753,24.736,24.736,21.829,21.829,24.630,20.560,20.560,22.039,6h,15.425,6i,18.869
KM504120,1892,6,24.419,24.419,24.419,22.146,21.776,21.723,22.821,24.459,24.987,25.292,25.529,23.837,25.846,25.147,23.171,23.171,21.165,20.930,17.495,22.622,23.944,20.898,20.898,21.145,25.861,25.861,24.723,24.723,22.768,22.768,24.630,24.630,21.195,23.784,23.784,23.077,23.077,21.459,21.459,23.759,23.759,24.828,23.467,23.467,24.459,6q,17.495,6p,20.930
KM504121,1894,6,25.832,25.832,25.687,21.728,22.492,21.923,23.150,25.185,25.580,25.462,25.489,24.723,24.670,25.660,25.290,25.290,22.569,21.670,20.961,22.826,23.224,21.723,21.723,21.806,26.801,26.801,24.446,24.446,24.327,24.327,24.406,24.406,21.783,25.040,25.040,24.934,24.934,23.231,23.231,24.023,24.023,25.462,23.349,23.349,24.353,6q,20.961,6p,21.670
KM504122,1893,6,25.040,25.040,24.775,24.129,23.319,23.812,24.657,25.211,8.241,19.133,19.492,20.402,20.666,21.987,20.772,20.772,24.723,24.142,24.775,24.089,24.907,24.222,24.222,23.536,25.504,25.504,24.154,24.154,25.462,25.462,21.353,21.353,24.841,24.749,24.749,21.776,21.776,24.947,24.947,21.723,21.723,25.476,20.455,20.455,21.195,6h,8.241,6i,19.133
KM504123,1893,6,25.516,25.516,25.080,25.040,24.498,24.459,25.769,26.550,26.917,26.110,26.480,25.610,26.469,27.094,26.140,26.140,24.536,25.519,25.200,25.357,7.713,23.623,23.623,24.433,26.994,26.994,25.565,25.565,25.186,25.186,25.875,25.875,25.462,24.761,24.761,26.670,26.670,24.062,24.062,25.993,25.993,26.324,24.708,24.708,26.299,6s,7.713,6t,23.623
KM504124,1893,6,25.238,25.238,24.313,9.931,19.176,22.005,21.987,24.604,23.787,24.974,24.974,23.812,24.868,25.885,23.475,23.475,21.036,21.447,22.122,21.976,24.142,21.817,21.817,20.591,23.772,23.772,24.802,24.802,23.918,23.918,25.740,25.740,22.586,24.247,24.247,24.828,24.828,22.070,22.070,25.779,25.779,23.483,24.300,24.300,24.498,6c,9.931,6d,19.176
KM587627,1893,6,8.188,8.188,19.873,24.682,25.119,25.621,25.899,26.466,25.092,26.413,25.928,24.551,26.043,24.881,24.353,24.353,25.106,25.132,26.783,25.607,25.080,26.321,26.321,25.885,26.550,26.550,25.674,25.674,24.762,24.762,25.951,25.951,26.466,18.859,18.859,25.726,25.726,26.807,26.807,24.987,24.987,25.621,25.211,25.211,25.409,6a,8.188,6xd,18.859
KM587628,1893,6,6.973,6.973,19.926,24.679,24.116,23.983,25.462,25.713,24.393,25.554,25.239,24.974,25.251,24.762,23.865,23.865,25.159,24.564,26.202,24.617,24.708,25.634,25.634,24.617,25.953,25.953,24.762,24.762,24.657,24.657,25.185,25.185,25.832,18.311,18.311,25.079,25.079,25.699,25.699,24.604,24.604,25.304,24.723,24.723,24.657,6a,6.973,6xd,18.311
KM587629,1892,6,25.159,25.159,25.607,23.520,23.414,10.518,24.076,26.110,26.057,24.894,25.451,26.082,25.251,25.740,25.251,25.251,21.870,21.659,22.293,23.520,24.443,21.183,21.183,17.653,26.902,26.902,25.423,25.423,25.053,25.053,26.360,26.360,20.190,24.406,24.406,25.581,25.581,22.886,22.886,25.238,25.238,25.990,25.607,25.607,26.202,6e,10.518,6u,17.653
KM587630,1892,6,25.621,25.621,26.069,23.726,24.194,24.154,25.607,25.264,20.560,16.112,14.588,21.145,21.474,22.886,21.142,21.142,23.613,23.256,23.862,24.011,25.304,24.112,24.112,23.681,25.779,25.779,24.538,24.538,24.142,24.142,22.216,22.216,24.683,25.846,25.846,21.459,21.459,23.985,23.985,21.870,21.870,24.616,21.315,21.315,22.694,6j,14.588,6i,16.112
KM589435,1893,6,24.879,24.879,24.459,21.353,21.395,22.768,0.000,24.406,24.920,26.043,24.867,24.574,25.317,24.921,24.262,24.262,22.504,23.666,22.756,17.548,24.100,21.794,21.794,22.557,25.093,25.093,23.256,23.256,23.812,23.812,25.396,25.396,23.284,24.023,24.023,25.357,25.357,23.044,23.044,25.277,25.277,24.974,24.657,24.657,24.707,6f,0.000,6r,17.548
KM589436,1893,6,24.825,24.825,24.723,21.776,21.342,23.191,1.955,24.300,24.666,26.043,25.040,24.415,25.423,24.815,24.056,24.056,22.662,23.772,23.191,17.495,24.258,21.636,21.636,22.662,25.251,25.251,23.679,23.679,24.287,24.287,24.920,24.920,23.337,24.287,24.287,24.881,24.881,22.727,22.727,25.013,25.013,24.934,24.710,24.710,24.388,6f,1.955,6r,17.495
KM589437,1893,6,24.771,24.771,23.666,21.829,22.029,22.874,4.807,24.393,25.396,26.360,25.440,25.266,26.004,24.802,24.051,24.051,23.191,23.613,23.024,18.182,24.100,22.345,22.345,23.191,25.410,25.410,23.732,23.732,24.129,24.129,25.307,25.307,22.914,23.812,23.812,25.250,25.250,23.085,23.085,25.422,25.422,25.185,24.762,24.762,24.601,6f,4.807,6r,18.182
KM589438,1893,6,24.987,24.987,24.564,21.459,21.500,22.874,0.106,24.511,25.027,26.149,24.973,24.681,25.423,25.026,24.367,24.367,22.610,23.772,22.863,17.653,24.206,21.900,21.900,22.662,25.199,25.199,23.362,23.362,23.918,23.918,25.502,25.502,23.390,24.129,24.129,25.462,25.462,23.150,23.150,25.383,25.383,25.079,24.762,24.762,24.814,6f,0.106,6r,17.653
KM589439,1893,6,24.825,24.825,24.775,21.617,21.395,23.138,1.955,24.300,24.921,26.043,25.200,24.521,25.370,24.762,24.473,24.473,22.768,23.825,23.191,17.653,24.417,21.741,21.741,22.662,25.304,25.304,23.784,23.784,24.393,24.393,24.867,24.867,23.442,24.340,24.340,24.934,24.934,22.939,22.939,24.960,24.960,25.145,24.762,24.762,24.441,6f,1.955,6r,17.653
KM589440,1893,6,24.987,24.987,24.247,21.829,22.293,23.402,4.068,24.617,25.400,26.519,25.653,25.266,25.793,25.013,24.156,24.156,22.979,23.560,23.237,17.970,24.417,22.111,22.111,23.085,25.357,25.357,23.784,23.784,24.182,24.182,25.713,25.713,23.178,23.759,23.759,25.357,25.357,23.244,23.244,25.580,25.580,25.026,25.026,25.026,24.654,6f,4.068,6r,17.970
KM589441,1893,6,24.987,24.987,24.617,21.512,21.500,22.927,0.158,24.459,25.027,26.149,24.973,24.681,25.423,24.974,24.314,24.314,22.610,23.772,22.917,17.653,24.206,21.953,21.953,22.715,25.251,25.251,23.309,23.309,23.865,23.865,25.502,25.502,23.442,24.129,24.129,25.462,25.462,23.203,23.203,25.383,25.383,25.132,24.710,24.710,24.814,6f,0.158,6r,17.653
KM589442,1893,6,25.094,25.094,24.683,21.459,21.395,22.874,0.317,24.670,25.080,26.149,25.080,24.560,25.476,25.026,24.420,24.420,22.610,23.825,22.917,17.600,24.100,21.953,21.953,22.768,25.199,25.199,23.309,23.309,24.023,24.023,25.554,25.554,23.390,24.247,24.247,25.462,25.462,23.044,23.044,25.541,25.541,25.132,24.762,24.762,24.747,6f,0.317,6r,17.600
KM589443,1893,6,25.094,25.094,25.106,21.882,21.764,23.296,1.849,24.775,24.933,26.466,25.360,24.947,25.529,24.974,24.272,24.272,23.032,24.247,23.455,17.812,24.523,22.058,22.058,22.979,25.357,25.357,23.890,23.890,24.446,24.446,25.293,25.293,23.654,24.617,24.617,25.198,25.198,23.256,23.256,25.224,25.224,25.304,25.079,25.079,24.760,6f,1.849,6r,17.812
KM589444,1893,6,24.663,24.663,23.825,21.512,22.187,22.715,4.015,24.340,25.240,26.360,25.560,25.213,26.057,25.066,24.169,24.169,23.138,23.613,22.863,17.865,24.258,22.610,22.610,23.085,25.304,25.304,23.256,23.256,24.194,24.194,25.748,25.748,22.809,23.719,23.719,25.316,25.316,23.455,23.455,25.713,25.713,25.026,24.987,24.987,24.707,6f,4.015,6r,17.865
KM589445,1893,6,25.202,25.202,24.775,21.829,21.606,23.349,1.902,24.617,24.826,26.307,25.467,24.774,25.317,25.026,24.110,24.110,22.715,23.983,23.191,17.706,24.417,21.953,21.953,23.085,25.516,25.516,24.049,24.049,24.446,24.446,25.449,25.449,23.601,24.604,24.604,25.092,25.092,23.256,23.256,25.119,25.119,25.357,24.815,24.815,24.480,6f,1.902,6r,17.706
KM589446,1893,6,25.148,25.148,24.511,21.670,22.610,23.442,4.120,24.498,25.614,26.730,25.774,25.733,26.533,25.488,24.143,24.143,23.349,24.194,23.344,18.393,24.788,22.639,22.639,23.455,25.622,25.622,23.943,23.943,24.446,24.446,25.681,25.681,23.337,24.393,24.393,25.778,25.778,23.719,23.719,25.686,25.686,25.238,25.660,25.660,25.387,6f,4.120,6r,18.393
KM589447,1893,6,24.933,24.933,24.617,21.512,21.447,22.927,0.211,24.617,25.080,26.202,25.027,24.574,25.476,25.079,24.420,24.420,22.610,23.772,22.810,17.653,24.100,21.847,21.847,22.715,25.199,25.199,23.256,23.256,24.023,24.023,25.396,25.396,23.337,24.076,24.076,25.515,25.515,23.150,23.150,25.435,25.435,25.079,24.868,24.868,24.760,6f,0.211,6r,17.653
KM589448,1893,6,24.987,24.987,24.934,21.934,21.447,23.244,2.166,24.406,24.773,26.096,25.254,24.521,25.529,24.868,24.056,24.056,22.715,23.877,23.296,17.548,24.364,21.741,21.741,22.821,25.304,25.304,23.626,23.626,24.340,24.340,25.133,25.133,23.442,24.393,24.393,24.934,24.934,22.886,22.886,25.224,25.224,25.145,24.815,24.815,24.494,6f,2.166,6r,17.548
KM589449,1893,6,24.663,24.663,24.247,21.829,22.451,23.560,4.596,24.446,25.720,26.730,25.880,25.372,26.321,25.488,24.433,24.433,23.138,23.613,22.970,18.235,24.682,22.557,22.557,23.349,25.569,25.569,23.943,23.943,24.353,24.353,25.214,25.214,23.284,24.300,24.300,25.316,25.316,23.244,23.244,25.805,25.805,25.026,25.304,25.304,24.814,6f,4.596,6r,18.235
KM589450,1893,6,24.811,24.811,24.564,21.406,21.553,22.821,0.158,24.353,24.973,25.977,24.920,24.574,25.423,24.868,24.209,24.209,22.504,23.772,22.863,17.600,24.206,21.953,21.953,22.715,25.146,25.146,23.256,23.256,23.759,23.759,25.396,25.396,23.390,24.129,24.129,25.357,25.357,23.097,23.097,25.383,25.383,25.026,24.604,24.604,24.707,6f,0.158,6r,17.600
KM589451,1893,6,24.879,24.879,24.670,21.776,21.289,23.138,1.955,24.300,24.613,25.990,25.093,24.415,25.370,24.762,24.002,24.002,22.557,23.719,23.138,17.389,24.153,21.583,21.583,22.715,25.304,25.304,23.679,23.679,24.234,24.234,25.079,25.079,23.284,24.234,24.234,24.828,24.828,22.727,22.727,25.066,25.066,24.987,24.657,24.657,24.334,6f,1.955,6r,17.389
KM589452,1893,6,24.771,24.771,24.194,21.829,22.345,23.296,4.490,24.182,25.454,26.360,25.333,25.266,26.110,25.277,24.116,24.116,23.085,23.560,22.863,18.235,24.470,22.187,22.187,23.191,25.516,25.516,23.560,23.560,24.247,24.247,25.251,25.251,22.967,24.353,24.353,25.423,25.423,23.349,23.349,25.646,25.646,25.079,25.145,25.145,24.707,6f,4.490,6r,18.235
KP162370,575,6,26.435,26.435,26.343,23.304,25.400,10.435,26.998,29.739,29.043,27.478,29.043,26.429,27.176,29.391,27.130,27.130,25.868,23.652,24.174,24.957,25.565,21.565,21.565,16.202,28.646,28.646,27.083,27.083,25.347,25.347,28.125,28.125,21.043,26.087,26.087,27.478,27.478,26.087,26.087,26.910,26.910,27.826,27.451,27.451,27.273,6e,10.435,6u,16.202
KP162384,545,6,7.156,7.156,22.752,24.427,26.007,26.972,26.606,30.567,24.571,27.289,25.468,24.954,23.119,25.505,24.037,24.037,26.972,26.055,27.156,25.138,26.422,27.706,27.706,25.505,26.190,26.190,27.706,27.706,25.458,25.458,24.954,24.954,30.459,20.734,20.734,26.055,26.055,26.422,26.422,23.853,23.853,27.706,25.321,25.321,25.321,6a,7.156,6xd,20.734
KP162569,575,6,27.130,27.130,26.516,24.870,26.087,9.391,23.478,28.522,28.000,27.176,27.437,26.560,27.826,27.652,27.652,27.652,26.261,24.870,23.826,24.610,24.870,22.957,22.957,17.133,28.993,28.993,27.128,27.128,25.000,25.000,27.027,27.027,21.565,26.087,26.087,27.304,27.304,26.110,26.110,26.786,26.786,27.130,28.696,28.696,28.000,6e,9.391,6u,17.133
KP162619,564,6,6.915,6.915,22.163,23.573,24.468,26.288,27.353,,25.312,27.176,25.222,24.777,24.113,26.381,24.242,24.242,26.596,26.950,26.998,25.400,26.821,26.465,26.465,27.353,27.434,27.434,26.064,26.064,26.064,26.064,24.334,24.334,29.663,20.922,20.922,25.044,25.044,26.110,26.110,24.286,24.286,27.531,24.777,24.777,24.242,6a,6.915,6xd,20.922
KP162623,575,6,6.783,6.783,22.087,23.646,24.653,26.261,27.478,30.087,25.312,26.957,25.044,24.599,24.000,26.435,24.242,24.242,26.435,26.957,27.304,25.391,26.821,26.609,26.609,27.352,27.556,27.556,25.913,25.913,26.064,26.064,24.156,24.156,29.739,20.696,20.696,25.044,25.044,26.261,26.261,24.286,24.286,27.353,25.043,25.043,24.348,6a,6.783,6xd,20.696
KP162631,560,6,7.679,7.679,23.303,24.119,26.025,28.036,26.972,31.607,25.714,27.451,26.071,24.421,23.929,26.429,24.107,24.107,27.339,26.250,28.073,26.071,27.143,28.036,28.036,26.607,26.381,26.381,27.679,27.679,25.668,25.668,25.179,25.179,30.275,20.550,20.550,25.893,25.893,26.606,26.606,24.107,24.107,27.679,25.714,25.714,25.536,6a,7.679,6xd,20.550
KP162848,575,6,7.478,7.478,22.087,24.549,25.755,25.565,28.597,29.739,27.304,25.868,25.044,23.886,25.217,25.847,24.348,24.348,26.087,25.868,26.821,26.261,26.643,26.821,26.821,26.643,25.528,25.528,26.087,26.087,25.177,25.177,26.110,26.110,28.522,21.913,21.913,25.217,25.217,25.812,25.812,23.393,23.393,27.353,24.599,24.599,24.421,6a,7.478,6xd,21.913
KP163010,575,6,25.913,25.913,27.036,23.130,23.785,11.304,23.652,28.000,25.913,26.690,27.130,26.964,25.400,28.870,26.087,26.087,25.521,23.304,21.913,23.478,24.174,21.565,21.565,15.505,28.520,28.520,25.391,25.391,24.826,24.826,28.571,28.571,20.348,26.435,26.435,26.783,26.783,25.391,25.391,26.435,26.435,27.290,27.826,27.826,27.130,6e,11.304,6u,15.505
KP163019,572,6,6.119,6.119,21.853,24.126,26.399,27.273,26.399,30.594,25.000,26.876,25.577,24.956,23.427,25.357,22.857,22.857,26.399,25.131,27.531,24.476,25.933,27.176,27.176,25.874,26.353,26.353,25.699,25.699,24.291,24.291,25.134,25.134,30.070,20.105,20.105,25.222,25.222,26.573,26.573,23.529,23.529,26.821,26.071,26.071,24.286,6a,6.119,6xd,20.105
KY014622,1893,6,23.666,23.666,24.234,23.918,24.011,24.036,24.103,25.276,20.243,20.877,22.110,20.127,20.285,18.172,4.068,4.068,24.419,24.802,23.385,24.327,25.610,23.414,23.414,24.023,25.515,25.515,24.613,24.613,23.918,23.918,19.767,19.767,23.495,24.564,24.564,14.580,14.580,24.485,24.485,14.210,14.210,23.983,19.334,19.334,20.127,6n,4.068,6xg,14.210
KY120329,1893,6,4.490,4.490,19.345,24.280,24.023,24.934,24.663,25.832,24.406,25.607,25.451,23.706,24.881,24.564,23.613,23.613,24.207,24.459,26.043,24.775,24.655,25.581,25.581,24.564,25.225,25.225,24.459,24.459,24.287,24.287,25.211,25.211,25.040,18.542,18.542,24.194,24.194,24.973,24.973,23.666,23.666,25.040,24.300,24.300,24.511,6a,4.490,6xd,18.542
KY120330,1893,6,23.085,23.085,24.234,24.036,23.892,23.983,24.542,25.487,20.349,20.719,21.421,19.863,20.814,18.595,3.803,3.803,24.207,24.222,23.300,24.209,25.504,23.573,23.573,23.918,25.132,25.132,24.881,24.881,23.812,23.812,20.725,20.725,23.548,24.142,24.142,15.003,15.003,24.525,24.525,14.739,14.739,24.194,19.810,19.810,20.391,6n,3.803,6xg,14.739
LC368409,1893,6,23.877,23.877,24.287,23.377,23.654,24.142,24.749,25.329,20.349,20.602,21.777,19.334,19.334,18.119,3.803,3.803,23.983,23.905,23.201,24.393,25.186,23.032,23.032,24.076,25.198,25.198,24.812,24.812,23.458,23.458,20.719,20.719,23.442,24.287,24.287,14.105,14.105,24.129,24.129,14.369,14.369,23.613,19.387,19.387,20.180,6n,3.803,6xe,14.105
LC368421,1893,6,25.396,25.396,24.023,23.118,24.116,23.825,24.194,25.910,23.918,24.551,24.947,24.076,25.343,23.970,23.117,23.117,23.825,24.353,24.327,24.236,23.782,24.617,24.617,23.918,24.367,24.367,25.580,25.580,21.764,21.764,23.455,23.455,23.325,24.921,24.921,25.435,25.435,25.699,25.699,24.036,24.036,25.752,24.234,24.234,24.855,6xa,21.764,6c,23.118
LC368423,1892,6,23.626,23.626,24.076,23.402,23.865,24.577,24.736,25.290,19.397,20.190,20.856,19.609,19.820,17.706,3.911,3.911,24.247,23.787,22.808,24.076,24.337,23.073,23.073,24.089,25.808,25.808,24.436,24.436,23.032,23.032,20.602,20.602,23.825,23.983,23.983,14.271,14.271,23.812,23.812,13.795,13.795,23.890,19.080,19.080,19.662,6n,3.911,6xg,13.795
LC368435,1893,6,23.508,23.508,24.446,23.430,24.129,24.036,24.473,25.118,19.556,20.180,21.127,19.334,20.021,17.908,3.803,3.803,24.789,24.011,22.527,24.234,25.292,23.256,23.256,24.340,25.251,25.251,24.544,24.544,23.523,23.523,20.877,20.877,23.706,24.194,24.194,14.210,14.210,24.222,24.222,14.369,14.369,24.934,19.863,19.863,19.863,6n,3.803,6xe,14.210
LC435021,1893,6,7.607,7.607,19.345,23.372,24.076,25.092,24.934,25.488,24.564,25.766,25.133,24.406,25.515,24.881,24.036,24.036,24.987,24.974,25.674,24.300,24.854,25.264,25.264,25.409,25.596,25.596,24.828,24.828,24.657,24.657,25.053,25.053,25.568,18.278,18.278,24.934,24.934,25.093,25.093,24.089,24.089,24.723,24.736,24.736,24.828,6a,7.607,6xd,18.278
LC435023,1892,6,24.921,24.921,24.710,21.195,20.433,12.156,21.108,24.156,23.601,23.996,25.409,24.049,24.775,24.498,23.442,23.442,21.025,19.863,20.296,20.919,23.122,19.546,19.546,15.751,26.179,26.179,24.076,24.076,23.613,23.613,25.238,25.238,18.658,23.362,23.362,25.053,25.053,20.549,20.549,23.930,23.930,24.630,24.101,24.101,25.251,6e,12.156,6u,15.751
LC435024,1893,6,24.089,24.089,24.101,20.807,21.078,22.610,17.548,25.369,24.511,25.423,25.000,24.393,25.674,25.040,23.113,23.113,22.040,22.146,21.236,3.698,23.855,21.882,21.882,22.345,26.755,26.755,24.222,24.222,23.905,23.905,25.251,25.251,22.979,23.390,23.390,25.238,25.238,21.712,21.712,24.274,24.274,25.330,24.327,24.327,25.924,6r,3.698,6f,17.548
LC435027,1892,6,24.868,24.868,24.710,21.512,20.539,12.156,21.319,24.051,23.759,24.049,25.568,24.419,24.775,24.340,23.442,23.442,20.814,19.810,20.296,21.025,23.122,19.810,19.810,16.068,26.338,26.338,23.970,23.970,23.877,23.877,25.185,25.185,18.710,23.309,23.309,25.106,25.106,20.549,20.549,23.877,23.877,24.630,24.366,24.366,25.409,6e,12.156,6u,16.068
LC435028,1893,6,24.353,24.353,24.313,21.342,21.395,22.187,17.812,25.910,24.670,25.495,25.265,24.762,25.726,25.409,23.166,23.166,21.987,21.987,21.236,3.487,23.908,21.723,21.723,22.187,26.649,26.649,24.182,24.182,24.222,24.222,25.092,25.092,22.768,23.706,23.706,25.343,25.343,21.870,21.870,23.958,23.958,24.865,24.446,24.446,25.766,6r,3.487,6f,17.812
KT162591,716,6,4.050,4.050,21.927,23.865,25.802,26.536,25.802,30.362,24.652,26.864,24.752,24.162,23.479,25.142,24.162,24.162,25.105,26.271,26.816,23.324,26.450,26.874,26.874,25.978,26.081,26.081,26.778,26.778,26.383,26.383,25.279,25.279,28.352,20.251,20.251,26.167,26.167,25.838,25.838,24.611,24.611,26.591,24.581,24.581,25.140,6a,4.050,6xd,20.251
KT162592,716,6,5.587,5.587,22.346,22.987,25.941,26.397,25.662,30.410,25.869,27.567,25.460,24.302,23.904,26.705,24.581,24.581,25.523,26.271,27.095,23.883,26.733,26.733,26.733,25.698,26.639,26.639,26.184,26.184,26.809,26.809,25.698,25.698,28.212,20.391,20.391,26.308,26.308,25.698,25.698,25.035,25.035,27.298,25.140,25.140,25.419,6a,5.587,6xd,20.391
KT162593,716,6,4.609,4.609,21.927,23.597,24.826,26.397,26.130,29.805,25.209,26.582,24.022,23.743,23.045,25.978,24.162,24.162,24.407,24.826,26.955,23.305,26.257,25.941,25.941,25.000,26.360,26.360,25.384,25.384,26.045,26.045,24.721,24.721,27.793,19.832,19.832,25.140,25.140,25.419,25.419,25.140,25.140,26.025,24.187,24.187,25.140,6a,4.609,6xd,19.832
KT162594,718,6,5.432,5.432,21.508,23.741,25.348,25.384,25.847,29.609,24.407,26.338,24.162,24.581,23.324,25.905,24.022,24.022,24.407,26.008,26.536,24.576,26.220,26.397,26.397,25.105,26.499,26.499,26.397,26.397,25.674,25.674,24.860,24.860,27.755,19.134,19.134,26.397,26.397,25.523,25.523,24.581,24.581,26.462,25.177,25.177,23.324,6a,5.432,6xd,19.134
KT162595,718,6,5.989,5.989,21.927,22.987,24.095,25.244,26.475,29.703,24.547,25.598,24.470,24.686,23.762,25.284,23.464,23.464,23.883,25.174,25.978,24.826,25.177,26.591,26.591,26.220,25.627,25.627,25.559,25.559,25.957,25.957,25.279,25.279,28.173,19.413,19.413,24.721,24.721,26.499,26.499,25.601,25.601,26.733,24.581,24.581,24.581,6a,5.989,6xd,19.413
KT162596,718,6,4.596,4.596,22.067,24.892,25.487,25.662,26.695,30.307,24.128,25.598,24.721,24.581,23.743,25.209,23.743,23.743,25.419,25.766,26.257,23.446,26.639,27.095,27.095,26.360,27.057,27.057,26.536,26.536,25.106,25.106,25.279,25.279,28.591,19.134,19.134,25.000,25.000,25.523,25.523,25.559,25.559,26.880,24.752,24.752,24.581,6a,4.596,6xd,19.134
KT162597,716,6,5.447,5.447,22.207,24.597,25.523,26.955,26.918,29.109,25.348,26.582,25.035,24.441,22.772,24.858,23.324,23.324,25.244,25.706,26.536,24.162,27.016,26.874,26.874,26.397,26.462,26.462,25.662,25.662,26.705,26.705,24.581,24.581,27.654,20.112,20.112,24.752,24.752,25.559,25.559,23.762,23.762,26.874,23.883,23.883,24.302,6a,5.447,6xd,20.112
KT162598,716,6,4.469,4.469,22.486,24.305,25.523,26.536,26.778,29.703,24.896,26.442,25.318,24.268,23.762,25.710,24.162,24.162,24.686,25.282,26.397,24.162,26.874,26.733,26.733,26.536,26.639,26.639,26.323,26.323,26.562,26.562,25.419,25.419,28.073,20.112,20.112,25.743,25.743,26.117,26.117,25.743,25.743,27.581,24.721,24.721,25.000,6a,4.469,6xd,20.112
