Accession,AssignedGenotype,Subtype3aDistance,Subtype3bDistance,Subtype3dDistance,Subtype3eDistance,Subtype3gDistance,Subtype3gDistance,Subtype3hDistance,Subtype3iDistance,Subtype3iDistance,Subtype3kDistance,Subtype3kDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
EU710417,3,5.872,18.472,16.244,18.037,17.128,17.128,24.979,17.366,17.366,23.090,23.090,3a,5.872,3d,16.244
EU710418,3,5.684,17.659,16.367,17.317,15.873,15.873,24.292,16.457,16.457,21.136,21.136,3a,5.684,3g,15.873
EU710419,3,5.718,18.097,16.533,18.049,16.279,16.279,23.920,16.888,16.888,21.224,21.224,3a,5.718,3g,16.279
EU710420,3,6.731,18.024,17.087,18.112,17.234,17.234,24.654,17.606,17.606,22.307,22.307,3a,6.731,3d,17.087
EU710421,3,7.157,19.235,17.468,18.182,16.765,16.765,24.927,17.255,17.255,21.786,21.786,3a,7.157,3g,16.765
EU710422,3,5.291,17.989,15.989,16.667,15.608,15.608,24.339,16.138,16.138,22.487,22.487,3a,5.291,3g,15.608
EU710423,3,7.924,18.456,17.726,18.807,17.321,17.321,25.508,17.672,17.672,22.074,22.074,3a,7.924,3g,17.321
EU710424,3,8.385,18.144,17.566,18.750,18.257,18.257,25.155,17.938,17.938,22.459,22.459,3a,8.385,3d,17.566
EU710425,3,7.328,17.921,16.700,17.667,17.267,17.267,24.220,16.867,16.867,20.986,20.986,3a,7.328,3d,16.700
EU710426,3,5.979,18.088,16.125,17.421,15.681,15.681,24.519,16.014,16.014,21.320,21.320,3a,5.979,3g,15.681
EU710427,3,7.469,18.188,17.099,16.931,16.336,16.336,24.424,17.460,17.460,21.495,21.495,3a,7.469,3g,16.336
EU710428,3,6.800,18.733,16.767,18.206,16.067,16.067,24.204,16.989,16.989,21.452,21.452,3a,6.800,3g,16.067
EU710429,3,6.981,18.696,17.470,18.327,16.900,16.900,24.785,17.874,17.874,22.222,22.222,3a,6.981,3g,16.900
EU710430,3,5.941,17.914,16.476,17.246,15.909,15.909,23.619,16.176,16.176,21.257,21.257,3a,5.941,3g,15.909
EU710431,3,5.931,18.508,16.331,17.793,16.229,16.229,24.363,16.425,16.425,21.394,21.394,3a,5.931,3g,16.229
EU710432,3,4.129,16.697,15.856,17.986,14.183,14.183,23.077,15.081,15.081,18.051,18.051,3a,4.129,3g,14.183
EU710433,3,6.173,17.491,17.108,17.491,14.664,14.664,23.374,15.901,15.901,18.695,18.695,3a,6.173,3g,14.664
EU710434,3,9.285,21.469,18.245,20.577,18.519,18.519,26.817,19.636,19.636,23.729,23.729,3a,9.285,3d,18.245
EU710435,3,6.667,20.445,18.637,18.889,17.476,17.476,24.725,17.639,17.639,23.505,23.505,3a,6.667,3g,17.476
EU710436,3,6.129,17.447,15.012,16.855,15.900,15.900,23.328,16.546,16.546,20.420,20.420,3a,6.129,3d,15.012
EU710437,3,7.427,19.344,19.344,20.862,16.926,16.926,24.528,17.759,17.759,21.071,21.071,3a,7.427,3g,16.926
EU710438,3,6.425,19.379,16.220,18.202,16.556,16.556,24.848,17.443,17.443,22.889,22.889,3a,6.425,3d,16.220
EU710439,3,5.270,18.526,15.850,18.311,16.633,16.633,24.410,17.230,17.230,20.892,20.892,3a,5.270,3d,15.850
EU710440,3,7.643,19.002,17.113,17.311,16.828,16.828,24.940,16.828,16.828,23.349,23.349,3a,7.643,3i,16.828
EU710441,3,7.013,18.105,17.090,17.705,16.702,16.702,24.913,17.474,17.474,22.246,22.246,3a,7.013,3g,16.702
EU710442,3,5.850,18.057,16.505,18.338,17.218,17.218,24.863,18.076,18.076,21.817,21.817,3a,5.850,3d,16.505
EU710443,3,6.860,19.321,17.379,19.337,17.481,17.481,25.053,17.877,17.877,22.788,22.788,3a,6.860,3d,17.379
EU710444,3,6.587,18.202,16.324,17.155,17.189,17.189,24.703,17.495,17.495,21.413,21.413,3a,6.587,3d,16.324
EU710445,3,5.014,18.226,16.540,18.475,16.564,16.564,24.639,17.388,17.388,21.871,21.871,3a,5.014,3d,16.540
EU710446,3,7.333,18.667,21.306,18.919,18.333,18.333,24.667,17.391,17.391,25.753,25.753,3a,7.333,3i,17.391
EU710447,3,7.258,17.742,18.457,18.817,15.818,15.818,24.731,16.398,16.398,24.731,24.731,3a,7.258,3g,15.818
EU710448,3,5.769,18.363,16.678,18.737,16.690,16.690,24.502,17.170,17.170,22.765,22.765,3a,5.769,3d,16.678
EU710449,3,7.031,18.045,16.644,18.101,16.041,16.041,24.949,17.020,17.020,22.010,22.010,3a,7.031,3g,16.041
EU710450,3,5.911,19.051,16.955,19.313,16.988,16.988,24.966,17.869,17.869,22.558,22.558,3a,5.911,3d,16.955
EU710451,3,7.285,19.051,16.401,17.950,16.426,16.426,24.863,17.469,17.469,22.421,22.421,3a,7.285,3d,16.401
EU710452,3,5.244,18.787,16.890,18.303,16.248,16.248,24.791,16.704,16.704,22.090,22.090,3a,5.244,3g,16.248
EU710453,3,6.705,18.915,16.667,18.474,17.416,17.416,25.479,17.190,17.190,22.698,22.698,3a,6.705,3d,16.667
EU710454,3,5.790,18.741,15.839,18.442,16.023,16.023,24.322,17.084,17.084,22.532,22.532,3a,5.790,3d,15.839
EU710455,3,7.278,19.048,17.407,18.894,17.577,17.577,24.565,18.195,18.195,22.549,22.549,3a,7.278,3d,17.407
EU710456,3,7.263,19.310,17.124,18.668,17.034,17.034,25.384,16.948,16.948,22.761,22.761,3a,7.263,3i,16.948
EU710457,3,6.434,18.014,15.782,17.248,16.507,16.507,25.000,16.359,16.359,21.575,21.575,3a,6.434,3d,15.782
EU710458,3,5.923,19.038,17.404,19.526,16.934,16.934,25.748,18.118,18.118,23.152,23.152,3a,5.923,3g,16.934
EU710459,3,6.599,18.804,16.878,17.882,16.732,16.732,24.726,17.282,17.282,22.423,22.423,3a,6.599,3g,16.732
EU710460,3,6.121,18.305,16.201,18.266,16.750,16.750,24.610,16.714,16.714,21.953,21.953,3a,6.121,3d,16.201
EU710461,3,6.977,19.097,16.529,18.630,16.712,16.712,25.136,17.192,17.192,21.394,21.394,3a,6.977,3d,16.529
EU710462,3,6.138,18.163,17.095,18.690,17.127,17.127,24.605,17.943,17.943,22.429,22.429,3a,6.138,3d,17.095
EU710463,3,7.781,19.684,16.316,18.553,16.597,16.597,24.863,17.350,17.350,21.602,21.602,3a,7.781,3d,16.316
EU710464,3,5.149,16.260,17.222,19.783,15.989,15.989,25.203,16.260,16.260,23.306,23.306,3a,5.149,3g,15.989
EU710465,3,21.455,9.701,19.813,21.828,18.843,18.843,27.674,18.159,18.159,22.480,22.480,3b,9.701,3i,18.159
EU710466,3,19.355,8.750,17.586,20.417,16.684,16.684,23.750,17.292,17.292,20.976,20.976,3b,8.750,3g,16.684
EU747769,3,7.927,22.561,17.125,17.737,19.266,19.266,27.576,19.266,19.266,24.606,24.606,3a,7.927,3d,17.125
EU747770,3,7.012,23.242,16.514,17.431,18.960,18.960,26.807,19.878,19.878,24.921,24.921,3a,7.012,3d,16.514
EU747771,3,6.811,22.866,17.500,18.349,20.807,20.807,28.308,19.572,19.572,25.705,25.705,3a,6.811,3d,17.500
EU747772,3,6.811,22.866,17.500,18.349,20.807,20.807,28.308,19.572,19.572,25.705,25.705,3a,6.811,3d,17.500
EU747773,3,7.576,21.341,16.562,18.960,19.878,19.878,26.970,19.878,19.878,23.292,23.292,3a,7.576,3d,16.562
EU747774,3,7.879,22.866,16.514,17.737,19.688,19.688,27.500,20.489,20.489,24.606,24.606,3a,7.879,3d,16.514
EU747775,3,8.537,23.171,18.349,18.960,20.489,20.489,27.879,20.183,20.183,24.921,24.921,3a,8.537,3d,18.349
EU747776,3,8.788,23.242,16.208,18.960,20.183,20.183,27.188,18.902,18.902,24.290,24.290,3a,8.788,3d,16.208
EU747777,3,7.317,22.256,17.431,18.349,19.255,19.255,26.364,20.795,20.795,24.921,24.921,3a,7.317,3d,17.431
EU747778,3,6.748,21.846,17.337,17.284,19.444,19.444,27.914,20.062,20.062,25.868,25.868,3a,6.748,3e,17.284
EU747779,3,7.012,22.256,15.596,17.125,19.266,19.266,27.879,18.960,18.960,24.606,24.606,3a,7.012,3d,15.596
EU747780,3,9.146,22.256,18.043,19.266,21.250,21.250,28.485,20.795,20.795,23.824,23.824,3a,9.146,3d,18.043
EU747781,3,8.050,23.780,16.875,18.182,20.795,20.795,27.103,20.183,20.183,25.868,25.868,3a,8.050,3d,16.875
EU747782,3,7.012,21.951,18.043,17.737,18.634,18.634,26.364,20.489,20.489,25.237,25.237,3a,7.012,3e,17.737
EU747783,3,5.793,22.256,15.902,17.125,18.654,18.654,27.576,18.960,18.960,24.606,24.606,3a,5.793,3d,15.902
EU747784,3,9.146,22.324,17.125,18.349,18.654,18.654,27.576,18.960,18.960,24.290,24.290,3a,9.146,3d,17.125
EU747785,3,8.232,22.630,17.431,17.125,19.572,19.572,26.970,17.431,17.431,24.611,24.611,3a,8.232,3e,17.125
EU747786,3,8.589,23.148,17.957,17.791,20.988,20.988,28.834,21.296,21.296,27.129,27.129,3a,8.589,3e,17.791
EU747787,3,7.927,24.159,16.514,17.737,20.183,20.183,27.576,20.183,20.183,24.921,24.921,3a,7.927,3d,16.514
EU747788,3,7.055,22.936,17.125,17.737,18.654,18.654,27.660,19.266,19.266,25.237,25.237,3a,7.055,3d,17.125
EU747789,3,7.317,22.866,18.043,17.576,19.878,19.878,27.576,19.878,19.878,24.921,24.921,3a,7.317,3e,17.576
EU747790,3,8.050,22.866,18.438,19.266,21.429,21.429,28.308,20.795,20.795,26.332,26.332,3a,8.050,3d,18.438
EU867442,3,8.469,22.078,17.857,19.805,20.779,20.779,25.641,21.613,21.613,26.948,26.948,3a,8.469,3d,17.857
EU867443,3,8.143,22.078,17.857,18.506,21.104,21.104,25.214,20.323,20.323,25.974,25.974,3a,8.143,3d,17.857
FJ024192,3,5.734,18.119,17.299,21.101,16.743,16.743,21.640,15.826,15.826,20.642,20.642,3a,5.734,3i,15.826
FJ024193,3,5.734,18.119,17.299,21.101,16.743,16.743,21.640,15.826,15.826,20.642,20.642,3a,5.734,3i,15.826
FJ024194,3,5.734,18.119,17.299,21.101,16.743,16.743,21.640,15.826,15.826,20.642,20.642,3a,5.734,3i,15.826
FJ024195,3,6.193,18.349,17.536,21.330,16.972,16.972,21.868,16.055,16.055,20.872,20.872,3a,6.193,3i,16.055
FJ024196,3,4.358,17.431,17.890,19.451,16.284,16.284,20.595,14.874,14.874,21.101,21.101,3a,4.358,3i,14.874
FJ024197,3,4.358,17.431,17.890,19.451,16.284,16.284,20.595,14.874,14.874,21.101,21.101,3a,4.358,3i,14.874
FJ024198,3,4.358,17.431,17.890,19.451,16.284,16.284,20.595,14.874,14.874,21.101,21.101,3a,4.358,3i,14.874
FJ024199,3,4.358,17.431,17.890,19.451,16.284,16.284,20.595,14.874,14.874,21.101,21.101,3a,4.358,3i,14.874
FJ024200,3,4.587,17.661,18.119,19.680,16.514,16.514,20.824,15.103,15.103,21.330,21.330,3a,4.587,3i,15.103
FJ024201,3,3.670,16.743,17.661,19.222,16.055,16.055,20.595,14.645,14.645,20.642,20.642,3a,3.670,3i,14.645
FJ024202,3,4.358,16.972,17.661,18.993,15.596,15.596,21.053,14.416,14.416,20.642,20.642,3a,4.358,3i,14.416
FJ024203,3,4.817,17.431,17.890,19.908,16.284,16.284,21.591,15.332,15.332,21.101,21.101,3a,4.817,3i,15.332
FJ024204,3,3.226,16.590,17.062,19.540,15.851,15.851,20.920,14.943,14.943,20.968,20.968,3a,3.226,3i,14.943
FJ024205,3,3.211,16.514,17.661,19.451,16.055,16.055,20.824,14.874,14.874,20.872,20.872,3a,3.211,3i,14.874
FJ024206,3,3.440,16.514,17.661,19.451,16.055,16.055,20.824,14.874,14.874,20.872,20.872,3a,3.440,3i,14.874
FJ024207,3,3.211,16.514,17.661,19.451,16.055,16.055,20.824,14.874,14.874,20.872,20.872,3a,3.211,3i,14.874
FJ024208,3,5.275,16.514,16.588,20.137,15.753,15.753,20.824,15.103,15.103,20.642,20.642,3a,5.275,3i,15.103
FJ024209,3,5.505,16.972,16.825,20.366,15.982,15.982,21.281,15.561,15.561,20.642,20.642,3a,5.505,3i,15.561
FJ024210,3,4.817,17.431,16.514,19.451,16.514,16.514,20.909,15.332,15.332,20.413,20.413,3a,4.817,3i,15.332
FJ024211,3,5.505,18.119,17.202,20.137,16.743,16.743,21.136,16.018,16.018,20.642,20.642,3a,5.505,3i,16.018
FJ024212,3,5.046,17.431,16.514,18.993,16.743,16.743,20.682,15.103,15.103,19.954,19.954,3a,5.046,3i,15.103
FJ024213,3,5.275,19.037,18.349,20.137,15.826,15.826,22.197,15.789,15.789,22.248,22.248,3a,5.275,3g,15.826
FJ024214,3,4.817,18.119,17.890,20.366,15.596,15.596,21.995,14.612,14.612,21.281,21.281,3a,4.817,3i,14.612
FJ024215,3,4.817,18.119,17.890,20.366,15.596,15.596,21.995,14.612,14.612,21.281,21.281,3a,4.817,3i,14.612
FJ024216,3,4.817,18.119,17.431,20.137,15.138,15.138,21.542,15.103,15.103,21.281,21.281,3a,4.817,3g,15.138
FJ024217,3,3.440,18.119,16.351,19.222,15.138,15.138,22.197,13.730,13.730,20.872,20.872,3a,3.440,3i,13.730
FJ024218,3,5.046,18.119,17.661,20.137,16.667,16.667,21.281,16.705,16.705,21.101,21.101,3a,5.046,3g,16.667
FJ024219,3,4.358,16.972,17.661,19.451,15.138,15.138,21.739,14.645,14.645,21.330,21.330,3a,4.358,3i,14.645
FJ024220,3,4.358,16.972,17.661,19.451,15.138,15.138,21.739,14.645,14.645,21.330,21.330,3a,4.358,3i,14.645
FJ024221,3,4.358,16.972,17.661,19.451,15.138,15.138,21.739,14.645,14.645,21.330,21.330,3a,4.358,3i,14.645
FJ024222,3,4.817,16.743,17.661,19.222,15.138,15.138,21.281,14.645,14.645,21.330,21.330,3a,4.817,3i,14.645
FJ024223,3,5.275,17.202,17.661,19.680,15.596,15.596,21.510,14.645,14.645,21.330,21.330,3a,5.275,3i,14.645
FJ024224,3,6.422,18.119,17.773,19.680,15.596,15.596,21.510,13.272,13.272,20.183,20.183,3a,6.422,3i,13.272
FJ024225,3,6.881,18.578,17.773,20.183,15.596,15.596,22.018,13.761,13.761,20.642,20.642,3a,6.881,3i,13.761
FJ024226,3,6.651,18.349,18.009,19.908,15.826,15.826,21.739,13.501,13.501,20.413,20.413,3a,6.651,3i,13.501
FJ024227,3,6.651,18.349,18.009,19.908,15.826,15.826,21.739,13.501,13.501,20.413,20.413,3a,6.651,3i,13.501
FJ024228,3,6.651,18.349,18.009,19.908,15.826,15.826,21.739,13.501,13.501,20.413,20.413,3a,6.651,3i,13.501
FJ024229,3,4.587,18.807,18.578,20.642,16.743,16.743,21.868,16.514,16.514,19.954,19.954,3a,4.587,3i,16.514
FJ024230,3,4.368,17.701,17.471,19.954,15.172,15.172,21.412,13.991,13.991,20.690,20.690,3a,4.368,3i,13.991
FJ024231,3,3.211,17.202,16.284,19.222,14.908,14.908,20.595,15.332,15.332,20.413,20.413,3a,3.211,3g,14.908
FJ024232,3,4.128,17.202,15.826,18.993,14.679,14.679,20.595,15.103,15.103,20.413,20.413,3a,4.128,3g,14.679
FJ024233,3,4.128,17.202,15.826,18.993,14.679,14.679,20.595,15.103,15.103,20.413,20.413,3a,4.128,3g,14.679
FJ024234,3,4.128,17.202,15.826,18.993,14.679,14.679,20.595,15.103,15.103,20.413,20.413,3a,4.128,3g,14.679
FJ024235,3,4.128,17.202,15.826,18.993,14.679,14.679,20.595,15.103,15.103,20.413,20.413,3a,4.128,3g,14.679
FJ024236,3,3.819,17.900,16.229,19.762,16.627,16.627,21.190,16.190,16.190,22.196,22.196,3a,3.819,3d,16.229
FJ024237,3,3.670,17.431,16.514,19.451,16.210,16.210,21.281,15.332,15.332,21.560,21.560,3a,3.670,3i,15.332
FJ024238,3,3.440,16.743,16.972,18.993,16.055,16.055,20.824,15.103,15.103,20.183,20.183,3a,3.440,3i,15.103
FJ024239,3,5.505,18.349,18.578,20.595,16.972,16.972,21.818,15.561,15.561,21.560,21.560,3a,5.505,3i,15.561
FJ024240,3,5.275,17.890,18.349,19.451,17.202,17.202,21.591,15.561,15.561,21.101,21.101,3a,5.275,3i,15.561
FJ024241,3,5.275,17.890,18.349,19.451,17.202,17.202,21.591,15.561,15.561,21.101,21.101,3a,5.275,3i,15.561
FJ024242,3,5.505,17.661,18.578,19.680,17.431,17.431,21.364,15.789,15.789,21.330,21.330,3a,5.505,3i,15.789
FJ024243,3,5.505,18.349,18.119,20.137,17.431,17.431,22.273,16.018,16.018,21.101,21.101,3a,5.505,3i,16.018
FJ024244,3,5.963,18.578,19.037,20.413,17.431,17.431,22.045,16.284,16.284,21.330,21.330,3a,5.963,3i,16.284
FJ024245,3,2.752,16.743,16.743,19.222,16.055,16.055,21.281,15.789,15.789,20.413,20.413,3a,2.752,3i,15.789
FJ024246,3,3.440,16.743,17.202,19.222,16.284,16.284,21.510,16.018,16.018,20.413,20.413,3a,3.440,3g,16.284
FJ024247,3,5.046,18.578,17.431,19.222,16.743,16.743,22.654,15.789,15.789,21.101,21.101,3a,5.046,3i,15.789
FJ024248,3,3.670,17.661,17.661,19.908,16.284,16.284,21.510,16.018,16.018,20.872,20.872,3a,3.670,3g,16.284
FJ024249,3,3.670,17.202,17.202,19.149,16.284,16.284,21.053,16.018,16.018,20.413,20.413,3a,3.670,3g,16.284
FJ024250,3,3.670,16.743,16.514,18.307,15.596,15.596,21.053,15.103,15.103,20.413,20.413,3a,3.670,3i,15.103
FJ024251,3,3.899,16.972,16.743,18.535,15.826,15.826,21.281,15.332,15.332,20.642,20.642,3a,3.899,3i,15.332
FJ024252,3,5.963,18.349,17.202,19.406,16.972,16.972,21.591,15.561,15.561,21.789,21.789,3a,5.963,3i,15.561
FJ024253,3,4.817,18.119,16.743,19.725,15.367,15.367,22.706,14.908,14.908,21.101,21.101,3a,4.817,3i,14.908
FJ159746,3,11.064,17.949,20.085,22.222,17.021,17.021,26.160,18.026,18.026,21.277,21.277,3a,11.064,3g,17.021
FJ159747,3,10.213,16.667,17.521,20.513,14.957,14.957,24.895,16.738,16.738,19.149,19.149,3a,10.213,3g,14.957
FJ159748,3,9.787,17.521,17.521,20.085,15.812,15.812,25.738,17.167,17.167,19.149,19.149,3a,9.787,3g,15.812
FJ159762,3,5.455,15.068,16.438,20.091,14.545,14.545,21.622,13.303,13.303,16.290,16.290,3a,5.455,3i,13.303
FJ159763,3,5.909,15.525,16.438,20.091,13.699,13.699,21.171,13.303,13.303,15.909,15.909,3a,5.909,3i,13.303
FJ159764,3,5.000,14.612,15.068,19.178,12.727,12.727,19.635,11.927,11.927,15.000,15.000,3a,5.000,3i,11.927
FJ159765,3,5.000,15.068,16.438,20.091,14.545,14.545,21.171,12.844,12.844,16.364,16.364,3a,5.000,3i,12.844
FJ159766,3,4.545,15.068,16.438,19.635,12.727,12.727,21.005,12.844,12.844,15.000,15.000,3a,4.545,3g,12.727
FJ159767,3,5.455,15.982,16.895,20.548,14.091,14.091,22.831,14.220,14.220,16.364,16.364,3a,5.455,3g,14.091
FJ159768,3,4.545,15.068,15.525,19.178,13.182,13.182,21.622,12.385,12.385,15.909,15.909,3a,4.545,3i,12.385
FJ159769,3,4.545,15.525,16.438,20.091,13.636,13.636,20.548,13.761,13.761,15.455,15.455,3a,4.545,3g,13.636
FJ159770,3,5.455,18.265,17.808,19.635,14.545,14.545,22.523,14.220,14.220,15.455,15.455,3a,5.455,3i,14.220
FJ159771,3,5.909,15.525,15.982,19.635,14.545,14.545,22.072,13.761,13.761,16.818,16.818,3a,5.909,3i,13.761
FJ159772,3,6.818,15.982,14.612,19.178,14.612,14.612,19.369,14.220,14.220,15.000,15.000,3a,6.818,3i,14.220
FJ159773,3,4.091,14.155,14.612,18.265,12.273,12.273,21.918,12.844,12.844,15.909,15.909,3a,4.091,3g,12.273
FJ159774,3,4.545,15.525,15.982,18.721,13.636,13.636,21.918,13.303,13.303,16.364,16.364,3a,4.545,3i,13.303
FJ159775,3,5.000,14.612,15.068,19.178,13.636,13.636,21.918,13.303,13.303,15.909,15.909,3a,5.000,3i,13.303
FJ159776,3,5.000,15.068,14.612,17.352,13.182,13.182,20.091,12.844,12.844,15.000,15.000,3a,5.000,3i,12.844
FJ159777,3,7.273,17.352,18.265,21.918,15.455,15.455,22.523,15.138,15.138,17.727,17.727,3a,7.273,3i,15.138
FJ159778,3,5.455,16.438,15.982,19.635,11.818,11.818,23.423,14.220,14.220,17.273,17.273,3a,5.455,3g,11.818
FJ159824,3,4.635,16.341,15.412,16.816,13.417,13.417,23.604,14.894,14.894,17.701,17.701,3a,4.635,3g,13.417
FJ159825,3,4.085,15.865,15.233,16.846,13.775,13.775,23.285,15.027,15.027,16.971,16.971,3a,4.085,3g,13.775
FJ159826,3,5.684,16.934,15.771,16.279,14.669,14.669,22.711,14.565,14.565,17.495,17.495,3a,5.684,3g,14.669
FJ159827,3,4.278,16.163,15.233,16.100,14.311,14.311,23.063,14.462,14.462,18.066,18.066,3a,4.278,3g,14.311
FJ159828,3,4.085,16.578,15.950,17.742,13.417,13.417,22.924,14.669,14.669,17.153,17.153,3a,4.085,3g,13.417
FJ159829,3,4.085,16.221,16.487,16.786,14.848,14.848,22.939,15.536,15.536,18.248,18.248,3a,4.085,3g,14.848
FJ159830,3,4.651,16.192,15.950,16.637,13.750,13.750,22.727,15.453,15.453,17.336,17.336,3a,4.651,3g,13.750
FJ159831,3,4.635,16.341,15.591,17.889,14.132,14.132,23.243,14.716,14.716,17.518,17.518,3a,4.635,3g,14.132
FJ159844,3,5.684,16.934,15.771,16.279,14.669,14.669,22.711,14.565,14.565,17.495,17.495,3a,5.684,3g,14.669
FJ159845,3,4.278,16.163,15.233,16.100,14.311,14.311,23.063,14.462,14.462,18.066,18.066,3a,4.278,3g,14.311
FJ159846,3,4.085,16.578,15.950,17.742,13.417,13.417,22.924,14.669,14.669,17.153,17.153,3a,4.085,3g,13.417
FJ159847,3,4.085,16.221,16.487,16.786,14.848,14.848,22.939,15.536,15.536,18.248,18.248,3a,4.085,3g,14.848
FJ159848,3,4.651,16.192,15.950,16.637,13.750,13.750,22.727,15.453,15.453,17.336,17.336,3a,4.651,3g,13.750
FJ159849,3,4.635,16.341,15.591,17.889,14.132,14.132,23.243,14.716,14.716,17.518,17.518,3a,4.635,3g,14.132
FJ236905,3,15.543,26.748,24.556,23.881,25.294,25.294,32.353,24.629,24.629,30.294,30.294,3a,15.543,3e,23.881
FJ236906,3,8.683,23.547,18.820,18.414,19.382,19.382,27.011,20.339,20.339,23.380,23.380,3a,8.683,3e,18.414
FJ236907,3,8.123,23.256,17.697,18.310,18.539,18.539,27.011,19.774,19.774,24.079,24.079,3a,8.123,3d,17.697
FJ386730,3,5.046,17.661,16.972,19.725,16.055,16.055,20.642,15.367,15.367,21.560,21.560,3a,5.046,3i,15.367
FJ386731,3,3.899,16.743,16.514,19.222,15.826,15.826,20.595,15.103,15.103,21.330,21.330,3a,3.899,3i,15.103
FJ386734,3,6.193,17.890,18.119,19.451,16.284,16.284,22.955,15.103,15.103,21.560,21.560,3a,6.193,3i,15.103
FJ386739,3,4.587,16.972,16.743,18.993,16.055,16.055,20.137,14.645,14.645,21.101,21.101,3a,4.587,3i,14.645
FJ386740,3,4.358,16.743,16.743,18.764,15.826,15.826,20.366,14.645,14.645,21.330,21.330,3a,4.358,3i,14.645
FJ386773,3,5.275,18.349,17.202,20.642,13.927,13.927,21.560,14.450,14.450,21.789,21.789,3a,5.275,3g,13.927
FJ386781,3,5.275,18.349,17.890,19.954,14.155,14.155,21.640,13.991,13.991,21.101,21.101,3a,5.275,3i,13.991
FJ386790,3,4.587,17.431,18.119,19.266,13.927,13.927,21.330,14.450,14.450,21.330,21.330,3a,4.587,3g,13.927
FJ386801,3,4.358,16.743,16.743,19.222,15.826,15.826,20.824,15.103,15.103,21.330,21.330,3a,4.358,3i,15.103
FJ386817,3,4.358,16.972,16.972,18.535,15.367,15.367,20.366,14.874,14.874,21.560,21.560,3a,4.358,3i,14.874
FJ386844,3,4.587,15.596,16.972,18.578,15.138,15.138,20.957,15.596,15.596,20.872,20.872,3a,4.587,3g,15.138
FJ386845,3,3.211,18.119,17.890,19.680,15.982,15.982,21.364,15.561,15.561,21.789,21.789,3a,3.211,3i,15.561
FJ386846,3,5.505,17.890,18.349,20.366,16.743,16.743,21.739,15.789,15.789,22.248,22.248,3a,5.505,3i,15.789
FJ386847,3,5.505,18.119,17.661,20.872,16.055,16.055,22.936,16.055,16.055,21.101,21.101,3a,5.505,3i,16.055
FJ386848,3,4.358,17.202,16.743,18.764,15.826,15.826,20.091,15.561,15.561,19.908,19.908,3a,4.358,3g,15.826
FJ386849,3,5.275,18.349,18.119,20.137,15.596,15.596,21.364,13.730,13.730,19.954,19.954,3a,5.275,3i,13.730
FJ386850,3,5.505,18.578,18.349,19.908,15.367,15.367,21.136,13.501,13.501,19.495,19.495,3a,5.505,3i,13.501
FJ407092,3,17.065,14.754,16.118,17.740,14.361,14.361,23.022,0.000,0.000,20.350,20.350,3i,0.000,3b,14.754
FJ435528,3,9.770,23.188,19.020,17.291,19.597,19.597,26.571,18.551,18.551,23.964,23.964,3a,9.770,3e,17.291
FJ435530,3,7.576,21.884,17.325,17.994,18.452,18.452,26.686,19.940,19.940,24.138,24.138,3a,7.576,3d,17.325
FJ435531,3,7.799,22.409,17.318,18.994,18.436,18.436,26.870,19.328,19.328,24.302,24.302,3a,7.799,3d,17.318
FJ435533,3,8.883,21.839,16.092,17.949,19.540,19.540,26.062,18.571,18.571,23.145,23.145,3a,8.883,3d,16.092
FJ435535,3,9.249,22.388,18.991,18.261,19.883,19.883,27.907,20.580,20.580,23.599,23.599,3a,9.249,3e,18.261
FJ435538,3,9.456,20.977,15.517,17.379,18.391,18.391,25.212,19.143,19.143,22.985,22.985,3a,9.456,3d,15.517
FJ435540,3,11.079,21.512,18.129,18.261,19.883,19.883,27.536,19.883,19.883,24.561,24.561,3a,11.079,3d,18.129
FJ435541,3,8.883,22.414,16.667,16.809,18.678,18.678,26.912,19.143,19.143,22.090,22.090,3a,8.883,3d,16.667
FJ435542,3,9.195,22.319,19.308,17.867,19.828,19.828,27.714,20.000,20.000,23.669,23.669,3a,9.195,3e,17.867
FJ435543,3,8.929,22.090,16.418,18.444,20.299,20.299,26.765,18.507,18.507,23.512,23.512,3a,8.929,3d,16.418
FJ435545,3,9.538,22.899,17.391,17.529,19.420,19.420,27.714,19.597,19.597,22.892,22.892,3a,9.538,3d,17.391
FJ435546,3,8.116,22.289,17.733,17.867,19.477,19.477,26.934,19.883,19.883,24.332,24.332,3a,8.116,3d,17.733
FJ435552,3,8.587,21.944,17.778,18.056,18.056,18.056,26.171,19.444,19.444,24.444,24.444,3a,8.587,3d,17.778
FJ435557,3,8.023,22.350,18.103,17.241,19.253,19.253,26.136,19.253,19.253,23.894,23.894,3a,8.023,3e,17.241
FJ435559,3,7.225,23.188,17.971,16.812,18.841,18.841,25.575,19.130,19.130,24.332,24.332,3a,7.225,3e,16.812
FJ435560,3,9.141,20.833,15.833,18.457,18.611,18.611,26.301,19.061,19.061,23.889,23.889,3a,9.141,3d,15.833
FJ435561,3,9.141,20.833,15.833,18.457,18.611,18.611,26.301,19.061,19.061,23.889,23.889,3a,9.141,3d,15.833
FJ435562,3,9.456,21.552,16.954,17.664,18.391,18.391,26.346,18.286,18.286,22.701,22.701,3a,9.456,3d,16.954
FJ435565,3,7.459,22.438,17.729,17.729,18.837,18.837,26.503,18.837,18.837,24.377,24.377,3a,7.459,3e,17.729
