Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype1aDistance,Subtype1aDistance,Subtype1bDistance,Subtype1bDistance,Subtype1cDistance,Subtype1cDistance,Subtype1dDistance,Subtype1eDistance,Subtype1eDistance,Subtype1gDistance,Subtype1gDistance,Subtype1hDistance,Subtype1hDistance,Subtype1iDistance,Subtype1jDistance,Subtype1kDistance,Subtype1lDistance,Subtype1lDistance,Subtype1mDistance,Subtype1mDistance,Subtype1nDistance,Subtype1nDistance,Subtype1oDistance,Subtype1oDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
HQ113691,288,1,4.167,4.167,21.127,21.127,20.351,20.351,22.569,22.105,22.105,20.702,20.702,23.264,23.264,22.456,15.972,13.240,24.912,24.912,13.684,13.684,14.583,14.583,22.535,22.535,1a,4.167,1k,13.240
HQ113692,288,1,4.167,4.167,21.127,21.127,20.351,20.351,22.569,22.105,22.105,20.702,20.702,23.264,23.264,22.456,15.972,13.240,24.912,24.912,13.684,13.684,14.583,14.583,22.535,22.535,1a,4.167,1k,13.240
HQ113693,288,1,4.861,4.861,20.775,20.775,20.702,20.702,22.183,22.456,22.456,20.351,20.351,23.264,23.264,22.807,16.197,12.982,24.561,24.561,14.035,14.035,14.583,14.583,22.183,22.183,1a,4.861,1k,12.982
HQ113694,288,1,4.861,4.861,21.127,21.127,19.649,19.649,22.183,21.754,21.754,20.702,20.702,23.611,23.611,22.456,15.141,14.035,24.561,24.561,13.333,13.333,15.278,15.278,22.535,22.535,1a,4.861,1m,13.333
HQ113695,288,1,4.861,4.861,21.127,21.127,20.702,20.702,22.222,22.456,22.456,21.053,21.053,23.611,23.611,22.807,16.667,13.240,24.561,24.561,14.386,14.386,14.931,14.931,22.887,22.887,1a,4.861,1k,13.240
HQ113714,362,1,22.905,22.905,7.735,7.735,23.333,23.333,16.298,22.039,22.039,20.613,20.613,20.110,20.110,12.672,23.691,22.626,22.067,22.067,24.090,24.090,23.184,23.184,20.282,20.282,1b,7.735,1i,12.672
HQ113715,360,1,23.140,23.140,9.444,9.444,22.319,22.319,16.111,21.585,21.585,21.488,21.488,20.386,20.386,12.948,22.865,21.370,22.129,22.129,24.862,24.862,22.928,22.928,20.056,20.056,1b,9.444,1i,12.948
HQ113716,362,1,22.841,22.841,8.564,8.564,21.449,21.449,16.022,20.765,20.765,20.661,20.661,19.559,19.559,12.397,22.865,21.311,21.944,21.944,24.309,24.309,22.039,22.039,20.056,20.056,1b,8.564,1i,12.397
HQ113717,360,1,23.416,23.416,8.333,8.333,22.319,22.319,16.944,21.488,21.488,20.386,20.386,20.110,20.110,12.948,22.865,20.994,21.849,21.849,24.377,24.377,22.099,22.099,19.777,19.777,1b,8.333,1i,12.948
HQ113718,360,1,22.678,22.678,8.611,8.611,21.739,21.739,16.667,20.765,20.765,20.386,20.386,19.835,19.835,13.223,22.314,20.442,21.569,21.569,23.757,23.757,21.823,21.823,19.220,19.220,1b,8.611,1i,13.223
HQ113719,360,1,22.951,22.951,8.889,8.889,22.029,22.029,16.944,21.038,21.038,20.661,20.661,20.110,20.110,13.499,22.590,20.718,21.849,21.849,24.033,24.033,22.099,22.099,19.499,19.499,1b,8.889,1i,13.499
HQ113720,312,1,21.222,21.222,8.974,8.974,21.222,21.222,16.825,19.672,19.672,20.900,20.900,22.830,22.830,16.399,18.413,18.328,21.865,21.865,18.590,18.590,21.865,21.865,19.551,19.551,1b,8.974,1i,16.399
HQ113721,312,1,21.865,21.865,8.974,8.974,21.865,21.865,17.460,20.000,20.000,21.543,21.543,23.473,23.473,15.756,19.683,18.650,21.543,21.543,19.231,19.231,22.830,22.830,18.910,18.910,1b,8.974,1i,15.756
HQ113722,312,1,21.543,21.543,9.615,9.615,20.900,20.900,16.508,19.672,19.672,20.900,20.900,22.508,22.508,17.042,18.095,18.006,21.865,21.865,18.269,18.269,21.865,21.865,19.231,19.231,1b,9.615,1d,16.508
HQ113723,312,1,21.222,21.222,8.974,8.974,21.222,21.222,16.825,19.672,19.672,20.900,20.900,22.830,22.830,16.399,18.413,18.328,21.865,21.865,18.590,18.590,21.865,21.865,19.551,19.551,1b,8.974,1i,16.399
HQ113724,312,1,21.222,21.222,8.974,8.974,21.222,21.222,16.825,19.672,19.672,20.900,20.900,22.830,22.830,16.399,18.413,18.328,21.865,21.865,18.590,18.590,21.865,21.865,19.551,19.551,1b,8.974,1i,16.399
HQ113725,312,1,21.222,21.222,8.974,8.974,21.222,21.222,16.825,19.672,19.672,20.900,20.900,22.830,22.830,16.399,18.413,18.328,21.865,21.865,18.590,18.590,21.865,21.865,19.551,19.551,1b,8.974,1i,16.399
HQ113756,639,1,8.451,8.451,21.417,21.417,19.055,19.055,23.594,23.113,23.113,21.226,21.226,21.841,21.841,23.113,17.214,15.831,24.688,24.688,18.354,18.354,17.005,17.005,22.310,22.310,1a,8.451,1k,15.831
HQ113757,639,1,8.138,8.138,21.102,21.102,19.055,19.055,23.281,23.428,23.428,21.226,21.226,21.685,21.685,23.113,17.214,15.831,24.688,24.688,18.038,18.038,16.849,16.849,21.994,21.994,1a,8.138,1k,15.831
HQ113758,639,1,8.294,8.294,21.260,21.260,18.893,18.893,23.438,23.077,23.077,21.384,21.384,21.685,21.685,22.956,17.058,15.674,24.531,24.531,18.196,18.196,16.849,16.849,22.152,22.152,1a,8.294,1k,15.674
HQ113759,639,1,8.451,8.451,21.417,21.417,19.381,19.381,23.594,22.484,22.484,21.226,21.226,21.373,21.373,22.642,17.214,15.517,24.531,24.531,17.880,17.880,16.693,16.693,22.152,22.152,1a,8.451,1k,15.517
HQ113760,639,1,9.546,9.546,22.992,22.992,20.534,20.534,24.844,22.353,22.353,22.170,22.170,22.933,22.933,24.214,18.623,17.085,25.625,25.625,19.146,19.146,18.097,18.097,22.222,22.222,1a,9.546,1k,17.085
HQ113761,639,1,8.764,8.764,21.732,21.732,18.730,18.730,23.944,21.855,21.855,21.069,21.069,21.440,21.440,22.642,17.527,15.517,24.219,24.219,18.038,18.038,16.537,16.537,21.835,21.835,1a,8.764,1k,15.517
HQ399450,635,1,25.978,25.978,11.969,11.969,26.856,26.856,20.501,26.415,26.415,24.647,24.647,24.883,24.883,18.711,25.509,24.608,25.589,25.589,26.183,26.183,25.822,25.822,25.000,25.000,1b,11.969,1i,18.711
HQ399451,635,1,23.944,23.944,8.976,8.976,23.855,23.855,18.425,24.214,24.214,21.664,21.664,22.066,22.066,15.881,23.150,22.571,23.862,23.862,23.344,23.344,23.474,23.474,22.310,22.310,1b,8.976,1i,15.881
HQ537005,636,1,23.787,23.787,9.277,9.277,23.418,23.418,17.997,22.992,22.992,20.879,20.879,21.909,21.909,13.994,22.656,22.100,22.920,22.920,23.548,23.548,23.474,23.474,22.749,22.749,1b,9.277,1i,13.994
HQ537006,636,1,23.113,23.113,8.805,8.805,22.627,22.627,18.466,21.664,21.664,20.912,20.912,21.417,21.417,13.228,21.909,21.541,23.113,23.113,23.862,23.862,22.327,22.327,21.801,21.801,1b,8.805,1i,13.228
HQ537007,627,1,22.785,22.785,20.098,20.098,23.285,23.285,22.669,22.967,22.967,21.145,21.145,21.236,21.236,21.850,22.029,20.761,18.022,18.022,20.886,20.886,22.099,22.099,22.204,22.204,1l,18.022,1k,20.761
HQ639937,635,1,23.005,23.005,7.244,7.244,22.205,22.205,14.803,22.484,22.484,20.251,20.251,21.440,21.440,12.421,21.664,21.698,22.727,22.727,22.082,22.082,20.781,20.781,22.468,22.468,1b,7.244,1i,12.421
HQ639940,635,1,23.318,23.318,8.189,8.189,21.575,21.575,15.433,22.956,22.956,20.408,20.408,22.222,22.222,14.780,21.507,20.755,21.529,21.529,22.397,22.397,22.656,22.656,21.044,21.044,1b,8.189,1i,14.780
HQ639946,635,1,21.440,21.440,6.142,6.142,21.417,21.417,14.646,22.013,22.013,20.722,20.722,21.440,21.440,12.736,21.664,21.069,21.317,21.317,21.451,21.451,20.469,20.469,21.044,21.044,1b,6.142,1i,12.736
HQ639947,635,1,22.848,22.848,6.457,6.457,22.362,22.362,16.378,22.799,22.799,20.251,20.251,22.535,22.535,14.151,21.193,21.384,22.344,22.344,22.240,22.240,21.562,21.562,21.044,21.044,1b,6.457,1i,14.151
HQ719473,636,1,20.945,20.945,8.491,8.491,22.627,22.627,17.684,22.205,22.205,19.780,19.780,21.102,21.102,16.850,21.909,20.000,22.920,22.920,22.642,22.642,22.520,22.520,19.905,19.905,1b,8.491,1i,16.850
HQ729761,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ729762,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ729763,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ729764,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ729765,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ729766,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ729767,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ729768,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ729769,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ729770,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ729771,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ729772,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ729773,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ823765,639,1,5.008,5.008,21.978,21.978,20.853,20.853,22.741,22.606,22.606,22.013,22.013,23.089,23.089,23.077,16.432,15.204,24.371,24.371,16.088,16.088,16.745,16.745,21.677,21.677,1a,5.008,1k,15.204
HQ823766,639,1,5.008,5.008,21.978,21.978,20.537,20.537,22.897,22.763,22.763,22.013,22.013,23.089,23.089,23.391,16.432,15.204,24.686,24.686,15.931,15.931,16.432,16.432,21.835,21.835,1a,5.008,1k,15.204
HQ823767,639,1,5.321,5.321,21.821,21.821,20.537,20.537,23.053,23.077,23.077,22.170,22.170,23.005,23.005,23.474,16.432,15.204,24.647,24.647,16.246,16.246,16.588,16.588,21.835,21.835,1a,5.321,1k,15.204
HQ823768,639,1,5.008,5.008,21.978,21.978,20.537,20.537,22.897,22.763,22.763,22.013,22.013,23.089,23.089,23.391,16.432,15.204,24.686,24.686,15.931,15.931,16.432,16.432,21.835,21.835,1a,5.008,1k,15.204
HQ823769,639,1,5.008,5.008,21.978,21.978,20.537,20.537,22.897,22.763,22.763,22.013,22.013,23.089,23.089,23.391,16.432,15.204,24.686,24.686,15.931,15.931,16.432,16.432,21.835,21.835,1a,5.008,1k,15.204
HQ823770,639,1,5.321,5.321,21.821,21.821,20.537,20.537,23.053,23.077,23.077,22.170,22.170,23.005,23.005,23.474,16.432,15.204,24.647,24.647,16.246,16.246,16.588,16.588,21.835,21.835,1a,5.321,1k,15.204
HQ823771,639,1,5.164,5.164,21.978,21.978,20.695,20.695,23.053,22.920,22.920,22.013,22.013,23.161,23.161,23.318,16.588,15.361,24.490,24.490,16.088,16.088,16.432,16.432,21.994,21.994,1a,5.164,1k,15.361
HQ823772,639,1,5.321,5.321,22.135,22.135,20.853,20.853,23.209,23.077,23.077,22.170,22.170,23.318,23.318,23.474,16.745,15.517,24.647,24.647,16.246,16.246,16.588,16.588,22.152,22.152,1a,5.321,1k,15.517
HQ823773,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.586,22.449,22.449,21.855,21.855,22.933,22.933,22.920,16.275,15.047,24.528,24.528,15.931,15.931,16.588,16.588,21.519,21.519,1a,4.851,1k,15.047
HQ823774,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.586,22.449,22.449,21.855,21.855,22.933,22.933,22.920,16.275,15.047,24.528,24.528,15.931,15.931,16.588,16.588,21.519,21.519,1a,4.851,1k,15.047
HQ823775,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.586,22.449,22.449,21.855,21.855,22.933,22.933,22.920,16.275,15.047,24.528,24.528,15.931,15.931,16.588,16.588,21.519,21.519,1a,4.851,1k,15.047
HQ823776,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.586,22.449,22.449,21.855,21.855,22.933,22.933,22.920,16.275,15.047,24.528,24.528,15.931,15.931,16.588,16.588,21.519,21.519,1a,4.851,1k,15.047
HQ823777,639,1,5.321,5.321,21.821,21.821,20.537,20.537,23.053,23.077,23.077,22.170,22.170,23.005,23.005,23.474,16.432,15.204,24.647,24.647,16.246,16.246,16.588,16.588,21.835,21.835,1a,5.321,1k,15.204
HQ823778,639,1,5.321,5.321,21.821,21.821,20.537,20.537,23.053,23.077,23.077,22.170,22.170,23.005,23.005,23.474,16.432,15.204,24.647,24.647,16.246,16.246,16.588,16.588,21.835,21.835,1a,5.321,1k,15.204
HQ823779,639,1,5.164,5.164,21.978,21.978,20.695,20.695,23.053,22.920,22.920,22.013,22.013,23.161,23.161,23.318,16.588,15.361,24.490,24.490,16.088,16.088,16.432,16.432,21.994,21.994,1a,5.164,1k,15.361
HQ823780,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823781,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823782,639,1,4.851,4.851,21.732,21.732,20.695,20.695,22.741,22.606,22.606,21.855,21.855,22.933,22.933,23.234,16.297,15.361,24.525,24.525,15.981,15.981,16.588,16.588,21.463,21.463,1a,4.851,1k,15.361
HQ823783,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823784,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823785,639,1,5.164,5.164,21.978,21.978,20.695,20.695,23.053,22.920,22.920,22.013,22.013,23.161,23.161,23.318,16.588,15.361,24.490,24.490,16.088,16.088,16.432,16.432,21.994,21.994,1a,5.164,1k,15.361
HQ823786,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.741,22.606,22.606,21.855,21.855,22.933,22.933,23.234,16.588,15.361,24.686,24.686,16.088,16.088,16.588,16.588,21.677,21.677,1a,4.851,1k,15.361
HQ823787,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823788,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823789,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823790,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823791,639,1,5.164,5.164,21.978,21.978,20.537,20.537,22.884,22.763,22.763,22.013,22.013,23.245,23.245,23.391,16.378,15.252,24.686,24.686,15.931,15.931,16.588,16.588,21.835,21.835,1a,5.164,1k,15.252
HQ823792,639,1,5.008,5.008,21.978,21.978,20.537,20.537,22.897,22.763,22.763,22.013,22.013,23.089,23.089,23.391,16.432,15.204,24.686,24.686,15.931,15.931,16.432,16.432,21.835,21.835,1a,5.008,1k,15.204
HQ823793,639,1,5.008,5.008,21.978,21.978,20.537,20.537,22.897,22.763,22.763,22.013,22.013,23.089,23.089,23.391,16.432,15.204,24.686,24.686,15.931,15.931,16.432,16.432,21.835,21.835,1a,5.008,1k,15.204
HQ823794,639,1,5.321,5.321,22.292,22.292,20.537,20.537,23.209,23.077,23.077,22.327,22.327,23.089,23.089,23.705,16.432,15.517,24.371,24.371,15.931,15.931,16.745,16.745,21.519,21.519,1a,5.321,1k,15.517
HQ823795,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.741,22.606,22.606,21.855,21.855,22.933,22.933,23.234,16.588,15.361,24.686,24.686,16.088,16.088,16.588,16.588,21.575,21.575,1a,4.851,1k,15.361
HQ823796,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823797,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823798,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.741,22.292,22.292,21.855,21.855,22.933,22.933,22.920,16.275,15.047,24.686,24.686,16.088,16.088,16.588,16.588,21.361,21.361,1a,4.851,1k,15.047
HQ823799,639,1,5.008,5.008,21.978,21.978,20.853,20.853,22.741,22.606,22.606,22.013,22.013,23.089,23.089,23.077,16.432,15.047,24.686,24.686,16.088,16.088,16.745,16.745,21.677,21.677,1a,5.008,1k,15.047
HQ823800,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.741,22.606,22.606,21.855,21.855,22.933,22.933,23.234,16.588,15.361,24.686,24.686,15.748,15.748,16.588,16.588,21.677,21.677,1a,4.851,1k,15.361
HQ823801,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823802,639,1,5.321,5.321,21.978,21.978,20.853,20.853,22.969,22.920,22.920,22.013,22.013,23.089,23.089,23.077,16.432,14.734,24.371,24.371,15.773,15.773,16.745,16.745,21.677,21.677,1a,5.321,1k,14.734
HQ823803,639,1,5.008,5.008,21.978,21.978,20.853,20.853,22.741,22.606,22.606,22.013,22.013,23.089,23.089,23.077,16.432,15.047,24.686,24.686,16.088,16.088,16.745,16.745,21.677,21.677,1a,5.008,1k,15.047
HQ823804,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823805,639,1,5.008,5.008,21.978,21.978,20.853,20.853,22.897,22.449,22.449,22.013,22.013,23.089,23.089,23.077,16.432,15.204,24.843,24.843,16.246,16.246,16.745,16.745,21.519,21.519,1a,5.008,1k,15.204
HQ823806,639,1,5.008,5.008,21.978,21.978,20.853,20.853,22.897,22.292,22.292,22.013,22.013,23.089,23.089,23.077,16.432,15.204,24.843,24.843,16.088,16.088,16.745,16.745,21.519,21.519,1a,5.008,1k,15.204
HQ823807,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.741,22.292,22.292,21.855,21.855,22.933,22.933,22.920,16.275,15.047,24.686,24.686,16.088,16.088,16.588,16.588,21.361,21.361,1a,4.851,1k,15.047
HQ823808,639,1,5.008,5.008,21.978,21.978,20.505,20.505,22.741,22.606,22.606,22.013,22.013,23.089,23.089,22.920,16.588,15.047,24.686,24.686,16.430,16.430,16.901,16.901,21.677,21.677,1a,5.008,1k,15.047
HQ823809,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823810,639,1,5.008,5.008,21.507,21.507,20.537,20.537,22.741,22.292,22.292,22.013,22.013,22.777,22.777,22.920,16.745,15.204,24.528,24.528,15.615,15.615,16.432,16.432,21.203,21.203,1a,5.008,1k,15.204
HQ823811,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823812,639,1,5.008,5.008,21.978,21.978,20.537,20.537,22.897,22.449,22.449,21.698,21.698,23.089,23.089,23.077,16.432,15.517,24.528,24.528,16.246,16.246,16.745,16.745,21.835,21.835,1a,5.008,1k,15.517
HQ823813,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.741,22.606,22.606,21.855,21.855,22.933,22.933,23.234,16.588,15.361,24.686,24.686,16.088,16.088,16.588,16.588,21.677,21.677,1a,4.851,1k,15.361
HQ823814,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823815,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.741,22.606,22.606,21.855,21.855,22.933,22.933,23.234,16.588,15.361,24.686,24.686,16.088,16.088,16.588,16.588,21.677,21.677,1a,4.851,1k,15.361
HQ823816,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823817,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823818,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.741,22.606,22.606,21.855,21.855,22.933,22.933,23.234,16.275,15.047,24.686,24.686,15.773,15.773,16.275,16.275,21.677,21.677,1a,4.851,1k,15.047
HQ823819,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823820,639,1,5.164,5.164,21.978,21.978,20.853,20.853,22.897,22.920,22.920,21.384,21.384,23.089,23.089,23.391,16.901,15.361,24.843,24.843,16.404,16.404,16.901,16.901,21.835,21.835,1a,5.164,1k,15.361
HQ823821,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823822,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823823,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.741,22.606,22.606,21.855,21.855,22.933,22.933,23.234,16.588,15.361,24.686,24.686,16.088,16.088,16.588,16.588,21.677,21.677,1a,4.851,1k,15.361
HQ823824,639,1,4.851,4.851,21.664,21.664,20.695,20.695,22.741,22.606,22.606,21.855,21.855,22.848,22.848,23.234,16.588,15.361,24.686,24.686,16.088,16.088,16.588,16.588,21.677,21.677,1a,4.851,1k,15.361
HQ823825,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823826,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823827,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.741,22.606,22.606,21.855,21.855,22.933,22.933,23.234,16.588,15.361,24.528,24.528,16.088,16.088,16.588,16.588,21.677,21.677,1a,4.851,1k,15.361
HQ823828,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.430,22.449,22.449,21.855,21.855,22.933,22.933,23.234,16.588,15.047,24.686,24.686,16.088,16.088,16.588,16.588,21.677,21.677,1a,4.851,1k,15.047
HQ823829,639,1,4.695,4.695,21.507,21.507,20.695,20.695,22.741,22.763,22.763,22.013,22.013,22.777,22.777,23.234,16.745,14.890,24.686,24.686,15.931,15.931,16.745,16.745,21.835,21.835,1a,4.695,1k,14.890
HQ823830,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823831,639,1,5.008,5.008,21.350,21.350,20.537,20.537,22.586,22.763,22.763,21.698,21.698,22.777,22.777,23.391,16.432,14.890,24.528,24.528,15.615,15.615,16.432,16.432,21.519,21.519,1a,5.008,1k,14.890
HQ823832,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.741,22.606,22.606,21.855,21.855,22.933,22.933,23.234,16.275,15.361,24.686,24.686,16.088,16.088,16.588,16.588,21.677,21.677,1a,4.851,1k,15.361
HQ823833,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823834,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823835,639,1,4.851,4.851,21.821,21.821,20.695,20.695,22.741,22.606,22.606,21.855,21.855,22.933,22.933,23.234,16.588,15.361,24.686,24.686,16.088,16.088,16.588,16.588,21.677,21.677,1a,4.851,1k,15.361
HQ823836,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823837,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823838,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823839,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823840,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
HQ823841,639,1,4.695,4.695,21.664,21.664,20.537,20.537,22.586,22.449,22.449,21.698,21.698,22.777,22.777,23.077,16.432,15.204,24.528,24.528,15.931,15.931,16.432,16.432,21.519,21.519,1a,4.695,1k,15.204
