Accession,AssignedGenotype,Subtype1aDistance,Subtype1aDistance,Subtype1bDistance,Subtype1bDistance,Subtype1cDistance,Subtype1cDistance,Subtype1dDistance,Subtype1eDistance,Subtype1eDistance,Subtype1gDistance,Subtype1gDistance,Subtype1hDistance,Subtype1hDistance,Subtype1iDistance,Subtype1jDistance,Subtype1kDistance,Subtype1lDistance,Subtype1lDistance,Subtype1mDistance,Subtype1mDistance,Subtype1nDistance,Subtype1nDistance,Subtype1oDistance,Subtype1oDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
FJ831237,1,22.202,22.202,10.926,10.926,24.494,24.494,21.536,25.824,25.824,26.063,26.063,17.407,17.407,19.890,23.204,24.494,22.059,22.059,23.389,23.389,22.836,22.836,24.309,24.309,1b,10.926,1h,17.407
FJ831238,1,4.972,4.972,23.063,23.063,18.969,18.969,24.111,24.359,24.359,26.471,26.471,21.033,21.033,22.610,17.495,19.153,23.020,23.020,17.680,17.680,17.831,17.831,20.810,20.810,1a,4.972,1j,17.495
FJ831239,1,4.236,4.236,22.694,22.694,18.600,18.600,23.913,24.176,24.176,26.287,26.287,20.849,20.849,22.243,16.759,18.785,23.020,23.020,16.943,16.943,17.831,17.831,20.442,20.442,1a,4.236,1j,16.759
FJ831240,1,20.769,20.769,11.070,11.070,24.220,24.220,20.074,24.423,24.423,26.151,26.151,17.159,17.159,19.853,21.547,23.020,22.836,22.836,23.389,23.389,21.363,21.363,23.596,23.596,1b,11.070,1h,17.159
FJ831241,1,20.385,20.385,10.332,10.332,23.670,23.670,20.074,24.231,24.231,26.151,26.151,16.790,16.790,19.485,21.179,22.284,22.468,22.468,22.652,22.652,20.626,20.626,23.034,23.034,1b,10.332,1h,16.790
FJ831242,1,5.893,5.893,20.664,20.664,19.669,19.669,24.309,24.314,24.314,25.735,25.735,19.557,19.557,21.507,17.311,18.382,22.836,22.836,17.463,17.463,16.912,16.912,20.772,20.772,1a,5.893,1n,16.912
FJ831243,1,6.066,6.066,21.402,21.402,20.404,20.404,24.862,24.680,24.680,25.735,25.735,20.111,20.111,22.059,17.680,18.899,23.757,23.757,17.831,17.831,17.463,17.463,21.324,21.324,1a,6.066,1j,17.680
FJ831244,1,5.157,5.157,21.771,21.771,19.521,19.521,26.151,25.967,25.967,26.103,26.103,19.926,19.926,21.875,16.943,19.153,23.204,23.204,18.232,18.232,17.831,17.831,20.810,20.810,1a,5.157,1j,16.943
FJ831245,1,5.157,5.157,21.771,21.771,19.521,19.521,26.151,25.967,25.967,26.471,26.471,20.295,20.295,22.243,16.943,19.337,23.204,23.204,18.600,18.600,17.831,17.831,21.179,21.179,1a,5.157,1j,16.943
FJ831246,1,9.191,9.191,21.218,21.218,20.442,20.442,24.862,24.453,24.453,26.103,26.103,21.218,21.218,22.978,18.969,20.442,21.363,21.363,17.647,17.647,17.798,17.798,21.731,21.731,1a,9.191,1m,17.647
FJ831247,1,11.765,11.765,23.063,23.063,22.836,22.836,25.872,26.460,26.460,27.757,27.757,22.509,22.509,24.816,20.810,22.652,23.162,23.162,19.853,19.853,19.817,19.817,23.389,23.389,1a,11.765,1m,19.853
FJ831248,1,20.810,20.810,8.487,8.487,21.651,21.651,20.074,24.862,24.862,25.599,25.599,16.052,16.052,17.463,20.810,21.965,20.588,20.588,20.810,20.810,18.750,18.750,22.652,22.652,1b,8.487,1h,16.052
FJ831249,1,21.179,21.179,9.594,9.594,22.202,22.202,19.266,25.599,25.599,25.551,25.551,16.974,16.974,18.048,22.284,21.773,21.324,21.324,21.179,21.179,20.258,20.258,21.547,21.547,1b,9.594,1h,16.974
FJ831250,1,6.630,6.630,22.140,22.140,19.669,19.669,24.862,24.908,24.908,25.000,25.000,21.033,21.033,22.610,18.416,18.934,23.941,23.941,17.864,17.864,17.495,17.495,21.363,21.363,1a,6.630,1n,17.495
FJ831251,1,6.998,6.998,22.325,22.325,20.221,20.221,24.862,25.046,25.046,25.368,25.368,21.587,21.587,22.794,18.600,19.485,24.125,24.125,18.416,18.416,17.463,17.463,21.691,21.691,1a,6.998,1n,17.463
FJ831252,1,7.366,7.366,22.509,22.509,20.258,20.258,27.624,23.810,23.810,25.735,25.735,21.587,21.587,22.284,17.127,19.337,23.389,23.389,17.680,17.680,16.360,16.360,21.731,21.731,1a,7.366,1n,16.360
FJ831253,1,8.471,8.471,22.878,22.878,20.258,20.258,27.256,24.176,24.176,25.368,25.368,22.325,22.325,22.284,17.127,19.337,22.836,22.836,17.864,17.864,16.360,16.360,20.258,20.258,1a,8.471,1n,16.360
FJ831254,1,13.260,13.260,15.867,15.867,22.385,22.385,22.284,24.954,24.954,25.046,25.046,18.450,18.450,20.037,20.258,21.731,20.442,20.442,19.337,19.337,19.301,19.301,21.915,21.915,1a,13.260,1b,15.867
FJ831255,1,8.656,8.656,21.218,21.218,21.915,21.915,24.309,24.818,24.818,26.103,26.103,20.849,20.849,22.059,18.416,19.890,22.468,22.468,17.864,17.864,18.750,18.750,21.731,21.731,1a,8.656,1m,17.864
FJ831256,1,22.652,22.652,10.332,10.332,24.220,24.220,21.179,26.151,26.151,25.599,25.599,18.266,18.266,20.404,23.020,22.202,22.059,22.059,22.836,22.836,19.669,19.669,23.941,23.941,1b,10.332,1h,18.266
FJ831257,1,21.547,21.547,9.225,9.225,22.752,22.752,19.890,24.494,24.494,24.494,24.494,16.790,16.790,17.831,22.284,22.202,20.956,20.956,21.915,21.915,18.750,18.750,22.652,22.652,1b,9.225,1h,16.790
FJ831258,1,21.580,21.580,8.672,8.672,21.308,21.308,19.153,24.517,24.517,26.079,26.079,17.897,17.897,18.566,21.689,21.887,20.037,20.037,21.201,21.201,19.231,19.231,21.348,21.348,1b,8.672,1h,17.897
FJ831259,1,21.146,21.146,8.856,8.856,21.495,21.495,19.337,24.710,24.710,26.266,26.266,18.081,18.081,18.750,21.881,22.075,20.225,20.225,21.388,21.388,19.423,19.423,21.536,21.536,1b,8.856,1h,18.081
FJ831260,1,20.074,20.074,9.041,9.041,22.569,22.569,20.696,24.678,24.678,25.967,25.967,16.974,16.974,17.864,22.284,22.652,20.258,20.258,21.179,21.179,19.301,19.301,22.099,22.099,1b,9.041,1h,16.974
FJ831261,1,19.890,19.890,9.225,9.225,22.569,22.569,20.513,24.771,24.771,25.967,25.967,16.790,16.790,18.048,21.915,22.284,20.258,20.258,21.179,21.179,19.669,19.669,22.099,22.099,1b,9.225,1h,16.790
FJ831262,1,20.849,20.849,9.779,9.779,21.875,21.875,20.849,25.646,25.646,26.335,26.335,14.945,14.945,18.600,20.849,21.073,21.507,21.507,21.956,21.956,19.153,19.153,22.509,22.509,1b,9.779,1h,14.945
FJ831263,1,21.218,21.218,9.779,9.779,22.059,22.059,20.664,26.015,26.015,26.753,26.753,14.945,14.945,18.819,20.849,21.648,22.059,22.059,21.956,21.956,19.153,19.153,22.514,22.514,1b,9.779,1h,14.945
FJ831264,1,7.735,7.735,22.878,22.878,20.037,20.037,28.361,26.151,26.151,26.654,26.654,22.346,22.346,22.610,16.943,18.934,22.836,22.836,18.199,18.199,17.463,17.463,22.468,22.468,1a,7.735,1j,16.943
FJ831265,1,8.103,8.103,22.694,22.694,20.588,20.588,25.889,25.783,25.783,26.103,26.103,21.236,21.236,22.794,16.575,18.750,24.494,24.494,17.831,17.831,18.199,18.199,21.731,21.731,1a,8.103,1j,16.575
FJ831266,1,4.788,4.788,22.878,22.878,20.258,20.258,25.414,24.908,24.908,26.007,26.007,20.111,20.111,22.794,18.416,18.785,22.652,22.652,17.311,17.311,16.943,16.943,21.179,21.179,1a,4.788,1n,16.943
FJ831267,1,4.788,4.788,23.432,23.432,20.074,20.074,25.414,25.275,25.275,26.103,26.103,21.402,21.402,22.794,18.232,18.785,22.652,22.652,16.390,16.390,17.680,17.680,21.731,21.731,1a,4.788,1m,16.390
FJ831268,1,5.709,5.709,21.402,21.402,20.074,20.074,24.678,25.275,25.275,25.000,25.000,20.295,20.295,22.610,16.759,18.969,21.363,21.363,17.311,17.311,18.015,18.015,21.547,21.547,1a,5.709,1j,16.759
FJ831269,1,24.708,24.708,30.769,30.769,30.830,30.830,30.422,31.536,31.536,30.816,30.816,30.311,30.311,28.895,28.256,28.756,32.267,32.267,31.384,31.384,27.371,27.371,29.107,29.107,1a,24.708,1b,30.769
FJ831270,1,4.788,4.788,22.694,22.694,20.074,20.074,24.862,25.092,25.092,24.632,24.632,20.664,20.664,22.426,17.311,19.337,23.204,23.204,17.864,17.864,16.360,16.360,20.626,20.626,1a,4.788,1n,16.360
FJ831271,1,4.972,4.972,22.878,22.878,20.258,20.258,25.046,25.641,25.641,24.816,24.816,21.218,21.218,22.610,17.127,19.890,23.389,23.389,18.048,18.048,16.544,16.544,20.810,20.810,1a,4.972,1n,16.544
FJ831272,1,21.667,21.667,10.000,10.000,25.599,25.599,21.296,27.860,27.860,27.911,27.911,19.074,19.074,20.702,22.878,23.616,22.778,22.778,22.593,22.593,21.296,21.296,24.954,24.954,1b,10.000,1h,19.074
FJ831273,1,22.037,22.037,9.630,9.630,25.414,25.414,20.741,27.675,27.675,26.802,26.802,18.519,18.519,20.333,22.593,23.247,22.037,22.037,22.037,22.037,20.741,20.741,24.954,24.954,1b,9.630,1h,18.519
FJ831274,1,20.994,20.994,8.303,8.303,22.468,22.468,20.074,25.872,25.872,26.335,26.335,18.635,18.635,18.934,21.547,23.486,21.691,21.691,22.426,22.426,20.037,20.037,23.204,23.204,1b,8.303,1h,18.635
FJ831275,1,22.468,22.468,10.148,10.148,24.220,24.220,20.588,24.615,24.615,26.519,26.519,18.969,18.969,19.266,22.569,23.573,21.875,21.875,22.652,22.652,20.956,20.956,23.757,23.757,1b,10.148,1h,18.969
FJ831276,1,21.179,21.179,8.672,8.672,22.468,22.468,20.074,25.872,25.872,26.151,26.151,19.004,19.004,19.301,21.547,23.853,21.875,21.875,22.794,22.794,20.221,20.221,23.573,23.573,1b,8.672,1h,19.004
FJ831277,1,10.129,10.129,21.043,21.043,20.810,20.810,23.970,25.138,25.138,26.471,26.471,20.484,20.484,21.875,18.048,20.074,22.099,22.099,18.416,18.416,18.750,18.750,21.547,21.547,1a,10.129,1j,18.048
FJ831278,1,21.363,21.363,9.779,9.779,24.220,24.220,20.074,24.862,24.862,26.151,26.151,19.188,19.188,18.750,22.836,22.468,21.179,21.179,21.363,21.363,20.772,20.772,23.573,23.573,1b,9.779,1i,18.750
FJ831279,1,21.731,21.731,8.487,8.487,24.037,24.037,19.521,24.862,24.862,26.199,26.199,18.081,18.081,17.831,22.468,22.099,20.994,20.994,21.363,21.363,20.221,20.221,23.204,23.204,1b,8.487,1i,17.831
FJ831280,1,5.893,5.893,21.218,21.218,19.521,19.521,25.414,24.359,24.359,24.176,24.176,19.188,19.188,23.162,17.495,18.600,23.573,23.573,17.680,17.680,17.279,17.279,21.547,21.547,1a,5.893,1j,17.495
FJ831281,1,6.262,6.262,21.771,21.771,19.890,19.890,25.783,24.542,24.542,24.908,24.908,19.926,19.926,23.529,18.232,18.969,23.941,23.941,18.048,18.048,18.015,18.015,21.731,21.731,1a,6.262,1m,18.048
FJ831282,1,6.446,6.446,22.694,22.694,20.258,20.258,25.414,23.810,23.810,26.103,26.103,20.664,20.664,22.610,17.680,20.074,23.020,23.020,18.048,18.048,17.647,17.647,21.179,21.179,1a,6.446,1j,17.680
FJ831283,1,6.446,6.446,22.878,22.878,20.258,20.258,25.414,23.810,23.810,26.103,26.103,20.664,20.664,22.610,17.680,20.258,23.204,23.204,18.232,18.232,17.831,17.831,21.363,21.363,1a,6.446,1j,17.680
FJ831284,1,7.366,7.366,21.771,21.771,20.626,20.626,25.414,25.275,25.275,25.368,25.368,21.415,21.415,20.588,16.575,18.416,21.547,21.547,16.943,16.943,16.544,16.544,21.363,21.363,1a,7.366,1j,16.575
FJ831285,1,20.810,20.810,8.303,8.303,22.752,22.752,19.705,24.037,24.037,25.046,25.046,16.790,16.790,18.416,21.731,21.915,20.956,20.956,21.179,21.179,20.404,20.404,22.652,22.652,1b,8.303,1h,16.790
FJ831286,1,4.972,4.972,22.140,22.140,20.810,20.810,23.507,24.542,24.542,25.184,25.184,20.664,20.664,23.346,18.048,19.705,23.573,23.573,18.232,18.232,17.096,17.096,21.363,21.363,1a,4.972,1n,17.096
FJ831287,1,5.341,5.341,22.694,22.694,20.810,20.810,23.699,24.725,24.725,25.735,25.735,20.664,20.664,23.529,18.232,19.890,23.757,23.757,18.416,18.416,17.680,17.680,21.547,21.547,1a,5.341,1n,17.680
FJ831288,1,23.020,23.020,11.255,11.255,22.894,22.894,20.404,24.862,24.862,27.390,27.390,18.266,18.266,20.221,23.020,23.486,23.020,23.020,23.204,23.204,21.507,21.507,22.284,22.284,1b,11.255,1h,18.266
FJ831289,1,23.020,23.020,10.886,10.886,23.077,23.077,19.485,23.941,23.941,27.206,27.206,18.266,18.266,19.485,23.020,23.389,22.652,22.652,23.204,23.204,21.507,21.507,22.099,22.099,1b,10.886,1h,18.266
FJ831290,1,21.363,21.363,8.487,8.487,23.303,23.303,19.414,24.131,24.131,26.471,26.471,16.605,16.605,18.015,23.020,22.099,20.588,20.588,21.179,21.179,21.324,21.324,22.099,22.099,1b,8.487,1h,16.605
FJ831291,1,21.915,21.915,8.303,8.303,24.220,24.220,19.231,23.745,23.745,26.654,26.654,17.528,17.528,17.279,23.389,21.731,20.221,20.221,21.915,21.915,21.324,21.324,21.731,21.731,1b,8.303,1i,17.279
FJ831292,1,4.788,4.788,22.694,22.694,19.705,19.705,25.230,24.725,24.725,25.735,25.735,20.480,20.480,21.875,18.232,19.153,24.125,24.125,18.048,18.048,16.728,16.728,21.179,21.179,1a,4.788,1n,16.728
FJ831293,1,5.157,5.157,23.063,23.063,19.890,19.890,25.414,24.908,24.908,25.919,25.919,20.849,20.849,22.243,18.600,19.153,24.494,24.494,18.416,18.416,17.096,17.096,21.547,21.547,1a,5.157,1n,17.096
FJ831294,1,14.549,14.549,17.897,17.897,23.389,23.389,23.573,24.678,24.678,25.046,25.046,21.402,21.402,19.485,20.074,19.705,22.099,22.099,19.705,19.705,19.669,19.669,23.389,23.389,1a,14.549,1b,17.897
FJ831295,1,21.547,21.547,9.410,9.410,23.670,23.670,21.363,25.414,25.414,25.967,25.967,16.759,16.759,17.248,20.404,22.652,23.162,23.162,21.731,21.731,20.037,20.037,23.204,23.204,1b,9.410,1h,16.759
FJ831296,1,22.468,22.468,11.234,11.234,23.529,23.529,21.033,27.122,27.122,26.151,26.151,18.048,18.048,19.337,22.325,24.908,21.731,21.731,22.878,22.878,20.480,20.480,23.247,23.247,1b,11.234,1h,18.048
FJ831297,1,22.284,22.284,11.050,11.050,23.529,23.529,21.033,27.122,27.122,26.151,26.151,17.864,17.864,19.153,22.509,24.723,21.731,21.731,23.063,23.063,20.295,20.295,23.247,23.247,1b,11.050,1h,17.864
FJ831298,1,6.262,6.262,21.956,21.956,21.179,21.179,26.519,25.783,25.783,26.103,26.103,20.664,20.664,22.426,16.575,19.153,24.309,24.309,18.785,18.785,18.048,18.048,22.099,22.099,1a,6.262,1j,16.575
FJ831299,1,6.446,6.446,22.509,22.509,21.363,21.363,26.703,25.138,25.138,26.287,26.287,21.033,21.033,22.610,17.127,18.969,24.494,24.494,18.969,18.969,17.864,17.864,22.284,22.284,1a,6.446,1j,17.127
FJ831300,1,5.893,5.893,21.218,21.218,20.074,20.074,25.967,24.359,24.359,24.449,24.449,19.926,19.926,23.529,17.864,19.337,23.389,23.389,16.575,16.575,16.575,16.575,21.731,21.731,1a,5.893,1m,16.575
FJ831301,1,6.077,6.077,21.402,21.402,20.258,20.258,26.151,24.542,24.542,24.632,24.632,20.111,20.111,23.713,18.048,19.521,23.573,23.573,16.759,16.759,16.759,16.759,21.915,21.915,1a,6.077,1m,16.759
FJ831302,1,4.788,4.788,21.956,21.956,19.705,19.705,25.230,24.309,24.309,24.265,24.265,21.033,21.033,22.426,17.495,18.048,22.836,22.836,16.759,16.759,16.912,16.912,20.994,20.994,1a,4.788,1m,16.759
FJ831303,1,4.604,4.604,21.771,21.771,19.521,19.521,25.046,24.125,24.125,24.081,24.081,20.849,20.849,22.243,17.311,17.864,22.652,22.652,16.575,16.575,16.728,16.728,20.810,20.810,1a,4.604,1m,16.575
FJ831304,1,6.077,6.077,21.402,21.402,19.705,19.705,25.230,24.494,24.494,24.632,24.632,20.849,20.849,21.875,17.311,18.416,22.468,22.468,17.127,17.127,15.993,15.993,19.890,19.890,1a,6.077,1n,15.993
FJ831305,1,6.630,6.630,21.771,21.771,20.258,20.258,25.967,24.725,24.725,24.908,24.908,21.033,21.033,21.875,16.022,18.416,23.020,23.020,17.495,17.495,16.360,16.360,20.626,20.626,1a,6.630,1j,16.022
FJ831306,1,6.446,6.446,23.247,23.247,19.890,19.890,24.125,25.824,25.824,25.551,25.551,22.140,22.140,23.162,18.416,19.705,22.652,22.652,17.680,17.680,16.912,16.912,20.258,20.258,1a,6.446,1n,16.912
FJ831307,1,6.998,6.998,23.985,23.985,20.810,20.810,24.862,26.007,26.007,26.103,26.103,22.325,22.325,23.346,19.153,20.258,23.573,23.573,18.416,18.416,16.912,16.912,20.626,20.626,1a,6.998,1n,16.912
FJ831308,1,5.341,5.341,21.415,21.415,20.626,20.626,23.507,24.725,24.725,26.287,26.287,21.601,21.601,22.426,17.311,19.337,22.468,22.468,18.048,18.048,17.279,17.279,22.099,22.099,1a,5.341,1j,17.311
FJ831309,1,5.390,5.390,21.601,21.601,20.818,20.818,23.699,24.954,24.954,26.160,26.160,21.788,21.788,22.491,17.472,19.517,22.677,22.677,18.216,18.216,17.440,17.440,22.305,22.305,1a,5.390,1j,17.472
FJ831310,1,5.341,5.341,22.905,22.905,20.442,20.442,24.532,25.046,25.046,25.184,25.184,21.043,21.043,22.610,16.759,19.521,22.836,22.836,17.127,17.127,16.206,16.206,20.994,20.994,1a,5.341,1n,16.206
FJ831311,1,6.262,6.262,24.170,24.170,20.442,20.442,26.151,25.414,25.414,25.000,25.000,21.587,21.587,23.162,17.680,20.442,23.389,23.389,17.495,17.495,16.943,16.943,19.521,19.521,1a,6.262,1n,16.943
FJ831312,1,22.468,22.468,9.410,9.410,22.936,22.936,19.521,25.967,25.967,25.735,25.735,17.897,17.897,18.199,22.652,21.363,20.588,20.588,21.547,21.547,19.890,19.890,22.652,22.652,1b,9.410,1h,17.897
FJ831313,1,22.468,22.468,9.963,9.963,23.303,23.303,20.442,25.414,25.414,26.471,26.471,17.897,17.897,18.750,22.652,21.915,21.140,21.140,21.915,21.915,19.890,19.890,23.020,23.020,1b,9.963,1h,17.897
FJ831314,1,7.366,7.366,21.771,21.771,20.626,20.626,25.414,25.275,25.275,25.368,25.368,21.415,21.415,20.588,16.575,18.416,21.547,21.547,16.943,16.943,16.544,16.544,21.363,21.363,1a,7.366,1j,16.575
FJ831315,1,6.262,6.262,22.140,22.140,21.363,21.363,26.335,24.725,24.725,25.919,25.919,20.849,20.849,23.897,18.785,19.521,23.389,23.389,19.521,19.521,16.728,16.728,20.810,20.810,1a,6.262,1n,16.728
FJ831316,1,7.182,7.182,21.218,21.218,20.588,20.588,24.125,24.088,24.088,25.919,25.919,20.849,20.849,22.243,17.127,18.934,22.284,22.284,18.750,18.750,18.382,18.382,20.442,20.442,1a,7.182,1j,17.127
FJ831317,1,7.182,7.182,21.218,21.218,20.803,20.803,24.542,24.270,24.270,26.471,26.471,21.033,21.033,22.426,17.311,19.118,22.284,22.284,18.934,18.934,18.199,18.199,20.626,20.626,1a,7.182,1j,17.311
FJ831318,1,4.420,4.420,22.325,22.325,20.442,20.442,25.141,24.725,24.725,25.368,25.368,21.218,21.218,22.426,18.232,19.890,23.941,23.941,18.785,18.785,17.647,17.647,22.284,22.284,1a,4.420,1n,17.647
FJ831319,1,5.525,5.525,22.694,22.694,21.731,21.731,25.141,26.151,26.151,25.919,25.919,21.771,21.771,22.794,19.153,20.258,23.941,23.941,19.337,19.337,18.199,18.199,22.099,22.099,1a,5.525,1n,18.199
FJ831320,1,21.547,21.547,7.934,7.934,23.077,23.077,19.337,24.309,24.309,25.277,25.277,16.052,16.052,17.864,22.099,21.691,21.547,21.547,23.389,23.389,20.258,20.258,23.020,23.020,1b,7.934,1h,16.052
FJ831321,1,21.731,21.731,8.118,8.118,23.260,23.260,19.153,24.125,24.125,25.092,25.092,16.236,16.236,18.048,22.284,21.875,21.731,21.731,23.573,23.573,20.442,20.442,23.204,23.204,1b,8.118,1h,16.236
FJ831322,1,8.287,8.287,23.063,23.063,21.179,21.179,25.783,25.599,25.599,25.919,25.919,21.771,21.771,21.875,17.495,19.153,22.652,22.652,17.680,17.680,18.015,18.015,21.731,21.731,1a,8.287,1j,17.495
FJ831323,1,21.363,21.363,7.749,7.749,23.303,23.303,19.521,25.321,25.321,26.199,26.199,17.528,17.528,18.969,22.468,22.284,20.994,20.994,21.179,21.179,20.588,20.588,22.836,22.836,1b,7.749,1h,17.528
FJ831324,1,5.341,5.341,23.616,23.616,21.179,21.179,26.151,24.309,24.309,26.471,26.471,21.033,21.033,22.794,17.864,19.705,23.757,23.757,18.416,18.416,17.096,17.096,22.099,22.099,1a,5.341,1n,17.096
FJ831325,1,5.525,5.525,23.432,23.432,21.179,21.179,26.151,24.125,24.125,26.471,26.471,21.033,21.033,22.794,17.864,19.705,23.757,23.757,18.416,18.416,17.096,17.096,22.099,22.099,1a,5.525,1n,17.096
FJ831326,1,5.893,5.893,20.849,20.849,19.705,19.705,24.470,25.458,25.458,24.816,24.816,20.111,20.111,21.324,17.311,19.153,22.836,22.836,17.495,17.495,16.360,16.360,21.179,21.179,1a,5.893,1n,16.360
FJ831327,1,6.262,6.262,22.140,22.140,20.626,20.626,25.434,24.176,24.176,25.551,25.551,20.295,20.295,22.610,17.311,18.600,23.020,23.020,16.390,16.390,16.544,16.544,22.468,22.468,1a,6.262,1m,16.390
FJ831328,1,4.788,4.788,21.218,21.218,20.074,20.074,25.967,24.725,24.725,25.735,25.735,20.480,20.480,22.243,16.759,18.232,22.836,22.836,16.390,16.390,16.544,16.544,21.179,21.179,1a,4.788,1m,16.390
FJ831329,1,4.779,4.779,21.402,21.402,20.258,20.258,26.151,24.908,24.908,25.919,25.919,20.664,20.664,22.426,16.943,18.416,23.204,23.204,16.575,16.575,16.728,16.728,21.363,21.363,1a,4.779,1m,16.575
FJ831330,1,4.788,4.788,23.432,23.432,20.074,20.074,25.368,26.007,26.007,25.000,25.000,22.325,22.325,22.243,17.680,19.890,22.836,22.836,18.600,18.600,18.199,18.199,21.363,21.363,1a,4.788,1j,17.680
FJ831331,1,4.420,4.420,23.247,23.247,20.258,20.258,25.230,25.641,25.641,25.551,25.551,21.587,21.587,22.978,16.943,20.258,23.389,23.389,18.232,18.232,17.831,17.831,20.258,20.258,1a,4.420,1j,16.943
FJ831332,1,21.771,21.771,9.410,9.410,21.875,21.875,21.284,24.723,24.723,25.830,25.830,16.974,16.974,19.557,21.771,22.694,22.099,22.099,21.771,21.771,20.442,20.442,22.325,22.325,1b,9.410,1h,16.974
FJ831333,1,22.325,22.325,10.148,10.148,21.875,21.875,20.917,24.354,24.354,25.414,25.414,17.897,17.897,19.153,22.509,22.509,23.204,23.204,21.771,21.771,21.547,21.547,22.140,22.140,1b,10.148,1h,17.897
FJ831334,1,24.085,24.085,15.683,15.683,24.942,24.942,25.824,30.275,30.275,28.795,28.795,23.063,23.063,23.077,23.874,26.960,25.414,25.414,25.414,25.414,24.632,24.632,23.982,23.982,1b,15.683,1h,23.063
FJ831335,1,22.500,22.500,9.761,9.761,23.801,23.801,19.705,25.385,25.385,27.624,27.624,18.232,18.232,19.337,23.616,22.426,21.956,21.956,22.325,22.325,21.179,21.179,23.063,23.063,1b,9.761,1h,18.232
FJ831336,1,22.509,22.509,9.024,9.024,23.713,23.713,21.033,24.710,24.710,25.368,25.368,17.127,17.127,18.600,22.509,23.247,21.915,21.915,22.509,22.509,20.664,20.664,23.063,23.063,1b,9.024,1h,17.127
FJ831337,1,22.694,22.694,9.208,9.208,23.897,23.897,20.849,24.517,24.517,25.184,25.184,17.311,17.311,18.785,22.694,23.432,22.099,22.099,22.694,22.694,20.849,20.849,23.247,23.247,1b,9.208,1h,17.311
FJ831338,1,21.179,21.179,9.041,9.041,22.385,22.385,19.890,23.941,23.941,24.862,24.862,16.421,16.421,17.831,20.074,21.547,20.956,20.956,20.442,20.442,19.705,19.705,21.363,21.363,1b,9.041,1h,16.421
FJ831339,1,21.731,21.731,8.487,8.487,22.569,22.569,20.074,23.941,23.941,25.414,25.414,16.605,16.605,18.199,20.810,21.547,20.956,20.956,20.442,20.442,19.337,19.337,20.994,20.994,1b,8.487,1h,16.605
FJ831340,1,4.236,4.236,22.140,22.140,19.521,19.521,25.046,24.494,24.494,25.551,25.551,20.849,20.849,23.346,16.943,18.600,23.389,23.389,16.759,16.759,16.544,16.544,21.179,21.179,1a,4.236,1m,16.759
FJ831341,1,5.893,5.893,23.063,23.063,19.705,19.705,25.368,25.046,25.046,25.551,25.551,20.849,20.849,23.529,17.495,19.521,23.941,23.941,17.311,17.311,16.728,16.728,21.547,21.547,1a,5.893,1n,16.728
FJ831342,1,7.551,7.551,21.218,21.218,20.442,20.442,25.414,25.458,25.458,25.184,25.184,21.043,21.043,20.221,16.759,18.048,21.363,21.363,16.575,16.575,16.728,16.728,20.442,20.442,1a,7.551,1m,16.575
FJ831343,1,22.099,22.099,8.672,8.672,23.486,23.486,19.414,25.414,25.414,26.151,26.151,17.712,17.712,18.015,22.468,23.389,22.610,22.610,23.204,23.204,21.507,21.507,23.573,23.573,1b,8.672,1h,17.712
FJ831344,1,22.284,22.284,9.041,9.041,23.853,23.853,18.750,25.688,25.688,26.287,26.287,18.081,18.081,19.485,21.915,23.389,21.875,21.875,22.099,22.099,20.956,20.956,23.573,23.573,1b,9.041,1h,18.081
FJ831345,1,22.099,22.099,8.487,8.487,24.220,24.220,19.780,25.688,25.688,26.471,26.471,17.343,17.343,19.118,22.099,23.486,21.731,21.731,21.731,21.731,20.404,20.404,22.468,22.468,1b,8.487,1h,17.343
FJ831346,1,6.630,6.630,22.694,22.694,20.994,20.994,26.335,25.641,25.641,26.471,26.471,22.694,22.694,23.346,18.785,19.521,23.757,23.757,18.048,18.048,17.463,17.463,21.915,21.915,1a,6.630,1n,17.463
FJ831347,1,6.077,6.077,22.509,22.509,20.626,20.626,25.967,25.414,25.414,25.919,25.919,21.788,21.788,23.162,18.048,18.969,23.389,23.389,17.127,17.127,16.912,16.912,21.363,21.363,1a,6.077,1m,17.127
FJ831348,1,6.262,6.262,22.878,22.878,19.521,19.521,25.599,24.176,24.176,25.000,25.000,22.140,22.140,23.400,17.127,19.153,23.757,23.757,17.680,17.680,17.096,17.096,21.363,21.363,1a,6.262,1j,17.127
FJ831349,1,5.709,5.709,22.509,22.509,19.337,19.337,25.599,24.359,24.359,25.184,25.184,21.771,21.771,23.035,16.759,18.969,23.204,23.204,17.311,17.311,16.728,16.728,21.179,21.179,1a,5.709,1j,16.759
FJ831350,1,15.285,15.285,14.391,14.391,23.020,23.020,21.179,24.862,24.862,24.862,24.862,20.111,20.111,19.301,20.994,19.153,20.810,20.810,20.074,20.074,18.934,18.934,22.652,22.652,1b,14.391,1a,15.285
FJ831351,1,21.731,21.731,8.487,8.487,22.894,22.894,19.048,23.853,23.853,26.753,26.753,17.897,17.897,18.969,22.468,21.835,21.140,21.140,20.956,20.956,20.772,20.772,23.346,23.346,1b,8.487,1h,17.897
FJ831352,1,20.074,20.074,8.303,8.303,23.020,23.020,20.442,25.230,25.230,26.199,26.199,16.605,16.605,18.600,20.442,22.468,20.037,20.037,21.507,21.507,20.221,20.221,22.836,22.836,1b,8.303,1h,16.605
