Accession,AssignedGenotype,Subtype4aDistance,Subtype4bDistance,Subtype4cDistance,Subtype4dDistance,Subtype4dDistance,Subtype4fDistance,Subtype4fDistance,Subtype4gDistance,Subtype4kDistance,Subtype4kDistance,Subtype4lDistance,Subtype4mDistance,Subtype4nDistance,Subtype4oDistance,Subtype4pDistance,Subtype4qDistance,Subtype4rDistance,Subtype4sDistance,Subtype4tDistance,Subtype4vDistance,Subtype4vDistance,Subtype4wDistance,Subtype4wDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
OR818341,4,15.287,21.338,14.013,13.057,13.057,17.197,17.197,18.153,16.242,16.242,13.694,13.694,16.879,17.197,15.605,16.561,13.694,19.427,17.516,14.331,14.331,17.834,17.834,4d,13.057,4m,13.694
OR818345,4,18.790,16.242,16.825,17.197,17.197,7.643,7.643,21.338,19.108,19.108,16.242,14.331,19.427,20.382,15.924,19.108,17.197,21.338,21.656,17.516,17.516,20.382,20.382,4f,7.643,4m,14.331
OR818346,4,15.605,16.561,14.331,15.605,15.605,7.643,7.643,18.471,16.561,16.561,13.694,14.650,16.561,19.365,15.605,16.561,13.651,17.778,19.427,15.605,15.605,19.745,19.745,4f,7.643,4l,13.694
OR818349,4,16.242,16.242,18.153,16.561,16.561,5.414,5.414,21.656,19.427,19.427,15.924,15.924,19.745,20.701,16.561,19.745,16.879,20.701,21.019,17.197,17.197,21.019,21.019,4f,5.414,4m,15.924
OR825137,4,17.123,21.918,17.808,16.438,16.438,19.178,19.178,19.925,16.917,16.917,15.753,15.068,20.069,22.837,12.671,17.182,19.863,16.165,7.192,14.041,14.041,21.575,21.575,4t,7.192,4p,12.671
OR825141,4,16.096,18.151,16.781,15.753,15.753,6.164,6.164,19.521,19.521,19.521,16.096,16.438,17.647,21.107,15.753,18.557,16.781,20.922,21.233,16.781,16.781,22.260,22.260,4f,6.164,4p,15.753
OR825142,4,16.438,18.836,16.438,13.356,13.356,17.123,17.123,18.836,15.411,15.411,13.699,11.986,16.955,18.339,6.164,15.464,15.068,19.861,14.726,13.014,13.014,18.493,18.493,4p,6.164,4m,11.986
OR825144,4,18.151,17.466,19.521,15.411,15.411,6.507,6.507,21.918,21.233,21.233,17.123,16.438,19.031,20.761,17.123,18.213,17.466,19.504,21.575,17.123,17.123,20.890,20.890,4f,6.507,4d,15.411
OR825145,4,19.863,15.753,18.151,16.438,16.438,9.589,9.589,20.890,18.151,18.151,15.753,15.753,18.685,20.069,14.726,17.869,17.466,19.149,21.918,16.438,16.438,20.548,20.548,4f,9.589,4p,14.726
OR825146,4,18.151,20.205,14.726,16.096,16.096,17.123,17.123,19.521,18.151,18.151,17.123,16.781,20.069,23.529,17.466,18.900,17.808,19.504,19.178,16.781,16.781,21.233,21.233,4c,14.726,4d,16.096
OR825147,4,17.123,19.178,16.438,15.068,15.068,13.356,13.356,20.548,17.347,17.347,16.096,15.753,20.415,18.685,14.041,16.838,15.753,17.770,17.123,14.676,14.676,18.836,18.836,4f,13.356,4p,14.041
OR825150,4,14.384,19.863,11.301,14.041,14.041,15.068,15.068,20.890,18.836,18.836,14.384,13.699,17.993,19.377,16.438,16.495,13.699,17.770,17.466,14.726,14.726,21.233,21.233,4c,11.301,4m,13.699
OR825156,4,19.795,15.753,18.430,18.151,18.151,8.219,8.219,21.233,19.521,19.521,17.466,15.753,19.723,21.107,15.411,18.213,17.123,19.858,21.918,18.151,18.151,21.233,21.233,4f,8.219,4p,15.411
OR825159,4,15.068,20.548,15.068,17.466,17.466,16.781,16.781,18.836,14.384,14.384,14.384,15.068,19.377,20.761,15.068,17.182,8.219,18.815,20.205,17.123,17.123,20.205,20.205,4r,8.219,4l,14.384
OR825163,4,17.123,17.123,15.753,17.466,17.466,6.849,6.849,19.178,18.151,18.151,14.726,16.096,17.647,19.655,15.068,18.557,14.334,18.375,21.233,18.493,18.493,20.205,20.205,4f,6.849,4l,14.726
OR825164,4,15.753,17.123,17.123,13.356,13.356,15.411,15.411,16.781,15.411,15.411,10.959,11.986,16.609,19.377,6.849,12.371,15.068,17.770,13.014,11.986,11.986,19.178,19.178,4p,6.849,4l,10.959
OR825165,4,15.753,17.123,15.068,14.726,14.726,10.616,10.616,20.205,16.781,16.781,16.438,13.699,17.993,22.145,16.781,19.588,15.753,17.730,19.863,15.411,15.411,20.205,20.205,4f,10.616,4m,13.699
OR825166,4,17.123,17.808,16.438,18.493,18.493,8.562,8.562,20.548,18.151,18.151,15.411,15.753,17.647,22.491,16.096,19.244,17.123,19.858,19.521,16.438,16.438,21.233,21.233,4f,8.562,4l,15.411
OR825167,4,14.726,20.890,8.219,15.068,15.068,15.411,15.411,19.521,16.438,16.438,13.356,13.699,15.571,19.031,16.438,16.838,13.356,17.770,15.753,11.644,11.644,20.205,20.205,4c,8.219,4v,11.644
OR825168,4,19.521,16.096,17.808,16.781,16.781,7.192,7.192,18.493,17.466,17.466,16.096,16.438,17.647,21.107,14.384,17.182,16.781,17.376,19.863,14.726,14.726,19.521,19.521,4f,7.192,4p,14.384
OR825170,4,20.548,19.863,17.808,19.178,19.178,9.247,9.247,22.945,20.548,20.548,17.808,18.151,18.339,22.491,18.493,20.275,18.836,20.213,21.575,16.438,16.438,22.603,22.603,4f,9.247,4v,16.438
OR825173,4,19.178,18.151,16.781,17.466,17.466,6.849,6.849,21.233,18.836,18.836,16.096,15.411,17.993,21.799,15.753,18.900,16.438,20.213,20.205,16.781,16.781,20.890,20.890,4f,6.849,4m,15.411
OR825178,4,18.493,16.781,17.466,18.493,18.493,9.247,9.247,19.521,17.466,17.466,17.466,17.808,18.557,23.024,15.411,18.339,17.466,19.643,20.548,17.466,17.466,20.890,20.890,4f,9.247,4p,15.411
OR825179,4,17.808,18.151,18.771,18.493,18.493,8.219,8.219,21.233,20.205,20.205,17.808,15.411,20.415,21.799,17.123,20.619,18.151,22.340,22.603,18.493,18.493,21.233,21.233,4f,8.219,4m,15.411
OR825182,4,19.178,17.466,16.438,19.863,19.863,8.562,8.562,21.918,20.205,20.205,17.808,18.151,20.415,24.221,17.808,21.306,17.466,20.213,22.945,19.178,19.178,23.630,23.630,4f,8.562,4c,16.438
OR825188,4,15.333,17.626,17.000,13.667,13.667,15.464,15.464,18.000,14.000,14.000,12.667,10.667,17.000,20.333,7.000,14.333,16.667,18.667,12.371,14.000,14.000,17.667,17.667,4p,7.000,4m,10.667
OR825192,4,19.333,16.333,18.000,17.667,17.667,8.333,8.333,18.996,19.667,19.667,17.667,16.333,20.000,22.519,18.333,19.000,17.940,18.243,20.567,18.333,18.333,21.667,21.667,4f,8.333,4m,16.333
OR825194,4,14.000,22.000,12.000,15.333,15.333,17.333,17.333,23.000,18.000,18.000,14.333,13.000,19.000,20.333,17.333,18.000,16.333,17.667,19.333,13.333,13.333,22.667,22.667,4c,12.000,4m,13.000
OR825195,4,19.000,18.667,17.667,17.000,17.000,11.667,11.667,21.942,17.667,17.667,17.667,18.000,19.667,23.000,18.000,20.000,18.000,16.271,20.789,18.000,18.000,20.333,20.333,4f,11.667,4s,16.271
OR825196,4,18.667,17.333,17.667,19.667,19.667,10.000,10.000,21.223,20.000,20.000,18.333,17.667,20.667,24.333,18.333,20.667,19.667,18.644,19.355,19.000,19.000,20.000,20.000,4f,10.000,4b,17.333
OR825197,4,18.000,18.333,18.000,16.667,16.667,7.667,7.667,19.784,18.345,18.345,16.667,16.333,18.667,21.333,16.667,20.000,18.000,17.288,18.996,16.667,16.667,21.000,21.000,4f,7.667,4m,16.333
OR825203,4,19.667,21.333,14.333,16.333,16.333,20.000,20.000,17.667,18.000,18.000,14.333,15.333,18.000,19.333,16.000,17.333,16.667,17.000,19.000,13.667,13.667,20.667,20.667,4v,13.667,4l,14.333
OR825205,4,18.667,18.557,18.333,15.333,15.333,18.000,18.000,19.424,17.986,17.986,12.950,15.667,18.557,21.333,14.333,14.748,19.000,15.771,6.667,14.000,14.000,20.275,20.275,4t,6.667,4v,14.000
OR825210,4,19.269,19.000,18.667,18.667,18.667,7.667,7.667,22.662,19.000,19.000,18.000,18.000,20.000,21.000,18.667,20.000,17.667,22.034,20.430,17.000,17.000,21.333,21.333,4f,7.667,4v,17.000
OR825213,4,19.463,20.415,18.792,15.436,15.436,18.276,18.276,20.000,17.754,17.754,14.765,16.779,18.151,22.896,15.101,15.942,18.855,15.917,10.738,12.458,12.458,19.377,19.377,4t,10.738,4v,12.458
OR825214,4,18.000,18.000,18.333,17.000,17.000,6.667,6.667,19.424,19.000,19.000,14.667,14.333,17.667,20.667,15.333,19.000,17.333,20.678,18.996,17.333,17.333,22.000,22.000,4f,6.667,4m,14.333
OR825216,4,16.667,17.667,16.611,18.000,18.000,7.667,7.667,20.144,19.667,19.667,18.000,16.333,18.333,22.333,16.667,19.333,17.667,22.034,20.789,19.000,19.000,21.667,21.667,4f,7.667,4m,16.333
OR825220,4,19.000,18.000,16.667,19.333,19.333,8.333,8.333,19.065,19.667,19.667,18.000,17.333,19.000,23.000,19.333,20.667,18.667,19.661,21.147,18.333,18.333,21.000,21.000,4f,8.333,4c,16.667
OR825223,4,20.333,19.333,19.333,17.667,17.667,17.333,17.333,20.000,19.333,19.333,14.667,15.333,16.842,22.000,17.000,19.000,20.333,20.339,17.333,14.333,14.333,20.667,20.667,4v,14.333,4l,14.667
OR825224,4,17.000,21.333,16.333,14.667,14.667,17.667,17.667,19.784,16.547,16.547,13.667,16.000,18.667,21.667,12.333,15.333,16.000,17.333,8.333,13.000,13.000,21.333,21.333,4t,8.333,4p,12.333
OR825228,4,18.089,18.983,16.724,17.065,17.065,9.153,9.153,20.209,20.345,20.345,15.700,16.382,18.305,21.429,16.667,18.771,18.707,20.137,18.909,16.724,16.724,20.339,20.339,4f,9.153,4l,15.700
OR825230,4,19.113,19.661,19.113,18.430,18.430,8.814,8.814,20.000,21.160,21.160,19.795,18.089,20.678,23.549,19.097,22.184,18.430,21.233,22.101,19.795,19.795,23.390,23.390,4f,8.814,4m,18.089
OR825235,4,11.186,21.769,12.542,15.593,15.593,16.382,16.382,18.182,15.636,15.636,17.288,14.915,17.406,20.678,19.322,19.661,16.271,19.322,16.667,15.254,15.254,20.819,20.819,4a,11.186,4c,12.542
OR825236,4,17.361,22.101,16.949,15.932,15.932,17.993,17.993,20.000,17.455,17.455,13.542,16.271,19.792,22.569,13.542,17.455,19.444,16.319,11.525,14.237,14.237,21.528,21.528,4t,11.525,4p,13.542
OR825241,4,17.288,21.502,18.644,16.949,16.949,18.493,18.493,22.182,15.932,15.932,13.898,12.881,16.382,19.661,15.254,16.610,16.610,18.983,16.187,15.254,15.254,18.089,18.089,4m,12.881,4l,13.898
OR825242,4,17.747,20.339,18.430,19.454,19.454,8.475,8.475,20.727,19.310,19.310,17.406,17.406,20.678,22.867,17.014,20.478,17.065,19.863,19.928,18.430,18.430,21.695,21.695,4f,8.475,4r,17.065
OR825243,4,18.581,17.288,16.382,17.065,17.065,9.153,9.153,20.000,20.819,20.819,16.724,16.382,19.661,20.478,16.319,19.795,15.700,20.548,20.290,17.065,17.065,20.339,20.339,4f,9.153,4r,15.700
OR825249,4,20.144,19.444,19.661,17.288,17.288,18.478,18.478,19.636,17.091,17.091,14.182,16.949,19.097,22.917,13.194,15.273,17.391,17.029,7.458,13.559,13.559,20.139,20.139,4t,7.458,4v,13.559
OR825251,4,17.747,22.034,17.014,17.014,17.014,16.949,16.949,19.164,17.406,17.406,15.358,18.403,17.288,20.408,16.041,19.795,19.048,16.041,18.182,18.750,18.750,21.356,21.356,4l,15.358,4p,16.041
OR825254,4,20.137,19.322,19.795,19.795,19.795,10.847,10.847,19.273,19.454,19.454,18.430,18.430,22.034,22.867,18.403,19.454,17.747,18.493,22.464,18.771,18.771,21.017,21.017,4f,10.847,4r,17.747
OR825256,4,18.089,16.949,18.430,16.041,16.041,6.780,6.780,19.636,19.113,19.113,16.041,16.041,18.305,22.184,15.625,18.771,15.700,19.521,19.565,17.747,17.747,20.000,20.000,4f,6.780,4r,15.700
OR825257,4,14.557,20.317,13.291,13.291,13.291,16.561,16.561,19.737,16.139,16.139,12.342,12.618,16.404,17.405,16.139,14.511,16.772,13.916,14.557,12.934,12.934,19.427,19.427,4l,12.342,4m,12.618
OR825258,4,15.924,20.952,18.553,18.868,18.868,18.590,18.590,21.338,18.239,18.239,15.924,16.613,20.253,20.064,18.239,17.981,18.750,19.218,20.126,15.190,15.190,21.154,21.154,4v,15.190,4l,15.924
OR825259,4,11.935,21.782,11.356,14.826,14.826,16.225,16.225,18.421,17.035,17.035,17.097,14.196,18.297,19.737,16.719,17.097,14.826,20.132,19.558,15.506,15.506,19.481,19.481,4c,11.356,4a,11.935
OR825260,4,15.924,18.730,16.038,16.038,16.038,7.372,7.372,20.701,18.553,18.553,13.694,14.058,18.354,20.701,14.151,17.035,15.789,17.881,18.553,16.772,16.772,17.949,17.949,4f,7.372,4l,13.694
OR825262,4,16.879,19.683,18.239,13.836,13.836,16.026,16.026,20.382,16.038,16.038,12.739,12.780,17.722,18.471,6.604,13.880,16.447,18.729,13.836,14.013,14.013,17.949,17.949,4p,6.604,4m,12.780
OR825263,4,18.790,16.825,17.763,17.296,17.296,5.769,5.769,20.701,18.790,18.790,14.968,14.696,17.881,19.365,16.038,18.612,16.928,18.152,19.497,16.561,16.561,19.231,19.231,4f,5.769,4m,14.696
OR825267,4,19.749,18.482,17.350,17.350,17.350,8.517,8.517,21.711,19.874,19.874,16.614,16.088,18.506,20.690,18.297,18.910,17.434,19.218,22.397,16.301,16.301,20.505,20.505,4f,8.517,4m,16.088
OR825271,4,18.153,16.508,16.118,16.352,16.352,7.051,7.051,18.471,18.092,18.092,16.242,15.016,18.212,20.382,14.780,19.243,16.667,18.543,20.440,15.823,15.823,19.551,19.551,4f,7.051,4p,14.780
OR825273,4,18.927,19.048,18.750,18.868,18.868,9.615,9.615,22.611,20.066,20.066,17.197,16.613,19.536,21.338,18.553,20.820,18.239,19.536,23.270,18.987,18.987,21.795,21.795,4f,9.615,4m,16.613
OR825274,4,17.722,22.112,15.190,16.456,16.456,18.874,18.874,16.719,15.506,15.506,12.975,16.088,18.612,19.408,16.772,17.350,16.456,18.123,17.089,15.335,15.335,18.812,18.812,4l,12.975,4c,15.190
OR825276,4,17.516,17.778,16.352,16.038,16.038,6.731,6.731,20.064,19.182,19.182,15.287,13.738,18.354,20.382,15.409,18.612,16.776,19.536,19.497,15.506,15.506,20.833,20.833,4f,6.731,4m,13.738
OR825281,4,17.949,18.212,17.434,18.421,18.421,8.710,8.710,20.984,18.750,18.750,18.269,17.628,21.854,23.718,17.308,21.154,16.393,19.333,21.154,17.628,17.628,21.613,21.613,4f,8.710,4r,16.393
OR825283,4,16.561,21.270,16.352,14.780,14.780,17.308,17.308,21.019,18.239,18.239,13.376,15.655,18.671,21.019,12.264,15.142,15.461,17.264,8.491,12.658,12.658,21.154,21.154,4t,8.491,4p,12.264
OR825285,4,20.000,16.190,18.553,18.239,18.239,11.218,11.218,22.222,19.497,19.497,19.108,17.252,20.570,19.745,18.239,20.505,17.105,19.536,21.069,17.722,17.722,19.231,19.231,4f,11.218,4b,16.190
OR825288,4,17.516,16.508,17.705,16.981,16.981,8.333,8.333,21.656,17.105,17.105,14.968,15.335,17.881,20.701,15.409,17.666,17.610,18.874,19.497,16.456,16.456,20.513,20.513,4f,8.333,4l,14.968
OR825289,4,18.297,17.143,16.981,17.610,17.610,8.013,8.013,19.427,18.239,18.239,16.879,16.933,19.620,21.905,16.667,18.927,16.066,20.462,21.698,18.471,18.471,20.192,20.192,4f,8.013,4p,16.667
OR825290,4,14.557,20.317,13.291,13.291,13.291,16.561,16.561,19.737,16.139,16.139,12.342,12.618,16.404,17.405,16.139,14.511,16.772,13.916,14.557,12.934,12.934,19.427,19.427,4l,12.342,4m,12.618
OR825291,4,15.924,20.952,18.553,18.868,18.868,18.590,18.590,21.338,18.239,18.239,15.924,16.613,20.253,20.064,18.239,17.981,18.750,19.218,20.126,15.190,15.190,21.154,21.154,4v,15.190,4l,15.924
OR825292,4,11.935,21.782,11.356,14.826,14.826,16.225,16.225,18.421,17.035,17.035,17.097,14.196,18.297,19.737,16.719,17.097,14.826,20.132,19.558,15.506,15.506,19.481,19.481,4c,11.356,4a,11.935
OR825293,4,15.924,18.730,16.038,16.038,16.038,7.372,7.372,20.701,18.553,18.553,13.694,14.058,18.354,20.701,14.151,17.035,15.789,17.881,18.553,16.772,16.772,17.949,17.949,4f,7.372,4l,13.694
OR825295,4,16.879,19.683,18.239,13.836,13.836,16.026,16.026,20.382,16.038,16.038,12.739,12.780,17.722,18.471,6.604,13.880,16.447,18.729,13.836,14.013,14.013,17.949,17.949,4p,6.604,4m,12.780
OR825299,4,14.103,20.199,13.158,14.474,14.474,16.129,16.129,22.295,18.750,18.750,16.987,16.346,18.874,18.910,16.667,17.949,16.721,19.000,18.269,14.058,14.058,18.874,18.874,4c,13.158,4a,14.103
OR825304,4,19.427,17.460,16.981,16.352,16.352,9.295,9.295,21.338,17.516,17.516,17.197,16.613,18.038,19.427,15.094,17.666,14.803,20.530,20.755,15.924,15.924,18.910,18.910,4f,9.295,4p,15.094
OR825305,4,15.287,18.095,16.667,16.352,16.352,6.731,6.731,20.701,19.497,19.497,15.287,15.655,18.987,21.338,15.409,19.558,17.434,18.874,20.126,17.089,17.089,20.513,20.513,4f,6.731,4l,15.287
OR825306,4,17.450,17.406,17.966,16.271,16.271,5.802,5.802,20.678,18.644,18.644,16.271,14.237,18.276,19.863,15.593,18.707,15.932,19.504,21.017,17.288,17.288,19.795,19.795,4f,5.802,4m,14.237
OR825308,4,20.339,20.137,20.000,17.627,17.627,19.454,19.454,19.549,19.529,19.529,15.254,16.610,20.345,24.315,14.915,18.027,18.983,19.065,10.169,16.610,16.610,22.526,22.526,4t,10.169,4p,14.915
OR825317,4,15.932,19.113,18.644,17.288,17.288,17.747,17.747,19.661,15.932,15.932,13.559,14.237,17.123,17.687,13.898,16.438,17.627,20.000,19.322,14.237,14.237,21.502,21.502,4l,13.559,4p,13.898
OR825318,4,20.000,18.771,19.322,20.000,20.000,9.898,9.898,21.695,20.339,20.339,17.627,18.305,20.690,23.973,18.644,21.429,21.356,20.213,22.373,19.322,19.322,22.526,22.526,4f,9.898,4l,17.627
OR825320,4,17.288,19.048,18.644,13.898,13.898,16.724,16.724,20.339,15.254,15.254,13.220,12.203,16.552,19.863,7.797,14.966,15.932,19.164,10.847,12.542,12.542,18.430,18.430,4p,7.797,4t,10.847
OR825321,4,18.792,18.089,16.949,17.288,17.288,9.215,9.215,19.322,16.949,16.949,17.966,18.305,16.897,21.918,16.949,20.068,17.288,19.504,21.017,17.288,17.288,20.478,20.478,4f,9.215,4p,16.949
AB103424,4,6.548,22.090,11.310,14.837,14.837,15.774,15.774,16.766,18.155,18.155,15.774,14.583,16.716,19.345,17.313,18.155,16.369,16.119,17.445,14.881,14.881,22.388,22.388,4a,6.548,4c,11.310
AB103425,4,6.928,21.321,11.446,12.913,12.913,16.667,16.667,16.879,16.561,16.561,15.758,13.030,18.373,19.683,14.894,19.880,16.364,17.470,15.674,15.361,15.361,21.818,21.818,4a,6.928,4c,11.446
AB103426,4,7.440,21.493,13.095,16.369,16.369,16.667,16.667,17.089,16.139,16.139,15.179,13.690,18.507,19.345,18.209,19.940,16.369,18.806,18.987,16.071,16.071,20.625,20.625,4a,7.440,4c,13.095
AB103427,4,9.145,21.598,12.094,16.224,16.224,16.061,16.061,17.699,15.929,15.929,14.749,13.569,17.456,19.764,16.568,18.879,14.454,17.699,16.822,15.044,15.044,20.710,20.710,4a,9.145,4c,12.094
AB103428,4,10.029,21.981,13.569,14.749,14.749,17.699,17.699,17.699,16.519,16.519,15.929,15.634,17.751,17.699,18.047,19.469,15.339,19.174,18.495,16.814,16.814,21.302,21.302,4a,10.029,4c,13.569
AB103429,4,11.890,22.517,13.975,15.528,15.528,19.018,19.018,20.732,19.277,19.277,18.563,16.460,20.181,21.856,18.976,22.289,17.073,20.497,19.872,18.405,18.405,22.289,22.289,4a,11.890,4c,13.975
AB103430,4,7.440,22.388,11.310,15.774,15.774,15.179,15.179,18.239,19.940,19.940,16.369,14.286,17.560,20.536,18.209,20.238,17.262,18.209,19.315,14.286,14.286,21.791,21.791,4a,7.440,4c,11.310
AB103431,4,9.880,21.562,13.174,15.269,15.269,16.566,16.566,18.471,19.578,19.578,15.663,14.157,19.760,20.181,17.964,19.760,16.566,17.417,16.928,16.467,16.467,20.181,20.181,4a,9.880,4c,13.174
AB103432,4,7.670,20.118,10.914,15.339,15.339,17.699,17.699,18.879,17.699,17.699,15.339,13.864,16.864,20.059,17.160,19.174,15.339,17.699,18.289,15.044,15.044,21.598,21.598,4a,7.670,4c,10.914
AB103433,4,6.490,21.302,8.850,12.389,12.389,15.929,15.929,20.059,15.634,15.634,14.159,11.209,17.160,19.764,15.680,17.699,13.864,17.109,16.814,14.749,14.749,20.414,20.414,4a,6.490,4c,8.850
AB103434,4,7.143,19.701,11.310,13.988,13.988,15.774,15.774,17.925,18.750,18.750,14.583,12.798,19.104,19.643,17.015,18.452,15.476,16.119,15.576,15.179,15.179,19.940,19.940,4a,7.143,4c,11.310
AB103435,4,9.009,19.335,11.111,13.814,13.814,14.199,14.199,16.561,15.287,15.287,13.595,11.178,16.216,18.127,15.616,17.417,16.012,15.015,15.361,12.913,12.913,19.335,19.335,4a,9.009,4c,11.111
AB103436,4,8.555,20.513,10.324,15.000,15.000,16.717,16.717,17.629,16.109,16.109,14.159,14.749,17.160,20.061,15.976,18.289,16.224,18.289,17.610,15.929,15.929,19.453,19.453,4a,8.555,4c,10.324
AB103437,4,9.440,21.893,10.619,15.044,15.044,15.634,15.634,20.059,18.289,18.289,14.454,12.979,18.047,19.118,17.751,17.404,16.471,16.765,17.925,15.044,15.044,20.118,20.118,4a,9.440,4c,10.619
AB103438,4,9.735,20.433,12.979,14.749,14.749,16.224,16.224,19.764,17.404,17.404,15.929,14.454,19.527,19.469,17.456,18.584,16.519,16.224,19.174,15.634,15.634,21.006,21.006,4a,9.735,4c,12.979
AB103439,4,12.202,19.403,13.393,13.095,13.095,16.369,16.369,19.461,14.881,14.881,14.286,13.690,16.119,18.155,14.627,16.369,16.369,17.612,16.038,13.988,13.988,19.345,19.345,4a,12.202,4d,13.095
AB103440,4,10.448,22.321,11.940,16.119,16.119,19.104,19.104,20.299,18.806,18.806,17.507,15.522,19.701,22.255,18.209,20.896,17.015,19.701,20.000,16.716,16.716,22.388,22.388,4a,10.448,4c,11.940
AB103441,4,9.226,21.791,10.714,16.369,16.369,16.964,16.964,17.555,18.452,18.452,16.369,15.476,16.964,20.238,18.806,19.048,16.071,18.806,19.003,15.476,15.476,20.536,20.536,4a,9.226,4c,10.714
AB103442,4,9.226,21.598,12.500,15.179,15.179,16.964,16.964,17.868,19.048,19.048,15.774,14.286,18.806,20.238,18.507,19.345,17.262,17.313,18.069,15.476,15.476,19.940,19.940,4a,9.226,4c,12.500
AB103443,4,9.524,22.090,12.202,15.774,15.774,17.560,17.560,19.162,19.048,19.048,17.262,16.369,18.209,20.238,19.403,17.857,17.560,19.403,19.315,16.667,16.667,21.131,21.131,4a,9.524,4c,12.202
AB103444,4,10.714,22.985,13.988,16.369,16.369,18.806,18.806,17.665,16.964,16.964,15.179,13.690,18.507,20.833,17.015,18.750,16.667,19.403,20.249,15.774,15.774,21.194,21.194,4a,10.714,4m,13.690
AB103445,4,8.383,21.687,10.778,13.772,13.772,16.616,16.616,17.778,16.566,16.566,13.855,12.349,18.263,19.578,17.964,18.862,16.265,15.916,16.928,14.970,14.970,19.880,19.880,4a,8.383,4c,10.778
AB103446,4,8.631,22.090,10.714,13.690,13.690,15.224,15.224,18.263,17.262,17.262,13.690,13.393,17.015,17.560,14.925,17.857,15.774,17.313,17.134,14.286,14.286,18.806,18.806,4a,8.631,4c,10.714
AB103447,4,8.709,22.356,11.712,14.114,14.114,16.918,16.918,18.788,17.523,17.523,16.918,14.804,17.417,19.335,18.318,21.021,16.314,17.718,18.182,17.117,17.117,20.242,20.242,4a,8.709,4c,11.712
AB103448,4,7.186,21.084,11.377,14.371,14.371,16.566,16.566,18.485,17.470,17.470,15.361,13.855,17.665,18.976,17.365,18.563,16.867,17.117,17.868,16.467,16.467,20.181,20.181,4a,7.186,4c,11.377
AB103449,4,9.581,21.687,12.575,14.970,14.970,15.663,15.663,18.095,18.976,18.976,15.361,15.060,17.964,21.386,18.263,19.162,16.566,17.117,17.405,16.168,16.168,19.578,19.578,4a,9.581,4c,12.575
AB103451,4,9.552,21.257,10.746,14.286,14.286,16.716,16.716,18.862,17.015,17.015,16.418,14.925,18.209,20.896,17.365,19.104,15.821,19.403,16.511,14.925,14.925,18.263,18.263,4a,9.552,4c,10.746
AB103452,4,7.738,21.791,11.607,15.476,15.476,15.774,15.774,17.555,17.857,17.857,15.476,14.881,17.262,21.131,18.209,19.048,17.857,17.313,17.610,15.179,15.179,20.536,20.536,4a,7.738,4c,11.607
AB103453,4,7.761,20.958,10.746,14.583,14.583,15.821,15.821,17.066,16.119,16.119,14.925,13.433,17.964,18.507,16.467,19.403,16.119,17.015,18.380,16.119,16.119,19.461,19.461,4a,7.761,4c,10.746
AB103454,4,7.738,20.000,11.310,14.286,14.286,15.476,15.476,17.665,16.964,16.964,15.179,14.583,18.507,20.238,18.806,18.155,16.071,16.716,16.511,14.583,14.583,19.701,19.701,4a,7.738,4c,11.310
AB103455,4,7.080,22.781,11.504,13.274,13.274,15.929,15.929,18.584,16.519,16.519,14.159,12.389,19.527,18.879,16.864,19.174,15.339,16.814,17.699,16.224,16.224,20.118,20.118,4a,7.080,4c,11.504
AB103456,4,9.735,20.118,11.799,14.412,14.412,15.634,15.634,16.519,16.519,16.519,15.044,15.929,18.343,16.814,18.047,18.289,15.339,16.814,17.925,15.339,15.339,19.527,19.527,4a,9.735,4c,11.799
AB103457,4,10.714,23.582,13.393,14.540,14.540,19.104,19.104,17.296,17.560,17.560,15.179,14.583,19.048,18.155,17.313,18.155,16.964,15.821,18.380,15.179,15.179,21.429,21.429,4a,10.714,4c,13.393
AB444480,4,11.905,23.284,11.607,13.393,13.393,16.716,16.716,19.149,19.048,19.048,17.857,15.179,19.104,22.321,16.667,22.321,15.774,19.162,16.314,17.857,17.857,20.299,20.299,4c,11.607,4a,11.905
AB444481,4,9.524,23.284,13.095,15.774,15.774,17.365,17.365,17.560,16.964,16.964,15.476,12.798,18.806,19.643,16.964,17.262,15.179,16.467,17.812,15.179,15.179,20.597,20.597,4a,9.524,4m,12.798
AB444482,4,8.929,22.985,13.095,15.476,15.476,17.365,17.365,18.750,16.964,16.964,16.667,13.095,18.209,19.940,17.560,19.643,16.369,15.868,16.562,15.774,15.774,21.194,21.194,4a,8.929,4m,13.095
AB470005,4,8.874,21.160,10.922,14.334,14.334,15.358,15.358,18.213,15.464,15.464,15.358,13.652,18.027,18.771,16.382,18.557,15.700,16.382,17.406,14.676,14.676,21.160,21.160,4a,8.874,4c,10.922
AB470006,4,7.850,21.502,10.239,13.311,13.311,14.676,14.676,17.182,15.120,15.120,15.017,12.287,17.347,18.089,15.700,19.244,14.334,17.406,16.724,15.358,15.358,19.795,19.795,4a,7.850,4c,10.239
AB470007,4,8.532,22.184,12.287,14.676,14.676,15.358,15.358,17.526,16.495,16.495,14.334,13.311,19.795,16.382,15.700,19.931,16.041,18.430,17.747,17.406,17.406,21.160,21.160,4a,8.532,4c,12.287
AB470008,4,11.263,23.891,12.628,15.017,15.017,17.406,17.406,19.931,18.900,18.900,17.406,15.700,20.137,17.747,17.406,18.213,15.700,19.113,17.747,17.747,17.747,20.137,20.137,4a,11.263,4c,12.628
