Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype6aDistance,Subtype6aDistance,Subtype6bDistance,Subtype6cDistance,Subtype6dDistance,Subtype6eDistance,Subtype6fDistance,Subtype6gDistance,Subtype6hDistance,Subtype6iDistance,Subtype6jDistance,Subtype6kDistance,Subtype6lDistance,Subtype6mDistance,Subtype6nDistance,Subtype6nDistance,Subtype6oDistance,Subtype6pDistance,Subtype6qDistance,Subtype6rDistance,Subtype6sDistance,Subtype6tDistance,Subtype6tDistance,Subtype6uDistance,Subtype6vDistance,Subtype6vDistance,Subtype6wDistance,Subtype6wDistance,Subtype6xaDistance,Subtype6xaDistance,Subtype6xbDistance,Subtype6xbDistance,Subtype6xcDistance,Subtype6xdDistance,Subtype6xdDistance,Subtype6xeDistance,Subtype6xeDistance,Subtype6xfDistance,Subtype6xfDistance,Subtype6xgDistance,Subtype6xgDistance,Subtype6xhDistance,Subtype6xiDistance,Subtype6xiDistance,Subtype6xjDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
AY878652,630,6,31.122,31.122,29.356,29.853,31.132,29.308,28.120,28.476,23.175,26.032,26.316,23.756,19.528,22.816,0.000,0.000,29.872,29.215,26.742,29.968,31.291,28.730,28.730,27.822,29.319,29.319,27.460,27.460,28.617,28.617,21.587,21.587,29.085,28.413,28.413,14.961,14.961,27.955,27.955,13.815,13.815,29.839,22.388,22.388,23.810,6n,0.000,6xg,13.815
HM042085,639,6,29.907,29.907,28.278,26.868,25.791,26.135,5.790,28.070,29.126,28.323,28.639,30.064,28.910,29.272,26.856,26.856,24.483,25.791,25.039,19.375,28.594,25.157,25.157,25.512,28.889,28.889,27.619,27.619,26.825,26.825,27.172,27.172,27.805,28.843,28.843,27.172,27.172,26.868,26.868,27.014,27.014,26.698,29.206,29.206,28.931,6f,5.790,6r,19.375
HM042086,639,6,29.439,29.439,28.571,25.914,24.842,26.448,4.538,28.549,28.095,28.165,28.481,29.703,28.910,29.038,27.215,27.215,24.165,25.791,23.944,18.936,28.986,25.943,25.943,25.984,27.892,27.892,26.825,26.825,27.302,27.302,28.436,28.436,27.937,29.477,29.477,26.224,26.224,26.232,26.232,27.488,27.488,26.856,28.571,28.571,28.914,6f,4.538,6r,18.936
HM042087,639,6,29.953,29.953,28.504,26.073,23.855,26.291,5.008,27.751,28.099,28.797,29.094,29.703,28.986,29.272,27.373,27.373,23.333,25.475,22.535,19.718,28.594,25.629,25.629,26.142,27.918,27.918,26.825,26.825,26.190,26.190,29.226,29.226,27.317,29.160,29.160,26.688,26.688,25.559,25.559,27.690,27.690,26.066,28.405,28.405,29.403,6f,5.008,6r,19.718
HM042088,639,6,29.734,29.734,28.120,26.709,24.645,25.665,5.790,28.025,28.477,27.646,29.068,30.198,28.864,29.858,28.278,28.278,23.688,25.633,23.281,19.405,28.819,25.629,25.629,25.746,29.272,29.272,25.990,25.990,27.508,27.508,28.365,28.365,28.323,28.296,28.296,26.025,26.025,26.232,26.232,28.436,28.436,25.276,28.192,28.192,28.302,6f,5.790,6r,19.405
HM042089,639,6,30.312,30.312,28.774,26.550,24.684,27.387,5.164,28.708,26.768,28.165,29.730,30.858,29.921,28.956,28.323,28.323,24.483,26.741,23.631,19.875,29.068,25.314,25.314,27.087,28.843,28.843,27.143,27.143,27.460,27.460,28.189,28.189,27.877,29.495,29.495,27.962,27.962,26.198,26.198,28.910,28.910,27.488,29.236,29.236,30.648,6f,5.164,6r,19.875
HM042090,639,6,30.733,30.733,29.245,26.868,24.329,27.230,3.756,29.140,27.703,28.639,29.571,31.023,29.338,29.022,27.804,27.804,25.079,26.741,23.631,20.344,30.332,26.415,26.415,27.002,28.391,28.391,27.778,27.778,27.619,27.619,29.088,29.088,28.363,29.319,29.319,27.287,27.287,26.709,26.709,27.646,27.646,26.183,29.402,29.402,30.818,6f,3.756,6r,20.344
HM042091,639,6,29.641,29.641,27.646,26.550,24.367,27.145,6.729,27.273,28.041,28.323,28.617,29.470,29.542,28.639,28.436,28.436,24.801,24.762,24.257,19.875,29.068,25.157,25.157,25.354,28.209,28.209,26.508,26.508,27.143,27.143,28.278,28.278,27.154,29.319,29.319,27.330,27.330,26.038,26.038,27.804,27.804,27.172,27.907,27.907,28.076,6f,6.729,6r,19.875
HM042092,639,6,29.844,29.844,29.114,25.755,25.325,26.349,6.729,28.230,27.619,29.194,28.065,30.303,28.120,29.038,27.057,27.057,24.006,25.592,22.692,19.092,28.594,24.843,24.843,25.786,28.323,28.323,26.984,26.984,26.550,26.550,28.278,28.278,27.417,29.952,29.952,27.258,27.258,25.837,25.837,27.646,27.646,27.172,28.231,28.231,28.752,6f,6.729,6r,19.092
HM042093,635,6,30.265,30.265,28.436,27.476,24.921,27.230,4.724,29.393,28.283,29.624,29.730,30.464,29.542,29.477,28.209,28.209,23.772,27.504,24.100,19.528,29.068,25.827,25.827,27.100,29.114,29.114,27.345,27.345,27.575,27.575,29.226,29.226,27.896,29.524,29.524,28.165,28.165,26.156,26.156,28.481,28.481,26.868,29.402,29.402,30.696,6f,4.724,6r,19.528
HM042094,639,6,29.062,29.062,27.244,26.550,24.684,26.604,6.729,28.549,27.603,28.481,28.323,29.801,29.032,28.323,27.532,27.532,24.165,25.949,24.257,19.092,27.172,25.000,25.000,25.512,29.048,29.048,26.508,26.508,27.186,27.186,27.962,27.962,27.317,29.002,29.002,26.206,26.206,24.960,24.960,27.373,27.373,26.856,28.405,28.405,29.542,6f,6.729,6r,19.092
HM042095,639,6,29.751,29.751,28.302,26.742,25.633,26.466,5.947,28.389,27.778,27.848,28.323,30.363,29.384,29.542,28.165,28.165,24.642,25.949,23.631,19.875,28.594,26.101,26.101,27.014,29.384,29.384,26.508,26.508,27.778,27.778,28.436,28.436,27.877,28.504,28.504,27.287,27.287,25.914,25.914,28.910,28.910,26.382,29.070,29.070,28.616,6f,5.947,6r,19.875
HM042096,638,6,29.688,29.688,29.068,25.397,24.290,26.489,7.367,28.230,27.994,27.848,28.299,29.305,28.549,28.548,27.848,27.848,24.444,24.329,22.465,19.122,28.956,25.157,25.157,25.000,28.526,28.526,26.984,26.984,26.190,26.190,27.087,27.087,27.687,28.889,28.889,26.856,26.856,24.920,24.920,27.014,27.014,25.633,28.405,28.405,27.874,6f,7.367,6r,19.122
HQ639936,635,6,4.567,4.567,20.505,29.412,31.646,28.685,29.088,29.683,30.293,27.087,29.858,28.642,29.070,29.794,31.111,31.111,26.868,27.778,28.549,30.016,30.031,26.966,26.966,28.824,29.120,29.120,28.120,28.120,30.159,30.159,29.764,29.764,29.068,20.350,20.350,26.984,26.984,27.900,27.900,30.269,30.269,29.403,28.843,28.843,29.180,6a,4.567,6xd,20.350
HQ912954,639,6,4.851,4.851,21.609,27.241,31.804,28.661,29.283,30.428,29.085,26.578,30.333,28.641,28.685,28.843,32.222,32.222,26.550,27.504,28.393,30.360,30.612,26.989,26.989,28.135,28.548,28.548,28.752,28.752,30.159,30.159,29.542,29.542,28.481,20.827,20.827,28.095,28.095,27.616,27.616,31.379,31.379,30.174,29.002,29.002,28.956,6a,4.851,6xd,20.827
HQ912955,639,6,5.008,5.008,20.820,28.730,31.774,28.391,29.017,30.476,29.268,27.358,29.384,29.139,29.206,29.002,32.381,32.381,26.073,27.663,27.457,30.047,30.346,27.145,27.145,27.814,27.743,27.743,27.172,27.172,30.000,30.000,30.079,30.079,28.526,20.191,20.191,28.299,28.299,27.856,27.856,31.379,31.379,29.874,30.000,30.000,28.864,6a,5.008,6xd,20.191
JN377756,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JN377770,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR345990,639,6,29.002,29.002,27.937,28.458,25.238,8.764,27.259,28.595,27.229,27.150,28.339,27.393,24.441,27.157,25.532,25.532,23.089,23.101,23.016,29.589,29.048,25.827,25.827,18.641,28.344,28.344,27.273,27.273,27.097,27.097,26.032,26.032,22.275,27.962,27.962,26.038,26.038,26.156,26.156,24.561,24.561,28.571,27.660,27.660,25.896,6e,8.764,6u,18.641
OR345991,639,6,29.002,29.002,27.937,28.458,25.238,8.764,27.259,28.595,27.229,27.150,28.339,27.393,24.441,27.157,25.532,25.532,23.089,23.101,23.016,29.589,29.048,25.827,25.827,18.641,28.344,28.344,27.273,27.273,27.097,27.097,26.032,26.032,22.275,27.962,27.962,26.038,26.038,26.156,26.156,24.561,24.561,28.571,27.660,27.660,25.896,6e,8.764,6u,18.641
OR345992,639,6,27.848,27.848,26.550,27.345,26.032,9.859,29.108,28.185,27.981,25.658,26.624,25.968,26.038,27.955,27.734,27.734,23.604,22.943,21.519,30.174,28.481,23.923,23.923,18.927,28.070,28.070,28.868,28.868,26.452,26.452,26.550,26.550,22.591,26.382,26.382,25.997,25.997,25.357,25.357,26.475,26.475,27.373,26.841,26.841,25.896,6e,9.859,6u,18.927
OR345993,639,6,27.848,27.848,26.550,27.504,26.190,10.016,29.108,28.185,27.822,25.658,26.624,26.129,26.038,27.955,27.734,27.734,23.764,22.785,21.361,30.174,28.639,23.923,23.923,18.770,28.070,28.070,29.027,29.027,26.613,26.613,26.709,26.709,22.749,26.540,26.540,26.156,26.156,25.515,25.515,26.635,26.635,27.373,27.005,27.005,25.896,6e,10.016,6u,18.770
OR345994,639,6,27.488,27.488,26.508,27.778,23.539,8.451,25.665,29.233,26.911,27.961,28.299,26.290,24.760,27.955,26.094,26.094,23.126,22.275,22.381,28.006,27.302,23.810,23.810,16.719,27.432,27.432,26.232,26.232,24.155,24.155,26.868,26.868,22.555,26.540,26.540,25.199,25.199,25.357,25.357,24.921,24.921,28.413,27.496,27.496,26.547,6e,8.451,6u,16.719
OR345995,639,6,27.488,27.488,26.508,27.778,23.539,8.451,25.665,29.233,26.911,27.961,28.299,26.290,24.760,27.955,26.094,26.094,23.126,22.275,22.381,28.006,27.302,23.810,23.810,16.719,27.432,27.432,26.232,26.232,24.155,24.155,26.868,26.868,22.555,26.540,26.540,25.199,25.199,25.357,25.357,24.921,24.921,28.413,27.496,27.496,26.547,6e,8.451,6u,16.719
OR345996,635,6,27.724,27.724,27.057,28.504,24.801,8.346,26.066,28.230,27.778,27.212,28.595,26.797,25.796,28.389,26.232,26.232,24.441,21.835,23.323,29.730,28.594,23.408,23.408,16.797,28.458,28.458,27.229,27.229,26.198,26.198,26.941,26.941,22.310,27.663,27.663,26.514,26.514,25.278,25.278,24.841,24.841,26.868,27.967,27.967,27.548,6e,8.346,6u,16.797
OR345997,635,6,28.045,28.045,27.215,28.819,25.278,9.134,26.656,28.070,27.619,27.880,28.387,28.642,25.478,28.254,26.224,26.224,24.760,23.259,23.163,29.889,28.594,24.045,24.045,17.739,28.776,28.776,27.229,27.229,25.879,25.879,27.100,27.100,22.152,27.504,27.504,26.350,26.350,25.559,25.559,25.159,25.159,26.868,28.455,28.455,28.822,6e,9.134,6u,17.739
OR345998,631,6,25.832,25.832,26.149,23.651,23.616,21.909,24.766,28.413,27.049,26.316,28.140,26.711,26.316,27.796,29.825,29.825,21.406,7.290,22.571,24.406,26.508,22.381,22.381,22.275,26.108,26.108,27.911,27.911,25.770,25.770,25.723,25.723,20.952,25.908,25.908,26.911,26.911,25.275,25.275,28.230,28.230,26.391,27.432,27.432,27.460,6p,7.290,6xc,20.952
OR345999,631,6,25.781,25.781,26.941,23.492,23.290,21.905,24.803,28.571,27.541,26.043,28.299,26.711,26.794,27.303,29.506,29.506,21.246,7.765,22.571,24.608,26.825,22.379,22.379,22.433,25.955,25.955,27.751,27.751,25.770,25.770,25.884,25.884,20.635,26.066,26.066,26.592,26.592,25.589,25.589,27.911,27.911,26.073,26.968,26.968,27.937,6p,7.765,6xc,20.635
OR346000,628,6,27.023,27.023,27.548,22.713,23.604,22.520,25.352,29.206,27.258,26.377,28.155,27.379,27.113,28.070,28.881,28.881,21.565,7.325,21.519,23.688,26.052,22.362,22.362,21.712,25.955,25.955,28.708,28.708,25.932,25.932,26.307,26.307,19.904,27.417,27.417,26.325,26.325,25.728,25.728,26.441,26.441,26.911,26.623,26.623,28.549,6p,7.325,6xc,19.904
OR346001,628,6,27.508,27.508,27.548,22.397,24.402,23.150,25.978,29.683,27.258,26.878,27.832,26.878,27.113,28.070,28.381,28.381,22.204,8.280,21.677,24.642,26.537,22.362,22.362,22.029,25.955,25.955,27.911,27.911,26.256,26.256,25.610,25.610,20.541,26.941,26.941,25.331,25.331,25.081,25.081,26.271,26.271,,26.461,26.461,28.389,6p,8.280,6xc,20.541
OR349755,639,6,5.477,5.477,21.609,27.496,32.097,28.594,29.128,30.111,29.575,26.910,30.667,28.641,28.843,28.385,32.222,32.222,26.580,27.822,28.861,30.829,30.455,26.365,26.365,28.051,28.956,28.956,28.180,28.180,29.841,29.841,29.226,29.226,28.892,20.986,20.986,28.209,28.209,27.787,27.787,31.062,31.062,29.700,29.160,29.160,28.481,6a,5.477,6xd,20.986
OR349756,639,6,5.008,5.008,21.609,27.320,31.774,28.754,29.128,30.428,29.085,26.910,30.667,28.803,28.843,28.548,32.381,32.381,26.418,27.822,28.705,30.516,30.298,26.677,26.677,28.368,28.639,28.639,28.455,28.455,29.841,29.841,29.542,29.542,28.571,21.145,21.145,28.368,28.368,27.616,27.616,31.220,31.220,30.016,29.160,29.160,28.797,6a,5.008,6xd,21.145
OR349757,639,6,5.321,5.321,21.609,27.759,32.278,28.346,28.972,30.111,29.085,26.412,30.000,28.479,28.685,28.843,32.063,32.063,26.391,27.504,28.393,30.516,31.083,26.521,26.521,27.814,29.079,29.079,28.797,28.797,30.159,30.159,29.542,29.542,28.481,20.668,20.668,27.937,27.937,27.444,27.444,31.429,31.429,30.016,29.160,29.160,28.797,6a,5.321,6xd,20.668
OR349758,639,6,5.477,5.477,21.924,27.414,31.962,28.504,29.128,29.952,28.711,26.744,30.167,28.803,28.843,29.002,32.063,32.063,26.391,27.504,28.237,30.421,30.769,26.677,26.677,27.974,29.032,29.032,28.436,28.436,30.159,30.159,29.542,29.542,28.481,20.509,20.509,27.937,27.937,27.116,27.116,31.220,31.220,29.858,29.319,29.319,29.114,6a,5.477,6xd,20.509
OR349759,639,6,5.477,5.477,21.924,27.414,31.962,28.504,29.128,29.952,28.711,26.744,30.167,28.803,28.843,29.002,32.063,32.063,26.391,27.504,28.237,30.421,30.769,26.677,26.677,27.974,29.032,29.032,28.436,28.436,30.159,30.159,29.542,29.542,28.481,20.509,20.509,27.937,27.937,27.116,27.116,31.220,31.220,29.858,29.319,29.319,29.114,6a,5.477,6xd,20.509
OR349760,639,6,5.477,5.477,21.924,27.414,31.962,28.504,29.128,29.952,28.711,26.744,30.167,28.803,28.843,29.002,32.063,32.063,26.391,27.504,28.237,30.421,30.769,26.677,26.677,27.974,29.032,29.032,28.436,28.436,30.159,30.159,29.542,29.542,28.481,20.509,20.509,27.937,27.937,27.116,27.116,31.220,31.220,29.858,29.319,29.319,29.114,6a,5.477,6xd,20.509
OR349761,639,6,5.477,5.477,21.924,27.414,31.962,28.504,29.128,29.952,28.711,26.744,30.167,28.803,28.843,29.002,32.063,32.063,26.391,27.504,28.237,30.421,30.769,26.677,26.677,27.974,29.032,29.032,28.436,28.436,30.159,30.159,29.542,29.542,28.481,20.509,20.509,27.937,27.937,27.116,27.116,31.220,31.220,29.858,29.319,29.319,29.114,6a,5.477,6xd,20.509
PX216757,630,6,30.394,30.394,29.606,29.470,27.014,26.206,28.527,27.504,27.697,29.338,30.063,27.948,27.822,30.148,27.504,27.504,28.155,27.796,26.457,28.504,28.076,27.014,27.014,27.619,26.382,26.382,25.205,25.205,2.857,2.857,26.374,26.374,28.250,28.140,28.140,26.232,26.232,28.549,28.549,25.914,25.914,27.697,26.375,26.375,27.717,6xa,2.857,6w,25.205
PX386969,638,6,5.643,5.643,20.157,26.941,30.161,26.856,28.393,30.159,28.639,27.559,29.477,27.907,29.524,29.160,30.952,30.952,24.960,26.508,26.875,29.154,29.134,27.457,27.457,27.258,28.819,28.819,27.734,27.734,29.841,29.841,28.323,28.323,27.892,19.048,19.048,26.624,26.624,28.281,28.281,29.635,29.635,28.661,29.048,29.048,28.120,6a,5.643,6xd,19.048
PX386978,635,6,6.772,6.772,22.240,28.670,32.097,29.338,30.346,30.635,29.968,28.120,30.885,29.516,29.841,29.952,33.122,33.122,27.143,28.065,29.764,30.284,30.599,29.160,29.160,29.683,29.272,29.272,29.068,29.068,30.794,30.794,30.079,30.079,29.794,22.540,22.540,28.685,28.685,29.199,29.199,31.537,31.537,29.984,30.635,30.635,29.449,6a,6.772,6b,22.240
PX386979,636,6,8.491,8.491,23.065,29.160,32.337,28.730,30.564,31.179,30.065,27.804,30.366,29.935,31.220,31.379,33.016,33.016,27.981,28.571,28.571,30.926,30.696,30.109,30.109,29.288,30.757,30.757,29.477,29.477,31.429,31.429,30.476,30.476,30.255,22.468,22.468,29.114,29.114,29.440,29.440,31.646,31.646,30.174,30.000,30.000,30.648,6a,8.491,6xd,22.468
EU158186,630,6,27.564,27.564,29.477,28.947,30.669,29.027,28.638,30.096,28.095,27.184,27.948,25.654,29.384,27.892,28.843,28.843,29.133,27.302,27.496,27.830,30.570,26.534,26.534,26.540,0.000,0.000,28.120,28.120,25.158,25.158,28.571,28.571,30.222,29.027,29.027,28.436,28.436,29.984,29.984,28.076,28.076,29.542,26.817,26.817,27.804,6v,0.000,6xa,25.158
EU246930,636,6,5.818,5.818,20.315,27.892,31.429,27.937,30.769,29.201,28.059,26.825,29.571,28.871,30.159,29.160,31.429,31.429,27.027,27.302,27.786,28.459,29.338,27.613,27.613,27.023,27.922,27.922,27.330,27.330,29.048,29.048,29.589,29.589,28.299,20.159,20.159,27.892,27.892,28.145,28.145,30.111,30.111,29.365,28.571,28.571,29.764,6a,5.818,6xd,20.159
EU246931,639,6,29.167,29.167,28.120,28.617,24.960,13.146,26.149,29.553,29.070,29.883,30.161,27.732,28.275,29.073,26.941,26.941,26.156,23.734,25.079,26.614,29.589,25.669,25.669,20.063,29.346,29.346,28.849,28.849,27.273,27.273,27.417,27.417,23.539,27.937,27.937,27.614,27.614,26.316,26.316,26.475,26.475,29.952,27.480,27.480,26.868,6e,13.146,6u,20.063
EU246932,639,6,27.172,27.172,28.368,25.914,24.762,8.451,27.543,28.389,27.143,28.140,28.299,27.536,26.156,28.230,28.344,28.344,22.204,22.627,23.016,29.042,29.683,24.522,24.522,17.694,27.532,27.532,27.822,27.822,26.333,26.333,27.345,27.345,23.223,28.752,28.752,28.115,28.115,27.027,27.027,28.051,28.051,28.095,28.595,28.595,28.339,6e,8.451,6u,17.694
EU246933,636,6,30.854,30.854,26.457,29.346,29.966,26.837,30.915,29.667,23.016,25.198,22.967,19.551,6.289,23.968,21.395,21.395,30.066,29.126,25.397,30.964,29.070,27.619,27.619,27.751,28.110,28.110,25.570,25.570,27.186,27.186,18.571,18.571,28.047,26.624,26.624,20.722,20.722,27.186,27.186,19.811,19.811,30.596,18.889,18.889,20.000,6l,6.289,6xb,18.571
EU246934,629,6,26.142,26.142,29.421,23.445,24.921,22.698,23.937,27.911,27.850,26.678,27.432,30.132,29.206,28.254,28.889,28.889,7.313,19.458,19.747,23.465,27.492,22.082,22.082,23.604,28.571,28.571,26.349,26.349,26.754,26.754,29.048,29.048,21.691,28.730,28.730,27.614,27.614,23.126,23.126,29.516,29.516,26.508,28.939,28.939,29.402,6o,7.313,6q,19.747
EU246935,633,6,26.856,26.856,28.705,26.550,27.967,27.822,29.199,28.146,22.540,4.423,18.571,25.932,25.039,24.603,24.487,24.487,24.837,24.960,24.525,28.819,29.624,27.302,27.302,28.387,27.057,27.057,26.514,26.514,29.206,29.206,26.108,26.108,28.617,28.730,28.730,23.428,23.428,26.230,26.230,24.647,24.647,26.266,23.492,23.492,26.424,6i,4.423,6j,18.571
EU246936,639,6,29.485,29.485,29.495,26.424,24.051,27.074,6.260,29.187,28.501,27.330,28.458,30.629,30.000,29.747,28.120,28.120,25.596,25.633,23.161,20.970,30.174,25.629,25.629,26.540,27.373,27.373,27.619,27.619,28.051,28.051,29.068,29.068,28.293,29.589,29.589,27.814,27.814,26.391,26.391,28.639,28.639,26.382,29.070,29.070,29.384,6f,6.260,6r,20.970
EU246937,630,6,31.587,31.587,29.513,30.016,30.097,28.549,27.804,28.643,23.333,25.873,25.518,23.917,19.055,22.063,2.698,2.698,30.745,29.561,26.984,29.811,30.807,28.889,28.889,27.663,28.685,28.685,27.143,27.143,28.935,28.935,21.270,21.270,28.836,29.253,29.253,14.467,14.467,27.955,27.955,12.559,12.559,29.032,22.222,22.222,23.810,6n,2.698,6xg,12.559
EU246938,630,6,31.746,31.746,29.199,29.853,29.805,28.230,28.120,28.643,23.016,25.556,25.997,24.398,19.025,21.746,3.810,3.810,29.858,27.872,26.190,29.811,31.137,28.413,28.413,27.663,29.365,29.365,26.667,26.667,28.617,28.617,20.285,20.285,29.412,29.524,29.524,15.748,15.748,28.115,28.115,12.873,12.873,29.839,22.554,22.554,23.333,6n,3.810,6xg,12.873
EU246939,636,6,28.460,28.460,29.921,25.997,24.921,24.409,25.822,28.685,28.095,27.994,30.051,29.851,28.254,27.373,28.730,28.730,21.781,24.247,21.260,24.257,26.868,0.000,0.000,23.613,26.833,26.833,27.994,27.994,26.032,26.032,27.159,27.159,25.674,29.356,29.356,27.186,27.186,25.559,25.559,27.460,27.460,28.594,26.979,26.979,27.646,6t,0.000,6q,21.260
EU246940,636,6,28.341,28.341,26.498,26.550,25.119,17.536,26.531,28.708,30.097,28.871,27.742,29.221,27.903,28.230,27.822,27.822,25.080,22.943,21.429,29.134,30.222,23.567,23.567,0.000,26.941,26.941,27.346,27.346,26.954,26.954,28.031,28.031,20.695,26.367,26.367,27.005,27.005,25.596,25.596,27.273,27.273,25.873,29.241,29.241,29.725,6u,0.000,6e,17.536
EU408326,639,6,29.319,29.319,28.956,28.145,26.709,9.233,28.323,28.435,29.459,28.947,30.366,28.387,27.955,30.671,27.830,27.830,22.329,23.576,24.762,29.797,29.841,26.299,26.299,20.221,30.192,30.192,29.187,29.187,27.885,27.885,28.776,28.776,21.959,29.160,29.160,28.549,28.549,28.299,28.299,27.636,27.636,28.571,29.951,29.951,28.827,6e,9.233,6u,20.221
EU408327,629,6,27.023,27.023,30.298,23.604,25.079,23.642,24.371,27.432,28.222,28.214,29.126,30.782,29.206,27.892,29.516,29.516,8.903,20.255,20.411,23.028,26.899,21.959,21.959,23.604,29.048,29.048,27.302,27.302,27.778,27.778,28.685,28.685,22.452,28.827,28.827,28.639,28.639,23.802,23.802,29.206,29.206,26.032,29.194,29.194,29.365,6o,8.903,6q,20.411
EU408328,639,6,30.360,30.360,30.915,27.373,26.341,28.481,19.718,31.051,28.571,29.272,30.854,30.399,30.806,28.827,29.791,29.791,23.847,25.515,25.117,0.000,28.100,24.214,24.214,29.134,27.848,27.848,28.730,28.730,27.492,27.492,29.968,29.968,28.076,30.357,30.357,30.332,30.332,27.186,27.186,28.549,28.549,28.752,30.153,30.153,29.905,6r,0.000,6f,19.718
EU408329,633,6,30.469,30.469,32.193,,29.316,29.310,29.937,30.745,30.021,29.296,32.509,30.569,29.589,32.285,30.924,30.924,27.460,28.019,25.314,28.125,0.000,26.656,26.656,30.222,30.228,30.228,29.730,29.730,28.165,28.165,29.606,29.606,29.700,30.035,30.035,29.606,29.606,28.051,28.051,30.298,30.298,27.172,28.850,28.850,30.394,6s,0.000,6q,25.314
EU408330,630,6,29.700,29.700,29.272,28.974,26.550,25.481,27.717,27.866,27.697,29.126,28.943,27.141,28.617,30.148,28.776,28.776,27.832,26.974,25.434,27.717,28.165,26.224,26.224,26.954,25.158,25.158,25.205,25.205,0.000,0.000,27.287,27.287,28.548,28.115,28.115,27.663,27.663,28.708,28.708,26.868,26.868,27.858,27.143,27.143,28.323,6xa,0.000,6q,25.434
EU643834,630,6,28.616,28.616,28.663,28.230,28.571,27.389,28.774,25.837,26.644,28.013,25.859,27.076,25.407,28.268,26.667,26.667,27.822,29.665,27.215,30.141,30.832,27.994,27.994,27.375,27.317,27.317,0.000,0.000,25.205,25.205,25.896,25.896,27.937,26.774,26.774,26.307,26.307,27.707,27.707,26.129,26.129,28.502,25.963,25.963,26.992,6w,0.000,6xa,25.205
EU643835,630,6,29.449,29.449,29.683,28.549,28.095,27.751,27.673,25.589,28.969,27.805,27.541,28.073,26.941,27.892,28.571,28.571,26.550,28.549,27.057,28.931,31.161,28.594,28.594,28.095,28.247,28.247,7.937,7.937,26.246,26.246,26.984,26.984,27.546,27.961,27.961,27.302,27.302,28.754,28.754,25.750,25.750,27.804,27.670,27.670,28.051,6w,7.937,6g,25.589
EU643836,630,6,28.502,28.502,29.364,28.389,29.048,28.070,27.987,24.879,27.500,26.878,24.958,27.891,25.990,27.258,28.391,28.391,27.186,29.665,27.057,28.774,31.479,28.120,28.120,27.690,28.363,28.363,9.206,9.206,25.957,25.957,26.825,26.825,28.233,27.319,27.319,26.508,26.508,28.389,28.389,24.525,24.525,28.752,25.888,25.888,27.170,6w,9.206,6xg,24.525
EU798760,630,6,29.542,29.542,29.647,30.635,29.902,29.346,28.819,30.049,27.734,26.899,27.911,26.072,28.864,27.417,29.002,29.002,29.951,27.586,28.642,29.589,30.228,28.358,28.358,26.941,0.000,0.000,26.972,26.972,26.667,26.667,29.319,29.319,30.000,28.209,28.209,28.189,28.189,29.836,29.836,28.707,28.707,29.564,26.667,26.667,27.885,6v,0.000,6xi,26.667
EU798761,630,6,27.404,27.404,29.477,28.783,30.669,29.027,28.638,29.936,28.095,27.184,27.948,25.480,29.384,27.734,28.685,28.685,29.133,27.302,27.496,27.673,30.570,26.368,26.368,26.540,0.159,0.159,28.120,28.120,25.158,25.158,28.414,28.414,30.222,28.868,28.868,28.278,28.278,29.984,29.984,27.918,27.918,29.542,26.656,26.656,27.804,6v,0.159,6xa,25.158
FJ435090,630,6,28.504,28.504,28.661,29.683,29.700,29.048,28.100,28.938,27.141,26.066,27.981,25.901,28.233,27.734,28.368,28.368,29.460,27.417,28.314,27.918,29.655,27.363,27.363,26.856,2.857,2.857,27.760,27.760,26.232,26.232,28.616,28.616,29.612,27.170,27.170,27.918,27.918,28.852,28.852,27.603,27.603,28.595,26.333,26.333,26.531,6v,2.857,6i,26.066
JX183549,630,6,29.635,29.635,29.513,27.032,27.965,29.133,30.272,28.862,23.701,23.930,25.997,15.397,18.413,22.602,22.886,22.886,28.395,27.911,27.833,30.835,28.873,27.625,27.625,30.372,26.667,26.667,26.510,26.510,27.184,27.184,16.667,16.667,29.352,26.460,26.460,21.725,21.725,27.483,27.483,20.578,20.578,28.896,0.000,0.000,18.374,6xi,0.000,6k,15.397
JX183550,632,6,29.905,29.905,29.068,27.850,30.241,27.345,30.696,27.619,26.667,27.215,25.914,18.429,21.169,26.508,28.571,28.571,27.822,26.935,27.330,30.490,29.066,28.120,28.120,30.159,26.783,26.783,26.667,26.667,26.582,26.582,17.563,17.563,28.339,28.526,28.526,24.843,24.843,27.431,27.431,24.487,24.487,29.338,19.156,19.156,20.095,6xb,17.563,6k,18.429
JX183551,629,6,27.417,27.417,27.302,27.336,30.744,27.389,30.063,29.032,23.339,25.748,24.441,15.210,18.829,24.642,23.688,23.688,28.368,27.316,27.848,28.730,29.002,29.068,29.068,28.687,26.667,26.667,26.232,26.232,27.330,27.330,14.944,14.944,30.000,26.073,26.073,21.994,21.994,28.640,28.640,22.785,22.785,29.253,17.647,17.647,16.375,6xb,14.944,6k,15.210
