Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover
FJ791079,1,83.133,1e,93.072,236-321,
FJ791080,4,81.194,4k,86.997,234-321,
FJ791081,4,82.991,4k,89.412,233-321,
FJ791082,4,81.159,4k,89.412,231-321,
FJ791083,4,85.801,4c,89.157,233-321,
FJ791084,4,80.781,4k,85.061,231-321,
FJ791085,4,86.782,4c,91.931,231-321,
FJ791086,4,89.583,4c,93.731,234-321,
FJ791087,2,78.698,2b,90.237,234-321,
FJ791088,2,77.108,2l,85.799,235-321,
FJ791089,1,82.301,1o,85.546,233-321,
FJ791090,4,87.390,4c,91.496,233-321,
FJ791091,1,83.939,1e,94.545,236-321,
FJ791092,4,75.221,4f,82.544,234-321,
FJ791093,4,85.503,4c,86.647,234-321,
FJ791094,2,85.174,2u,87.611,233-321,
FJ791095,4,83.285,4k,87.647,231-321,
FJ791096,4,83.578,4f,91.908,233-321,
FJ791097,4,82.991,4k,92.059,232-321,
FJ791098,4,82.759,4k,89.086,230-321,
FJ791099,2,84.498,2u,84.756,233-321,
FJ791100,4,81.515,4k,88.182,233-321,
FJ791101,4,81.928,4k,88.253,233-321,
FJ791102,4,82.111,4k,88.235,233-321,
FJ791103,4,87.097,4c,89.706,233-321,
FJ791104,4,80.636,4k,85.588,231-321,
FJ791105,4,80.547,4k,85.410,233-321,
FJ791106,4,87.320,4c,93.064,231-321,
FJ791107,4,88.856,4c,93.529,233-321,
FJ791108,4,83.333,4k,88.720,233-321,
FJ791109,4,82.111,4v,84.940,233-321,
FJ791110,1,83.333,1e,91.515,236-321,
FJ791111,4,80.982,4m,83.436,234-321,
FJ791112,4,82.985,4r,91.916,234-321,
FJ791113,4,86.257,4a,86.257,233-321,
FJ791114,4,81.471,4k,89.118,233-321,
FJ791115,4,85.106,4m,87.842,233-321,
FJ791116,4,86.391,4c,91.988,234-321,
FJ791117,4,81.579,4k,87.097,233-321,
FJ795689,4,84.512,4d,95.623,228-321,
FJ795690,4,89.527,4a,89.527,228-321,
FJ795691,4,79.798,4l,84.175,228-321,
FJ795692,4,83.165,4d,94.613,228-321,
FJ795693,4,84.512,4d,95.960,228-321,
FJ795694,4,91.892,4a,91.892,228-321,
FJ795695,4,84.848,4d,95.623,228-321,
FJ795696,4,84.848,4d,95.286,228-321,
FJ795697,4,84.797,4d,94.932,228-321,
FJ795698,4,89.226,4a,89.226,228-321,
FJ795699,4,89.831,4a,89.831,228-321,
FJ795700,4,91.216,4a,91.216,228-321,
FJ795701,4,84.512,4f,92.256,228-321,
FJ795702,4,85.185,4d,95.960,228-321,
FJ795703,4,84.983,4d,94.576,228-321,
FJ795704,4,90.572,4a,90.572,228-321,
FJ795705,4,89.831,4a,89.831,228-321,
FJ795706,4,90.203,4a,90.203,228-321,
FJ795707,4,81.818,4f,92.256,228-321,
FJ795708,4,86.532,4r,94.949,228-321,
FJ795709,4,90.572,4a,90.572,228-321,
FJ795710,4,83.165,4f,92.929,228-321,
FJ795711,4,80.471,4r,81.145,228-321,
FJ795712,4,84.797,4d,94.257,228-321,
FJ795713,4,81.818,4v,83.165,228-321,
FJ795714,4,83.446,4k,93.581,228-321,
FJ795715,4,89.562,4a,89.562,228-321,
FJ795716,4,80.808,4f,92.929,228-321,
FJ795717,4,85.859,4d,95.960,228-321,
FJ795718,4,87.973,4a,87.973,228-321,
FJ795719,4,89.562,4a,89.562,228-321,
FJ795720,4,81.145,4p,90.909,228-321,
FJ795721,4,91.582,4a,91.582,228-321,
FJ807047,4,92.649,4a,92.649,238-321,
FJ807048,4,85.145,4d,96.631,238-321,
FJ807049,4,91.424,4a,91.424,238-321,
FJ807050,4,92.496,4a,92.496,238-321,
FJ807051,4,83.461,4k,94.334,238-321,
FJ807052,1,81.011,1b,93.578,238-321,
FJ807053,4,84.380,4d,95.559,238-321,
FJ807054,1,85.385,1g,95.559,239-321,
FJ807055,4,93.874,4a,93.874,238-321,
FJ807056,4,91.271,4a,91.271,238-321,
FJ807057,4,92.343,4a,92.343,238-321,
FJ807058,4,93.262,4a,93.262,238-321,
FJ807059,4,91.730,4a,91.730,238-321,
FJ807060,4,83.767,4k,88.055,238-321,
FJ807061,4,84.686,4d,96.631,238-321,
FJ807062,4,92.343,4a,92.343,238-321,
FJ807063,4,84.686,4d,96.478,238-321,
FJ807064,4,92.956,4a,92.956,238-321,
FJ807065,4,93.721,4a,93.721,238-321,
FJ807066,4,92.037,4a,92.037,238-321,
FJ807067,4,91.577,4a,91.577,238-321,
FJ807068,4,84.380,4d,92.496,238-321,
FJ807069,4,92.649,4a,92.649,238-321,
FJ807070,4,90.965,4a,90.965,238-321,
FJ807071,4,93.721,4a,93.721,238-321,
FJ807072,4,91.730,4a,91.730,238-321,
FJ807073,4,84.227,4o,87.920,238-321,
FJ807074,4,84.686,4d,97.550,238-321,
FJ807075,4,91.424,4a,91.424,238-321,
FJ807076,4,93.262,4a,93.262,238-321,
FJ807077,4,82.061,4r,92.692,238-321,
FJ807078,4,92.496,4a,92.496,238-321,
FJ807079,4,94.181,4a,94.181,238-321,
FJ807080,4,93.109,4a,93.109,238-321,
FJ807081,4,85.145,4d,96.478,238-321,
FJ807082,4,91.884,4a,91.884,238-321,
FJ807083,4,93.415,4a,93.415,238-321,
FJ807084,4,82.542,4n,94.316,238-321,
FJ807085,4,84.686,4d,96.937,238-321,
FJ807086,4,93.241,4a,93.241,238-321,
FJ807087,4,86.107,4r,92.802,238-321,
FJ807088,4,92.037,4a,92.037,238-321,
FJ807089,4,92.956,4a,92.956,238-321,
FJ807090,4,91.424,4a,91.424,238-321,
FJ807091,4,92.190,4a,92.190,238-321,
FJ807092,4,92.496,4a,92.496,238-321,
FJ807093,4,91.577,4a,91.577,238-321,
FJ807094,4,85.168,4r,93.262,238-321,
FJ807095,4,92.649,4a,92.649,238-321,
FJ807096,4,93.857,4a,93.857,320-321,
FJ807097,4,91.577,4a,91.577,238-321,
FJ807098,4,84.686,4d,96.325,238-321,
FJ807099,4,84.533,4d,96.325,238-321,
FJ807100,4,85.299,4d,96.018,238-321,
FJ807101,4,91.884,4a,91.884,238-321,
FJ807102,4,83.308,4d,94.334,238-321,
FJ807103,4,84.533,4d,96.172,238-321,
FJ807104,4,91.884,4a,91.884,238-321,
FJ807105,4,82.443,4o,93.130,238-321,
FJ807106,4,93.109,4a,93.109,238-321,
FJ807107,4,85.145,4d,95.865,238-321,
FJ807108,4,84.227,4d,94.028,238-321,
FJ807109,4,83.767,4d,96.018,238-321,
FJ807110,4,92.649,4a,92.649,238-321,
FJ807111,4,85.452,4d,96.325,238-321,
FJ807112,4,85.299,4d,96.325,238-321,
FJ807113,4,85.299,4d,96.631,238-321,
FJ807114,4,84.074,4d,95.406,238-321,
FJ807115,4,84.074,4d,95.406,238-321,
FJ807116,4,83.920,4d,95.253,238-321,
FJ807117,4,84.227,4d,95.253,238-321,
FJ807118,4,84.227,4d,95.253,238-321,
FJ807119,4,84.533,4d,95.253,238-321,
FJ807120,4,84.380,4d,95.712,238-321,
FJ807121,4,84.533,4d,96.937,238-321,
FJ807122,4,84.227,4d,95.865,238-321,
FJ807123,4,84.074,4d,96.478,238-321,
FJ807124,4,84.839,4d,96.784,238-321,
FJ807125,4,84.227,4d,95.712,238-321,
FJ807126,4,93.109,4a,93.109,238-321,
FJ807127,4,92.956,4a,92.956,238-321,
FJ807128,4,83.767,4d,96.018,238-321,
FJ807129,4,85.145,4d,96.478,238-321,
FJ807130,4,84.992,4d,96.937,238-321,
FJ807131,4,84.227,4d,95.865,238-321,
FJ807132,4,93.109,4a,93.109,238-321,
FJ807133,4,84.686,4d,95.865,238-321,
FJ807134,4,84.992,4d,96.325,238-321,
FJ807135,4,84.227,4d,93.874,238-321,
FJ807136,4,84.227,4d,94.028,238-321,
FJ807137,4,84.074,4d,95.406,238-321,
FJ807138,4,84.533,4d,94.028,238-321,
FJ807139,4,84.227,4d,95.559,238-321,
FJ807140,4,83.920,4d,94.487,238-321,
FJ807141,4,84.227,4d,94.640,238-321,
FJ807142,4,84.380,4d,95.865,238-321,
FJ807143,4,84.380,4d,95.253,238-321,
FJ807144,4,84.686,4d,95.100,238-321,
FJ807145,4,92.956,4a,92.956,238-321,
FJ807146,4,85.605,4d,97.550,238-321,
FJ807147,4,85.452,4d,95.406,238-321,
FJ807148,4,84.533,4d,97.090,238-321,
FJ807149,4,94.640,4a,94.640,238-321,
FJ807150,4,92.190,4a,92.190,238-321,
FJ807151,4,93.109,4a,93.109,238-321,
FJ807152,4,84.992,4k,92.802,238-321,
FJ807153,4,84.992,4d,96.478,238-321,
FJ807154,4,85.145,4d,96.784,238-321,
FJ807155,4,83.920,4d,95.253,238-321,
FJ807156,4,84.533,4d,96.325,238-321,
FJ807157,4,85.452,4d,96.478,238-321,
FJ807158,4,84.380,4d,97.243,238-321,
FJ807159,4,84.380,4d,96.478,238-321,
FJ807160,4,84.839,4d,96.478,238-321,
FJ807161,4,85.299,4d,96.937,238-321,
FJ807162,4,83.461,4d,95.406,238-321,
FJ807163,4,84.686,4d,95.865,238-321,
FJ807164,4,84.839,4d,96.325,238-321,
FJ807165,4,85.452,4d,96.784,238-321,
FJ807166,4,84.227,4d,95.559,238-321,
FJ807167,4,84.074,4d,95.559,238-321,
FJ807168,4,84.074,4d,95.406,238-321,
FJ821470,1,79.876,1b,93.498,229-321,
FJ821471,1,79.365,1b,93.333,229-321,
FJ821472,1,79.365,1b,93.333,229-321,
FJ828844,,,,,,
FJ828845,,,,,,
FJ828846,,,,,,
FJ828847,,,,,,
FJ828848,,,,,,
FJ828849,,,,,,
FJ828850,,,,,,
FJ828851,,,,,,
FJ828852,,,,,,
FJ828853,,,,,,
FJ828854,,,,,,
FJ828855,,,,,,
FJ828856,,,,,,
FJ828857,,,,,,
FJ828858,,,,,,
FJ830936,,,,,,
FJ830937,,,,,,
FJ830938,,,,,,
FJ830939,,,,,,
FJ830940,,,,,,
FJ830941,,,,,,
FJ830942,,,,,,
FJ830943,,,,,,
FJ830944,,,,,,
FJ830945,,,,,,
FJ830946,,,,,,
FJ830947,,,,,,
FJ830948,,,,,,
FJ830949,,,,,,
FJ830950,,,,,,
FJ830951,,,,,,
FJ830952,,,,,,
FJ830953,,,,,,
FJ830954,,,,,,
FJ830955,,,,,,
FJ830956,,,,,,
FJ830957,,,,,,
FJ830958,,,,,,
FJ830959,,,,,,
FJ830960,,,,,,
FJ830961,,,,,,
FJ830962,,,,,,
FJ830963,,,,,,
FJ830964,,,,,,
FJ830965,,,,,,
FJ830966,,,,,,
FJ830967,,,,,,
FJ830968,,,,,,
FJ830969,,,,,,
FJ830970,,,,,,
FJ830971,,,,,,
FJ830972,,,,,,
FJ830973,,,,,,
FJ830974,,,,,,
FJ830975,,,,,,
FJ830976,,,,,,
FJ830977,,,,,,
FJ830978,,,,,,
FJ830979,,,,,,
FJ830980,,,,,,
FJ830981,,,,,,
FJ830982,,,,,,
FJ830983,,,,,,
FJ830984,,,,,,
FJ830985,,,,,,
FJ830986,,,,,,
FJ830987,,,,,,
FJ830988,,,,,,
FJ830989,,,,,,
FJ830990,,,,,,
FJ830991,,,,,,
FJ830992,,,,,,
FJ830993,,,,,,
FJ830994,,,,,,
FJ830995,,,,,,
FJ830996,,,,,,
FJ830997,,,,,,
FJ830998,,,,,,
FJ830999,,,,,,
FJ831000,,,,,,
FJ831001,,,,,,
FJ831002,,,,,,
FJ831003,,,,,,
FJ831004,,,,,,
FJ831005,,,,,,
FJ831006,,,,,,
FJ831007,,,,,,
FJ831008,,,,,,
FJ831009,,,,,,
FJ831010,,,,,,
FJ831011,,,,,,
FJ831012,,,,,,
FJ831013,,,,,,
FJ831014,,,,,,
FJ831015,,,,,,
FJ831016,,,,,,
FJ831017,,,,,,
FJ831018,,,,,,
FJ831019,,,,,,
FJ831020,,,,,,
FJ831021,,,,,,
FJ831022,,,,,,
FJ831023,,,,,,
FJ831024,,,,,,
FJ831025,,,,,,
FJ831026,,,,,,
FJ831027,,,,,,
FJ831028,,,,,,
FJ831029,,,,,,
FJ831030,,,,,,
FJ831031,,,,,,
FJ831032,,,,,,
FJ831033,,,,,,
FJ831034,,,,,,
FJ831035,,,,,,
FJ831036,,,,,,
FJ831037,,,,,,
FJ831038,,,,,,
FJ831039,,,,,,
FJ831040,,,,,,
FJ831041,,,,,,
FJ831042,,,,,,
FJ831043,,,,,,
FJ831044,,,,,,
FJ831045,,,,,,
FJ831046,,,,,,
FJ831047,,,,,,
FJ831048,,,,,,
FJ831049,,,,,,
FJ831050,,,,,,
FJ831051,,,,,,
FJ831052,,,,,,
FJ831053,,,,,,
FJ831054,,,,,,
FJ831055,,,,,,
FJ831056,,,,,,
FJ831057,,,,,,
FJ831058,,,,,,
FJ831059,,,,,,
FJ831060,,,,,,
FJ831061,,,,,,
FJ831062,,,,,,
FJ831063,,,,,,
FJ831064,,,,,,
FJ831065,,,,,,
FJ831066,,,,,,
FJ831067,,,,,,
FJ831068,,,,,,
FJ831069,,,,,,
FJ831070,,,,,,
FJ831071,,,,,,
FJ831072,,,,,,
FJ831073,,,,,,
FJ831074,,,,,,
FJ831075,,,,,,
FJ831076,,,,,,
FJ831077,,,,,,
FJ831078,,,,,,
FJ831079,,,,,,
FJ831080,,,,,,
FJ831081,,,,,,
FJ831082,,,,,,
FJ831083,,,,,,
FJ831084,,,,,,
FJ831085,,,,,,
FJ831086,,,,,,
FJ831087,,,,,,
FJ831088,,,,,,
FJ831089,,,,,,
FJ831090,,,,,,
FJ831091,,,,,,
FJ831092,,,,,,
FJ831093,,,,,,
FJ831094,,,,,,
FJ831095,,,,,,
FJ831096,,,,,,
FJ831097,,,,,,
FJ831098,,,,,,
FJ831099,,,,,,
FJ831100,,,,,,
FJ831101,,,,,,
FJ831102,,,,,,
FJ831103,,,,,,
FJ831104,,,,,,
FJ831105,,,,,,
FJ831106,,,,,,
FJ831107,,,,,,
FJ831108,,,,,,
FJ831109,,,,,,
FJ831110,,,,,,
FJ831111,,,,,,
FJ831112,,,,,,
FJ831113,,,,,,
FJ831114,,,,,,
FJ831115,,,,,,
FJ831116,,,,,,
FJ831117,,,,,,
FJ831118,,,,,,
FJ831119,,,,,,
FJ831120,,,,,,
FJ831121,,,,,,
FJ831122,,,,,,
FJ831123,,,,,,
FJ831124,,,,,,
FJ831125,,,,,,
FJ831126,,,,,,
FJ831127,,,,,,
FJ831128,,,,,,
FJ831129,,,,,,
FJ831130,,,,,,
FJ831131,,,,,,
FJ831132,,,,,,
FJ831133,,,,,,
FJ831134,,,,,,
FJ831135,,,,,,
FJ831136,,,,,,
FJ831137,,,,,,
FJ831138,,,,,,
FJ831139,,,,,,
FJ831140,,,,,,
FJ831141,,,,,,
FJ831142,,,,,,
FJ831143,,,,,,
FJ831144,,,,,,
FJ831145,,,,,,
FJ831146,,,,,,
FJ831147,,,,,,
FJ831148,,,,,,
FJ831149,,,,,,
FJ831150,,,,,,
FJ831151,,,,,,
FJ831152,,,,,,
FJ831153,,,,,,
FJ831154,,,,,,
FJ831155,,,,,,
FJ831156,,,,,,
FJ831157,,,,,,
FJ831158,,,,,,
FJ831159,,,,,,
FJ831160,,,,,,
FJ831161,,,,,,
FJ831162,,,,,,
FJ831163,,,,,,
FJ831164,,,,,,
FJ831165,,,,,,
FJ831166,,,,,,
FJ831167,,,,,,
FJ831168,,,,,,
FJ831169,,,,,,
FJ831170,,,,,,
FJ831171,,,,,,
FJ831172,,,,,,
FJ831173,,,,,,
FJ831174,,,,,,
FJ831175,,,,,,
FJ831176,,,,,,
FJ831177,,,,,,
FJ831178,,,,,,
FJ831179,,,,,,
FJ831180,,,,,,
FJ831181,,,,,,
FJ831182,,,,,,
FJ831183,,,,,,
FJ831184,,,,,,
FJ831185,,,,,,
FJ831186,,,,,,
FJ831187,,,,,,
FJ831188,,,,,,
FJ831189,,,,,,
FJ831190,,,,,,
FJ831191,,,,,,
FJ831192,,,,,,
FJ831193,,,,,,
FJ831194,,,,,,
FJ831195,,,,,,
FJ831196,,,,,,
FJ831197,,,,,,
FJ831198,,,,,,
FJ831199,,,,,,
FJ831200,,,,,,
FJ831201,,,,,,
FJ831202,,,,,,
FJ831203,,,,,,
FJ831204,,,,,,
FJ831205,,,,,,
FJ831206,,,,,,
FJ831207,,,,,,
FJ831208,,,,,,
FJ831209,,,,,,
FJ831210,,,,,,
FJ831211,,,,,,
FJ831212,,,,,,
FJ831213,,,,,,
FJ831214,,,,,,
FJ831215,,,,,,
FJ831216,,,,,,
FJ831217,,,,,,
FJ831218,,,,,,
FJ831219,,,,,,
FJ831220,,,,,,
FJ831221,,,,,,
FJ831222,,,,,,
FJ831223,,,,,,
FJ831224,,,,,,
FJ831225,,,,,,
FJ831226,,,,,,
FJ831227,,,,,,
FJ831228,,,,,,
FJ831229,,,,,,
FJ831230,,,,,,
FJ831231,,,,,,
FJ831232,,,,,,
FJ831233,,,,,,
FJ831234,,,,,,
FJ831235,,,,,,
FJ831236,,,,,,
FJ831237,,,,,,
FJ831238,,,,,,
FJ831239,,,,,,
FJ831240,,,,,,
FJ831241,,,,,,
FJ831242,,,,,,
FJ831243,,,,,,
FJ831244,,,,,,
FJ831245,,,,,,
FJ831246,,,,,,
FJ831247,,,,,,
FJ831248,,,,,,
FJ831249,,,,,,
FJ831250,,,,,,
FJ831251,,,,,,
FJ831252,,,,,,
FJ831253,,,,,,
FJ831254,,,,,,
FJ831255,,,,,,
FJ831256,,,,,,
FJ831257,,,,,,
FJ831258,,,,,,
FJ831259,,,,,,
FJ831260,,,,,,
FJ831261,,,,,,
FJ831262,,,,,,
FJ831263,,,,,,
FJ831264,,,,,,
FJ831265,,,,,,
FJ831266,,,,,,
FJ831267,,,,,,
FJ831268,,,,,,
FJ831269,,,,,,
FJ831270,,,,,,
FJ831271,,,,,,
FJ831272,,,,,,
FJ831273,,,,,,
FJ831274,,,,,,
FJ831275,,,,,,
FJ831276,,,,,,
FJ831277,,,,,,
FJ831278,,,,,,
FJ831279,,,,,,
FJ831280,,,,,,
FJ831281,,,,,,
FJ831282,,,,,,
FJ831283,,,,,,
FJ831284,,,,,,
FJ831285,,,,,,
FJ831286,,,,,,
FJ831287,,,,,,
FJ831288,,,,,,
FJ831289,,,,,,
FJ831290,,,,,,
FJ831291,,,,,,
FJ831292,,,,,,
FJ831293,,,,,,
FJ831294,,,,,,
FJ831295,,,,,,
FJ831296,,,,,,
FJ831297,,,,,,
FJ831298,,,,,,
FJ831299,,,,,,
FJ831300,,,,,,
FJ831301,,,,,,
FJ831302,,,,,,
FJ831303,,,,,,
FJ831304,,,,,,
FJ831305,,,,,,
FJ831306,,,,,,
FJ831307,,,,,,
FJ831308,,,,,,
FJ831309,,,,,,
FJ831310,,,,,,
FJ831311,,,,,,
FJ831312,,,,,,
FJ831313,,,,,,
FJ831314,,,,,,
FJ831315,,,,,,
FJ831316,,,,,,
FJ831317,,,,,,
FJ831318,,,,,,
FJ831319,,,,,,
FJ831320,,,,,,
FJ831321,,,,,,
FJ831322,,,,,,
FJ831323,,,,,,
FJ831324,,,,,,
FJ831325,,,,,,
FJ831326,,,,,,
FJ831327,,,,,,
FJ831328,,,,,,
FJ831329,,,,,,
FJ831330,,,,,,
FJ831331,,,,,,
FJ831332,,,,,,
FJ831333,,,,,,
FJ831334,,,,,,
FJ831335,,,,,,
FJ831336,,,,,,
FJ831337,,,,,,
FJ831338,,,,,,
FJ831339,,,,,,
FJ831340,,,,,,
FJ831341,,,,,,
FJ831342,,,,,,
FJ831343,,,,,,
FJ831344,,,,,,
FJ831345,,,,,,
FJ831346,,,,,,
FJ831347,,,,,,
FJ831348,,,,,,
FJ831349,,,,,,
FJ831350,,,,,,
FJ831351,,,,,,
FJ831352,,,,,,
FJ831353,,,,,,
FJ831354,,,,,,
FJ831355,,,,,,
FJ831356,,,,,,
FJ831357,,,,,,
FJ831358,,,,,,
FJ831359,,,,,,
FJ831360,,,,,,
FJ831361,,,,,,
FJ831362,,,,,,
FJ831363,,,,,,
FJ831364,,,,,,
FJ831365,,,,,,
FJ831366,,,,,,
FJ831367,,,,,,
FJ831368,,,,,,
FJ831369,,,,,,
FJ831370,,,,,,
FJ831371,,,,,,
FJ831372,,,,,,
FJ831373,,,,,,
FJ831374,,,,,,
FJ831375,,,,,,
FJ831376,,,,,,
FJ831377,,,,,,
FJ831378,,,,,,
FJ831379,,,,,,
FJ831380,,,,,,
FJ831381,,,,,,
FJ831382,,,,,,
FJ831383,,,,,,
FJ831384,,,,,,
FJ831385,,,,,,
FJ831386,,,,,,
FJ831387,,,,,,
FJ831388,,,,,,
FJ831389,,,,,,
FJ831390,,,,,,
FJ831391,,,,,,
FJ831392,,,,,,
FJ831393,,,,,,
FJ831394,,,,,,
FJ831395,,,,,,
FJ831396,,,,,,
FJ831397,,,,,,
FJ831398,,,,,,
FJ831399,,,,,,
FJ831400,,,,,,
FJ831401,,,,,,
FJ831402,,,,,,
FJ831403,,,,,,
FJ831404,,,,,,
FJ831405,,,,,,
FJ831406,,,,,,
FJ831407,,,,,,
FJ831408,,,,,,
FJ831409,,,,,,
FJ831410,,,,,,
FJ831411,,,,,,
FJ831412,,,,,,
FJ831413,,,,,,
FJ831414,,,,,,
FJ831415,,,,,,
FJ831416,,,,,,
FJ831417,,,,,,
FJ831418,,,,,,
FJ831419,,,,,,
FJ831420,,,,,,
FJ831421,,,,,,
FJ831422,,,,,,
FJ831423,,,,,,
FJ831424,,,,,,
FJ831425,,,,,,
FJ831426,,,,,,
FJ831427,,,,,,
FJ831428,,,,,,
FJ831429,,,,,,
FJ831430,,,,,,
FJ831431,,,,,,
FJ831432,,,,,,
FJ831433,,,,,,
FJ831434,,,,,,
FJ831435,,,,,,
FJ831436,,,,,,
FJ831437,,,,,,
FJ831438,,,,,,
FJ831439,,,,,,
FJ839678,,,,,,
FJ839869,4,82.920,4t,100.000,150-321,Yes
FJ839870,4,85.336,4l,100.000,150-321,Yes
FJ859264,6,75.472,6f,95.745,192-321,
FJ859265,6,76.672,6f,97.381,192-321,
FJ859266,6,75.490,6f,96.721,192-321,
FJ859267,6,75.986,6f,97.381,192-321,
FJ859268,6,74.276,6n,97.712,193-321,
FJ859269,6,74.106,6n,97.720,193-321,
FJ859270,6,74.225,6f,96.399,192-321,
FJ859271,6,75.204,6f,95.908,192-321,
FJ859272,6,75.815,6f,96.563,192-321,
FJ859273,6,75.387,6f,94.419,187-321,
FJ859274,6,76.844,6f,96.399,192-321,
FJ859275,6,75.815,6f,96.072,192-321,
FJ859276,6,76.329,6f,96.072,192-321,
FJ859277,6,76.346,6f,96.072,192-321,
FJ859278,6,76.271,6f,97.569,205-321,
FJ859279,6,74.482,6f,95.840,193-321,
FJ859280,6,75.719,6f,97.604,193-321,
FJ859281,6,75.077,6f,95.342,187-321,
FJ859282,6,75.932,6f,95.380,205-321,
FJ859283,6,73.491,6f,95.435,190-321,
FJ859284,6,73.570,6n,95.886,186-321,
FJ859285,6,75.161,6f,97.407,191-321,
FJ859286,1,72.045,1a,71.885,193-321,
FJ859287,6,75.815,6f,97.504,192-321,
FJ859288,6,74.756,6f,95.581,193-321,
FJ859289,1,71.154,1m,72.522,193-321,
FJ859290,6,75.226,6n,97.774,204-321,
FJ859291,6,73.846,6f,97.357,193-321,
FJ859292,6,75.758,6f,97.280,193-321,
FJ859293,6,73.973,6e,91.987,207-321,
FJ859294,6,75.085,6n,97.355,193-321,
FJ859295,1,72.468,1a,72.627,187-321,
FJ859296,6,75.240,6f,95.169,190-321,
FJ859297,1,72.628,1a,72.810,207-321,
FJ859298,6,75.767,6f,97.896,193-321,
FJ859299,6,76.254,6f,96.491,187-321,
FJ859300,6,74.957,6n,96.220,204-321,
FJ859301,6,71.905,6n,96.667,190-321,
FJ859302,6,75.476,6f,95.862,205-321,
FJ859303,6,74.682,6f,95.694,187-321,
FJ859304,6,71.944,6j,96.635,187-321,
FJ859305,3,71.457,3g,70.217,195-321,
FJ859306,6,74.916,6n,97.466,204-321,
FJ859307,6,75.621,6f,96.038,186-321,
FJ859308,6,74.652,6f,95.570,186-321,
FJ859309,6,71.673,6n,96.552,186-321,
FJ859310,6,76.683,6f,96.708,206-321,
FJ859311,6,76.254,6f,96.591,187-321,
FJ859312,6,73.885,6n,96.965,193-321,
FJ859313,6,73.659,6n,97.310,191-321,
FJ859314,6,73.783,6n,97.152,190-321,
FJ859315,6,74.045,6n,97.444,193-321,
FJ859316,1,70.806,1m,72.696,193-321,
FJ859317,6,76.022,6f,95.707,205-321,
FJ859318,6,75.300,6f,95.283,205-321,
FJ859319,1,70.841,1m,71.028,155-321,
FJ859320,6,73.684,6f,95.509,220-321,
FJ859321,6,71.722,6i,96.040,203-321,
FJ859322,6,73.977,6f,96.108,220-321,
FJ859323,1,70.787,1m,71.348,155-321,
FJ859324,6,73.801,6n,98.154,204-321,
FJ859325,1,71.885,1m,73.298,193-321,
FJ859326,6,75.868,6f,96.203,191-321,
FJ859327,6,77.022,6f,95.630,205-321,
FJ859328,3,71.892,3h,71.171,204-321,
FJ859329,1,71.053,1a,71.402,157-321,
FJ859330,6,74.324,6n,97.872,204-321,
FJ859331,8,74.940,8a,74.940,159-296,
FJ859332,6,74.173,6n,97.356,191-321,
FJ859333,3,71.497,3i,71.090,193-321,
FJ859334,6,74.841,6f,95.367,193-321,
FJ864731,,,,,,
FJ864732,,,,,,
FJ864733,,,,,,
FJ864734,,,,,,
FJ864735,,,,,,
FJ864736,,,,,,
FJ864737,,,,,,
FJ864738,,,,,,
FJ864739,,,,,,
FJ864740,,,,,,
FJ864741,,,,,,
FJ864742,,,,,,
FJ864743,,,,,,
FJ864744,,,,,,
FJ864745,,,,,,
FJ864746,,,,,,
FJ864747,,,,,,
FJ864748,,,,,,
FJ864749,,,,,,
FJ864750,,,,,,
FJ864751,,,,,,
FJ864752,,,,,,
FJ864753,,,,,,
FJ864754,,,,,,
FJ864755,,,,,,
FJ864756,,,,,,
FJ864757,,,,,,
FJ864758,,,,,,
FJ864759,,,,,,
FJ864760,,,,,,
FJ864761,,,,,,
FJ864762,,,,,,
FJ864763,,,,,,
FJ864764,,,,,,
FJ864765,,,,,,
FJ864766,,,,,,
FJ864767,,,,,,
FJ864768,,,,,,
FJ864769,,,,,,
FJ864770,,,,,,
FJ864771,,,,,,
FJ864772,,,,,,
FJ864773,,,,,,
FJ864774,,,,,,
FJ864775,,,,,,
FJ864776,,,,,,
FJ864777,,,,,,
FJ864778,,,,,,
FJ864779,,,,,,
FJ864780,,,,,,
FJ864781,,,,,,
FJ864782,,,,,,
FJ864783,,,,,,
FJ864784,,,,,,
FJ864785,,,,,,
FJ864786,,,,,,
FJ864787,,,,,,
FJ864788,,,,,,
FJ864789,,,,,,
FJ864790,,,,,,
FJ864791,,,,,,
FJ864792,,,,,,
FJ864793,,,,,,
FJ864794,,,,,,
FJ864795,,,,,,
FJ864796,,,,,,
FJ864797,,,,,,
FJ864798,,,,,,
FJ864799,,,,,,
FJ864800,,,,,,
FJ864801,,,,,,
FJ864802,,,,,,
FJ864803,,,,,,
FJ864804,,,,,,
FJ864805,,,,,,
FJ864806,,,,,,
FJ864807,,,,,,
FJ864808,,,,,,
FJ864809,,,,,,
FJ864810,,,,,,
FJ864811,,,,,,
FJ864812,,,,,,
FJ864813,,,,,,
FJ864814,,,,,,
FJ864815,,,,,,
FJ864816,,,,,,
FJ872247,2,90.994,2a,91.754,150-321,Yes
FJ872248,2,91.111,2a,92.105,150-321,Yes
FJ872249,2,80.549,2b,92.456,150-321,Yes
FJ872250,2,82.982,2c,92.853,150-321,Yes
FJ872251,2,82.573,2c,92.326,150-321,Yes
FJ872252,2,82.982,2c,92.970,150-321,Yes
