Accession,AssignedGenotype,Subtype4aDistance,Subtype4bDistance,Subtype4cDistance,Subtype4dDistance,Subtype4dDistance,Subtype4fDistance,Subtype4fDistance,Subtype4gDistance,Subtype4kDistance,Subtype4kDistance,Subtype4lDistance,Subtype4mDistance,Subtype4nDistance,Subtype4oDistance,Subtype4pDistance,Subtype4qDistance,Subtype4rDistance,Subtype4sDistance,Subtype4tDistance,Subtype4vDistance,Subtype4vDistance,Subtype4wDistance,Subtype4wDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
HQ623377,4,11.786,19.926,15.285,17.343,17.343,17.528,17.528,23.063,22.509,22.509,16.052,20.664,19.004,17.343,18.081,18.266,20.857,21.587,18.266,19.004,19.004,23.247,23.247,4a,11.786,4c,15.285
HQ623378,4,12.891,20.670,15.101,17.343,17.343,17.897,17.897,23.247,23.432,23.432,16.974,20.664,19.557,17.343,18.635,18.819,20.857,22.878,19.004,19.373,19.373,23.247,23.247,4a,12.891,4c,15.101
HQ623379,4,13.076,21.229,15.101,17.528,17.528,19.188,19.188,23.204,21.587,21.587,16.790,20.849,19.004,18.048,18.266,19.373,20.484,22.325,19.004,19.004,19.004,23.432,23.432,4a,13.076,4c,15.101
HQ623380,4,20.295,21.731,19.004,6.077,6.077,20.664,20.664,24.539,20.295,20.295,18.048,18.450,20.626,18.532,16.974,18.266,21.481,21.402,17.528,19.004,19.004,21.363,21.363,4d,6.077,4p,16.974
HQ623381,4,9.761,22.533,15.285,18.819,18.819,17.712,17.712,23.432,21.033,21.033,17.343,19.742,19.926,18.266,17.897,18.450,20.484,22.509,17.159,18.081,18.081,22.325,22.325,4a,9.761,4c,15.285
HQ623382,4,21.033,22.140,18.819,5.720,5.720,20.810,20.810,25.046,20.626,20.626,18.266,19.337,21.033,19.153,18.048,18.600,21.179,21.363,18.600,19.890,19.890,21.956,21.956,4d,5.720,4p,18.048
HQ623383,4,12.707,21.601,15.838,18.266,18.266,18.450,18.450,23.247,23.616,23.616,16.605,21.033,19.004,18.450,18.450,18.819,21.974,22.509,19.557,18.819,18.819,24.723,24.723,4a,12.707,4c,15.838
HQ623384,4,20.295,21.179,19.188,4.420,4.420,20.664,20.664,24.170,20.849,20.849,17.864,18.266,20.810,19.188,16.974,17.712,20.556,21.218,17.712,18.819,18.819,21.033,21.033,4d,4.420,4p,16.974
HQ623385,4,20.111,21.033,19.373,4.982,4.982,20.258,20.258,23.757,21.179,21.179,17.343,18.785,21.587,18.785,17.311,17.680,20.626,20.994,17.127,18.048,18.048,20.480,20.480,4d,4.982,4t,17.127
HQ623386,4,13.076,20.857,15.838,17.343,17.343,18.081,18.081,23.985,22.878,22.878,15.683,19.557,20.111,19.373,18.081,18.635,21.229,23.063,18.819,19.188,19.188,23.801,23.801,4a,13.076,4l,15.683
HQ623387,4,19.926,21.587,19.557,5.166,5.166,20.074,20.074,23.573,21.731,21.731,17.897,19.153,21.771,19.705,17.680,17.311,21.915,20.994,17.680,19.153,19.153,20.849,20.849,4d,5.166,4q,17.311
HQ623388,4,13.444,20.849,16.759,18.266,18.266,18.635,18.635,24.170,23.616,23.616,16.236,20.111,19.742,18.450,18.081,19.373,22.222,23.063,20.295,19.557,19.557,24.539,24.539,4a,13.444,4l,16.236
HQ623389,4,13.996,22.140,16.759,17.159,17.159,19.557,19.557,23.247,22.878,22.878,17.897,21.218,20.295,19.004,19.004,19.742,21.852,23.063,19.557,19.742,19.742,24.723,24.723,4a,13.996,4c,16.759
HQ623390,4,11.602,20.857,16.022,17.712,17.712,18.266,18.266,22.694,22.509,22.509,16.236,21.771,19.188,17.159,17.897,18.819,22.533,22.325,19.004,19.004,19.004,22.878,22.878,4a,11.602,4c,16.022
HQ623391,4,21.587,22.325,20.111,5.535,5.535,21.547,21.547,24.494,21.915,21.915,19.742,20.074,22.140,20.074,18.416,19.521,21.915,22.468,18.785,19.597,19.597,22.509,22.509,4d,5.535,4p,18.416
HQ623392,4,20.295,21.956,19.742,5.351,5.351,20.626,20.626,24.309,21.363,21.363,18.450,19.521,22.325,19.521,18.232,18.785,20.258,21.179,17.864,19.705,19.705,21.771,21.771,4d,5.351,4t,17.864
HQ623393,4,12.155,22.719,16.022,17.159,17.159,18.450,18.450,22.878,22.140,22.140,16.236,20.480,19.188,19.188,17.712,19.557,21.415,21.956,18.450,18.819,18.819,22.694,22.694,4a,12.155,4c,16.022
HQ623394,4,12.707,21.788,16.022,18.635,18.635,19.188,19.188,23.432,22.325,22.325,16.790,21.033,19.742,18.081,17.159,19.926,21.229,22.694,18.081,19.004,19.004,23.801,23.801,4a,12.707,4c,16.022
HQ623395,4,11.786,21.043,15.838,17.712,17.712,18.266,18.266,24.539,22.509,22.509,16.421,20.849,18.819,17.528,18.635,18.635,21.415,22.694,19.373,19.742,19.742,23.985,23.985,4a,11.786,4c,15.838
HQ623396,4,21.974,21.179,18.994,21.402,21.402,21.229,21.229,19.004,18.081,18.081,19.521,19.742,20.000,20.480,18.819,21.771,7.593,23.985,21.415,19.742,19.742,20.670,20.670,4r,7.593,4k,18.081
HQ623397,4,13.444,21.601,17.311,19.557,19.557,19.004,19.004,24.908,24.723,24.723,17.159,22.694,21.033,19.926,19.557,20.111,22.905,23.432,20.111,20.480,20.480,24.908,24.908,4a,13.444,4l,17.159
HQ623398,4,13.812,21.788,16.206,18.635,18.635,19.188,19.188,24.170,23.063,23.063,16.052,21.771,21.218,19.188,19.188,19.557,21.974,23.063,20.664,20.111,20.111,24.170,24.170,4a,13.812,4c,16.206
HQ623399,4,12.891,20.112,16.390,17.712,17.712,19.004,19.004,23.432,23.247,23.247,16.790,20.111,18.635,18.450,17.528,18.819,21.788,22.509,18.450,19.373,19.373,23.432,23.432,4a,12.891,4c,16.390
HQ623400,4,20.111,21.179,18.635,6.446,6.446,19.373,19.373,23.801,21.587,21.587,18.048,19.188,22.099,18.635,16.974,17.343,21.043,22.140,18.081,18.635,18.635,20.664,20.664,4d,6.446,4p,16.974
HQ623401,4,12.155,21.415,15.654,17.343,17.343,18.081,18.081,23.985,22.878,22.878,16.790,20.480,19.188,17.159,18.450,19.004,21.415,22.140,18.450,19.373,19.373,23.985,23.985,4a,12.155,4c,15.654
HQ623402,4,19.890,21.415,17.528,16.759,16.759,18.382,18.382,23.941,21.363,21.363,18.081,20.074,20.849,17.864,16.575,17.864,21.788,21.915,17.680,18.416,18.416,18.635,18.635,4p,16.575,4d,16.759
HQ623403,4,18.081,22.862,15.314,18.165,18.165,17.864,17.864,21.915,20.626,20.626,19.188,20.037,21.218,19.705,17.864,19.337,20.484,20.037,19.705,18.232,18.232,19.890,19.890,4c,15.314,4p,17.864
JF735127,4,21.987,17.274,20.961,21.183,21.183,21.606,21.606,19.968,20.602,20.602,21.183,22.927,22.463,21.119,20.772,20.021,21.289,23.865,20.983,20.761,20.761,19.239,19.239,4b,17.274,4w,19.239
JF735128,4,18.067,20.137,17.485,17.538,17.538,17.548,17.548,18.658,18.182,18.182,15.592,19.080,18.278,17.759,18.119,15.645,21.406,20.243,19.133,7.981,7.981,19.599,19.599,4v,7.981,4q,15.645
JF735129,4,18.611,19.756,16.967,17.188,17.188,18.428,18.428,19.715,19.735,19.735,16.516,19.841,17.423,17.759,17.941,15.119,20.930,19.219,18.408,14.687,14.687,20.000,20.000,4v,14.687,4q,15.119
JF735130,4,20.814,22.240,18.658,19.915,19.915,18.806,18.806,21.289,21.500,21.500,18.331,20.919,18.922,20.021,19.345,17.802,22.345,22.345,19.123,17.485,17.485,20.666,20.666,4v,17.485,4q,17.802
JF735131,4,19.176,21.142,17.870,17.908,17.908,17.706,17.706,20.148,19.546,19.546,16.279,20.127,18.489,18.225,18.278,16.490,20.506,19.345,18.710,16.808,16.808,20.127,20.127,4q,16.490,4l,16.279
JF735132,4,19.367,22.134,18.922,18.965,18.965,18.700,18.700,20.708,19.894,19.894,18.849,19.483,18.023,18.331,19.080,17.855,19.546,20.000,19.080,19.027,19.027,20.455,20.455,4q,17.855,4n,18.023
JF735133,4,19.017,20.137,17.010,17.072,17.072,17.653,17.653,19.556,19.027,19.027,15.909,18.869,17.010,17.970,17.644,15.698,21.247,20.455,18.658,8.716,8.716,19.599,19.599,4v,8.716,4q,15.698
JF735134,4,20.549,16.535,20.085,20.497,20.497,20.497,20.497,20.021,20.021,20.021,20.761,21.078,21.036,20.391,19.588,20.897,19.915,23.032,20.750,20.655,20.655,17.918,17.918,4b,16.535,4w,17.918
JF735135,4,14.987,21.606,13.901,18.172,18.172,16.543,16.543,18.922,19.239,19.239,16.913,19.968,17.918,18.499,17.865,17.485,20.560,18.076,18.340,17.389,17.389,19.133,19.133,4c,13.901,4a,14.987
JF735136,4,19.599,23.654,19.027,20.444,20.444,19.440,19.440,21.395,22.650,22.650,18.859,21.014,19.397,20.497,19.556,19.324,22.821,0.000,20.074,20.190,20.190,22.146,22.146,4s,0.000,4l,18.859
JF735137,4,9.873,21.247,14.323,18.023,18.023,18.076,18.076,19.820,19.662,19.662,16.808,19.979,18.427,18.605,18.340,17.336,20.402,19.820,18.331,17.970,17.970,20.085,20.085,4a,9.873,4c,14.323
JF735138,4,20.708,17.548,20.180,19.767,19.767,20.475,20.475,19.715,19.292,19.292,21.089,21.014,21.278,20.285,20.074,19.704,21.383,22.967,21.247,20.772,20.772,18.648,18.648,4b,17.548,4w,18.648
OP555739,4,18.796,20.497,18.816,5.864,5.864,18.595,18.595,20.866,20.021,20.021,16.957,18.859,18.763,18.753,16.438,17.485,19.176,20.380,18.658,18.215,18.215,19.450,19.450,4d,5.864,4p,16.438
OP555740,4,18.796,20.602,18.816,5.917,5.917,18.595,18.595,20.750,20.074,20.074,16.834,18.806,18.700,18.618,16.429,17.591,19.176,20.317,18.763,18.321,18.321,19.450,19.450,4d,5.917,4p,16.429
OP555741,4,19.123,20.549,18.658,5.969,5.969,18.384,18.384,20.602,20.338,20.338,17.327,18.172,18.605,18.965,16.490,17.591,19.757,20.011,18.922,17.846,17.846,19.292,19.292,4d,5.969,4p,16.490
OP555742,4,19.123,20.549,18.658,5.969,5.969,18.384,18.384,20.602,20.338,20.338,17.327,18.172,18.605,18.965,16.490,17.591,19.757,20.011,18.922,17.846,17.846,19.292,19.292,4d,5.969,4p,16.490
OP555743,4,19.229,20.655,18.763,6.075,6.075,18.489,18.489,20.708,20.444,20.444,17.433,18.278,18.710,19.070,16.596,17.697,19.863,20.116,19.027,17.951,17.951,19.397,19.397,4d,6.075,4p,16.596
OP555744,4,19.229,20.655,18.763,6.075,6.075,18.489,18.489,20.708,20.444,20.444,17.433,18.278,18.710,19.070,16.596,17.697,19.863,20.116,19.027,17.951,17.951,19.397,19.397,4d,6.075,4p,16.596
OP555745,4,19.229,20.655,18.763,6.075,6.075,18.489,18.489,20.708,20.444,20.444,17.433,18.278,18.710,19.070,16.596,17.697,19.863,20.116,19.027,17.951,17.951,19.397,19.397,4d,6.075,4p,16.596
OR402882,4,11.552,24.725,14.621,19.099,19.099,18.659,18.659,23.423,21.779,21.779,15.704,20.578,19.964,18.231,17.916,19.675,22.905,22.563,18.051,18.773,18.773,23.486,23.486,4a,11.552,4c,14.621
PX290144,4,19.493,21.130,18.446,18.331,18.331,9.667,9.667,19.599,19.810,19.810,18.172,19.641,18.763,18.057,16.702,17.644,20.708,19.704,16.799,17.433,17.433,20.391,20.391,4f,9.667,4p,16.702
PX386963,4,19.704,21.247,19.123,18.763,18.763,18.499,18.499,20.296,20.455,20.455,17.865,20.814,19.229,19.334,18.595,17.125,22.622,20.930,19.609,8.985,8.985,20.866,20.866,4v,8.985,4q,17.125
PX386965,4,22.304,9.984,21.776,20.285,20.285,21.583,21.583,20.814,20.761,20.761,20.972,22.967,21.700,21.478,20.380,20.814,20.972,23.178,21.882,21.406,21.406,18.763,18.763,4b,9.984,4w,18.763
PX386971,4,16.270,21.723,7.347,18.658,18.658,17.970,17.970,20.243,20.032,20.032,18.235,19.450,17.759,17.812,18.235,17.812,20.455,19.767,18.288,17.625,17.625,19.609,19.609,4c,7.347,4a,16.270
PX386974,4,19.599,20.285,20.085,19.017,19.017,19.641,19.641,17.802,18.384,18.384,19.915,19.810,19.767,19.229,19.662,20.602,7.871,21.130,20.455,20.655,20.655,20.085,20.085,4r,7.871,4g,17.802
PX386975,4,15.787,21.512,7.135,18.235,18.235,17.970,17.970,20.032,19.292,19.292,18.288,18.552,17.918,17.759,17.706,17.336,20.190,19.239,17.644,16.966,16.966,19.662,19.662,4c,7.135,4a,15.787
PX386976,4,19.704,20.275,19.609,19.166,19.166,19.863,19.863,17.908,18.436,18.436,19.599,20.433,19.186,19.271,20.085,20.539,8.505,22.187,20.560,20.613,20.613,19.556,19.556,4r,8.505,4g,17.908
PX386977,4,19.546,22.146,18.153,18.489,18.489,19.239,19.239,21.195,19.926,19.926,16.966,21.089,18.691,20.349,19.017,17.706,23.309,21.617,19.863,9.197,9.197,21.078,21.078,4v,9.197,4l,16.966
PX386980,4,18.196,20.349,17.582,18.446,18.446,18.023,18.023,20.402,19.176,19.176,17.706,19.229,18.023,17.283,14.535,18.235,20.602,20.391,7.713,17.908,17.908,19.556,19.556,4t,7.713,4p,14.535
PX386983,4,19.334,21.670,16.482,17.706,17.706,17.389,17.389,19.450,18.605,18.605,15.909,19.440,17.423,18.129,17.380,16.173,21.723,20.085,18.965,6.501,6.501,19.546,19.546,4v,6.501,4l,15.909
PX386993,4,18.595,21.395,17.495,18.436,18.436,7.924,7.924,20.285,19.799,19.799,17.802,19.704,19.133,17.951,16.490,17.802,20.486,19.440,17.116,17.274,17.274,19.070,19.070,4f,7.924,4p,16.490
PX386994,4,11.041,20.127,15.645,18.268,18.268,18.710,18.710,21.089,20.455,20.455,17.019,19.239,19.282,18.446,18.288,18.119,20.455,19.979,19.027,18.340,18.340,20.455,20.455,4a,11.041,4c,15.645
PX386995,4,10.460,20.719,14.905,17.442,17.442,17.706,17.706,19.884,20.455,20.455,16.808,19.397,18.340,18.288,18.407,17.380,20.338,19.292,18.215,17.865,17.865,20.190,20.190,4a,10.460,4c,14.905
PX386996,4,18.965,19.546,19.186,4.173,4.173,18.067,18.067,20.116,19.229,19.229,16.526,18.172,18.648,17.961,16.376,17.116,19.704,19.789,18.605,17.529,17.529,19.027,19.027,4d,4.173,4p,16.376
PX386997,4,20.497,20.549,20.296,5.494,5.494,18.595,18.595,20.697,19.704,19.704,18.100,19.229,19.757,18.648,17.591,18.912,20.972,20.897,19.609,19.219,19.219,20.032,20.032,4d,5.494,4p,17.591
PX386998,4,18.859,20.180,19.292,4.279,4.279,18.595,18.595,20.275,19.229,19.229,17.212,18.753,19.123,18.384,17.591,18.278,20.655,20.528,19.239,18.278,18.278,19.450,19.450,4d,4.279,4l,17.212
PX386999,4,21.289,20.602,21.142,20.169,20.169,20.127,20.127,16.473,9.033,9.033,19.905,20.761,19.397,19.483,19.863,20.549,19.863,21.900,19.905,20.032,20.032,20.063,20.063,4k,9.033,4g,16.473
PX387000,4,17.995,20.950,17.653,17.433,17.433,17.961,17.961,18.753,19.695,19.695,17.423,18.743,18.235,8.663,17.125,18.067,20.655,19.863,18.288,18.542,18.542,19.767,19.767,4o,8.663,4p,17.125
PX446232,4,19.535,21.478,17.865,18.321,18.321,7.026,7.026,20.972,19.599,19.599,17.573,19.641,19.080,18.331,16.323,17.697,21.236,19.915,17.169,16.904,16.904,19.736,19.736,4f,7.026,4p,16.323
PX459183,4,18.479,21.572,16.306,18.331,18.331,18.110,18.110,18.955,20.359,20.359,17.687,19.747,17.653,19.060,18.816,18.278,20.950,20.169,18.869,18.849,18.849,21.014,21.014,4c,16.306,4n,17.653
PX459184,4,17.995,22.334,15.681,18.278,18.278,17.644,17.644,19.578,19.568,19.568,18.259,19.282,17.274,19.208,18.763,18.268,20.580,18.965,19.651,17.889,17.889,20.444,20.444,4c,15.681,4n,17.274
PX459185,4,19.103,20.719,18.172,19.503,19.503,18.076,18.076,20.243,19.820,19.820,18.816,19.070,18.499,17.697,15.486,18.710,20.983,20.338,9.456,18.912,18.912,20.085,20.085,4t,9.456,4p,15.486
EU392169,4,19.704,21.923,18.182,17.899,17.899,8.505,8.505,19.863,20.338,20.338,17.433,20.222,18.552,18.902,16.913,17.591,21.183,19.599,17.855,17.653,17.653,19.282,19.282,4f,8.505,4p,16.913
EU392170,4,19.631,22.439,18.288,18.638,18.638,8.452,8.452,20.655,20.127,20.127,18.489,19.641,19.186,19.123,17.548,17.961,21.817,20.338,17.495,17.221,17.221,20.444,20.444,4f,8.452,4v,17.221
EU392171,4,19.345,20.180,20.137,19.968,19.968,19.757,19.757,16.006,7.977,7.977,19.599,20.528,19.292,20.338,20.085,20.232,18.700,22.451,20.402,19.070,19.070,19.715,19.715,4k,7.977,4g,16.006
EU392172,4,19.123,20.180,18.499,4.279,4.279,18.648,18.648,20.285,19.070,19.070,16.799,18.753,18.816,18.172,17.230,17.961,20.180,20.380,19.027,17.846,17.846,19.450,19.450,4d,4.279,4l,16.799
EU392173,4,20.613,20.497,20.243,19.863,19.863,19.229,19.229,16.103,0.000,0.000,20.127,20.264,19.397,19.958,19.979,20.497,19.017,22.639,19.599,19.556,19.556,19.282,19.282,4k,0.000,4g,16.103
EU392174,4,19.123,21.289,17.812,18.955,18.955,7.713,7.713,20.391,20.708,20.708,17.889,19.367,18.658,18.321,16.693,17.169,21.078,19.863,16.799,17.433,17.433,19.599,19.599,4f,7.713,4p,16.693
EU392175,4,19.176,21.689,18.023,18.427,18.427,0.000,0.000,20.497,19.915,19.915,17.361,19.261,18.922,17.846,16.746,18.225,21.289,19.440,18.014,17.855,17.855,20.021,20.021,4f,0.000,4p,16.746
FJ025854,4,21.342,18.648,20.772,20.919,20.919,20.433,20.433,19.070,19.219,19.219,20.497,20.919,21.564,20.116,20.349,19.334,20.761,23.508,21.142,21.512,21.512,17.336,17.336,4w,17.336,4b,18.648
FJ025855,4,20.127,18.605,19.176,20.085,20.085,19.546,19.546,19.503,19.282,19.282,19.292,21.934,19.810,20.032,19.282,20.190,20.137,22.146,19.556,19.926,19.926,0.000,0.000,4w,0.000,4b,18.605
FJ025856,4,21.183,19.239,19.440,19.820,19.820,19.810,19.810,19.662,19.662,19.662,20.243,22.093,19.863,19.873,19.810,20.032,20.349,22.516,20.085,20.243,20.243,0.000,0.000,4w,0.000,4b,19.239
FJ462431,4,19.027,19.905,17.908,16.913,16.913,16.746,16.746,20.825,19.662,19.662,18.129,18.552,18.119,17.442,0.000,18.340,20.222,19.556,14.905,17.548,17.548,19.282,19.282,4p,0.000,4t,14.905
FJ462432,4,21.078,20.232,19.873,19.757,19.757,20.497,20.497,0.000,15.637,15.637,20.021,19.334,19.239,18.859,20.825,19.599,17.908,21.395,20.190,19.651,19.651,19.503,19.503,4g,0.000,4k,15.637
FJ462433,4,20.180,22.240,19.080,18.067,18.067,19.271,19.271,19.334,20.264,20.264,19.863,0.000,18.119,18.427,18.552,18.278,19.958,21.014,18.691,19.546,19.546,21.934,21.934,4m,0.000,4d,18.067
FJ462434,4,18.110,20.232,16.966,17.169,17.169,18.119,18.119,19.599,20.074,20.074,16.165,18.278,17.072,18.057,18.340,0.000,20.761,19.324,17.600,15.320,15.320,20.032,20.032,4q,0.000,4v,15.320
FJ462435,4,21.236,0.000,21.670,20.074,20.074,21.689,21.689,20.232,19.546,19.546,20.761,22.240,21.870,19.842,19.905,20.232,21.025,23.654,21.195,20.708,20.708,18.605,18.605,4b,0.000,4w,18.605
FJ462436,4,15.214,21.670,0.000,18.658,18.658,18.023,18.023,19.873,19.820,19.820,17.433,19.080,17.380,17.918,17.908,16.966,20.719,19.027,17.169,16.904,16.904,19.176,19.176,4c,0.000,4a,15.214
FJ462437,4,19.324,20.919,19.080,0.000,0.000,19.123,19.123,20.708,19.915,19.915,17.855,19.493,19.609,18.489,17.653,18.436,20.919,20.961,19.239,18.585,18.585,19.820,19.820,4d,0.000,4p,17.653
FJ462438,4,19.715,19.546,19.820,20.127,20.127,19.588,19.588,15.637,0.000,0.000,20.697,20.380,19.239,19.546,19.662,20.074,18.912,22.650,20.296,18.859,18.859,19.662,19.662,4k,0.000,4g,15.637
FJ462439,4,20.497,21.025,20.719,20.021,20.021,21.236,21.236,17.908,18.912,18.912,20.391,19.958,20.032,20.497,20.222,20.761,0.000,22.821,21.564,21.512,21.512,20.137,20.137,4r,0.000,4g,17.908
FJ462440,4,18.734,19.842,17.918,17.697,17.697,17.846,17.846,18.859,19.546,19.546,18.427,18.427,18.076,0.000,17.442,18.057,20.497,20.497,17.653,18.288,18.288,19.873,19.873,4o,0.000,4p,17.442
FJ462441,4,19.683,21.870,17.380,18.975,18.975,18.446,18.446,19.239,19.239,19.239,17.495,18.119,0.000,18.076,18.119,17.072,20.032,19.397,18.288,17.846,17.846,19.810,19.810,4n,0.000,4q,17.072
FJ775734,4,20.394,21.646,18.784,4.830,4.830,19.857,19.857,23.614,20.215,20.215,17.889,19.320,21.288,18.962,17.710,18.247,21.377,21.467,17.889,18.962,18.962,21.109,21.109,4d,4.830,4p,17.710
FJ775735,4,19.678,21.467,19.320,5.009,5.009,20.215,20.215,23.614,21.646,21.646,17.710,18.962,21.288,19.678,17.710,17.352,21.739,20.930,17.531,18.605,18.605,20.751,20.751,4d,5.009,4q,17.352
FJ775736,4,9.302,23.036,16.816,21.109,21.109,20.215,20.215,23.256,22.719,22.719,16.995,22.004,19.499,18.962,20.036,19.141,22.442,23.792,22.004,18.247,18.247,25.224,25.224,4a,9.302,4c,16.816
FJ775737,4,9.481,23.077,14.848,19.499,19.499,19.141,19.141,23.792,22.004,22.004,18.784,20.036,20.394,19.857,18.605,20.036,22.801,22.460,19.320,17.531,17.531,23.792,23.792,4a,9.481,4c,14.848
FJ775738,4,8.408,22.004,13.417,17.352,17.352,17.531,17.531,22.004,21.288,21.288,16.458,19.499,19.678,16.458,18.962,18.247,20.826,21.109,17.889,17.174,17.174,22.385,22.385,4a,8.408,4c,13.417
FJ775739,4,9.660,23.614,14.311,18.929,18.929,18.426,18.426,23.077,21.109,21.109,17.710,19.857,20.572,18.784,18.784,18.784,22.621,22.719,18.784,17.531,17.531,23.853,23.853,4a,9.660,4c,14.311
FJ775740,4,8.766,22.004,13.775,18.784,18.784,16.637,16.637,21.646,20.572,20.572,16.279,19.857,18.962,17.174,17.352,18.068,22.083,20.751,18.426,16.458,16.458,22.752,22.752,4a,8.766,4c,13.775
FJ775741,4,13.059,21.109,14.490,16.458,16.458,18.426,18.426,22.540,22.540,22.540,16.458,19.678,19.678,17.889,18.247,18.068,21.364,21.288,18.605,18.962,18.962,24.037,24.037,4a,13.059,4c,14.490
FJ775742,4,10.912,21.109,15.385,17.531,17.531,18.247,18.247,22.719,23.256,23.256,15.385,20.394,19.320,17.889,18.247,18.426,22.083,21.825,19.141,19.141,19.141,24.404,24.404,4a,10.912,4l,15.385
FJ775743,4,20.036,21.288,18.784,4.830,4.830,20.572,20.572,23.614,21.109,21.109,17.531,19.320,21.288,18.962,17.889,18.068,21.558,21.109,17.710,18.247,18.247,20.572,20.572,4d,4.830,4l,17.531
FJ775744,4,11.091,21.646,15.206,17.710,17.710,18.605,18.605,24.150,22.898,22.898,15.921,21.288,18.247,18.247,18.426,18.784,21.724,22.361,18.784,18.784,18.784,23.614,23.614,4a,11.091,4c,15.206
FJ775745,4,11.628,22.004,15.564,18.068,18.068,18.784,18.784,23.792,23.971,23.971,16.279,20.036,20.572,18.426,18.962,18.784,22.262,22.004,18.426,19.320,19.320,24.404,24.404,4a,11.628,4c,15.564
FJ775746,4,11.628,20.930,15.206,17.531,17.531,18.605,18.605,23.435,23.256,23.256,16.100,20.751,19.141,18.426,18.068,18.605,21.903,21.646,19.320,19.320,19.320,24.404,24.404,4a,11.628,4c,15.206
FJ775747,4,20.572,20.394,16.816,20.357,20.357,8.945,8.945,23.971,23.435,23.435,16.100,22.361,21.467,19.857,18.784,18.962,22.719,22.182,19.499,18.784,18.784,21.288,21.288,4f,8.945,4l,16.100
FJ775748,4,19.286,21.109,18.426,6.977,6.977,20.179,20.179,22.898,21.288,21.288,16.995,18.426,20.930,18.360,16.458,18.068,20.652,20.394,17.889,18.962,18.962,21.288,21.288,4d,6.977,4p,16.458
FJ775749,4,12.165,21.288,15.027,16.637,16.637,18.068,18.068,23.256,23.077,23.077,16.100,19.141,18.605,18.784,18.068,17.531,21.903,21.825,18.605,18.426,18.426,23.670,23.670,4a,12.165,4c,15.027
FJ775750,4,19.857,21.646,19.141,4.830,4.830,20.215,20.215,23.792,21.467,21.467,17.889,18.784,21.467,19.857,17.889,17.531,21.558,21.109,17.352,18.426,18.426,20.751,20.751,4d,4.830,4t,17.352
FJ775751,4,11.449,23.792,16.279,20.930,20.930,18.605,18.605,23.614,22.004,22.004,16.458,22.182,19.499,18.247,18.962,20.394,23.519,23.614,20.036,20.036,20.036,24.037,24.037,4a,11.449,4c,16.279
FJ775752,4,12.522,21.825,16.100,18.068,18.068,18.962,18.962,22.898,22.004,22.004,16.279,20.394,19.499,19.499,18.784,18.962,21.724,21.467,19.141,19.857,19.857,23.435,23.435,4a,12.522,4c,16.100
FJ775753,4,20.930,21.825,18.426,20.572,20.572,20.394,20.394,18.247,17.531,17.531,18.605,20.751,19.678,19.499,21.288,18.962,6.822,23.435,22.182,20.751,20.751,22.004,22.004,4r,6.822,4k,17.531
FJ775754,4,20.930,21.572,17.531,20.930,20.930,9.660,9.660,21.825,21.925,21.925,15.921,21.646,20.930,18.571,17.710,18.247,23.049,20.751,19.499,18.962,18.962,21.101,21.101,4f,9.660,4l,15.921
FJ775755,4,21.071,21.835,19.678,20.930,20.930,21.607,21.607,18.784,17.174,17.174,19.141,21.467,21.109,19.857,21.467,21.467,6.463,24.150,22.361,21.071,21.071,20.930,20.930,4r,6.463,4k,17.174
FJ775756,4,19.141,22.540,16.816,18.605,18.605,19.320,19.320,21.288,20.215,20.215,16.637,20.572,18.426,16.514,18.081,15.921,18.679,22.719,19.499,16.100,16.100,20.215,20.215,4q,15.921,4v,16.100
FJ775757,4,8.408,22.540,13.953,18.605,18.605,18.605,18.605,21.646,21.825,21.825,16.100,19.857,20.215,17.174,17.889,19.320,22.083,22.816,19.857,17.352,17.352,24.329,24.329,4a,8.408,4c,13.953
FJ775758,4,20.751,23.971,17.352,20.179,20.179,8.229,8.229,24.329,22.361,22.361,17.531,22.182,21.467,18.784,17.352,19.320,22.283,22.719,19.141,17.710,17.710,22.004,22.004,4f,8.229,4p,17.352
FJ775759,4,20.215,21.825,19.320,19.499,19.499,19.141,19.141,22.004,19.252,19.252,17.352,22.540,20.036,18.068,17.710,18.962,20.450,23.077,18.068,17.352,17.352,20.930,20.930,4v,17.352,4l,17.352
FJ775760,4,20.751,23.853,18.605,20.394,20.394,8.587,8.587,25.224,23.077,23.077,17.174,20.215,21.646,18.605,16.995,21.825,23.230,21.288,17.531,19.141,19.141,22.540,22.540,4f,8.587,4p,16.995
FJ775761,4,20.930,22.719,20.215,5.903,5.903,21.109,21.109,24.329,22.004,22.004,18.784,19.320,22.004,20.930,18.962,18.605,21.920,22.004,18.426,19.499,19.499,21.825,21.825,4d,5.903,4t,18.426
FJ775762,4,23.614,22.540,19.678,19.320,19.320,21.288,21.288,23.614,20.572,20.572,20.930,22.182,21.467,22.540,20.930,18.784,21.364,22.004,21.467,21.467,21.467,21.288,21.288,4q,18.784,4d,19.320
FJ775763,4,21.467,21.288,20.394,21.646,21.646,19.857,19.857,16.458,7.692,7.692,20.215,22.719,19.857,20.751,17.531,19.678,19.390,23.792,19.678,17.889,17.889,21.646,21.646,4k,7.692,4g,16.458
