Accession,AssignedGenotype,Subtype6aDistance,Subtype6aDistance,Subtype6bDistance,Subtype6cDistance,Subtype6dDistance,Subtype6eDistance,Subtype6fDistance,Subtype6gDistance,Subtype6hDistance,Subtype6iDistance,Subtype6jDistance,Subtype6kDistance,Subtype6lDistance,Subtype6mDistance,Subtype6nDistance,Subtype6nDistance,Subtype6oDistance,Subtype6pDistance,Subtype6qDistance,Subtype6rDistance,Subtype6sDistance,Subtype6tDistance,Subtype6tDistance,Subtype6uDistance,Subtype6vDistance,Subtype6vDistance,Subtype6wDistance,Subtype6wDistance,Subtype6xaDistance,Subtype6xaDistance,Subtype6xbDistance,Subtype6xbDistance,Subtype6xcDistance,Subtype6xdDistance,Subtype6xdDistance,Subtype6xeDistance,Subtype6xeDistance,Subtype6xfDistance,Subtype6xfDistance,Subtype6xgDistance,Subtype6xgDistance,Subtype6xhDistance,Subtype6xiDistance,Subtype6xiDistance,Subtype6xjDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
DQ480515,6,3.392,3.392,17.046,22.912,22.786,24.254,24.621,22.658,23.539,22.756,24.589,23.705,23.566,22.456,23.151,23.151,23.360,23.258,24.721,23.510,24.573,24.237,24.237,23.549,23.307,23.307,24.705,24.705,20.937,20.937,23.818,23.818,23.683,16.433,16.433,24.309,24.309,24.113,24.113,22.794,22.794,23.189,23.241,23.241,23.509,6a,3.392,6xd,16.433
DQ480516,6,3.392,3.392,16.199,23.081,22.172,24.099,24.115,22.676,23.610,23.038,24.347,23.371,23.169,22.854,23.038,23.038,23.233,23.258,24.344,23.764,24.573,24.068,24.068,23.638,22.732,22.732,24.634,24.634,20.645,20.645,23.847,23.847,23.460,16.550,16.550,24.535,24.535,24.803,24.803,22.398,22.398,23.077,23.579,23.579,24.054,6a,3.392,6b,16.199
DQ480517,6,3.450,3.450,16.929,23.025,22.592,24.718,24.312,22.531,23.936,23.051,24.518,24.212,23.596,22.513,23.024,23.024,23.586,23.652,24.765,23.847,24.957,24.181,24.181,23.887,23.077,23.077,24.958,24.958,20.928,20.928,23.721,23.721,24.079,16.764,16.764,24.451,24.451,24.634,24.634,22.386,22.386,23.933,23.328,23.328,23.918,6a,3.450,6xd,16.764
DQ480518,6,3.450,3.450,16.579,23.025,22.504,24.606,24.285,22.942,24.020,23.220,24.745,23.818,23.566,22.740,23.094,23.094,23.190,22.978,24.604,23.903,24.630,24.407,24.407,23.887,22.675,22.675,24.732,24.732,20.791,20.791,23.874,23.874,23.626,15.965,15.965,24.056,24.056,24.761,24.761,22.342,22.342,23.526,23.692,23.692,24.094,6a,3.450,6xd,15.965
DQ480519,6,2.924,2.924,17.630,23.055,22.510,24.423,24.144,23.225,24.177,23.559,24.688,24.043,24.048,23.156,23.225,23.225,23.885,23.818,24.647,24.101,25.014,24.520,24.520,23.606,23.209,23.209,24.901,24.901,20.688,20.688,23.847,23.847,24.419,16.725,16.725,24.901,24.901,25.070,25.070,22.812,22.812,23.553,24.029,24.029,23.904,6a,2.924,6xd,16.725
DQ480520,6,3.099,3.099,17.630,23.025,22.322,24.311,23.948,23.011,23.653,23.559,24.688,23.705,23.777,23.024,23.051,23.051,23.543,23.315,24.765,23.228,24.446,24.294,24.294,23.380,23.249,23.249,24.958,24.958,20.553,20.553,23.874,23.874,23.626,16.901,16.901,25.099,25.099,24.634,24.634,22.694,22.694,23.708,23.606,23.606,23.567,6a,3.099,6xd,16.901
DQ480521,6,3.626,3.626,17.135,22.730,22.673,24.817,24.326,23.339,24.120,23.433,24.631,24.212,23.680,22.570,23.094,23.094,24.152,23.539,24.604,23.609,24.801,24.278,24.278,23.099,22.847,22.847,24.676,24.676,20.880,20.880,23.619,23.619,23.909,16.199,16.199,24.029,24.029,24.845,24.845,22.455,22.455,23.397,23.619,23.619,24.152,6a,3.626,6xd,16.199
DQ480522,6,3.275,3.275,17.076,22.968,22.492,24.423,24.157,22.386,24.263,22.812,24.631,23.874,23.693,22.683,23.051,23.051,23.713,23.384,24.427,23.622,24.758,24.392,24.392,23.844,23.249,23.249,24.451,24.451,20.836,20.836,23.930,23.930,23.980,16.667,16.667,24.099,24.099,24.451,24.451,22.750,22.750,23.622,23.563,23.563,24.035,6a,3.275,6xd,16.667
DQ480523,6,4.152,4.152,17.688,23.281,22.773,24.423,24.621,23.112,24.376,22.868,24.574,23.930,24.020,22.968,23.549,23.549,23.812,23.708,25.235,23.957,24.815,24.463,24.463,23.549,23.077,23.077,24.732,24.732,20.598,20.598,23.820,23.820,23.796,17.368,17.368,24.225,24.225,24.563,24.563,23.020,23.020,23.146,23.874,23.874,24.035,6a,4.152,6xd,17.368
DQ480524,6,4.737,4.737,17.455,22.886,22.648,24.423,24.340,22.998,23.842,23.559,24.575,23.536,23.409,23.068,22.412,22.412,23.473,23.483,24.721,23.566,25.071,23.998,23.998,23.831,23.523,23.523,24.184,24.184,20.767,20.767,23.635,23.635,23.399,16.608,16.608,23.745,23.745,24.746,24.746,22.499,22.499,23.453,23.354,23.354,23.743,6a,4.737,6xd,16.608
DQ640364,6,28.739,28.739,28.616,24.269,23.754,26.393,26.023,27.859,25.146,23.754,24.781,21.114,20.235,19.883,3.226,3.226,23.167,22.449,25.217,26.023,26.901,27.193,27.193,26.901,27.859,27.859,26.979,26.979,22.287,22.287,22.581,22.581,27.859,27.566,27.566,12.023,12.023,24.781,24.781,11.730,11.730,27.566,22.581,22.581,17.717,6n,3.226,6xg,11.730
DQ640365,6,29.326,29.326,27.673,23.324,22.807,26.100,25.073,27.566,23.977,22.287,23.977,21.408,21.114,18.768,2.639,2.639,23.754,22.157,24.928,24.419,27.778,26.239,26.239,26.316,26.979,26.979,27.566,27.566,21.408,21.408,22.287,22.287,27.193,27.273,27.273,12.903,12.903,24.561,24.561,10.850,10.850,26.686,21.994,21.994,23.460,6n,2.639,6xg,10.850
DQ640368,6,28.446,28.446,27.673,23.907,23.099,26.686,25.364,28.446,24.561,22.874,23.684,21.408,21.114,19.355,2.053,2.053,22.874,22.157,25.217,24.128,27.193,26.239,26.239,26.901,27.859,27.859,26.979,26.979,21.701,21.701,22.287,22.287,27.193,26.979,26.979,12.903,12.903,24.854,24.854,10.264,10.264,26.979,22.581,22.581,17.717,6n,2.053,6xg,10.264
DQ640369,6,28.739,28.739,28.797,23.907,23.684,26.686,25.948,27.566,24.561,22.874,23.392,20.821,20.528,19.355,2.933,2.933,23.684,21.866,25.507,24.128,26.316,26.531,26.531,27.405,27.566,27.566,25.731,25.731,21.701,21.701,21.994,21.994,27.778,26.686,26.686,12.610,12.610,24.490,24.490,10.557,10.557,26.608,23.167,23.167,22.287,6n,2.933,6xg,10.557
DQ640370,6,29.032,29.032,28.302,23.907,23.684,26.686,25.364,28.152,24.269,23.167,23.977,21.408,20.821,19.648,2.053,2.053,23.460,22.157,25.217,24.128,27.193,26.239,26.239,26.608,27.859,27.859,26.686,26.686,22.287,22.287,22.581,22.581,27.193,27.273,27.273,12.317,12.317,24.854,24.854,10.850,10.850,27.273,22.581,22.581,23.460,6n,2.053,6xg,10.850
DQ640371,6,28.739,28.739,28.481,25.073,23.977,26.393,25.656,28.152,24.561,23.460,23.099,22.874,21.701,19.941,4.399,4.399,23.167,22.741,25.217,25.948,27.778,27.114,27.114,26.608,28.446,28.446,26.100,26.100,24.047,24.047,23.167,23.167,26.608,27.273,27.273,13.490,13.490,26.316,26.316,12.610,12.610,27.859,22.874,22.874,22.874,6n,4.399,6xg,12.610
DQ640372,6,29.032,29.032,27.215,24.128,23.907,26.686,26.163,27.566,25.146,23.460,23.684,21.408,20.821,19.941,3.226,3.226,23.754,21.574,25.731,25.073,27.485,26.453,26.453,27.566,28.152,28.152,26.686,26.686,21.701,21.701,22.874,22.874,27.114,26.393,26.393,13.196,13.196,24.854,24.854,10.850,10.850,27.273,23.460,23.460,23.167,6n,3.226,6xg,10.850
DQ640386,6,26.453,26.453,27.405,20.468,18.768,19.941,3.509,23.460,30.409,29.275,30.058,28.525,27.326,29.240,25.806,25.806,21.114,20.175,22.222,16.374,29.032,18.367,18.367,20.528,28.739,28.739,24.269,24.269,24.490,24.490,26.316,26.316,22.157,27.326,27.326,28.152,28.152,23.256,23.256,28.655,28.655,23.167,26.351,26.351,24.231,6f,3.509,6r,16.374
DQ663598,6,13.353,13.353,22.807,25.806,25.342,,27.106,28.625,30.112,27.143,30.370,29.630,28.625,27.306,28.413,28.413,25.461,24.542,,27.407,26.000,26.937,26.937,27.778,28.625,28.625,25.692,25.692,24.632,24.632,27.778,27.778,29.339,22.677,22.677,29.889,29.889,29.630,29.630,29.091,29.091,24.111,29.889,29.889,30.851,6a,13.353,6b,22.807
DQ663599,6,10.959,10.959,22.222,25.328,27.174,,28.017,27.778,,25.738,28.692,,,,27.542,27.542,24.797,26.596,,,27.778,26.087,26.087,26.840,28.897,28.897,26.104,26.104,23.144,23.144,25.658,25.658,29.500,22.034,22.034,28.992,28.992,29.927,29.927,27.778,27.778,23.629,29.237,29.237,,6a,10.959,6xd,22.034
DQ663600,6,15.409,15.409,24.164,23.645,25.000,,27.397,28.358,,27.103,30.769,,,25.500,28.372,28.372,23.116,26.538,,30.000,28.679,25.792,25.792,25.888,25.888,25.888,26.606,26.606,22.936,22.936,27.211,27.211,28.500,22.120,22.120,28.643,28.643,27.523,27.523,29.108,29.108,22.831,31.225,31.225,,6a,15.409,6b,24.164
DQ663601,6,2.326,2.326,21.326,24.699,24.128,26.184,25.691,26.744,26.748,25.294,27.711,26.994,26.183,26.284,29.070,29.070,25.076,23.837,28.056,26.087,25.291,26.437,26.437,25.076,24.465,24.465,24.638,24.638,22.384,22.384,25.267,25.267,27.523,19.597,19.597,29.787,29.787,28.492,28.492,28.488,28.488,23.867,27.500,27.500,24.731,6a,2.326,6xd,19.597
DQ663604,6,2.254,2.254,20.670,25.141,24.022,26.124,25.627,27.479,27.684,26.124,28.291,28.011,27.451,26.197,29.178,29.178,25.352,23.796,28.371,25.634,25.000,26.685,26.685,26.554,25.779,25.779,24.789,24.789,22.535,22.535,25.979,25.979,27.744,18.644,18.644,30.028,30.028,29.296,29.296,28.531,28.531,24.090,28.228,28.228,28.329,6a,2.254,6xd,18.644
DQ663607,6,2.466,2.466,20.380,24.927,23.677,26.184,25.691,27.809,27.809,26.462,28.412,27.717,26.331,26.257,28.933,28.933,25.140,24.000,28.969,25.641,25.429,26.271,26.271,25.455,26.301,26.301,25.348,25.348,22.346,22.346,25.352,25.352,27.273,18.904,18.904,30.411,30.411,29.692,29.692,28.771,28.771,24.931,28.533,28.533,28.219,6a,2.466,6xd,18.904
DQ666243,6,2.755,2.755,21.212,25.138,23.481,26.099,26.050,27.072,26.685,25.348,28.134,27.945,27.072,25.706,28.933,28.933,24.796,24.225,28.691,25.895,25.378,26.519,26.519,25.967,25.562,25.562,24.518,24.518,22.129,22.129,25.448,25.448,27.964,19.559,19.559,29.692,29.692,29.050,29.050,28.090,28.090,24.309,28.090,28.090,27.978,6a,2.755,6xd,19.559
DQ666250,6,3.542,3.542,20.380,25.956,24.251,26.829,27.493,29.428,28.261,26.404,28.649,28.108,26.975,26.902,28.977,28.977,27.049,25.000,29.379,27.049,27.671,27.763,27.763,26.705,26.211,26.211,25.815,25.815,22.616,22.616,26.316,26.316,28.399,18.579,18.579,29.545,29.545,29.178,29.178,28.125,28.125,25.269,28.919,28.919,25.843,6a,3.542,6xd,18.579
DQ666253,6,4.533,4.533,19.209,25.926,25.356,26.554,26.611,26.496,25.641,25.989,27.684,28.814,25.071,26.211,28.490,28.490,25.071,24.363,27.479,26.346,27.350,27.684,27.684,26.705,25.641,25.641,25.568,25.568,22.792,22.792,25.641,25.641,27.900,18.697,18.697,28.612,28.612,29.014,29.014,28.205,28.205,24.507,28.531,28.531,29.060,6a,4.533,6xd,18.697
DQ666260,6,6.667,6.667,21.667,25.634,24.011,26.761,25.978,28.451,27.326,24.638,27.246,27.887,26.705,25.852,28.902,28.902,25.424,25.000,28.324,25.779,26.590,27.042,27.042,26.667,25.000,25.000,25.424,25.424,21.387,21.387,28.732,28.732,27.660,20.833,20.833,29.944,29.944,28.857,28.857,28.613,28.613,24.157,27.794,27.794,28.818,6a,6.667,6xd,20.833
DQ666264,6,5.666,5.666,20.225,24.507,23.513,25.698,24.654,26.912,26.966,25.915,27.528,27.193,25.369,24.859,28.451,28.451,26.062,23.944,27.451,25.507,24.924,25.562,25.562,26.124,25.496,25.496,24.011,24.011,22.380,22.380,25.623,25.623,26.687,19.547,19.547,29.014,29.014,26.331,26.331,28.612,28.612,23.810,26.948,26.948,27.647,6a,5.666,6xd,19.547
DQ666265,6,27.479,27.479,28.732,23.729,21.469,26.912,25.424,27.966,24.079,21.813,22.663,17.208,20.710,18.980,5.085,5.085,23.446,21.159,25.490,23.416,24.545,25.989,25.989,25.610,27.195,27.195,26.389,26.389,21.813,21.813,20.710,20.710,27.596,25.779,25.779,13.559,13.559,24.576,24.576,11.615,11.615,27.401,22.485,22.485,15.751,6n,5.085,6xg,11.615
DQ666268,6,4.494,4.494,21.629,25.490,24.650,26.389,25.833,26.966,27.171,25.833,26.944,25.982,27.114,26.404,28.652,28.652,24.157,24.370,29.167,26.149,26.225,26.966,26.966,25.758,23.596,23.596,24.930,24.930,21.629,21.629,25.623,25.623,27.273,18.663,18.663,27.711,27.711,28.056,28.056,27.247,27.247,24.581,26.506,26.506,23.843,6a,4.494,6xd,18.663
DQ835760,6,24.012,24.012,24.460,18.725,19.018,18.849,0.000,20.990,23.980,23.599,23.726,23.948,23.437,23.081,21.786,21.786,18.800,18.873,19.578,13.818,22.694,18.249,18.249,17.946,23.293,23.293,21.953,21.953,22.473,22.473,22.784,22.784,18.697,23.131,23.131,23.450,23.450,20.474,20.474,21.712,21.712,22.592,24.196,24.196,25.307,6f,0.000,6r,13.818
DQ835761,6,24.367,24.367,25.967,23.388,23.828,23.623,23.443,25.398,17.710,13.600,3.158,21.683,21.719,20.327,19.774,19.774,24.169,24.532,24.191,22.872,25.569,24.064,24.064,22.720,23.509,23.509,24.830,24.830,22.917,22.917,22.612,22.612,24.972,24.853,24.853,20.181,20.181,22.448,22.448,19.048,19.048,23.526,21.594,21.594,22.450,6j,3.158,6i,13.600
DQ835762,6,23.447,23.447,25.898,22.487,22.789,23.646,23.286,24.303,17.710,3.612,13.536,20.972,21.035,19.617,18.948,18.948,23.380,23.125,24.554,23.225,25.808,22.658,22.658,22.859,23.637,23.637,23.869,23.869,21.554,21.554,20.508,20.508,24.631,25.279,25.279,19.344,19.344,22.203,22.203,18.027,18.027,22.920,20.532,20.532,21.567,6i,3.612,6j,13.536
DQ835763,6,22.818,22.818,23.798,22.694,22.354,22.911,22.880,22.844,19.955,19.289,19.989,19.977,19.468,2.707,14.997,14.997,22.435,22.235,22.381,22.071,24.644,23.194,23.194,21.946,22.407,22.407,23.610,23.610,22.178,22.178,19.446,19.446,23.042,23.658,23.658,15.629,15.629,22.570,22.570,14.489,14.489,22.557,19.180,19.180,19.894,6m,2.707,6xg,14.489
DQ835764,6,23.704,23.704,24.037,18.725,19.187,18.962,1.410,20.876,24.248,23.909,23.923,24.253,23.367,23.081,21.900,21.900,18.686,18.930,19.812,13.875,22.732,18.506,18.506,17.889,23.050,23.050,22.178,22.178,22.630,22.630,23.324,23.324,18.697,23.234,23.234,23.281,23.281,20.361,20.361,21.756,21.756,22.630,24.408,24.408,25.307,6f,1.410,6r,13.875
DQ835765,6,23.394,23.394,24.120,22.329,22.103,22.998,23.195,22.559,19.786,19.402,20.113,18.959,19.072,3.497,14.827,14.827,22.466,22.336,22.222,22.614,24.304,23.138,23.138,22.059,22.120,22.120,23.016,23.016,22.085,22.085,19.389,19.389,23.326,23.453,23.453,15.459,15.459,22.342,22.342,14.318,14.318,22.815,19.465,19.465,19.542,6m,3.497,6xg,14.318
DQ835766,6,23.041,23.041,23.826,22.386,21.958,22.714,22.753,22.559,19.842,19.120,20.101,18.902,18.902,3.497,14.431,14.431,22.097,22.109,22.328,22.469,24.418,22.968,22.968,21.776,22.235,22.235,23.383,23.383,21.940,21.940,19.107,19.107,22.915,23.335,23.335,15.572,15.572,22.229,22.229,14.261,14.261,22.911,19.180,19.180,19.425,6m,3.497,6xg,14.261
DQ835767,6,22.759,22.759,23.885,22.260,22.354,22.714,23.081,23.187,20.237,19.402,20.383,19.751,19.468,0.000,14.941,14.941,22.604,22.789,22.976,22.285,24.687,23.476,23.476,21.958,22.178,22.178,23.479,23.479,21.771,21.771,19.672,19.672,23.212,23.571,23.571,15.402,15.402,22.285,22.285,14.261,14.261,22.727,18.839,18.839,19.777,6m,0.000,6xg,14.261
DQ835768,6,22.596,22.596,24.548,22.423,21.847,22.898,21.786,22.727,19.887,19.333,19.492,18.341,18.228,14.941,0.000,0.000,22.140,21.340,21.675,21.984,23.891,23.620,23.620,21.489,21.789,21.789,21.727,21.727,20.023,20.023,18.567,18.567,22.368,23.208,23.208,11.337,11.337,22.799,22.799,9.847,9.847,21.332,19.064,19.064,18.129,6n,0.000,6xg,9.847
DQ835769,6,24.544,24.544,26.026,23.204,24.011,23.810,23.726,25.468,17.372,13.375,0.000,21.852,21.311,20.383,19.379,19.379,24.043,24.418,23.689,22.942,25.399,23.823,23.823,22.977,23.420,23.420,24.505,24.505,23.295,23.295,22.166,22.166,24.574,24.766,24.766,19.672,19.672,22.673,22.673,19.250,19.250,23.713,21.707,21.707,22.346,6j,0.000,6i,13.375
DQ835770,6,23.492,23.492,26.164,22.846,23.186,23.998,23.599,23.961,17.720,0.000,13.375,21.154,21.160,19.402,19.333,19.333,23.463,23.138,24.911,23.426,26.235,23.086,23.086,22.689,23.883,23.883,24.077,24.077,22.374,22.374,20.226,20.226,24.787,25.293,25.293,19.061,19.061,22.681,22.681,18.311,18.311,23.426,20.124,20.124,21.567,6i,0.000,6j,13.375
EF116149,6,7.353,7.353,21.807,28.107,24.342,26.875,27.273,28.614,27.515,26.316,29.290,29.032,24.781,28.698,27.811,27.811,28.909,25.225,28.698,29.326,29.499,27.393,27.393,28.750,25.294,25.294,27.434,27.434,23.077,23.077,30.473,30.473,31.065,20.649,20.649,28.994,28.994,26.490,26.490,28.698,28.698,25.234,27.811,27.811,28.698,6a,7.353,6xd,20.649
EF116150,6,23.841,23.841,24.845,24.118,22.531,21.296,23.765,26.923,28.739,26.023,26.822,27.139,28.339,29.118,25.806,25.806,24.484,21.451,24.922,25.588,28.231,21.765,21.765,23.148,30.383,30.383,23.988,23.988,28.909,28.909,27.988,27.988,25.369,25.497,25.497,25.513,25.513,21.765,21.765,28.614,28.614,22.769,29.204,29.204,29.032,6t,21.765,6xf,21.765
EF116151,6,26.562,26.562,25.000,20.294,21.006,21.829,20.354,25.444,27.148,27.950,28.522,29.630,26.198,26.398,24.308,24.308,21.239,21.302,21.495,20.588,25.074,19.706,19.706,20.944,25.387,25.387,27.647,27.647,26.073,26.073,29.794,29.794,24.118,24.172,24.172,26.543,26.543,24.308,24.308,27.160,27.160,24.779,29.499,29.499,29.846,6t,19.706,6c,20.294
EF116152,6,27.811,27.811,26.250,24.308,21.765,27.485,24.383,25.387,28.024,26.901,28.529,26.765,26.531,30.000,25.294,25.294,24.540,24.921,24.845,22.840,,26.235,26.235,25.641,25.369,25.369,27.950,27.950,25.000,25.000,28.704,28.704,24.675,25.074,25.074,25.294,25.294,20.059,20.059,26.471,26.471,24.383,26.765,26.765,30.205,6xf,20.059,6d,21.765
EF116153,6,27.139,27.139,26.036,18.824,16.272,23.599,15.634,24.484,32.298,29.412,27.835,28.614,28.435,28.909,25.000,25.000,23.304,18.935,24.706,4.412,27.647,18.824,18.824,22.714,28.319,28.319,25.369,25.369,26.100,26.100,27.273,27.273,27.729,26.623,26.623,23.387,23.387,23.148,23.148,28.395,28.395,22.124,28.024,28.024,23.256,6r,4.412,6f,15.634
EF116154,6,28.909,28.909,28.107,20.588,20.118,24.189,16.814,25.740,31.095,30.341,25.893,26.408,28.754,29.499,25.294,25.294,24.000,20.414,25.882,5.882,25.828,22.353,22.353,23.304,27.729,27.729,25.806,25.806,25.670,25.670,23.967,23.967,26.549,24.490,24.490,26.100,26.100,26.852,26.852,26.901,26.901,24.189,28.614,28.614,22.326,6r,5.882,6f,16.814
EF116155,6,28.319,28.319,24.752,19.706,20.414,20.354,19.469,23.669,28.866,28.261,29.012,28.435,26.557,29.794,25.294,25.294,20.649,18.731,23.460,23.235,28.614,5.294,5.294,21.239,31.271,31.271,23.754,23.754,25.369,25.369,29.412,29.412,24.189,25.828,25.828,27.469,27.469,23.692,23.692,28.704,28.704,24.706,29.499,29.499,30.117,6t,5.294,6p,18.731
EF116156,6,27.515,27.515,29.448,27.157,29.283,29.503,29.231,27.273,4.412,17.404,17.059,26.844,28.024,23.599,24.484,24.484,29.814,25.478,29.118,30.435,27.885,29.193,29.193,28.655,26.254,26.254,27.941,27.941,28.529,28.529,27.329,27.329,30.634,27.742,27.742,24.779,24.779,28.363,28.363,24.484,24.484,,26.708,26.708,29.499,6h,4.412,6j,17.059
EF116157,6,26.608,26.608,26.036,17.647,18.935,19.764,17.544,23.964,28.866,27.864,28.483,28.086,27.632,29.532,25.588,25.588,18.879,18.047,23.754,19.118,26.549,5.882,5.882,20.354,30.088,30.088,23.235,23.235,23.762,23.762,27.907,27.907,23.894,25.166,25.166,27.160,27.160,24.000,24.000,29.321,29.321,24.118,28.614,28.614,29.499,6t,5.882,6c,17.647
EF116158,6,17.211,17.211,20.938,24.189,21.914,25.309,24.189,24.779,28.972,26.935,28.529,27.515,27.273,28.037,26.331,26.331,27.139,25.000,27.434,26.254,28.319,27.063,27.063,26.316,23.964,23.964,26.254,26.254,22.781,22.781,30.678,30.678,29.204,18.043,18.043,27.219,27.219,23.607,23.607,28.107,28.107,27.059,27.219,27.219,28.107,6a,17.211,6xd,18.043
EF116159,6,28.402,28.402,27.941,27.244,26.490,26.006,28.529,29.882,27.434,25.882,26.176,21.176,7.941,25.588,23.235,23.235,30.000,27.451,29.204,29.808,29.412,26.885,26.885,29.825,26.176,26.176,26.765,26.765,26.471,26.471,17.647,17.647,32.258,29.204,29.204,26.176,26.176,27.213,27.213,26.765,26.765,30.499,19.412,19.412,19.355,6l,7.941,6xb,17.647
EF116160,6,5.000,5.000,19.003,27.219,24.342,26.875,27.616,25.776,27.515,25.513,29.326,28.446,26.627,28.107,28.402,28.402,26.254,24.324,29.032,27.729,28.024,26.733,26.733,28.024,25.074,25.074,25.664,25.664,23.964,23.964,26.772,26.772,29.882,19.174,19.174,28.402,28.402,28.525,28.525,28.698,28.698,23.988,28.739,28.739,28.660,6a,5.000,6xd,19.174
EF116161,6,5.605,5.605,18.935,26.549,24.484,26.235,26.023,29.102,28.483,26.154,27.778,29.012,28.909,28.235,29.204,29.204,27.941,24.852,30.383,26.471,28.529,27.059,27.059,26.765,25.220,25.220,26.168,26.168,24.189,24.189,29.412,29.412,30.383,19.231,19.231,28.529,28.529,27.063,27.063,28.909,28.909,25.231,29.499,29.499,29.630,6a,5.605,6b,18.935
EF116162,6,4.720,4.720,18.824,25.740,24.189,26.235,26.393,27.941,26.625,25.231,28.704,28.793,28.107,26.471,29.290,29.290,27.811,24.625,29.204,26.254,27.811,27.515,27.515,27.139,25.740,25.740,26.250,26.250,23.373,23.373,29.794,29.794,30.473,18.289,18.289,28.107,28.107,26.073,26.073,28.994,28.994,23.765,29.586,29.586,25.424,6a,4.720,6xd,18.289
EF116163,6,27.729,27.729,27.515,18.529,18.343,24.484,17.404,24.556,30.565,28.793,29.595,27.181,29.167,28.614,25.545,25.545,24.412,20.710,24.706,5.000,26.333,21.765,21.765,23.599,27.139,27.139,25.220,25.220,26.316,26.316,27.273,27.273,26.254,25.649,25.649,25.776,25.776,25.155,25.155,27.245,27.245,23.235,29.499,29.499,23.853,6r,5.000,6f,17.404
EF116164,6,27.864,27.864,27.811,22.419,20.354,8.555,21.765,22.714,29.897,29.907,30.241,28.713,29.706,27.647,25.430,25.430,22.419,22.356,24.189,25.664,27.891,20.354,20.354,15.882,29.283,29.283,23.099,23.099,23.824,23.824,29.619,29.619,19.174,25.510,25.510,29.503,29.503,21.290,21.290,26.950,26.950,25.220,29.412,29.412,31.692,6e,8.555,6u,15.882
EF116165,6,26.923,26.923,27.941,27.059,25.294,26.708,26.765,27.515,25.959,23.824,25.000,17.647,5.294,24.412,20.294,20.294,28.319,26.115,27.434,28.909,29.204,26.176,26.176,28.446,25.882,25.882,25.588,25.588,25.882,25.882,15.882,15.882,30.205,28.024,28.024,24.118,24.118,25.658,25.658,24.706,24.706,30.000,16.176,16.176,17.353,6l,5.294,6xb,15.882
EF116166,6,27.811,27.811,26.549,20.944,22.059,16.814,20.760,24.556,28.622,30.841,29.329,30.293,29.619,29.032,24.633,24.633,22.714,22.356,21.829,25.369,33.333,21.534,21.534,13.529,28.909,28.909,25.664,25.664,24.412,24.412,30.588,30.588,6.195,27.139,27.139,29.118,29.118,22.531,22.531,28.152,28.152,23.167,29.412,29.412,32.647,6xc,6.195,6u,13.529
EF116167,6,26.462,26.462,28.024,23.077,20.882,8.876,21.176,23.894,29.310,28.526,30.000,27.815,27.059,28.319,26.367,26.367,24.260,23.263,25.074,26.627,29.492,20.118,20.118,17.404,27.812,27.812,24.412,24.412,22.368,22.368,29.326,29.326,21.302,24.510,24.510,27.653,27.653,20.712,20.712,27.622,27.622,25.664,28.909,28.909,30.247,6e,8.876,6u,17.404
EF116168,6,25.150,25.150,26.347,20.944,19.820,20.944,21.765,25.301,27.869,28.829,28.824,27.628,27.941,27.070,21.922,21.922,18.072,6.509,23.304,20.649,27.108,18.976,18.976,21.622,27.711,27.711,25.602,25.602,22.754,22.754,26.347,26.347,23.795,25.075,25.075,26.866,26.866,24.375,24.375,25.225,25.225,27.628,27.327,27.327,27.928,6p,6.509,6o,18.072
EF116169,6,29.204,29.204,26.962,27.059,26.490,30.088,29.825,28.328,26.923,28.846,28.846,27.509,30.678,29.706,26.765,26.765,,24.471,29.252,25.882,5.294,27.139,27.139,28.713,27.000,27.000,28.739,28.739,28.614,28.614,27.353,27.353,31.102,28.053,28.053,25.588,25.588,31.633,31.633,28.235,28.235,28.319,31.268,31.268,27.232,6s,5.294,6p,24.471
EF116171,6,28.698,28.698,27.063,20.882,21.598,18.529,18.713,23.964,26.370,29.193,29.503,29.808,28.339,28.909,26.176,26.176,18.289,17.523,23.529,22.059,27.434,11.471,11.471,19.174,30.383,30.383,25.000,25.000,25.074,25.074,30.000,30.000,21.829,27.211,27.211,29.052,29.052,21.472,21.472,28.704,28.704,23.894,30.088,30.088,30.678,6t,11.471,6p,17.523
EF116172,6,6.471,6.471,19.626,28.402,25.902,28.438,28.198,27.950,29.204,27.859,29.118,29.032,26.627,27.139,29.290,29.290,27.434,26.727,30.178,27.729,27.729,27.815,27.815,27.434,25.588,25.588,24.779,24.779,24.260,24.260,28.346,28.346,30.178,19.469,19.469,28.614,28.614,29.139,29.139,28.994,28.994,25.545,29.619,29.619,28.660,6a,6.471,6xd,19.469
EF116173,6,27.859,27.859,26.627,19.706,17.456,24.189,14.749,24.556,30.745,29.721,29.210,28.614,29.167,28.319,24.118,24.118,23.894,19.822,24.118,1.765,27.059,20.882,20.882,22.124,27.729,27.729,25.000,25.000,26.100,26.100,26.979,26.979,26.549,25.000,25.000,25.846,25.846,25.000,25.000,26.235,26.235,22.059,28.319,28.319,22.326,6r,1.765,6f,14.749
