Accession,Genotype1Distance,Genotype2Distance,Genotype3Distance,Genotype4Distance,Genotype5Distance,Genotype6Distance,Genotype7Distance,Genotype8Distance,FirstChoiceGenotype,FirstChoiceDistance,SecondChoiceGenotype,SecondChoiceDistance
OK392575,4.079,31.547,28.774,26.975,28.686,28.907,30.338,28.057,1,4.079,4,26.975
OK392576,4.047,31.641,28.910,27.047,28.776,29.076,30.427,28.067,1,4.047,4,27.047
OK392577,3.830,31.300,28.439,26.650,28.281,28.730,30.277,27.802,1,3.830,4,26.650
OK392578,4.015,31.485,28.889,26.914,28.607,28.871,30.215,27.943,1,4.015,4,26.914
OK392579,4.077,31.547,28.827,26.975,28.668,28.994,30.338,28.129,1,4.077,4,26.975
OK392580,3.891,31.300,28.501,26.589,28.219,28.730,30.338,27.802,1,3.891,4,26.589
OK392581,4.077,31.423,28.748,26.975,28.607,28.994,30.338,28.129,1,4.077,4,26.975
OK392582,3.891,31.300,28.501,26.589,28.219,28.730,30.338,27.802,1,3.891,4,26.589
OK392583,3.891,31.300,28.501,26.589,28.219,28.730,30.338,27.802,1,3.891,4,26.589
OK392584,3.891,31.300,28.501,26.589,28.219,28.730,30.338,27.802,1,3.891,4,26.589
OK392585,3.953,31.238,28.439,26.650,28.219,28.668,30.277,27.864,1,3.953,4,26.650
OK392586,3.953,31.300,28.439,26.589,28.281,28.730,30.338,27.802,1,3.953,4,26.589
OK392587,3.953,31.362,28.563,26.650,28.281,28.792,30.400,27.864,1,3.953,4,26.650
OK392588,3.953,31.362,28.439,26.728,28.281,28.809,30.277,27.740,1,3.953,4,26.728
OK392589,3.953,31.362,28.563,26.527,28.281,28.792,30.400,27.864,1,3.953,4,26.527
OK392590,3.891,31.300,28.501,26.589,28.219,28.730,30.338,27.802,1,3.891,4,26.589
OK392591,3.911,31.358,28.554,26.638,28.297,28.783,30.395,27.802,1,3.911,4,26.638
OK392592,4.015,31.300,28.501,26.650,28.219,28.792,30.277,27.740,1,4.015,4,26.650
OK392593,4.015,31.423,28.563,26.650,28.343,28.853,30.462,27.926,1,4.015,4,26.650
OL752714,16.720,30.116,33.117,,28.710,31.222,,32.824,1,16.720,5,28.710
OL752716,17.685,30.000,32.468,32.573,30.000,,,32.443,1,17.685,5,30.000
OL752717,2.251,29.478,33.876,29.870,30.719,32.946,34.848,27.969,1,2.251,8,27.969
OL752718,3.537,27.509,32.792,30.519,28.896,32.581,,28.352,1,3.537,5,28.896
OL752720,5.466,29.259,32.899,28.896,24.000,32.558,,29.119,1,5.466,5,24.000
OL752721,4.180,29.368,32.573,30.519,28.758,33.548,33.007,27.969,1,4.180,5,28.758
OL752722,4.502,28.571,30.519,,29.316,30.846,31.429,27.969,1,4.502,8,27.969
OL752723,2.894,28.077,32.573,29.126,30.492,32.171,34.211,28.794,1,2.894,4,29.126
OL752724,4.180,29.740,32.573,,30.719,33.548,31.905,28.352,1,4.180,8,28.352
OL752725,1.929,28.958,34.202,30.519,30.392,31.343,34.211,28.016,1,1.929,8,28.016
OL752726,17.685,29.213,31.621,,30.000,29.614,,31.716,1,17.685,5,30.000
OL752727,18.328,30.233,29.843,,30.000,32.740,,31.679,1,18.328,5,30.000
OL752731,3.537,29.851,32.248,29.870,29.739,32.903,32.707,28.016,1,3.537,8,28.016
OL752733,4.502,28.782,31.494,29.450,29.412,31.674,32.500,29.119,1,4.502,5,29.412
OL752734,18.971,29.108,32.792,,27.331,31.449,,31.373,1,18.971,5,27.331
OL752735,3.859,27.778,32.468,30.519,29.412,33.226,32.075,27.586,1,3.859,8,27.586
OL752736,18.971,28.169,31.765,,30.000,31.760,,31.679,1,18.971,5,30.000
OL752737,3.215,29.231,33.225,29.870,28.664,30.348,33.835,27.059,1,3.215,8,27.059
OL752738,1.929,29.478,32.899,29.221,30.392,33.548,33.835,27.969,1,1.929,8,27.969
OL752739,17.363,29.070,30.830,,28.065,32.342,,32.157,1,17.363,5,28.065
OL752740,18.006,29.845,31.225,,28.710,,,32.549,1,18.006,5,28.710
OL752741,3.859,30.337,32.573,30.844,29.412,32.903,33.770,28.736,1,3.859,5,29.412
OL752742,17.685,29.963,30.830,,29.355,,,31.132,1,17.685,5,29.355
OL752744,2.572,28.077,33.550,29.739,29.085,33.333,35.621,29.412,1,2.572,5,29.085
OL752745,5.145,29.259,31.818,29.967,30.065,31.907,33.333,28.244,1,5.145,4,29.967
OL752746,3.537,28.352,31.922,29.870,28.758,31.783,34.314,28.405,1,3.537,5,28.758
OL752747,3.537,30.370,31.922,29.545,28.758,32.258,,27.586,1,3.537,5,28.758
OL752748,17.685,29.213,32.143,,29.355,31.557,,31.716,1,17.685,5,29.355
OL752749,16.720,29.963,34.091,,30.323,31.967,,30.588,1,16.720,5,30.323
OL752750,4.823,28.044,32.468,29.739,28.571,,32.381,29.502,1,4.823,5,28.571
OL752754,4.221,29.845,32.895,28.852,30.263,30.682,34.641,29.365,1,4.221,4,28.852
OL752757,3.537,29.630,32.573,29.085,29.085,33.333,32.959,27.203,1,3.537,8,27.203
OL752758,19.293,29.963,29.843,,30.000,31.301,,30.970,1,19.293,5,30.000
OL752759,3.537,29.368,33.550,30.519,29.085,31.343,34.641,28.352,1,3.537,5,29.085
OL752761,4.502,30.597,33.550,29.870,28.758,31.783,32.491,26.820,1,4.502,8,26.820
OL752762,4.502,28.782,32.143,28.571,30.065,32.792,31.905,29.617,1,4.502,4,28.571
OL752763,17.363,31.461,33.117,,30.323,,,33.333,1,17.363,5,30.323
OL752764,18.650,,29.032,,30.323,,,32.463,1,18.650,5,30.323
OL752765,18.006,,,,29.582,32.917,,29.245,1,18.006,5,29.582
OL752766,18.971,,,,29.582,32.917,,29.245,1,18.971,5,29.582
OL752767,2.572,30.337,33.550,30.065,29.739,33.548,34.182,27.969,1,2.572,8,27.969
OL752768,5.466,28.731,32.573,31.373,28.664,33.333,33.007,27.203,1,5.466,8,27.203
OL752769,2.894,30.337,32.899,28.896,31.148,32.258,32.787,27.586,1,2.894,8,27.586
OL752770,18.710,27.830,32.016,34.098,30.323,31.330,,32.950,1,18.710,5,30.323
OL752771,3.537,30.597,33.225,31.046,30.392,30.233,,26.820,1,3.537,8,26.820
OL752772,5.806,29.740,31.596,30.492,29.412,31.683,,28.462,1,5.806,5,29.412
OL752773,5.145,28.889,30.769,29.450,29.412,32.171,33.333,27.586,1,5.145,8,27.586
OL752774,17.042,,30.830,,29.032,31.760,,31.679,1,17.042,5,29.032
OL752775,4.823,27.407,32.899,29.126,30.065,31.507,33.333,28.517,1,4.823,2,27.407
OL752776,5.788,29.368,30.195,29.545,28.758,32.258,31.148,27.203,1,5.788,8,27.203
OL752777,3.537,30.597,33.876,30.519,29.739,29.851,33.835,28.352,1,3.537,8,28.352
OL752779,5.145,28.889,31.818,29.642,30.164,31.783,,29.119,1,5.145,5,30.164
OQ181376,18.119,30.221,28.571,28.571,29.227,29.238,31.727,30.177,1,18.119,3,28.571
OQ181377,18.325,29.855,28.825,28.396,28.757,29.150,31.680,30.523,1,18.325,4,28.396
OQ181378,17.034,27.838,29.113,29.341,28.213,29.559,31.339,29.563,1,17.034,5,28.213
OQ181379,17.914,29.972,28.913,28.415,28.679,29.238,31.401,29.647,1,17.914,4,28.415
OQ181380,20.095,29.614,27.827,26.933,29.922,29.559,30.453,30.815,1,20.095,4,26.933
OQ181381,17.490,30.014,28.649,28.571,28.425,29.513,32.160,29.973,1,17.490,5,28.425
OQ181382,18.737,30.519,29.460,28.737,29.178,29.198,31.934,29.940,1,18.737,4,28.737
OQ621774,4.797,29.434,31.890,32.353,25.510,30.968,32.627,28.346,1,4.797,8,28.346
OQ621789,6.835,,30.342,30.576,30.224,30.968,32.130,25.909,1,6.835,8,25.909
OQ240453,18.861,,27.972,,27.660,,,,1,18.861,5,27.660
OQ240454,18.467,,30.769,,25.500,32.340,,33.333,1,18.467,5,25.500
OQ240455,19.164,,27.273,,26.000,34.043,,30.734,1,19.164,5,26.000
OQ240456,17.422,,27.972,,28.906,32.189,,31.224,1,17.422,5,28.906
OQ240457,19.861,,29.586,,29.537,30.380,,32.787,1,19.861,5,29.537
OQ240458,19.164,30.315,29.452,,28.627,,,31.646,1,19.164,5,28.627
OQ240459,4.561,,31.489,32.482,25.532,30.968,,27.459,1,4.561,8,27.459
OQ240460,19.512,,29.858,,30.588,,,,1,19.512,5,30.588
OQ240461,17.073,,30.769,,29.514,31.897,,29.680,1,17.073,5,29.514
OQ240462,19.861,29.032,29.371,,,,,29.577,1,19.861,8,29.577
OQ240463,18.118,31.496,27.273,,29.617,31.081,,30.189,1,18.118,5,29.617
OQ240464,18.467,,29.268,,25.000,32.579,,31.651,1,18.467,5,25.000
OQ240465,17.073,,29.268,32.950,28.826,32.340,,29.245,1,17.073,5,28.826
OQ240466,19.512,,30.070,,29.167,,,,1,19.512,5,29.167
OQ240467,18.467,,,,27.000,,,30.734,1,18.467,5,27.000
OQ240468,18.467,,,,27.000,,,30.734,1,18.467,5,27.000
OM222702,18.218,30.462,29.089,27.878,28.499,28.846,31.387,30.260,1,18.218,4,27.878
OM222703,18.500,30.332,29.178,27.935,28.499,28.846,31.218,30.074,1,18.500,4,27.935
KX618477,6.107,,31.844,31.061,30.385,,31.447,28.169,1,6.107,8,28.169
KX618478,5.490,,28.472,,29.020,31.613,31.447,28.780,1,5.490,5,29.020
KX618479,5.725,,29.861,31.298,29.502,30.323,31.884,30.137,1,5.725,5,29.502
KX618480,5.761,,29.787,31.301,,30.864,30.189,27.041,1,5.761,8,27.041
KX618481,5.725,,29.787,31.179,,30.864,30.189,27.103,1,5.725,8,27.103
KX618482,5.323,,30.159,29.924,29.885,32.258,32.850,28.767,1,5.323,5,29.885
KX621422,4.729,30.134,28.646,26.368,27.230,28.156,30.683,28.166,1,4.729,4,26.368
KX621423,5.965,30.518,28.338,25.756,27.289,28.970,30.489,28.262,1,5.965,4,25.756
KX621424,6.316,30.116,28.072,25.756,27.289,28.738,30.489,28.084,1,6.316,4,25.756
KX621425,6.959,30.814,28.056,26.163,27.522,29.145,30.547,28.580,1,6.959,4,26.163
KX621427,2.865,30.756,28.263,26.166,27.230,29.470,30.210,27.891,1,2.865,4,26.166
KX621430,5.556,31.006,28.596,26.135,28.121,28.338,31.055,28.146,1,5.556,4,26.135
KX621435,5.731,30.609,28.961,26.426,27.729,28.405,31.095,27.678,1,5.731,4,26.426
KX621436,6.130,30.366,28.014,25.625,26.997,28.796,30.606,28.262,1,6.130,4,25.625
KX621437,6.663,30.814,28.237,26.202,27.449,28.889,30.506,28.518,1,6.663,4,26.202
KX621438,4.202,30.046,29.261,27.395,29.680,29.858,30.502,29.341,1,4.202,4,27.395
KX621439,4.145,30.116,28.571,25.771,27.797,28.172,29.806,27.671,1,4.145,4,25.771
KX621440,4.561,30.962,29.429,26.383,27.946,28.605,29.888,28.067,1,4.561,4,26.383
KX621442,3.860,30.586,29.004,26.500,27.729,28.771,30.529,27.812,1,3.860,4,26.500
KX621443,2.279,30.579,29.099,27.324,28.998,29.624,30.224,28.693,1,2.279,4,27.324
KX621444,2.425,30.947,28.944,26.396,27.910,29.014,30.388,28.448,1,2.425,4,26.396
KX621445,5.931,30.006,28.421,26.008,27.076,28.755,31.176,27.906,1,5.931,4,26.008
KX621446,5.778,30.222,28.638,26.051,27.060,28.621,31.059,27.843,1,5.778,4,26.051
KX621448,5.731,30.506,28.480,26.077,27.506,28.580,31.095,28.030,1,5.731,4,26.077
KX621449,5.848,30.604,27.914,25.904,27.522,28.730,30.171,28.492,1,5.848,4,25.904
KX621450,3.230,30.397,28.288,25.993,27.544,28.906,30.294,28.139,1,3.230,4,25.993
KX621451,5.164,30.409,28.755,26.347,28.262,28.797,31.176,28.218,1,5.164,4,26.347
KX621452,2.632,30.926,28.904,26.310,27.655,29.079,30.489,28.386,1,2.632,4,26.310
KX621455,5.731,31.185,29.096,25.758,27.522,29.072,30.811,28.794,1,5.731,4,25.758
KX621456,6.071,29.855,28.713,25.771,27.474,28.655,30.000,28.527,1,6.071,4,25.771
KX621457,3.743,30.501,28.422,26.383,27.496,28.555,30.077,27.750,1,3.743,4,26.383
KX621458,5.731,30.635,28.363,26.546,27.655,28.671,29.952,28.748,1,5.731,4,26.546
KX621459,5.439,30.402,28.305,26.313,27.538,28.671,29.892,28.625,1,5.439,4,26.313
KX621460,6.023,30.331,28.305,25.699,27.289,27.981,31.136,27.847,1,6.023,4,25.699
KX621461,3.041,30.751,28.397,26.077,27.713,28.946,30.253,28.218,1,3.041,4,26.077
KX621462,5.556,30.151,27.907,25.466,27.098,28.596,30.194,28.305,1,5.556,4,25.466
KX621463,3.977,31.043,28.929,27.040,28.255,28.596,30.144,27.881,1,3.977,4,27.040
KX621464,3.509,30.506,28.829,25.988,27.188,28.696,30.688,27.970,1,3.509,4,25.988
KX621465,3.567,31.159,29.079,26.426,27.622,28.405,30.376,27.785,1,3.567,4,26.426
KX621466,5.429,30.389,28.247,25.553,27.564,28.854,30.747,27.740,1,5.429,4,25.553
KX621467,6.543,31.523,29.128,26.364,29.057,29.554,30.438,28.845,1,6.543,4,26.364
KX621468,5.146,30.617,28.438,26.383,27.781,28.330,30.430,28.111,1,5.146,4,26.383
KX621471,4.174,30.621,28.981,26.507,27.374,29.025,30.824,27.239,1,4.174,4,26.507
KX621473,4.971,30.501,28.888,26.472,28.605,29.155,30.487,28.359,1,4.971,4,26.472
KX621474,4.035,30.948,28.846,26.224,28.138,29.545,30.737,28.192,1,4.035,4,26.224
KX621482,3.860,30.698,28.763,26.193,27.130,28.987,29.900,27.750,1,3.860,4,26.193
KX621484,5.439,30.541,28.538,25.889,27.464,29.121,30.453,27.936,1,5.439,4,25.889
KX621485,4.971,31.069,29.138,26.251,27.904,28.846,30.118,28.669,1,4.971,4,26.251
KX621493,5.130,30.216,28.914,26.026,27.566,28.087,30.706,27.918,1,5.130,4,26.026
KX621495,5.088,30.354,28.563,25.538,27.156,27.749,30.783,27.554,1,5.088,4,25.538
KX621500,5.779,30.488,28.081,25.668,27.055,28.488,30.376,28.501,1,5.779,4,25.668
KX621504,5.263,30.564,28.804,26.077,26.647,27.765,30.765,28.148,1,5.263,4,26.077
KX621505,6.257,30.498,28.770,26.251,27.421,27.442,30.647,27.256,1,6.257,4,26.251
KX621509,4.035,30.742,28.846,26.469,27.713,28.713,30.218,28.042,1,4.035,4,26.469
KX621510,6.199,29.942,28.863,26.064,27.464,29.213,30.901,28.607,1,6.199,4,26.064
KX621511,6.339,30.416,29.759,26.950,29.069,29.574,31.020,29.391,1,6.339,4,26.950
KX621512,3.626,30.493,29.062,27.040,27.230,28.538,30.312,28.183,1,3.626,4,27.040
KX621514,3.275,30.774,28.788,25.277,27.612,28.463,29.970,27.891,1,3.275,4,25.277
KX621515,5.477,30.671,29.887,27.286,29.433,29.462,29.832,29.291,1,5.477,4,27.286
KX621517,5.413,30.998,29.474,27.079,28.622,29.270,30.401,28.197,1,5.413,4,27.079
KX621520,4.202,31.263,29.901,27.620,29.730,29.624,30.478,29.025,1,4.202,4,27.620
KX621521,6.481,30.114,28.865,27.253,29.659,29.816,30.322,29.028,1,6.481,4,27.253
KX621523,4.678,30.331,29.079,26.849,27.347,28.846,30.724,28.633,1,4.678,4,26.849
KX621524,4.269,30.604,28.671,25.859,27.655,28.363,30.871,27.492,1,4.269,4,25.859
KX621525,4.772,30.585,30.064,27.537,29.211,29.666,30.508,28.622,1,4.772,4,27.537
KX621526,3.380,30.912,29.029,26.500,27.788,28.963,30.606,28.022,1,3.380,4,26.500
KX621528,5.848,30.064,28.014,25.859,27.405,29.220,30.672,28.262,1,5.848,4,25.859
KX621529,3.275,30.868,28.713,26.399,27.904,28.538,30.030,27.998,1,3.275,4,26.399
KX621532,3.989,30.829,30.092,27.498,29.253,29.787,31.168,28.905,1,3.989,4,27.498
KX621533,5.491,30.854,29.220,26.966,27.713,28.730,31.489,28.527,1,5.491,4,26.966
KX621535,4.912,30.483,28.231,26.224,27.781,28.738,30.589,28.059,1,4.912,4,26.224
KX621536,2.515,30.836,29.196,26.515,27.713,28.963,30.829,27.998,1,2.515,4,26.515
KX621538,6.842,30.099,28.472,26.469,27.739,29.395,30.691,28.986,1,6.842,4,26.469
KX621540,3.917,31.030,30.021,28.034,29.069,29.199,30.680,29.046,1,3.917,4,28.034
KX621542,3.275,30.657,28.829,26.034,27.538,29.062,31.037,28.245,1,3.275,4,26.034
KX621543,5.604,29.983,28.904,25.773,27.522,28.829,31.195,28.235,1,5.604,4,25.773
KX621544,3.684,30.395,28.480,25.902,27.188,28.929,30.842,27.822,1,3.684,4,25.902
KX632235,6.098,,34.031,,31.276,30.172,32.704,30.769,1,6.098,5,31.276
KX632236,5.792,,34.031,31.128,31.518,30.172,32.704,29.756,1,5.792,5,31.518
KX632237,5.405,,34.031,31.373,31.128,30.172,32.704,29.756,1,5.405,5,31.128
KX632238,6.250,,31.844,30.739,30.315,,31.447,27.805,1,6.250,8,27.805
KX632239,5.058,,30.726,31.765,,,33.333,27.317,1,5.058,8,27.317
KX632240,5.447,,32.168,31.373,31.373,30.172,32.704,29.756,1,5.447,5,31.373
KX632241,5.405,,32.461,,31.008,,32.857,27.488,1,5.405,8,27.488
KX632242,5.469,,31.285,,,,31.447,27.317,1,5.469,8,27.317
KX646270,5.417,,30.208,29.752,30.290,32.258,32.381,29.744,1,5.417,5,30.290
KX646271,6.557,,30.366,31.707,,30.864,30.189,26.943,1,6.557,8,26.943
KX646272,5.469,,31.319,30.739,29.572,,33.333,27.805,1,5.469,5,29.572
KX646273,6.250,,31.319,,29.961,,33.333,27.805,1,6.250,8,27.805
KX646274,5.622,,32.168,31.452,31.381,30.172,32.704,30.000,1,5.622,5,31.381
KX646275,5.000,,30.070,,30.992,,32.642,28.643,1,5.000,8,28.643
KX646276,2.564,,27.972,31.441,,,31.959,28.272,1,2.564,8,28.272
KX646277,5.932,,30.319,,30.802,32.258,30.818,29.744,1,5.932,5,30.802
KX646278,2.979,,27.972,31.897,,,31.841,28.351,1,2.979,8,28.351
KX646279,5.814,,31.250,,29.070,31.613,31.447,28.780,1,5.814,5,29.070
KX670565,5.021,,30.070,,31.120,,32.642,28.643,1,5.021,8,28.643
KX670566,6.615,,31.868,30.620,30.350,,33.333,27.805,1,6.615,5,30.350
KX670567,5.063,,31.414,,32.203,31.613,32.857,28.877,1,5.063,8,28.877
KX670568,7.004,,32.418,31.008,30.739,,31.447,27.805,1,7.004,8,27.805
KX670569,5.455,,31.319,,,31.765,33.333,27.928,1,5.455,8,27.928
KX670570,4.727,,32.292,29.924,29.924,30.323,30.476,29.825,1,4.727,4,29.924
KX670571,5.350,,32.461,,31.020,,32.857,28.643,1,5.350,8,28.643
KX670572,5.021,,30.070,,31.120,,32.642,28.643,1,5.021,8,28.643
KX670573,4.938,,31.937,,31.020,,32.381,28.141,1,4.938,8,28.141
KX670574,5.761,,32.292,31.148,29.508,30.323,31.429,30.808,1,5.761,5,29.508
KX766990,17.418,29.848,28.831,28.088,28.249,28.321,31.310,29.926,1,17.418,4,28.088
KX766991,17.362,29.792,28.774,28.032,28.192,28.265,31.254,29.926,1,17.362,4,28.032
KX766992,17.296,29.848,28.888,27.975,28.305,28.321,31.310,29.926,1,17.296,4,27.975
KX766993,17.296,29.848,28.831,27.975,28.249,28.265,31.310,29.864,1,17.296,4,27.975
KX766994,17.418,29.848,28.831,28.088,28.249,28.321,31.310,29.926,1,17.418,4,28.088
KX766995,17.362,29.792,28.831,28.032,28.249,28.321,31.254,29.988,1,17.362,4,28.032
KX766996,17.475,29.792,28.774,28.144,28.144,28.378,31.257,30.050,1,17.475,5,28.144
KX766997,17.306,29.792,28.944,28.032,28.249,28.321,31.366,29.988,1,17.306,4,28.032
KX766998,17.418,29.719,28.831,28.032,28.249,28.321,31.254,30.050,1,17.418,4,28.032
KX766999,17.362,29.792,28.831,28.032,28.249,28.321,31.254,29.988,1,17.362,4,28.032
KX767000,17.418,29.736,28.831,28.072,28.141,28.141,31.271,29.988,1,17.418,4,28.072
KX767001,17.475,29.961,29.148,28.201,28.305,28.604,31.517,30.050,1,17.475,5,28.305
KX767002,17.362,29.792,28.774,28.032,28.192,28.265,31.254,29.926,1,17.362,4,28.032
KX767003,17.362,29.792,28.774,28.032,28.192,28.265,31.254,29.926,1,17.362,4,28.032
KX767004,17.418,29.848,28.888,28.088,28.305,28.265,31.310,30.050,1,17.418,6,28.265
KX767005,17.296,29.792,28.831,27.975,28.079,28.378,31.310,29.802,1,17.296,4,27.975
KX767006,17.408,29.871,28.888,28.072,28.368,28.385,31.384,29.988,1,17.408,4,28.072
KX767007,17.362,29.792,28.944,27.919,28.305,28.378,31.310,29.988,1,17.362,4,27.919
KX767008,17.362,29.921,28.774,27.959,28.141,28.328,31.327,29.740,1,17.362,4,27.959
KX767009,17.362,29.921,28.774,27.959,28.141,28.328,31.327,29.740,1,17.362,4,27.959
KX767010,17.418,29.961,29.001,28.032,28.418,28.378,31.366,29.926,1,17.418,4,28.032
KX767011,17.756,30.084,29.115,28.298,28.425,28.312,31.609,30.112,1,17.756,6,28.312
KX767012,17.418,29.848,28.888,28.088,28.305,28.378,31.310,30.050,1,17.418,4,28.088
KX767013,17.362,29.736,28.831,27.975,28.249,28.321,31.366,29.988,1,17.362,4,27.975
KX767014,17.362,29.680,28.774,27.975,28.305,28.265,31.310,29.988,1,17.362,4,27.975
KX767015,17.418,29.736,28.888,27.903,28.305,28.321,31.422,30.050,1,17.418,4,27.903
KX767016,17.362,29.736,28.831,27.975,28.249,28.321,31.366,29.988,1,17.362,4,27.975
KX767017,17.362,29.736,28.831,27.975,28.249,28.321,31.366,29.988,1,17.362,4,27.975
KX767018,17.587,30.017,29.058,28.257,28.475,28.418,31.591,30.093,1,17.587,4,28.257
KX767019,17.306,29.680,28.774,27.919,28.192,28.265,31.310,30.050,1,17.306,4,27.919
KX767020,17.306,29.607,28.831,28.032,28.249,28.249,31.366,30.130,1,17.306,4,28.032
KX767021,17.521,29.904,29.001,28.144,28.362,28.434,31.422,30.118,1,17.521,4,28.144
KX767022,17.362,29.680,28.831,28.032,28.249,28.321,31.310,29.988,1,17.362,4,28.032
KX767023,17.362,29.736,28.831,27.975,28.249,28.321,31.366,29.988,1,17.362,4,27.975
KX767024,17.418,29.848,28.888,27.887,28.249,28.265,31.310,30.050,1,17.418,4,27.887
KX767025,17.475,29.792,29.001,28.144,28.305,28.434,31.478,30.112,1,17.475,4,28.144
KX767026,17.362,29.736,28.831,27.975,28.249,28.321,31.366,29.988,1,17.362,4,27.975
KX767027,17.475,29.680,28.862,27.862,28.362,28.321,31.422,29.926,1,17.475,4,27.862
KX767028,17.418,29.792,28.888,28.032,28.305,28.378,31.422,30.050,1,17.418,4,28.032
KX767029,17.306,29.607,28.831,27.975,28.192,28.192,31.310,30.112,1,17.306,4,27.975
KX767030,17.418,29.792,28.888,28.032,28.249,28.321,31.366,29.994,1,17.418,4,28.032
KX767031,17.418,29.792,28.888,28.032,28.305,28.378,31.422,29.926,1,17.418,4,28.032
KX767032,17.418,29.792,28.831,27.975,28.305,28.321,31.478,29.944,1,17.418,4,27.975
KX767033,17.475,29.680,28.862,27.862,28.362,28.321,31.422,29.926,1,17.475,4,27.862
KX767034,5.071,30.427,28.328,25.822,27.641,28.839,29.924,27.847,1,5.071,4,25.822
KX767035,5.012,30.369,28.328,25.911,27.700,28.781,29.982,27.908,1,5.012,4,25.911
KX767036,5.071,30.427,28.387,25.969,27.758,28.839,30.041,27.970,1,5.071,4,25.969
KX767037,5.012,30.369,28.328,25.911,27.700,28.781,29.982,27.908,1,5.012,4,25.911
KX767038,5.012,30.369,28.328,25.911,27.700,28.781,29.982,27.908,1,5.012,4,25.911
KX767039,5.012,30.369,28.328,25.911,27.700,28.781,29.982,27.908,1,5.012,4,25.911
KX767040,5.071,30.427,28.387,25.969,27.758,28.839,30.041,27.970,1,5.071,4,25.969
KX767041,5.012,30.369,28.328,25.911,27.700,28.781,29.982,27.908,1,5.012,4,25.911
KX767042,5.189,30.427,28.387,26.028,27.758,28.781,30.041,27.908,1,5.189,4,26.028
KX767043,5.012,30.369,28.328,25.911,27.700,28.781,29.982,27.908,1,5.012,4,25.911
KX767044,5.012,30.369,28.328,25.911,27.700,28.781,29.982,27.908,1,5.012,4,25.911
KX767045,5.130,30.486,28.253,25.969,27.817,28.898,30.041,27.891,1,5.130,4,25.969
KX767046,5.012,30.369,28.328,25.911,27.700,28.781,29.982,27.908,1,5.012,4,25.911
KX767047,5.071,30.310,28.270,25.969,27.641,28.839,29.924,27.908,1,5.071,4,25.969
KX767048,5.130,30.486,28.312,26.028,27.817,28.898,30.100,28.032,1,5.130,4,26.028
KX767049,5.071,30.427,28.387,25.911,27.758,28.839,30.018,27.970,1,5.071,4,25.911
KX767050,5.071,30.427,28.504,25.969,27.758,28.839,30.041,27.970,1,5.071,4,25.969
KX767051,5.130,30.486,28.446,25.911,27.817,28.898,30.100,27.891,1,5.130,4,25.911
KX767052,5.071,30.310,28.270,25.969,27.641,28.839,29.924,27.908,1,5.071,4,25.969
KX767053,5.307,30.392,28.270,26.087,27.817,28.781,30.041,27.908,1,5.307,4,26.087
KX767054,5.307,30.333,28.420,26.087,27.817,28.722,30.065,27.970,1,5.307,4,26.087
KX767055,5.248,30.486,28.773,26.087,27.817,29.015,30.299,28.156,1,5.248,4,26.087
KX767056,5.189,30.369,28.488,26.072,27.700,28.722,30.276,28.139,1,5.189,4,26.072
KX767057,5.189,30.369,28.488,26.072,27.700,28.722,30.276,28.139,1,5.189,4,26.072
KX767058,5.071,30.117,28.387,26.146,27.817,28.722,30.041,28.077,1,5.071,4,26.146
KX767059,5.248,30.193,28.446,26.087,27.641,28.722,30.100,27.953,1,5.248,4,26.087
KX767060,5.189,30.369,28.370,26.013,27.700,28.722,30.159,28.077,1,5.189,4,26.013
KX767061,5.189,30.193,28.446,26.028,27.758,28.722,30.159,27.953,1,5.189,4,26.028
KX767062,5.071,30.252,28.387,26.028,27.582,28.605,30.218,27.891,1,5.071,4,26.028
KX767063,5.012,30.117,28.328,25.969,27.523,28.722,30.100,27.953,1,5.012,4,25.969
KX767064,4.953,30.193,28.387,26.028,27.582,28.722,30.041,27.953,1,4.953,4,26.028
KX767065,5.012,30.252,28.446,26.087,27.641,28.781,30.100,28.015,1,5.012,4,26.087
KX767066,5.071,30.252,28.387,26.087,27.700,28.722,30.041,28.015,1,5.071,4,26.087
KX767067,5.071,30.182,28.387,26.028,27.641,28.664,30.041,28.015,1,5.071,4,26.028
KX767068,4.953,30.193,28.387,26.028,27.582,28.722,30.041,27.953,1,4.953,4,26.028
KX767069,5.130,30.369,28.563,25.969,27.876,28.898,30.159,27.953,1,5.130,4,25.969
KX767070,4.953,30.252,28.270,26.028,27.641,28.722,30.100,27.891,1,4.953,4,26.028
KX767071,5.012,30.310,28.328,26.087,27.700,28.781,30.159,27.953,1,5.012,4,26.087
KX767072,5.071,30.252,28.446,25.969,27.582,28.722,30.041,28.015,1,5.071,4,25.969
KX767073,5.130,30.135,28.387,26.087,27.641,28.781,30.100,27.953,1,5.130,4,26.087
KX767074,5.189,30.216,28.504,26.146,27.657,28.856,30.159,28.218,1,5.189,4,26.146
KX767075,5.248,30.427,28.370,26.072,27.758,28.781,30.218,27.998,1,5.248,4,26.072
KX767076,5.071,30.175,28.370,25.954,27.716,28.664,30.218,28.139,1,5.071,4,25.954
KX767077,5.130,30.252,28.211,25.793,27.700,28.605,29.865,27.836,1,5.130,4,25.793
KX784096,4.854,33.654,30.916,31.090,,32.692,33.762,27.273,1,4.854,8,27.273
KX784097,4.074,29.646,32.487,29.545,29.630,33.333,33.333,27.854,1,4.074,8,27.854
