Accession,AssignedGenotype,Subtype2aDistance,Subtype2aDistance,Subtype2bDistance,Subtype2bDistance,Subtype2cDistance,Subtype2dDistance,Subtype2eDistance,Subtype2fDistance,Subtype2fDistance,Subtype2iDistance,Subtype2jDistance,Subtype2jDistance,Subtype2kDistance,Subtype2lDistance,Subtype2lDistance,Subtype2mDistance,Subtype2mDistance,Subtype2qDistance,Subtype2qDistance,Subtype2rDistance,Subtype2tDistance,Subtype2uDistance,Subtype2vDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MG891556,2,0.080,0.080,18.364,18.364,17.189,16.546,17.963,15.926,15.926,17.430,15.756,15.756,16.225,21.652,21.652,15.981,15.981,15.341,15.341,15.994,19.370,16.176,15.832,2a,0.080,2q,15.341
MG891557,2,0.161,0.161,18.605,18.605,17.269,16.626,18.043,16.006,16.006,17.510,15.997,15.997,16.225,21.893,21.893,16.142,16.142,15.341,15.341,16.074,19.451,16.340,16.074,2a,0.161,2q,15.341
MG891558,2,0.080,0.080,18.364,18.364,17.189,16.546,17.963,15.926,15.926,17.430,15.756,15.756,16.225,21.652,21.652,15.981,15.981,15.341,15.341,15.994,19.370,16.176,15.832,2a,0.080,2q,15.341
MG891559,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891560,2,0.241,0.241,18.685,18.685,17.349,16.707,18.123,16.087,16.087,17.416,16.077,16.077,16.386,21.973,21.973,16.303,16.303,15.329,15.329,16.155,19.693,16.503,16.155,2a,0.241,2q,15.329
MG891561,2,0.080,0.080,18.364,18.364,17.189,16.546,17.963,15.926,15.926,17.430,15.756,15.756,16.225,21.652,21.652,15.981,15.981,15.341,15.341,15.994,19.370,16.176,15.832,2a,0.080,2q,15.341
MG891562,2,0.402,0.402,18.845,18.845,17.510,16.868,18.284,16.087,16.087,17.751,16.238,16.238,16.466,22.133,22.133,16.384,16.384,15.582,15.582,16.317,19.693,16.585,16.317,2a,0.402,2q,15.582
MG891563,2,0.080,0.080,18.364,18.364,17.189,16.546,17.963,15.926,15.926,17.430,15.756,15.756,16.225,21.652,21.652,15.981,15.981,15.341,15.341,15.994,19.370,16.176,15.832,2a,0.080,2q,15.341
MG891564,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891565,2,0.321,0.321,18.605,18.605,17.349,16.546,17.883,16.087,16.087,17.349,15.997,15.997,16.225,21.973,21.973,16.223,16.223,15.341,15.341,16.155,19.532,16.340,16.074,2a,0.321,2q,15.341
MG891566,2,0.241,0.241,18.605,18.605,17.108,16.626,17.883,15.845,15.845,17.510,15.916,15.916,16.145,21.732,21.732,16.303,16.303,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.241,2q,15.261
MG891567,2,0.080,0.080,18.524,18.524,17.028,16.546,17.803,15.764,15.764,17.430,15.756,15.756,16.064,21.652,21.652,16.142,16.142,15.181,15.181,15.832,19.370,16.176,15.832,2a,0.080,2q,15.181
MG891568,2,0.080,0.080,18.444,18.444,17.108,16.465,17.803,15.845,15.845,17.349,15.836,15.836,16.225,21.652,21.652,16.061,16.061,15.181,15.181,15.913,19.451,16.258,15.994,2a,0.080,2q,15.181
MG891569,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891570,2,0.080,0.080,18.364,18.364,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.652,21.652,16.142,16.142,15.341,15.341,15.994,19.532,16.340,15.994,2a,0.080,2q,15.341
MG891571,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891572,2,0.080,0.080,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,16.142,16.142,15.341,15.341,15.994,19.532,16.340,15.994,2a,0.080,2q,15.341
MG891573,2,0.161,0.161,18.605,18.605,17.269,16.546,17.963,15.845,15.845,17.510,15.997,15.997,16.145,21.893,21.893,16.142,16.142,15.341,15.341,15.994,19.613,16.422,15.994,2a,0.161,2q,15.341
MG891574,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891575,2,0.161,0.161,18.605,18.605,17.269,16.626,18.043,16.006,16.006,17.510,15.997,15.997,16.305,21.893,21.893,16.223,16.223,15.422,15.422,16.074,19.613,16.422,16.074,2a,0.161,2q,15.422
MG891576,2,0.161,0.161,18.605,18.605,17.108,16.626,17.883,15.845,15.845,17.430,15.675,15.675,16.145,21.652,21.652,16.061,16.061,15.100,15.100,15.913,19.451,16.176,15.751,2a,0.161,2q,15.100
MG891577,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891578,2,0.080,0.080,18.524,18.524,17.189,16.546,17.883,15.926,15.926,17.430,15.916,15.916,16.225,21.732,21.732,16.142,16.142,15.341,15.341,15.994,19.532,16.340,15.994,2a,0.080,2q,15.341
MG891579,2,0.080,0.080,18.364,18.364,17.189,16.384,17.963,15.764,15.764,17.269,15.709,15.709,16.064,21.652,21.652,15.981,15.981,15.181,15.181,15.994,19.370,16.340,15.832,2a,0.080,2q,15.181
MG891580,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891581,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891582,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891583,2,0.080,0.080,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,16.142,16.142,15.341,15.341,15.994,19.532,16.340,15.994,2a,0.080,2q,15.341
MG891584,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891585,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891586,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891587,2,0.161,0.161,18.444,18.444,17.108,16.626,17.883,16.006,16.006,17.189,15.836,15.836,16.145,21.893,21.893,16.061,16.061,15.261,15.261,16.074,19.613,16.422,15.913,2a,0.161,2q,15.261
MG891588,2,0.080,0.080,18.364,18.364,17.028,16.384,17.803,15.764,15.764,17.269,15.756,15.756,16.064,21.652,21.652,15.981,15.981,15.181,15.181,15.832,19.370,16.340,15.832,2a,0.080,2q,15.181
MG891589,2,0.161,0.161,18.605,18.605,17.028,16.626,17.883,15.845,15.845,17.510,15.836,15.836,16.064,21.732,21.732,16.223,16.223,15.261,15.261,15.913,19.451,16.258,15.832,2a,0.161,2q,15.261
MG891590,2,0.080,0.080,18.364,18.364,17.028,16.465,17.963,15.845,15.845,17.430,15.916,15.916,16.064,21.732,21.732,16.142,16.142,15.181,15.181,15.994,19.370,16.176,15.832,2a,0.080,2q,15.181
MG891591,2,0.080,0.080,18.364,18.364,17.028,16.384,17.803,15.764,15.764,17.269,15.756,15.756,16.064,21.652,21.652,15.981,15.981,15.181,15.181,15.832,19.370,16.340,15.832,2a,0.080,2q,15.181
MG891592,2,0.080,0.080,18.364,18.364,17.189,16.546,17.883,15.926,15.926,17.349,15.836,15.836,16.225,21.652,21.652,15.981,15.981,15.341,15.341,15.913,19.451,16.258,15.994,2a,0.080,2q,15.341
MG891593,2,0.161,0.161,18.284,18.284,17.108,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.145,21.652,21.652,16.061,16.061,15.261,15.261,15.994,19.370,16.176,15.913,2a,0.161,2q,15.261
MG891594,2,0.080,0.080,18.364,18.364,17.028,16.384,17.803,15.764,15.764,17.269,15.756,15.756,16.064,21.652,21.652,15.981,15.981,15.181,15.181,15.832,19.370,16.340,15.832,2a,0.080,2q,15.181
MG891595,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891596,2,0.080,0.080,18.524,18.524,17.028,16.546,17.803,15.764,15.764,17.430,15.756,15.756,16.064,21.652,21.652,16.142,16.142,15.181,15.181,15.832,19.370,16.176,15.832,2a,0.080,2q,15.181
MG891597,2,0.161,0.161,18.605,18.605,17.028,16.626,17.883,15.845,15.845,17.510,15.836,15.836,16.064,21.732,21.732,16.223,16.223,15.261,15.261,15.913,19.451,16.258,15.832,2a,0.161,2q,15.261
MG891598,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891599,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891600,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891601,2,0.241,0.241,18.685,18.685,17.189,16.546,18.123,15.926,15.926,17.430,15.756,15.756,16.225,21.812,21.812,15.981,15.981,15.341,15.341,15.994,19.693,16.176,15.994,2a,0.241,2q,15.341
MG891602,2,0.161,0.161,18.444,18.444,17.269,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.305,21.732,21.732,16.061,16.061,15.422,15.422,15.994,19.451,16.340,16.074,2a,0.161,2q,15.422
MG891603,2,0.161,0.161,18.364,18.364,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.142,16.142,15.422,15.422,15.913,19.290,16.258,15.832,2a,0.161,2q,15.422
MG891604,2,0.080,0.080,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,16.142,16.142,15.341,15.341,15.994,19.451,16.340,15.994,2a,0.080,2q,15.341
MG891605,2,0.161,0.161,18.284,18.284,16.948,16.384,17.883,15.764,15.764,17.349,15.836,15.836,15.984,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.290,16.258,16.074,2a,0.161,2q,15.261
MG891606,2,0.402,0.402,18.765,18.765,17.335,16.868,18.204,16.074,16.074,17.510,15.984,15.984,16.466,22.053,22.053,16.303,16.303,15.663,15.663,16.061,19.774,16.503,16.142,2a,0.402,2q,15.663
MG891607,2,0.080,0.080,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,16.142,16.142,15.341,15.341,15.994,19.532,16.340,15.994,2a,0.080,2q,15.341
MG891608,2,0.080,0.080,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,16.142,16.142,15.341,15.341,15.994,19.532,16.340,15.994,2a,0.080,2q,15.341
MG891609,2,0.241,0.241,18.685,18.685,17.189,16.707,17.963,15.926,15.926,17.590,15.916,15.916,16.225,21.812,21.812,16.223,16.223,15.341,15.341,15.994,19.532,16.340,15.913,2a,0.241,2q,15.341
MG891610,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891611,2,0.080,0.080,18.474,18.474,17.189,16.546,17.963,15.926,15.926,17.430,15.836,15.836,16.225,21.830,21.830,16.142,16.142,15.341,15.341,15.994,19.370,16.340,15.994,2a,0.080,2q,15.341
MG891612,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891613,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891614,2,0.080,0.080,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,16.142,16.142,15.341,15.341,15.994,19.532,16.340,15.994,2a,0.080,2q,15.341
MG891615,2,0.080,0.080,18.364,18.364,17.108,16.546,17.803,15.845,15.845,17.269,15.756,15.756,16.225,21.812,21.812,16.061,16.061,15.261,15.261,15.832,19.370,16.176,15.832,2a,0.080,2q,15.261
MG891616,2,0.080,0.080,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,16.142,16.142,15.341,15.341,15.994,19.532,16.340,15.994,2a,0.080,2q,15.341
MG891617,2,0.161,0.161,18.605,18.605,17.269,16.626,17.963,16.006,16.006,17.510,15.997,15.997,16.305,21.652,21.652,16.223,16.223,15.422,15.422,16.074,19.613,16.422,16.074,2a,0.161,2q,15.422
MG891618,2,0.161,0.161,18.364,18.364,17.189,16.465,17.963,16.006,16.006,17.510,15.916,15.916,16.305,21.732,21.732,16.142,16.142,15.261,15.261,15.913,19.370,16.422,15.994,2a,0.161,2q,15.261
MG891619,2,0.161,0.161,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.269,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.422,15.422,15.994,19.532,16.340,15.994,2a,0.161,2q,15.422
MG891620,2,0.161,0.161,18.554,18.554,17.269,16.626,18.043,16.006,16.006,17.510,15.916,15.916,16.305,21.910,21.910,16.223,16.223,15.422,15.422,16.074,19.451,16.422,16.074,2a,0.161,2q,15.422
MG891621,2,0.080,0.080,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,16.142,16.142,15.341,15.341,15.994,19.532,16.340,15.994,2a,0.080,2q,15.341
MG891622,2,0.080,0.080,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,16.142,16.142,15.341,15.341,15.994,19.532,16.340,15.994,2a,0.080,2q,15.341
MG891623,2,0.161,0.161,18.444,18.444,16.948,16.465,17.723,15.683,15.683,17.349,15.756,15.756,16.064,21.652,21.652,16.061,16.061,15.181,15.181,15.751,19.451,16.095,15.913,2a,0.161,2q,15.181
MG891624,2,0.080,0.080,18.364,18.364,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.652,21.652,16.142,16.142,15.341,15.341,15.994,19.532,16.176,15.994,2a,0.080,2q,15.341
MG891625,2,0.161,0.161,18.444,18.444,16.948,16.626,17.723,15.683,15.683,17.349,15.675,15.675,15.984,21.572,21.572,16.061,16.061,15.100,15.100,15.751,19.290,16.095,15.751,2a,0.161,2q,15.100
MG891626,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891627,2,0.161,0.161,18.605,18.605,17.269,16.626,18.043,16.006,16.006,17.510,15.997,15.997,16.305,21.893,21.893,16.223,16.223,15.422,15.422,16.074,19.613,16.422,16.074,2a,0.161,2q,15.422
MG891628,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891629,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891630,2,0.080,0.080,18.524,18.524,17.028,16.546,17.803,15.764,15.764,17.430,15.756,15.756,16.064,21.652,21.652,16.142,16.142,15.181,15.181,15.832,19.370,16.176,15.832,2a,0.080,2q,15.181
MG891631,2,0.161,0.161,18.444,18.444,17.189,16.546,18.043,16.006,16.006,17.510,15.997,15.997,16.145,21.732,21.732,16.142,16.142,15.422,15.422,15.994,19.613,16.258,16.074,2a,0.161,2q,15.422
MG891632,2,0.241,0.241,18.364,18.364,17.189,16.626,18.123,16.006,16.006,17.590,15.997,15.997,16.225,21.893,21.893,16.142,16.142,15.341,15.341,16.155,19.532,16.176,15.994,2a,0.241,2q,15.341
MG891633,2,0.161,0.161,18.524,18.524,17.189,16.626,18.043,15.845,15.845,17.349,15.997,15.997,16.305,21.893,21.893,16.223,16.223,15.422,15.422,16.074,19.532,16.422,16.074,2a,0.161,2q,15.422
MG891634,2,0.080,0.080,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.652,21.652,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.080,2q,15.261
MG891635,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891636,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891637,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891638,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891639,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891640,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891641,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891642,2,0.161,0.161,18.444,18.444,17.269,16.546,17.978,16.006,16.006,17.510,15.997,15.997,16.305,21.812,21.812,16.223,16.223,15.181,15.181,15.913,19.290,16.422,15.913,2a,0.161,2q,15.181
MG891643,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891644,2,0.161,0.161,18.364,18.364,17.189,16.546,17.963,15.926,15.926,17.430,15.756,15.756,16.225,21.732,21.732,16.142,16.142,15.341,15.341,15.832,19.370,16.176,15.994,2a,0.161,2q,15.341
MG891645,2,0.161,0.161,18.444,18.444,17.269,16.546,17.978,16.006,16.006,17.510,15.997,15.997,16.305,21.812,21.812,16.223,16.223,15.181,15.181,15.913,19.290,16.422,15.913,2a,0.161,2q,15.181
MG891646,2,0.161,0.161,18.605,18.605,17.269,16.626,18.043,16.006,16.006,17.510,15.836,15.836,16.305,21.893,21.893,16.223,16.223,15.422,15.422,16.074,19.613,16.422,16.074,2a,0.161,2q,15.422
MG891647,2,0.080,0.080,18.444,18.444,17.189,16.465,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,16.142,16.142,15.341,15.341,15.994,19.451,16.340,15.994,2a,0.080,2q,15.341
MG891648,2,0.161,0.161,18.605,18.605,17.269,16.626,18.043,16.006,16.006,17.510,15.836,15.836,16.305,21.893,21.893,16.223,16.223,15.422,15.422,16.074,19.613,16.422,16.074,2a,0.161,2q,15.422
MG891649,2,0.241,0.241,18.364,18.364,17.028,16.707,17.803,16.087,16.087,17.430,15.916,15.916,16.064,21.893,21.893,15.981,15.981,15.181,15.181,15.994,19.370,16.176,16.155,2a,0.241,2q,15.181
MG891650,2,0.080,0.080,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,15.981,15.981,15.181,15.181,15.994,19.532,16.340,15.832,2a,0.080,2q,15.181
MG891651,2,0.161,0.161,18.605,18.605,17.269,16.465,18.043,15.845,15.845,17.510,15.997,15.997,16.305,21.812,21.812,16.223,16.223,15.261,15.261,16.074,19.451,16.258,15.994,2a,0.161,2q,15.261
MG891652,2,0.080,0.080,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.349,15.756,15.756,16.225,21.732,21.732,15.981,15.981,15.181,15.181,15.994,19.532,16.258,15.832,2a,0.080,2q,15.181
MG891653,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891654,2,0.161,0.161,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,16.142,16.142,15.341,15.341,15.994,19.532,16.340,15.994,2a,0.161,2q,15.341
MG891655,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891656,2,0.402,0.402,18.845,18.845,17.510,16.868,18.284,16.087,16.087,17.751,16.238,16.238,16.466,22.133,22.133,16.384,16.384,15.582,15.582,16.317,19.693,16.585,16.317,2a,0.402,2q,15.582
MG891657,2,0.241,0.241,18.524,18.524,17.028,16.546,17.831,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,15.981,15.981,15.341,15.341,15.994,19.370,16.176,15.832,2a,0.241,2q,15.341
MG891658,2,0.080,0.080,18.364,18.364,17.189,16.546,17.963,15.926,15.926,17.430,15.756,15.756,16.225,21.652,21.652,15.981,15.981,15.341,15.341,15.994,19.370,16.176,15.832,2a,0.080,2q,15.341
MG891659,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891660,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891661,2,0.241,0.241,18.444,18.444,17.269,16.384,17.963,15.926,15.926,17.430,15.836,15.836,16.225,21.732,21.732,16.142,16.142,15.181,15.181,15.832,19.370,16.340,15.994,2a,0.241,2q,15.181
MG891662,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891663,2,0.080,0.080,18.364,18.364,17.189,16.384,17.963,15.764,15.764,17.269,15.916,15.916,16.225,21.812,21.812,15.981,15.981,15.181,15.181,15.832,19.370,16.340,15.994,2a,0.080,2q,15.181
MG891664,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891665,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891666,2,0.080,0.080,18.364,18.364,17.189,16.546,17.963,15.926,15.926,17.430,15.756,15.756,16.225,21.652,21.652,15.981,15.981,15.341,15.341,15.994,19.370,16.176,15.832,2a,0.080,2q,15.341
MG891667,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891668,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
MG891669,2,0.080,0.080,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,16.142,16.142,15.341,15.341,15.994,19.532,16.340,15.994,2a,0.080,2q,15.341
MG891670,2,0.161,0.161,18.444,18.444,17.108,16.465,18.043,15.683,15.683,17.349,15.997,15.997,16.225,21.732,21.732,16.061,16.061,15.341,15.341,15.913,19.613,16.176,16.074,2a,0.161,2q,15.341
MG891671,2,0.080,0.080,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.080,2q,15.261
MG891672,2,0.080,0.080,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,16.142,16.142,15.341,15.341,15.994,19.532,16.340,15.994,2a,0.080,2q,15.341
MG891673,2,0.080,0.080,18.524,18.524,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.812,21.812,16.142,16.142,15.341,15.341,15.994,19.532,16.340,15.994,2a,0.080,2q,15.341
MG891674,2,0.080,0.080,18.444,18.444,17.189,16.465,17.963,15.764,15.764,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.994,19.370,16.258,15.832,2a,0.080,2q,15.261
MG891675,2,0.080,0.080,18.364,18.364,17.189,16.546,17.963,15.926,15.926,17.430,15.916,15.916,16.225,21.732,21.732,16.142,16.142,15.341,15.341,15.994,19.532,16.258,15.994,2a,0.080,2q,15.341
MG891676,2,0.000,0.000,18.444,18.444,17.108,16.465,17.883,15.845,15.845,17.349,15.836,15.836,16.145,21.732,21.732,16.061,16.061,15.261,15.261,15.913,19.451,16.258,15.913,2a,0.000,2q,15.261
