Accession,AssignedGenotype,Subtype3aDistance,Subtype3bDistance,Subtype3dDistance,Subtype3eDistance,Subtype3gDistance,Subtype3gDistance,Subtype3hDistance,Subtype3iDistance,Subtype3iDistance,Subtype3kDistance,Subtype3kDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
KP163148,3,6.609,17.483,18.087,22.957,21.678,21.678,29.636,22.203,22.203,24.870,24.870,3a,6.609,3b,17.483
KP163152,3,6.609,17.832,20.522,21.217,21.853,21.853,28.423,22.679,22.679,24.000,24.000,3a,6.609,3b,17.832
KP163154,3,7.721,18.216,19.392,22.411,22.348,22.348,29.135,21.748,21.748,25.235,25.235,3a,7.721,3b,18.216
KP163158,3,6.783,17.832,19.130,21.739,21.678,21.678,29.217,20.979,20.979,23.130,23.130,3a,6.783,3b,17.832
KP163160,3,8.000,19.930,21.043,22.783,22.902,22.902,27.210,21.786,21.786,25.391,25.391,3a,8.000,3b,19.930
KP163163,3,7.252,17.658,19.275,22.519,22.073,22.073,28.626,20.777,20.777,24.618,24.618,3a,7.252,3b,17.658
KP163169,3,10.609,18.531,21.565,22.609,22.203,22.203,28.522,20.804,20.804,24.522,24.522,3a,10.609,3b,18.531
KP163172,3,7.401,16.788,18.412,20.939,20.255,20.255,27.848,21.494,21.494,24.188,24.188,3a,7.401,3b,16.788
KP163175,3,7.652,19.056,18.435,22.957,22.727,22.727,29.913,21.853,21.853,24.000,24.000,3a,7.652,3d,18.435
KP163184,3,7.523,19.188,18.061,22.385,21.402,21.402,29.982,21.553,21.553,25.641,25.641,3a,7.523,3d,18.061
KP163186,3,7.356,19.788,19.965,22.592,22.085,22.085,28.242,21.034,21.034,23.023,23.023,3a,7.356,3d,19.965
KP163189,3,7.130,17.657,19.130,22.957,22.378,22.378,28.596,21.429,21.429,24.263,24.263,3a,7.130,3b,17.657
KP163198,3,8.664,19.526,19.314,24.549,22.628,22.628,30.018,23.133,23.133,25.451,25.451,3a,8.664,3d,19.314
KP163201,3,7.042,16.696,19.542,21.025,21.137,21.137,28.774,20.856,20.856,23.415,23.415,3a,7.042,3b,16.696
KP163205,3,8.174,18.706,18.957,22.087,22.028,22.028,27.461,22.321,22.321,24.348,24.348,3a,8.174,3d,18.957
KP163209,3,7.443,17.274,18.130,21.947,21.113,21.113,29.962,21.359,21.359,23.855,23.855,3a,7.443,3b,17.274
KP163210,3,6.750,17.500,18.828,21.314,22.143,22.143,27.965,20.357,20.357,24.156,24.156,3a,6.750,3b,17.500
KP163215,3,7.570,18.431,20.423,21.201,21.168,21.168,30.018,21.494,21.494,23.944,23.944,3a,7.570,3b,18.431
KP163218,3,7.042,17.940,18.662,22.085,22.263,22.263,28.673,21.429,21.429,24.472,24.472,3a,7.042,3b,17.940
KP163221,3,6.609,18.007,19.304,22.783,23.252,23.252,27.556,22.500,22.500,24.174,24.174,3a,6.609,3b,18.007
KP163225,3,9.391,20.105,19.130,22.435,21.853,21.853,29.809,22.028,22.028,24.696,24.696,3a,9.391,3d,19.130
KP163232,3,6.957,18.881,18.087,22.435,22.552,22.552,27.210,22.203,22.203,23.958,23.958,3a,6.957,3d,18.087
KP163237,3,7.826,17.657,18.609,22.087,22.378,22.378,27.903,22.321,22.321,24.174,24.174,3a,7.826,3b,17.657
KP163245,3,7.304,19.231,19.130,22.261,22.902,22.902,28.596,20.536,20.536,25.043,25.043,3a,7.304,3d,19.130
KP163246,3,7.652,18.007,20.870,23.304,22.552,22.552,30.087,22.727,22.727,25.391,25.391,3a,7.652,3b,18.007
KP163251,3,6.609,17.832,18.739,22.067,21.908,21.908,28.423,22.143,22.143,24.077,24.077,3a,6.609,3b,17.832
KP163252,3,8.522,18.007,17.565,21.217,21.503,21.503,27.478,21.925,21.925,24.000,24.000,3a,8.522,3d,17.565
KP163258,3,6.832,18.012,20.290,23.602,22.407,22.407,29.913,20.332,20.332,26.294,26.294,3a,6.832,3b,18.012
KP163261,3,9.938,20.704,20.497,26.915,24.431,24.431,31.223,23.237,23.237,28.364,28.364,3a,9.938,3d,20.497
KP163262,3,7.660,19.462,19.048,25.052,22.567,22.567,29.130,22.614,22.614,26.915,26.915,3a,7.660,3d,19.048
KP163268,3,8.075,18.841,20.704,23.602,21.369,21.369,26.797,19.917,19.917,24.638,24.638,3a,8.075,3b,18.841
KP163269,3,7.867,19.669,19.876,24.017,21.739,21.739,,20.747,20.747,25.466,25.466,3a,7.867,3b,19.669
KP163278,3,7.246,16.977,19.048,23.188,21.992,21.992,28.603,20.539,20.539,25.673,25.673,3a,7.246,3b,16.977
KP163279,3,7.453,20.290,18.634,23.602,21.325,21.325,28.478,19.917,19.917,25.514,25.514,3a,7.453,3d,18.634
KP163285,3,9.731,20.290,21.325,24.638,22.822,22.822,29.530,21.369,21.369,26.294,26.294,3a,9.731,3b,20.290
KP163286,3,10.559,22.360,20.911,22.269,23.395,23.395,29.400,20.747,20.747,25.466,25.466,3a,10.559,3i,20.747
KP163296,3,7.246,18.012,19.048,22.981,21.369,21.369,28.478,20.332,20.332,26.087,26.087,3a,7.246,3b,18.012
KP163304,3,7.453,19.255,18.012,22.774,21.325,21.325,28.261,20.539,20.539,26.087,26.087,3a,7.453,3d,18.012
KP163310,3,5.797,20.083,19.876,23.810,22.199,22.199,28.384,19.917,19.917,25.259,25.259,3a,5.797,3d,19.876
KP163321,3,8.903,19.462,17.805,22.689,22.153,22.153,28.125,21.369,21.369,26.501,26.501,3a,8.903,3d,17.805
KP163322,3,6.625,18.634,18.427,22.774,21.118,21.118,28.913,20.747,20.747,24.845,24.845,3a,6.625,3d,18.427
KP163323,3,7.884,19.502,20.124,22.822,21.532,21.532,29.461,20.704,20.704,25.311,25.311,3a,7.884,3b,19.502
KP163329,3,8.075,19.462,19.462,22.360,21.532,21.532,29.336,19.295,19.295,25.052,25.052,3a,8.075,3i,19.295
KP163330,3,7.039,18.219,18.634,23.395,20.332,20.332,27.948,20.124,20.124,25.466,25.466,3a,7.039,3b,18.219
KP163336,3,8.489,18.634,18.841,21.946,21.162,21.162,28.478,20.539,20.539,25.052,25.052,3a,8.489,3b,18.634
KP163337,3,7.246,18.841,19.669,23.810,22.774,22.774,28.478,19.710,19.710,25.000,25.000,3a,7.246,3b,18.841
KP163343,3,7.660,20.588,20.704,21.118,21.992,21.992,29.274,20.747,20.747,25.673,25.673,3a,7.660,3d,20.704
KP163354,3,7.867,18.427,18.634,23.109,21.739,21.739,28.200,20.747,20.747,26.087,26.087,3a,7.867,3b,18.427
KP163356,3,9.731,20.290,18.219,23.109,22.981,22.981,28.125,21.992,21.992,26.915,26.915,3a,9.731,3d,18.219
KP163362,3,8.075,18.427,18.219,21.946,21.369,21.369,28.821,19.917,19.917,25.259,25.259,3a,8.075,3d,18.219
KP163368,3,9.524,19.876,19.462,25.259,22.407,22.407,28.926,21.992,21.992,25.259,25.259,3a,9.524,3d,19.462
KP163373,3,8.489,17.184,18.219,22.981,21.118,21.118,,20.124,20.124,25.000,25.000,3a,8.489,3b,17.184
KP163378,3,6.418,19.255,17.805,22.360,21.325,21.325,26.906,19.295,19.295,23.810,23.810,3a,6.418,3d,17.805
KP163379,3,7.867,16.977,18.634,23.188,20.954,20.954,,20.539,20.539,25.466,25.466,3a,7.867,3b,16.977
KP163394,3,8.696,18.841,18.841,21.946,21.369,21.369,28.478,20.954,20.954,25.259,25.259,3a,8.696,3d,18.841
KP163396,3,7.453,17.805,18.841,23.395,21.369,21.369,28.838,19.502,19.502,25.466,25.466,3a,7.453,3b,17.805
KP163404,3,8.075,18.841,17.805,22.360,20.332,20.332,28.105,18.672,18.672,24.845,24.845,3a,8.075,3d,17.805
KP163408,3,8.282,18.634,19.048,22.774,22.407,22.407,28.478,20.954,20.954,26.294,26.294,3a,8.282,3b,18.634
KP163410,3,6.418,17.805,19.462,25.052,22.199,22.199,27.948,21.162,21.162,24.638,24.638,3a,6.418,3b,17.805
KP163411,3,8.075,19.876,19.255,22.774,20.290,20.290,28.795,19.502,19.502,25.259,25.259,3a,8.075,3d,19.255
KP163421,3,9.959,19.917,21.369,24.896,21.784,21.784,,20.539,20.539,25.052,25.052,3a,9.959,3b,19.917
KP163425,3,8.696,17.805,17.805,24.224,21.784,21.784,28.540,20.539,20.539,26.501,26.501,3a,8.696,3d,17.805
KP163427,3,7.660,19.876,18.012,22.981,21.325,21.325,28.261,20.539,20.539,26.501,26.501,3a,7.660,3d,18.012
KP163430,3,9.938,18.634,20.911,21.532,21.532,21.532,29.461,18.880,18.880,23.810,23.810,3a,9.938,3b,18.634
KP163437,3,7.039,18.427,18.427,23.810,22.567,22.567,28.475,20.332,20.332,24.638,24.638,3a,7.039,3d,18.427
KP163443,3,8.506,18.465,18.257,25.104,22.822,22.822,,21.369,21.369,26.349,26.349,3a,8.506,3d,18.257
KP163448,3,6.625,19.048,19.462,22.981,21.784,21.784,27.902,20.747,20.747,25.673,25.673,3a,6.625,3b,19.048
KP163451,3,5.797,17.184,20.497,24.017,21.992,21.992,29.253,20.332,20.332,25.880,25.880,3a,5.797,3b,17.184
KP163452,3,8.696,20.497,19.462,22.153,22.614,22.614,29.668,19.502,19.502,25.052,25.052,3a,8.696,3d,19.462
KP163454,3,7.660,19.876,19.876,22.689,22.567,22.567,28.908,21.577,21.577,24.742,24.742,3a,7.660,3d,19.876
KP163458,3,7.867,19.462,18.427,22.153,22.407,22.407,27.216,20.747,20.747,23.760,23.760,3a,7.867,3d,18.427
KP163459,3,10.559,22.360,22.153,25.840,23.859,23.859,30.206,23.237,23.237,28.571,28.571,3a,10.559,3d,22.153
KP163464,3,7.867,19.462,18.634,22.774,20.954,20.954,,20.124,20.124,25.673,25.673,3a,7.867,3d,18.634
KP163471,3,6.832,18.427,20.911,23.810,22.407,22.407,29.148,20.747,20.747,25.466,25.466,3a,6.832,3b,18.427
KP163473,3,6.832,18.634,18.219,23.810,21.577,21.577,28.913,20.954,20.954,24.638,24.638,3a,6.832,3d,18.219
KP163474,3,8.299,19.710,20.539,22.822,21.946,21.946,29.461,21.118,21.118,25.311,25.311,3a,8.299,3b,19.710
KP163478,3,7.453,18.067,19.255,22.774,22.360,22.360,28.105,19.710,19.710,24.845,24.845,3a,7.453,3b,18.067
KP163481,3,8.282,19.669,20.083,24.224,22.153,22.153,28.478,21.577,21.577,25.259,25.259,3a,8.282,3b,19.669
KP163488,3,7.660,17.391,18.427,23.810,20.747,20.747,27.391,19.502,19.502,25.052,25.052,3a,7.660,3b,17.391
KP163490,3,6.625,19.255,19.255,22.567,21.992,21.992,27.902,20.539,20.539,25.673,25.673,3a,6.625,3d,19.255
KP163497,3,8.903,21.118,20.083,25.000,22.153,22.153,29.258,19.502,19.502,24.845,24.845,3a,8.903,3i,19.502
KP163500,3,8.903,19.669,19.462,23.602,20.911,20.911,29.694,19.917,19.917,25.466,25.466,3a,8.903,3d,19.462
KP163502,3,9.129,20.124,20.954,22.407,20.954,20.954,30.913,18.841,18.841,25.519,25.519,3a,9.129,3i,18.841
KP163512,3,9.110,19.255,19.255,22.360,21.369,21.369,29.274,20.954,20.954,24.845,24.845,3a,9.110,3d,19.255
KP163514,3,7.039,19.669,19.255,24.431,22.614,22.614,28.913,20.539,20.539,27.122,27.122,3a,7.039,3d,19.255
KP163526,3,7.246,19.876,19.462,23.395,21.162,21.162,29.193,19.295,19.295,25.052,25.052,3a,7.246,3i,19.295
KP163535,3,7.453,18.012,19.255,22.567,20.539,20.539,28.166,19.502,19.502,25.259,25.259,3a,7.453,3b,18.012
KP163537,3,8.282,19.048,18.841,22.774,20.083,20.083,29.039,19.295,19.295,24.638,24.638,3a,8.282,3d,18.841
KP163541,3,7.660,18.427,19.255,23.602,22.407,22.407,28.719,20.332,20.332,25.673,25.673,3a,7.660,3b,18.427
KP163542,3,6.004,19.669,18.634,21.325,20.747,20.747,27.536,19.502,19.502,24.845,24.845,3a,6.004,3d,18.634
KP163545,3,8.696,18.427,18.427,23.319,21.946,21.946,29.221,19.710,19.710,25.259,25.259,3a,8.696,3d,18.427
KP666689,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666690,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666691,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666692,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666693,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666694,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666695,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666696,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666697,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666698,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666699,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666700,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666701,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666702,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666703,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666704,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666705,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666706,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666707,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666708,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666709,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666710,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666711,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666712,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666713,3,6.213,20.021,19.346,20.140,21.954,21.954,28.219,21.727,21.727,24.342,24.342,3a,6.213,3d,19.346
KP666714,3,6.213,19.914,19.346,20.140,21.846,21.846,28.165,21.781,21.781,24.395,24.395,3a,6.213,3d,19.346
KP666715,3,6.213,20.021,19.346,20.140,21.900,21.900,28.219,21.781,21.781,24.288,24.288,3a,6.213,3d,19.346
KP666716,3,6.213,19.968,19.293,20.140,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.213,3d,19.293
KP666717,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666718,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666719,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666720,3,6.213,20.021,19.346,20.140,21.954,21.954,28.273,21.781,21.781,24.395,24.395,3a,6.213,3d,19.346
KP666721,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666722,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666723,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666724,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666725,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666726,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666727,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666728,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666729,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666730,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666731,3,6.213,20.021,19.346,20.032,21.954,21.954,28.219,21.674,21.674,24.342,24.342,3a,6.213,3d,19.346
KP666732,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666733,3,6.213,20.021,19.346,20.140,21.954,21.954,28.273,21.781,21.781,24.395,24.395,3a,6.213,3d,19.346
KP666734,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666735,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666736,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666737,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666738,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666739,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666740,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666741,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666742,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666743,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666744,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666745,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666746,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666747,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666748,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666749,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666750,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666751,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666752,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666753,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666754,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666755,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666756,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666757,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666758,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666759,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666760,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666761,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666762,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666763,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666764,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666765,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666766,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666767,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666768,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666769,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666770,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666771,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666772,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666773,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666774,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666775,3,6.213,19.914,19.239,20.032,21.846,21.846,28.165,21.674,21.674,24.395,24.395,3a,6.213,3d,19.239
KP666776,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666777,3,6.213,19.914,19.239,20.140,21.954,21.954,28.273,21.781,21.781,24.395,24.395,3a,6.213,3d,19.239
KP666778,3,6.213,20.021,19.346,20.140,21.954,21.954,28.273,21.781,21.781,24.395,24.395,3a,6.213,3d,19.346
KP666779,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666780,3,6.213,19.914,19.346,20.140,21.954,21.954,28.165,21.781,21.781,24.395,24.395,3a,6.213,3d,19.346
KP666781,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666782,3,6.213,20.021,19.346,20.140,21.954,21.954,28.273,21.781,21.781,24.275,24.275,3a,6.213,3d,19.346
KP666783,3,6.213,19.968,19.346,20.140,21.954,21.954,28.273,21.781,21.781,24.395,24.395,3a,6.213,3d,19.346
KP666784,3,6.213,20.021,19.346,20.140,21.846,21.846,28.273,21.781,21.781,24.288,24.288,3a,6.213,3d,19.346
KP666785,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666786,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666787,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666788,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666789,3,6.213,20.021,19.346,20.140,21.954,21.954,28.273,21.781,21.781,24.395,24.395,3a,6.213,3d,19.346
KP666790,3,6.213,20.021,19.346,20.140,21.954,21.954,28.288,21.781,21.781,24.395,24.395,3a,6.213,3d,19.346
KP666791,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666792,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666793,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666794,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666795,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666796,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666797,3,6.213,20.021,19.346,20.140,21.954,21.954,28.273,21.781,21.781,24.395,24.395,3a,6.213,3d,19.346
KP666798,3,6.213,19.914,19.346,20.140,21.846,21.846,28.165,21.674,21.674,24.288,24.288,3a,6.213,3d,19.346
KP666799,3,6.213,20.021,19.293,20.140,21.954,21.954,28.273,21.781,21.781,24.288,24.288,3a,6.213,3d,19.293
KP666800,3,6.213,20.021,19.346,20.032,21.846,21.846,28.165,21.781,21.781,24.342,24.342,3a,6.213,3d,19.346
KP666801,3,6.213,20.021,19.346,20.140,21.954,21.954,28.273,21.781,21.781,24.395,24.395,3a,6.213,3d,19.346
KP666802,3,6.213,20.021,19.346,20.140,21.954,21.954,28.219,21.781,21.781,24.395,24.395,3a,6.213,3d,19.346
KP666803,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666804,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666805,3,6.267,20.075,19.400,20.193,22.008,22.008,28.219,21.835,21.835,24.342,24.342,3a,6.267,3d,19.400
KP666806,3,6.213,20.021,19.346,20.140,21.954,21.954,28.273,21.781,21.781,24.395,24.395,3a,6.213,3d,19.346
KP666807,3,6.106,19.914,19.239,20.032,21.846,21.846,28.165,21.674,21.674,24.288,24.288,3a,6.106,3d,19.239
KP666808,3,6.160,19.860,19.185,19.979,21.900,21.900,28.165,21.727,21.727,24.288,24.288,3a,6.160,3d,19.185
KP666809,3,6.160,19.968,19.293,20.086,21.900,21.900,28.219,21.727,21.727,24.342,24.342,3a,6.160,3d,19.293
KP666810,3,6.267,20.075,19.400,20.193,22.008,22.008,28.326,21.835,21.835,24.395,24.395,3a,6.267,3d,19.400
