Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
OQ343254,3,3a,3,3a,3,3a,3,3a,3,3a
OQ343255,3,3a,3,3a,3,3a,3,3a,3,3a
OQ343256,3,3a,3,3a,3,3a,3,3a,3,3a
OQ343257,3,3a,3,3a,3,3a,3,3a,3,3a
OQ343258,3,3a,3,3a,3,3a,3,3a,3,3a
OQ343259,3,3a,3,3a,3,3a,3,3a,3,3a
OQ343260,1,1b,1,1b,1,1b,1,1b,1,1b
OQ343261,1,1a,1,1a,1,1a,1,1a,1,1a
OQ343262,3,3a,3,3a,3,3a,3,3a,3,3a
OQ343263,3,3a,3,3a,3,3a,3,3a,3,3a
OQ343264,1,1b,1,1b,1,1b,1,1b,1,1b
OQ343265,1,1a,1,1a,1,1a,1,1a,1,1a
OQ343266,1,1a,1,1a,1,1a,1,1a,1,1a
OQ343267,3,3a,3,3a,3,3a,3,3a,3,3a
OQ343268,1,1a,1,1a,1,1a,1,1a,1,1a
OQ343269,1,1b,1,1b,1,1b,1,1b,1,1b
OQ343270,3,3a,3,3a,3,3a,3,3a,3,3a
OQ343271,3,3a,3,3a,3,3a,3,3a,3,3a
OQ343272,1,1a,1,1a,1,1a,1,1a,1,1a
OQ343273,1,1b,1,1b,1,1b,1,1b,1,1b
OQ343274,3,3a,3,3a,3,3a,3,3a,3,3a
OQ343275,1,1b,1,1b,1,1b,1,1b,1,1b
OQ343276,4,4a,4,4a,4,4a,4,4a,4,4a
OQ343277,4,4d,4,4d,4,4d,4,4d,4,4d
OQ343278,3,3a,3,3a,3,3a,3,3a,3,3a
PX290144,4,4f,4,4f,4,4f,4,4f,4,4f
PX361034,1,1l,1,1l,1,1l,,"unassigned_1, 1l-2a",,
PX376056,1,1l,1,1l,1,1l,1,1l,2,
PX376057,1,1l,1,1l,1,1l,,"unassigned_1, 1l-2k-2j-2a-2q",2,
PX376058,1,1l,1,1l,1,1l,,"unassigned_1, 1l-2a",2,
PX376059,1,1l,1,1l,1,1l,,"unassigned_1, 1l-4v-4f",,
PX386717,3,3a,3,3a,3,3a,3,3a,3,3a
PX386718,1,1a,1,1a,1,1a,1,1a,1,1a
PX386719,3,3a,3,3a,3,3a,3,3a,3,3a
PX386720,3,3a,3,3a,3,3a,3,3a,3,3a
PX386721,1,1b,1,1b,1,1b,1,1b,1,1b
PX386722,3,3a,3,3a,3,3a,3,3a,3,3a
PX386723,3,3a,3,3a,3,3a,3,3a,3,3a
PX386724,1,1a,1,1a,1,1a,1,1a,1,1a
PX386725,1,1b,1,1b,1,1b,1,1b,1,1b
PX386726,2,2b,2,2b,2,2b,2,2b,2,2b
PX386727,3,3a,3,3a,3,3a,3,3a,3,3a
PX386728,2,2b,2,2b,2,2b,2,2b,2,2b
PX386729,3,3a,3,3a,3,3a,3,3a,3,3a
PX386730,3,3a,3,3a,3,3a,3,3a,3,3a
PX386731,1,1b,1,1b,1,1b,1,1b,1,1b
PX386732,3,3a,3,3a,3,3a,3,3a,3,3a
PX386733,3,3a,3,3a,3,3a,3,3a,3,3a
PX386734,3,3a,3,3a,3,3a,3,3a,3,3a
PX386735,3,3a,3,3a,3,3a,3,3a,3,3a
PX386736,3,3a,3,3a,3,3a,3,3a,3,3a
PX386737,1,1a,1,1a,1,1a,1,1a,1,1a
PX386738,3,3a,3,3a,3,3a,3,3a,3,3a
PX386739,1,1a,1,1a,1,1a,1,1a,1,1a
PX386740,1,1a,1,1a,1,1a,1,1a,1,1a
PX386741,3,3a,3,3a,3,3a,3,3a,3,3a
PX386742,3,3a,3,3a,3,3a,3,3a,3,3a
PX386743,1,1b,1,1b,1,1b,1,1b,1,1b
PX386744,3,3a,3,3a,3,3a,3,3a,3,3a
PX386745,1,1a,1,1a,1,1a,1,1a,1,1a
PX386746,1,1b,1,1b,1,1b,1,1b,1,1b
PX386747,1,1a,1,1a,1,1a,1,1a,1,1a
PX386748,1,1a,1,1a,1,1a,1,1a,1,1a
PX386749,3,3a,3,3a,3,3a,3,3a,3,3a
PX386750,3,3a,3,3a,3,3a,3,3a,3,3a
PX386751,3,3a,3,3a,3,3a,3,3a,3,3a
PX386752,3,3a,3,3a,3,3a,3,3a,3,3a
PX386753,3,3a,3,3a,3,3a,3,3a,3,3a
PX386754,1,1a,1,1a,1,1a,1,1a,1,1a
PX386755,2,2b,2,2b,2,2b,2,2b,2,2b
PX386756,1,1a,1,1a,1,1a,1,1a,1,1a
PX386757,1,1a,1,1a,1,1a,1,1a,1,1a
PX386758,1,1a,1,1a,1,1a,1,1a,1,1a
PX386759,3,3a,3,3a,3,3a,3,3a,3,3a
PX386760,3,3a,3,3a,3,3a,3,3a,3,3a
PX386761,3,3a,3,3a,3,3a,3,3a,3,3a
PX386762,3,3a,3,3a,3,3a,3,3a,3,3a
PX386763,3,3a,3,3a,3,3a,3,3a,3,3a
PX386764,1,1a,1,1a,1,1a,1,1a,1,1a
PX386765,1,1a,1,1a,1,1a,1,1a,1,1a
PX386766,1,1a,1,1a,1,1a,1,1a,1,1a
PX386767,1,1a,1,1a,1,1a,1,1a,1,1a
PX386768,3,3a,3,3a,3,3a,3,3a,3,3a
PX386769,1,1a,1,1a,1,1a,1,1a,1,1a
PX386770,1,1a,1,1a,1,1a,1,1a,1,1a
PX386771,3,3a,3,3a,3,3a,3,3a,3,3a
PX386772,3,3a,3,3a,3,3a,3,3a,3,3a
PX386773,3,3a,3,3a,3,3a,3,3a,3,3a
PX386774,1,1a,1,1a,1,1a,1,1a,1,1a
PX386775,1,1a,1,1a,1,1a,1,1a,1,1a
PX386776,3,3a,3,3a,3,3a,3,3a,3,3a
PX386777,1,1b,1,1b,1,1b,1,1b,1,1b
PX386778,1,1b,1,1b,1,1b,1,1b,1,1b
PX386779,1,1a,1,1a,1,1a,1,1a,1,1a
PX386780,1,1a,1,1a,1,1a,1,1a,1,1a
PX386781,3,3a,3,3a,3,3a,3,3a,3,3a
PX386782,1,1a,1,1a,1,1a,1,1a,1,1a
PX386783,1,1c,1,1c,1,1c,1,1c,1,1c
PX386784,1,1a,1,1a,1,1a,1,1a,1,1a
PX386785,1,1b,1,1b,1,1b,1,1b,1,1b
PX386786,1,1a,1,1a,1,1a,1,1a,1,1a
PX386787,3,3a,3,3a,3,3a,3,3a,3,3a
PX386788,1,1a,1,1a,1,1a,1,1a,1,1a
PX386789,1,1a,1,1a,1,1a,1,1a,1,1a
PX386790,1,1b,1,1b,1,1b,1,1b,1,1b
PX386791,3,3a,3,3a,3,3a,3,3a,3,3a
PX386792,1,1a,1,1a,1,1a,1,1a,1,1a
PX386793,1,1b,1,1b,1,1b,1,1b,1,1b
PX386794,1,1a,1,1a,1,1a,1,1a,1,1a
PX386795,1,1a,1,1a,1,1a,1,1a,1,1a
PX386796,3,3a,3,3a,3,3a,3,3a,3,3a
PX386797,3,3a,3,3a,3,3a,3,3a,3,3a
PX386798,1,1a,1,1a,1,1a,1,1a,1,1a
PX386799,3,3a,3,3a,3,3a,3,3a,3,3a
PX386800,2,2a,2,2a,2,2a,2,2a,2,2a
PX386801,2,2b,2,2b,2,2b,2,2b,2,2b
PX386802,3,3a,3,3a,3,3a,3,3a,3,3a
PX386803,1,1a,1,1a,1,1a,1,1a,1,1a
PX386804,1,1b,1,1b,1,1b,1,1b,1,1b
PX386805,1,1a,1,1a,1,1a,1,1a,1,1a
PX386806,1,1a,1,1a,1,1a,1,1a,1,1a
PX386807,1,1a,1,1a,1,1a,1,1a,1,1a
PX386808,3,3a,3,3a,3,3a,3,3a,3,3a
PX386809,3,3a,3,3a,3,3a,3,3a,3,3a
PX386810,3,3a,3,3a,3,3a,3,3a,3,3a
PX386811,1,1a,1,1a,1,1a,,"unassigned_1, 1a-3a",1,1a
PX386812,3,3a,3,3a,3,3a,3,3a,3,3a
PX386813,1,1a,1,1a,1,1a,1,1a,1,1a
PX386814,1,1a,1,1a,1,1a,1,1a,1,1a
PX386815,1,1b,1,1b,1,1b,1,1b,1,1b
PX386816,1,1a,1,1a,1,1a,1,1a,1,1a
PX386817,3,3a,3,3a,3,3a,3,3a,3,3a
PX386818,1,1a,1,1a,1,1a,1,1a,1,1a
PX386819,1,1a,1,1a,1,1a,1,1a,1,1a
PX386820,3,3a,3,3a,3,3a,3,3a,3,3a
PX386821,3,3a,3,3a,3,3a,3,3a,3,3a
PX386822,3,3a,3,3a,3,3a,3,3a,3,3a
PX386823,1,1a,1,1a,1,1a,1,1a,1,1a
PX386824,3,3a,3,3a,3,3a,3,3a,3,3a
PX386825,1,1a,1,1a,1,1a,1,1a,1,1a
PX386826,2,2b,2,2b,2,2b,2,2b,2,2b
PX386827,1,1a,1,1a,1,1a,1,1a,1,1a
PX386828,3,3a,3,3a,3,3a,3,3a,3,3a
PX386829,1,1a,1,1a,1,1a,1,1a,1,1a
PX386830,3,3a,3,3a,3,3a,3,3a,3,3a
PX386831,3,3a,3,3a,3,3a,3,3a,3,3a
PX386832,3,3a,3,3a,3,3a,3,3a,3,3a
PX386833,1,1a,1,1a,1,1a,1,1a,1,1a
PX386834,3,3a,3,3a,3,3a,3,3a,3,3a
PX386835,3,3a,3,3a,3,3a,3,3a,3,3a
PX386836,1,1a,1,1a,1,1a,1,1a,1,1a
PX386837,3,3a,3,3a,3,3a,3,3a,3,3a
PX386838,3,3a,3,3a,3,3a,3,3a,3,3a
PX386839,1,1a,1,1a,1,1a,1,1a,1,1a
PX386840,1,1a,1,1a,1,1a,1,1a,1,1a
PX386841,1,1a,1,1a,1,1a,1,1a,1,1a
PX386842,3,3a,3,3a,3,3a,3,3a,3,3a
PX386843,3,3a,3,3a,3,3a,3,3a,3,3a
PX386844,3,3a,3,3a,3,3a,3,3a,3,3a
PX386845,1,1a,1,1a,1,1a,1,1a,1,1a
PX386846,2,2b,2,2b,2,2b,2,2b,2,2b
PX386847,3,3a,3,3a,3,3a,3,3a,3,3a
PX386848,3,3a,3,3a,3,3a,3,3a,3,3a
PX386849,1,1a,1,1a,1,1a,1,1a,1,1a
PX386850,3,3a,3,3a,3,3a,3,3a,3,3a
PX386851,1,1a,1,1a,1,1a,1,1a,1,1a
PX386852,1,1a,1,1a,1,1a,1,1a,1,1a
PX386853,1,1a,1,1a,1,1a,1,1a,1,1a
PX386854,3,3a,3,3a,3,3a,3,3a,3,3a
PX386855,1,1a,1,1a,1,1a,1,1a,1,1a
PX386856,1,1a,1,1a,1,1a,1,1a,1,1a
PX386857,1,1b,1,1b,1,1b,1,1b,1,1b
PX386858,3,3a,3,3a,3,3a,3,3a,3,3a
PX386859,3,3a,3,3a,3,3a,3,3a,3,3a
PX386860,3,3a,3,3a,3,3a,3,3a,3,3a
PX386861,1,1a,1,1a,1,1a,1,1a,1,1a
PX386862,3,3a,3,3a,3,3a,3,3a,3,3a
PX386863,3,3a,3,3a,3,3a,3,3a,3,3a
PX386864,1,1a,1,1a,1,1a,1,1a,1,1a
PX386865,3,3a,3,3a,3,3a,3,3a,3,3a
PX386866,2,2b,2,2b,2,2b,2,2b,2,2b
PX386867,1,1a,1,1a,1,1a,1,1a,1,1a
PX386868,2,2b,2,2b,2,2b,2,2b,2,2b
PX386869,1,1a,1,1a,1,1a,1,1a,1,1a
PX386870,1,1a,1,1a,1,1a,1,1a,1,1a
PX386871,1,1b,1,1b,1,1b,1,1b,1,1b
PX386872,3,3a,3,3a,3,3a,3,3a,3,3a
PX386873,3,3a,3,3a,3,3a,3,3a,3,3a
PX386874,3,3a,3,3a,3,3a,3,3a,3,3a
PX386875,1,1a,1,1a,1,1a,1,1a,1,1a
PX386876,3,3a,3,3a,3,3a,3,3a,3,3a
PX386877,1,1a,1,1a,1,1a,1,1a,1,1a
PX386878,1,1a,1,1a,1,1a,1,1a,1,1a
PX386879,1,1a,1,1a,1,1a,1,1a,1,1a
PX386880,3,3a,3,3a,3,3a,3,3a,3,3a
PX386881,1,1a,1,1a,1,1a,1,1a,1,1a
PX386882,1,1b,1,1b,1,1b,1,1b,1,1b
PX386883,3,3a,3,3a,3,3a,3,3a,3,3a
PX386884,3,3a,3,3a,3,3a,3,3a,3,3a
PX386885,1,1b,1,1b,1,1b,1,1b,1,1b
PX386886,1,1b,1,1b,1,1b,1,1b,1,1b
PX386887,3,3a,3,3a,3,3a,3,3a,3,3a
PX386888,3,3a,3,3a,3,3a,3,3a,3,3a
PX386889,1,1a,1,1a,1,1a,1,1a,1,1a
PX386890,3,3a,3,3a,3,3a,3,3a,3,3a
PX386891,1,1a,1,1a,1,1a,1,1a,1,1a
PX386892,1,1b,1,1b,1,1b,1,1b,1,1b
PX386893,3,3a,3,3a,3,3a,3,3a,3,3a
PX386894,1,1a,1,1a,1,1a,1,1a,1,1a
PX386895,1,1a,1,1a,1,1a,1,1a,1,1a
PX386896,3,3a,3,3a,3,3a,3,3a,3,3a
PX386897,1,1a,1,1a,1,1a,1,1a,1,1a
PX386898,1,1a,1,1a,1,1a,1,1a,1,1a
PX386899,3,3a,3,3a,3,3a,3,3a,3,3a
PX386900,1,1a,1,1a,1,1a,1,1a,1,1a
PX386901,3,3a,3,3a,3,3a,3,3a,3,3a
PX386902,3,3a,3,3a,3,3a,3,3a,3,3a
PX386903,1,1a,1,1a,1,1a,1,1a,1,1a
PX386904,3,3a,3,3a,3,3a,3,3a,3,3a
PX386905,3,3a,3,3a,3,3a,3,3a,3,3a
PX386906,1,1a,1,1a,1,1a,1,1a,1,1a
PX386907,1,1a,1,1a,1,1a,1,1a,1,1a
PX386908,1,1a,1,1a,1,1a,1,1a,1,1a
PX386909,1,1a,1,1a,1,1a,1,1a,1,1a
PX386910,3,3a,3,3a,3,3a,3,3a,3,3a
PX386911,3,3a,3,3a,3,3a,3,3a,3,3a
PX386912,3,3a,3,3a,3,3a,3,3a,3,3a
PX386913,1,1a,1,1a,1,1a,1,1a,1,1a
PX386914,3,3a,3,3a,3,3a,3,3a,3,3a
PX386915,1,1a,1,1a,1,1a,1,1a,1,1a
PX386916,3,3a,3,3a,3,3a,3,3a,3,3a
PX386917,1,1a,1,1a,1,1a,1,1a,1,1a
PX386918,3,3a,3,3a,3,3a,3,3a,3,3a
PX386919,3,3a,3,3a,3,3a,3,3a,3,3a
PX386920,3,3a,3,3a,3,3a,3,3a,3,3a
PX386921,3,3a,3,3a,3,3a,3,3a,3,3a
PX386922,1,1a,1,1a,1,1a,1,1a,1,1a
PX386923,1,1a,1,1a,1,1a,1,1a,1,1a
PX386924,1,1a,1,1a,1,1a,1,1a,1,1a
PX386925,3,3a,3,3a,3,3a,3,3a,3,3a
PX386926,2,2q,2,2m,2,2q,2,2j,2,
PX386927,1,1a,1,1a,1,1a,1,1a,1,1a
PX386928,3,3a,3,3a,3,3a,3,3a,3,3a
PX386929,3,3a,3,3a,3,3a,3,3a,3,3a
PX386930,1,1a,1,1a,1,1a,1,1a,1,1a
PX386931,1,1a,1,1a,1,1a,1,1a,1,1a
PX386932,1,1a,1,1a,1,1a,1,1a,1,1a
PX386933,3,3a,3,3a,3,3a,3,3a,3,3a
PX386934,3,3a,3,3a,3,3a,3,3a,3,3a
PX386935,1,1a,1,1a,1,1a,1,1a,1,1a
PX386936,1,1a,1,1a,1,1a,1,1a,1,1a
PX386937,1,1b,1,1b,1,1b,1,1b,1,1b
PX386938,1,1a,1,1a,1,1a,1,1a,1,1a
PX386939,1,1a,1,1a,1,1a,1,1a,1,1a
PX386940,1,1b,1,1b,1,1b,1,1b,1,1b
PX386941,3,3a,3,3a,3,3a,3,3a,3,3a
PX386942,3,3a,3,3a,3,3a,3,3a,3,3a
PX386943,3,3a,3,3a,3,3a,3,3a,3,3a
PX386944,1,1a,1,1a,1,1a,1,1a,1,1a
PX386945,3,3a,3,3a,3,3a,3,3a,3,3a
PX386946,3,3a,3,3a,3,3a,3,3a,3,3a
PX386947,1,1a,1,1a,1,1a,1,1a,1,1a
PX386948,1,1a,1,1a,1,1a,1,1a,1,1a
PX386949,1,1b,1,1b,1,1b,1,1b,1,1b
PX386950,3,3a,3,3a,3,3a,3,3a,3,3a
PX386951,1,1a,1,1a,1,1a,1,1a,1,1a
PX386952,1,1a,1,1a,1,1a,1,1a,1,1a
PX386953,1,1a,1,1a,1,1a,1,1a,1,1a
PX386954,1,1a,1,1a,1,1a,1,1a,1,1a
PX386955,1,1a,1,1a,1,1a,1,1a,1,1a
PX386956,2,2b,2,2b,2,2b,2,2b,2,2b
PX386957,3,3a,3,3a,3,3a,3,3a,3,3a
PX386958,1,1a,1,1a,1,1a,1,1a,1,1a
PX386959,3,3a,3,3a,3,3a,3,3a,3,3a
PX386960,3,3a,3,3a,3,3a,3,3a,3,3a
PX386961,1,1b,1,1b,1,1b,1,1b,1,1b
PX386962,1,1l,1,1l,1,1l,1,1l,1,1l
PX386963,4,4v,4,4v,4,4v,4,4v,4,4v
PX386964,1,1l,1,1l,1,1l,1,1l,1,1l
PX386965,4,4b,4,4b,4,4b,4,4b,4,4b
PX386966,3,3b,3,3b,3,3b,3,3b,3,3b
PX386967,3,3b,3,3b,3,3b,3,3b,3,3b
PX386968,3,3h,1,1k,3,3h,,"unassigned_1, 3h-6a",3,
PX386969,6,6a,6,6a,6,6a,6,6a,6,6a
PX386970,3,3h,3,3h,3,3h,3,3h,3,
PX386971,4,4c,4,4c,4,4c,4,4c,4,4c
PX386972,3,3h,3,3h,3,3h,3,3h,3,3h
PX386973,3,3b,3,3b,3,3b,3,3b,3,3b
PX386974,4,4r,4,4r,4,4r,4,4r,4,4r
PX386975,4,4c,4,4c,4,4c,4,4c,4,4c
PX386976,4,4r,4,4r,4,4r,4,4r,4,4r
PX386977,4,4v,4,4v,4,4v,4,4v,4,4v
PX386978,6,6a,6,6a,6,6a,6,6a,6,6a
PX386979,6,6a,6,6a,6,6a,6,6a,6,6a
PX386980,4,4t,4,4t,4,4t,4,4t,4,4t
PX386981,1,1g,1,1g,1,1g,1,1g,1,1g
PX386982,1,1g,1,1g,1,1g,1,1g,1,1g
PX386983,4,4v,4,4v,4,4v,4,4v,4,4v
PX386984,1,1l,1,1l,1,1l,1,1l,1,1l
PX386985,1,1e,1,1e,1,1e,1,1e,1,1e
PX386986,1,1e,1,1e,1,1e,1,1e,1,1e
PX386987,2,2b,2,2b,2,2b,2,2b,2,2b
PX386988,2,2b,2,2b,2,2b,2,2b,2,2b
PX386989,2,2b,2,2b,2,2b,2,2b,2,2b
PX386990,2,2b,2,2b,2,2b,2,2b,2,2b
PX386991,2,2c,2,2c,2,2c,2,2c,2,2c
PX386992,1,1a,1,1a,1,1a,1,1a,1,1a
PX386993,4,4f,4,4f,4,4f,4,4f,4,4f
PX386994,4,4a,4,4a,4,4a,4,4a,4,4c
PX386995,4,4a,4,4a,4,4a,4,4a,4,4c
PX386996,4,4d,4,4d,4,4d,4,4d,4,4d
PX386997,4,4d,4,4d,4,4d,4,4d,4,4d
PX386998,4,4d,4,4d,4,4d,4,4d,4,4d
PX386999,4,4k,4,4k,4,4k,4,4k,4,4k
PX387000,4,4o,4,4o,4,4o,4,4o,4,4o
PX387001,5,5a,5,5a,5,5a,5,5a,5,5a
PX387002,5,5a,5,5a,5,5a,5,5a,5,5a
PX387003,1,1a,1,1a,1,1a,1,1a,1,1a
PX387004,1,1a,1,1a,1,1a,1,1a,1,1a
PX387005,3,3a,3,3a,3,3a,3,3a,3,3a
PX387006,1,1b,1,1b,1,1b,1,1b,1,1b
PX387007,1,1a,1,1a,1,1a,1,1a,1,1a
PX387008,1,1a,1,1a,1,1a,1,1a,1,1a
PX387009,1,1a,1,1a,1,1a,1,1a,1,1a
PX387010,1,1a,1,1a,1,1a,1,1a,1,1a
PX387011,1,1a,1,1a,1,1a,1,1a,1,1a
PX387012,1,1a,1,1a,1,1a,1,1a,1,1a
PX387013,1,1a,1,1a,1,1a,1,1a,1,1a
PX387014,1,1a,1,1a,1,1a,1,1a,1,1a
PX387015,1,1a,1,1a,1,1a,1,1a,1,1a
PX387016,1,1a,1,1a,1,1a,1,1a,1,1a
PX387017,3,3a,3,3a,3,3a,3,3a,3,3a
PX387018,1,1a,1,1a,1,1a,1,1a,1,1a
PX387019,1,1a,1,1a,1,1a,1,1a,1,1a
PX387020,1,1a,1,1a,1,1a,1,1a,1,1a
PX387021,1,1a,1,1a,1,1a,1,1a,1,1a
PX387022,1,1a,1,1a,1,1a,1,1a,1,1a
PX387023,1,1a,1,1a,1,1a,1,1a,1,1a
PX387024,1,1a,1,1a,1,1a,1,1a,1,1a
PX387025,1,1a,1,1a,1,1a,1,1a,1,1a
PX387026,3,3a,3,3a,3,3a,3,3a,3,3a
PX387027,3,3a,3,3a,3,3a,3,3a,3,3a
PX387028,1,1a,1,1a,1,1a,1,1a,1,1a
PX387029,1,1b,1,1b,1,1b,1,1b,1,1b
PX387030,1,1a,1,1a,1,1a,1,1a,1,1a
PX387031,3,3a,3,3a,3,3a,3,3a,3,3a
PX387032,1,1a,1,1a,1,1a,1,1a,1,1a
PX387033,1,1a,1,1a,1,1a,1,1a,1,1a
PX387034,3,3a,3,3a,3,3a,3,3a,3,3a
PX387035,1,1a,1,1a,1,1a,1,1a,1,1a
PX387036,1,1b,1,1b,1,1b,1,1b,1,1b
PX387037,1,1a,1,1a,1,1a,1,1a,1,1a
PX387038,3,3a,3,3a,3,3a,3,3a,3,3a
PX387039,3,3a,3,3a,3,3a,3,3a,3,3a
PX387040,2,2b,2,2b,2,2b,2,2b,2,2b
PX445001,1,1h,1,1h,1,1h,,"unassigned_1, 1h-4f",1,
PX445002,1,1e,1,1e,1,1e,,"unassigned_1, 1e-4a-4w-4f",4,
PX445003,1,1h,1,1h,1,1h,,"unassigned_1, 1h-4f-4l-4f",1,
PX445004,1,1e,1,1e,1,1e,,"unassigned_1, 1e-4f-4w-4f-4p",4,
PX446221,1,1l,1,1l,1,1l,,"unassigned_1, 1l-2k-2a",2,
PX446232,4,4f,4,4f,4,4f,4,4f,4,
PX446959,1,1l,1,1l,1,1l,,"unassigned_1, 1l-4f",2,
PX446960,1,1l,1,1l,1,1l,,"unassigned_1, 1l-4f",2,
PX459926,1,1e,1,1e,1,1e,1,1e,1,
EU155213,1,1a,1,1a,1,1a,1,1a,1,1a
EU155214,1,1a,1,1a,1,1a,1,1a,1,1a
EU155215,1,1a,1,1a,1,1a,1,1a,1,1a
EU155216,1,1a,1,1a,1,1a,1,1a,1,1a
EU155217,1,1b,1,1b,1,1b,1,1b,1,1b
EU155218,1,1b,1,1b,1,1b,1,1b,1,1b
EU155219,1,1b,1,1b,1,1b,1,1b,1,1b
EU155220,1,1b,1,1b,1,1b,1,1b,1,1b
EU155221,1,1b,1,1b,1,1b,1,1b,1,1b
EU155222,1,1b,1,1b,1,1b,1,1b,1,1b
EU155223,1,1b,1,1b,1,1b,1,1b,1,1b
EU155224,1,1b,1,1b,1,1b,1,1b,1,1b
EU155225,1,1b,1,1b,1,1b,1,1b,1,1b
EU155226,1,1b,1,1b,1,1b,1,1b,1,1b
EU155227,1,1b,1,1b,1,1b,1,1b,1,1b
EU155228,1,1b,1,1b,1,1b,1,1b,1,1b
EU155229,1,1b,1,1b,1,1b,1,1b,1,1b
EU155230,1,1b,1,1b,1,1b,1,1b,1,1b
EU155231,1,1b,1,1b,1,1b,1,1b,1,1b
EU155232,1,1b,1,1b,1,1b,1,1b,1,1b
EU155233,1,1a,1,1a,1,1a,1,1a,1,1a
EU155234,1,1b,1,1b,1,1b,1,1b,1,1b
EU155235,1,1b,1,1b,1,1b,1,1b,1,1b
EU155236,1,1a,1,1a,1,1a,1,1a,1,1a
EU155237,1,1a,1,1a,1,1a,1,1a,1,1a
EU155238,1,1a,1,1a,1,1a,1,1a,1,1a
EU155239,1,1a,1,1a,1,1a,1,1a,1,1a
EU155240,1,1a,1,1a,1,1a,1,1a,1,1a
EU155242,1,1a,1,1a,1,1a,1,1a,1,1a
EU155243,1,1a,1,1a,1,1a,1,1a,1,1a
EU155244,1,1a,1,1a,1,1a,1,1a,1,1a
EU155245,1,1a,1,1a,1,1a,1,1a,1,1a
EU155246,1,1a,1,1a,1,1a,1,1a,1,1a
EU155248,1,1a,1,1a,1,1a,1,1a,1,1a
EU155249,1,1a,1,1a,1,1a,1,1a,1,1a
EU155250,1,1a,1,1a,1,1a,1,1a,1,1a
EU155251,1,1a,1,1a,1,1a,1,1a,1,1a
EU155252,1,1a,1,1a,1,1a,1,1a,1,1a
EU155253,1,1b,1,1b,1,1b,1,1b,1,1b
EU155254,1,1b,1,1b,1,1b,1,1b,1,1b
EU155255,1,1b,1,1b,1,1b,1,1b,1,1b
EU155256,1,1b,1,1b,1,1b,1,1b,1,1b
EU155257,1,1b,1,1b,1,1b,1,1b,1,1b
EU155258,1,1b,1,1b,1,1b,1,1b,1,1b
EU155259,1,1b,1,1b,1,1b,1,1b,1,1b
EU155261,1,1b,1,1b,1,1b,1,1b,1,1b
EU155262,1,1b,1,1b,1,1b,1,1b,1,1b
EU155263,1,1b,1,1b,1,1b,1,1b,1,1b
EU155264,1,1b,1,1b,1,1b,1,1b,1,1b
EU155266,1,1a,1,1a,1,1a,1,1a,1,1a
EU155267,1,1a,1,1a,1,1a,1,1a,1,1a
EU155268,1,1a,1,1a,1,1a,1,1a,1,1a
EU155269,1,1a,1,1a,1,1a,1,1a,1,1a
EU155270,1,1a,1,1a,1,1a,1,1a,1,1a
EU155271,1,1a,1,1a,1,1a,1,1a,1,1a
EU155272,1,1a,1,1a,1,1a,1,1a,1,1a
EU155274,1,1a,1,1a,1,1a,1,1a,1,1a
EU155275,1,1a,1,1a,1,1a,1,1a,1,1a
EU155276,1,1a,1,1a,1,1a,1,1a,1,1a
EU155277,1,1a,1,1a,1,1a,1,1a,1,1a
EU155278,1,1a,1,1a,1,1a,1,1a,1,1a
EU155279,1,1b,1,1b,1,1b,1,1b,1,1b
EU155280,1,1b,1,1b,1,1b,1,1b,1,1b
EU155281,1,1b,1,1b,1,1b,1,1b,1,1b
EU155282,1,1a,1,1a,1,1a,1,1a,1,1a
EU155283,1,1a,1,1a,1,1a,1,1a,1,1a
EU155284,1,1a,1,1a,1,1a,1,1a,1,1a
EU155285,1,1a,1,1a,1,1a,1,1a,1,1a
EU155286,1,1a,1,1a,1,1a,1,1a,1,1a
EU155287,1,1a,1,1a,1,1a,1,1a,1,1a
EU155288,1,1a,1,1a,1,1a,1,1a,1,1a
EU155289,1,1a,1,1a,1,1a,1,1a,1,1a
EU155290,1,1a,1,1a,1,1a,1,1a,1,1a
EU155291,1,1a,1,1a,1,1a,1,1a,1,1a
EU155292,1,1a,1,1a,1,1a,1,1a,1,1a
EU155293,1,1a,1,1a,1,1a,1,1a,1,1a
EU155294,1,1a,1,1a,1,1a,1,1a,1,1a
EU155295,1,1a,1,1a,1,1a,1,1a,1,1a
EU155296,1,1a,1,1a,1,1a,1,1a,1,1a
EU155297,1,1a,1,1a,1,1a,1,1a,1,1a
EU155298,1,1a,1,1a,1,1a,1,1a,1,1a
EU155299,1,1a,1,1a,1,1a,1,1a,1,1a
EU155300,1,1b,1,1b,1,1b,1,1b,1,1b
EU155301,1,1b,1,1b,1,1b,1,1b,1,1b
EU155302,1,1b,1,1b,1,1b,1,1b,1,1b
EU155303,1,1b,1,1b,1,1b,1,1b,1,1b
EU155304,1,1b,1,1b,1,1b,1,1b,1,1b
EU155305,1,1b,1,1b,1,1b,1,1b,1,1b
EU155306,1,1b,1,1b,1,1b,1,1b,1,1b
EU155307,1,1b,1,1b,1,1b,1,1b,1,1b
EU155308,1,1b,1,1b,1,1b,1,1b,1,1b
EU155309,1,1a,1,1a,1,1a,1,1a,1,1a
EU155310,1,1a,1,1a,1,1a,1,1a,1,1a
