Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
KF011377,1,1b,1,1b,1,1b,1,1b,1,1b
KF011378,1,1b,1,1b,1,1b,1,1b,1,1b
KF011379,1,1b,1,1b,1,1b,1,1b,1,1b
KF011380,1,1b,1,1b,1,1b,1,1b,1,1b
KF011381,1,1b,1,1b,1,1b,1,1b,1,1b
KF011382,1,1b,1,1b,1,1b,1,1b,1,1b
KF011383,1,1b,1,1b,1,1b,1,1b,1,1b
KF011384,1,1b,1,1b,1,1b,1,1b,1,1b
KF011385,1,1b,1,1b,1,1b,1,1b,1,1b
KF011386,1,1b,1,1b,1,1b,1,1b,1,1b
KF011387,1,1b,1,1b,1,1b,1,1b,1,1b
KF011388,1,1b,1,1b,1,1b,1,1b,1,1b
KF011389,1,1b,1,1b,1,1b,1,1b,1,1b
KF011390,1,1b,1,1b,1,1b,1,1b,1,1b
KF011391,1,1b,1,1b,1,1b,1,1b,1,1b
KF011392,1,1b,1,1b,1,1b,1,1b,1,1b
KF011393,1,1b,1,1b,1,1b,1,1b,1,1b
KF011394,1,1b,1,1b,1,1b,1,1b,1,1b
KF011395,1,1b,1,1b,1,1b,1,1b,1,1b
KF011396,1,1b,1,1b,1,1b,1,1b,1,1b
KF011397,1,1b,1,1b,1,1b,1,1b,1,1b
KF011398,1,1b,1,1b,1,1b,1,1b,1,1b
KF011399,1,1b,1,1b,1,1b,1,1b,1,1b
KF011400,1,1b,1,1b,1,1b,1,1b,1,1b
KF011401,1,1b,1,1b,1,1b,1,1b,1,1b
KF011402,1,1b,1,1b,1,1b,1,1b,1,1b
KF011403,1,1b,1,1b,1,1b,1,1b,1,1b
KF011404,1,1b,1,1b,1,1b,1,1b,1,1b
KF011405,1,1b,1,1b,1,1b,1,1b,1,1b
KF011406,1,1b,1,1b,1,1b,1,1b,1,1b
KF011407,1,1b,1,1b,1,1b,1,1b,1,1b
KF011408,1,1b,1,1b,1,1b,1,1b,1,1b
KF011409,1,1b,1,1b,1,1b,1,1b,1,1b
KF011410,1,1b,1,1b,1,1b,1,1b,1,1b
KF011411,1,1b,1,1b,1,1b,1,1b,1,1b
KF011412,1,1b,1,1b,1,1b,1,1b,1,1b
KF011413,1,1b,1,1b,1,1b,1,1b,1,1b
KF011414,1,1b,1,1b,1,1b,1,1b,1,1b
KF011415,1,1b,1,1b,1,1b,1,1b,1,1b
KF011416,1,1b,1,1b,1,1b,1,1b,1,1b
KF011417,1,1b,1,1b,1,1b,1,1b,1,1b
KF011418,1,1b,1,1b,1,1b,1,1b,1,1b
KF011419,1,1b,1,1b,1,1b,1,1b,1,1b
KF011420,1,1b,1,1b,1,1b,1,1b,1,1b
KF011421,1,1b,1,1b,1,1b,1,1b,1,1b
KF011422,1,1b,1,1b,1,1b,1,1b,1,1b
KF011423,1,1b,1,1b,1,1b,1,1b,1,1b
KF011424,1,1b,1,1b,1,1b,1,1b,1,1b
KF011425,1,1b,1,1b,1,1b,1,1b,1,1b
KF011426,1,1b,1,1b,1,1b,1,1b,1,1b
KF011427,1,1b,1,1b,1,1b,1,1b,1,1b
KF011428,1,1b,1,1b,1,1b,1,1b,1,1b
KF011429,1,1b,1,1b,1,1b,1,1b,1,1b
KF011430,1,1b,1,1b,1,1b,1,1b,1,1b
KF011431,1,1b,1,1b,1,1b,1,1b,1,1b
KF011432,1,1b,1,1b,1,1b,1,1b,1,1b
KF011433,1,1b,1,1b,1,1b,1,1b,1,1b
KF011434,1,1b,1,1b,1,1b,1,1b,1,1b
KF011435,1,1b,1,1b,1,1b,1,1b,1,1b
KF011436,1,1b,1,1b,1,1b,1,1b,1,1b
KF011437,1,1b,1,1b,1,1b,1,1b,1,1b
KF011438,1,1b,1,1b,1,1b,1,1b,1,1b
KF011439,1,1b,1,1b,1,1b,1,1b,1,1b
KF011440,1,1b,1,1b,1,1b,1,1b,1,1b
KF011441,1,1b,1,1b,1,1b,1,1b,1,1b
KF011442,1,1b,1,1b,1,1b,1,1b,1,1b
KF011443,1,1b,1,1b,1,1b,1,1b,1,1b
KF011444,1,1b,1,1b,1,1b,1,1b,1,1b
KF011445,1,1b,1,1b,1,1b,1,1b,1,1b
KF011446,1,1b,1,1b,1,1b,1,1b,1,1b
KF011447,1,1b,1,1b,1,1b,1,1b,1,1b
KF011448,1,1b,1,1b,1,1b,1,1b,1,1b
KF011449,1,1b,1,1b,1,1b,1,1b,1,1b
KF011450,1,1b,1,1b,1,1b,1,1b,1,1b
KF011451,1,1b,1,1b,1,1b,1,1b,1,1b
KF489390,2,2c,2,2c,2,2c,2,2c,2,2c
KF489391,2,2c,2,2c,2,2c,2,2c,2,2c
KF489392,2,2c,2,2c,2,2c,2,2c,2,2c
KF489393,2,2c,2,2c,2,2c,2,2c,2,2c
KF489394,2,2c,2,2c,2,2c,2,2c,2,2c
KF489395,2,2c,2,2c,2,2c,2,2c,2,2c
KF489396,2,2c,2,2c,2,2c,2,2c,2,2c
KF489397,1,1b,1,1b,1,1b,1,1b,1,1b
KF489398,1,1b,1,1b,1,1b,1,1b,1,1b
KF489399,1,1b,1,1b,1,1b,1,1b,1,1b
KF489400,1,1b,1,1b,1,1b,1,1b,1,1b
KF489401,1,1b,1,1b,1,1b,1,1b,1,1b
KF489402,1,1b,1,1b,1,1b,1,1b,1,1b
KF489403,1,1b,1,1b,1,1b,1,1b,1,1b
KF489404,1,1b,1,1b,1,1b,1,1b,1,1b
KF489405,1,1b,1,1b,1,1b,1,1b,1,1b
KF489406,1,1b,1,1b,1,1b,1,1b,1,1b
KF489407,1,1b,1,1b,1,1b,1,1b,1,1b
KF489408,1,1b,1,1b,1,1b,1,1b,1,1b
KF489409,1,1b,1,1b,1,1b,1,1b,1,1b
KF489410,1,1b,1,1b,1,1b,1,1b,1,1b
KF489411,1,1b,1,1b,1,1b,1,1b,1,1b
KF489412,1,1b,1,1b,1,1b,1,1b,1,1b
KF489413,1,1a,1,1a,1,1a,1,1a,1,1a
KF489414,1,1a,1,1a,1,1a,1,1a,1,1a
KF489415,1,1a,1,1a,1,1a,1,1a,1,1a
KF489416,3,3a,3,3a,3,3a,3,3a,3,3a
KF489417,3,3a,3,3a,3,3a,3,3a,3,3a
KF524133,1,1b,1,1b,1,1b,1,1b,,
KF524134,1,1a,1,1a,1,1a,1,1a,,
KF524135,1,1b,1,1b,1,1b,1,1b,,
KF524136,1,1a,1,1a,1,1a,1,1a,,
KF524137,1,1a,1,1a,1,1a,1,1a,,
KF524138,1,1a,1,1a,1,1a,1,1a,,
KF524139,1,1b,1,1b,1,1b,1,1b,,
KF524140,1,1b,1,1b,1,1b,1,1b,,
KF524141,1,1b,1,1b,1,1b,1,1b,,
KF524142,1,1b,1,1b,1,1b,1,1b,,
KF524143,1,1b,1,1b,1,1b,1,1b,,
KF524144,1,1b,1,1b,1,1b,1,1b,,
KF524145,1,1b,1,1b,1,1b,1,1b,,
KF524146,1,1b,1,1b,1,1b,1,1b,,
KF524147,1,1b,1,1b,1,1b,1,1b,,
KF524148,1,1b,1,1b,1,1b,1,1b,,
KF524149,1,1b,1,1b,1,1b,1,1b,,
KF524150,1,1b,1,1b,1,1b,1,1b,,
KF524151,1,1b,1,1b,1,1b,1,1b,,
KF524152,1,1b,1,1b,1,1b,1,1b,,
KF524153,1,1b,1,1b,1,1b,1,1b,,
KF524154,1,1b,1,1b,1,1b,1,1b,,
KF524155,1,1a,1,1a,1,1a,1,1a,,
KF524156,1,1b,1,1b,1,1b,1,1b,,
KF524157,1,1b,1,1b,1,1b,1,1b,,
KF524158,1,1b,1,1b,1,1b,1,1b,,
KF524159,1,1b,1,1b,1,1b,1,1b,,
KF524160,1,1a,1,1a,1,1a,1,1a,,
KF524161,1,1b,1,1b,1,1b,1,1b,,
KF524162,1,1b,1,1b,1,1b,1,1b,,
KF524163,1,1a,1,1a,1,1a,1,1a,,
KF524164,1,1b,1,1b,1,1b,1,1b,,
KF524165,1,1b,1,1b,1,1b,1,1b,,
KF524166,1,1b,1,1b,1,1b,1,1b,,
KF524167,1,1b,1,1b,1,1b,1,1b,,
KF524168,1,1a,1,1a,1,1a,1,1a,,
KF524169,1,1a,1,1a,1,1a,1,1a,,
KF524170,1,1b,1,1b,1,1b,1,1b,,
KF524171,1,1a,1,1a,1,1a,1,1a,,
KF524172,1,1b,1,1b,1,1b,1,1b,,
KF524173,1,1a,1,1a,1,1a,1,1a,,
KF524174,1,1b,1,1b,1,1b,1,1b,,
KF524175,1,1b,1,1b,1,1b,1,1b,,
KF524176,1,1a,1,1a,1,1a,1,1a,,
KF524177,1,1a,1,1a,1,1a,1,1a,,
KF524178,1,1b,1,1b,1,1b,1,1b,,
KF524179,1,1a,1,1a,1,1a,1,1a,,
KF524180,1,1a,1,1a,1,1a,1,1a,,
KF524181,1,1a,1,1a,1,1a,1,1a,,
KF524182,1,1b,1,1b,1,1b,1,1b,,
KF524183,1,1a,1,1a,1,1a,1,1a,,
KF524184,1,1b,1,1b,1,1b,1,1b,,
KF524185,1,1b,1,1b,1,1b,1,1b,,
KF524186,1,1b,1,1b,1,1b,1,1b,,
KF524187,1,1a,1,1a,1,1a,1,1a,,
KF524188,1,1b,1,1b,1,1b,1,1b,,
KF524189,1,1a,1,1a,1,1a,1,1a,,
KF524190,1,1a,1,1a,1,1a,1,1a,,
KF524191,1,1a,1,1a,1,1a,1,1a,,
KF524192,1,1a,1,1a,1,1a,1,1a,,
KF524193,1,1a,1,1a,1,1a,1,1a,,
KF524194,1,1a,1,1a,1,1a,1,1a,,
KF524195,1,1a,1,1a,1,1a,1,1a,,
KF524196,1,1b,1,1b,1,1b,1,1b,,
KF524197,1,1b,1,1b,1,1b,1,1b,,
KF524198,1,1a,1,1a,1,1a,1,1a,,
KF524199,1,1a,1,1a,1,1a,1,1a,,
KF524200,1,1b,1,1b,1,1b,1,1b,,
KF524201,1,1a,1,1a,1,1a,1,1a,,
KF524202,1,1b,1,1b,1,1b,1,1b,,
KF524203,1,1a,1,1a,1,1a,1,1a,,
KF524204,1,1a,1,1a,1,1a,1,1a,,
KF524205,1,1a,1,1a,1,1a,1,1a,,
KF524206,1,1a,1,1a,1,1a,1,1a,,
KF524207,1,1a,1,1a,1,1a,1,1a,,
KF524208,1,1b,1,1b,1,1b,1,1b,,
KF524209,1,1a,1,1a,1,1a,1,1a,,
KF524210,1,1a,1,1a,1,1a,1,1a,,
KF524211,1,1b,1,1b,1,1b,1,1b,,
KF524212,1,1a,1,1a,1,1a,1,1a,,
KF524213,1,1b,1,1b,1,1b,1,1b,,
KF524214,1,1b,1,1b,1,1b,1,1b,,
KF524215,1,1a,1,1a,1,1a,1,1a,,
KF524216,1,1b,1,1b,1,1b,1,1b,,
KF524217,1,1b,1,1b,1,1b,1,1b,,
KF524218,1,1b,1,1b,1,1b,1,1b,,
KF524219,1,1b,1,1b,1,1b,1,1b,,
KF524220,1,1b,1,1b,1,1b,1,1b,,
KF524221,1,1b,1,1b,1,1b,1,1b,,
KF524222,1,1b,1,1b,1,1b,1,1b,,
KF524223,1,1b,1,1b,1,1b,1,1b,,
KF524224,1,1b,1,1b,1,1b,1,1b,,
KF524225,1,1b,1,1b,1,1b,1,1b,,
KF524226,1,1b,1,1b,1,1b,1,1b,,
KF524227,1,1a,1,1a,1,1a,1,1a,,
KF524228,1,1a,1,1a,1,1a,1,1a,,
KF524229,1,1b,1,1b,1,1b,1,1b,,
KF524230,1,1b,1,1b,1,1b,1,1b,,
KF524231,1,1a,1,1a,1,1a,1,1a,,
KF524232,1,1b,1,1b,1,1b,1,1b,,
KF524233,1,1b,1,1b,1,1b,1,1b,,
KF524234,1,1a,1,1a,1,1a,1,1a,,
KF524235,1,1a,1,1a,1,1a,1,1a,,
KF524236,1,1a,1,1a,1,1a,1,1a,,
KF524237,1,1a,1,1a,1,1a,1,1a,,
KF524238,1,1b,1,1b,1,1b,1,1b,,
KF524239,1,1b,1,1b,1,1b,1,1b,,
KF524240,1,1b,1,1b,1,1b,1,1b,,
KF524241,1,1b,1,1b,1,1b,1,1b,,
KF524242,1,1a,1,1a,1,1a,1,1a,,
KF524243,1,1b,1,1b,1,1b,1,1b,,
KF524244,1,1b,1,1b,1,1b,1,1b,,
KF524245,1,1a,1,1a,1,1a,1,1a,,
KF524246,1,1b,1,1b,1,1b,1,1b,,
KF524247,1,1b,1,1b,1,1b,1,1b,,
KF524248,1,1a,1,1a,1,1a,1,1a,,
KF524249,1,1b,1,1b,1,1b,1,1b,,
KF524250,1,1b,1,1b,1,1b,1,1b,,
KF524251,1,1b,1,1b,1,1b,1,1b,,
KF524252,1,1b,1,1b,1,1b,1,1b,,
KF524253,1,1a,1,1a,1,1a,1,1a,,
KF524254,1,1b,1,1b,1,1b,1,1b,,
KF524255,1,1b,1,1b,1,1b,1,1b,,
KF524256,1,1a,1,1a,1,1a,1,1a,,
KF524257,1,1a,1,1a,1,1a,1,1a,,
OP022902,2,2a,2,2a,2,2a,2,2a,2,2a
OP022903,2,2b,2,2b,2,2b,2,2b,2,2b
OP022904,2,2b,2,2b,2,2b,2,2b,2,2b
OP022905,2,2a,2,2a,2,2a,2,2a,2,2a
OP022906,2,2b,2,2b,2,2b,2,2b,2,2b
OP022907,2,2a,2,2a,2,2a,2,2a,2,2a
OP022908,2,2a,2,2a,2,2a,2,2a,2,2a
OP022909,2,2a,2,2a,2,2a,2,2a,2,2a
OP022910,2,2a,2,2a,2,2a,2,2a,2,2a
OP022911,2,2a,2,2a,2,2a,2,2a,2,2a
OP022912,2,2b,2,2b,2,2b,2,2b,2,2b
OP022913,2,2b,2,2b,2,2b,2,2b,2,2b
OP022914,2,2b,2,2b,2,2b,2,2b,2,2b
OP022915,2,2b,2,2b,2,2b,2,2b,2,2b
OP022916,2,2b,2,2b,2,2b,2,2b,2,2b
OP022917,2,2a,2,2a,2,2a,2,2a,2,2a
OP022918,2,2b,2,2d,2,2b,,"unassigned_1, 2b-2d",2,2b
OP022919,2,2b,2,2b,2,2b,2,2b,2,2b
OP022920,2,2a,2,2a,2,2a,2,2a,2,2a
OP022921,2,2a,2,2a,2,2a,2,2a,2,2a
PX091940,2,2a,2,2a,2,2a,2,2a,2,2a
PX091941,1,1b,1,1b,1,1b,1,1b,1,1b
PX091942,3,3a,3,3a,3,3a,3,3a,3,3a
KJ437271,1,1a,1,1a,1,1a,1,1a,1,
KJ437279,1,1a,1,1a,1,1a,1,1a,1,
KJ437295,1,1b,1,1b,1,1b,1,1b,1,
KJ437296,1,1a,1,1a,1,1a,1,1a,1,
KJ437300,1,1a,1,1a,1,1a,1,1a,1,
KJ437307,3,3a,3,3a,3,3a,3,3a,3,
KJ437311,3,3a,3,3a,3,3a,3,3a,3,
KJ437313,3,3a,3,3a,3,3a,3,3a,3,
KJ437314,3,3a,3,3a,3,3a,3,3a,3,
KJ437318,3,3a,3,3a,3,3a,3,3a,3,
KJ437327,3,3a,3,3a,3,3a,3,3a,3,
KJ437342,3,3a,3,3a,3,3a,3,3a,3,
KJ439767,1,1c,1,1c,1,1c,1,1c,1,1c
KJ439768,1,1d,1,1d,1,1b,1,1b,1,1d
KJ439769,1,1e,1,1e,1,1e,1,1e,1,1e
KJ439770,1,1g,1,1g,1,1g,1,1g,1,1g
KJ439771,1,1h,1,1h,1,1h,1,1h,1,1h
KJ439772,1,1i,1,1i,1,1b,1,1b,1,1i
KJ439773,1,1j,1,1j,1,1a,1,1a,1,1j
KJ439774,1,1k,1,1k,1,1a,1,1a,1,1k
KJ439775,1,1n,1,1n,1,1a,1,1a,1,
KJ439776,1,1l,1,1l,1,1l,1,1l,1,
KJ439777,1,1k,1,1k,1,1a,1,1a,1,
KJ439778,1,1m,1,1m,1,1a,1,1a,1,
KJ439779,1,1o,1,1o,1,1b,1,1b,1,
KJ439780,1,1m,1,1k,1,1a,1,1a,1,
KJ439781,1,1n,1,1n,1,1a,1,1a,1,
KJ439782,1,1m,1,1m,1,1a,1,1a,1,
KJ470612,3,3a,3,3a,3,3a,3,3a,3,3a
KJ470613,3,3a,3,3a,3,3a,3,3a,3,3a
KJ470614,3,3a,3,3a,3,3a,3,3a,3,3a
KJ470615,3,3a,3,3a,3,3a,3,3a,3,3a
KJ470616,3,3b,3,3b,3,3b,3,3b,3,3b
KJ470617,3,3b,3,3b,3,3b,3,3b,3,3b
KJ470618,3,3e,3,3e,3,3a,3,3a,3,3e
KJ470619,3,3d,3,3d,3,3a,3,3a,3,3d
KJ470620,6,6g,6,6g,6,6g,6,6g,6,
KJ470621,6,6g,6,6g,6,6g,6,6g,6,
KJ470622,6,6g,6,6g,6,6g,6,6g,6,
KJ470623,6,6g,6,6g,6,6w,6,6w,6,
KJ470624,6,6g,6,6g,1,1b,6,6g,6,
KJ470625,6,6g,6,6g,1,1b,6,6w,6,
KJ530047,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530048,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530049,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530050,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530051,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530052,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530053,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530054,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530055,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530056,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530057,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530058,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530059,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530060,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530061,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530062,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530063,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530064,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530065,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530066,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530067,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530068,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530069,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530070,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530071,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530072,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530073,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530074,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530075,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530076,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530077,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530078,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530079,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530080,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530081,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530082,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530083,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530084,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530085,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530086,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530087,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530088,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530089,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530090,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530091,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530092,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530093,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530094,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530095,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530096,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530097,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530098,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530099,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530100,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530101,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530102,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530103,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530104,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530105,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530106,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530107,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530108,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530109,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530110,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530111,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530112,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530113,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530114,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530115,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530116,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530117,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530118,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530119,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530120,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530121,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530122,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530123,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530124,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530125,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530126,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530127,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530128,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530129,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530130,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530131,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530132,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530133,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530134,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530135,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530136,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530137,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530138,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530139,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530140,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530141,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530142,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530143,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530144,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530145,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530146,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530147,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530148,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530149,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530150,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530151,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530152,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530153,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530154,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530155,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530156,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530157,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530158,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530159,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530160,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530161,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530162,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530163,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530164,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530165,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530166,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530167,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530168,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530169,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530170,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530171,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530172,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530173,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530174,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530175,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530176,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530177,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530178,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530179,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530180,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530181,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530182,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530183,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530184,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530185,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530186,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530187,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530188,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530189,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530190,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530191,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530192,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530193,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530194,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530195,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530196,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530197,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530198,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530199,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530200,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530201,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530202,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530203,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530204,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530205,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530206,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530207,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530208,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530209,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530210,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530211,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530212,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530213,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530214,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530215,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530216,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530217,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530218,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530219,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530220,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530221,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530222,1,1a,1,1a,1,1a,1,1a,1,1a
