Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover
FJ807149,4,94.640,653,4a,94.640,653,2748-2855,
FJ807150,4,92.190,653,4a,92.190,653,2748-2855,
FJ807151,4,93.109,653,4a,93.109,653,2748-2855,
FJ807152,4,84.992,653,4k,92.802,653,2748-2855,
FJ807153,4,84.992,653,4d,96.478,653,2748-2855,
FJ807154,4,85.145,653,4d,96.784,653,2748-2855,
FJ807155,4,83.920,653,4d,95.253,653,2748-2855,
FJ807156,4,84.533,653,4d,96.325,653,2748-2855,
FJ807157,4,85.452,653,4d,96.478,653,2748-2855,
FJ807158,4,84.380,653,4d,97.243,653,2748-2855,
FJ807159,4,84.380,653,4d,96.478,653,2748-2855,
FJ807160,4,84.839,653,4d,96.478,653,2748-2855,
FJ807161,4,85.299,653,4d,96.937,653,2748-2855,
FJ807162,4,83.461,653,4d,95.406,653,2748-2855,
FJ807163,4,84.686,653,4d,95.865,653,2748-2855,
FJ807164,4,84.839,653,4d,96.325,653,2748-2855,
FJ807165,4,85.452,653,4d,96.784,653,2748-2855,
FJ807166,4,84.227,653,4d,95.559,653,2748-2855,
FJ807167,4,84.074,653,4d,95.559,653,2748-2855,
FJ807168,4,84.074,653,4d,95.406,653,2748-2855,
FJ821470,1,79.876,323,1b,93.498,323,2762-2855,
FJ821471,1,79.365,315,1b,93.333,315,2762-2855,
FJ821472,1,79.365,315,1b,93.333,315,2762-2855,
FJ828844,1,75.510,441,1b,90.438,502,,
FJ828845,1,76.852,432,1b,88.955,507,,
FJ828846,1,74.537,432,1b,89.105,514,,
FJ828847,1,76.871,441,1b,89.105,514,,
FJ828848,1,76.389,432,1b,91.245,514,,
FJ828849,1,76.886,411,1b,87.045,494,,
FJ828850,1,76.399,411,1b,88.716,514,,
FJ828851,1,74.603,441,1b,90.078,514,,
FJ828852,1,76.389,432,1b,87.938,514,,
FJ828853,1,76.471,442,1b,89.300,514,,
FJ828854,1,75.792,442,1b,90.138,507,,
FJ828855,1,78.060,433,1b,91.913,507,,
FJ828856,1,75.982,433,1b,90.533,507,,
FJ828857,1,76.697,442,1b,89.883,514,,
FJ828858,1,77.829,433,1b,91.245,514,,
FJ830936,1,92.818,543,1a,93.923,543,,
FJ830937,1,92.818,543,1a,93.923,543,,
FJ830938,1,92.634,543,1a,92.449,543,,
FJ830939,1,91.897,543,1a,92.081,543,,
FJ830940,1,89.299,542,1a,91.144,542,,
FJ830941,1,89.483,542,1a,91.144,542,,
FJ830942,1,94.843,543,1a,95.580,543,,
FJ830943,1,94.107,543,1a,94.843,543,,
FJ830944,1,94.107,543,1a,95.948,543,,
FJ830945,1,93.002,543,1a,95.396,543,,
FJ830946,1,92.449,543,1a,92.818,543,,
FJ830947,1,92.634,543,1a,92.634,543,,
FJ830948,1,93.370,543,1a,94.659,543,,
FJ830949,1,93.002,543,1a,93.923,543,,
FJ830950,1,94.291,543,1a,94.291,543,,
FJ830951,1,94.107,543,1a,94.107,543,,
FJ830952,1,93.738,543,1a,94.843,543,,
FJ830953,1,93.923,543,1a,94.659,543,,
FJ830954,1,79.769,519,1b,91.897,543,,
FJ830955,1,78.998,519,1b,91.160,543,,
FJ830956,1,93.002,543,1a,94.659,543,,
FJ830957,1,93.002,543,1a,94.291,543,,
FJ830958,1,92.081,543,1a,92.449,543,,
FJ830959,1,91.713,543,1a,92.081,543,,
FJ830960,1,90.608,543,1a,92.265,543,,
FJ830961,1,91.093,494,1a,92.105,494,,
FJ830962,1,77.248,545,1b,90.959,542,,
FJ830963,1,76.697,545,1b,90.590,542,,
FJ830964,1,94.107,543,1a,93.923,543,,
FJ830965,1,93.370,543,1a,93.738,543,,
FJ830966,1,89.134,543,1a,90.239,543,,
FJ830967,1,89.687,543,1a,90.608,543,,
FJ830968,1,85.083,543,1a,86.004,543,,
FJ830969,1,90.055,543,1a,91.713,543,,
FJ830970,1,94.291,543,1a,94.843,543,,
FJ830971,1,94.107,543,1a,94.659,543,,
FJ830972,1,92.804,542,1a,93.727,542,,
FJ830973,1,92.435,542,1a,93.358,542,,
FJ830974,1,93.370,543,1a,93.738,543,,
FJ830975,1,93.186,543,1a,93.554,543,,
FJ830976,1,94.291,543,1a,94.843,543,,
FJ830977,1,93.554,543,1a,94.107,543,,
FJ830978,1,94.291,543,1a,94.843,543,,
FJ830979,1,94.291,543,1a,95.212,543,,
FJ830980,1,90.608,543,1a,92.634,543,,
FJ830981,1,90.792,543,1a,92.265,543,,
FJ830982,1,77.716,543,1b,91.328,542,,
FJ830983,1,77.532,543,1b,91.344,543,,
FJ830984,1,93.002,543,1a,94.475,543,,
FJ830985,1,92.449,543,1a,93.923,543,,
FJ830986,1,93.186,543,1a,93.554,543,,
FJ830987,1,93.554,543,1a,93.923,543,,
FJ830988,1,92.449,543,1a,92.818,543,,
FJ830989,1,91.897,543,1a,93.002,543,,
FJ830990,1,77.654,537,1b,92.265,543,,
FJ830991,1,77.281,537,1b,91.713,543,,
FJ830992,1,75.915,519,1b,88.582,543,,
FJ830993,1,78.035,519,1b,90.239,543,,
FJ830994,1,78.716,545,1b,88.930,542,,
FJ830995,1,78.349,545,1b,89.114,542,,
FJ830996,1,78.227,519,1b,92.804,542,,
FJ830997,1,78.227,519,1b,92.435,542,,
FJ830998,1,94.475,543,1a,95.396,543,,
FJ830999,1,94.659,543,1a,95.212,543,,
FJ831000,1,89.522,544,1a,91.176,544,,
FJ831001,1,89.154,544,1a,90.441,544,,
FJ831002,1,92.449,543,1a,94.291,543,,
FJ831003,1,92.818,543,1a,94.659,543,,
FJ831004,1,79.961,519,1b,90.976,543,,
FJ831005,1,79.961,519,1b,90.976,543,,
FJ831006,1,77.982,545,1b,90.037,542,,
FJ831007,1,77.615,545,1b,90.037,542,,
FJ831008,1,77.248,545,1b,91.144,542,,
FJ831009,1,77.064,545,1b,90.959,542,,
FJ831010,1,88.419,544,1a,90.257,544,,
FJ831011,1,87.868,544,1a,89.706,544,,
FJ831012,1,94.659,543,1a,95.764,543,,
FJ831013,1,94.280,542,1a,94.280,542,,
FJ831014,1,90.590,542,1a,92.066,542,,
FJ831015,1,90.037,542,1a,91.513,542,,
FJ831016,1,88.950,543,1a,90.074,544,,
FJ831017,1,88.950,543,1a,89.687,543,,
FJ831018,1,77.716,543,1b,90.037,542,,
FJ831019,1,77.348,543,1b,89.483,542,,
FJ831020,1,88.950,543,1a,90.424,543,,
FJ831021,1,88.582,543,1a,90.055,543,,
FJ831022,1,78.895,507,1b,90.792,543,,
FJ831023,1,75.099,506,1b,88.704,540,,
FJ831024,1,94.659,543,1a,95.212,543,,
FJ831025,1,88.582,543,1a,89.871,543,,
FJ831026,1,77.649,519,1b,90.590,542,,
FJ831027,1,77.649,519,1b,90.590,542,,
FJ831028,1,76.514,545,1b,91.513,542,,
FJ831029,1,77.668,506,1b,90.959,542,,
FJ831030,1,76.879,519,1b,89.483,542,,
FJ831031,1,76.059,543,1b,89.114,542,,
FJ831032,1,76.980,543,1b,90.590,542,,
FJ831033,1,77.712,507,1b,90.037,542,,
FJ831034,1,93.923,543,1a,95.212,543,,
FJ831035,1,93.554,543,1a,94.843,543,,
FJ831036,1,92.251,542,1a,93.173,542,,
FJ831037,1,92.251,542,1a,92.620,542,,
FJ831038,1,94.280,542,1a,95.018,542,,
FJ831039,1,94.096,542,1a,94.834,542,,
FJ831040,1,79.383,519,1b,93.923,543,,
FJ831041,1,79.191,519,1b,93.554,543,,
FJ831042,1,79.576,519,1b,90.809,544,,
FJ831043,1,79.576,519,1b,90.441,544,,
FJ831044,1,90.608,543,1a,92.265,543,,
FJ831045,1,89.871,543,1a,91.160,543,,
FJ831046,1,92.449,543,1a,92.818,543,,
FJ831047,1,93.186,543,1a,93.923,543,,
FJ831048,1,93.186,543,1a,93.554,543,,
FJ831049,1,92.081,543,1a,92.449,543,,
FJ831050,1,79.383,519,1b,91.513,542,,
FJ831051,1,78.165,545,1b,91.513,542,,
FJ831052,1,88.787,544,1a,90.441,544,,
FJ831053,1,87.684,544,1a,89.154,544,,
FJ831054,1,76.758,512,1b,91.344,543,,
FJ831055,1,76.340,541,1b,90.185,540,,
FJ831056,1,78.998,519,1b,91.513,542,,
FJ831057,1,79.576,519,1b,91.328,542,,
FJ831058,1,77.281,537,1b,90.055,543,,
FJ831059,1,77.264,519,1b,89.687,543,,
FJ831060,1,94.843,543,1a,95.028,543,,
FJ831061,1,94.107,543,1a,94.475,543,,
FJ831062,1,90.441,544,1a,90.993,544,,
FJ831063,1,91.176,544,1a,91.360,544,,
FJ831064,1,77.615,545,1b,91.697,542,,
FJ831065,1,77.431,545,1b,91.513,542,,
FJ831066,1,78.304,507,1b,88.192,542,,
FJ831067,1,79.383,519,1b,89.852,542,,
FJ831068,1,78.165,545,1b,90.037,542,,
FJ831069,1,77.064,545,1b,88.930,542,,
FJ831070,1,77.716,543,1b,91.144,542,,
FJ831071,1,77.532,543,1b,90.959,542,,
FJ831072,1,78.458,506,1b,91.160,543,,
FJ831073,1,77.649,519,1b,90.959,542,,
FJ831074,1,77.901,543,1b,89.483,542,,
FJ831075,1,77.901,543,1b,88.745,542,,
FJ831076,1,94.096,542,1a,95.018,542,,
FJ831077,1,94.096,542,1a,95.018,542,,
FJ831078,1,93.923,543,1a,94.475,543,,
FJ831079,1,93.554,543,1a,94.107,543,,
FJ831080,1,92.634,543,1a,93.738,543,,
FJ831081,1,91.344,543,1a,91.897,543,,
FJ831082,1,93.554,543,1a,95.396,543,,
FJ831083,1,93.186,543,1a,95.028,543,,
FJ831084,1,77.982,545,1b,92.620,542,,
FJ831085,1,77.982,545,1b,91.882,542,,
FJ831086,1,90.608,543,1a,91.897,543,,
FJ831087,1,90.424,543,1a,91.713,543,,
FJ831088,1,77.071,519,1b,91.513,542,,
FJ831089,1,78.185,518,1b,91.328,542,,
FJ831090,1,94.107,543,1a,95.028,543,,
FJ831091,1,93.923,543,1a,95.212,543,,
FJ831092,1,90.055,543,1a,91.344,543,,
FJ831093,1,90.608,543,1a,91.897,543,,
FJ831094,1,93.186,543,1a,93.554,543,,
FJ831095,1,92.818,543,1a,93.186,543,,
FJ831096,1,77.071,519,1b,91.160,543,,
FJ831097,1,76.493,519,1b,90.976,543,,
FJ831098,1,93.554,543,1a,94.843,543,,
FJ831099,1,92.634,543,1a,94.291,543,,
FJ831100,1,93.923,543,1a,94.291,543,,
FJ831101,1,93.554,543,1a,93.923,543,,
FJ831102,1,92.620,542,1a,93.727,542,,
FJ831103,1,94.280,542,1a,94.280,542,,
FJ831104,1,93.911,542,1a,94.649,542,,
FJ831105,1,93.358,542,1a,93.173,542,,
FJ831106,1,77.982,545,1b,91.144,542,,
FJ831107,1,77.248,545,1b,90.406,542,,
FJ831108,1,78.420,519,1b,92.435,542,,
FJ831109,1,78.227,519,1b,91.882,542,,
FJ831110,1,92.818,543,1a,93.002,543,,
FJ831111,1,92.265,543,1a,93.015,544,,
FJ831112,1,90.055,543,1a,91.912,544,,
FJ831113,1,90.055,543,1a,91.529,543,,
FJ831114,1,77.264,519,1b,82.136,543,,
FJ831115,1,77.457,519,1b,83.241,543,,
FJ831116,1,94.843,543,1a,95.764,543,,
FJ831117,1,93.554,543,1a,95.037,544,,
FJ831118,1,89.319,543,1a,90.055,543,,
FJ831119,1,89.871,543,1a,90.608,543,,
FJ831120,1,90.055,543,1a,91.529,543,,
FJ831121,1,89.687,543,1a,91.160,543,,
FJ831122,1,89.687,543,1a,90.608,543,,
FJ831123,1,93.186,543,1a,94.107,543,,
FJ831124,1,91.160,543,1a,92.634,543,,
FJ831125,1,90.424,543,1a,91.897,543,,
FJ831126,1,93.554,543,1a,94.291,543,,
FJ831127,1,92.950,539,1a,93.554,543,,
FJ831128,1,93.370,543,1a,93.738,543,,
FJ831129,1,92.634,543,1a,93.002,543,,
FJ831130,1,77.901,543,1b,91.513,542,,
FJ831131,1,76.980,543,1b,91.144,542,,
FJ831132,1,94.843,543,1a,95.212,543,,
FJ831133,1,92.634,543,1a,93.554,543,,
FJ831134,1,79.576,519,1b,91.513,542,,
FJ831135,1,78.998,519,1b,92.804,542,,
FJ831136,1,90.792,543,1a,91.713,543,,
FJ831137,1,90.424,543,1a,91.344,543,,
FJ831138,1,95.396,543,1a,95.764,543,,
FJ831139,1,94.659,543,1a,94.659,543,,
FJ831140,1,95.764,543,1a,95.580,543,,
FJ831141,1,95.028,543,1a,94.659,543,,
FJ831142,1,77.798,545,1b,91.882,542,,
FJ831143,1,77.615,545,1b,91.697,542,,
FJ831144,1,95.948,543,1a,97.238,543,,
FJ831145,1,94.843,543,1a,95.764,543,,
FJ831146,1,95.212,543,1a,95.212,543,,
FJ831147,1,95.028,543,1a,95.028,543,,
FJ831148,1,77.901,543,1b,90.037,542,,
FJ831149,1,77.348,543,1b,90.037,542,,
FJ831150,1,89.890,544,1a,90.809,544,,
FJ831151,1,90.792,543,1a,91.344,543,,
FJ831152,1,78.227,519,1b,90.608,543,,
FJ831153,1,78.805,519,1b,90.424,543,,
FJ831154,1,80.154,519,1b,91.513,542,,
FJ831155,1,79.769,519,1b,91.328,542,,
FJ831156,1,94.107,543,1a,93.923,543,,
FJ831157,1,94.107,543,1a,94.291,543,,
FJ831158,1,94.107,543,1a,93.738,543,,
FJ831159,1,93.738,543,1a,93.370,543,,
FJ831160,1,89.134,543,1a,90.424,543,,
FJ831161,1,90.608,543,1a,92.463,544,,
FJ831162,1,93.542,542,1a,94.465,542,,
FJ831163,1,92.435,542,1a,94.096,542,,
FJ831164,1,93.554,543,1a,94.659,543,,
FJ831165,1,93.002,543,1a,94.107,543,,
FJ831166,1,78.378,518,1b,90.055,543,,
FJ831167,1,94.107,543,1a,95.212,543,,
FJ831168,1,77.798,545,1b,90.959,542,,
FJ831169,1,78.349,545,1b,92.804,542,,
FJ831170,1,89.319,543,1a,90.976,543,,
FJ831171,1,88.950,543,1a,90.608,543,,
FJ831172,1,95.028,543,1a,95.948,543,,
FJ831173,1,93.923,543,1a,95.396,543,,
FJ831174,1,91.912,544,1a,92.081,543,,
FJ831175,1,93.554,543,1a,93.923,543,,
FJ831176,1,92.449,543,1a,93.002,543,,
FJ831177,1,93.923,543,1a,94.843,543,,
FJ831178,1,93.554,543,1a,94.843,543,,
FJ831179,1,93.554,543,1a,94.843,543,,
FJ831180,1,90.257,544,1a,91.544,544,,
FJ831181,1,89.687,543,1a,90.792,543,,
FJ831182,1,78.077,520,1b,90.959,542,,
FJ831183,1,78.077,520,1b,91.144,542,,
FJ831184,1,88.950,543,1a,89.319,543,,
FJ831185,1,88.419,544,1a,88.971,544,,
FJ831186,1,89.154,544,1a,90.074,544,,
FJ831187,1,88.971,544,1a,89.890,544,,
FJ831188,1,79.374,543,1b,90.959,542,,
FJ831189,1,88.419,544,1a,89.706,544,,
FJ831190,1,93.370,543,1a,93.738,543,,
FJ831191,1,93.738,543,1a,94.107,543,,
FJ831192,1,77.649,519,1b,92.449,543,,
FJ831193,1,77.842,519,1b,92.634,543,,
FJ831194,1,93.738,543,1a,94.475,543,,
FJ831195,1,92.818,543,1a,93.923,543,,
FJ831196,1,77.649,519,1b,92.449,543,,
FJ831197,1,78.227,519,1b,93.186,543,,
FJ831198,1,94.843,543,1a,95.212,543,,
FJ831199,1,94.291,543,1a,95.028,543,,
FJ831200,1,93.554,543,1a,93.554,543,,
FJ831201,1,92.804,542,1a,92.804,542,,
FJ831202,1,89.319,543,1a,90.976,543,,
FJ831203,1,88.950,543,1a,90.608,543,,
FJ831204,1,77.649,519,1b,92.449,543,,
FJ831205,1,86.765,544,1a,88.007,542,,
FJ831206,1,77.649,519,1b,90.959,542,,
FJ831207,1,71.059,425,1b,81.432,447,,
FJ831208,1,94.659,543,1a,95.212,543,,
FJ831209,1,93.370,543,1a,94.659,543,,
FJ831210,1,78.227,519,1b,91.529,543,,
FJ831211,1,78.420,519,1b,91.344,543,,
FJ831212,1,93.186,543,1a,93.186,543,,
FJ831213,1,93.370,543,1a,93.370,543,,
FJ831214,1,90.792,543,1a,91.713,543,,
FJ831215,1,88.766,543,1a,90.993,544,,
FJ831216,1,93.554,543,1a,93.738,543,,
FJ831217,1,92.634,543,1a,92.634,543,,
FJ831218,1,93.923,543,1a,95.212,543,,
FJ831219,1,93.370,543,1a,93.923,543,,
FJ831220,1,89.706,544,1a,91.360,544,,
FJ831221,1,90.074,544,1a,91.728,544,,
FJ831222,1,95.028,543,1a,94.291,543,,
FJ831223,1,94.659,543,1a,93.923,543,,
FJ831224,1,90.239,543,1a,92.265,543,,
FJ831225,1,90.976,543,1a,92.634,543,,
FJ831226,1,76.147,545,1b,88.745,542,,
FJ831227,1,77.264,519,1b,89.483,542,,
FJ831228,1,90.608,543,1a,91.529,543,,
FJ831229,1,91.344,543,1a,92.265,543,,
FJ831230,1,92.804,542,1a,93.911,542,,
FJ831231,1,92.620,542,1a,93.727,542,,
FJ831232,1,94.107,543,1a,94.659,543,,
FJ831233,1,93.923,543,1a,94.107,543,,
FJ831234,1,95.028,543,1a,95.764,543,,
FJ831235,1,95.212,543,1a,95.948,543,,
FJ831236,1,78.227,519,1b,90.590,542,,
FJ831237,1,77.819,541,1b,89.074,540,,
FJ831238,1,94.659,543,1a,95.028,543,,
FJ831239,1,95.396,543,1a,95.764,543,,
FJ831240,1,78.805,519,1b,88.930,542,,
FJ831241,1,79.191,519,1b,89.668,542,,
FJ831242,1,93.186,543,1a,94.107,543,,
FJ831243,1,92.634,543,1a,93.934,544,,
FJ831244,1,94.107,543,1a,94.843,543,,
FJ831245,1,94.107,543,1a,94.843,543,,
FJ831246,1,89.154,544,1a,90.809,544,,
FJ831247,1,86.581,544,1a,88.235,544,,
FJ831248,1,78.637,543,1b,91.513,542,,
FJ831249,1,78.637,543,1b,90.406,542,,
FJ831250,1,92.818,543,1a,93.370,543,,
FJ831251,1,92.449,543,1a,93.002,543,,
FJ831252,1,91.897,543,1a,92.634,543,,
FJ831253,1,90.792,543,1a,91.529,543,,
FJ831254,1,85.820,543,1a,86.740,543,,
FJ831255,1,89.319,543,1a,91.344,543,,
FJ831256,1,77.515,507,1b,89.668,542,,
FJ831257,1,78.420,519,1b,90.775,542,,
FJ831258,1,78.035,519,1b,91.328,542,,
FJ831259,1,78.458,506,1b,91.144,542,,
FJ831260,1,79.558,543,1b,90.959,542,,
FJ831261,1,79.742,543,1b,90.775,542,,
FJ831262,1,78.998,519,1b,90.221,542,,
FJ831263,1,78.613,519,1b,90.221,542,,
FJ831264,1,91.897,543,1a,92.265,543,,
FJ831265,1,91.529,543,1a,91.897,543,,
FJ831266,1,93.186,543,1a,95.212,543,,
FJ831267,1,93.370,543,1a,95.212,543,,
FJ831268,1,93.738,543,1a,94.291,543,,
FJ831269,1,74.903,514,1a,75.292,514,,
FJ831270,1,94.659,543,1a,95.212,543,,
FJ831271,1,94.475,543,1a,95.028,543,,
FJ831272,1,77.467,537,1b,90.000,540,,
FJ831273,1,77.095,537,1b,90.370,540,,
FJ831274,1,79.769,519,1b,91.697,542,,
FJ831275,1,77.071,519,1b,89.852,542,,
FJ831276,1,79.576,519,1b,91.328,542,,
FJ831277,1,88.950,543,1a,89.871,543,,
FJ831278,1,77.164,543,1b,90.221,542,,
FJ831279,1,77.649,519,1b,91.513,542,,
FJ831280,1,93.554,543,1a,94.107,543,,
FJ831281,1,93.186,543,1a,93.738,543,,
FJ831282,1,92.449,543,1a,93.554,543,,
FJ831283,1,92.449,543,1a,93.554,543,,
FJ831284,1,92.265,543,1a,92.634,543,,
FJ831285,1,78.716,545,1b,91.697,542,,
FJ831286,1,93.554,543,1a,95.028,543,,
FJ831287,1,93.002,543,1a,94.659,543,,
FJ831288,1,76.686,519,1b,88.745,542,,
FJ831289,1,76.879,519,1b,89.114,542,,
FJ831290,1,78.805,519,1b,91.513,542,,
FJ831291,1,77.842,519,1b,91.697,542,,
FJ831292,1,94.843,543,1a,95.212,543,,
FJ831293,1,94.475,543,1a,94.843,543,,
FJ831294,1,85.083,543,1a,85.451,543,,
FJ831295,1,78.349,545,1b,90.590,542,,
FJ831296,1,76.723,537,1b,88.766,543,,
FJ831297,1,76.909,537,1b,88.950,543,,
FJ831298,1,93.554,543,1a,93.738,543,,
FJ831299,1,93.554,543,1a,93.554,543,,
FJ831300,1,93.738,543,1a,94.107,543,,
FJ831301,1,93.554,543,1a,93.923,543,,
FJ831302,1,94.659,543,1a,95.212,543,,
FJ831303,1,94.843,543,1a,95.396,543,,
FJ831304,1,93.554,543,1a,93.923,543,,
FJ831305,1,93.002,543,1a,93.370,543,,
FJ831306,1,93.370,543,1a,93.554,543,,
FJ831307,1,92.818,543,1a,93.002,543,,
FJ831308,1,94.475,543,1a,94.659,543,,
FJ831309,1,94.107,543,1a,94.610,538,,
FJ831310,1,94.659,543,1a,94.659,543,,
FJ831311,1,92.818,543,1a,93.738,543,,
FJ831312,1,76.427,543,1b,90.590,542,,
FJ831313,1,76.427,543,1b,90.037,542,,
FJ831314,1,92.265,543,1a,92.634,543,,
FJ831315,1,93.370,543,1a,93.738,543,,
FJ831316,1,90.424,543,1a,92.818,543,,
FJ831317,1,90.239,543,1a,92.818,543,,
FJ831318,1,94.659,543,1a,95.580,543,,
FJ831319,1,93.186,543,1a,94.475,543,,
FJ831320,1,77.798,545,1b,92.066,542,,
FJ831321,1,77.615,545,1b,91.882,542,,
FJ831322,1,91.344,543,1a,91.713,543,,
FJ831323,1,77.532,543,1b,92.251,542,,
FJ831324,1,93.370,543,1a,94.659,543,,
FJ831325,1,93.370,543,1a,94.475,543,,
FJ831326,1,94.107,543,1a,94.107,543,,
FJ831327,1,93.554,543,1a,93.738,543,,
FJ831328,1,95.028,543,1a,95.212,543,,
FJ831329,1,94.659,543,1a,95.221,544,,
FJ831330,1,94.107,543,1a,95.212,543,,
FJ831331,1,93.923,543,1a,95.580,543,,
FJ831332,1,77.281,537,1b,90.590,542,,
FJ831333,1,76.350,537,1b,89.852,542,,
FJ831334,1,78.733,442,1b,84.317,542,,
FJ831335,1,77.500,520,1b,90.239,543,,
FJ831336,1,77.457,519,1b,90.976,543,,
FJ831337,1,77.264,519,1b,90.792,543,,
FJ831338,1,78.085,543,1b,90.959,542,,
FJ831339,1,77.532,543,1b,91.513,542,,
FJ831340,1,94.475,543,1a,95.764,543,,
FJ831341,1,93.186,543,1a,94.107,543,,
FJ831342,1,92.081,543,1a,92.449,543,,
FJ831343,1,78.035,519,1b,91.328,542,,
FJ831344,1,78.304,507,1b,90.959,542,,
FJ831345,1,77.649,519,1b,91.513,542,,
FJ831346,1,92.449,543,1a,93.370,543,,
FJ831347,1,92.634,543,1a,93.923,543,,
FJ831348,1,92.818,543,1a,93.738,543,,
FJ831349,1,93.002,543,1a,94.291,543,,
FJ831350,1,83.794,543,1b,85.609,542,,
FJ831351,1,77.649,519,1b,91.513,542,,
FJ831352,1,78.716,545,1b,91.697,542,,
FJ831353,1,78.716,545,1b,92.066,542,,
FJ831354,1,92.634,543,1a,93.002,543,,
FJ831355,1,78.269,543,1b,90.037,542,,
FJ831356,1,94.107,543,1a,93.738,543,,
FJ831357,1,95.764,543,1a,95.396,543,,
FJ831358,1,92.818,543,1a,93.554,543,,
FJ831359,1,93.186,543,1a,93.923,543,,
FJ831360,1,92.634,543,1a,92.634,543,,
FJ831361,1,93.370,543,1a,93.370,543,,
FJ831362,1,92.265,543,1a,92.634,543,,
FJ831363,1,92.265,543,1a,92.634,543,,
FJ831364,1,95.212,543,1a,95.764,543,,
FJ831365,1,95.580,543,1a,96.133,543,,
FJ831366,1,93.370,543,1a,93.370,543,,
FJ831367,1,94.659,543,1a,94.659,543,,
FJ831368,1,88.950,543,1a,91.160,543,,
FJ831369,1,89.319,543,1a,91.544,544,,
FJ831370,1,89.503,543,1a,92.081,543,,
FJ831371,1,89.871,543,1a,91.713,543,,
FJ831372,1,77.282,515,1b,90.792,543,,
FJ831373,1,77.842,519,1b,90.424,543,,
FJ831374,1,92.634,543,1a,92.265,543,,
FJ831375,1,92.634,543,1a,92.265,543,,
FJ831376,1,90.976,543,1a,93.554,543,,
FJ831377,1,91.713,543,1a,94.291,543,,
FJ831378,1,94.843,543,1a,95.396,543,,
FJ831379,1,95.948,543,1a,95.948,543,,
FJ831380,1,90.406,542,1a,91.328,542,,
FJ831381,1,90.775,542,1a,92.066,542,,
FJ831382,1,94.291,543,1a,95.028,543,,
FJ831383,1,93.923,543,1a,94.659,543,,
FJ831384,1,92.634,543,1a,93.554,543,,
FJ831385,1,95.028,543,1a,95.948,543,,
FJ831386,1,93.186,543,1a,93.923,543,,
FJ831387,1,78.085,543,1b,92.251,542,,
FJ831388,1,94.291,543,1a,93.923,543,,
FJ831389,1,95.396,543,1a,94.843,543,,
FJ831390,1,93.554,543,1a,94.475,543,,
FJ831391,1,94.475,543,1a,95.396,543,,
FJ831392,1,94.843,543,1a,94.475,543,,
FJ831393,1,95.580,543,1a,95.212,543,,
FJ831394,1,93.738,543,1a,93.923,543,,
FJ831395,1,93.186,543,1a,93.370,543,,
FJ831396,1,90.055,543,1a,90.792,543,,
FJ831397,1,88.950,543,1a,90.055,543,,
FJ831398,1,93.370,543,1a,93.554,543,,
FJ831399,1,93.738,543,1a,93.923,543,,
FJ831400,1,90.239,543,1a,92.279,544,,
FJ831401,1,90.993,544,1a,92.831,544,,
FJ831402,1,78.227,519,1b,89.319,543,,
FJ831403,1,78.227,519,1b,89.503,543,,
FJ831404,1,92.634,543,1a,94.107,543,,
FJ831405,1,94.659,543,1a,95.948,543,,
FJ831406,1,95.948,543,1a,95.580,543,,
FJ831407,1,95.941,542,1a,95.572,542,,
FJ831408,1,93.923,543,1a,93.554,543,,
FJ831409,1,93.923,543,1a,93.923,543,,
FJ831410,1,95.580,543,1a,95.212,543,,
FJ831411,1,96.317,543,1a,95.948,543,,
FJ831412,1,75.780,545,1b,90.221,542,,
FJ831413,1,77.264,519,1b,90.959,542,,
FJ831414,1,85.083,543,1a,85.635,543,,
FJ831415,1,77.901,543,1b,89.852,542,,
FJ831416,1,95.764,543,1a,95.396,543,,
FJ831417,1,96.685,543,1a,96.317,543,,
FJ831418,1,92.818,543,1a,93.186,543,,
FJ831419,1,93.370,543,1a,94.107,543,,
FJ831420,1,94.475,543,1a,95.028,543,,
FJ831421,1,93.554,543,1a,94.291,543,,
FJ831422,1,90.792,543,1a,92.081,543,,
FJ831423,1,90.976,543,1a,92.634,543,,
FJ831424,1,77.281,537,1b,91.344,543,,
FJ831425,1,78.212,537,1b,91.897,543,,
FJ831426,1,93.554,543,1a,95.212,543,,
FJ831427,1,93.186,543,1a,94.843,543,,
FJ831428,1,79.487,507,1b,90.037,542,,
FJ831429,1,78.349,545,1b,90.037,542,,
FJ831430,1,92.634,543,1a,93.750,544,,
FJ831431,1,93.370,543,1a,94.107,543,,
FJ831432,1,92.081,543,1a,92.449,543,,
FJ831433,1,79.191,519,1b,91.513,542,,
FJ831434,1,92.081,543,1a,93.566,544,,
FJ831435,1,92.265,543,1a,93.934,544,,
FJ831436,1,92.818,543,1a,93.370,543,,
FJ831437,1,93.186,543,1a,94.475,543,,
FJ831438,1,93.738,543,1a,94.291,543,,
FJ831439,1,94.107,543,1a,94.659,543,,
FJ839678,3,94.515,2115,3a,93.998,2116,,
FJ839869,4,79.478,9356,4t,100.000,9485,2683-2855,
FJ839870,4,80.871,9347,4l,100.000,9388,2683-2855,
FJ859264,6,75.472,583,6f,95.745,611,2734-2855,
FJ859265,6,76.672,583,6f,97.381,611,2734-2855,
FJ859266,6,75.490,612,6f,96.721,610,2734-2855,
FJ859267,6,75.986,583,6f,97.381,611,2734-2855,
FJ859268,6,74.276,587,6n,97.712,612,2735-2855,
