Accession,AssignedGenotype,Subtype2aDistance,Subtype2aDistance,Subtype2bDistance,Subtype2bDistance,Subtype2cDistance,Subtype2dDistance,Subtype2eDistance,Subtype2fDistance,Subtype2fDistance,Subtype2iDistance,Subtype2jDistance,Subtype2jDistance,Subtype2kDistance,Subtype2lDistance,Subtype2lDistance,Subtype2mDistance,Subtype2mDistance,Subtype2qDistance,Subtype2qDistance,Subtype2rDistance,Subtype2tDistance,Subtype2uDistance,Subtype2vDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
AF238481,2,7.563,7.563,22.845,22.845,19.530,19.875,20.763,19.837,19.837,19.322,20.030,20.030,19.996,26.291,26.291,19.529,19.529,19.315,19.315,19.694,22.940,19.411,20.156,2a,7.563,2u,19.411
AF238482,2,7.680,7.680,22.896,22.896,19.708,19.544,20.598,19.605,19.605,19.192,20.053,20.053,19.858,25.510,25.510,19.290,19.290,19.249,19.249,19.389,22.814,19.627,20.051,2a,7.680,2m,19.290
AF238483,2,7.552,7.552,22.925,22.925,19.731,19.559,21.329,19.796,19.796,19.131,20.295,20.295,19.992,25.766,25.766,19.372,19.372,19.167,19.167,19.557,22.947,19.449,20.188,2a,7.552,2q,19.167
AF238484,2,7.669,7.669,22.875,22.875,19.769,19.784,20.940,19.996,19.996,19.461,20.386,20.386,20.019,26.231,26.231,19.323,19.323,19.321,19.321,19.546,23.057,19.360,20.365,2a,7.669,2m,19.323
AF238485,2,8.349,8.349,22.685,22.685,19.562,19.815,21.151,19.571,19.571,19.463,19.837,19.837,19.981,25.719,25.719,19.385,19.385,19.236,19.236,19.642,22.966,19.773,20.196,2a,8.349,2q,19.236
AF238486,2,22.675,22.675,6.192,6.192,22.225,22.306,23.238,22.421,22.421,22.802,22.683,22.683,23.286,26.835,26.835,22.187,22.187,21.757,21.757,22.362,20.893,22.645,22.460,2b,6.192,2t,20.893
AF388436,2,6.719,6.719,19.763,19.763,20.576,16.206,18.182,15.574,15.574,16.049,14.229,14.229,17.391,23.504,23.504,15.810,15.810,15.810,15.810,14.229,20.988,13.439,16.206,2a,6.719,2u,13.439
AF388437,2,4.348,4.348,20.553,20.553,20.165,16.996,18.577,16.393,16.393,16.872,15.020,15.020,15.810,23.504,23.504,15.810,15.810,16.601,16.601,12.253,22.634,14.229,15.810,2a,4.348,2r,12.253
AF388438,2,7.115,7.115,18.972,18.972,18.519,15.810,17.787,16.393,16.393,15.638,12.253,12.253,15.415,22.222,22.222,13.439,13.439,16.206,16.206,13.439,19.342,13.439,15.810,2a,7.115,2j,12.253
AF388506,2,18.519,18.519,20.949,20.949,9.486,17.105,19.008,16.601,16.601,15.810,16.206,16.206,15.020,22.134,22.134,19.368,19.368,19.737,19.737,21.811,22.530,18.860,17.391,2c,9.486,2k,15.020
AF506534,2,15.287,15.287,17.377,17.377,8.280,17.197,19.108,14.331,14.331,14.968,14.007,14.007,14.968,21.587,21.587,14.968,14.968,18.471,18.471,19.427,21.338,17.834,14.013,2c,8.280,2v,14.013
AF506552,2,6.349,6.349,18.750,18.750,16.613,15.625,17.308,13.376,13.376,14.791,12.420,12.420,15.312,20.328,20.328,13.125,13.125,14.375,14.375,14.062,19.489,13.125,13.738,2a,6.349,2j,12.420
AF506562,2,6.116,6.116,16.871,16.871,17.737,13.761,16.871,14.417,14.417,15.385,12.538,12.538,15.596,18.750,18.750,13.456,13.456,15.031,15.031,13.804,17.431,12.844,13.497,2a,6.116,2j,12.538
AF515968,2,15.044,15.044,21.302,21.302,13.947,15.044,18.584,15.976,15.976,7.080,16.320,16.320,17.507,24.398,24.398,17.404,17.404,19.881,19.881,19.288,19.822,17.699,17.211,2i,7.080,2c,13.947
AF515969,2,15.339,15.339,22.485,22.485,15.134,15.044,18.584,15.976,15.976,9.145,16.272,16.272,16.320,25.000,25.000,16.814,16.814,19.288,19.288,19.288,20.710,17.699,16.617,2i,9.145,2d,15.044
AF515970,2,14.749,14.749,20.118,20.118,16.320,16.814,18.879,17.804,17.804,6.785,14.837,14.837,18.398,21.605,21.605,17.699,17.699,19.585,19.585,19.585,19.527,18.584,16.024,2i,6.785,2a,14.749
AF515971,2,16.224,16.224,21.006,21.006,17.804,17.404,20.649,18.991,18.991,7.375,15.727,15.727,18.398,21.036,21.036,18.879,18.879,20.178,20.178,20.475,20.710,20.059,17.804,2i,7.375,2j,15.727
AF515978,2,20.649,20.649,17.456,17.456,18.101,18.584,23.894,19.585,19.585,18.879,17.211,17.211,19.585,25.538,25.538,22.124,22.124,19.585,19.585,19.881,7.396,20.354,18.991,2t,7.396,2j,17.211
AF515979,2,21.239,21.239,18.343,18.343,18.991,19.469,24.779,19.881,19.881,19.469,18.101,18.101,19.881,24.919,24.919,22.419,22.419,19.288,19.288,20.178,7.692,20.944,19.881,2t,7.692,2j,18.101
AF515980,2,16.024,16.024,18.694,18.694,7.375,17.507,18.619,16.024,16.024,17.507,15.634,15.634,13.864,23.894,23.894,17.507,17.507,19.174,19.174,17.404,22.255,19.585,16.224,2c,7.375,2k,13.864
AF515981,2,16.224,16.224,18.343,18.343,7.418,17.699,19.174,16.519,16.519,17.404,14.540,14.540,13.353,22.892,22.892,17.699,17.699,19.585,19.585,17.804,21.893,19.764,16.617,2c,7.418,2k,13.353
AF515995,2,16.024,16.024,18.101,18.101,8.850,17.211,19.520,14.837,14.837,15.727,15.929,15.929,15.339,22.419,22.419,18.101,18.101,19.469,19.469,19.174,20.772,19.881,15.634,2c,8.850,2f,14.837
AF515996,2,16.320,16.320,18.398,18.398,9.440,17.804,20.420,15.727,15.727,16.320,16.519,16.519,15.634,23.304,23.304,19.288,19.288,18.289,18.289,18.584,20.772,19.881,16.814,2c,9.440,2k,15.634
AF516022,2,17.211,17.211,19.585,19.585,7.670,16.320,18.018,15.430,15.430,15.134,14.159,14.159,12.979,22.124,22.124,16.617,16.617,17.699,17.699,19.469,19.288,17.804,14.749,2c,7.670,2k,12.979
AF516023,2,16.320,16.320,17.804,17.804,9.440,17.804,18.619,16.024,16.024,15.430,15.634,15.634,15.634,22.353,22.353,18.398,18.398,19.764,19.764,20.649,18.991,18.694,15.339,2c,9.440,2v,15.339
AF516024,2,15.430,15.430,17.211,17.211,7.080,16.617,16.817,15.634,15.634,14.837,12.979,12.979,15.044,22.059,22.059,18.101,18.101,18.289,18.289,18.289,18.694,17.507,13.864,2c,7.080,2j,12.979
AF516025,2,16.914,16.914,19.288,19.288,7.375,17.804,21.021,15.680,15.680,16.914,17.109,17.109,15.929,25.074,25.074,19.288,19.288,20.354,20.354,19.174,20.475,18.398,16.519,2c,7.375,2k,15.929
AF516026,2,17.109,17.109,21.893,21.893,15.134,15.044,19.469,17.211,17.211,5.605,15.976,15.976,18.101,24.074,24.074,17.699,17.699,20.475,20.475,18.398,20.710,17.699,16.914,2i,5.605,2d,15.044
AF516027,2,14.953,14.953,20.186,20.186,15.987,17.028,18.266,17.647,17.647,8.723,13.125,13.125,18.182,22.526,22.526,16.718,16.718,19.122,19.122,17.555,20.000,17.134,15.265,2i,8.723,2j,13.125
AF516028,2,8.260,8.260,19.231,19.231,18.398,15.339,20.059,17.751,17.751,16.224,14.243,14.243,15.430,24.925,24.925,15.339,15.339,16.617,16.617,13.947,18.935,15.929,17.804,2a,8.260,2r,13.947
AF516029,2,19.174,19.174,18.935,18.935,17.507,19.469,23.599,19.881,19.881,19.174,17.507,17.507,19.585,27.077,27.077,19.469,19.469,18.235,18.235,19.288,0.296,17.699,18.991,2t,0.296,2u,17.699
AF516030,2,5.310,5.310,16.864,16.864,16.914,13.569,16.519,15.385,15.385,14.749,12.760,12.760,15.134,23.795,23.795,15.339,15.339,15.134,15.134,14.540,18.935,14.159,13.947,2a,5.310,2j,12.760
AF516031,2,8.260,8.260,19.527,19.527,18.101,15.044,19.764,17.160,17.160,17.109,14.837,14.837,15.727,25.526,25.526,14.749,14.749,16.320,16.320,14.540,18.935,15.929,17.507,2a,8.260,2r,14.540
AF516032,2,16.519,16.519,22.485,22.485,15.430,16.224,19.174,17.211,17.211,5.310,16.024,16.024,17.507,25.301,25.301,17.699,17.699,18.991,18.991,17.507,19.822,17.699,16.320,2i,5.310,2c,15.430
AF516033,2,17.109,17.109,6.213,6.213,18.991,19.469,22.714,21.365,21.365,22.419,16.568,16.568,21.068,21.386,21.386,18.584,18.584,18.694,18.694,18.398,18.047,19.764,19.881,2b,6.213,2a,17.109
AF516034,2,17.994,17.994,4.734,4.734,18.991,20.059,22.892,21.302,21.302,23.599,18.935,18.935,21.365,21.662,21.662,19.764,19.764,19.881,19.881,19.881,20.710,20.354,19.585,2b,4.734,2a,17.994
AH014196,2,10.338,10.338,11.133,11.133,8.151,6.759,8.151,7.356,7.356,7.356,7.157,7.157,15.375,11.531,11.531,7.356,7.356,5.765,5.765,9.742,11.133,7.952,9.344,2k,15.375,2q,5.765
AH014197,2,9.845,9.845,10.363,10.363,8.549,8.031,9.326,8.549,8.549,6.736,6.218,6.218,14.980,13.212,13.212,8.031,8.031,5.959,5.959,9.067,10.363,7.772,9.326,2k,14.980,2q,5.959
AJ231454,2,16.667,16.667,20.101,20.101,14.354,14.833,16.746,17.568,17.568,10.860,10.448,10.448,17.703,26.316,26.316,16.746,16.746,18.182,18.182,16.667,20.379,13.810,16.216,2i,10.860,2j,10.448
AJ231455,2,23.445,23.445,24.434,24.434,25.688,,24.865,22.353,22.353,21.495,23.394,23.394,23.585,6.306,6.306,,,20.745,20.745,22.632,22.905,21.579,23.500,2l,6.306,2i,21.495
AJ291280,2,15.710,15.710,19.335,19.335,7.831,16.667,16.970,14.199,14.199,14.199,14.502,14.502,13.293,22.659,22.659,18.731,18.731,17.221,17.221,18.731,19.033,17.523,14.199,2c,7.831,2k,13.293
AJ507280,2,6.553,6.553,18.519,18.519,17.094,14.245,17.714,16.239,16.239,15.670,13.960,13.960,15.385,23.362,23.362,15.670,15.670,15.670,15.670,13.390,19.088,13.960,14.815,2a,6.553,2r,13.390
AY004014,2,8.479,8.479,16.708,16.708,15.212,14.464,18.953,16.169,16.169,13.716,13.716,13.716,14.214,22.000,22.000,15.250,15.250,15.711,15.711,15.212,18.703,14.963,17.207,2a,8.479,2j,13.716
AY004015,2,8.229,8.229,16.459,16.459,15.212,14.214,18.703,15.920,15.920,13.466,13.466,13.466,13.965,22.000,22.000,15.500,15.500,15.461,15.461,14.963,18.454,15.212,16.958,2a,8.229,2j,13.466
AY004016,2,8.479,8.479,16.708,16.708,15.711,14.214,18.703,15.920,15.920,14.214,13.466,13.466,14.713,22.000,22.000,15.750,15.750,15.711,15.711,15.212,18.204,14.713,16.958,2a,8.479,2j,13.466
AY004017,2,8.229,8.229,16.958,16.958,14.963,14.214,18.703,15.920,15.920,13.466,13.965,13.965,13.965,21.750,21.750,15.000,15.000,15.461,15.461,15.212,18.454,14.963,16.958,2a,8.229,2i,13.466
AY004024,2,16.708,16.708,3.741,3.741,18.454,18.703,21.197,20.200,20.200,20.449,17.910,17.910,20.449,20.000,20.000,18.000,18.000,17.955,17.955,18.703,16.958,18.204,18.953,2b,3.741,2a,16.708
AY004025,2,16.708,16.708,4.489,4.489,18.454,19.202,21.197,20.200,20.200,20.449,17.910,17.910,20.449,19.750,19.750,17.500,17.500,17.955,17.955,18.703,16.958,18.454,19.451,2b,4.489,2a,16.708
AY004026,2,16.459,16.459,3.990,3.990,17.955,18.953,20.948,19.950,19.950,19.701,17.164,17.164,20.200,19.750,19.750,17.250,17.250,17.706,17.706,17.955,16.209,18.703,19.202,2b,3.990,2t,16.209
AY004027,2,17.207,17.207,4.988,4.988,18.953,19.154,21.696,20.200,20.200,20.948,18.408,18.408,20.948,19.750,19.750,18.000,18.000,18.454,18.454,19.202,17.456,18.454,19.950,2b,4.988,2a,17.207
AY004028,2,16.958,16.958,4.489,4.489,18.703,19.451,21.446,19.950,19.950,20.698,18.159,18.159,20.698,20.000,20.000,17.750,17.750,18.204,18.204,18.953,17.207,18.204,19.701,2b,4.489,2a,16.958
AY004029,2,16.958,16.958,4.489,4.489,18.454,18.454,20.698,19.950,19.950,20.698,18.408,18.408,20.449,20.500,20.500,17.750,17.750,17.706,17.706,18.454,16.958,17.706,18.703,2b,4.489,2t,16.958
AY004030,2,16.459,16.459,4.489,4.489,18.204,18.953,20.948,19.451,19.451,20.200,17.662,17.662,20.200,20.000,20.000,17.250,17.250,17.706,17.706,18.454,16.708,17.706,19.202,2b,4.489,2a,16.459
AY004031,2,17.456,17.456,4.988,4.988,19.202,19.950,21.945,20.948,20.948,21.197,18.657,18.657,21.197,20.750,20.750,18.750,18.750,18.703,18.703,19.451,17.706,19.202,20.200,2b,4.988,2a,17.456
AY070170,2,28.737,28.737,30.539,30.539,29.925,30.737,31.559,30.281,30.281,29.773,29.833,29.833,21.287,32.975,32.975,28.857,28.857,26.421,26.421,30.920,31.514,28.648,29.576,2k,21.287,2q,26.421
AY070171,2,29.139,29.139,30.248,30.248,29.982,30.126,30.703,29.368,29.368,29.177,28.453,28.453,20.283,32.319,32.319,29.248,29.248,27.181,27.181,30.259,31.466,27.477,29.805,2k,20.283,2q,27.181
AY070172,2,28.854,28.854,30.489,30.489,29.343,29.372,31.569,30.242,30.242,28.821,28.548,28.548,20.566,33.415,33.415,29.125,29.125,26.923,26.923,31.470,31.426,29.577,30.712,2k,20.566,2q,26.923
AY070173,2,15.693,15.693,19.403,19.403,16.788,14.234,19.708,16.788,16.788,16.544,13.139,13.139,5.109,22.180,22.180,18.248,18.248,14.338,14.338,14.829,17.871,15.209,17.518,2k,5.109,2j,13.139
AY070214,2,22.210,22.210,24.476,24.476,21.893,21.957,19.370,21.990,21.990,20.882,21.603,21.603,11.937,25.566,25.566,21.758,21.758,18.909,18.909,22.778,24.408,21.761,22.363,2k,11.937,2q,18.909
AY070215,2,22.456,22.456,24.759,24.759,21.598,22.342,19.712,21.896,21.896,20.652,21.663,21.663,12.585,25.681,25.681,21.501,21.501,18.674,18.674,21.845,24.280,21.288,22.786,2k,12.585,2q,18.674
AY172642,2,16.460,16.460,20.497,20.497,9.006,17.391,19.565,16.199,16.199,14.907,15.528,15.528,16.250,23.404,23.404,17.757,17.757,18.323,18.323,20.625,20.186,17.391,17.081,2c,9.006,2i,14.907
AY172643,2,16.149,16.149,19.876,19.876,11.180,18.944,18.944,17.812,17.812,15.528,15.528,15.528,15.625,21.053,21.053,18.125,18.125,18.944,18.944,21.250,21.429,18.634,16.460,2c,11.180,2i,15.528
AY172644,2,15.839,15.839,19.255,19.255,9.317,17.391,18.944,16.562,16.562,15.528,14.907,14.907,14.688,21.277,21.277,18.438,18.438,19.255,19.255,20.938,21.429,18.323,16.149,2c,9.317,2k,14.688
AY172647,2,16.149,16.149,18.944,18.944,9.627,17.702,19.255,16.875,16.875,15.839,15.217,15.217,15.000,20.973,20.973,18.750,18.750,19.565,19.565,21.250,21.739,18.634,16.460,2c,9.627,2j,15.217
AY172649,2,21.687,21.687,22.289,22.289,7.530,20.783,24.096,18.976,18.976,20.181,18.976,18.976,20.482,24.699,24.699,19.880,19.880,23.193,23.193,22.289,21.386,22.892,19.760,2c,7.530,2j,18.976
AY232730,2,22.457,22.457,6.601,6.601,22.023,21.920,23.222,22.301,22.301,22.602,22.785,22.785,23.044,26.120,26.120,22.230,22.230,21.559,21.559,22.333,20.526,22.667,22.291,2b,6.601,2t,20.526
AY232731,2,22.479,22.479,6.718,6.718,21.989,21.888,23.116,22.283,22.283,22.583,22.766,22.766,23.009,26.168,26.168,22.254,22.254,21.488,21.488,22.307,20.581,22.604,22.195,2b,6.718,2t,20.581
AY232732,2,22.747,22.747,7.942,7.942,22.302,22.186,23.607,22.455,22.455,22.800,22.567,22.567,23.059,26.057,26.057,22.120,22.120,22.154,22.154,22.180,20.713,22.515,22.801,2b,7.942,2t,20.713
AY232733,2,22.754,22.754,7.857,7.857,22.214,22.199,23.534,22.421,22.421,22.803,22.389,22.389,23.141,26.296,26.296,22.133,22.133,22.161,22.161,22.213,20.663,22.627,22.806,2b,7.857,2t,20.663
AY232734,2,22.857,22.857,6.283,6.283,22.493,22.121,23.598,22.750,22.750,22.935,22.523,22.523,23.131,26.485,26.485,22.148,22.148,22.007,22.007,22.378,20.794,22.434,22.636,2b,6.283,2t,20.794
AY232735,2,22.741,22.741,6.347,6.347,22.353,22.057,23.465,22.448,22.448,22.871,22.341,22.341,23.014,26.390,26.390,22.106,22.106,21.859,21.859,22.329,20.900,22.360,22.509,2b,6.347,2t,20.900
AY232736,2,22.908,22.908,6.028,6.028,22.249,22.215,23.422,22.559,22.559,22.755,22.618,22.618,23.083,26.376,26.376,22.178,22.178,21.832,21.832,22.266,20.431,22.379,22.666,2b,6.028,2t,20.431
AY232737,2,23.035,23.035,6.166,6.166,22.314,22.379,23.422,22.729,22.729,22.877,22.724,22.724,23.202,26.700,26.700,22.349,22.349,21.970,21.970,22.414,20.558,22.506,22.719,2b,6.166,2t,20.558
AY232738,2,22.965,22.965,6.188,6.188,22.521,22.125,23.529,22.695,22.695,22.707,22.787,22.787,23.191,26.763,26.763,22.123,22.123,22.070,22.070,22.442,20.633,22.534,22.284,2b,6.188,2t,20.633
AY232739,2,22.838,22.838,6.358,6.358,22.438,22.341,23.571,22.538,22.538,22.501,22.638,22.638,23.146,26.294,26.294,22.088,22.088,21.844,21.844,22.296,20.559,22.695,22.143,2b,6.358,2t,20.559
AY232740,2,22.508,22.508,5.560,5.560,22.085,21.778,23.243,22.233,22.233,22.608,22.468,22.468,23.158,26.992,26.992,22.056,22.056,21.760,21.760,22.348,20.425,22.134,22.119,2b,5.560,2t,20.425
AY232741,2,22.460,22.460,6.326,6.326,22.170,21.863,23.249,22.383,22.383,22.475,22.527,22.527,23.206,26.763,26.763,22.032,22.032,21.886,21.886,22.398,20.762,22.127,22.184,2b,6.326,2t,20.762
AY232742,2,22.658,22.658,6.730,6.730,22.543,22.367,23.375,22.636,22.636,22.900,22.690,22.690,23.189,26.649,26.649,22.256,22.256,21.854,21.854,22.622,20.889,22.268,22.396,2b,6.730,2t,20.889
AY232743,2,22.732,22.732,6.857,6.857,22.509,22.450,23.433,22.721,22.721,22.985,22.682,22.682,23.199,26.697,26.697,22.331,22.331,21.910,21.910,22.685,20.953,22.199,22.449,2b,6.857,2t,20.953
AY232744,2,22.593,22.593,5.879,5.879,22.382,22.017,23.628,22.404,22.404,22.738,22.708,22.708,23.198,26.538,26.538,21.810,21.810,21.720,21.720,22.574,20.575,22.177,22.331,2b,5.879,2t,20.575
AY232745,2,22.605,22.605,6.102,6.102,22.438,22.017,23.670,22.382,22.382,22.738,22.740,22.740,23.134,26.548,26.548,21.810,21.810,21.699,21.699,22.681,20.614,22.152,22.363,2b,6.102,2t,20.614
AY232746,2,22.612,22.612,8.133,8.133,22.489,21.959,23.610,22.281,22.281,22.746,22.408,22.408,23.039,26.518,26.518,22.175,22.175,22.046,22.046,22.523,20.484,22.722,22.916,2b,8.133,2t,20.484
AY232747,2,22.606,22.606,8.176,8.176,22.413,21.959,23.717,22.226,22.226,22.732,22.387,22.387,23.062,27.120,27.120,22.041,22.041,21.996,21.996,22.577,20.566,22.789,22.929,2b,8.176,2t,20.566
AY232748,2,22.673,22.673,6.464,6.464,22.315,21.995,23.269,22.344,22.344,22.927,22.481,22.481,23.200,26.842,26.842,22.161,22.161,21.755,21.755,22.392,20.825,22.252,22.268,2b,6.464,2t,20.825
AY232749,2,22.602,22.602,6.677,6.677,22.389,22.035,23.317,22.336,22.336,22.916,22.564,22.564,23.221,27.136,27.136,22.097,22.097,21.795,21.795,22.477,20.887,22.308,22.115,2b,6.677,2t,20.887
AY236367,2,10.741,10.741,15.447,15.447,17.407,15.926,21.111,18.819,18.819,16.729,15.185,15.185,14.074,22.857,22.857,17.037,17.037,14.870,14.870,13.333,19.703,14.074,16.296,2a,10.741,2r,13.333
AY236368,2,14.074,14.074,21.561,21.561,19.259,18.889,20.741,18.148,18.148,19.331,17.407,17.407,19.630,27.016,27.016,18.519,18.519,17.472,17.472,17.037,21.561,16.296,17.778,2a,14.074,2u,16.296
AY236371,2,13.704,13.704,21.561,21.561,16.667,15.926,18.889,15.926,15.926,16.357,14.444,14.444,15.185,24.815,24.815,15.185,15.185,16.729,16.729,16.296,20.818,16.296,17.407,2a,13.704,2j,14.444
AY236372,2,16.296,16.296,18.959,18.959,7.778,18.148,19.259,14.815,14.815,14.126,15.556,15.556,15.185,22.878,22.878,18.148,18.148,21.190,21.190,19.630,20.446,18.889,17.037,2c,7.778,2i,14.126
AY236373,2,17.407,17.407,18.587,18.587,14.074,20.741,21.481,19.926,19.926,19.703,17.407,17.407,19.259,25.591,25.591,20.741,20.741,22.677,22.677,20.000,23.420,19.259,15.556,2c,14.074,2v,15.556
AY236374,2,16.296,16.296,22.305,22.305,18.889,15.926,21.402,18.148,18.148,21.190,18.889,18.889,15.556,24.074,24.074,16.296,16.296,16.729,16.729,18.519,21.190,15.926,18.148,2k,15.556,2u,15.926
AY236375,2,10.741,10.741,19.703,19.703,17.778,15.556,17.407,15.867,15.867,15.985,15.185,15.185,14.074,24.907,24.907,15.556,15.556,14.870,14.870,12.963,20.221,12.593,14.074,2a,10.741,2u,12.593
AY236376,2,17.778,17.778,20.446,20.446,23.333,19.630,22.509,24.074,24.074,21.190,22.963,22.963,22.593,23.616,23.616,17.712,17.712,20.074,20.074,19.259,20.295,20.370,20.741,2a,17.778,2m,17.712
AY236377,2,15.556,15.556,20.446,20.446,13.704,17.037,20.370,17.407,17.407,18.587,17.037,17.037,16.667,23.985,23.985,17.407,17.407,18.587,18.587,17.037,21.933,17.037,14.815,2c,13.704,2v,14.815
AY236378,2,16.667,16.667,23.048,23.048,19.630,19.630,22.140,21.033,21.033,20.446,18.519,18.519,17.037,27.407,27.407,16.667,16.667,19.331,19.331,19.630,21.933,17.778,20.000,2m,16.667,2a,16.667
AY236379,2,16.667,16.667,19.703,19.703,17.778,15.926,18.889,15.129,15.129,17.472,17.037,17.037,16.296,23.704,23.704,17.778,17.778,18.216,18.216,17.037,20.074,15.926,14.074,2v,14.074,2f,15.129
AY236380,2,11.111,11.111,18.587,18.587,17.407,14.815,17.407,15.867,15.867,16.357,14.815,14.815,15.185,25.279,25.279,15.926,15.926,14.498,14.498,12.593,19.853,12.222,14.444,2a,11.111,2u,12.222
AY236381,2,27.407,27.407,26.022,26.022,28.519,,26.937,28.519,28.519,27.881,26.667,26.667,27.407,14.870,14.870,24.444,24.444,25.651,25.651,25.556,27.407,26.568,28.148,2l,14.870,2m,24.444
AY236382,2,15.556,15.556,21.561,21.561,18.148,12.963,19.188,16.605,16.605,18.959,15.556,15.556,18.148,25.651,25.651,18.889,18.889,18.587,18.587,17.778,20.818,16.296,15.185,2d,12.963,2v,15.185
AY236383,2,15.789,15.789,19.919,19.919,19.101,17.603,16.327,17.978,17.978,18.727,15.414,15.414,18.727,23.830,23.830,17.293,17.293,19.101,19.101,16.105,19.101,15.356,16.105,2u,15.356,2j,15.414
AY236384,2,13.383,13.383,21.852,21.852,20.074,17.844,21.561,18.959,18.959,17.778,17.100,17.100,17.100,24.194,24.194,15.985,15.985,17.407,17.407,16.357,20.000,17.100,19.703,2a,13.383,2m,15.985
AY236385,2,14.074,14.074,21.190,21.190,17.407,16.296,20.741,16.667,16.667,15.985,15.926,15.926,15.926,24.490,24.490,16.296,16.296,16.729,16.729,15.185,18.216,17.037,16.667,2a,14.074,2r,15.185
AY236386,2,11.481,11.481,18.959,18.959,17.037,15.185,17.778,16.236,16.236,15.985,15.185,15.185,14.815,25.651,25.651,15.556,15.556,14.870,14.870,12.963,20.221,12.593,14.815,2a,11.481,2u,12.593
AY236387,2,17.037,17.037,19.630,19.630,8.519,17.037,18.519,14.391,14.391,15.613,16.296,16.296,14.815,23.985,23.985,18.081,18.081,21.190,21.190,20.370,21.933,18.889,15.926,2c,8.519,2k,14.815
AY257076,2,17.910,17.910,18.452,18.452,19.701,19.403,21.212,19.461,19.461,18.507,15.868,15.868,17.964,26.061,26.061,17.612,17.612,19.162,19.162,16.467,17.560,13.433,16.766,2u,13.433,2j,15.868
AY257079,2,15.224,15.224,20.000,20.000,19.643,18.485,22.424,19.288,19.288,19.403,16.617,16.617,18.398,22.917,22.917,17.665,17.665,16.320,16.320,16.024,20.000,13.473,17.507,2u,13.473,2a,15.224
AY257080,2,16.119,16.119,18.806,18.806,17.262,17.910,20.544,17.507,17.507,19.403,13.650,13.650,17.804,24.405,24.405,18.563,18.563,15.134,15.134,16.024,18.209,11.377,16.024,2u,11.377,2j,13.650
AY257081,2,16.716,16.716,19.403,19.403,17.857,18.507,21.148,18.101,18.101,20.000,14.243,14.243,18.101,25.000,25.000,18.862,18.862,15.727,15.727,16.320,18.806,11.677,16.617,2u,11.677,2j,14.243
AY257084,2,15.976,15.976,21.429,21.429,17.066,19.585,23.145,17.313,17.313,19.881,15.821,15.821,17.313,25.836,25.836,18.452,18.452,17.313,17.313,16.418,19.345,13.393,17.612,2u,13.393,2j,15.821
AY257088,2,17.211,17.211,22.321,22.321,19.162,18.694,22.353,17.910,17.910,20.475,14.925,14.925,17.910,25.697,25.697,19.345,19.345,17.910,17.910,16.418,19.345,6.548,18.209,2u,6.548,2j,14.925
AY257099,2,15.522,15.522,20.000,20.000,18.155,18.788,22.727,18.694,18.694,19.403,16.914,16.914,17.507,23.810,23.810,17.365,17.365,16.024,16.024,15.727,20.299,13.174,17.804,2u,13.174,2r,15.727
AY257100,2,16.418,16.418,20.597,20.597,21.131,19.394,23.030,19.288,19.288,19.701,17.804,17.804,18.694,23.442,23.442,19.760,19.760,16.617,16.617,16.617,21.791,14.072,18.991,2u,14.072,2r,16.617
AY257430,2,23.780,23.780,22.866,22.866,23.547,25.000,25.455,25.382,25.382,23.432,22.324,22.324,22.018,6.728,6.728,25.076,25.076,22.812,22.812,22.630,27.063,24.085,23.547,2l,6.728,2k,22.018
AY257431,2,14.634,14.634,20.732,20.732,17.021,15.291,21.646,17.629,17.629,18.868,17.933,17.933,15.805,21.875,21.875,17.073,17.073,15.549,15.549,16.768,20.973,17.021,17.629,2a,14.634,2d,15.291
AY257437,2,20.365,20.365,21.277,21.277,22.785,18.927,24.843,21.341,21.341,20.427,19.243,19.243,20.886,26.220,26.220,18.868,18.868,19.512,19.512,20.886,17.925,19.937,21.646,2t,17.925,2q,19.512
AY257443,2,18.373,18.373,23.193,23.193,16.012,17.221,22.961,16.566,16.566,18.530,15.964,15.964,7.530,24.606,24.606,18.429,18.429,15.964,15.964,18.976,19.277,16.918,17.470,2k,7.530,2q,15.964
AY257444,2,17.523,17.523,19.637,19.637,9.970,17.231,18.182,16.265,16.265,16.511,15.408,15.408,17.221,22.601,22.601,18.731,18.731,20.242,20.242,19.940,21.148,18.127,14.502,2c,9.970,2v,14.502
AY257445,2,16.314,16.314,19.335,19.335,8.735,16.061,17.576,15.663,15.663,14.804,13.897,13.897,15.710,21.148,21.148,17.221,17.221,20.544,20.544,19.033,20.846,19.033,14.804,2c,8.735,2j,13.897
AY257446,2,18.072,18.072,5.723,5.723,18.127,19.335,22.659,19.520,19.520,22.892,18.072,18.072,21.386,22.796,22.796,19.940,19.940,18.976,18.976,18.976,17.470,18.731,18.976,2b,5.723,2t,17.470
AY257447,2,9.639,9.639,20.783,20.783,18.127,16.918,20.544,18.619,18.619,17.771,15.060,15.060,15.964,26.061,26.061,16.616,16.616,17.771,17.771,14.458,20.181,16.616,19.578,2a,9.639,2r,14.458
AY257448,2,17.771,17.771,6.627,6.627,19.033,17.825,22.356,21.687,21.687,22.892,18.018,18.018,21.386,22.188,22.188,19.335,19.335,19.578,19.578,18.675,20.482,19.335,18.675,2b,6.627,2a,17.771
