Accession,AssignedGenotype,Subtype6aDistance,Subtype6aDistance,Subtype6bDistance,Subtype6cDistance,Subtype6dDistance,Subtype6eDistance,Subtype6fDistance,Subtype6gDistance,Subtype6hDistance,Subtype6iDistance,Subtype6jDistance,Subtype6kDistance,Subtype6lDistance,Subtype6mDistance,Subtype6nDistance,Subtype6nDistance,Subtype6oDistance,Subtype6pDistance,Subtype6qDistance,Subtype6rDistance,Subtype6sDistance,Subtype6tDistance,Subtype6tDistance,Subtype6uDistance,Subtype6vDistance,Subtype6vDistance,Subtype6wDistance,Subtype6wDistance,Subtype6xaDistance,Subtype6xaDistance,Subtype6xbDistance,Subtype6xbDistance,Subtype6xcDistance,Subtype6xdDistance,Subtype6xdDistance,Subtype6xeDistance,Subtype6xeDistance,Subtype6xfDistance,Subtype6xfDistance,Subtype6xgDistance,Subtype6xgDistance,Subtype6xhDistance,Subtype6xiDistance,Subtype6xiDistance,Subtype6xjDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
FJ469235,6,3.644,3.644,19.767,25.802,23.615,26.851,26.445,25.839,28.302,25.974,26.584,26.851,26.560,25.000,27.114,27.114,25.802,25.219,26.822,26.055,25.948,25.835,25.835,26.484,25.510,25.510,25.802,25.802,21.512,21.512,27.141,27.141,26.385,19.096,19.096,27.405,27.405,27.616,27.616,27.259,27.259,23.333,27.672,27.672,26.822,6a,3.644,6xd,19.096
FJ469236,6,3.644,3.644,19.477,25.656,23.615,26.560,26.445,25.693,28.012,25.974,26.584,26.851,26.560,25.000,27.259,27.259,25.510,24.927,26.822,25.910,25.802,25.544,25.544,26.180,25.656,25.656,25.656,25.656,21.512,21.512,27.141,27.141,26.093,18.832,18.832,27.114,27.114,27.616,27.616,26.968,26.968,23.333,27.672,27.672,26.822,6a,3.644,6xd,18.832
FJ469237,6,4.373,4.373,19.041,25.473,23.615,26.851,27.023,25.839,27.576,26.407,27.202,26.377,26.599,25.292,27.405,27.405,26.239,25.510,27.141,26.783,26.093,26.125,26.125,26.707,26.093,26.093,25.656,25.656,21.802,21.802,27.141,27.141,26.531,18.248,18.248,26.968,26.968,27.762,27.762,27.405,27.405,22.899,27.047,27.047,27.286,6a,4.373,6xd,18.248
FJ469238,6,3.353,3.353,19.477,25.510,23.324,26.560,26.301,25.547,28.012,25.685,26.275,26.560,26.270,24.708,26.968,26.968,25.510,24.927,26.531,25.764,25.656,25.544,25.544,26.180,25.364,25.364,25.510,25.510,21.221,21.221,26.851,26.851,26.093,18.805,18.805,27.114,27.114,27.326,27.326,26.968,26.968,23.043,27.379,27.379,26.531,6a,3.353,6xd,18.805
FJ469239,6,3.644,3.644,19.331,25.656,23.469,26.560,26.301,25.693,27.866,26.118,26.275,26.705,26.125,24.708,26.968,26.968,25.510,24.927,26.531,25.764,25.802,25.399,25.399,26.636,25.364,25.364,25.510,25.510,21.221,21.221,27.141,27.141,26.239,18.513,18.513,26.968,26.968,27.326,27.326,27.259,27.259,23.188,27.526,27.526,26.676,6a,3.644,6xd,18.513
FJ469240,6,3.644,3.644,19.331,25.656,23.469,26.560,26.301,25.693,27.866,26.118,26.275,26.705,26.125,24.708,26.968,26.968,25.510,24.927,26.531,25.764,25.802,25.399,25.399,26.636,25.364,25.364,25.510,25.510,21.221,21.221,27.141,27.141,26.239,18.513,18.513,26.968,26.968,27.326,27.326,27.259,27.259,23.188,27.526,27.526,26.676,6a,3.644,6xd,18.513
FJ469241,6,3.644,3.644,19.331,25.510,23.178,26.560,26.156,25.547,27.721,25.974,26.121,26.415,26.125,24.708,26.968,26.968,25.510,24.636,26.531,25.619,25.656,25.399,25.399,26.332,25.219,25.219,25.510,25.510,21.221,21.221,26.996,26.996,26.239,18.513,18.513,26.968,26.968,27.180,27.180,26.968,26.968,23.043,27.379,27.379,26.531,6a,3.644,6xd,18.513
FJ469242,6,4.082,4.082,19.477,25.510,23.324,26.705,26.156,25.693,28.012,26.263,26.430,26.560,26.560,25.000,26.968,26.968,25.802,24.636,26.676,25.619,25.948,25.689,25.689,26.180,25.510,25.510,25.802,25.802,21.657,21.657,26.851,26.851,25.802,18.950,18.950,27.259,27.259,27.616,27.616,27.259,27.259,23.333,27.233,27.233,26.968,6a,4.082,6xd,18.950
FJ469243,6,3.936,3.936,19.477,25.802,23.469,26.851,26.445,25.547,28.012,26.263,26.430,26.705,26.415,25.000,27.259,27.259,25.802,24.927,26.822,25.910,25.948,25.689,25.689,26.332,25.219,25.219,25.802,25.802,21.512,21.512,27.286,27.286,26.531,18.341,18.341,27.259,27.259,27.141,27.141,27.259,27.259,23.333,27.672,27.672,26.822,6a,3.936,6xd,18.341
FJ469244,6,3.790,3.790,19.477,25.656,23.324,26.705,26.301,25.693,27.866,26.118,26.275,26.560,26.270,24.854,27.114,27.114,25.656,24.781,26.676,25.764,25.802,25.544,25.544,26.484,25.364,25.364,25.656,25.656,21.366,21.366,27.141,27.141,26.385,18.659,18.659,27.114,27.114,27.326,27.326,27.114,27.114,23.188,27.526,27.526,26.676,6a,3.790,6xd,18.659
FJ469245,6,3.790,3.790,19.186,25.510,23.324,26.705,26.301,25.693,27.576,26.118,25.966,26.560,25.980,24.561,27.114,27.114,25.656,24.781,26.385,25.764,25.510,25.544,25.544,26.180,25.364,25.364,25.656,25.656,21.366,21.366,26.851,26.851,26.385,18.659,18.659,27.114,27.114,27.326,27.326,27.114,27.114,23.188,27.233,27.233,26.531,6a,3.790,6xd,18.659
FJ469246,6,3.644,3.644,19.913,25.948,23.761,26.705,26.445,25.839,28.012,25.974,26.758,26.705,26.415,24.854,27.405,27.405,25.802,25.219,26.968,25.910,25.948,25.980,25.980,26.332,25.802,25.802,25.948,25.948,21.720,21.720,27.141,27.141,26.239,19.096,19.096,27.551,27.551,27.471,27.471,27.114,27.114,23.188,27.526,27.526,26.676,6a,3.644,6xd,19.096
FJ469247,6,4.082,4.082,19.767,25.948,23.469,26.851,26.445,25.839,28.012,26.263,26.275,26.705,25.937,25.000,27.259,27.259,25.263,24.164,26.822,25.910,25.948,25.689,25.689,26.484,25.510,25.510,25.802,25.802,21.657,21.657,27.286,27.286,26.531,18.950,18.950,27.259,27.259,27.471,27.471,27.259,27.259,23.478,27.023,27.023,26.822,6a,4.082,6xd,18.950
FJ469248,6,3.644,3.644,18.868,24.490,23.032,26.560,26.012,25.401,27.326,24.638,26.404,26.705,25.473,23.538,27.114,27.114,25.219,25.735,27.141,26.492,25.619,25.399,25.399,26.484,26.239,26.239,26.528,26.528,22.157,22.157,25.652,25.652,26.676,18.686,18.686,26.890,26.890,26.929,26.929,26.531,26.531,23.948,26.415,26.415,25.802,6a,3.644,6xd,18.686
FJ469249,6,3.499,3.499,18.659,25.364,23.615,26.270,25.980,25.401,27.907,26.415,26.739,26.560,24.849,25.585,26.531,26.531,25.073,26.531,27.259,26.638,26.093,25.510,25.510,26.822,24.636,24.636,25.802,25.802,20.640,20.640,26.239,26.239,26.385,17.810,17.810,27.551,27.551,26.492,26.492,27.697,27.697,23.435,26.531,26.531,26.968,6a,3.499,6xd,17.810
FJ469250,6,3.207,3.207,20.174,25.328,24.052,27.286,27.168,25.547,28.634,26.194,27.821,26.705,26.093,25.439,27.551,27.551,26.093,26.385,27.141,27.365,26.676,26.415,26.415,27.549,25.328,25.328,26.093,26.093,22.093,22.093,27.141,27.141,26.968,18.978,18.978,28.717,28.717,28.239,28.239,27.551,27.551,23.333,26.996,26.996,27.114,6a,3.207,6xd,18.978
FJ469251,6,3.499,3.499,18.868,24.636,23.761,25.399,26.012,25.693,27.616,25.507,26.430,25.544,25.948,24.854,26.968,26.968,25.364,25.656,26.560,26.346,25.510,25.544,25.544,25.645,25.219,25.219,25.073,25.073,22.157,22.157,26.705,26.705,25.948,18.540,18.540,27.259,27.259,27.391,27.391,26.822,26.822,22.464,26.270,26.270,26.093,6a,3.499,6xd,18.540
FJ469252,6,3.499,3.499,19.158,25.219,24.490,26.415,26.301,26.569,28.198,25.797,26.739,25.689,25.948,25.146,26.822,26.822,25.802,26.093,26.996,26.492,26.093,26.125,26.125,26.332,24.636,24.636,25.219,25.219,22.384,22.384,26.560,26.560,26.385,18.540,18.540,27.405,27.405,27.681,27.681,26.531,26.531,22.609,26.415,26.415,26.531,6a,3.499,6xd,18.540
FJ469253,6,3.499,3.499,19.158,24.927,24.052,25.689,26.301,25.985,27.762,25.797,26.739,25.835,25.948,25.146,27.259,27.259,25.219,25.802,26.851,26.638,25.802,25.835,25.835,25.948,25.219,25.219,25.364,25.364,22.303,22.303,26.996,26.996,26.239,18.540,18.540,27.551,27.551,27.536,27.536,27.114,27.114,22.609,26.270,26.270,26.093,6a,3.499,6xd,18.540
FJ469254,6,4.519,4.519,18.868,24.781,23.872,26.125,26.590,25.985,27.907,26.232,26.275,25.980,26.676,25.585,26.968,26.968,25.364,25.510,26.996,26.929,26.239,25.689,25.689,26.404,25.473,25.473,25.656,25.656,22.384,22.384,27.141,27.141,25.948,18.978,18.978,26.968,26.968,28.239,28.239,26.822,26.822,22.899,26.996,26.996,26.822,6a,4.519,6xd,18.978
FJ469255,6,3.644,3.644,19.448,25.510,23.907,26.270,26.734,25.839,28.157,26.628,27.048,25.835,25.948,25.292,26.822,26.822,25.510,25.656,27.141,26.929,26.531,26.125,26.125,26.636,25.948,25.948,25.656,25.656,22.093,22.093,27.286,27.286,26.239,18.102,18.102,27.697,27.697,27.681,27.681,26.822,26.822,23.188,26.560,26.560,26.531,6a,3.644,6xd,18.102
FJ469256,6,3.499,3.499,19.158,25.219,24.490,26.415,26.301,26.569,28.198,25.797,26.739,25.689,25.948,25.146,26.822,26.822,25.802,26.093,26.996,26.492,26.093,26.125,26.125,26.332,24.636,24.636,25.219,25.219,22.384,22.384,26.560,26.560,26.385,18.540,18.540,27.405,27.405,27.681,27.681,26.531,26.531,22.609,26.415,26.415,26.531,6a,3.499,6xd,18.540
FJ469257,6,3.936,3.936,19.303,25.073,24.052,26.270,27.023,25.839,27.907,25.507,26.739,25.544,26.385,25.292,26.822,26.822,25.802,26.093,27.141,27.220,26.093,25.980,25.980,26.404,25.656,25.656,25.656,25.656,22.238,22.238,26.851,26.851,26.531,18.832,18.832,27.114,27.114,27.971,27.971,26.822,26.822,23.043,26.851,26.851,26.531,6a,3.936,6xd,18.832
FJ469258,6,3.644,3.644,19.013,25.364,24.198,26.125,26.734,26.277,28.302,26.049,27.202,26.415,26.676,24.708,27.697,27.697,25.364,26.239,27.259,26.929,26.531,25.835,25.835,26.332,26.093,26.093,25.510,25.510,22.741,22.741,27.576,27.576,25.948,18.832,18.832,28.280,28.280,27.802,27.802,27.114,27.114,22.609,26.851,26.851,26.968,6a,3.644,6xd,18.832
FJ469259,6,3.499,3.499,19.303,24.927,24.052,25.980,26.879,25.547,27.762,25.980,26.893,25.835,26.239,25.585,27.259,27.259,25.364,25.802,26.851,26.783,26.239,25.835,25.835,26.100,25.182,25.182,25.364,25.364,22.238,22.238,26.773,26.773,26.239,18.394,18.394,27.551,27.551,27.826,27.826,27.114,27.114,22.464,26.415,26.415,26.385,6a,3.499,6xd,18.394
FJ469260,6,3.499,3.499,19.303,25.364,24.344,26.125,27.023,26.569,28.447,26.049,26.893,26.270,26.676,25.146,27.405,27.405,25.364,26.531,27.141,27.074,26.676,25.980,25.980,26.332,25.656,25.656,25.802,25.802,22.238,22.238,27.431,27.431,26.385,18.540,18.540,27.988,27.988,27.681,27.681,26.822,26.822,22.754,26.560,26.560,27.114,6a,3.499,6xd,18.540
FJ469261,6,3.207,3.207,19.158,25.073,24.344,26.270,26.445,26.569,28.343,26.087,26.739,26.125,26.385,25.292,27.259,27.259,25.802,25.656,26.996,26.783,26.239,26.125,26.125,26.636,25.364,25.364,25.656,25.656,22.529,22.529,27.286,27.286,26.531,18.540,18.540,27.843,27.843,27.802,27.802,27.259,27.259,22.899,26.851,26.851,26.676,6a,3.207,6xd,18.540
FJ469262,6,4.373,4.373,19.158,25.510,24.309,25.544,25.830,26.277,28.488,26.087,26.739,26.270,25.802,24.854,27.259,27.259,25.219,26.239,26.415,26.638,26.239,25.835,25.835,26.180,25.802,25.802,25.219,25.219,22.157,22.157,26.705,26.705,26.385,18.832,18.832,28.134,28.134,27.326,27.326,27.697,27.697,23.188,26.415,26.415,26.239,6a,4.373,6xd,18.832
FJ469263,6,4.665,4.665,19.448,25.219,24.017,25.544,26.118,25.985,28.343,25.942,26.893,26.415,26.093,25.000,27.405,27.405,25.219,26.239,26.705,26.783,26.093,25.835,25.835,26.100,25.948,25.948,25.219,25.219,22.157,22.157,26.851,26.851,26.385,19.242,19.242,27.697,27.697,27.326,27.326,27.405,27.405,23.188,26.560,26.560,26.385,6a,4.665,6xd,19.242
FJ469264,6,4.373,4.373,19.158,25.219,24.017,25.254,25.830,25.985,28.198,26.087,26.739,26.270,25.948,24.854,27.259,27.259,24.927,25.948,26.415,26.492,25.948,25.689,25.689,25.797,25.656,25.656,24.927,24.927,21.866,21.866,26.705,26.705,26.093,18.832,18.832,27.843,27.843,27.326,27.326,27.551,27.551,23.188,26.415,26.415,26.239,6a,4.373,6xd,18.832
FJ469265,6,4.665,4.665,19.448,25.219,24.309,25.036,26.118,25.764,28.198,26.087,26.739,26.270,25.948,24.854,27.259,27.259,25.219,26.239,26.705,26.783,26.239,25.980,25.980,25.797,25.656,25.656,25.219,25.219,21.866,21.866,26.705,26.705,26.093,18.832,18.832,27.843,27.843,27.326,27.326,27.551,27.551,23.478,26.415,26.415,26.239,6a,4.665,6xd,18.832
FJ469266,6,4.519,4.519,19.158,25.219,24.017,25.254,25.830,25.985,28.198,26.232,26.739,26.415,25.802,24.854,27.114,27.114,25.073,26.093,26.415,26.492,25.948,25.835,25.835,25.645,25.802,25.802,24.927,24.927,22.012,22.012,26.851,26.851,26.093,18.832,18.832,27.697,27.697,27.326,27.326,27.405,27.405,23.333,26.560,26.560,26.385,6a,4.519,6xd,18.832
FJ469267,6,4.373,4.373,19.158,25.219,24.017,25.254,25.830,25.985,28.198,26.087,26.739,26.270,25.948,24.854,27.259,27.259,24.927,25.948,26.415,26.492,25.948,25.689,25.689,25.797,25.656,25.656,24.927,24.927,21.866,21.866,26.705,26.705,26.093,18.832,18.832,27.843,27.843,27.326,27.326,27.551,27.551,23.188,26.415,26.415,26.239,6a,4.373,6xd,18.832
FJ469268,6,4.373,4.373,19.158,25.219,24.017,25.254,25.830,25.985,28.198,26.087,26.739,26.270,25.948,24.854,27.259,27.259,24.927,25.948,26.415,26.492,25.948,25.689,25.689,25.797,25.656,25.656,24.927,24.927,21.866,21.866,26.705,26.705,26.093,18.832,18.832,27.843,27.843,27.326,27.326,27.551,27.551,23.188,26.415,26.415,26.239,6a,4.373,6xd,18.832
FJ469269,6,4.519,4.519,19.303,25.364,24.163,25.399,25.974,26.131,28.343,26.125,26.502,26.415,25.948,25.000,27.405,27.405,25.073,26.093,26.194,26.638,26.093,25.835,25.835,25.948,25.802,25.802,25.073,25.073,21.866,21.866,26.339,26.339,26.239,18.978,18.978,27.988,27.988,27.471,27.471,27.697,27.697,23.333,26.560,26.560,26.270,6a,4.519,6xd,18.978
FJ469270,6,4.519,4.519,19.303,25.364,24.163,25.399,25.974,26.131,28.343,26.232,26.893,26.415,26.093,25.000,27.405,27.405,25.073,26.093,26.560,26.638,26.093,25.835,25.835,25.948,25.802,25.802,25.073,25.073,22.012,22.012,26.851,26.851,26.239,18.978,18.978,27.988,27.988,27.471,27.471,27.697,27.697,23.333,26.560,26.560,26.385,6a,4.519,6xd,18.978
FJ469271,6,4.373,4.373,19.158,25.219,24.017,25.254,25.830,25.985,28.198,26.087,26.739,26.270,25.948,24.854,27.259,27.259,24.927,25.948,26.415,26.492,25.948,25.689,25.689,25.797,25.656,25.656,24.927,24.927,21.866,21.866,26.705,26.705,26.093,18.832,18.832,27.843,27.843,27.326,27.326,27.551,27.551,23.188,26.415,26.415,26.239,6a,4.373,6xd,18.832
FJ469272,6,3.353,3.353,18.950,24.927,23.324,26.415,26.239,24.672,28.198,25.797,26.584,25.835,25.948,24.269,26.676,26.676,25.364,25.364,26.415,25.619,25.802,25.948,25.948,25.875,25.656,25.656,25.802,25.802,21.283,21.283,26.055,26.055,25.948,17.956,17.956,26.638,26.638,27.365,27.365,26.239,26.239,22.853,26.912,26.912,26.093,6a,3.353,6xd,17.956
FJ469273,6,3.936,3.936,19.242,25.073,23.761,26.996,26.239,24.818,28.488,26.087,27.048,26.125,25.510,24.561,27.259,27.259,25.948,25.656,26.918,25.473,26.093,26.385,26.385,26.180,24.891,24.891,26.093,26.093,22.012,22.012,26.055,26.055,26.531,18.248,18.248,27.074,27.074,27.035,27.035,26.239,26.239,22.707,26.822,26.822,26.676,6a,3.936,6xd,18.248
FJ469274,6,4.227,4.227,18.950,25.073,23.615,26.851,26.415,25.255,28.737,26.339,26.852,26.705,25.948,24.636,27.114,27.114,26.676,26.093,27.141,26.346,25.656,26.385,26.385,26.484,26.385,26.385,26.093,26.093,21.866,21.866,26.929,26.929,26.385,18.394,18.394,27.035,27.035,26.890,26.890,26.676,26.676,23.290,27.941,27.941,27.405,6a,4.227,6xd,18.394
FJ469275,6,3.936,3.936,19.242,25.656,24.093,26.705,27.023,25.581,27.141,25.436,27.019,25.689,25.510,24.415,26.968,26.968,25.802,25.882,26.822,26.560,25.656,25.835,25.835,26.404,25.036,25.036,24.925,24.925,22.303,22.303,26.415,26.415,26.676,19.124,19.124,26.531,26.531,27.802,27.802,26.968,26.968,23.188,25.544,25.544,25.544,6a,3.936,6xd,19.124
FJ515016,6,4.870,4.870,21.217,27.130,25.043,28.174,27.682,27.526,28.646,26.817,27.509,28.348,28.000,25.433,28.000,28.000,26.435,27.652,27.414,28.174,28.169,26.435,26.435,28.696,28.522,28.522,27.778,27.778,24.000,24.000,29.043,29.043,27.826,20.348,20.348,12.236,12.236,26.783,26.783,26.419,26.419,24.211,27.826,27.826,12.605,6a,4.870,6xd,20.348
FJ515040,6,5.565,5.565,19.419,25.461,25.739,26.937,28.028,26.545,17.301,25.953,27.223,27.491,26.937,23.636,26.454,26.454,25.277,26.568,27.306,28.174,27.405,25.919,25.919,27.156,28.522,28.522,26.606,26.606,23.826,23.826,27.636,27.636,27.130,21.217,21.217,17.832,17.832,26.435,26.435,27.017,27.017,23.020,26.753,26.753,16.842,6a,5.565,6b,19.419
FJ515090,6,3.478,3.478,18.957,25.739,24.348,26.609,26.644,25.958,28.472,25.868,26.736,27.652,27.304,23.652,27.130,27.130,25.217,26.261,27.304,27.130,26.343,25.565,25.565,26.957,26.957,26.957,26.042,26.042,22.609,22.609,27.652,27.652,26.609,19.478,19.478,28.076,28.076,25.521,25.521,26.957,26.957,22.396,27.304,27.304,28.348,6a,3.478,6b,18.957
FJ515092,6,3.860,3.860,19.419,25.461,24.868,27.306,28.246,25.693,28.676,26.239,26.286,27.491,27.491,24.908,26.642,26.642,26.239,26.585,27.895,28.042,28.269,25.872,25.872,28.205,27.289,27.289,26.740,26.740,23.529,23.529,27.122,27.122,28.924,20.175,20.175,27.306,27.306,26.585,26.585,27.767,27.767,23.186,27.491,27.491,26.937,6a,3.860,6b,19.419
FJ515129,6,2.435,2.435,18.783,25.913,23.478,26.783,26.990,26.132,14.685,26.817,27.509,16.028,15.385,24.696,27.304,27.304,25.913,25.391,26.990,26.783,27.352,26.087,26.087,27.556,26.261,26.261,26.562,26.562,22.530,22.530,15.385,15.385,27.130,18.609,18.609,14.336,14.336,27.130,27.130,14.336,14.336,22.917,13.240,13.240,14.286,6a,2.435,6xd,18.609
FJ515130,6,11.166,11.166,24.490,30.612,27.226,29.607,29.798,30.612,33.535,30.409,31.003,28.955,30.240,29.747,30.088,30.088,28.382,28.490,32.117,34.557,31.362,29.394,29.394,29.730,30.633,30.633,29.412,29.412,27.970,27.970,31.818,31.818,29.659,23.724,23.724,30.205,30.205,29.592,29.592,30.890,30.890,25.369,31.532,31.532,30.723,6a,11.166,6xd,23.724
FJ515139,6,27.110,27.110,26.783,23.438,22.530,22.569,23.611,21.080,24.132,25.174,27.478,26.261,25.739,25.694,24.522,24.522,25.565,25.130,24.306,25.694,25.135,25.130,25.130,24.696,28.125,28.125,6.957,6.957,27.304,27.304,27.061,27.061,25.997,26.770,26.770,25.000,25.000,24.479,24.479,24.870,24.870,22.957,26.957,26.957,26.609,6w,6.957,6g,21.080
FJ515146,6,4.522,4.522,20.000,26.087,24.696,26.435,26.817,26.132,28.299,25.694,27.083,26.957,27.130,24.000,26.435,26.435,25.913,26.087,27.478,27.130,27.003,25.391,25.391,26.957,27.130,27.130,26.215,26.215,23.478,23.478,26.435,26.435,25.913,20.174,20.174,28.076,28.076,25.694,25.694,27.304,27.304,22.049,26.957,26.957,27.826,6a,4.522,6b,20.000
FJ515147,6,3.497,3.497,20.455,26.224,24.301,27.448,26.783,26.270,27.923,26.609,27.826,27.448,27.972,24.825,27.448,27.448,26.399,25.175,26.609,27.448,27.448,25.874,25.874,27.797,26.923,26.923,26.534,26.534,23.466,23.466,28.846,28.846,28.322,19.231,19.231,27.797,27.797,27.622,27.622,28.322,28.322,22.822,28.147,28.147,28.322,6a,3.497,6xd,19.231
FJ515149,6,4.522,4.522,20.000,26.087,24.696,26.435,26.817,26.132,14.336,25.694,27.083,26.957,27.130,24.000,26.435,26.435,25.913,26.087,27.478,27.130,13.240,25.391,25.391,26.957,13.636,13.636,26.215,26.215,23.478,23.478,26.435,26.435,25.913,20.174,20.174,13.287,13.287,25.694,25.694,27.304,27.304,22.396,13.287,13.287,12.937,6a,4.522,6b,20.000
FJ768772,6,22.646,22.646,27.069,18.386,18.610,9.152,19.420,20.805,27.578,28.859,29.844,27.009,24.330,27.455,24.664,24.664,20.179,19.731,21.875,23.884,27.354,17.937,17.937,15.402,27.232,27.232,21.111,21.111,19.731,19.731,26.622,26.622,14.955,23.608,23.608,26.009,26.009,21.205,21.205,26.339,26.339,22.148,26.233,26.233,27.679,6e,9.152,6xc,14.955
FJ768773,6,23.543,23.543,27.293,19.507,19.058,10.045,20.312,21.973,28.027,28.859,30.512,29.464,25.670,27.902,25.336,25.336,21.300,19.283,22.321,23.214,28.027,19.058,19.058,14.509,27.232,27.232,22.940,22.940,20.852,20.852,27.517,27.517,16.071,24.053,24.053,26.457,26.457,20.312,20.312,27.232,27.232,24.161,26.682,26.682,28.571,6e,10.045,6u,14.509
FJ768774,6,23.543,23.543,26.622,19.507,18.834,8.482,19.731,21.525,28.444,28.795,30.667,26.339,24.554,27.902,24.215,24.215,19.731,20.404,22.545,24.107,28.924,18.386,18.386,13.839,25.000,25.000,22.494,22.494,20.404,20.404,25.727,25.727,14.922,24.107,24.107,27.130,27.130,20.312,20.312,27.517,27.517,22.371,25.336,25.336,27.455,6e,8.482,6u,13.839
FJ768775,6,24.499,24.499,26.682,18.610,18.386,1.786,18.161,21.253,28.475,28.062,30.067,26.786,25.561,26.116,24.439,24.439,21.525,20.179,22.049,22.991,27.964,17.226,17.226,12.723,27.009,27.009,22.889,22.889,20.582,20.582,25.951,25.951,17.188,25.670,25.670,26.906,26.906,20.759,20.759,26.398,26.398,21.029,24.664,24.664,27.679,6e,1.786,6u,12.723
FJ768777,6,4.464,4.464,18.040,24.664,23.991,26.281,26.106,26.457,26.116,26.164,28.761,26.327,25.277,27.009,27.232,27.232,24.888,24.215,28.285,24.832,25.112,26.058,26.058,26.174,25.336,25.336,25.503,25.503,21.300,21.300,27.333,27.333,26.457,17.489,17.489,26.457,26.457,28.571,28.571,25.499,25.499,24.115,27.212,27.212,26.503,6a,4.464,6xd,17.489
FJ768778,6,4.464,4.464,18.486,24.888,24.439,26.503,26.327,26.682,26.116,26.386,28.982,26.549,25.499,27.069,27.455,27.455,25.561,24.439,28.508,25.056,25.112,26.281,26.281,26.846,25.561,25.561,25.503,25.503,21.525,21.525,27.111,27.111,26.682,17.937,17.937,27.130,27.130,28.795,28.795,25.277,25.277,23.673,27.434,27.434,27.171,6a,4.464,6xd,17.937
FJ768779,6,6.250,6.250,19.599,25.785,25.112,26.726,26.058,26.457,26.786,26.386,29.204,26.770,25.277,26.339,26.339,26.339,25.785,24.888,,24.161,26.233,25.835,25.835,27.740,25.336,25.336,25.503,25.503,22.646,22.646,27.111,27.111,27.354,18.386,18.386,25.785,25.785,28.795,28.795,25.055,25.055,24.115,27.434,27.434,26.726,6a,6.250,6xd,18.386
FJ768780,6,6.027,6.027,18.486,25.112,23.490,26.058,26.106,26.682,25.670,25.499,27.876,26.549,25.771,27.740,28.125,28.125,25.561,24.888,29.148,24.330,26.009,25.778,25.778,26.398,25.951,25.951,25.503,25.503,22.422,22.422,27.333,27.333,26.682,18.750,18.750,26.622,26.622,28.571,28.571,25.055,25.055,23.894,27.876,27.876,27.840,6a,6.027,6xd,18.750
FJ768781,6,5.357,5.357,18.263,25.785,23.490,26.726,26.327,26.009,26.398,26.164,28.761,26.106,25.330,28.125,27.009,27.009,24.888,23.094,28.251,25.951,24.664,24.944,24.944,27.069,25.056,25.056,24.385,24.385,21.300,21.300,27.333,27.333,25.336,18.610,18.610,26.906,26.906,27.902,27.902,26.164,26.164,23.894,27.655,27.655,28.062,6a,5.357,6b,18.263
FJ768782,6,5.357,5.357,18.040,25.336,23.937,26.949,26.770,26.906,26.786,26.164,29.204,26.726,25.942,28.348,27.679,27.679,25.336,25.112,28.924,25.951,26.233,25.390,25.390,27.740,25.056,25.056,24.161,24.161,21.973,21.973,27.778,27.778,26.457,19.196,19.196,25.951,25.951,29.372,29.372,26.339,26.339,24.558,28.731,28.731,28.475,6a,5.357,6b,18.040
FJ768783,6,5.134,5.134,18.161,23.043,23.490,25.727,25.556,25.951,26.386,25.551,28.982,26.622,26.386,27.679,27.455,27.455,24.664,23.767,28.285,24.832,24.664,24.832,24.832,26.682,25.112,25.112,24.832,24.832,22.197,22.197,27.293,27.293,26.398,18.527,18.527,26.682,26.682,28.348,28.348,25.556,25.556,23.333,27.354,27.354,27.354,6a,5.134,6b,18.161
FJ768784,6,5.357,5.357,18.708,25.112,23.991,26.058,26.327,26.682,25.670,26.608,27.655,26.549,25.277,27.009,27.009,27.009,25.112,24.215,27.840,25.727,24.888,26.000,26.000,26.846,25.561,25.561,25.056,25.056,22.197,22.197,28.000,28.000,25.785,18.304,18.304,26.233,26.233,28.731,28.731,25.721,25.721,24.115,27.434,27.434,27.171,6a,5.357,6xd,18.304
FJ768785,6,4.911,4.911,18.931,25.561,24.664,26.058,26.106,26.233,25.446,26.164,28.097,26.327,24.390,27.232,26.562,26.562,25.112,24.215,27.840,25.056,24.664,25.778,25.778,27.069,24.664,24.664,24.832,24.832,22.197,22.197,26.889,26.889,26.233,18.304,18.304,25.785,25.785,28.062,28.062,25.721,25.721,23.230,26.770,26.770,26.503,6a,4.911,6xd,18.304
FJ768786,6,6.027,6.027,19.283,25.112,23.767,25.785,25.167,26.233,26.339,25.721,28.319,26.009,24.169,26.562,26.116,26.116,23.991,23.767,27.130,24.664,23.318,25.112,25.112,26.233,24.215,24.215,24.888,24.888,21.300,21.300,26.846,26.846,25.785,18.973,18.973,26.009,26.009,28.795,28.795,24.777,24.777,23.608,26.457,26.457,26.682,6a,6.027,6xd,18.973
FJ768787,6,5.804,5.804,19.599,24.664,23.318,26.058,26.327,26.233,26.339,25.942,28.319,26.281,25.000,26.786,25.893,25.893,25.112,22.646,26.949,24.832,23.543,25.390,25.390,26.398,24.664,24.664,24.609,24.609,21.300,21.300,27.333,27.333,26.233,19.058,19.058,26.233,26.233,28.125,28.125,24.330,24.330,23.451,26.949,26.949,26.906,6a,5.804,6xd,19.058
