Accession,ClosestSubtypeAlignedNT,Genotype1Distance,Genotype2Distance,Genotype3Distance,Genotype4Distance,Genotype5Distance,Genotype6Distance,Genotype7Distance,Genotype8Distance,FirstChoiceGenotype,FirstChoiceDistance,SecondChoiceGenotype,SecondChoiceDistance
EU710484,387,9.561,30.685,31.541,27.577,28.831,29.765,33.475,30.789,1,9.561,4,27.577
EU710485,404,8.416,31.915,33.923,27.750,31.000,30.479,34.385,30.303,1,8.416,4,27.750
EU710486,385,9.091,33.787,34.320,28.278,,29.674,31.646,32.454,1,9.091,4,28.278
EU710487,542,13.469,32.267,,28.250,32.532,32.528,32.710,33.583,1,13.469,5,32.532
EU710488,365,8.219,25.617,29.607,23.120,22.888,26.027,28.280,22.376,1,8.219,8,22.376
EU710489,491,12.016,33.469,34.280,32.389,32.114,30.894,,30.716,1,12.016,6,30.894
EU710490,522,9.387,33.174,34.591,28.289,28.953,28.717,34.579,29.457,1,9.387,6,28.717
EU710491,543,7.366,33.589,33.066,30.364,29.314,29.926,32.476,30.263,1,7.366,5,29.314
EU710492,525,8.952,34.921,33.399,29.615,29.193,29.615,34.884,31.589,1,8.952,6,29.615
EU710493,543,10.313,,34.004,29.304,31.054,30.669,34.120,31.707,1,10.313,4,29.304
EU710494,402,9.701,,34.320,27.062,30.227,29.716,,32.061,1,9.701,4,27.062
EU710495,231,9.524,29.952,33.516,27.273,,30.088,31.280,,1,9.524,4,27.273
EU710496,497,9.054,33.936,33.401,28.884,29.225,30.522,34.444,29.980,1,9.054,4,28.884
EU710497,416,7.452,29.767,28.723,25.707,28.193,27.737,,30.380,1,7.452,4,25.707
EU710499,543,8.471,33.781,32.460,29.121,29.098,29.740,35.028,28.839,1,8.471,8,28.839
EU710500,324,7.716,33.520,29.538,30.368,29.538,27.778,,28.972,1,7.716,6,27.778
EU710501,371,7.547,35.159,30.548,29.947,27.747,28.846,,27.500,1,7.547,8,27.500
EU710502,543,10.497,32.885,34.000,28.388,31.099,29.926,35.032,30.769,1,10.497,4,28.388
EU710503,543,16.575,32.659,31.250,28.571,30.055,29.191,,29.565,1,16.575,4,28.571
EU710504,543,8.471,31.931,33.460,28.388,30.037,30.669,35.054,31.332,1,8.471,4,28.388
EU710505,374,8.289,32.659,30.398,30.027,30.601,28.297,,29.248,1,8.289,6,28.297
EU710506,543,18.416,32.635,31.307,34.982,34.572,30.061,29.496,28.267,1,18.416,8,28.267
EU710507,379,8.707,34.582,31.977,29.144,28.926,28.571,,28.333,1,8.707,6,28.571
EU710508,543,9.576,33.714,33.460,30.713,30.018,29.981,,31.002,1,9.576,6,29.981
EU710509,543,9.945,34.594,34.141,30.165,30.798,31.227,32.068,31.648,1,9.945,5,30.798
EU710512,543,10.313,31.862,33.774,30.459,30.943,31.214,,29.811,1,10.313,8,29.811
EU710513,543,10.129,34.990,34.156,30.165,30.571,30.483,34.733,31.086,1,10.129,6,30.483
EU710514,543,9.761,34.924,34.211,29.380,29.870,28.253,34.409,29.213,1,9.761,6,28.253
EU710515,543,8.840,35.125,33.524,30.713,31.308,31.413,34.672,31.707,1,8.840,6,31.413
EU710516,245,10.204,31.197,34.137,28.862,27.347,28.571,,28.033,1,10.204,5,27.347
EU716357,896,5.804,30.701,32.491,27.483,29.002,28.154,32.472,28.554,1,5.804,4,27.483
EU716358,896,5.692,31.138,32.614,27.252,28.886,27.336,34.010,28.190,1,5.692,6,27.336
EU716359,896,5.915,31.027,32.868,28.013,29.052,28.154,32.653,29.811,1,5.915,4,28.013
EU716360,896,5.804,30.701,32.491,27.483,29.002,28.154,32.472,28.554,1,5.804,4,27.483
EU716361,896,5.915,30.830,32.487,27.451,29.118,28.037,34.010,28.624,1,5.915,4,27.451
EU716362,896,5.804,31.061,32.446,27.598,29.282,28.855,34.850,28.989,1,5.804,4,27.598
EU716363,896,5.915,30.580,32.596,27.367,29.234,28.154,34.487,28.554,1,5.915,4,27.367
EU716364,896,5.804,30.692,32.487,27.252,29.118,27.921,34.368,28.311,1,5.804,4,27.252
EU716365,896,5.692,30.692,32.614,27.136,29.002,28.505,34.487,28.433,1,5.692,4,27.136
EU716366,896,5.134,31.473,31.980,27.902,29.124,28.070,31.904,28.696,1,5.134,4,27.902
EU716367,896,5.134,31.473,31.980,27.902,29.124,28.070,31.904,28.696,1,5.134,4,27.902
EU716368,896,5.692,30.692,33.060,27.598,29.118,28.154,34.606,28.554,1,5.692,4,27.598
EU716369,896,5.692,31.250,31.980,27.790,29.350,28.304,32.472,28.696,1,5.692,4,27.790
EU716370,896,5.580,30.804,32.360,27.252,29.051,28.621,34.611,28.676,1,5.580,4,27.252
EU716371,896,5.804,30.580,32.868,27.714,29.350,28.271,35.028,28.676,1,5.804,4,27.714
EU716372,896,5.915,30.856,32.741,27.364,29.002,27.804,34.569,29.646,1,5.915,4,27.364
EU716373,896,5.804,30.804,33.255,27.483,29.234,28.154,34.368,28.554,1,5.804,4,27.483
EU716374,896,5.915,30.915,32.741,27.598,29.466,28.505,34.487,28.554,1,5.915,4,27.598
EU716375,896,5.692,30.580,32.360,27.136,29.118,28.037,34.248,28.433,1,5.692,4,27.136
EU716376,896,5.469,31.585,32.487,27.136,29.238,28.621,34.368,28.944,1,5.469,4,27.136
EU716377,896,5.134,30.435,32.107,26.905,29.192,28.037,33.510,29.068,1,5.134,4,26.905
EU716378,896,5.692,31.544,32.487,27.483,29.124,28.467,31.676,30.145,1,5.692,4,27.483
EU716379,896,5.692,31.696,32.487,27.367,29.010,28.467,33.510,30.145,1,5.692,4,27.367
EU716380,895,5.028,31.250,31.980,27.021,29.137,28.144,33.777,28.944,1,5.028,4,27.021
EU716381,896,5.246,31.585,31.980,27.252,29.693,28.388,33.810,28.820,1,5.246,4,27.252
EU716382,896,4.911,31.362,31.980,26.905,29.352,28.271,34.012,28.447,1,4.911,4,26.905
EU716383,896,5.915,32.031,32.868,27.714,29.807,28.972,32.590,29.193,1,5.915,4,27.714
EU716384,896,5.580,31.585,32.360,27.483,29.010,28.345,33.907,30.033,1,5.580,4,27.483
EU716385,896,4.799,30.915,31.980,26.790,28.932,28.154,32.075,28.820,1,4.799,4,26.790
EU716386,896,5.134,31.250,32.107,27.021,29.579,28.388,33.892,28.944,1,5.134,4,27.021
EU716387,896,4.799,31.250,31.980,26.790,29.238,28.271,33.892,28.571,1,4.799,4,26.790
EU716388,896,5.022,31.250,31.980,26.905,29.352,28.388,33.935,28.696,1,5.022,4,26.905
EU716389,896,4.799,31.250,32.234,27.021,29.257,28.154,33.974,28.571,1,4.799,4,27.021
EU716390,896,4.911,31.362,31.980,26.775,28.691,28.271,33.811,28.571,1,4.911,4,26.775
EU716391,896,5.134,31.250,32.015,27.021,29.579,28.388,33.892,28.696,1,5.134,4,27.021
EU716392,896,5.134,31.362,32.107,27.021,29.124,28.271,34.129,28.571,1,5.134,4,27.021
EU716393,896,5.469,31.585,32.234,26.891,28.691,28.224,33.775,28.696,1,5.469,4,26.891
EU716394,896,6.250,31.920,32.061,27.011,28.331,28.621,32.021,29.068,1,6.250,4,27.011
EU716395,896,4.911,31.027,31.980,26.790,29.352,28.154,33.890,28.447,1,4.911,4,26.790
EU716396,896,5.134,31.027,32.107,27.021,29.579,28.505,34.129,28.944,1,5.134,4,27.021
EU716397,896,5.469,30.580,32.614,27.367,29.118,28.037,34.487,28.433,1,5.469,4,27.367
EU716398,896,5.580,31.696,32.943,27.367,28.932,28.505,34.569,28.696,1,5.580,4,27.367
EU716399,896,5.469,31.473,32.825,27.021,28.932,28.271,34.368,28.571,1,5.469,4,27.021
EU716400,896,5.804,31.808,33.177,27.367,29.292,28.621,32.419,28.944,1,5.804,4,27.367
EU716401,896,6.027,31.696,32.061,27.483,28.896,28.388,31.849,28.944,1,6.027,4,27.483
EU716402,896,5.357,31.362,32.708,26.905,28.812,28.154,34.248,28.447,1,5.357,4,26.905
EU716403,896,5.804,31.473,32.825,27.252,29.167,28.024,34.487,28.696,1,5.804,4,27.252
EU716404,896,6.138,31.696,31.807,27.503,28.896,28.621,31.849,29.193,1,6.138,4,27.503
EU716405,896,5.357,31.362,32.708,26.905,28.812,28.154,34.248,28.447,1,5.357,4,26.905
EU716406,896,5.357,31.362,32.708,26.905,28.812,28.154,34.248,28.447,1,5.357,4,26.905
EU716407,896,5.357,31.362,32.708,26.905,28.812,28.154,34.248,28.447,1,5.357,4,26.905
EU716408,896,5.804,31.454,32.614,27.252,29.052,28.154,34.040,28.447,1,5.804,4,27.252
EU716409,896,6.250,32.031,32.061,27.598,28.896,28.505,31.849,29.193,1,6.250,4,27.598
EU716410,896,6.027,31.808,32.061,27.483,28.669,28.388,32.021,29.193,1,6.027,4,27.483
EU716411,896,5.915,31.696,32.943,27.367,29.292,28.738,34.606,28.820,1,5.915,4,27.367
EU716412,896,6.250,32.031,32.316,27.714,29.002,28.621,32.192,29.353,1,6.250,4,27.714
EU747738,322,2.484,,33.645,30.389,30.797,33.645,33.065,28.452,1,2.484,8,28.452
EU747739,322,2.484,,31.088,30.745,,33.022,34.539,28.511,1,2.484,4,30.745
EU747740,329,3.951,,32.877,29.329,30.592,33.022,34.539,29.536,1,3.951,4,29.329
EU747741,329,4.559,30.000,31.278,29.963,,33.956,33.648,27.311,1,4.559,8,27.311
EU747742,329,2.736,,31.963,29.682,,32.710,34.211,27.426,1,2.736,8,27.426
EU747743,329,3.647,29.508,31.579,30.341,,33.022,33.882,27.160,1,3.647,8,27.160
EU747744,329,2.128,,31.507,30.745,31.250,32.710,32.661,27.984,1,2.128,8,27.984
EU747745,329,2.128,,,29.329,31.250,32.710,,28.807,1,2.128,4,29.329
EU747746,329,3.040,,31.050,29.329,30.263,32.399,33.065,28.033,1,3.040,4,29.329
EU747747,329,2.736,31.902,31.963,,30.592,33.022,33.468,27.984,1,2.736,8,27.984
EU747748,327,3.364,,31.532,31.095,31.908,31.276,33.333,29.218,1,3.364,8,29.218
EU747749,329,3.647,,31.050,29.682,30.921,31.776,33.968,27.572,1,3.647,8,27.572
EU747750,329,2.432,,33.333,30.389,30.921,33.333,,28.870,1,2.432,8,28.870
EU747751,329,2.432,,33.333,30.389,30.921,33.333,,28.870,1,2.432,8,28.870
EU747752,329,3.040,29.880,32.704,30.035,30.921,32.399,,28.395,1,3.040,8,28.395
EU747753,329,3.647,,30.594,31.056,30.592,33.754,33.065,28.270,1,3.647,8,28.270
EU747754,329,3.040,32.209,31.963,29.682,30.921,32.710,33.871,28.395,1,3.040,8,28.395
EU747755,327,5.810,32.288,33.219,29.787,29.934,34.056,33.221,28.395,1,5.810,5,29.934
EU747756,327,2.752,31.677,33.022,29.078,30.492,32.508,34.028,27.984,1,2.752,4,29.078
EU747757,329,3.343,,31.050,30.035,30.921,32.710,,28.807,1,3.343,4,30.035
EU747758,329,17.391,,31.338,,30.233,,,31.651,1,17.391,5,30.233
EU747759,330,18.885,,32.075,,29.568,,,31.950,1,18.885,5,29.568
EU747760,329,17.702,33.016,31.982,,29.927,,,30.189,1,17.702,5,29.927
EU747761,329,19.572,,31.271,32.673,29.897,,,31.707,1,19.572,5,29.897
EU747762,327,17.538,33.435,30.568,,30.769,,,30.275,1,17.538,5,30.769
EU747763,329,17.737,30.579,31.004,,29.236,,,31.967,1,17.737,5,29.236
EU747764,329,16.208,,,,30.233,,,31.019,1,16.208,5,30.233
EU747765,329,16.820,,31.532,,29.801,,,31.651,1,16.820,5,29.801
EU747766,323,21.495,33.642,32.883,,31.802,,,30.144,1,21.495,5,31.802
EU747767,312,18.269,,30.797,,30.233,31.481,,31.050,1,18.269,5,30.233
EU747768,330,17.988,31.889,31.000,,29.568,,,31.651,1,17.988,5,29.568
EU781746,9367,4.868,25.705,31.014,28.139,29.366,29.519,30.937,28.942,1,4.868,4,28.139
EU781747,9367,4.664,25.775,26.254,27.838,29.584,29.215,32.090,28.746,1,4.664,4,27.838
EU781748,9359,6.672,31.739,30.890,28.197,29.106,29.830,31.129,28.954,1,6.672,4,28.197
EU781749,9332,6.462,30.916,30.807,28.013,29.228,29.227,31.121,28.877,1,6.462,4,28.013
EU781750,9335,5.868,25.514,30.397,28.014,29.162,29.239,30.906,29.086,1,5.868,4,28.014
EU781751,9320,4.180,31.235,31.082,27.747,29.149,29.392,30.937,29.171,1,4.180,4,27.747
EU781752,9322,8.159,31.340,30.418,28.558,29.023,29.508,31.397,30.003,1,8.159,4,28.558
EU781753,9320,7.637,31.347,30.511,28.292,29.154,29.767,31.234,29.248,1,7.637,4,28.292
EU781754,9316,4.734,31.580,30.570,27.944,29.285,29.537,31.135,29.073,1,4.734,4,27.944
EU781755,9321,4.987,31.753,31.458,28.005,29.551,29.559,31.886,29.151,1,4.987,4,28.005
EU781756,9320,5.080,31.607,30.962,27.709,29.141,29.518,31.237,28.987,1,5.080,4,27.709
EU781757,9318,8.006,30.751,30.083,28.371,28.970,29.228,30.922,29.107,1,8.006,4,28.371
EU781758,9318,5.581,31.647,31.284,28.290,29.179,29.343,30.992,29.599,1,5.581,4,28.290
EU781759,9317,7.526,31.108,30.310,28.275,29.052,29.269,31.070,29.138,1,7.526,4,28.275
EU781760,9316,4.294,31.405,30.952,28.042,29.400,29.263,25.951,29.074,1,4.294,4,28.042
EU781761,9318,4.475,31.735,31.197,28.029,29.253,29.154,31.015,29.211,1,4.475,4,28.029
EU781762,9318,5.011,31.704,30.739,28.035,29.125,29.392,32.057,29.197,1,5.011,4,28.035
EU781763,9318,5.169,31.310,30.859,28.279,29.723,29.202,32.567,29.333,1,5.169,4,28.279
EU781764,9318,4.731,31.630,31.078,28.106,29.211,29.186,31.221,29.374,1,4.731,4,28.106
EU781765,9315,7.676,30.992,30.440,28.086,29.168,29.640,31.243,29.229,1,7.676,4,28.086
EU781766,9315,5.979,30.904,30.975,28.274,29.005,29.281,32.338,29.810,1,5.979,4,28.274
EU781767,9312,7.689,30.639,30.655,28.236,29.001,29.349,31.100,28.861,1,7.689,4,28.236
EU781768,9315,5.207,31.504,30.429,28.070,29.053,29.607,30.931,29.128,1,5.207,4,28.070
EU781769,9315,5.613,31.665,31.279,28.338,29.050,29.216,32.088,29.377,1,5.613,4,28.338
EU781770,9328,4.524,31.054,30.739,28.085,29.284,29.318,31.079,29.180,1,4.524,4,28.085
EU781771,9315,7.546,30.929,30.505,28.302,28.733,29.546,30.623,29.060,1,7.546,4,28.302
EU781772,9315,5.409,31.525,26.169,28.370,29.259,29.643,31.275,29.585,1,5.409,4,28.370
EU781773,9315,5.024,31.221,31.285,28.068,29.418,29.315,32.339,29.400,1,5.024,4,28.068
EU781774,9315,5.033,31.068,31.033,28.269,29.444,29.367,32.028,29.450,1,5.033,4,28.269
EU781775,9315,5.613,31.455,30.602,27.996,29.353,29.425,32.029,29.594,1,5.613,4,27.996
EU781776,9315,4.268,30.982,30.909,27.890,29.790,29.307,31.043,29.447,1,4.268,4,27.890
EU781777,9304,5.213,31.150,31.080,28.440,29.406,29.547,31.224,29.077,1,5.213,4,28.440
EU781778,9312,7.391,31.299,30.594,28.306,29.252,29.640,31.199,29.482,1,7.391,4,28.306
EU781779,9317,7.985,30.683,30.297,28.133,28.655,29.208,31.147,29.348,1,7.985,4,28.133
EU781780,9311,6.649,31.826,30.521,27.904,29.321,29.619,32.324,28.977,1,6.649,4,27.904
EU781781,9311,6.304,31.226,30.930,28.022,28.881,29.005,32.419,29.268,1,6.304,4,28.022
EU781782,9311,5.174,31.940,31.445,27.973,29.565,29.673,26.028,29.444,1,5.174,4,27.973
EU781783,9310,4.035,31.619,30.926,27.968,29.242,29.306,32.034,29.444,1,4.035,4,27.968
EU781784,9307,4.534,31.633,30.949,27.889,29.071,29.318,32.260,29.437,1,4.534,4,27.889
EU781785,9309,5.167,31.056,30.729,28.171,29.182,29.483,31.116,29.654,1,5.167,4,28.171
EU781786,9309,5.218,31.805,31.025,28.111,29.149,29.314,32.183,28.885,1,5.218,4,28.111
EU781787,9312,7.070,31.470,30.892,28.112,29.250,29.485,25.971,29.399,1,7.070,4,28.112
EU781788,9308,7.407,31.179,30.529,28.127,28.907,29.172,31.296,29.161,1,7.407,4,28.127
EU781789,9313,6.533,26.527,30.895,28.408,29.531,29.437,32.631,29.412,1,6.533,4,28.408
EU781790,9306,8.176,31.903,30.489,28.123,28.987,29.309,31.377,29.293,1,8.176,4,28.123
EU781791,9306,5.287,31.429,31.035,27.950,29.410,29.403,31.103,29.438,1,5.287,4,27.950
EU781792,9300,6.000,31.720,30.997,28.269,29.122,29.529,32.376,29.670,1,6.000,4,28.269
EU781793,9303,5.654,31.391,30.610,28.263,29.511,29.681,31.115,29.114,1,5.654,4,28.263
EU781794,9300,5.538,31.721,31.291,28.138,29.524,29.390,26.339,29.448,1,5.538,4,28.138
EU781795,9305,7.374,31.458,30.302,28.191,28.965,29.389,31.421,29.147,1,7.374,4,28.191
EU781796,9305,7.890,31.268,30.400,28.104,29.378,29.669,31.238,29.099,1,7.890,4,28.104
EU781797,9297,5.034,30.898,31.060,28.188,29.376,29.316,32.062,29.095,1,5.034,4,28.188
EU781798,9297,5.625,31.423,30.536,28.229,29.251,29.624,26.284,29.261,1,5.625,4,28.229
EU781799,9304,5.910,31.727,31.020,28.081,29.409,29.517,31.097,29.227,1,5.910,4,28.081
EU781800,9289,4.414,31.730,30.819,28.116,29.198,29.562,32.099,29.058,1,4.414,4,28.116
EU781801,9288,3.628,31.621,30.441,28.007,29.365,29.030,30.993,29.418,1,3.628,4,28.007
EU781802,9317,5.420,25.790,31.218,28.015,29.198,29.319,31.782,29.356,1,5.420,4,28.015
EU781803,9269,4.732,31.730,31.016,28.288,29.542,29.268,30.975,29.416,1,4.732,4,28.288
EU781804,9312,4.661,31.432,30.636,28.262,29.273,29.387,31.126,29.381,1,4.661,4,28.262
EU781805,9307,5.039,31.575,30.963,28.108,29.458,29.438,31.876,29.505,1,5.039,4,28.108
EU781806,9306,6.093,26.235,31.273,28.400,29.816,29.776,32.259,29.564,1,6.093,4,28.400
EU781807,9298,7.669,31.420,30.640,28.276,29.294,29.614,31.367,29.233,1,7.669,4,28.276
EU781808,9320,7.999,30.872,30.049,28.256,29.176,29.375,30.954,29.798,1,7.999,4,28.256
EU781809,9315,5.492,25.958,30.813,28.067,29.071,28.954,31.069,30.108,1,5.492,4,28.067
EU781810,9320,7.167,31.145,30.117,28.126,28.673,29.424,30.987,29.677,1,7.167,4,28.126
EU781811,9320,5.414,30.926,30.359,28.027,29.341,29.720,31.026,29.518,1,5.414,4,28.027
EU781812,9310,4.866,31.220,30.813,28.026,29.034,29.636,30.983,29.231,1,4.866,4,28.026
EU781813,9312,5.294,31.826,30.386,28.024,29.429,29.312,30.543,29.533,1,5.294,4,28.024
EU781814,9315,4.539,30.928,31.340,27.998,29.160,29.507,32.029,29.103,1,4.539,4,27.998
EU781815,9314,4.591,31.566,30.839,28.175,29.330,28.998,30.807,28.997,1,4.591,4,28.175
EU781816,9300,7.313,30.587,30.457,28.242,28.803,29.403,31.008,29.064,1,7.313,4,28.242
EU781817,9311,7.723,31.118,30.635,28.416,28.958,29.285,30.496,29.477,1,7.723,4,28.416
EU781818,9310,8.025,31.452,30.406,28.136,29.284,29.352,31.239,29.731,1,8.025,4,28.136
EU781819,9307,6.057,30.959,30.779,28.139,29.053,29.622,31.261,29.085,1,6.057,4,28.139
EU781820,9298,4.625,31.721,31.030,28.110,29.302,29.322,32.243,29.024,1,4.625,4,28.110
EU781821,9317,4.057,32.012,30.914,28.114,29.415,29.522,32.107,29.298,1,4.057,4,28.114
EU781822,9281,5.928,31.330,30.799,28.535,29.404,29.491,31.216,30.154,1,5.928,4,28.535
EU781823,9350,3.872,25.943,31.279,27.853,29.356,29.209,32.152,29.165,1,3.872,4,27.853
EU781824,9347,9.617,30.382,30.722,28.641,30.193,29.775,32.619,29.598,1,9.617,4,28.641
EU781825,9342,20.630,26.082,30.201,28.497,29.267,29.287,31.196,29.609,1,20.630,4,28.497
EU781826,9392,21.092,30.319,30.510,28.074,29.688,29.426,31.132,29.684,1,21.092,4,28.074
EU781827,9391,20.802,30.705,30.162,28.148,29.389,30.469,30.903,29.700,1,20.802,4,28.148
EU781828,9359,20.572,26.247,29.906,28.123,29.104,29.529,31.331,28.974,1,20.572,4,28.123
EU781829,9349,20.990,26.791,29.891,27.972,30.107,29.926,31.214,29.630,1,20.990,4,27.972
EU781830,9345,21.012,30.419,30.239,28.099,29.796,29.811,30.881,29.733,1,21.012,4,28.099
EU781831,9292,21.442,30.993,31.021,28.472,29.451,30.230,31.297,30.131,1,21.442,4,28.472
EU781832,9064,21.358,31.093,30.442,29.116,29.984,30.657,31.718,30.743,1,21.358,4,29.116
EU847430,992,20.984,28.629,31.823,26.950,27.141,27.912,32.771,28.974,1,20.984,4,26.950
EU847431,992,20.884,28.931,31.928,27.052,27.425,28.012,32.841,28.974,1,20.884,4,27.052
EU847432,992,20.683,29.104,32.332,26.444,28.000,28.112,33.439,29.009,1,20.683,4,26.444
EU847433,1105,20.325,28.867,31.019,25.632,28.416,27.913,29.791,27.132,1,20.325,4,25.632
EU847434,992,20.382,28.716,31.020,25.659,28.105,27.382,31.474,27.364,1,20.382,4,25.659
EU847435,994,20.526,29.120,30.705,25.685,28.737,27.867,31.836,27.940,1,20.526,4,25.685
EU847436,1106,20.235,28.687,30.929,25.542,28.300,27.823,30.314,27.132,1,20.235,4,25.542
EU847437,1097,20.091,28.416,31.165,25.704,28.571,27.934,29.964,27.182,1,20.091,4,25.704
EU847438,1103,19.874,28.507,31.059,25.745,28.145,27.511,29.953,27.017,1,19.874,4,25.745
EU847439,1100,19.909,28.869,31.346,25.771,28.415,27.727,30.162,27.256,1,19.909,4,25.771
EU847440,992,21.328,28.788,31.899,26.193,28.063,28.786,31.329,29.305,1,21.328,4,26.193
EU847441,992,21.730,28.990,31.158,26.617,28.615,29.016,30.907,29.104,1,21.730,4,26.617
EU847442,992,21.630,28.788,31.689,26.087,28.063,28.815,31.435,28.987,1,21.630,4,26.087
EU847443,1085,21.310,28.984,32.237,27.206,29.050,29.650,30.561,28.598,1,21.310,4,27.206
EU847444,1098,21.038,29.204,32.133,26.534,28.558,29.481,30.389,28.545,1,21.038,4,26.534
EU847445,1103,21.000,29.253,32.130,26.895,28.468,29.502,30.410,28.571,1,21.000,4,26.895
EU847446,1098,20.856,29.140,32.043,26.062,28.921,29.117,30.579,28.545,1,20.856,4,26.062
EU847447,1105,20.814,29.290,32.079,26.715,28.919,29.231,30.579,28.468,1,20.814,4,26.715
EU853661,543,11.050,31.166,33.600,31.193,29.336,30.297,32.817,31.450,1,11.050,5,29.336
EU853662,543,11.418,33.525,33.267,31.376,31.238,31.413,32.450,32.584,1,11.418,5,31.238
EU853663,542,5.904,34.667,34.216,31.136,29.466,30.882,30.672,29.831,1,5.904,8,29.831
EU853664,543,23.006,31.619,33.131,28.200,31.020,30.018,34.857,30.368,1,23.006,4,28.200
EU853665,543,7.366,33.781,33.270,30.182,31.054,29.926,33.206,29.775,1,7.366,6,29.926
EU853666,542,21.499,30.916,31.653,29.499,30.443,29.412,,31.528,1,21.499,6,29.412
EU853667,543,7.182,,33.803,29.616,29.520,30.669,33.645,31.144,1,7.182,5,29.520
EU853668,543,10.681,34.351,,31.193,30.996,31.844,33.125,32.270,1,10.681,5,30.996
EU853669,543,6.262,33.205,32.460,28.962,30.074,29.926,32.508,29.963,1,6.262,6,29.926
EU853670,543,5.525,33.652,33.735,29.927,30.347,28.810,32.508,30.582,1,5.525,6,28.810
EU857431,9411,20.908,26.320,30.736,28.735,29.510,29.870,31.358,29.530,1,20.908,4,28.735
EU862823,9300,4.742,31.198,31.102,27.979,29.363,29.490,31.198,29.031,1,4.742,4,27.979
EU862824,9289,6.018,26.296,31.192,28.139,29.744,29.540,30.924,29.426,1,6.018,4,28.139
EU862825,4362,5.227,26.432,26.625,27.399,28.805,28.989,29.457,28.601,1,5.227,4,27.399
EU862826,9207,5.949,31.613,30.682,28.280,29.297,29.216,32.353,29.386,1,5.949,4,28.280
EU862827,9293,4.455,31.537,30.858,27.849,29.281,29.122,31.992,29.553,1,4.455,4,27.849
EU862828,9310,4.393,31.703,30.739,27.845,28.985,28.819,31.934,28.906,1,4.393,4,27.845
EU862829,9055,8.054,31.086,30.578,28.200,29.354,29.558,31.270,29.306,1,8.054,4,28.200
EU862830,7785,9.583,30.715,32.380,29.662,31.343,30.859,33.041,31.181,1,9.583,4,29.662
EU862831,9292,6.587,31.687,30.214,27.779,28.927,29.588,30.885,28.948,1,6.587,4,27.779
EU862832,9293,4.487,31.274,30.965,28.143,29.501,29.426,31.206,29.518,1,4.487,4,28.143
EU862833,9225,5.528,32.031,30.813,28.103,29.126,29.011,31.086,30.108,1,5.528,4,28.103
EU862834,9246,5.828,31.458,30.876,28.221,29.698,29.346,30.992,29.569,1,5.828,4,28.221
EU862835,9218,20.928,26.954,30.177,28.774,29.761,29.953,31.246,29.825,1,20.928,4,28.774
EU862836,9297,8.207,31.687,30.279,28.465,28.914,29.769,30.767,29.163,1,8.207,4,28.465
EU862837,9336,21.113,26.953,30.931,28.584,29.150,29.572,31.632,29.604,1,21.113,4,28.584
EU862838,8474,6.123,31.620,30.741,28.498,29.181,29.316,32.526,28.847,1,6.123,4,28.498
EU862839,9306,3.009,31.518,30.754,28.151,29.159,28.969,32.277,29.144,1,3.009,4,28.151
EU862840,9343,6.180,31.556,30.791,27.952,29.471,29.086,30.798,29.161,1,6.180,4,27.952
EU862841,9291,6.815,31.047,30.723,28.306,29.238,29.691,31.301,28.961,1,6.815,4,28.306
EU867440,308,2.273,,33.333,29.433,,33.013,33.449,27.542,1,2.273,8,27.542
EU867441,306,2.614,,30.189,29.771,,33.758,33.798,27.660,1,2.614,8,27.660
EU934905,684,6.725,34.918,32.998,29.489,29.784,32.841,33.501,32.280,1,6.725,4,29.489
EU934906,440,3.864,28.118,30.752,27.500,27.790,31.377,31.382,29.025,1,3.864,4,27.500
EU980107,544,21.965,30.989,32.500,29.685,30.165,29.487,33.260,31.915,1,21.965,6,29.487
EU980108,543,21.965,30.989,32.500,29.740,30.165,29.487,33.260,31.915,1,21.965,6,29.487
EU980109,544,21.965,30.989,32.500,29.685,30.165,29.487,33.260,31.915,1,21.965,6,29.487
EU980110,544,21.965,30.989,32.500,29.685,30.165,29.487,33.260,31.915,1,21.965,6,29.487
EU980111,544,21.965,30.989,32.500,29.685,30.165,29.487,33.260,31.915,1,21.965,6,29.487
EU980112,1092,26.234,33.838,28.827,33.849,28.760,32.810,35.262,33.604,1,26.234,6,32.810
FJ002530,621,20.225,29.872,30.252,24.960,28.115,31.040,27.087,27.476,1,20.225,4,24.960
FJ002531,621,20.225,29.825,29.648,25.443,28.617,31.040,27.840,26.794,1,20.225,4,25.443
FJ002532,621,19.743,29.506,29.313,25.282,28.778,30.369,27.200,26.677,1,19.743,4,25.282
FJ002533,621,18.620,29.487,29.481,24.960,28.457,31.597,26.880,26.240,1,18.620,4,24.960
FJ002534,621,19.646,29.073,29.313,24.799,27.492,30.718,27.504,26.274,1,19.646,4,24.799
FJ002535,621,19.904,30.547,30.369,25.765,28.960,30.976,26.794,26.324,1,19.904,4,25.765
FJ002536,621,19.807,30.400,30.034,25.282,27.840,30.976,26.806,26.645,1,19.807,4,25.282
FJ002537,621,20.225,30.547,29.698,26.452,29.260,30.135,27.448,26.400,1,20.225,4,26.452
FJ002538,621,19.422,29.374,30.135,24.799,27.814,30.808,26.731,27.083,1,19.422,4,24.799
FJ002539,621,19.583,28.859,29.362,24.799,29.280,30.354,26.966,25.955,1,19.583,4,24.799
FJ002540,621,20.225,29.553,29.816,25.604,28.778,31.040,27.520,26.837,1,20.225,4,25.604
FJ002541,621,18.810,30.192,29.933,25.926,28.250,30.537,27.680,26.997,1,18.810,4,25.926
