Accession,AssignedGenotype,Subtype3aDistance,Subtype3bDistance,Subtype3dDistance,Subtype3eDistance,Subtype3gDistance,Subtype3gDistance,Subtype3hDistance,Subtype3iDistance,Subtype3iDistance,Subtype3kDistance,Subtype3kDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
JQ038464,3,9.346,23.333,15.902,19.266,19.149,19.149,25.076,20.973,20.973,22.297,22.297,3a,9.346,3d,15.902
JQ038465,3,9.091,22.727,18.788,18.182,20.909,20.909,25.188,19.697,19.697,25.000,25.000,3a,9.091,3e,18.182
JQ038466,3,8.772,24.340,17.302,19.062,19.355,19.355,24.453,20.235,20.235,25.338,25.338,3a,8.772,3d,17.302
JQ038467,3,16.484,28.421,24.926,24.921,26.706,26.706,28.497,24.332,24.332,28.179,28.179,3a,16.484,3i,24.332
JQ038468,3,13.707,25.153,21.231,24.308,25.625,25.625,29.183,23.750,23.750,27.758,27.758,3a,13.707,3d,21.231
JQ038469,3,10.619,24.545,18.018,18.919,21.598,21.598,25.000,19.527,19.527,23.649,23.649,3a,10.619,3d,18.018
JQ038470,3,10.557,25.588,18.235,20.882,21.176,21.176,25.182,21.471,21.471,26.689,26.689,3a,10.557,3d,18.235
JQ038471,3,10.000,24.540,18.584,20.944,21.534,21.534,25.000,20.649,20.649,25.850,25.850,3a,10.000,3d,18.584
JQ038472,3,17.910,26.154,23.967,26.971,25.541,25.541,25.000,27.734,27.734,23.846,23.846,3a,17.910,3d,23.967
JQ038473,3,10.324,22.121,17.879,20.783,20.118,20.118,22.344,21.006,21.006,23.301,23.301,3a,10.324,3d,17.879
JQ038474,3,9.091,25.234,17.901,19.749,20.690,20.690,24.643,19.811,19.811,25.275,25.275,3a,9.091,3d,17.901
JQ038475,3,10.448,24.233,17.771,19.277,21.557,21.557,24.542,21.257,21.257,24.746,24.746,3a,10.448,3d,17.771
JQ038476,3,10.895,24.299,21.774,20.574,22.010,22.010,28.571,20.574,20.574,27.358,27.358,3a,10.895,3d,21.774
JQ038477,3,9.259,24.074,19.630,19.630,21.481,21.481,26.296,19.630,19.630,24.444,24.444,3a,9.259,3i,19.630
JQ038478,3,9.434,22.430,18.576,19.497,19.497,19.497,23.077,20.189,20.189,24.232,24.232,3a,9.434,3d,18.576
JQ038480,3,10.345,28.185,21.073,21.456,23.938,23.938,28.571,22.989,22.989,29.119,29.119,3a,10.345,3d,21.073
JQ038482,3,13.158,25.731,20.235,22.874,23.167,23.167,28.205,22.874,22.874,27.206,27.206,3a,13.158,3d,20.235
JQ038483,3,11.869,25.545,18.293,21.951,21.429,21.429,26.182,22.321,22.321,26.471,26.471,3a,11.869,3d,18.293
JQ038484,3,8.571,24.843,17.188,20.000,20.625,20.625,25.373,21.250,21.250,26.897,26.897,3a,8.571,3d,17.188
JQ038485,3,9.657,24.375,17.812,20.312,20.312,20.312,25.182,21.118,21.118,26.263,26.263,3a,9.657,3d,17.812
JQ038486,3,3.684,24.599,20.179,21.461,20.745,20.745,20.301,22.172,22.172,22.152,22.152,3a,3.684,3d,20.179
JQ038487,3,8.772,23.708,17.889,19.648,19.648,19.648,24.818,20.528,20.528,25.676,25.676,3a,8.772,3d,17.889
JQ038488,3,7.937,23.585,16.562,19.062,20.000,20.000,25.746,20.938,20.938,26.144,26.144,3a,7.937,3d,16.562
JQ038489,3,14.286,28.710,23.248,24.675,23.846,23.846,28.571,26.214,26.214,29.183,29.183,3a,14.286,3d,23.248
JQ038490,3,13.622,25.387,18.692,19.558,24.149,24.149,25.746,22.910,22.910,26.552,26.552,3a,13.622,3d,18.692
JQ038491,3,9.657,24.074,19.632,19.632,21.101,21.101,25.547,22.086,22.086,24.662,24.662,3a,9.657,3e,19.632
JQ038492,3,13.134,27.215,19.939,24.074,24.251,24.251,27.675,24.251,24.251,29.452,29.452,3a,13.134,3d,19.939
JQ060120,3,7.122,23.939,18.155,18.452,18.806,18.806,25.283,20.238,20.238,25.893,25.893,3a,7.122,3d,18.155
JQ060127,3,6.667,23.148,18.210,18.210,19.149,19.149,23.019,20.669,20.669,25.836,25.836,3a,6.667,3e,18.210
JQ065709,3,21.947,11.323,21.385,22.762,19.629,19.629,27.194,19.286,19.286,24.767,24.767,3b,11.323,3i,19.286
JQ272567,3,6.647,21.212,15.408,16.667,19.394,19.394,23.675,17.933,17.933,23.279,23.279,3a,6.647,3d,15.408
JQ272570,3,8.459,23.263,17.523,20.000,19.394,19.394,23.322,20.365,20.365,23.607,23.607,3a,8.459,3d,17.523
JQ272587,3,8.282,23.780,16.820,18.349,20.489,20.489,23.214,19.939,19.939,23.841,23.841,3a,8.282,3d,16.820
JQ272603,3,7.855,24.471,17.825,19.697,20.909,20.909,25.795,21.884,21.884,24.262,24.262,3a,7.855,3d,17.825
JQ272604,3,8.157,22.727,17.417,18.127,20.544,20.544,24.028,19.394,19.394,23.934,23.934,3a,8.157,3d,17.417
JQ272609,3,8.761,23.636,18.127,19.394,22.424,22.424,24.382,20.973,20.973,24.918,24.918,3a,8.761,3d,18.127
JQ272611,3,9.639,22.727,17.771,20.120,21.212,21.212,23.675,20.669,20.669,23.607,23.607,3a,9.639,3d,17.771
JQ272614,3,7.855,22.659,16.616,19.697,20.303,20.303,24.382,21.277,21.277,23.279,23.279,3a,7.855,3d,16.616
JQ272616,3,9.063,23.030,19.335,17.523,20.846,20.846,24.735,19.697,19.697,23.934,23.934,3a,9.063,3e,17.523
JQ272618,3,7.855,23.939,17.523,18.485,20.909,20.909,23.322,20.669,20.669,23.934,23.934,3a,7.855,3d,17.523
JQ272939,3,7.375,22.124,16.272,18.343,19.231,19.231,27.859,18.343,18.343,26.036,26.036,3a,7.375,3d,16.272
JQ272940,3,6.567,23.653,17.665,17.964,20.359,20.359,27.596,19.461,19.461,26.347,26.347,3a,6.567,3d,17.665
JQ272941,3,8.555,22.714,17.751,19.231,20.414,20.414,29.882,19.527,19.527,26.627,26.627,3a,8.555,3d,17.751
JQ272950,3,9.792,19.288,15.476,16.568,18.155,18.155,26.923,19.940,19.940,25.075,25.075,3a,9.792,3d,15.476
JQ272952,3,12.239,21.003,19.760,21.365,21.257,21.257,29.268,20.659,20.659,25.157,25.157,3a,12.239,3d,19.760
JQ272962,3,8.555,21.534,16.864,17.751,19.527,19.527,28.446,17.751,17.751,24.852,24.852,3a,8.555,3d,16.864
JQ272973,3,7.761,22.090,16.467,16.766,18.263,18.263,26.706,18.862,18.862,25.150,25.150,3a,7.761,3d,16.467
JQ272974,3,7.738,22.090,18.806,18.209,20.597,20.597,28.107,19.701,19.701,24.367,24.367,3a,7.738,3e,18.209
JQ303511,3,19.653,9.002,17.047,18.655,16.866,16.866,21.812,15.944,15.944,18.784,18.784,3b,9.002,3i,15.944
JQ303512,3,6.392,18.653,15.944,18.398,17.028,17.028,24.099,16.811,16.811,20.773,20.773,3a,6.392,3d,15.944
JQ303514,3,19.565,6.833,16.504,17.787,16.848,16.848,21.782,14.967,14.967,19.647,19.647,3b,6.833,3i,14.967
JQ303515,3,19.783,7.050,16.721,18.004,16.975,16.975,21.892,15.293,15.293,19.757,19.757,3b,7.050,3i,15.293
JQ303517,3,19.674,8.460,16.938,17.679,16.739,16.739,22.036,15.076,15.076,19.457,19.457,3b,8.460,3i,15.076
JQ303541,3,19.022,8.134,16.504,18.655,17.065,17.065,21.916,15.184,15.184,18.675,18.675,3b,8.134,3i,15.184
JQ303543,3,6.934,18.907,17.140,17.596,17.140,17.140,23.702,16.593,16.593,20.287,20.287,3a,6.934,3i,16.593
JQ303572,3,19.457,7.592,16.938,18.655,16.848,16.848,22.357,14.967,14.967,18.784,18.784,3b,7.592,3i,14.967
JQ303573,3,18.804,7.592,16.395,18.004,16.413,16.413,21.916,14.534,14.534,19.457,19.457,3b,7.592,3i,14.534
JQ303574,3,19.239,7.484,17.174,18.004,16.213,16.213,22.467,14.859,14.859,19.544,19.544,3b,7.484,3i,14.859
JQ303575,3,19.348,7.918,17.174,18.113,15.996,15.996,22.577,14.642,14.642,19.435,19.435,3b,7.918,3i,14.642
JQ303576,3,19.457,7.701,17.174,18.330,16.957,16.957,21.562,14.859,14.859,19.647,19.647,3b,7.701,3i,14.859
JQ303577,3,18.804,7.375,16.848,18.221,16.866,16.866,21.696,15.510,15.510,19.779,19.779,3b,7.375,3i,15.510
JQ303578,3,19.674,7.918,17.264,18.330,17.084,17.084,21.924,15.401,15.401,19.804,19.804,3b,7.918,3i,15.401
JQ303579,3,18.804,7.809,16.721,17.896,16.975,16.975,22.247,14.534,14.534,19.348,19.348,3b,7.809,3i,14.534
JQ303580,3,19.239,8.134,17.481,18.330,17.301,17.301,22.247,15.727,15.727,19.674,19.674,3b,8.134,3i,15.727
JQ303581,3,19.130,8.026,16.721,18.221,17.391,17.391,22.398,14.967,14.967,19.239,19.239,3b,8.026,3i,14.967
JQ303582,3,19.523,7.935,17.570,18.043,17.226,17.226,22.308,15.309,15.309,20.022,20.022,3b,7.935,3i,15.309
JQ303583,3,19.718,7.283,16.468,18.370,16.901,16.901,21.429,15.543,15.543,20.022,20.022,3b,7.283,3i,15.543
JQ303584,3,19.393,7.500,16.901,18.370,16.143,16.143,22.418,15.326,15.326,19.048,19.048,3b,7.500,3i,15.326
JQ303585,3,19.327,8.243,17.065,18.113,16.757,16.757,21.924,15.401,15.401,19.783,19.783,3b,8.243,3i,15.401
JQ303586,3,19.978,7.701,16.504,18.655,16.431,16.431,21.477,15.401,15.401,20.000,20.000,3b,7.701,3i,15.401
JQ303587,3,6.284,18.804,16.269,17.857,16.594,16.594,22.886,16.830,16.830,19.273,19.273,3a,6.284,3d,16.269
JQ303588,3,5.634,18.696,15.835,17.481,16.811,16.811,23.311,16.612,16.612,20.066,20.066,3a,5.634,3d,15.835
JQ303589,3,5.959,17.915,15.944,18.350,16.594,16.594,23.681,16.576,16.576,19.625,19.625,3a,5.959,3d,15.944
JQ303590,3,6.067,17.698,17.028,17.155,16.883,16.883,23.138,16.721,16.721,19.846,19.846,3a,6.067,3i,16.721
JQ303591,3,6.189,19.629,16.612,17.845,16.831,16.831,23.112,16.122,16.122,20.397,20.397,3a,6.189,3i,16.122
JQ303592,3,6.769,19.592,16.958,18.192,16.521,16.521,23.675,16.685,16.685,20.728,20.728,3a,6.769,3g,16.521
JQ303632,3,7.367,19.536,16.703,19.068,17.787,17.787,24.775,17.787,17.787,21.215,21.215,3a,7.367,3d,16.703
JQ303633,3,7.367,19.536,16.703,19.068,17.787,17.787,24.775,17.787,17.787,21.215,21.215,3a,7.367,3d,16.703
JQ318412,3,27.941,26.254,25.959,30.000,27.059,27.059,28.235,22.714,22.714,4.118,4.118,3k,4.118,3i,22.714
JQ318427,3,24.706,13.529,20.308,23.529,17.994,17.994,24.768,21.362,21.362,24.691,24.691,3b,13.529,3g,17.994
JQ318431,3,19.706,20.294,18.824,22.714,18.879,18.879,23.599,8.235,8.235,23.765,23.765,3i,8.235,3d,18.824
JQ318433,3,21.176,17.994,21.534,23.824,3.235,3.235,26.176,18.879,18.879,25.513,25.513,3g,3.235,3b,17.994
JQ318435,3,29.499,23.009,27.778,27.246,25.000,25.000,4.706,23.599,23.599,27.077,27.077,3h,4.706,3b,23.009
JQ318443,3,22.059,20.294,18.475,20.649,16.765,16.765,23.304,3.235,3.235,24.484,24.484,3i,3.235,3g,16.765
JQ318459,3,8.211,23.529,16.765,18.289,18.529,18.529,27.616,20.294,20.294,24.922,24.922,3a,8.211,3d,16.765
JQ318468,3,8.504,22.941,17.941,17.109,19.062,19.062,27.616,20.000,20.000,26.549,26.549,3a,8.504,3e,17.109
JQ318515,3,7.331,22.353,17.059,17.699,19.412,19.412,26.901,18.824,18.824,26.254,26.254,3a,7.331,3d,17.059
JQ318520,3,9.384,23.529,18.235,18.713,21.471,21.471,28.947,20.588,20.588,22.951,22.951,3a,9.384,3d,18.235
JQ318521,3,8.798,22.287,16.471,18.289,17.941,17.941,27.778,20.000,20.000,25.369,25.369,3a,8.798,3d,16.471
JQ318527,3,7.331,23.824,17.353,17.699,20.882,20.882,27.907,19.412,19.412,27.139,27.139,3a,7.331,3d,17.353
JQ318530,3,33.071,33.022,31.452,,33.333,33.333,31.818,,,30.568,30.568,3d,31.452,3b,33.022
JQ318535,3,22.059,21.765,19.062,21.239,19.118,19.118,23.599,2.353,2.353,23.599,23.599,3i,2.353,3g,19.118
JQ318537,3,23.167,9.412,21.471,21.829,15.634,15.634,24.484,19.412,19.412,25.220,25.220,3b,9.412,3g,15.634
JQ318539,3,7.331,24.412,17.941,18.879,18.824,18.824,27.485,20.294,20.294,25.369,25.369,3a,7.331,3d,17.941
JQ318544,3,26.471,24.189,25.882,27.273,25.806,25.806,27.941,19.706,19.706,6.765,6.765,3k,6.765,3i,19.706
JQ318549,3,21.114,20.294,18.824,24.189,5.294,5.294,26.254,18.529,18.529,26.176,26.176,3g,5.294,3i,18.529
JQ318554,3,8.211,23.167,18.235,17.994,19.941,19.941,28.280,20.294,20.294,26.844,26.844,3a,8.211,3e,17.994
JQ318559,3,8.798,23.529,16.176,16.519,20.000,20.000,26.239,17.647,17.647,25.369,25.369,3a,8.798,3d,16.176
JQ318573,3,11.437,22.874,18.235,17.994,21.765,21.765,28.070,19.298,19.298,24.779,24.779,3a,11.437,3e,17.994
JQ323481,3,11.184,21.725,17.363,18.650,21.543,21.543,25.194,21.543,21.543,26.071,26.071,3a,11.184,3d,17.363
JQ323482,3,10.191,21.975,17.685,18.328,19.808,19.808,24.031,19.489,19.489,24.324,24.324,3a,10.191,3d,17.685
JQ323483,3,10.191,23.567,19.293,19.614,22.045,22.045,27.742,22.364,22.364,25.357,25.357,3a,10.191,3d,19.293
JQ323484,3,8.917,23.567,18.328,19.293,20.447,20.447,26.357,20.447,20.447,26.429,26.429,3a,8.917,3d,18.328
JQ323485,3,9.873,21.338,17.042,17.685,19.169,19.169,23.643,20.128,20.128,24.324,24.324,3a,9.873,3d,17.042
JQ323486,3,9.236,22.611,18.006,19.936,20.767,20.767,24.806,20.128,20.128,23.571,23.571,3a,9.236,3d,18.006
JQ323487,3,7.962,23.248,17.685,20.064,21.086,21.086,28.065,20.447,20.447,25.000,25.000,3a,7.962,3d,17.685
JQ323488,3,6.557,22.186,17.042,18.241,19.544,19.544,22.868,20.847,20.847,23.929,23.929,3a,6.557,3d,17.042
JQ323489,3,8.917,23.248,17.042,17.197,19.169,19.169,23.643,18.530,18.530,23.929,23.929,3a,8.917,3d,17.042
JQ323490,3,7.962,22.364,18.650,18.006,21.086,21.086,23.643,20.767,20.767,23.929,23.929,3a,7.962,3e,18.006
JQ323491,3,7.006,23.962,16.720,17.685,19.489,19.489,24.806,20.767,20.767,24.286,24.286,3a,7.006,3d,16.720
JQ323492,3,7.643,21.338,15.434,18.328,19.169,19.169,23.256,20.447,20.447,23.929,23.929,3a,7.643,3d,15.434
JQ323493,3,10.510,21.338,18.006,18.328,19.108,19.108,24.806,21.338,21.338,23.929,23.929,3a,10.510,3d,18.006
JQ323497,3,9.554,23.003,17.685,17.516,21.406,21.406,24.419,22.684,22.684,26.351,26.351,3a,9.554,3d,17.685
JQ323498,3,7.325,22.045,16.399,17.685,20.767,20.767,24.031,19.489,19.489,24.643,24.643,3a,7.325,3d,16.399
JQ323501,3,7.325,23.323,18.006,18.971,20.767,20.767,24.806,20.767,20.767,24.643,24.643,3a,7.325,3d,18.006
JQ433608,3,6.984,21.656,17.197,18.471,19.745,19.745,23.985,18.095,18.095,23.549,23.549,3a,6.984,3d,17.197
JQ433609,3,8.254,21.270,15.924,17.778,18.730,18.730,23.985,19.745,19.745,22.526,22.526,3a,8.254,3d,15.924
JQ433610,3,9.206,23.248,16.879,16.508,19.745,19.745,23.616,17.834,17.834,24.232,24.232,3a,9.206,3d,16.879
JQ433611,3,8.571,22.930,17.516,16.508,19.108,19.108,25.461,18.153,18.153,23.208,23.208,3a,8.571,3e,16.508
JQ433612,3,6.984,22.930,16.879,17.628,19.365,19.365,23.443,21.019,21.019,23.891,23.891,3a,6.984,3d,16.879
JQ433613,3,10.794,23.567,18.153,16.508,21.019,21.019,23.985,18.471,18.471,23.208,23.208,3a,10.794,3e,16.508
JQ433614,3,9.206,23.567,18.471,17.778,21.019,21.019,24.354,19.108,19.108,25.243,25.243,3a,9.206,3e,17.778
JQ433615,3,8.889,24.204,19.108,20.000,20.635,20.635,24.908,21.975,21.975,23.891,23.891,3a,8.889,3d,19.108
JQ433616,3,9.236,21.975,16.242,16.508,19.427,19.427,23.247,17.834,17.834,23.549,23.549,3a,9.236,3d,16.242
JQ433617,3,7.619,22.930,16.242,18.910,18.153,18.153,23.443,19.108,19.108,23.549,23.549,3a,7.619,3d,16.242
JQ433618,3,7.937,22.857,17.197,19.683,19.427,19.427,24.723,20.064,20.064,23.208,23.208,3a,7.937,3d,17.197
JQ433619,3,7.302,23.248,16.561,20.513,19.427,19.427,23.443,20.382,20.382,23.549,23.549,3a,7.302,3d,16.561
JQ433620,3,5.882,23.355,16.776,18.750,19.079,19.079,23.443,20.066,20.066,23.549,23.549,3a,5.882,3d,16.776
JQ433621,3,11.684,24.828,18.276,16.955,22.069,22.069,23.938,19.655,19.655,24.911,24.911,3a,11.684,3e,16.955
JQ433622,3,11.111,22.611,17.516,17.143,20.064,20.064,23.985,16.242,16.242,23.948,23.948,3a,11.111,3i,16.242
JQ433623,3,9.841,25.714,18.153,18.910,19.745,19.745,25.287,21.656,21.656,24.919,24.919,3a,9.841,3d,18.153
JQ433624,3,10.159,22.930,18.471,18.095,21.019,21.019,23.616,18.471,18.471,23.549,23.549,3a,10.159,3i,18.471
JQ433625,3,8.571,23.567,18.471,17.628,21.019,21.019,23.985,19.745,19.745,24.573,24.573,3a,8.571,3e,17.628
JQ433626,3,8.889,23.567,15.924,16.825,19.427,19.427,23.985,18.790,18.790,24.595,24.595,3a,8.889,3d,15.924
JQ433627,3,8.254,22.540,19.108,17.628,20.382,20.382,23.420,20.382,20.382,22.526,22.526,3a,8.254,3e,17.628
JQ433628,3,9.524,22.930,16.561,17.308,18.790,18.790,22.509,17.778,17.778,24.573,24.573,3a,9.524,3d,16.561
JQ433629,3,10.159,23.885,17.516,17.308,19.427,19.427,23.247,18.730,18.730,24.232,24.232,3a,10.159,3e,17.308
JQ433630,3,7.937,20.952,18.153,18.095,21.019,21.019,23.985,20.701,20.701,23.549,23.549,3a,7.937,3d,18.153
JQ433631,3,8.254,21.975,18.790,19.048,20.701,20.701,23.077,21.019,21.019,23.208,23.208,3a,8.254,3d,18.790
JQ433632,3,8.254,23.492,17.197,16.825,20.382,20.382,23.247,18.790,18.790,23.549,23.549,3a,8.254,3d,17.197
JQ433633,3,6.984,23.175,15.605,17.143,19.108,19.108,24.176,20.701,20.701,23.208,23.208,3a,6.984,3d,15.605
JQ433634,3,7.216,23.129,18.430,19.113,17.747,17.747,23.810,19.331,19.331,23.549,23.549,3a,7.216,3g,17.747
JQ433635,3,8.738,22.330,17.532,17.042,20.779,20.779,23.616,18.182,18.182,24.232,24.232,3a,8.738,3e,17.042
JQ433636,3,9.740,23.625,16.883,17.042,19.481,19.481,22.509,19.805,19.805,25.939,25.939,3a,9.740,3d,16.883
JQ433637,3,7.767,22.654,16.558,17.857,19.156,19.156,25.830,19.156,19.156,23.891,23.891,3a,7.767,3d,16.558
JQ433638,3,8.333,24.667,17.057,19.064,21.405,21.405,24.354,19.398,19.398,24.915,24.915,3a,8.333,3d,17.057
JQ433639,3,8.280,23.810,16.879,16.508,20.701,20.701,23.985,18.471,18.471,23.132,23.132,3a,8.280,3d,16.879
JQ433640,3,9.206,22.540,17.834,17.460,19.745,19.745,23.247,17.834,17.834,22.867,22.867,3a,9.206,3i,17.834
JQ433641,3,8.882,24.752,18.482,17.162,21.452,21.452,24.710,20.462,20.462,24.911,24.911,3a,8.882,3e,17.162
JQ433642,3,8.254,22.857,19.427,20.192,21.019,21.019,23.723,22.293,22.293,23.891,23.891,3a,8.254,3d,19.427
JQ433643,3,8.889,21.270,16.879,16.825,19.745,19.745,23.247,18.790,18.790,24.272,24.272,3a,8.889,3d,16.879
JQ433644,3,7.937,23.248,16.242,16.346,18.471,18.471,22.878,17.834,17.834,24.919,24.919,3a,7.937,3d,16.242
JQ433645,3,9.206,22.611,17.834,17.460,19.745,19.745,23.247,17.834,17.834,22.867,22.867,3a,9.206,3i,17.834
JQ433646,3,7.843,23.510,17.219,18.212,20.199,20.199,23.985,20.199,20.199,23.549,23.549,3a,7.843,3d,17.219
JQ433647,3,7.886,21.767,17.089,18.038,20.253,20.253,24.723,19.937,19.937,23.625,23.625,3a,7.886,3d,17.089
JQ433648,3,9.206,22.930,16.879,17.460,19.745,19.745,23.985,18.153,18.153,23.948,23.948,3a,9.206,3d,16.879
JQ433649,3,8.254,23.567,17.197,17.460,20.064,20.064,23.616,18.790,18.790,23.891,23.891,3a,8.254,3d,17.197
JQ433650,3,9.524,21.905,16.242,18.590,18.790,18.790,23.247,20.382,20.382,23.891,23.891,3a,9.524,3d,16.242
JQ433651,3,9.841,21.975,16.879,17.628,19.745,19.745,22.878,18.153,18.153,23.208,23.208,3a,9.841,3d,16.879
JQ433652,3,8.571,22.930,17.834,17.460,20.701,20.701,24.723,18.471,18.471,23.208,23.208,3a,8.571,3d,17.834
JQ433653,3,6.667,23.567,16.242,16.667,20.064,20.064,24.176,19.304,19.304,23.549,23.549,3a,6.667,3d,16.242
JQ433654,3,9.206,21.656,17.834,18.211,18.413,18.413,23.985,18.730,18.730,21.502,21.502,3a,9.206,3d,17.834
JQ433655,3,8.254,23.567,16.879,18.269,20.382,20.382,23.616,18.790,18.790,24.232,24.232,3a,8.254,3d,16.879
JQ514562,3,6.761,20.701,19.367,20.351,21.189,21.189,27.969,21.606,21.606,23.992,23.992,3a,6.761,3d,19.367
JQ514563,3,7.393,20.458,19.708,20.399,20.876,20.876,28.342,21.470,21.470,23.944,23.944,3a,7.393,3d,19.708
JQ676838,3,21.647,11.528,22.610,23.573,19.164,19.164,27.825,19.566,19.566,24.788,24.788,3b,11.528,3g,19.164
JQ676840,3,8.850,26.779,23.638,24.211,25.055,25.055,29.597,24.668,24.668,29.429,29.429,3a,8.850,3d,23.638
JQ676841,3,8.630,26.524,23.726,24.029,25.020,25.020,30.085,24.257,24.257,25.790,25.790,3a,8.630,3d,23.726
JQ676842,3,6.429,18.012,15.673,17.310,15.362,15.362,24.635,16.842,16.842,20.351,20.351,3a,6.429,3g,15.362
JQ711197,3,8.986,23.478,16.860,18.314,20.349,20.349,27.378,19.477,19.477,23.837,23.837,3a,8.986,3d,16.860
JQ711199,3,9.972,22.507,16.571,18.286,18.857,18.857,27.762,20.000,20.000,24.857,24.857,3a,9.972,3d,16.571
JQ711204,3,7.977,20.513,16.286,18.414,18.857,18.857,26.062,19.714,19.714,24.286,24.286,3a,7.977,3d,16.286
JQ711205,3,7.977,22.571,15.714,17.714,18.286,18.286,26.062,18.000,18.000,24.857,24.857,3a,7.977,3d,15.714
JQ711207,3,7.977,22.286,17.429,17.847,20.571,20.571,27.195,18.571,18.571,24.857,24.857,3a,7.977,3d,17.429
JQ717254,3,7.934,21.268,19.824,20.453,21.100,21.100,27.491,20.862,20.862,24.696,24.696,3a,7.934,3d,19.824
JQ717255,3,9.839,21.693,19.733,20.697,21.056,21.056,27.255,20.862,20.862,24.760,24.760,3a,9.839,3d,19.733
JQ717256,3,9.693,21.835,19.606,20.735,21.095,21.095,27.556,20.885,20.885,25.005,25.005,3a,9.693,3d,19.606
JQ717257,3,9.957,21.634,19.746,21.011,21.236,21.236,27.557,21.155,21.155,24.786,24.786,3a,9.957,3d,19.746
JQ717258,3,9.724,22.001,19.231,20.582,20.986,20.986,27.258,20.981,20.981,24.490,24.490,3a,9.724,3d,19.231
JQ717259,3,10.100,21.629,19.818,20.781,20.921,20.921,27.350,20.868,20.868,24.833,24.833,3a,10.100,3d,19.818
JQ717260,3,10.231,21.204,19.324,20.580,20.856,20.856,27.380,20.737,20.737,24.606,24.606,3a,10.231,3d,19.324
OQ342881,3,8.589,24.390,15.854,19.003,18.902,18.902,27.778,19.572,19.572,24.675,24.675,3a,8.589,3d,15.854
OQ342889,3,7.669,23.171,17.683,18.098,20.427,20.427,27.964,19.878,19.878,26.687,26.687,3a,7.669,3d,17.683
OQ342894,3,10.123,24.390,21.341,18.712,19.512,19.512,25.000,18.960,18.960,25.460,25.460,3a,10.123,3e,18.712
OQ342895,3,9.202,22.492,19.207,19.149,20.732,20.732,28.875,20.489,20.489,24.847,24.847,3a,9.202,3d,19.207
OQ342897,3,8.815,22.866,17.125,17.431,19.572,19.572,28.485,20.122,20.122,25.994,25.994,3a,8.815,3d,17.125
OQ342899,3,10.030,22.936,18.960,17.576,21.407,21.407,26.970,20.732,20.732,24.465,24.465,3a,10.030,3e,17.576
OQ342900,3,7.599,22.018,15.596,19.572,18.043,18.043,27.829,20.427,20.427,25.382,25.382,3a,7.599,3d,15.596
OQ342903,3,9.422,23.853,17.431,18.349,21.713,21.713,27.879,20.427,20.427,25.994,25.994,3a,9.422,3d,17.431
OQ342904,3,12.462,23.853,18.960,19.091,21.713,21.713,28.182,20.732,20.732,25.688,25.688,3a,12.462,3d,18.960
OQ342906,3,9.119,24.771,16.514,18.349,19.878,19.878,28.097,20.122,20.122,25.994,25.994,3a,9.119,3d,16.514
OQ342908,3,9.726,23.853,18.043,17.431,18.960,18.960,26.970,18.598,18.598,26.911,26.911,3a,9.726,3e,17.431
OQ342910,3,10.030,24.695,19.266,19.572,20.427,20.427,28.788,20.365,20.365,26.606,26.606,3a,10.030,3d,19.266
OQ342912,3,7.645,21.538,17.231,17.791,19.385,19.385,27.660,19.325,19.325,26.074,26.074,3a,7.645,3d,17.231
OQ342916,3,9.119,23.780,18.349,20.183,18.960,18.960,27.273,20.427,20.427,24.465,24.465,3a,9.119,3d,18.349
OQ342918,3,8.642,22.630,17.125,17.737,17.737,17.737,27.469,19.817,19.817,25.994,25.994,3a,8.642,3d,17.125
OQ342919,3,12.000,22.630,18.349,19.572,21.407,21.407,27.190,19.207,19.207,23.871,23.871,3a,12.000,3d,18.349
OQ342923,3,10.030,24.771,18.960,16.820,21.101,21.101,27.576,21.037,21.037,25.994,25.994,3a,10.030,3e,16.820
OQ342924,3,8.815,23.476,17.125,18.349,19.878,19.878,28.485,20.122,20.122,26.606,26.606,3a,8.815,3d,17.125
OQ342933,3,9.726,23.547,18.654,18.788,20.795,20.795,28.182,20.122,20.122,26.300,26.300,3a,9.726,3d,18.654
OQ342939,3,12.766,25.994,19.266,19.091,22.630,22.630,26.800,19.817,19.817,28.746,28.746,3a,12.766,3d,19.266
OQ342941,3,6.991,21.713,17.125,18.182,19.878,19.878,27.217,18.902,18.902,24.159,24.159,3a,6.991,3d,17.125
OQ342942,3,10.462,24.771,19.878,17.125,22.936,22.936,26.364,20.732,20.732,26.300,26.300,3a,10.462,3e,17.125
OQ342943,3,6.991,21.713,17.125,18.182,19.878,19.878,27.217,18.902,18.902,24.159,24.159,3a,6.991,3d,17.125
OQ342952,3,8.207,23.242,18.349,17.125,20.795,20.795,26.205,20.122,20.122,25.688,25.688,3a,8.207,3e,17.125
OQ342953,3,8.511,22.866,16.208,18.349,18.960,18.960,26.667,19.207,19.207,24.771,24.771,3a,8.511,3d,16.208
OQ342954,3,9.509,22.796,17.988,17.485,19.149,19.149,28.267,20.122,20.122,27.607,27.607,3a,9.509,3e,17.485
OQ342956,3,10.030,24.465,19.266,18.349,22.018,22.018,24.370,18.598,18.598,26.911,26.911,3a,10.030,3e,18.349
OQ342959,3,10.429,21.951,16.768,16.564,19.817,19.817,25.460,17.737,17.737,22.630,22.630,3a,10.429,3e,16.564
