Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype1aDistance,Subtype1aDistance,Subtype1bDistance,Subtype1bDistance,Subtype1cDistance,Subtype1cDistance,Subtype1dDistance,Subtype1eDistance,Subtype1eDistance,Subtype1gDistance,Subtype1gDistance,Subtype1hDistance,Subtype1hDistance,Subtype1iDistance,Subtype1jDistance,Subtype1kDistance,Subtype1lDistance,Subtype1lDistance,Subtype1mDistance,Subtype1mDistance,Subtype1nDistance,Subtype1nDistance,Subtype1oDistance,Subtype1oDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
GU590448,948,1,15.612,15.612,7.806,7.806,17.827,17.827,11.287,16.860,16.860,16.754,16.754,16.139,16.139,13.080,15.612,18.565,14.873,14.873,16.878,16.878,17.300,17.300,15.612,15.612,1b,7.806,1d,11.287
GU590449,948,1,15.612,15.612,7.806,7.806,17.827,17.827,11.287,16.860,16.860,16.754,16.754,16.139,16.139,13.080,15.612,18.565,14.873,14.873,16.878,16.878,17.300,17.300,15.612,15.612,1b,7.806,1d,11.287
GU590450,948,1,15.612,15.612,7.911,7.911,17.827,17.827,11.287,16.860,16.860,16.754,16.754,16.139,16.139,13.186,15.612,18.565,14.873,14.873,16.878,16.878,17.300,17.300,15.612,15.612,1b,7.911,1d,11.287
GU590451,948,1,15.612,15.612,7.806,7.806,17.827,17.827,11.287,16.860,16.860,16.754,16.754,16.139,16.139,13.080,15.612,18.565,14.873,14.873,16.878,16.878,17.300,17.300,15.612,15.612,1b,7.806,1d,11.287
GU590452,948,1,15.717,15.717,7.911,7.911,17.703,17.703,11.392,16.965,16.965,16.860,16.860,16.245,16.245,13.186,15.717,18.671,14.979,14.979,16.983,16.983,17.405,17.405,15.717,15.717,1b,7.911,1d,11.392
GU590453,943,1,15.661,15.661,7.741,7.741,17.903,17.903,11.380,16.825,16.825,16.825,16.825,16.190,16.190,13.122,15.767,18.624,14.921,14.921,16.931,16.931,17.249,17.249,15.661,15.661,1b,7.741,1d,11.380
GU590454,948,1,15.717,15.717,7.911,7.911,17.932,17.932,11.392,16.965,16.965,16.860,16.860,16.245,16.245,13.186,15.717,18.671,14.979,14.979,16.983,16.983,17.405,17.405,15.717,15.717,1b,7.911,1d,11.392
GU590455,948,1,15.506,15.506,7.911,7.911,17.722,17.722,11.181,16.860,16.860,16.754,16.754,16.034,16.034,12.975,15.717,18.671,14.768,14.768,16.983,16.983,17.194,17.194,15.506,15.506,1b,7.911,1d,11.181
GU590456,948,1,15.612,15.612,7.068,7.068,17.616,17.616,11.814,17.176,17.176,17.281,17.281,15.823,15.823,13.502,15.717,18.882,16.245,16.245,16.561,16.561,17.089,17.089,16.333,16.333,1b,7.068,1d,11.814
GU590457,930,1,15.948,15.948,7.312,7.312,17.957,17.957,12.473,17.723,17.723,17.830,17.830,16.022,16.022,13.656,16.469,19.568,16.757,16.757,17.312,17.312,17.730,17.730,16.649,16.649,1b,7.312,1d,12.473
GU590458,948,1,16.139,16.139,7.068,7.068,17.511,17.511,12.131,17.492,17.492,17.492,17.492,15.928,15.928,13.819,16.034,19.198,16.561,16.561,16.667,16.667,17.616,17.616,16.333,16.333,1b,7.068,1d,12.131
GU590459,948,1,15.717,15.717,7.173,7.173,17.511,17.511,12.025,17.387,17.387,17.281,17.281,15.823,15.823,13.397,16.139,19.093,16.456,16.456,16.772,16.772,17.300,17.300,16.122,16.122,1b,7.173,1d,12.025
GU590460,948,1,15.612,15.612,7.278,7.278,17.722,17.722,12.025,17.176,17.176,17.281,17.281,16.139,16.139,13.713,15.717,18.882,16.245,16.245,16.561,16.561,17.089,17.089,16.333,16.333,1b,7.278,1d,12.025
GU590461,948,1,16.034,16.034,7.278,7.278,17.722,17.722,12.236,17.597,17.597,17.492,17.492,16.139,16.139,13.713,16.139,19.093,16.667,16.667,16.772,16.772,17.300,17.300,16.544,16.544,1b,7.278,1d,12.236
GU590462,948,1,16.139,16.139,7.384,7.384,17.511,17.511,12.236,17.703,17.703,17.387,17.387,16.245,16.245,13.819,16.139,19.093,16.667,16.667,16.772,16.772,17.300,17.300,16.333,16.333,1b,7.384,1d,12.236
GU590463,948,1,15.612,15.612,6.857,6.857,17.300,17.300,11.814,17.176,17.176,17.071,17.071,15.717,15.717,13.502,15.717,18.882,16.245,16.245,16.350,16.350,17.089,17.089,16.122,16.122,1b,6.857,1d,11.814
GU590464,948,1,15.928,15.928,7.173,7.173,17.722,17.722,12.131,17.387,17.387,17.281,17.281,15.928,15.928,13.819,16.034,19.198,16.561,16.561,16.667,16.667,17.405,17.405,16.438,16.438,1b,7.173,1d,12.131
GU590465,948,1,15.823,15.823,7.068,7.068,17.616,17.616,12.131,17.387,17.387,17.281,17.281,15.928,15.928,13.502,16.034,18.987,16.561,16.561,16.667,16.667,17.405,17.405,16.228,16.228,1b,7.068,1d,12.131
GU590466,948,1,15.717,15.717,7.173,7.173,17.616,17.616,12.131,17.176,17.176,17.071,17.071,16.034,16.034,13.819,15.823,18.987,16.350,16.350,16.456,16.456,17.194,17.194,16.228,16.228,1b,7.173,1d,12.131
GU590467,627,1,15.730,15.730,7.018,7.018,17.384,17.384,13.238,17.572,17.572,16.773,16.773,17.197,17.197,14.217,16.773,19.968,16.454,16.454,16.906,16.906,18.051,18.051,16.242,16.242,1b,7.018,1d,13.238
GU590468,509,1,16.896,16.896,7.466,7.466,17.706,17.706,13.556,18.664,18.664,17.289,17.289,19.057,19.057,14.735,17.682,21.807,17.878,17.878,17.682,17.682,19.450,19.450,16.667,16.667,1b,7.466,1d,13.556
GU590469,948,1,15.823,15.823,7.068,7.068,17.194,17.194,11.814,17.281,17.281,17.281,17.281,15.717,15.717,13.502,15.717,18.882,16.245,16.245,16.245,16.245,17.089,17.089,16.122,16.122,1b,7.068,1d,11.814
GU590470,948,1,15.823,15.823,7.278,7.278,17.511,17.511,12.025,17.492,17.492,17.387,17.387,15.928,15.928,13.502,16.139,19.093,16.456,16.456,16.772,16.772,17.300,17.300,16.333,16.333,1b,7.278,1d,12.025
GU590471,948,1,15.823,15.823,7.068,7.068,17.616,17.616,12.131,17.387,17.387,17.281,17.281,15.928,15.928,13.502,16.034,18.987,16.561,16.561,16.667,16.667,17.405,17.405,16.228,16.228,1b,7.068,1d,12.131
GU590472,935,1,16.239,16.239,7.487,7.487,17.735,17.735,12.607,17.735,17.735,17.716,17.716,16.202,16.202,14.209,16.239,19.551,16.667,16.667,16.987,16.987,17.308,17.308,16.756,16.756,1b,7.487,1d,12.607
GU590473,948,1,15.928,15.928,7.700,7.700,17.616,17.616,12.447,17.492,17.492,17.597,17.597,16.456,16.456,14.135,16.034,19.198,16.456,16.456,16.878,16.878,17.194,17.194,16.860,16.860,1b,7.700,1d,12.447
GU590474,948,1,16.034,16.034,7.489,7.489,17.511,17.511,12.447,17.597,17.597,17.492,17.492,16.245,16.245,14.135,16.139,19.304,16.456,16.456,16.772,16.772,17.089,17.089,16.544,16.544,1b,7.489,1d,12.447
GU590475,948,1,15.823,15.823,7.068,7.068,17.194,17.194,11.814,17.281,17.281,17.281,17.281,15.717,15.717,13.502,15.717,18.882,16.245,16.245,16.245,16.245,17.089,17.089,16.122,16.122,1b,7.068,1d,11.814
GU590476,948,1,15.928,15.928,7.173,7.173,17.300,17.300,11.920,17.387,17.387,17.387,17.387,15.823,15.823,13.608,15.823,18.987,16.350,16.350,16.350,16.350,16.983,16.983,16.228,16.228,1b,7.173,1d,11.920
GU590477,948,1,15.823,15.823,7.068,7.068,17.194,17.194,11.814,17.281,17.281,17.281,17.281,15.717,15.717,13.502,15.717,18.882,16.245,16.245,16.245,16.245,17.089,17.089,16.122,16.122,1b,7.068,1d,11.814
GU590478,948,1,16.245,16.245,7.384,7.384,17.300,17.300,12.342,17.597,17.597,17.492,17.492,16.350,16.350,14.030,16.139,19.304,16.561,16.561,16.772,16.772,17.089,17.089,16.544,16.544,1b,7.384,1d,12.342
GU590479,948,1,15.717,15.717,7.173,7.173,17.722,17.722,11.920,17.281,17.281,17.387,17.387,15.928,15.928,13.608,15.823,18.987,16.350,16.350,16.667,16.667,17.194,17.194,16.438,16.438,1b,7.173,1d,11.920
GU590480,948,1,15.928,15.928,7.173,7.173,17.194,17.194,11.709,17.492,17.492,17.281,17.281,15.823,15.823,13.608,15.823,18.987,16.139,16.139,16.456,16.456,17.194,17.194,16.017,16.017,1b,7.173,1d,11.709
GU590481,948,1,16.034,16.034,7.173,7.173,17.194,17.194,11.920,17.597,17.597,17.387,17.387,15.823,15.823,13.608,15.928,19.093,16.139,16.139,16.561,16.561,17.300,17.300,16.228,16.228,1b,7.173,1d,11.920
GU590482,948,1,15.823,15.823,7.278,7.278,17.511,17.511,12.025,17.492,17.492,17.387,17.387,15.928,15.928,13.502,16.139,19.093,16.456,16.456,16.772,16.772,17.300,17.300,16.333,16.333,1b,7.278,1d,12.025
GU590483,891,1,15.937,15.937,6.734,6.734,17.416,17.416,11.798,17.508,17.508,17.377,17.377,15.713,15.713,13.805,15.843,19.641,16.404,16.404,17.172,17.172,17.528,17.528,16.704,16.704,1b,6.734,1d,11.798
GU590484,935,1,15.812,15.812,7.059,7.059,17.842,17.842,11.966,17.308,17.308,17.503,17.503,15.773,15.773,13.568,15.812,19.124,16.453,16.453,16.774,16.774,17.308,17.308,16.542,16.542,1b,7.059,1d,11.966
GU590485,948,1,15.506,15.506,5.591,5.591,17.511,17.511,10.021,16.860,16.860,16.649,16.649,16.139,16.139,11.814,16.245,18.038,14.873,14.873,16.456,16.456,16.245,16.245,16.034,16.034,1b,5.591,1d,10.021
GU590486,948,1,15.612,15.612,5.696,5.696,17.827,17.827,10.021,16.965,16.965,16.754,16.754,16.034,16.034,12.236,16.245,18.354,14.979,14.979,16.561,16.561,16.350,16.350,15.928,15.928,1b,5.696,1d,10.021
GU590487,948,1,15.295,15.295,5.274,5.274,17.511,17.511,9.810,16.228,16.228,15.595,15.595,16.139,16.139,12.553,16.034,18.460,14.662,14.662,16.034,16.034,16.561,16.561,15.612,15.612,1b,5.274,1d,9.810
GU590488,948,1,15.612,15.612,5.907,5.907,18.354,18.354,10.865,17.703,17.703,16.544,16.544,16.772,16.772,12.764,15.928,18.460,15.295,15.295,16.245,16.245,16.754,16.754,15.701,15.701,1b,5.907,1d,10.865
GU590489,948,1,15.612,15.612,5.696,5.696,17.827,17.827,10.021,16.965,16.965,16.754,16.754,16.034,16.034,12.236,16.245,18.354,14.873,14.873,16.561,16.561,16.350,16.350,15.928,15.928,1b,5.696,1d,10.021
GU590490,943,1,15.589,15.589,5.620,5.620,17.815,17.815,9.968,16.949,16.949,16.737,16.737,16.013,16.013,12.195,16.225,18.346,14.952,14.952,16.543,16.543,16.331,16.331,15.907,15.907,1b,5.620,1d,9.968
GU590491,948,1,15.401,15.401,5.802,5.802,17.722,17.722,10.970,16.754,16.754,15.490,15.490,16.034,16.034,13.080,15.717,18.460,14.873,14.873,16.561,16.561,16.772,16.772,15.806,15.806,1b,5.802,1d,10.970
GU590492,948,1,15.717,15.717,6.118,6.118,17.932,17.932,10.865,17.071,17.071,15.806,15.806,16.350,16.350,13.397,15.823,18.565,14.979,14.979,16.667,16.667,17.089,17.089,15.701,15.701,1b,6.118,1d,10.865
GU590493,948,1,15.295,15.295,5.591,5.591,17.932,17.932,9.705,17.071,17.071,16.649,16.649,16.139,16.139,12.342,16.139,18.249,15.084,15.084,16.245,16.245,16.456,16.456,15.928,15.928,1b,5.591,1d,9.705
GU590494,948,1,15.190,15.190,5.274,5.274,17.722,17.722,9.705,16.860,16.860,16.438,16.438,16.034,16.034,11.920,16.139,18.143,14.768,14.768,16.139,16.139,16.245,16.245,15.612,15.612,1b,5.274,1d,9.705
GU590495,948,1,15.612,15.612,6.329,6.329,18.460,18.460,10.854,17.492,17.492,16.438,16.438,16.983,16.983,13.608,16.456,18.776,15.506,15.506,16.561,16.561,16.983,16.983,15.806,15.806,1b,6.329,1d,10.854
GU590496,948,1,15.612,15.612,6.118,6.118,17.932,17.932,10.643,17.281,17.281,16.438,16.438,16.561,16.561,12.975,16.350,18.671,15.190,15.190,16.561,16.561,16.561,16.561,15.806,15.806,1b,6.118,1d,10.643
GU590497,948,1,15.506,15.506,5.591,5.591,17.511,17.511,10.021,16.860,16.860,16.649,16.649,16.139,16.139,11.814,16.245,18.038,14.873,14.873,16.456,16.456,16.245,16.245,16.034,16.034,1b,5.591,1d,10.021
GU590498,948,1,15.717,15.717,6.118,6.118,17.932,17.932,10.865,17.071,17.071,15.806,15.806,16.350,16.350,13.397,15.823,18.565,14.979,14.979,16.667,16.667,17.089,17.089,15.701,15.701,1b,6.118,1d,10.865
GU590499,948,1,15.295,15.295,5.274,5.274,17.511,17.511,9.810,16.228,16.228,15.595,15.595,16.139,16.139,12.553,16.034,18.460,14.662,14.662,16.034,16.034,16.561,16.561,15.612,15.612,1b,5.274,1d,9.810
GU590500,948,1,15.506,15.506,5.591,5.591,18.565,18.565,9.916,17.071,17.071,16.526,16.526,16.350,16.350,12.764,16.350,18.565,15.190,15.190,16.139,16.139,16.667,16.667,15.612,15.612,1b,5.591,1d,9.916
GU590501,948,1,15.084,15.084,5.380,5.380,17.827,17.827,9.916,16.860,16.860,16.438,16.438,15.717,15.717,12.236,15.928,18.038,14.979,14.979,16.245,16.245,16.456,16.456,15.717,15.717,1b,5.380,1d,9.916
GU590502,948,1,15.506,15.506,5.485,5.485,17.722,17.722,10.021,16.860,16.860,16.649,16.649,15.928,15.928,12.025,16.245,18.249,14.873,14.873,16.456,16.456,16.245,16.245,15.823,15.823,1b,5.485,1d,10.021
GU590503,948,1,14.979,14.979,5.380,5.380,17.511,17.511,9.810,16.860,16.860,16.333,16.333,16.034,16.034,11.814,15.928,17.932,14.557,14.557,15.928,15.928,16.456,16.456,15.190,15.190,1b,5.380,1d,9.810
GU590504,948,1,15.506,15.506,5.485,5.485,17.722,17.722,10.021,16.860,16.860,16.649,16.649,15.928,15.928,12.025,16.245,18.249,14.873,14.873,16.456,16.456,16.245,16.245,15.823,15.823,1b,5.485,1d,10.021
GU590505,948,1,15.612,15.612,5.591,5.591,17.827,17.827,10.127,16.965,16.965,16.754,16.754,15.823,15.823,12.131,16.350,18.354,14.979,14.979,16.561,16.561,16.350,16.350,15.928,15.928,1b,5.591,1d,10.127
GU590506,948,1,15.717,15.717,5.696,5.696,17.932,17.932,10.232,17.071,17.071,16.860,16.860,15.928,15.928,12.236,16.456,18.460,15.084,15.084,16.561,16.561,16.456,16.456,15.928,15.928,1b,5.696,1d,10.232
GU590507,510,1,16.078,16.078,7.647,7.647,16.929,16.929,12.549,15.484,15.484,14.316,14.316,17.913,17.913,13.725,17.647,20.980,15.294,15.294,17.647,17.647,18.146,18.146,15.984,15.984,1b,7.647,1d,12.549
GU590508,510,1,15.882,15.882,7.451,7.451,16.732,16.732,12.353,15.269,15.269,14.103,14.103,17.717,17.717,13.529,17.451,20.784,15.098,15.098,17.451,17.451,17.949,17.949,15.789,15.789,1b,7.451,1d,12.353
GU590509,510,1,15.882,15.882,7.451,7.451,16.732,16.732,12.353,15.269,15.269,14.103,14.103,17.717,17.717,13.529,17.451,20.784,15.098,15.098,17.451,17.451,17.949,17.949,15.789,15.789,1b,7.451,1d,12.353
GU590510,510,1,15.882,15.882,7.451,7.451,16.732,16.732,12.353,15.269,15.269,14.103,14.103,17.717,17.717,13.529,17.451,20.784,15.098,15.098,17.451,17.451,17.949,17.949,15.789,15.789,1b,7.451,1d,12.353
GU590511,510,1,15.882,15.882,7.843,7.843,16.339,16.339,12.549,15.054,15.054,13.889,13.889,17.717,17.717,13.137,17.451,19.068,15.490,15.490,17.059,17.059,17.949,17.949,15.595,15.595,1b,7.843,1d,12.549
GU590512,510,1,15.882,15.882,7.843,7.843,16.339,16.339,12.549,15.054,15.054,13.889,13.889,17.717,17.717,13.137,17.451,19.068,15.490,15.490,17.059,17.059,17.949,17.949,15.595,15.595,1b,7.843,1d,12.549
GU590513,510,1,16.078,16.078,7.647,7.647,16.535,16.535,12.549,15.269,15.269,14.103,14.103,17.520,17.520,13.333,17.647,19.280,15.294,15.294,17.255,17.255,18.146,18.146,15.789,15.789,1b,7.647,1d,12.549
GU590514,510,1,16.078,16.078,7.647,7.647,16.535,16.535,12.549,15.269,15.269,14.103,14.103,17.520,17.520,13.333,17.647,19.280,15.294,15.294,17.255,17.255,18.146,18.146,15.789,15.789,1b,7.647,1d,12.549
GU590515,510,1,15.490,15.490,7.647,7.647,16.339,16.339,12.353,14.839,14.839,13.675,13.675,17.717,17.717,13.137,17.059,20.392,15.098,15.098,17.059,17.059,17.554,17.554,15.400,15.400,1b,7.647,1d,12.353
GU590516,510,1,16.078,16.078,7.647,7.647,16.929,16.929,12.549,15.484,15.484,14.316,14.316,17.913,17.913,13.725,17.647,20.980,15.294,15.294,17.647,17.647,18.146,18.146,15.984,15.984,1b,7.647,1d,12.549
GU590517,510,1,16.078,16.078,7.255,7.255,16.732,16.732,12.157,15.054,15.054,13.889,13.889,17.913,17.913,13.529,17.647,20.588,15.686,15.686,17.255,17.255,17.751,17.751,15.595,15.595,1b,7.255,1d,12.157
GU590518,510,1,15.882,15.882,7.451,7.451,16.732,16.732,12.353,15.269,15.269,14.103,14.103,17.717,17.717,13.529,17.451,20.784,15.098,15.098,17.451,17.451,17.949,17.949,15.789,15.789,1b,7.451,1d,12.353
GU590519,510,1,16.078,16.078,7.255,7.255,16.732,16.732,12.157,15.054,15.054,13.889,13.889,17.913,17.913,13.529,17.647,20.588,15.686,15.686,17.255,17.255,17.751,17.751,15.595,15.595,1b,7.255,1d,12.157
GU590520,510,1,16.078,16.078,7.647,7.647,16.339,16.339,12.353,14.839,14.839,13.675,13.675,17.913,17.913,13.137,17.647,18.856,16.078,16.078,16.863,16.863,17.751,17.751,15.400,15.400,1b,7.647,1d,12.353
GU590521,510,1,15.882,15.882,7.451,7.451,16.142,16.142,12.157,14.624,14.624,13.462,13.462,17.717,17.717,12.941,17.451,18.644,15.882,15.882,16.667,16.667,17.554,17.554,15.205,15.205,1b,7.451,1d,12.157
GU590522,510,1,15.882,15.882,7.451,7.451,16.142,16.142,12.157,14.624,14.624,13.462,13.462,17.717,17.717,12.941,17.451,18.644,15.882,15.882,16.667,16.667,17.554,17.554,15.205,15.205,1b,7.451,1d,12.157
GU590523,510,1,15.686,15.686,7.255,7.255,16.339,16.339,11.961,14.624,14.624,13.462,13.462,17.913,17.913,13.137,17.255,20.196,15.686,15.686,16.863,16.863,17.357,17.357,15.205,15.205,1b,7.255,1d,11.961
GU590524,510,1,16.078,16.078,6.863,6.863,17.126,17.126,11.765,15.484,15.484,14.744,14.744,17.717,17.717,14.118,17.451,20.784,15.098,15.098,17.843,17.843,18.146,18.146,15.984,15.984,1b,6.863,1d,11.765
GU590525,510,1,16.078,16.078,6.863,6.863,17.126,17.126,11.765,15.484,15.484,14.744,14.744,17.717,17.717,14.118,17.451,20.784,15.098,15.098,17.843,17.843,18.146,18.146,15.984,15.984,1b,6.863,1d,11.765
GU590526,510,1,16.863,16.863,7.255,7.255,16.929,16.929,12.157,15.484,15.484,14.744,14.744,17.323,17.323,13.922,17.843,19.492,15.882,15.882,17.451,17.451,18.343,18.343,15.984,15.984,1b,7.255,1d,12.157
GU590527,510,1,16.471,16.471,6.471,6.471,17.126,17.126,11.569,15.054,15.054,14.103,14.103,17.913,17.913,14.118,17.843,20.784,15.882,15.882,18.039,18.039,18.146,18.146,15.789,15.789,1b,6.471,1d,11.569
GU590528,510,1,16.275,16.275,6.275,6.275,16.929,16.929,11.373,15.269,15.269,14.316,14.316,17.717,17.717,13.922,17.647,20.588,15.686,15.686,17.843,17.843,17.949,17.949,15.595,15.595,1b,6.275,1d,11.373
GU590529,510,1,15.882,15.882,7.451,7.451,16.732,16.732,12.353,15.269,15.269,14.103,14.103,17.717,17.717,13.529,17.451,20.784,15.098,15.098,17.451,17.451,17.949,17.949,15.789,15.789,1b,7.451,1d,12.353
GU590530,510,1,15.882,15.882,7.451,7.451,16.732,16.732,12.353,15.269,15.269,14.103,14.103,17.717,17.717,13.529,17.451,20.784,15.098,15.098,17.451,17.451,17.949,17.949,15.789,15.789,1b,7.451,1d,12.353
GU590531,510,1,15.882,15.882,7.451,7.451,16.732,16.732,12.353,15.269,15.269,14.103,14.103,17.717,17.717,13.529,17.451,20.784,15.098,15.098,17.451,17.451,17.949,17.949,15.789,15.789,1b,7.451,1d,12.353
GU590532,510,1,15.882,15.882,7.451,7.451,16.732,16.732,12.353,15.269,15.269,14.103,14.103,17.717,17.717,13.529,17.451,20.784,15.098,15.098,17.451,17.451,17.949,17.949,15.789,15.789,1b,7.451,1d,12.353
GU590533,510,1,15.882,15.882,7.451,7.451,16.732,16.732,12.353,15.269,15.269,14.103,14.103,17.717,17.717,13.529,17.451,20.784,15.098,15.098,17.451,17.451,17.949,17.949,15.789,15.789,1b,7.451,1d,12.353
GU590534,510,1,15.882,15.882,7.451,7.451,16.732,16.732,12.353,15.269,15.269,14.103,14.103,17.717,17.717,13.529,17.451,20.784,15.098,15.098,17.451,17.451,17.949,17.949,15.789,15.789,1b,7.451,1d,12.353
GU590535,510,1,15.882,15.882,7.451,7.451,16.732,16.732,12.353,15.269,15.269,14.103,14.103,17.717,17.717,13.529,17.451,20.784,15.098,15.098,17.451,17.451,17.949,17.949,15.789,15.789,1b,7.451,1d,12.353
GU590536,948,1,15.612,15.612,6.751,6.751,16.228,16.228,10.232,17.176,17.176,16.526,16.526,14.979,14.979,12.553,15.190,17.616,14.030,14.030,17.089,17.089,15.823,15.823,14.768,14.768,1b,6.751,1d,10.232
GU590537,948,1,15.506,15.506,6.646,6.646,16.649,16.649,11.076,17.597,17.597,16.333,16.333,15.295,15.295,13.186,15.506,19.198,14.979,14.979,16.983,16.983,16.245,16.245,15.717,15.717,1b,6.646,1d,11.076
GU590538,949,1,15.595,15.595,7.060,7.060,17.405,17.405,11.486,17.914,17.914,16.965,16.965,15.701,15.701,13.277,15.806,19.283,15.385,15.385,17.281,17.281,16.649,16.649,16.228,16.228,1b,7.060,1d,11.486
GU590539,948,1,15.823,15.823,6.329,6.329,17.089,17.089,10.970,17.703,17.703,16.632,16.632,15.401,15.401,12.342,15.612,18.143,14.346,14.346,17.194,17.194,16.350,16.350,15.401,15.401,1b,6.329,1d,10.970
GU590540,948,1,15.612,15.612,6.224,6.224,16.983,16.983,11.076,17.492,17.492,16.421,16.421,15.612,15.612,12.131,15.506,18.038,14.241,14.241,17.089,17.089,16.245,16.245,15.506,15.506,1b,6.224,1d,11.076
GU590541,948,1,15.190,15.190,6.751,6.751,17.071,17.071,11.287,17.597,17.597,16.544,16.544,15.295,15.295,13.502,15.401,19.093,15.084,15.084,16.983,16.983,16.139,16.139,16.034,16.034,1b,6.751,1d,11.287
GU590542,948,1,15.506,15.506,6.646,6.646,16.649,16.649,11.076,17.597,17.597,16.333,16.333,15.295,15.295,13.186,15.506,19.198,14.979,14.979,16.983,16.983,16.245,16.245,15.717,15.717,1b,6.646,1d,11.076
GU590543,948,1,15.612,15.612,6.224,6.224,17.194,17.194,10.970,17.914,17.914,16.632,16.632,15.612,15.612,13.502,15.506,18.143,14.662,14.662,17.089,17.089,16.034,16.034,15.928,15.928,1b,6.224,1d,10.970
GU590544,948,1,16.139,16.139,6.962,6.962,17.194,17.194,10.759,17.914,17.914,16.947,16.947,15.190,15.190,13.066,15.506,18.882,14.451,14.451,17.722,17.722,16.667,16.667,15.279,15.279,1b,6.962,1d,10.759
GU590545,948,1,15.928,15.928,6.540,6.540,17.300,17.300,11.287,17.808,17.808,16.737,16.737,15.928,15.928,12.447,15.823,18.354,14.557,14.557,17.405,17.405,16.561,16.561,15.823,15.823,1b,6.540,1d,11.287
GU590546,948,1,15.928,15.928,6.540,6.540,17.300,17.300,11.287,17.808,17.808,16.737,16.737,15.928,15.928,12.447,15.823,18.354,14.557,14.557,17.405,17.405,16.561,16.561,15.823,15.823,1b,6.540,1d,11.287
GU590547,948,1,15.401,15.401,6.435,6.435,16.983,16.983,11.076,17.597,17.597,16.333,16.333,15.401,15.401,12.975,15.506,19.198,15.084,15.084,16.772,16.772,16.245,16.245,15.612,15.612,1b,6.435,1d,11.076
GU590548,948,1,15.401,15.401,6.329,6.329,17.089,17.089,10.549,17.597,17.597,16.526,16.526,15.401,15.401,12.013,15.295,18.671,14.135,14.135,17.300,17.300,16.456,16.456,15.295,15.295,1b,6.329,1d,10.549
GU590549,948,1,15.717,15.717,6.540,6.540,17.300,17.300,11.076,17.597,17.597,16.737,16.737,15.928,15.928,12.236,15.717,18.354,14.557,14.557,17.194,17.194,16.350,16.350,15.717,15.717,1b,6.540,1d,11.076
GU590550,948,1,15.612,15.612,6.224,6.224,16.983,16.983,11.076,17.492,17.492,16.421,16.421,15.612,15.612,12.131,15.506,18.038,14.241,14.241,17.089,17.089,16.245,16.245,15.506,15.506,1b,6.224,1d,11.076
GU590551,948,1,15.717,15.717,6.013,6.013,16.983,16.983,11.287,17.703,17.703,16.649,16.649,15.823,15.823,12.131,15.401,18.565,14.662,14.662,16.983,16.983,16.034,16.034,15.506,15.506,1b,6.013,1d,11.287
GU590552,948,1,15.717,15.717,6.540,6.540,17.089,17.089,11.076,17.597,17.597,16.878,16.878,15.717,15.717,12.329,14.768,18.671,14.979,14.979,17.089,17.089,16.034,16.034,15.612,15.612,1b,6.540,1d,11.076
GU590553,948,1,15.823,15.823,6.646,6.646,17.194,17.194,11.498,17.703,17.703,16.333,16.333,15.717,15.717,13.397,15.717,19.515,15.295,15.295,17.089,17.089,16.561,16.561,15.823,15.823,1b,6.646,1d,11.498
GU590554,948,1,15.717,15.717,6.329,6.329,17.089,17.089,11.181,17.597,17.597,16.526,16.526,15.717,15.717,12.236,15.612,18.143,14.346,14.346,17.194,17.194,16.350,16.350,15.612,15.612,1b,6.329,1d,11.181
GU590555,948,1,15.506,15.506,6.857,6.857,16.772,16.772,10.759,17.176,17.176,16.211,16.211,15.084,15.084,12.975,15.506,17.932,13.924,13.924,16.983,16.983,16.245,16.245,15.612,15.612,1b,6.857,1d,10.759
GU590556,948,1,15.612,15.612,6.857,6.857,16.983,16.983,10.654,17.914,17.914,16.842,16.842,15.823,15.823,12.329,15.823,18.460,14.557,14.557,17.511,17.511,16.456,16.456,15.401,15.401,1b,6.857,1d,10.654
GU590557,948,1,15.612,15.612,6.751,6.751,16.228,16.228,10.232,17.176,17.176,16.526,16.526,14.979,14.979,12.553,15.190,17.616,14.030,14.030,17.089,17.089,15.823,15.823,14.768,14.768,1b,6.751,1d,10.232
GU590558,948,1,15.823,15.823,6.329,6.329,17.089,17.089,10.970,17.703,17.703,16.632,16.632,15.401,15.401,12.342,15.612,18.143,14.346,14.346,17.194,17.194,16.350,16.350,15.401,15.401,1b,6.329,1d,10.970
GU590559,948,1,15.295,15.295,7.068,7.068,16.983,16.983,10.232,17.492,17.492,16.421,16.421,15.823,15.823,12.013,14.873,18.671,14.768,14.768,16.983,16.983,16.350,16.350,15.295,15.295,1b,7.068,1d,10.232
GU590560,948,1,15.717,15.717,6.329,6.329,17.089,17.089,11.181,17.597,17.597,16.526,16.526,15.717,15.717,12.236,15.612,18.143,14.346,14.346,17.194,17.194,16.350,16.350,15.612,15.612,1b,6.329,1d,11.181
GU590561,948,1,15.717,15.717,7.068,7.068,16.772,16.772,10.654,17.808,17.808,16.737,16.737,15.612,15.612,12.329,15.717,18.565,14.346,14.346,17.511,17.511,16.561,16.561,15.506,15.506,1b,7.068,1d,10.654
GU590562,948,1,15.928,15.928,6.646,6.646,17.194,17.194,11.287,17.914,17.914,16.526,16.526,15.506,15.506,12.553,15.717,18.354,14.451,14.451,17.089,17.089,16.350,16.350,15.401,15.401,1b,6.646,1d,11.287
