Accession,AssignedGenotype,Subtype4aDistance,Subtype4bDistance,Subtype4cDistance,Subtype4dDistance,Subtype4dDistance,Subtype4fDistance,Subtype4fDistance,Subtype4gDistance,Subtype4kDistance,Subtype4kDistance,Subtype4lDistance,Subtype4mDistance,Subtype4nDistance,Subtype4oDistance,Subtype4pDistance,Subtype4qDistance,Subtype4rDistance,Subtype4sDistance,Subtype4tDistance,Subtype4vDistance,Subtype4vDistance,Subtype4wDistance,Subtype4wDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
HQ623394,4,12.707,21.788,16.022,18.635,18.635,19.188,19.188,23.432,22.325,22.325,16.790,21.033,19.742,18.081,17.159,19.926,21.229,22.694,18.081,19.004,19.004,23.801,23.801,4a,12.707,4c,16.022
HQ623395,4,11.786,21.043,15.838,17.712,17.712,18.266,18.266,24.539,22.509,22.509,16.421,20.849,18.819,17.528,18.635,18.635,21.415,22.694,19.373,19.742,19.742,23.985,23.985,4a,11.786,4c,15.838
HQ623396,4,21.974,21.179,18.994,21.402,21.402,21.229,21.229,19.004,18.081,18.081,19.521,19.742,20.000,20.480,18.819,21.771,7.593,23.985,21.415,19.742,19.742,20.670,20.670,4r,7.593,4k,18.081
HQ623397,4,13.444,21.601,17.311,19.557,19.557,19.004,19.004,24.908,24.723,24.723,17.159,22.694,21.033,19.926,19.557,20.111,22.905,23.432,20.111,20.480,20.480,24.908,24.908,4a,13.444,4l,17.159
HQ623398,4,13.812,21.788,16.206,18.635,18.635,19.188,19.188,24.170,23.063,23.063,16.052,21.771,21.218,19.188,19.188,19.557,21.974,23.063,20.664,20.111,20.111,24.170,24.170,4a,13.812,4c,16.206
HQ623399,4,12.891,20.112,16.390,17.712,17.712,19.004,19.004,23.432,23.247,23.247,16.790,20.111,18.635,18.450,17.528,18.819,21.788,22.509,18.450,19.373,19.373,23.432,23.432,4a,12.891,4c,16.390
HQ623400,4,20.111,21.179,18.635,6.446,6.446,19.373,19.373,23.801,21.587,21.587,18.048,19.188,22.099,18.635,16.974,17.343,21.043,22.140,18.081,18.635,18.635,20.664,20.664,4d,6.446,4p,16.974
HQ623401,4,12.155,21.415,15.654,17.343,17.343,18.081,18.081,23.985,22.878,22.878,16.790,20.480,19.188,17.159,18.450,19.004,21.415,22.140,18.450,19.373,19.373,23.985,23.985,4a,12.155,4c,15.654
HQ623402,4,19.890,21.415,17.528,16.759,16.759,18.382,18.382,23.941,21.363,21.363,18.081,20.074,20.849,17.864,16.575,17.864,21.788,21.915,17.680,18.416,18.416,18.635,18.635,4p,16.575,4d,16.759
HQ623403,4,18.081,22.862,15.314,18.165,18.165,17.864,17.864,21.915,20.626,20.626,19.188,20.037,21.218,19.705,17.864,19.337,20.484,20.037,19.705,18.232,18.232,19.890,19.890,4c,15.314,4p,17.864
HQ699754,4,18.243,25.676,20.875,21.212,21.212,21.622,21.622,24.161,22.711,22.711,23.906,19.118,24.916,22.742,22.559,24.662,21.284,24.242,25.084,23.826,23.826,24.579,24.579,4a,18.243,4m,19.118
JF735127,4,22.461,17.152,22.007,21.487,21.487,21.801,21.801,20.484,21.157,21.157,20.817,22.178,21.403,21.589,21.347,20.902,21.225,21.833,21.754,21.138,21.138,18.668,18.668,4b,17.152,4w,18.668
JF735128,4,19.724,21.038,18.509,18.449,18.449,19.455,19.455,20.197,20.472,20.472,16.298,18.996,18.614,18.714,18.537,14.389,21.471,19.551,19.076,7.324,7.324,20.973,20.973,4v,7.324,4q,14.389
JF735129,4,19.477,21.341,18.472,18.658,18.658,19.708,19.708,20.908,20.671,20.671,16.542,19.538,18.826,18.631,18.797,14.794,21.495,20.074,19.326,14.379,14.379,21.486,21.486,4q,14.794,4v,14.379
JF735130,4,21.107,21.826,19.568,19.725,19.725,20.182,20.182,21.678,21.709,21.709,17.462,20.241,19.864,20.201,20.353,17.424,21.795,20.881,20.255,17.379,17.379,22.168,22.168,4q,17.424,4l,17.462
JF735131,4,19.247,21.185,18.255,18.121,18.121,18.956,18.956,20.533,20.466,20.466,16.283,19.190,18.539,18.799,18.541,16.020,21.016,18.911,19.069,16.620,16.620,21.453,21.453,4q,16.020,4l,16.283
JF735132,4,21.065,22.374,19.629,20.402,20.402,20.879,20.879,21.701,21.334,21.334,19.219,20.495,19.582,20.281,20.151,19.155,22.118,20.466,20.763,19.749,19.749,22.705,22.705,4q,19.155,4l,19.219
JF735133,4,19.816,21.180,18.601,18.701,18.701,19.470,19.470,20.487,20.914,20.914,16.511,19.316,18.631,18.850,18.717,15.354,21.513,19.673,19.505,8.066,8.066,21.003,21.003,4v,8.066,4q,15.354
JF735134,4,21.866,16.993,21.360,21.461,21.461,20.971,20.971,20.505,20.617,20.617,21.209,21.745,20.868,20.855,20.766,20.974,20.793,21.886,21.516,20.891,20.891,17.930,17.930,4b,16.993,4w,17.930
JF735135,4,15.510,20.772,14.247,18.080,18.080,18.552,18.552,20.013,20.370,20.370,17.585,19.021,18.614,18.851,18.264,17.993,20.838,18.787,18.948,17.679,17.679,20.490,20.490,4c,14.247,4a,15.510
JF735136,4,20.678,22.153,19.572,19.771,19.771,20.549,20.549,21.752,21.458,21.458,19.009,19.992,19.634,20.398,19.877,19.630,22.302,0.000,20.206,19.569,19.569,22.455,22.455,4s,0.000,4l,19.009
JF735137,4,10.357,21.932,15.781,18.763,18.763,19.691,19.691,20.590,20.995,20.995,18.598,19.778,19.594,19.354,19.418,18.857,21.550,20.136,19.855,18.802,18.802,21.817,21.817,4a,10.357,4c,15.781
JF735138,4,22.703,17.679,21.847,21.666,21.666,21.994,21.994,20.693,20.674,20.674,21.300,22.072,21.078,21.863,21.178,20.901,21.429,22.508,22.314,21.043,21.043,18.915,18.915,4b,17.679,4w,18.915
JF964964,4,10.294,22.140,12.177,16.912,16.912,16.605,16.605,16.988,19.305,19.305,19.118,16.974,20.221,19.455,17.647,20.295,16.296,21.324,19.615,19.011,19.011,22.140,22.140,4a,10.294,4c,12.177
JF964965,4,18.819,20.155,20.221,6.618,6.618,18.750,18.750,21.318,14.729,14.729,17.054,15.649,18.450,20.930,17.712,18.677,17.899,18.081,15.867,14.885,14.885,20.385,20.385,4d,6.618,4v,14.885
JF964966,4,19.188,18.992,19.118,6.618,6.618,19.118,19.118,21.318,13.953,13.953,16.667,16.176,18.081,20.155,16.974,17.899,17.121,17.712,16.974,15.498,15.498,20.385,20.385,4d,6.618,4k,13.953
JF964967,4,17.343,19.380,18.015,5.147,5.147,17.279,17.279,20.543,13.178,13.178,16.667,15.441,18.819,19.380,16.605,17.510,16.732,16.974,16.974,14.773,14.773,18.846,18.846,4d,5.147,4k,13.178
JF964968,4,17.343,19.380,18.015,5.147,5.147,17.279,17.279,20.543,13.178,13.178,16.667,15.441,18.819,19.380,16.605,17.510,16.732,16.974,16.974,14.773,14.773,18.846,18.846,4d,5.147,4k,13.178
JF964969,4,17.343,19.380,18.015,5.147,5.147,17.279,17.279,20.543,13.178,13.178,16.667,15.441,18.819,19.380,16.605,17.510,16.732,16.974,16.974,14.773,14.773,18.846,18.846,4d,5.147,4k,13.178
JF964970,4,17.343,19.380,18.015,5.147,5.147,17.279,17.279,20.543,13.178,13.178,16.667,15.441,18.819,19.380,16.605,17.510,16.732,16.974,16.974,14.773,14.773,18.846,18.846,4d,5.147,4k,13.178
JF964971,4,17.343,19.380,18.015,5.147,5.147,17.279,17.279,20.543,13.178,13.178,16.667,15.441,18.819,19.380,16.605,17.510,16.732,16.974,16.974,14.773,14.773,18.846,18.846,4d,5.147,4k,13.178
JF964972,4,17.712,19.767,18.382,5.515,5.515,17.647,17.647,20.930,13.566,13.566,17.054,15.809,19.188,18.992,16.974,17.899,17.121,17.343,17.343,15.152,15.152,19.231,19.231,4d,5.515,4k,13.566
JF964973,4,17.343,19.767,18.015,5.515,5.515,17.647,17.647,20.543,13.178,13.178,16.667,15.809,18.819,19.380,16.605,17.510,16.732,16.974,16.974,14.773,14.773,18.846,18.846,4d,5.515,4k,13.178
JF964974,4,17.343,19.767,18.015,5.515,5.515,17.647,17.647,20.543,13.178,13.178,16.667,15.809,18.819,19.380,16.605,17.510,16.732,16.974,16.605,14.773,14.773,18.846,18.846,4d,5.515,4k,13.178
JF964975,4,18.450,19.767,18.015,6.618,6.618,17.647,17.647,20.930,13.566,13.566,17.054,14.706,19.926,20.155,16.236,17.121,17.100,17.343,15.867,13.636,13.636,19.630,19.630,4d,6.618,4m,14.706
JF964976,4,18.450,19.767,18.015,6.618,6.618,17.647,17.647,21.705,14.341,14.341,17.054,15.441,19.926,20.155,16.974,17.899,17.844,17.712,16.236,14.394,14.394,19.630,19.630,4d,6.618,4m,15.441
JF964977,4,18.081,19.380,18.382,6.250,6.250,18.015,18.015,21.318,13.953,13.953,17.442,14.885,18.819,19.380,16.605,18.288,18.216,17.343,15.867,14.504,14.504,20.000,20.000,4d,6.250,4k,13.953
JF964978,4,18.450,19.767,18.015,7.353,7.353,18.015,18.015,21.705,12.791,12.791,16.279,15.441,19.188,17.573,15.867,17.899,17.844,16.605,15.498,15.909,15.909,19.630,19.630,4d,7.353,4k,12.791
JF964979,4,18.081,19.380,18.382,6.985,6.985,18.382,18.382,21.318,14.729,14.729,17.442,15.809,18.819,18.992,16.605,17.510,18.587,18.081,15.129,15.152,15.152,20.370,20.370,4d,6.985,4t,15.129
JF964980,4,17.343,18.992,17.279,4.044,4.044,18.750,18.750,20.543,13.178,13.178,15.867,16.544,18.819,18.217,15.498,17.407,18.216,18.450,16.974,14.394,14.394,18.889,18.889,4d,4.044,4k,13.178
JN038188,4,15.339,21.893,18.879,15.339,15.339,17.804,17.804,20.588,14.238,14.238,14.749,14.749,16.272,10.619,16.519,15.634,17.109,17.507,15.132,14.749,14.749,19.231,19.231,4o,10.619,4m,14.749
JN038189,4,15.339,22.189,18.879,15.339,15.339,18.101,18.101,20.000,14.238,14.238,15.044,14.749,16.864,11.504,13.907,15.929,17.109,14.570,15.132,15.044,15.044,19.527,19.527,4o,11.504,4m,14.749
JN116562,4,13.598,24.363,8.215,14.448,14.448,17.847,17.847,18.927,17.847,17.847,15.014,15.581,16.997,21.246,15.864,19.830,15.864,19.130,16.997,14.164,14.164,20.397,20.397,4c,8.215,4a,13.598
JN116563,4,18.630,20.330,18.904,16.209,16.209,18.356,18.356,14.521,9.890,9.890,15.616,17.808,19.452,18.681,15.659,18.956,14.247,20.274,17.857,16.986,16.986,19.780,19.780,4k,9.890,4r,14.247
JN168946,4,9.474,22.183,11.579,15.141,15.141,15.493,15.493,18.947,17.193,17.193,17.544,15.141,20.000,19.649,17.544,20.000,16.140,19.649,16.901,17.544,17.544,20.280,20.280,4a,9.474,4c,11.579
JN168947,4,21.104,14.286,22.403,18.831,18.831,20.455,20.455,21.795,20.455,20.455,18.447,21.429,20.455,20.792,19.741,19.094,19.156,21.429,21.753,20.323,20.323,17.532,17.532,4b,14.286,4w,17.532
JN202379,4,10.989,23.014,14.917,17.956,17.956,18.132,18.132,19.284,18.098,18.098,16.298,16.851,20.604,18.210,18.232,19.613,18.508,16.871,17.485,17.680,17.680,22.192,22.192,4a,10.989,4c,14.917
JN202380,4,11.202,22.865,15.385,19.231,19.231,18.508,18.508,20.000,21.096,21.096,17.857,17.582,22.376,23.077,18.956,20.604,19.231,20.728,22.253,18.956,18.956,23.757,23.757,4a,11.202,4c,15.385
JN203143,4,10.386,22.552,9.792,14.540,14.540,16.914,16.914,18.101,16.617,16.617,14.243,13.947,16.519,18.944,16.617,18.398,15.134,17.211,15.727,14.837,14.837,19.288,19.288,4c,9.792,4a,10.386
JN203144,4,6.886,21.856,11.078,13.174,13.174,15.569,15.569,15.569,16.467,16.467,14.970,11.976,17.612,18.519,16.467,17.964,14.671,16.766,16.766,14.671,14.671,20.060,20.060,4a,6.886,4c,11.078
JN203145,4,12.613,24.251,13.814,14.114,14.114,16.616,16.616,17.417,16.517,16.517,16.517,12.613,20.120,17.610,16.817,20.721,16.216,17.718,16.517,17.117,17.117,19.219,19.219,4m,12.613,4a,12.613
JN203146,4,8.358,21.557,9.281,13.772,13.772,15.569,15.569,17.665,16.766,16.766,14.371,11.976,17.665,18.519,15.868,17.066,13.473,17.964,14.671,13.473,13.473,19.760,19.760,4a,8.358,4c,9.281
JN203147,4,10.145,20.580,12.754,14.203,14.203,13.913,13.913,17.101,14.203,14.203,15.072,13.043,17.101,18.750,16.812,17.391,15.942,17.101,17.101,15.942,15.942,19.710,19.710,4a,10.145,4c,12.754
JN203148,4,8.723,22.956,11.250,13.750,13.750,16.250,16.250,17.757,14.375,14.375,15.047,12.853,16.250,17.555,16.562,18.809,14.688,16.250,17.666,15.000,15.000,19.938,19.938,4a,8.723,4c,11.250
JN203149,4,9.510,22.767,14.121,16.427,16.427,16.138,16.138,18.156,18.286,18.286,14.697,13.833,19.020,18.444,18.156,17.867,17.003,18.156,16.427,15.562,15.562,19.885,19.885,4a,9.510,4m,13.833
JN203150,4,8.025,21.605,9.877,13.889,13.889,13.932,13.932,16.667,15.741,15.741,14.815,12.654,17.593,16.770,15.123,17.593,15.123,16.975,16.049,14.506,14.506,19.136,19.136,4a,8.025,4c,9.877
JN203151,4,8.383,21.257,11.343,12.575,12.575,15.361,15.361,15.224,14.328,14.328,14.030,12.874,17.857,19.760,17.066,17.612,15.569,16.168,16.467,14.072,14.072,18.806,18.806,4a,8.383,4c,11.343
JN203152,4,9.309,20.721,12.312,14.414,14.414,16.517,16.517,16.216,16.817,16.817,13.814,13.514,17.365,16.667,17.417,17.718,16.517,17.417,18.018,14.715,14.715,19.162,19.162,4a,9.309,4c,12.312
JN203153,4,15.047,21.053,14.107,13.166,13.166,15.674,15.674,19.436,15.047,15.047,11.455,14.241,6.502,15.674,12.853,16.099,14.107,17.241,15.480,12.539,12.539,17.868,17.868,4n,6.502,4l,11.455
JN203154,4,8.383,20.659,9.880,13.174,13.174,16.168,16.168,17.665,15.569,15.569,14.671,13.772,17.365,17.593,16.168,19.461,15.269,15.868,16.168,15.569,15.569,18.862,18.862,4a,8.383,4c,9.880
JN203155,4,10.574,19.697,11.782,14.157,14.157,16.012,16.012,19.335,17.221,17.221,14.804,14.199,18.373,18.127,16.314,18.127,16.012,17.825,15.805,15.106,15.106,18.072,18.072,4a,10.574,4c,11.782
JN203156,4,10.059,21.302,10.651,12.426,12.426,14.201,14.201,16.568,14.201,14.201,14.497,12.722,18.047,17.028,15.680,17.751,15.089,15.976,16.568,15.089,15.089,18.935,18.935,4a,10.059,4c,10.651
JN203157,4,9.281,23.054,12.874,12.275,12.275,16.766,16.766,18.263,15.868,15.868,13.473,11.677,18.263,18.827,15.269,16.467,14.970,16.766,14.970,13.772,13.772,20.060,20.060,4a,9.281,4m,11.677
JN203158,4,10.417,22.090,11.940,13.393,13.393,15.821,15.821,16.716,15.821,15.821,13.134,13.433,17.211,18.507,16.119,15.821,13.731,17.612,16.716,14.925,14.925,18.806,18.806,4a,10.417,4c,11.940
JN203159,4,16.667,19.941,17.296,16.352,16.352,16.352,16.352,19.385,17.404,17.404,15.774,15.723,18.155,5.015,15.723,15.692,17.699,19.764,16.562,16.320,16.320,16.923,16.923,4o,5.015,4l,15.774
JN203160,4,7.207,22.523,11.411,12.613,12.613,15.060,15.060,16.216,14.715,14.715,13.213,11.712,18.318,17.417,16.216,18.318,14.715,15.916,16.216,15.916,15.916,19.219,19.219,4a,7.207,4c,11.411
JN203161,4,7.808,21.321,9.610,12.613,12.613,15.408,15.408,16.216,13.514,13.514,15.015,13.514,17.066,18.266,17.417,18.619,12.913,17.117,17.117,15.616,15.616,19.520,19.520,4a,7.808,4c,9.610
JN203162,4,5.848,21.994,10.819,13.994,13.994,15.249,15.249,16.959,15.789,15.789,14.912,13.743,17.021,19.006,15.758,17.836,14.327,18.452,18.713,15.789,15.789,19.355,19.355,4a,5.848,4c,10.819
JN203163,4,9.605,22.222,12.147,14.407,14.407,16.714,16.714,20.113,16.997,16.997,14.731,14.407,20.680,18.980,18.130,20.680,17.280,17.847,19.492,17.564,17.564,20.397,20.397,4a,9.605,4c,12.147
JN203164,4,7.918,20.649,9.677,14.370,14.370,13.814,13.814,17.066,15.868,15.868,12.610,12.903,16.814,17.994,16.519,16.422,15.588,15.663,19.355,14.370,14.370,18.373,18.373,4a,7.918,4c,9.677
JN203165,4,9.821,20.000,13.095,15.179,15.179,16.369,16.369,17.560,16.369,16.369,15.774,13.095,16.369,19.643,15.774,18.210,16.071,19.122,18.452,15.476,15.476,18.155,18.155,4a,9.821,4m,13.095
JN203166,4,8.211,21.114,13.196,13.490,13.490,15.543,15.543,17.595,14.956,14.956,14.076,12.500,17.015,18.182,15.821,15.836,14.956,16.970,17.889,14.076,14.076,19.006,19.006,4a,8.211,4m,12.500
JN203167,4,7.353,21.084,12.647,12.023,12.023,15.882,15.882,17.941,15.000,15.000,14.412,13.235,16.176,17.804,15.588,16.517,13.824,16.568,18.235,16.471,16.471,18.750,18.750,4a,7.353,4d,12.023
JN203168,4,8.908,20.640,10.057,13.506,13.506,15.473,15.473,16.667,15.805,15.805,14.080,13.545,17.003,16.954,14.986,18.103,15.186,18.678,17.529,14.368,14.368,17.714,17.714,4a,8.908,4c,10.057
JN203169,4,9.798,19.186,11.239,14.409,14.409,15.988,15.988,17.101,15.362,15.362,13.833,12.392,16.715,17.291,14.697,18.444,14.826,17.579,18.551,14.697,14.697,20.930,20.930,4a,9.798,4c,11.239
JN203170,4,9.706,20.536,10.588,12.317,12.317,15.882,15.882,17.647,15.294,15.294,14.412,13.824,18.529,18.398,14.412,16.265,15.000,18.343,17.059,16.765,16.765,18.750,18.750,4a,9.706,4c,10.588
JN203171,4,11.551,21.782,12.871,15.232,15.232,16.832,16.832,18.152,16.832,16.832,15.512,14.191,17.822,20.792,18.482,19.142,16.892,17.492,18.276,15.842,15.842,21.523,21.523,4a,11.551,4c,12.871
JN203172,4,9.524,19.304,12.063,14.286,14.286,17.460,17.460,18.211,16.613,16.613,15.556,14.603,16.242,19.048,16.508,18.730,16.294,19.408,18.413,16.825,16.825,18.790,18.790,4a,9.524,4c,12.063
JN203173,4,10.448,22.090,11.642,14.030,14.030,16.119,16.119,19.104,16.716,16.716,15.224,12.239,20.299,19.136,17.313,19.403,17.015,15.522,17.313,18.209,18.209,20.000,20.000,4a,10.448,4c,11.642
JN203174,4,8.982,20.359,11.976,13.772,13.772,14.157,14.157,15.569,15.569,15.569,15.269,14.970,16.766,18.563,15.569,16.467,14.072,17.066,18.563,14.671,14.671,18.563,18.563,4a,8.982,4c,11.976
JN203175,4,8.683,20.060,10.479,13.473,13.473,15.868,15.868,17.066,16.467,16.467,14.371,14.072,16.168,17.901,17.365,17.365,16.168,17.665,16.766,14.970,14.970,19.461,19.461,4a,8.683,4c,10.479
JN203176,4,8.955,20.755,12.537,14.328,14.328,16.168,16.168,19.701,17.015,17.015,16.716,12.575,16.265,19.403,14.671,19.701,13.988,18.598,18.507,16.716,16.716,21.257,21.257,4a,8.955,4m,12.575
JN203177,4,15.929,20.482,14.749,5.900,5.900,17.117,17.117,20.060,15.569,15.569,15.044,14.848,16.970,19.091,15.408,19.469,17.109,18.018,14.749,15.044,15.044,18.318,18.318,4d,5.900,4t,14.749
JN203178,4,6.471,20.189,11.176,13.235,13.235,16.272,16.272,17.404,15.044,15.044,12.389,14.118,15.385,16.224,16.224,16.519,14.159,15.315,18.824,15.634,15.634,20.118,20.118,4a,6.471,4c,11.176
JN203179,4,9.012,20.349,12.791,13.913,13.913,17.151,17.151,18.895,16.279,16.279,15.116,13.953,15.522,18.605,16.119,17.442,15.988,17.683,17.442,15.988,15.988,18.261,18.261,4a,9.012,4c,12.791
JN203181,4,9.226,21.194,13.095,15.060,15.060,16.964,16.964,18.155,16.964,16.964,15.774,14.114,17.771,20.536,16.265,17.857,14.583,18.293,18.452,16.667,16.667,19.881,19.881,4a,9.226,4c,13.095
JN203182,4,9.091,21.386,11.730,13.196,13.196,17.889,17.889,19.355,17.889,17.889,15.249,15.249,17.836,18.475,17.302,17.302,15.249,18.318,18.182,14.076,14.076,18.713,18.713,4a,9.091,4c,11.730
JN203183,4,10.031,18.850,12.853,14.734,14.734,15.773,15.773,17.868,17.868,17.868,16.614,15.016,16.883,20.063,15.674,18.153,16.614,16.612,20.690,16.614,16.614,18.927,18.927,4a,10.031,4c,12.853
JN203184,4,8.529,20.710,11.176,14.370,14.370,14.497,14.497,17.353,17.647,17.647,14.706,13.235,18.289,20.294,17.647,18.529,15.000,17.417,18.235,15.294,15.294,18.935,18.935,4a,8.529,4c,11.176
JN203185,4,7.143,20.120,9.429,13.390,13.390,16.857,16.857,16.857,14.571,14.571,12.000,13.714,16.000,16.857,14.286,16.286,14.571,18.000,17.429,14.000,14.000,18.571,18.571,4a,7.143,4c,9.429
JN203186,4,9.384,21.988,12.023,16.129,16.129,17.889,17.889,17.889,17.009,17.009,14.956,16.129,17.836,18.768,17.009,18.475,17.302,17.117,19.648,16.422,16.422,20.468,20.468,4a,9.384,4c,12.023
JN203188,4,17.718,20.909,19.219,17.417,17.417,20.303,20.303,22.727,19.697,19.697,16.817,17.718,19.880,8.709,18.919,18.239,18.127,19.878,20.000,17.417,17.417,18.485,18.485,4o,8.709,4l,16.817
JN203189,4,9.222,20.115,10.951,13.833,13.833,16.427,16.427,16.715,15.274,15.274,12.392,13.833,15.517,18.444,15.562,16.427,14.697,17.857,17.291,14.121,14.121,19.885,19.885,4a,9.222,4c,10.951
JN203190,4,7.059,21.495,10.294,14.118,14.118,15.976,15.976,16.568,15.680,15.680,13.824,12.353,17.160,17.751,15.976,19.412,13.529,16.265,17.941,15.882,15.882,19.822,19.822,4a,7.059,4c,10.294
JN203191,4,10.204,22.287,13.411,13.411,13.411,17.302,17.302,18.659,16.618,16.618,15.452,14.577,16.959,18.950,17.784,19.534,15.743,17.262,18.950,16.035,16.035,19.062,19.062,4a,10.204,4d,13.411
JN203192,4,9.524,19.881,12.500,11.573,11.573,14.837,14.837,17.160,15.089,15.089,12.798,11.178,17.211,16.568,15.385,15.179,14.286,15.758,17.857,13.393,13.393,16.568,16.568,4a,9.524,4m,11.178
JN203193,4,11.628,21.557,11.919,14.244,14.244,16.279,16.279,18.605,14.244,14.244,16.570,14.244,17.391,19.767,18.023,19.578,15.116,18.895,16.860,16.279,16.279,20.058,20.058,4a,11.628,4c,11.919
JN203194,4,11.111,20.872,14.327,15.452,15.452,16.422,16.422,17.889,16.129,16.129,13.783,14.912,18.475,18.768,16.422,16.129,15.543,17.683,20.468,17.595,17.595,19.941,19.941,4a,11.111,4l,13.783
JN203195,4,7.059,22.289,11.471,15.588,15.588,15.976,15.976,16.864,16.864,16.864,15.882,12.941,17.994,19.527,15.976,19.706,15.882,17.169,17.941,13.824,13.824,21.006,21.006,4a,7.059,4c,11.471
JN203196,4,12.463,22.430,14.540,13.174,13.174,17.211,17.211,20.420,18.018,18.018,15.727,13.988,18.155,18.101,16.667,18.991,13.690,17.683,19.520,17.507,17.507,22.619,22.619,4a,12.463,4r,13.690
JN203197,4,8.955,21.884,13.134,15.774,15.774,16.467,16.467,19.403,17.910,17.910,14.627,15.269,17.771,18.507,15.269,18.806,17.262,17.378,20.000,16.119,16.119,20.597,20.597,4a,8.955,4c,13.134
JN203198,4,11.471,21.988,12.353,14.076,14.076,18.343,18.343,20.710,17.160,17.160,15.000,16.176,18.047,20.710,17.456,18.235,15.588,18.976,19.412,17.059,17.059,20.354,20.354,4a,11.471,4c,12.353
JN203199,4,7.941,20.973,11.765,12.317,12.317,16.568,16.568,18.529,17.647,17.647,15.294,14.706,18.047,20.000,17.941,18.529,17.059,16.517,18.824,15.882,15.882,18.639,18.639,4a,7.941,4c,11.765
JN203200,4,9.910,22.523,13.814,16.517,16.517,16.817,16.817,18.018,18.919,18.919,16.216,15.015,18.563,20.420,17.117,18.318,16.867,19.136,19.820,16.216,16.216,19.880,19.880,4a,9.910,4c,13.814
JN203201,4,6.845,20.249,12.202,13.690,13.690,15.430,15.430,16.667,16.071,16.071,14.583,13.731,17.612,17.857,15.522,16.369,14.837,16.768,18.452,14.286,14.286,18.694,18.694,4a,6.845,4c,12.202
JN203203,4,9.610,22.188,11.712,14.072,14.072,16.467,16.467,18.619,15.315,15.315,13.514,11.747,16.867,16.418,15.663,15.916,16.467,15.033,19.219,15.015,15.015,18.563,18.563,4a,9.610,4m,11.747
JN203204,4,8.504,20.303,11.437,13.450,13.450,16.568,16.568,17.353,16.176,16.176,14.412,14.370,18.584,18.235,18.529,18.235,15.000,16.517,20.528,15.588,15.588,21.302,21.302,4a,8.504,4c,11.437
JN203205,4,8.646,18.788,10.920,14.613,14.613,16.715,16.715,18.678,16.092,16.092,14.368,14.986,16.619,19.253,17.241,18.732,15.517,19.828,19.540,16.138,16.138,20.057,20.057,4a,8.646,4c,10.920
JN563652,4,8.411,21.564,11.449,16.627,16.627,16.788,16.788,18.203,16.825,16.825,16.865,13.064,17.991,19.668,16.121,17.815,17.299,16.589,18.483,15.439,15.439,19.565,19.565,4a,8.411,4c,11.449
JN563653,4,7.573,21.553,10.485,15.728,15.728,17.282,17.282,16.667,15.728,15.728,15.922,14.563,16.893,19.417,15.534,17.476,16.473,16.699,17.282,14.175,14.175,19.417,19.417,4a,7.573,4c,10.485
JN563654,4,6.950,20.849,9.846,14.865,14.865,16.409,16.409,15.607,15.637,15.637,15.637,14.672,16.988,18.605,15.830,16.795,15.800,16.216,17.181,14.479,14.479,19.498,19.498,4a,6.950,4c,9.846
JN563655,4,6.950,20.849,10.039,14.865,14.865,16.216,16.216,16.570,15.637,15.637,14.479,12.741,17.568,18.726,16.023,16.602,15.992,15.830,17.181,14.286,14.286,18.919,18.919,4a,6.950,4c,10.039
JN563656,4,8.459,21.992,12.218,15.977,15.977,17.857,17.857,18.011,16.541,16.541,15.977,14.850,18.199,20.677,16.917,17.481,17.261,17.293,17.105,14.474,14.474,19.512,19.512,4a,8.459,4c,12.218
JN563657,4,8.301,21.470,11.583,15.251,15.251,16.634,16.634,17.181,15.861,15.861,14.507,13.733,18.340,18.956,15.830,17.375,16.602,15.637,16.988,14.479,14.479,18.762,18.762,4a,8.301,4c,11.583
JN563658,4,8.209,21.053,11.381,15.084,15.084,17.228,17.228,17.505,15.602,15.602,14.801,13.852,18.097,20.149,15.672,16.045,16.574,16.978,17.537,15.226,15.226,18.470,18.470,4a,8.209,4c,11.381
JN563659,4,6.870,21.756,10.496,14.695,14.695,17.557,17.557,17.333,14.504,14.504,14.695,13.550,17.176,18.321,15.840,15.649,16.000,15.840,17.557,14.313,14.313,18.702,18.702,4a,6.870,4c,10.496
JN563660,4,7.780,20.493,11.006,14.962,14.962,16.129,16.129,15.341,15.560,15.560,15.180,14.801,17.647,19.165,16.129,16.319,16.667,16.129,17.457,14.991,14.991,18.975,18.975,4a,7.780,4c,11.006
JN563661,4,7.900,20.617,10.405,14.808,14.808,16.763,16.763,15.577,15.029,15.029,15.414,14.836,18.112,19.653,16.185,17.148,16.731,15.830,16.763,15.029,15.029,18.112,18.112,4a,7.900,4c,10.405
JN563662,4,7.588,21.622,11.412,15.280,15.280,16.828,16.828,16.795,15.474,15.474,14.894,14.507,18.569,20.116,16.441,17.215,16.795,15.922,17.795,15.087,15.087,18.956,18.956,4a,7.588,4c,11.412
JN563663,4,7.540,20.437,10.714,14.286,14.286,16.071,16.071,17.063,15.476,15.476,14.683,13.095,16.238,18.688,15.675,16.468,17.262,16.270,18.254,13.690,13.690,19.841,19.841,4a,7.540,4c,10.714
JN563664,4,7.985,20.873,10.076,14.421,14.421,16.160,16.160,16.319,13.878,13.878,14.829,14.259,15.779,19.545,17.490,14.639,17.078,16.350,16.920,13.878,13.878,20.152,20.152,4a,7.985,4c,10.076
