name,virus,subtype,bootstrap support
PQ335093|geneNS5B|query1-1317|h77_aa123-561|extracted_nt1317|aligned_aa439|pident77.904,HCV,4a,100.0
EU710337|geneNS5B|query4-1098|h77_aa118-482|extracted_nt1095|aligned_aa365|pident75.342,HCV,3a,100.0
EU710332|geneNS5B|query1-1488|h77_aa1-496|extracted_nt1488|aligned_aa496|pident77.016,HCV,3a,100.0
EU710372|geneNS5B|query1-1344|h77_aa83-530|extracted_nt1344|aligned_aa448|pident74.554,HCV,3a,100.0
EU710355|geneNS5B|query1-1497|h77_aa34-532|extracted_nt1497|aligned_aa499|pident74.950,HCV,3a,100.0
EU710385|geneNS5B|query1-1401|h77_aa1-467|extracted_nt1401|aligned_aa467|pident73.662,HCV,3a,100.0
EU710381|geneNS5B|query1-1425|h77_aa1-475|extracted_nt1425|aligned_aa475|pident76.632,HCV,3a,100.0
EU710394|geneNS5B|query1-1473|h77_aa1-491|extracted_nt1473|aligned_aa491|pident75.967,HCV,3a,100.0
EU781768|geneNS5B|query7517-9289|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.954,HCV,1a,100.0
EU781764|geneNS5B|query7519-9291|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.985,HCV,1a,100.0
EU781771|geneNS5B|query7517-9289|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.800,HCV,1a,100.0
EU710347|geneNS5B|query1-1590|h77_aa1-530|extracted_nt1590|aligned_aa530|pident75.472,HCV,3a,100.0
EU781773|geneNS5B|query7516-9288|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.631,HCV,1a,100.0
EU781772|geneNS5B|query7516-9288|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.785,HCV,1a,100.0
EU781788|geneNS5B|query7509-9281|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.631,HCV,1a,100.0
EU781786|geneNS5B|query7510-9282|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.970,HCV,1a,100.0
EU781774|geneNS5B|query7516-9288|h77_aa1-591|extracted_nt1773|aligned_aa591|pident99.323,HCV,1a,100.0
EU781791|geneNS5B|query7507-9279|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.816,HCV,1a,100.0
EU781800|geneNS5B|query7495-9267|h77_aa1-591|extracted_nt1773|aligned_aa591|pident99.154,HCV,1a,100.0
EU781801|geneNS5B|query7494-9266|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.308,HCV,1a,100.0
EU781809|geneNS5B|query7516-9288|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.139,HCV,1a,100.0
EU781798|geneNS5B|query7503-9275|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.139,HCV,1a,100.0
EU781810|geneNS5B|query7521-9293|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.631,HCV,1a,100.0
EU781758|geneNS5B|query7520-9292|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.139,HCV,1a,100.0
EU781751|geneNS5B|query7526-9298|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.816,HCV,1a,100.0
EU781761|geneNS5B|query7519-9291|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.477,HCV,1a,100.0
EU710322|geneNS5B|query1-1401|h77_aa1-467|extracted_nt1401|aligned_aa467|pident89.507,HCV,1b,100.0
EU781759|geneNS5B|query7519-9291|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.970,HCV,1a,100.0
EU710316|geneNS5B|query1-1362|h77_aa1-454|extracted_nt1362|aligned_aa454|pident88.546,HCV,1b,100.0
EU710375|geneNS5B|query1-1380|h77_aa1-460|extracted_nt1380|aligned_aa460|pident75.000,HCV,3a,100.0
EU710383|geneNS5B|query1-1362|h77_aa1-454|extracted_nt1362|aligned_aa454|pident71.806,HCV,3a,100.0
EU710374|geneNS5B|query1-1596|h77_aa1-532|extracted_nt1596|aligned_aa532|pident73.496,HCV,3a,100.0
EU710392|geneNS5B|query1-1467|h77_aa1-489|extracted_nt1467|aligned_aa489|pident76.687,HCV,3a,100.0
EU710393|geneNS5B|query1-1455|h77_aa1-485|extracted_nt1455|aligned_aa485|pident75.876,HCV,3a,100.0
EU781766|geneNS5B|query7518-9290|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.954,HCV,1a,100.0
EU781770|geneNS5B|query7517-9289|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.800,HCV,1a,100.0
EU781765|geneNS5B|query7518-9290|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.631,HCV,1a,100.0
EU781769|geneNS5B|query7517-9289|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.139,HCV,1a,100.0
EU781767|geneNS5B|query7517-9289|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.954,HCV,1a,100.0
EU710386|geneNS5B|query1-1398|h77_aa1-466|extracted_nt1398|aligned_aa466|pident75.107,HCV,3a,100.0
EU781777|geneNS5B|query7514-9286|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.954,HCV,1a,100.0
EU781779|geneNS5B|query7512-9284|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.124,HCV,1a,100.0
EU781781|geneNS5B|query7512-9284|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.800,HCV,1a,100.0
EU781775|geneNS5B|query7516-9288|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.462,HCV,1a,100.0
EU781787|geneNS5B|query7510-9282|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.785,HCV,1a,100.0
EU781804|geneNS5B|query7526-9298|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.970,HCV,1a,100.0
EU710239|geneNS5B|query1-1398|h77_aa69-534|extracted_nt1398|aligned_aa466|pident96.996,HCV,1a,100.0
EU781783|geneNS5B|query7511-9283|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.800,HCV,1a,100.0
EU781793|geneNS5B|query7506-9278|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.970,HCV,1a,100.0
EU781794|geneNS5B|query7506-9278|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.800,HCV,1a,100.0
EU781797|geneNS5B|query7503-9275|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.800,HCV,1a,100.0
EU781802|geneNS5B|query7518-9290|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.139,HCV,1a,100.0
EU781785|geneNS5B|query7510-9282|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.800,HCV,1a,100.0
EU781795|geneNS5B|query7506-9278|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.477,HCV,1a,100.0
EU781807|geneNS5B|query7528-9300|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.124,HCV,1a,100.0
EU781782|geneNS5B|query7511-9283|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.477,HCV,1a,100.0
EU781799|geneNS5B|query7505-9277|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.631,HCV,1a,100.0
EU781815|geneNS5B|query7515-9287|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.477,HCV,1a,100.0
EU781817|geneNS5B|query7512-9284|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.124,HCV,1a,100.0
EU781828|geneNS5B|query7562-9334|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
EU781821|geneNS5B|query7504-9276|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.985,HCV,1a,100.0
EU781816|geneNS5B|query7512-9284|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.631,HCV,1a,100.0
EU862823|geneNS5B|query7508-9280|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.462,HCV,1a,100.0
EU798760|geneNS5B|query7614-9386|h77_aa1-591|extracted_nt1773|aligned_aa591|pident76.819,HCV,6v,100.0
EU862834|geneNS5B|query7447-9219|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.308,HCV,1a,100.0
EU781813|geneNS5B|query7520-9292|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.970,HCV,1a,100.0
EU710398|geneNS5B|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident78.060,HCV,3a,100.0
EU781806|geneNS5B|query7516-9288|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.293,HCV,1a,100.0
EU710399|geneNS5B|query1-1461|h77_aa1-487|extracted_nt1461|aligned_aa487|pident76.181,HCV,3a,100.0
EU781812|geneNS5B|query7520-9292|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.477,HCV,1a,100.0
EU710401|geneNS5B|query1-1473|h77_aa1-491|extracted_nt1473|aligned_aa491|pident75.560,HCV,3a,100.0
EU781814|geneNS5B|query7516-9288|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.139,HCV,1a,100.0
EU781820|geneNS5B|query7505-9277|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.800,HCV,1a,100.0
EU781829|geneNS5B|query7560-9332|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.494,HCV,1b,100.0
EU781805|geneNS5B|query7516-9288|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.139,HCV,1a,100.0
EU781819|geneNS5B|query7507-9279|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.477,HCV,1a,100.0
EU781824|geneNS5B|query7545-9317|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.277,HCV,1a,100.0
EU781832|geneNS5B|query7267-9039|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
EU781831|geneNS5B|query7514-9286|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.140,HCV,1b,100.0
EU781830|geneNS5B|query7543-9315|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
EU710333|geneNS5B|query1-1461|h77_aa1-487|extracted_nt1461|aligned_aa487|pident75.359,HCV,3a,100.0
FJ217356|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.494,HCV,1b,100.0
FJ380067|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.479,HCV,1b,100.0
FJ380078|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
FJ380084|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.817,HCV,1b,100.0
FJ407092|geneNS5B|query7631-9397|h77_aa1-589|extracted_nt1767|aligned_aa589|pident76.231,HCV,3i,100.0
EU710378|geneNS5B|query1-1398|h77_aa1-466|extracted_nt1398|aligned_aa466|pident74.893,HCV,3a,100.0
EU710249|geneNS5B|query1-1005|h77_aa2-336|extracted_nt1005|aligned_aa335|pident97.015,HCV,1a,100.0
EU710259|geneNS5B|query1-1401|h77_aa1-467|extracted_nt1401|aligned_aa467|pident97.645,HCV,1a,100.0
EU710286|geneNS5B|query1-1587|h77_aa1-529|extracted_nt1587|aligned_aa529|pident84.121,HCV,1b,100.0
EU710284|geneNS5B|query1-1587|h77_aa1-529|extracted_nt1587|aligned_aa529|pident89.225,HCV,1b,100.0
EU710404|geneNS5B|query1-1287|h77_aa1-429|extracted_nt1287|aligned_aa429|pident77.389,HCV,3a,100.0
EU710379|geneNS5B|query1-1386|h77_aa1-462|extracted_nt1386|aligned_aa462|pident72.511,HCV,3a,100.0
EU710408|geneNS5B|query1-1242|h77_aa1-414|extracted_nt1242|aligned_aa414|pident77.295,HCV,3a,100.0
EU710405|geneNS5B|query1-1200|h77_aa1-400|extracted_nt1200|aligned_aa400|pident77.000,HCV,3a,100.0
EU710293|geneNS5B|query1-1407|h77_aa1-469|extracted_nt1407|aligned_aa469|pident88.699,HCV,1b,100.0
EU710285|geneNS5B|query1-1398|h77_aa2-467|extracted_nt1398|aligned_aa466|pident77.897,HCV,1b,100.0
EU710271|geneNS5B|query1-1365|h77_aa1-455|extracted_nt1365|aligned_aa455|pident96.703,HCV,1a,100.0
EU710304|geneNS5B|query1-1581|h77_aa2-528|extracted_nt1581|aligned_aa527|pident87.666,HCV,1b,100.0
EU710305|geneNS5B|query1-1602|h77_aa1-534|extracted_nt1602|aligned_aa534|pident88.951,HCV,1b,100.0
EU710308|geneNS5B|query1-1080|h77_aa108-467|extracted_nt1080|aligned_aa360|pident88.056,HCV,1b,100.0
EU710319|geneNS5B|query1-1344|h77_aa1-448|extracted_nt1344|aligned_aa448|pident88.170,HCV,1b,100.0
EU710376|geneNS5B|query1-1374|h77_aa1-458|extracted_nt1374|aligned_aa458|pident74.454,HCV,3a,100.0
EU710421|geneNS5B|query1-1017|h77_aa124-462|extracted_nt1017|aligned_aa339|pident75.516,HCV,3a,100.0
EU710424|geneNS5B|query1-1455|h77_aa1-485|extracted_nt1455|aligned_aa485|pident75.052,HCV,3a,100.0
EU710326|geneNS5B|query1-1422|h77_aa1-474|extracted_nt1422|aligned_aa474|pident88.397,HCV,1b,100.0
EU710303|geneNS5B|query1-1587|h77_aa2-530|extracted_nt1587|aligned_aa529|pident85.822,HCV,1b,100.0
EU710348|geneNS5B|query1-1401|h77_aa1-467|extracted_nt1401|aligned_aa467|pident74.946,HCV,3a,100.0
EU710354|geneNS5B|query1-1599|h77_aa1-533|extracted_nt1599|aligned_aa533|pident76.360,HCV,3a,100.0
EU710325|geneNS5B|query1-1395|h77_aa3-467|extracted_nt1395|aligned_aa465|pident88.387,HCV,1b,100.0
EU710371|geneNS5B|query1-1461|h77_aa1-487|extracted_nt1461|aligned_aa487|pident75.565,HCV,3a,100.0
EU781780|geneNS5B|query7512-9284|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.954,HCV,1a,100.0
EU781776|geneNS5B|query7516-9288|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.646,HCV,1a,100.0
EU781778|geneNS5B|query7514-9286|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.293,HCV,1a,100.0
EU781784|geneNS5B|query7510-9282|h77_aa1-591|extracted_nt1773|aligned_aa591|pident99.323,HCV,1a,100.0
EU781789|geneNS5B|query7509-9281|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.785,HCV,1a,100.0
EU781796|geneNS5B|query7506-9278|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.462,HCV,1a,100.0
EU781792|geneNS5B|query7506-9278|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.785,HCV,1a,100.0
EU781803|geneNS5B|query7470-9242|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.477,HCV,1a,100.0
EU781790|geneNS5B|query7507-9279|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.954,HCV,1a,100.0
EU781811|geneNS5B|query7523-9295|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.139,HCV,1a,100.0
EU781823|geneNS5B|query7540-9312|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.985,HCV,1a,100.0
EU781827|geneNS5B|query7573-9345|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
EU781822|geneNS5B|query7479-9251|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.646,HCV,1a,100.0
EU781826|geneNS5B|query7577-9349|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
EU781825|geneNS5B|query7577-9349|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
EU781818|geneNS5B|query7511-9283|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.785,HCV,1a,100.0
EU862824|geneNS5B|query7519-9288|h77_aa1-590|extracted_nt1770|aligned_aa590|pident96.441,HCV,1a,100.0
EU862833|geneNS5B|query7503-9224|h77_aa1-574|extracted_nt1722|aligned_aa574|pident98.084,HCV,1a,100.0
EU798761|geneNS5B|query7583-9355|h77_aa1-591|extracted_nt1773|aligned_aa591|pident76.650,HCV,6v,100.0
EU862832|geneNS5B|query7516-9288|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.124,HCV,1a,100.0
FJ025856|geneNS5B|query7451-9223|h77_aa1-591|extracted_nt1773|aligned_aa591|pident77.834,HCV,4w,100.0
EU710329|geneNS5B|query1-1395|h77_aa3-467|extracted_nt1395|aligned_aa465|pident88.817,HCV,1b,100.0
EU710339|geneNS5B|query1-1605|h77_aa1-535|extracted_nt1605|aligned_aa535|pident75.888,HCV,3a,100.0
EU710340|geneNS5B|query1-1467|h77_aa1-489|extracted_nt1467|aligned_aa489|pident75.665,HCV,3a,100.0
EU710327|geneNS5B|query1-1413|h77_aa1-471|extracted_nt1413|aligned_aa471|pident88.535,HCV,1b,100.0
EU710341|geneNS5B|query1-1587|h77_aa1-529|extracted_nt1587|aligned_aa529|pident72.779,HCV,3a,100.0
EU710330|geneNS5B|query1-1587|h77_aa1-529|extracted_nt1587|aligned_aa529|pident87.146,HCV,1b,100.0
EU710368|geneNS5B|query1-1095|h77_aa88-452|extracted_nt1095|aligned_aa365|pident74.247,HCV,3a,100.0
EU710377|geneNS5B|query4-1056|h77_aa118-468|extracted_nt1053|aligned_aa351|pident75.499,HCV,3a,100.0
EU710353|geneNS5B|query1-1611|h77_aa1-537|extracted_nt1611|aligned_aa537|pident76.350,HCV,3a,100.0
EU710389|geneNS5B|query1-1329|h77_aa1-443|extracted_nt1329|aligned_aa443|pident76.298,HCV,3a,100.0
FJ380065|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
FJ380072|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.832,HCV,1b,100.0
FJ380080|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
FJ380087|geneNS5B|query1-1770|h77_aa1-590|extracted_nt1770|aligned_aa590|pident88.475,HCV,1b,100.0
FJ435090|geneNS5B|query7614-9386|h77_aa1-591|extracted_nt1773|aligned_aa591|pident76.819,HCV,6v,100.0
EU710219|geneNS5B|query1-1194|h77_aa66-463|extracted_nt1194|aligned_aa398|pident96.482,HCV,1a,100.0
EU710236|geneNS5B|query1-1089|h77_aa1-363|extracted_nt1089|aligned_aa363|pident97.796,HCV,1a,100.0
EU710235|geneNS5B|query1-1401|h77_aa1-467|extracted_nt1401|aligned_aa467|pident97.430,HCV,1a,100.0
EU710253|geneNS5B|query1-1368|h77_aa1-456|extracted_nt1368|aligned_aa456|pident97.588,HCV,1a,100.0
EU710240|geneNS5B|query4-1386|h77_aa74-534|extracted_nt1383|aligned_aa461|pident96.529,HCV,1a,100.0
EU710243|geneNS5B|query1-1575|h77_aa1-525|extracted_nt1575|aligned_aa525|pident93.714,HCV,1a,100.0
EU710238|geneNS5B|query1-1401|h77_aa1-467|extracted_nt1401|aligned_aa467|pident96.574,HCV,1a,100.0
EU710230|geneNS5B|query1-1566|h77_aa1-522|extracted_nt1566|aligned_aa522|pident96.360,HCV,1a,100.0
EU710241|geneNS5B|query1-1401|h77_aa1-467|extracted_nt1401|aligned_aa467|pident97.216,HCV,1a,100.0
EU710267|geneNS5B|query1-1401|h77_aa1-467|extracted_nt1401|aligned_aa467|pident97.216,HCV,1a,100.0
EU710255|geneNS5B|query1-1401|h77_aa1-467|extracted_nt1401|aligned_aa467|pident96.360,HCV,1a,100.0
EU710290|geneNS5B|query1-1407|h77_aa1-469|extracted_nt1407|aligned_aa469|pident88.699,HCV,1b,100.0
FJ380088|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.494,HCV,1b,100.0
EU710287|geneNS5B|query1-1599|h77_aa1-533|extracted_nt1599|aligned_aa533|pident88.368,HCV,1b,100.0
EU710248|geneNS5B|query1-1401|h77_aa1-467|extracted_nt1401|aligned_aa467|pident97.430,HCV,1a,100.0
FJ872287|geneNS5B|query1-1611|h77_aa1-537|extracted_nt1611|aligned_aa537|pident75.233,HCV,3a,100.0
FJ872288|geneNS5B|query1-1662|h77_aa1-554|extracted_nt1662|aligned_aa554|pident75.993,HCV,3a,100.0
FJ872293|geneNS5B|query1-1587|h77_aa1-529|extracted_nt1587|aligned_aa529|pident75.236,HCV,3a,100.0
FJ872294|geneNS5B|query1-1692|h77_aa1-564|extracted_nt1692|aligned_aa564|pident76.064,HCV,3a,100.0
FJ872285|geneNS5B|query1-1461|h77_aa1-487|extracted_nt1461|aligned_aa487|pident76.797,HCV,3a,100.0
FJ469270|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident80.263,HCV,6a,100.0
FJ469273|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident82.456,HCV,6a,100.0
FJ872256|geneNS5B|query1-1683|h77_aa1-561|extracted_nt1683|aligned_aa561|pident76.114,HCV,2k,100.0
FJ872262|geneNS5B|query1-1695|h77_aa1-565|extracted_nt1695|aligned_aa565|pident75.398,HCV,2a,100.0
FJ872263|geneNS5B|query1-1695|h77_aa1-565|extracted_nt1695|aligned_aa565|pident76.991,HCV,2c,100.0
FJ872266|geneNS5B|query1-1692|h77_aa1-564|extracted_nt1692|aligned_aa564|pident76.064,HCV,2a,100.0
FJ872271|geneNS5B|query1-1602|h77_aa1-534|extracted_nt1602|aligned_aa534|pident75.843,HCV,2b,100.0
FJ872270|geneNS5B|query3-1697|h77_aa3-567|extracted_nt1695|aligned_aa565|pident78.230,HCV,2a,48.0
FJ872265|geneNS5B|query1-1617|h77_aa1-539|extracted_nt1617|aligned_aa539|pident76.438,HCV,2a,100.0
FJ872264|geneNS5B|query1-1596|h77_aa1-532|extracted_nt1596|aligned_aa532|pident77.068,HCV,2k,100.0
FJ872284|geneNS5B|query1-1689|h77_aa1-563|extracted_nt1689|aligned_aa563|pident75.488,HCV,3a,100.0
FJ872286|geneNS5B|query1-1554|h77_aa1-518|extracted_nt1554|aligned_aa518|pident75.869,HCV,3a,100.0
FJ872268|geneNS5B|query1-1662|h77_aa1-554|extracted_nt1662|aligned_aa554|pident76.895,HCV,2a,71.0
FJ469163|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.579,HCV,6a,100.0
FJ469165|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.140,HCV,6a,100.0
FJ469164|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.140,HCV,6a,100.0
FJ469166|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident80.702,HCV,6a,100.0
FJ469168|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.140,HCV,6a,100.0
FJ469167|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident82.018,HCV,6a,100.0
FJ469172|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.579,HCV,6a,100.0
FJ469170|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.140,HCV,6a,100.0
FJ469171|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident82.018,HCV,6a,100.0
FJ469169|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident82.456,HCV,6a,100.0
FJ469174|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident82.018,HCV,6a,100.0
FJ469176|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident80.702,HCV,6a,100.0
FJ469175|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.579,HCV,6a,100.0
FJ469177|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident80.263,HCV,6a,100.0
FJ469173|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident80.702,HCV,6a,100.0
FJ469180|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident82.018,HCV,6a,100.0
FJ469178|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.579,HCV,6a,100.0
FJ469181|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.140,HCV,6a,100.0
FJ469179|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident80.702,HCV,6a,100.0
FJ469184|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.140,HCV,6a,100.0
FJ469183|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.579,HCV,6a,100.0
FJ469182|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident80.263,HCV,6a,100.0
FJ469187|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident80.263,HCV,6a,100.0
FJ469185|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.579,HCV,6a,100.0
FJ469186|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.579,HCV,6a,100.0
FJ469190|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident82.456,HCV,6a,100.0
FJ469189|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.140,HCV,6a,100.0
FJ469188|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.579,HCV,6a,100.0
FJ469192|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident82.018,HCV,6a,100.0
FJ469191|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.579,HCV,6a,100.0
FJ469195|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.579,HCV,6a,100.0
FJ469193|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident82.018,HCV,6a,100.0
FJ469194|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.579,HCV,6a,100.0
FJ469197|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.579,HCV,6a,100.0
FJ469196|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.579,HCV,6a,100.0
FJ469200|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident82.018,HCV,6a,100.0
FJ469198|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident80.702,HCV,6a,100.0
FJ469199|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident80.702,HCV,6a,100.0
FJ469203|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident80.702,HCV,6a,100.0
FJ469202|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident80.702,HCV,6a,100.0
FJ469204|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.140,HCV,6a,100.0
FJ469201|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.579,HCV,6a,100.0
FJ469209|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident80.702,HCV,6a,100.0
FJ469205|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.579,HCV,6a,100.0
FJ469208|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident80.702,HCV,6a,100.0
FJ469206|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.140,HCV,6a,100.0
FJ469207|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.140,HCV,6a,100.0
FJ469210|geneNS5B|query1-684|h77_aa134-361|extracted_nt684|aligned_aa228|pident81.140,HCV,6a,100.0
