name,virus,subtype,bootstrap support
MW205383|geneNS5A|query10-648|h77_aa9-221|extracted_nt639|aligned_aa213|pident79.812,HCV,4o,100.0
HQ908311|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.027,HCV,1b,100.0
HQ908302|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.357,HCV,1b,100.0
HQ908314|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.804,HCV,1b,100.0
HQ908319|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.804,HCV,1b,100.0
HQ908316|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.473,HCV,1b,100.0
HQ908318|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.473,HCV,1b,100.0
HQ908325|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.134,HCV,1b,100.0
HQ908315|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.357,HCV,1b,100.0
HQ908327|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.804,HCV,1b,100.0
HQ908317|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.027,HCV,1b,100.0
HQ908321|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.580,HCV,1b,100.0
HQ908326|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.357,HCV,1b,100.0
HQ908322|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.134,HCV,1b,100.0
HQ908330|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.250,HCV,1b,100.0
HQ908329|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.250,HCV,1b,100.0
HQ908334|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.134,HCV,1b,100.0
HQ908337|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.804,HCV,1b,100.0
HQ908305|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.804,HCV,1b,100.0
HQ908336|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.473,HCV,1b,100.0
HQ908332|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident82.143,HCV,1b,100.0
HQ908333|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa453|pident81.678,HCV,1b,100.0
HQ908338|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.804,HCV,1b,100.0
HQ908339|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.804,HCV,1b,100.0
HQ908331|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa449|pident81.514,HCV,1b,100.0
HQ908324|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.027,HCV,1b,100.0
HQ908340|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.027,HCV,1b,100.0
HQ908344|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa450|pident81.778,HCV,1b,100.0
HQ908343|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.134,HCV,1b,100.0
HQ908342|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.580,HCV,1b,100.0
HQ908323|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa449|pident80.401,HCV,1b,100.0
HQ908341|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa453|pident81.236,HCV,1b,100.0
HQ908345|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.250,HCV,1b,100.0
HQ908348|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa449|pident81.292,HCV,1b,100.0
HQ908350|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.804,HCV,1b,100.0
HQ908347|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.250,HCV,1b,100.0
HQ908349|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.804,HCV,1b,100.0
HQ908351|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.027,HCV,1b,100.0
HQ908352|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.580,HCV,1b,100.0
HQ908353|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.473,HCV,1b,100.0
HQ908357|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.357,HCV,1b,100.0
HQ908309|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.804,HCV,1b,100.0
HQ908354|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.804,HCV,1b,100.0
HQ908359|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.804,HCV,1b,100.0
HQ908355|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.804,HCV,1b,100.0
HQ908358|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.027,HCV,1b,100.0
HQ908346|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.473,HCV,1b,100.0
HQ908320|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.580,HCV,1b,100.0
HQ908335|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.250,HCV,1b,100.0
JF735112|geneNS5A|query6269-7678|h77_aa1-448|extracted_nt1410|aligned_aa476|pident58.824,HCV,2j,93.0
JF735115|geneNS5A|query6269-7666|h77_aa1-448|extracted_nt1398|aligned_aa472|pident59.958,HCV,2r,100.0
JF735116|geneNS5A|query6269-7666|h77_aa1-448|extracted_nt1398|aligned_aa472|pident60.593,HCV,2q,32.0
JF509177|geneNS5A|query5935-7290|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.737,HCV,3a,100.0
JF735120|geneNS5A|query6470-7882|h77_aa1-448|extracted_nt1413|aligned_aa481|pident59.667,HCV,2e,100.0
JF735119|geneNS5A|query6267-7676|h77_aa1-448|extracted_nt1410|aligned_aa474|pident57.806,HCV,2j,73.0
JF735117|geneNS5A|query6263-7660|h77_aa1-448|extracted_nt1398|aligned_aa472|pident60.593,HCV,2j,89.0
JF735123|geneNS5A|query6277-7638|h77_aa1-448|extracted_nt1362|aligned_aa455|pident69.670,HCV,3g,100.0
JF735121|geneNS5A|query6271-7623|h77_aa1-448|extracted_nt1353|aligned_aa455|pident67.912,HCV,3h,100.0
JF735118|geneNS5A|query6269-7666|h77_aa1-448|extracted_nt1398|aligned_aa472|pident59.534,HCV,2j,66.0
HQ908356|geneNS5A|query2839-4179|h77_aa1-448|extracted_nt1341|aligned_aa449|pident81.514,HCV,1b,100.0
JF735122|geneNS5A|query6274-7623|h77_aa2-448|extracted_nt1350|aligned_aa453|pident68.212,HCV,3k,100.0
PX387010|geneNS5A|query6251-7594|h77_aa1-448|extracted_nt1344|aligned_aa448|pident91.741,HCV,1a,100.0
PX387012|geneNS5A|query6175-7518|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.536,HCV,1a,100.0
PX387017|geneNS5A|query6266-7621|h77_aa1-448|extracted_nt1356|aligned_aa456|pident70.175,HCV,3a,100.0
PX387016|geneNS5A|query6255-7598|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.866,HCV,1a,100.0
PX387020|geneNS5A|query6251-7594|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.196,HCV,1a,100.0
PX387022|geneNS5A|query6251-7594|h77_aa1-448|extracted_nt1344|aligned_aa448|pident88.839,HCV,1a,100.0
PX468917|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident93.995,HCV,1a,100.0
JN714194|geneNS5A|query6278-7633|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.890,HCV,3a,100.0
JQ717255|geneNS5A|query6274-7629|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.890,HCV,3a,100.0
JQ717254|geneNS5A|query6274-7629|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.956,HCV,3a,100.0
JQ717260|geneNS5A|query6274-7629|h77_aa1-448|extracted_nt1356|aligned_aa456|pident68.202,HCV,3a,100.0
JQ717257|geneNS5A|query6274-7629|h77_aa1-448|extracted_nt1356|aligned_aa456|pident70.175,HCV,3a,100.0
JQ717258|geneNS5A|query6276-7631|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.451,HCV,3a,100.0
PX376056|geneNS5A|query6201-7544|h77_aa1-448|extracted_nt1344|aligned_aa448|pident81.027,HCV,1l,100.0
PX386720|geneNS5A|query6252-7607|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.451,HCV,3a,100.0
PX386718|geneNS5A|query6172-7515|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.857,HCV,1a,100.0
PX386726|geneNS5A|query6233-7630|h77_aa1-448|extracted_nt1398|aligned_aa472|pident57.839,HCV,2b,100.0
PX386727|geneNS5A|query6259-7614|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.956,HCV,3a,100.0
PX386719|geneNS5A|query6265-7620|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.330,HCV,3a,100.0
PX386732|geneNS5A|query6250-7605|h77_aa1-448|extracted_nt1356|aligned_aa455|pident68.571,HCV,3a,100.0
PX386733|geneNS5A|query6235-7590|h77_aa1-448|extracted_nt1356|aligned_aa456|pident68.860,HCV,3a,100.0
PX386728|geneNS5A|query6233-7630|h77_aa1-448|extracted_nt1398|aligned_aa472|pident58.263,HCV,2b,100.0
PX386739|geneNS5A|query6251-7594|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.312,HCV,1a,100.0
PX386744|geneNS5A|query6262-7617|h77_aa1-448|extracted_nt1356|aligned_aa455|pident68.791,HCV,3a,100.0
PX386742|geneNS5A|query6270-7625|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.079,HCV,3a,100.0
PX386743|geneNS5A|query6206-7546|h77_aa1-448|extracted_nt1341|aligned_aa449|pident79.510,HCV,1b,100.0
PX386750|geneNS5A|query6262-7617|h77_aa1-448|extracted_nt1356|aligned_aa455|pident68.132,HCV,3a,100.0
PX386751|geneNS5A|query6260-7615|h77_aa1-448|extracted_nt1356|aligned_aa453|pident70.199,HCV,3a,100.0
PX386741|geneNS5A|query6266-7621|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.079,HCV,3a,100.0
PX386755|geneNS5A|query6242-7639|h77_aa1-448|extracted_nt1398|aligned_aa472|pident58.475,HCV,2b,100.0
PX386754|geneNS5A|query6180-7523|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.304,HCV,1a,100.0
PX386746|geneNS5A|query6206-7546|h77_aa1-448|extracted_nt1341|aligned_aa449|pident80.178,HCV,1b,100.0
PX386760|geneNS5A|query6259-7614|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.890,HCV,3a,100.0
PX386748|geneNS5A|query6173-7516|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.420,HCV,1a,100.0
PX386752|geneNS5A|query6261-7616|h77_aa1-448|extracted_nt1356|aligned_aa456|pident70.175,HCV,3a,100.0
PX386769|geneNS5A|query6206-7549|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.304,HCV,1a,100.0
PX386765|geneNS5A|query6252-7595|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.304,HCV,1a,100.0
PX386771|geneNS5A|query6263-7618|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.549,HCV,3a,100.0
PX386768|geneNS5A|query6261-7616|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.670,HCV,3a,100.0
PX386731|geneNS5A|query6206-7546|h77_aa1-448|extracted_nt1341|aligned_aa448|pident81.027,HCV,1b,100.0
PX386779|geneNS5A|query6251-7594|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.643,HCV,1a,100.0
PX386776|geneNS5A|query6262-7617|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.079,HCV,3a,100.0
PX386786|geneNS5A|query6252-7595|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.750,HCV,1a,100.0
PX386782|geneNS5A|query6205-7548|h77_aa1-448|extracted_nt1344|aligned_aa448|pident91.964,HCV,1a,100.0
PX386775|geneNS5A|query6180-7523|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.411,HCV,1a,100.0
PX386787|geneNS5A|query6259-7596|h77_aa1-448|extracted_nt1338|aligned_aa456|pident67.982,HCV,3a,100.0
PX386789|geneNS5A|query6186-7529|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.634,HCV,1a,100.0
PX386788|geneNS5A|query6180-7523|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
PX386781|geneNS5A|query6266-7621|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.737,HCV,3a,100.0
PX386794|geneNS5A|query6206-7549|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.420,HCV,1a,100.0
PX386780|geneNS5A|query6250-7593|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.312,HCV,1a,100.0
PX386797|geneNS5A|query6260-7615|h77_aa1-448|extracted_nt1356|aligned_aa456|pident70.175,HCV,3a,100.0
PX386801|geneNS5A|query6233-7630|h77_aa1-448|extracted_nt1398|aligned_aa473|pident58.140,HCV,2b,100.0
PX386808|geneNS5A|query6268-7623|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.330,HCV,3a,100.0
PX386810|geneNS5A|query6262-7617|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.298,HCV,3a,100.0
PX386802|geneNS5A|query6245-7600|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.079,HCV,3a,100.0
PX386806|geneNS5A|query6180-7523|h77_aa1-448|extracted_nt1344|aligned_aa448|pident91.518,HCV,1a,100.0
PX386792|geneNS5A|query6252-7595|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
PX386814|geneNS5A|query6252-7595|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.196,HCV,1a,100.0
PX386784|geneNS5A|query6251-7594|h77_aa1-448|extracted_nt1344|aligned_aa448|pident90.402,HCV,1a,100.0
PX386812|geneNS5A|query6264-7619|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.011,HCV,3a,100.0
PX386819|geneNS5A|query6251-7594|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.196,HCV,1a,100.0
PX386818|geneNS5A|query6175-7518|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.857,HCV,1a,100.0
PX386825|geneNS5A|query6180-7523|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.080,HCV,1a,100.0
PX386829|geneNS5A|query6154-7497|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.643,HCV,1a,100.0
PX386833|geneNS5A|query6180-7523|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.634,HCV,1a,100.0
PX386809|geneNS5A|query6264-7619|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.518,HCV,3a,100.0
PX386834|geneNS5A|query6264-7619|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.298,HCV,3a,100.0
PX386840|geneNS5A|query6251-7594|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
PX386835|geneNS5A|query6264-7619|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.110,HCV,3a,100.0
PX386844|geneNS5A|query6265-7620|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.451,HCV,3a,100.0
PX386838|geneNS5A|query6267-7622|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.890,HCV,3a,100.0
PX386841|geneNS5A|query6206-7549|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
PX386837|geneNS5A|query6261-7616|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.769,HCV,3a,100.0
PX386847|geneNS5A|query6260-7615|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.110,HCV,3a,100.0
PX386850|geneNS5A|query6272-7627|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.737,HCV,3a,100.0
PX386848|geneNS5A|query6267-7622|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.330,HCV,3a,100.0
PX386854|geneNS5A|query6266-7621|h77_aa1-448|extracted_nt1356|aligned_aa455|pident68.571,HCV,3a,100.0
PX386843|geneNS5A|query6265-7620|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.298,HCV,3a,100.0
PX386856|geneNS5A|query6206-7549|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
PX386862|geneNS5A|query6262-7617|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.518,HCV,3a,100.0
PX386846|geneNS5A|query6233-7630|h77_aa1-448|extracted_nt1398|aligned_aa473|pident58.351,HCV,2b,100.0
PX386865|geneNS5A|query6267-7622|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.231,HCV,3a,100.0
PX386866|geneNS5A|query6232-7629|h77_aa1-448|extracted_nt1398|aligned_aa473|pident55.814,HCV,2b,100.0
PX386852|geneNS5A|query6184-7527|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.527,HCV,1a,100.0
PX386870|geneNS5A|query6251-7594|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.750,HCV,1a,100.0
PX386875|geneNS5A|query6206-7549|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
PX386873|geneNS5A|query6264-7619|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.890,HCV,3a,100.0
PX386876|geneNS5A|query6266-7621|h77_aa1-448|extracted_nt1356|aligned_aa456|pident70.175,HCV,3a,100.0
PX386878|geneNS5A|query6175-7518|h77_aa1-448|extracted_nt1344|aligned_aa448|pident91.295,HCV,1a,100.0
PX386863|geneNS5A|query6264-7619|h77_aa1-448|extracted_nt1356|aligned_aa456|pident70.614,HCV,3a,100.0
PX386879|geneNS5A|query6186-7529|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.196,HCV,1a,100.0
PX386874|geneNS5A|query6277-7632|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.298,HCV,3a,100.0
PX386883|geneNS5A|query6267-7622|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.451,HCV,3a,100.0
PX386881|geneNS5A|query6206-7549|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.420,HCV,1a,100.0
PX386885|geneNS5A|query6206-7546|h77_aa1-448|extracted_nt1341|aligned_aa448|pident78.125,HCV,1b,100.0
PX386887|geneNS5A|query6262-7617|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.890,HCV,3a,100.0
PX386869|geneNS5A|query6251-7594|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.527,HCV,1a,100.0
PX386892|geneNS5A|query6254-7594|h77_aa1-448|extracted_nt1341|aligned_aa448|pident77.679,HCV,1b,100.0
PX386898|geneNS5A|query6154-7497|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.750,HCV,1a,100.0
PX386901|geneNS5A|query6264-7619|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.769,HCV,3a,100.0
PX386906|geneNS5A|query6163-7506|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.196,HCV,1a,100.0
PX386908|geneNS5A|query6180-7523|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.527,HCV,1a,100.0
PX386903|geneNS5A|query6252-7595|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.304,HCV,1a,100.0
PX386897|geneNS5A|query6251-7594|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.089,HCV,1a,100.0
PX386857|geneNS5A|query6205-7545|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.357,HCV,1b,100.0
PX386913|geneNS5A|query6172-7515|h77_aa1-448|extracted_nt1344|aligned_aa448|pident85.268,HCV,1a,100.0
PX386915|geneNS5A|query6251-7594|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
PX386914|geneNS5A|query6262-7617|h77_aa1-448|extracted_nt1356|aligned_aa453|pident69.757,HCV,3a,100.0
PX386925|geneNS5A|query6267-7622|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.549,HCV,3a,100.0
PX386929|geneNS5A|query6264-7604|h77_aa1-448|extracted_nt1341|aligned_aa448|pident68.750,HCV,3a,100.0
PX386928|geneNS5A|query6265-7620|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.330,HCV,3a,100.0
PX386909|geneNS5A|query6206-7549|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
PX386931|geneNS5A|query6186-7529|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.527,HCV,1a,100.0
PX386936|geneNS5A|query6252-7595|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.634,HCV,1a,100.0
PX386924|geneNS5A|query6172-7515|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.750,HCV,1a,100.0
PX386918|geneNS5A|query6267-7622|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.890,HCV,3a,100.0
PX386940|geneNS5A|query6251-7591|h77_aa1-448|extracted_nt1341|aligned_aa448|pident79.911,HCV,1b,100.0
PX386939|geneNS5A|query6114-7457|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.536,HCV,1a,100.0
PX386937|geneNS5A|query6206-7546|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.357,HCV,1b,100.0
PX386957|geneNS5A|query6266-7621|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.890,HCV,3a,100.0
PX386956|geneNS5A|query6233-7630|h77_aa1-448|extracted_nt1398|aligned_aa472|pident58.263,HCV,2b,100.0
PX386947|geneNS5A|query6192-7535|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.634,HCV,1a,100.0
PX386958|geneNS5A|query6180-7523|h77_aa1-448|extracted_nt1344|aligned_aa448|pident88.170,HCV,1a,100.0
PX386963|geneNS5A|query6193-7521|h77_aa3-448|extracted_nt1329|aligned_aa450|pident71.333,HCV,4v,100.0
PX386965|geneNS5A|query6185-7522|h77_aa3-448|extracted_nt1338|aligned_aa449|pident72.829,HCV,4b,100.0
PX386967|geneNS5A|query6264-7619|h77_aa1-448|extracted_nt1356|aligned_aa459|pident67.974,HCV,3b,100.0
PX386966|geneNS5A|query6265-7620|h77_aa1-448|extracted_nt1356|aligned_aa455|pident68.352,HCV,3b,100.0
PX386942|geneNS5A|query6267-7622|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.451,HCV,3a,100.0
PX386962|geneNS5A|query6228-7571|h77_aa1-448|extracted_nt1344|aligned_aa448|pident79.688,HCV,1l,100.0
PX386964|geneNS5A|query6265-7608|h77_aa1-448|extracted_nt1344|aligned_aa453|pident80.132,HCV,1l,100.0
PX386972|geneNS5A|query6196-7548|h77_aa1-448|extracted_nt1353|aligned_aa453|pident67.770,HCV,3h,100.0
PX386959|geneNS5A|query6262-7617|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.549,HCV,3a,100.0
PX386975|geneNS5A|query6252-7577|h77_aa2-448|extracted_nt1326|aligned_aa450|pident72.222,HCV,4c,100.0
PX386976|geneNS5A|query6185-7525|h77_aa3-448|extracted_nt1341|aligned_aa450|pident75.111,HCV,4r,100.0
PX386973|geneNS5A|query6263-7618|h77_aa1-448|extracted_nt1356|aligned_aa455|pident68.791,HCV,3b,100.0
PX386970|geneNS5A|query6264-7616|h77_aa1-448|extracted_nt1353|aligned_aa455|pident69.890,HCV,3h,83.0
PX386980|geneNS5A|query6260-7585|h77_aa3-448|extracted_nt1326|aligned_aa449|pident72.160,HCV,4t,100.0
PX386982|geneNS5A|query6242-7585|h77_aa1-448|extracted_nt1344|aligned_aa450|pident80.000,HCV,1g,100.0
PX386984|geneNS5A|query6271-7617|h77_aa1-448|extracted_nt1347|aligned_aa454|pident79.075,HCV,1l,100.0
PX386986|geneNS5A|query6242-7585|h77_aa1-448|extracted_nt1344|aligned_aa448|pident79.018,HCV,1e,100.0
PX386987|geneNS5A|query6233-7630|h77_aa1-448|extracted_nt1398|aligned_aa472|pident58.051,HCV,2b,100.0
PX386989|geneNS5A|query6233-7630|h77_aa1-448|extracted_nt1398|aligned_aa472|pident58.686,HCV,2b,100.0
PX386991|geneNS5A|query6258-7655|h77_aa1-448|extracted_nt1398|aligned_aa472|pident60.805,HCV,2c,100.0
PX386994|geneNS5A|query6181-7518|h77_aa3-448|extracted_nt1338|aligned_aa453|pident70.861,HCV,4a,100.0
PX386978|geneNS5A|query6236-7582|h77_aa3-448|extracted_nt1347|aligned_aa453|pident70.419,HCV,6a,100.0
PX386998|geneNS5A|query6250-7575|h77_aa3-448|extracted_nt1326|aligned_aa449|pident73.497,HCV,4d,100.0
PX387003|geneNS5A|query6192-7535|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.634,HCV,1a,100.0
PX386993|geneNS5A|query6198-7526|h77_aa3-448|extracted_nt1329|aligned_aa452|pident71.239,HCV,4f,100.0
PX386996|geneNS5A|query6247-7572|h77_aa3-448|extracted_nt1326|aligned_aa449|pident73.719,HCV,4d,100.0
PX387002|geneNS5A|query6169-7515|h77_aa2-448|extracted_nt1347|aligned_aa453|pident71.082,HCV,5a,100.0
PX387004|geneNS5A|query6184-7527|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.411,HCV,1a,100.0
PX387006|geneNS5A|query6203-7543|h77_aa1-448|extracted_nt1341|aligned_aa453|pident76.600,HCV,1b,100.0
PX387013|geneNS5A|query6252-7595|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.411,HCV,1a,100.0
PX387009|geneNS5A|query6206-7549|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.643,HCV,1a,100.0
PX387019|geneNS5A|query6252-7595|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.857,HCV,1a,100.0
PX387018|geneNS5A|query6192-7535|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.759,HCV,1a,100.0
PX387030|geneNS5A|query6192-7535|h77_aa1-448|extracted_nt1344|aligned_aa448|pident83.705,HCV,1a,100.0
PX387036|geneNS5A|query6246-7586|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.357,HCV,1b,100.0
PX387031|geneNS5A|query6268-7623|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.670,HCV,3a,100.0
PX387039|geneNS5A|query6266-7621|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.451,HCV,3a,100.0
PX387040|geneNS5A|query6233-7630|h77_aa1-448|extracted_nt1398|aligned_aa472|pident55.932,HCV,2b,100.0
PX387026|geneNS5A|query6266-7621|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.890,HCV,3a,100.0
