Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover
OQ343057,3,96.626,326,3a,91.743,327,2772-2855,
OQ343058,1,96.341,328,1a,96.341,328,2763-2855,
OQ343059,1,95.427,328,1a,94.817,328,2763-2855,
OQ343060,4,86.585,328,4d,95.427,328,2739-2848,
OQ343061,1,82.555,321,1b,93.884,327,2763-2855,
OQ343062,1,95.122,328,1a,94.512,328,2763-2855,
OQ343063,1,81.931,321,1b,93.272,327,2763-2855,
OQ343064,3,94.512,328,3a,91.489,329,2772-2855,
OQ343065,3,96.646,328,3a,91.793,329,2772-2855,
OQ343066,1,94.207,328,1a,92.988,328,2763-2855,
OQ343067,1,93.598,328,1a,93.598,328,2763-2855,
OQ343068,1,93.598,328,1a,93.598,328,2763-2855,
OQ343069,1,94.207,328,1a,94.817,328,2763-2855,
OQ343070,4,85.061,328,4d,96.341,328,2739-2848,
OQ343071,1,97.561,328,1a,96.341,328,2763-2855,
OQ343072,1,94.207,328,1a,94.207,328,2763-2855,
OQ343073,1,95.327,321,1a,95.327,321,2765-2855,
OQ343074,1,94.817,328,1a,94.817,328,2763-2855,
OQ343075,1,93.902,328,1a,94.512,328,2763-2855,
OQ343076,1,95.413,327,1a,94.801,327,2763-2855,
OQ343077,1,96.951,328,1a,95.732,328,2763-2855,
OQ343078,1,95.732,328,1a,95.122,328,2763-2855,
OQ343079,4,83.841,328,4d,95.427,328,2739-2848,
OQ343080,3,95.427,328,3a,91.489,329,2772-2855,
OQ343081,1,94.817,328,1a,96.037,328,2763-2855,
OQ343082,1,84.112,321,1b,92.966,327,2763-2855,
OQ343083,1,94.512,328,1a,93.293,328,2763-2855,
OQ343084,4,91.159,328,4a,91.159,328,2739-2848,
OQ343085,1,81.562,320,1b,95.413,327,2763-2855,
OQ343086,1,81.250,320,1b,94.207,328,2763-2855,
OQ343087,1,94.512,328,1a,94.512,328,2763-2855,
OQ343088,1,94.512,328,1a,94.512,328,2763-2855,
OQ343089,1,92.683,328,1a,93.293,328,2763-2855,
OQ343090,4,84.756,328,4d,96.646,328,2739-2848,
OQ343091,4,92.073,328,4a,92.073,328,2739-2848,
OQ343092,1,93.902,328,1a,92.988,328,2763-2855,
OQ343093,4,85.671,328,4d,95.122,328,2739-2848,
OQ343094,1,83.801,321,1b,93.884,327,2763-2855,
OQ343095,3,95.427,328,3a,91.793,329,2772-2855,
OQ343096,3,95.719,327,3a,91.463,328,2772-2855,
OQ343097,4,84.756,328,4d,96.037,328,2739-2848,
OQ343098,1,94.512,328,1a,94.512,328,2763-2855,
OQ343099,3,94.817,328,3a,91.185,329,2772-2855,
OQ343100,1,94.495,327,1a,93.884,327,2763-2855,
OQ343101,1,93.598,328,1a,93.598,328,2763-2855,
OQ343102,1,82.243,321,1b,93.884,327,2763-2855,
OQ343103,1,81.875,320,1b,94.207,328,2763-2855,
OQ343104,1,93.902,328,1a,94.512,328,2763-2855,
OQ343105,1,82.555,321,1b,94.495,327,2763-2855,
OQ343106,3,95.413,327,3a,91.411,326,2773-2855,
OQ343107,4,82.622,328,4d,93.902,328,2739-2848,
OQ343108,1,94.207,328,1a,93.598,328,2763-2855,
OQ343109,3,93.558,326,3a,89.538,325,2773-2855,
OQ343110,1,94.512,328,1a,94.512,328,2763-2855,
OQ343111,1,94.817,328,1a,94.817,328,2763-2855,
OQ343112,1,95.122,328,1a,94.512,328,2763-2855,
OQ343113,3,95.719,327,3a,91.718,326,2773-2855,
OQ343114,4,85.366,328,4d,96.341,328,2739-2848,
OQ343115,1,93.884,327,1a,94.495,327,2763-2855,
OQ343116,4,84.756,328,4d,95.427,328,2739-2848,
OQ343117,1,94.207,328,1a,94.207,328,2763-2855,
OQ343118,3,93.272,327,3a,88.650,326,2773-2855,
OQ343119,3,93.902,328,3a,90.578,329,2772-2855,
OQ343120,4,83.841,328,4d,95.732,328,2739-2848,
OQ343121,4,83.841,328,4d,95.732,328,2739-2848,
OQ343122,3,94.817,328,3a,91.185,329,2772-2855,
OQ343123,3,92.378,328,3a,87.538,329,2772-2855,
OQ343124,1,82.866,321,1b,93.884,327,2763-2855,
OQ343125,1,95.732,328,1a,95.122,328,2763-2855,
OQ343126,3,93.902,328,3a,90.578,329,2772-2855,
OQ343127,1,93.598,328,1a,94.207,328,2763-2855,
OQ343128,3,94.207,328,3a,89.970,329,2772-2855,
OQ343129,3,94.512,328,3a,90.274,329,2772-2855,
OQ343130,1,95.427,328,1a,94.207,328,2763-2855,
OQ343131,1,94.817,328,1a,93.598,328,2763-2855,
OQ343132,1,80.997,321,1b,93.272,327,2763-2855,
OQ343133,3,95.732,328,3a,91.489,329,2772-2855,
OQ343134,1,94.512,328,1a,95.122,328,2763-2855,
OQ343135,3,93.865,326,3a,89.231,325,2773-2855,
OQ343136,3,96.024,327,3a,92.025,326,2773-2855,
OQ343137,3,94.512,328,3a,89.666,329,2772-2855,
OQ343138,3,96.012,326,3a,92.355,327,2772-2855,
OQ343139,1,80.685,321,1b,94.801,327,2763-2855,
OQ343140,1,98.476,328,1a,97.866,328,2763-2855,
OQ343141,1,95.732,328,1a,96.341,328,2763-2855,
OQ343142,4,84.756,328,4d,96.037,328,2739-2848,
OQ343143,1,93.598,328,1a,93.598,328,2763-2855,
OQ343144,1,94.207,328,1a,94.207,328,2763-2855,
OQ343145,1,94.512,328,1a,94.512,328,2763-2855,
OQ343146,3,96.646,328,3a,91.793,329,2772-2855,
OQ343147,1,94.512,328,1a,94.512,328,2763-2855,
OQ343148,1,95.732,328,1a,95.732,328,2763-2855,
OQ343149,4,91.768,328,4a,91.768,328,2739-2848,
OQ343150,1,83.178,321,1b,93.272,327,2763-2855,
OQ343151,1,94.207,328,1a,93.598,328,2763-2855,
OQ343152,1,83.178,321,1b,93.272,327,2763-2855,
OQ343153,1,97.256,328,1a,96.037,328,2763-2855,
OQ343154,3,95.719,327,3a,91.718,326,2773-2855,
OQ343155,3,94.512,328,3a,89.666,329,2772-2855,
OQ343156,3,94.817,328,3a,91.185,329,2772-2855,
OQ343157,1,93.902,328,1a,94.512,328,2763-2855,
OQ343158,3,94.512,328,3a,89.666,329,2772-2855,
OQ343159,3,93.598,328,3a,89.970,329,2772-2855,
OQ343160,3,96.037,328,3a,91.793,329,2772-2855,
OQ343161,3,96.341,328,3a,91.489,329,2772-2855,
OQ343162,1,82.209,326,1b,94.495,327,2763-2855,
OQ343163,1,82.555,321,1b,94.495,327,2763-2855,
OQ343164,1,93.598,328,1a,94.207,328,2763-2855,
OQ343165,3,95.413,327,3a,92.331,326,2773-2855,
OQ343166,3,95.107,327,3a,91.104,326,2773-2855,
OQ343167,1,97.561,328,1a,97.561,328,2763-2855,
OQ343168,1,82.555,321,1b,95.413,327,2763-2855,
OQ343169,1,82.555,321,1b,95.413,327,2763-2855,
OQ343170,1,81.308,321,1b,92.966,327,2763-2855,
OQ343171,1,82.866,321,1b,92.355,327,2763-2855,
OQ343172,1,92.988,328,1a,92.988,328,2763-2855,
OQ343173,1,94.512,328,1a,95.122,328,2763-2855,
OQ343174,3,94.817,328,3a,89.970,329,2772-2855,
OQ343175,1,99.085,328,1a,97.866,328,2763-2855,
OQ343176,1,93.598,328,1a,92.988,328,2763-2855,
OQ343177,1,98.777,327,1a,97.554,327,2763-2855,
OQ343178,1,93.293,328,1a,93.293,328,2763-2855,
OQ343179,3,94.512,328,3a,89.666,329,2772-2855,
OQ343180,3,94.512,328,3a,89.666,329,2772-2855,
OQ343181,3,94.495,327,3a,90.491,326,2773-2855,
OQ343182,1,80.685,321,1b,92.661,327,2763-2855,
OQ343183,1,80.997,321,1b,94.801,327,2763-2855,
OQ343184,1,95.122,328,1a,95.122,328,2763-2855,
OQ343185,3,92.988,328,3a,89.970,329,2772-2855,
OQ343186,1,81.931,321,1b,92.966,327,2763-2855,
OQ343187,1,95.732,328,1a,95.732,328,2763-2855,
OQ343188,3,96.037,328,3a,91.793,329,2772-2855,
OQ343189,1,96.341,328,1a,95.427,328,2763-2855,
OQ343190,3,95.427,328,3a,91.692,325,2772-2855,
OQ343191,1,81.620,321,1b,94.495,327,2763-2855,
OQ343192,1,80.997,321,1b,94.190,327,2763-2855,
OQ343193,1,81.308,321,1b,92.661,327,2763-2855,
OQ343194,3,94.817,328,3a,90.578,329,2772-2855,
OQ343195,1,82.188,320,1b,94.801,327,2763-2855,
OQ343196,1,82.866,321,1b,95.107,327,2763-2855,
OQ343197,1,95.427,328,1a,95.427,328,2763-2855,
OQ343198,3,92.988,328,3a,91.185,329,2772-2855,
OQ343199,1,94.817,328,1a,94.207,328,2763-2855,
OQ343200,3,95.122,328,3a,90.549,328,2772-2855,
OQ343201,1,80.685,321,1b,93.578,327,2763-2855,
OQ343202,4,91.718,326,4a,91.718,326,2739-2848,
OQ343203,1,94.207,328,1a,94.817,328,2763-2855,
OQ343204,3,94.801,327,3a,92.331,326,2773-2855,
OQ343205,1,94.207,328,1a,94.207,328,2763-2855,
OQ343206,1,93.902,328,1a,93.902,328,2763-2855,
OQ343207,3,95.427,328,3a,91.489,329,2772-2855,
OQ343208,1,95.427,328,1a,96.037,328,2763-2855,
OQ343209,3,93.558,326,3a,89.908,327,2772-2855,
OQ343210,3,93.272,327,3a,89.024,328,2772-2855,
OQ343211,3,92.988,328,3a,88.146,329,2772-2855,
OQ343212,3,96.037,328,3a,91.185,329,2772-2855,
OQ343213,1,94.817,328,1a,94.817,328,2763-2855,
OQ343214,1,94.817,328,1a,94.817,328,2763-2855,
OQ343215,3,92.988,328,3a,89.024,328,2772-2855,
OQ343216,3,96.341,328,3a,91.489,329,2772-2855,
OQ343217,1,81.620,321,1b,93.884,327,2763-2855,
OQ343218,2,90.549,328,2a,90.854,328,2785-2855,
OQ343219,1,95.427,328,1a,95.427,328,2763-2855,
OQ343220,1,82.555,321,1b,94.190,327,2763-2855,
OQ343221,1,95.122,328,1a,95.732,328,2763-2855,
OQ343222,3,96.012,326,3a,92.615,325,2773-2855,
OQ343223,4,91.768,328,4a,91.768,328,2739-2848,
OQ343224,1,95.427,328,1a,95.427,328,2763-2855,
OQ343225,3,94.190,327,3a,90.549,328,2772-2855,
OQ343226,1,94.512,328,1a,94.512,328,2763-2855,
OQ343227,3,93.252,326,3a,88.615,325,2773-2855,
OQ343228,3,93.902,328,3a,89.666,329,2772-2855,
OQ343229,1,94.817,328,1a,94.817,328,2763-2855,
OQ343230,3,95.413,327,3a,93.252,326,2773-2855,
OQ343231,1,94.207,328,1a,93.598,328,2763-2855,
OQ343232,4,85.061,328,4d,96.037,328,2739-2848,
OQ343233,1,82.866,321,1b,95.719,327,2763-2855,
OQ343234,4,90.244,328,4a,90.244,328,2739-2848,
OQ343235,3,95.413,327,3a,92.638,326,2773-2855,
OQ343236,1,80.312,320,1b,93.293,328,2763-2855,
OQ343237,3,92.378,328,3a,89.970,329,2772-2855,
OQ343238,1,80.374,321,1b,92.966,327,2763-2855,
OQ343239,4,83.841,328,4d,93.902,328,2739-2848,
OQ343240,1,93.598,328,1a,93.598,328,2763-2855,
OQ343241,1,81.308,321,1b,92.661,327,2763-2855,
OQ343242,3,95.122,328,3a,91.793,329,2772-2855,
OQ343243,1,93.902,328,1a,94.512,328,2763-2855,
OQ343244,1,94.817,328,1a,94.207,328,2763-2855,
OQ343245,1,94.817,328,1a,95.427,328,2763-2855,
OQ343246,1,95.427,328,1a,94.817,328,2763-2855,
OQ343247,1,94.817,328,1a,94.817,328,2763-2855,
OQ343248,1,94.207,328,1a,93.598,328,2763-2855,
OQ343249,3,94.801,327,3a,90.798,326,2773-2855,
OQ343250,1,95.732,328,1a,95.122,328,2763-2855,
OQ343251,3,97.248,327,3a,93.252,326,2773-2855,
OQ343252,3,93.293,328,3a,89.058,329,2772-2855,
OQ343253,4,84.756,328,4d,96.646,328,2739-2848,
OQ343254,3,96.012,326,3a,92.355,327,2772-2855,
OQ343255,3,94.817,328,3a,91.185,329,2772-2855,
OQ343256,3,93.598,328,3a,89.362,329,2772-2855,
OQ343257,3,94.801,327,3a,90.798,326,2773-2855,
OQ343258,3,93.598,328,3a,89.362,329,2772-2855,
OQ343259,3,96.646,328,3a,91.185,329,2772-2855,
OQ343260,1,80.997,321,1b,93.884,327,2763-2855,
OQ343261,1,93.598,328,1a,92.378,328,2763-2855,
OQ343262,3,94.190,327,3a,90.184,326,2773-2855,
OQ343263,3,94.190,327,3a,90.184,326,2773-2855,
OQ343264,1,81.931,321,1b,93.272,327,2763-2855,
OQ343265,1,97.866,328,1a,97.256,328,2763-2855,
OQ343266,1,96.951,328,1a,95.732,328,2763-2855,
OQ343267,3,92.988,328,3a,90.578,329,2772-2855,
OQ343268,1,95.427,328,1a,95.427,328,2763-2855,
OQ343269,1,79.688,320,1b,92.988,328,2763-2855,
OQ343270,3,93.252,326,3a,88.615,325,2773-2855,
OQ343271,3,94.817,328,3a,91.793,329,2772-2855,
OQ343272,1,93.598,328,1a,94.207,328,2763-2855,
OQ343273,1,80.685,321,1b,92.025,326,2763-2855,
OQ343274,3,95.413,327,3a,92.025,326,2773-2855,
OQ343275,1,81.620,321,1b,94.190,327,2763-2855,
OQ343276,4,90.244,328,4a,90.244,328,2739-2848,
OQ343277,4,83.232,328,4d,93.902,328,2739-2848,
OQ343278,3,93.865,326,3a,88.991,327,2772-2855,
PX290144,4,79.597,9175,4f,90.106,9157,2683-2855,
PX361034,1,78.340,6122,1l,93.167,6117,2683-2855,
PX376056,1,78.413,6124,1l,92.780,6122,2683-2855,
PX376057,1,78.253,6125,1l,92.764,6122,2683-2855,
PX376058,1,78.080,6177,1l,84.251,9296,2683-2855,
PX376059,1,76.168,9265,1l,92.715,6122,2683-2855,
PX386717,3,92.774,9411,3a,92.068,9417,2683-2855,
PX386718,1,90.331,8253,1a,90.173,8253,2683-2780,
PX386719,3,93.162,9403,3a,91.606,9411,2683-2855,
PX386720,3,91.069,7827,3a,89.710,7833,,
PX386721,1,78.280,9337,1b,90.064,9330,2683-2855,
PX386722,3,92.619,9416,3a,92.017,9420,2683-2855,
PX386723,3,92.805,9423,3a,92.105,9424,2683-2855,
PX386724,1,91.008,9297,1a,90.757,9294,2683-2855,
PX386725,1,79.119,9334,1b,90.621,9329,2683-2855,
PX386726,2,76.392,9429,2b,89.273,9406,2683-2855,
PX386727,3,91.366,9312,3a,90.479,9316,2683-2855,
PX386728,2,77.152,9423,2b,90.732,9409,2683-2855,
PX386729,3,92.828,9411,3a,91.248,9415,2683-2855,
PX386730,3,92.492,9416,3a,91.653,9417,2683-2855,
PX386731,1,78.384,9354,1b,90.578,9329,2683-2855,
PX386732,3,92.266,4086,3a,91.236,4085,2683-2855,
PX386733,3,91.883,9412,3a,91.576,9414,2683-2855,
PX386734,3,92.240,9433,3a,91.763,9433,2683-2855,
PX386735,3,93.364,8771,3a,91.778,8769,2683-2855,
PX386736,3,91.183,8109,3a,90.371,8111,2683-2707,
PX386737,1,91.278,9149,1a,91.126,9150,2683-2855,
PX386738,3,92.473,9406,3a,91.806,9409,2683-2855,
PX386739,1,93.569,9298,1a,93.708,9298,2683-2855,
PX386740,1,91.536,9227,1a,91.279,9231,2683-2855,
PX386741,3,92.576,9416,3a,91.854,9416,2683-2855,
PX386742,3,91.588,9427,3a,91.072,9431,2683-2855,
PX386743,1,79.010,9333,1b,90.044,9321,2683-2855,
PX386744,3,92.128,9413,3a,91.734,9412,2683-2855,
PX386745,1,90.002,5371,1a,89.909,5371,2683-2855,
PX386746,1,78.835,9360,1b,90.106,9329,2683-2855,
PX386747,1,91.225,9242,1a,90.922,9242,2683-2855,
PX386748,1,91.044,9312,1a,90.656,9311,2683-2855,
PX386749,3,92.668,9411,3a,92.183,9415,2683-2855,
PX386750,3,92.363,9415,3a,91.720,9420,2683-2855,
PX386751,3,92.681,5001,3a,91.725,5003,2683-2855,
PX386752,3,94.085,9332,3a,92.618,9333,2683-2855,
PX386753,3,92.558,9419,3a,91.835,9430,2683-2855,
PX386754,1,92.638,9291,1a,92.314,9290,2683-2855,
PX386755,2,77.192,9444,2b,91.345,9416,2683-2855,
PX386756,1,91.965,9210,1a,91.835,9210,2683-2855,
PX386757,1,89.966,9139,1a,89.791,9139,2683-2855,
PX386758,1,89.674,9229,1a,89.694,9228,2683-2855,
PX386759,3,92.295,9397,3a,91.800,9403,2683-2855,
PX386760,3,93.009,9398,3a,92.018,9409,2683-2855,
PX386761,3,92.268,9416,3a,91.364,9414,2683-2855,
PX386762,3,91.445,9410,3a,91.066,8227,2683-2855,
PX386763,3,92.237,9416,3a,91.719,9419,2683-2855,
PX386764,1,90.398,9290,1a,90.108,9290,2683-2855,
PX386765,1,93.900,9393,1a,94.507,9393,2683-2855,
PX386766,1,89.759,9364,1a,89.591,9367,2683-2855,
PX386767,1,91.173,9312,1a,90.947,9312,2683-2855,
PX386768,3,92.467,9412,3a,92.041,9411,2683-2855,
PX386769,1,90.700,9312,1a,90.571,9312,2683-2855,
PX386770,1,93.506,9363,1a,93.955,9363,2683-2855,
PX386771,3,93.447,9416,3a,92.687,9421,2683-2855,
PX386772,3,92.987,9426,3a,91.772,9431,2683-2855,
PX386773,3,91.806,9421,3a,91.141,9425,2683-2855,
PX386774,1,89.419,8014,1a,89.476,8010,2683-2696,
PX386775,1,92.018,9309,1a,91.888,9307,2683-2855,
PX386776,3,92.946,9413,3a,92.353,9416,2683-2855,
PX386777,1,76.769,9341,1b,88.356,9335,2683-2855,
PX386778,1,78.490,9391,1b,90.539,9365,2683-2855,
PX386779,1,93.771,9408,1a,93.836,9394,2683-2855,
PX386780,1,93.710,8680,1a,93.514,8680,2683-2855,
PX386781,3,92.152,9416,3a,91.323,9427,2683-2855,
PX386782,1,91.488,9328,1a,91.264,9329,2683-2855,
PX386783,1,77.666,9416,1c,90.450,9414,2683-2855,
PX386784,1,91.034,8242,1a,91.013,8245,2683-2855,
PX386785,1,77.469,9174,1b,89.812,9158,2683-2855,
PX386786,1,93.442,9393,1a,93.474,9393,2683-2855,
PX386787,3,91.560,5782,3a,90.878,5788,,
PX386788,1,93.025,9233,1a,92.689,9233,2683-2855,
PX386789,1,90.511,9306,1a,90.321,9309,2683-2855,
PX386790,1,78.646,9347,1b,90.889,9329,2683-2855,
PX386791,3,92.549,9421,3a,92.010,9424,2683-2855,
PX386792,1,93.294,9409,1a,93.252,9395,2683-2855,
PX386793,1,79.045,9382,1b,90.376,9372,2683-2855,
PX386794,1,91.510,9329,1a,91.339,9329,2683-2855,
PX386795,1,89.256,9298,1a,88.944,9298,2683-2855,
PX386796,3,90.695,9414,3a,89.883,9420,2683-2855,
PX386797,3,93.945,9414,3a,92.247,9416,2683-2855,
PX386798,1,90.272,9313,1a,90.201,9317,2683-2855,
PX386799,3,92.451,9418,3a,91.837,9421,2683-2855,
PX386800,2,88.681,9356,2a,88.860,9354,2683-2855,
PX386801,2,77.147,9430,2b,90.475,9407,2683-2855,
PX386802,3,91.925,9325,3a,91.177,9328,2683-2855,
PX386803,1,90.140,9290,1a,90.000,9290,2683-2855,
PX386804,1,78.095,9386,1b,89.657,9378,2683-2855,
PX386805,1,91.596,6604,1a,91.480,6596,2683-2855,
PX386806,1,92.674,9309,1a,92.403,9306,2683-2855,
PX386807,1,91.439,9310,1a,91.224,9310,2683-2855,
PX386808,3,92.945,9426,3a,92.233,9424,2683-2855,
PX386809,3,92.229,9432,3a,91.340,9434,2683-2855,
PX386810,3,90.034,8248,3a,89.383,8251,2683-2855,
PX386811,1,92.523,9362,1a,92.299,9362,2683-2855,
PX386812,3,92.856,9420,3a,91.945,9423,2683-2855,
PX386813,1,92.775,9426,1a,92.987,9411,2683-2855,
PX386814,1,93.272,9394,1a,93.401,9396,2683-2855,
PX386815,1,78.596,9442,1b,90.363,9412,2683-2855,
PX386816,1,90.336,9303,1a,90.014,9303,2683-2855,
PX386817,3,92.916,9416,3a,92.197,9419,2683-2855,
PX386818,1,92.145,3501,1a,91.774,3501,2683-2855,
PX386819,1,92.931,9393,1a,92.973,9393,2683-2855,
PX386820,3,92.928,9418,3a,91.457,9423,2683-2855,
PX386821,3,92.527,9421,3a,91.582,9420,2683-2855,
PX386822,3,91.843,9427,3a,91.136,9431,2683-2855,
PX386823,1,89.915,9360,1a,89.808,9360,2683-2855,
PX386824,3,88.077,2273,3a,88.039,2274,,
PX386825,1,91.405,9308,1a,91.285,9306,2683-2855,
PX386826,2,77.117,9260,2b,90.315,9241,2683-2855,
PX386827,1,90.292,9312,1a,90.024,9312,2683-2855,
PX386828,3,92.407,9417,3a,91.815,9420,2683-2855,
PX386829,1,90.718,9298,1a,90.573,9292,2683-2855,
PX386830,3,92.838,9411,3a,92.309,9414,2683-2855,
PX386831,3,93.144,9422,3a,92.349,9423,2683-2855,
PX386832,3,93.427,9417,3a,92.611,9420,2683-2855,
PX386833,1,92.175,9227,1a,92.121,9227,2683-2855,
PX386834,3,93.322,9419,3a,91.869,9421,2683-2855,
PX386835,3,92.743,9411,3a,92.236,9415,2683-2855,
PX386836,1,90.642,6465,1a,90.425,6465,2683-2855,
PX386837,3,92.715,9417,3a,91.913,9423,2683-2855,
PX386838,3,92.961,9419,3a,92.847,9422,2683-2855,
PX386839,1,92.206,9366,1a,91.886,9367,2683-2855,
PX386840,1,90.488,9399,1a,90.427,9391,2683-2855,
PX386841,1,91.583,9314,1a,91.454,9314,2683-2855,
PX386842,3,92.633,9420,3a,92.084,9424,2683-2855,
PX386843,3,93.280,9420,3a,92.545,9416,2683-2855,
PX386844,3,92.488,9412,3a,91.685,9417,2683-2855,
PX386845,1,90.868,9297,1a,90.556,9297,2683-2855,
PX386846,2,76.949,9323,2b,90.943,9308,2683-2855,
PX386847,3,92.311,9416,3a,91.772,9419,2683-2855,
PX386848,3,92.536,9418,3a,91.900,9420,2683-2855,
PX386849,1,88.423,9260,1a,88.282,9259,2683-2855,
PX386850,3,91.001,9434,3a,90.366,9435,2683-2855,
PX386851,1,92.226,9364,1a,91.798,9364,2683-2855,
PX386852,1,93.145,9293,1a,93.210,9293,2683-2855,
PX386853,1,90.470,8541,1a,90.287,8545,2683-2855,
PX386854,3,92.460,9416,3a,91.846,9419,2683-2855,
PX386855,1,89.196,1990,1a,88.157,2035,2683-2855,
PX386856,1,91.092,9329,1a,90.942,9329,2683-2855,
PX386857,1,78.652,9275,1b,90.317,9253,2683-2855,
PX386858,3,92.527,9421,3a,91.757,9426,2683-2855,
PX386859,3,91.940,9417,3a,91.285,9420,2683-2855,
PX386860,3,92.254,9424,3a,91.552,9422,2683-2855,
PX386861,1,93.677,9284,1a,93.494,9284,2683-2855,
PX386862,3,92.698,9340,3a,91.855,9343,2683-2855,
PX386863,3,93.774,9412,3a,92.055,9415,2683-2855,
PX386864,1,92.668,9424,1a,92.870,9411,2683-2855,
PX386865,3,92.625,9424,3a,91.775,9423,2683-2855,
PX386866,2,76.577,7262,2b,90.026,7259,,
PX386867,1,93.000,9357,1a,92.701,9357,2683-2855,
PX386868,2,76.535,9427,2b,90.580,9406,2683-2855,
PX386869,1,93.074,9298,1a,93.106,9298,2683-2855,
PX386870,1,91.810,9390,1a,91.602,9395,2683-2855,
PX386871,1,77.171,9339,1b,88.450,9333,2683-2855,
PX386872,3,93.205,9419,3a,92.422,9422,2683-2855,
PX386873,3,92.264,9411,3a,90.675,9416,2683-2855,
PX386874,3,90.059,9426,3a,89.066,9429,2683-2855,
PX386875,1,91.489,9329,1a,91.333,9334,2683-2855,
PX386876,3,92.739,9420,3a,91.275,9421,2683-2855,
PX386877,1,89.482,1968,1a,89.075,1968,,
PX386878,1,87.697,4373,1a,87.514,4373,,
PX386879,1,91.984,9306,1a,91.758,9306,2683-2855,
PX386880,3,92.513,9416,3a,91.795,9421,2683-2855,
PX386881,1,90.606,9251,1a,90.498,9251,2683-2855,
PX386882,1,77.842,9279,1b,89.184,9255,2683-2855,
PX386883,3,92.231,9422,3a,91.745,9425,2683-2855,
PX386884,3,92.777,9415,3a,91.954,9421,2683-2855,
PX386885,1,77.427,8572,1b,88.943,8556,2683-2855,
PX386886,1,76.880,9269,1b,87.807,9251,2683-2855,
PX386887,3,90.722,9409,3a,90.183,9412,2683-2855,
PX386888,3,92.040,9322,3a,91.425,9329,2683-2855,
PX386889,1,90.724,9239,1a,90.682,9240,2683-2855,
PX386890,3,91.446,9423,3a,90.875,9425,2683-2855,
PX386891,1,90.477,9314,1a,90.324,9312,2683-2855,
PX386892,1,77.816,9313,1b,88.625,9292,2683-2855,
PX386893,3,92.485,9434,3a,91.889,9444,2683-2855,
PX386894,1,90.952,9284,1a,90.876,9294,2683-2855,
PX386895,1,91.365,9253,1a,91.214,9253,2683-2855,
PX386896,3,92.464,9422,3a,91.882,9423,2683-2855,
PX386897,1,93.675,9297,1a,93.234,9297,2683-2855,
PX386898,1,91.476,9256,1a,91.195,9256,2683-2855,
PX386899,3,92.458,9414,3a,92.077,9416,2683-2855,
PX386900,1,91.210,9295,1a,91.006,9295,2683-2855,
PX386901,3,93.136,9411,3a,91.779,9415,2683-2855,
PX386902,3,92.882,9427,3a,92.226,9429,2683-2855,
PX386903,1,90.971,9403,1a,90.782,9395,2683-2855,
PX386904,3,88.892,9417,3a,88.312,9420,2683-2855,
PX386905,3,93.368,9409,3a,91.961,9417,2683-2855,
PX386906,1,92.572,9303,1a,92.412,9304,2683-2855,
PX386907,1,89.924,9329,1a,89.774,9329,2683-2855,
PX386908,1,92.886,9306,1a,92.768,9306,2683-2855,
PX386909,1,90.931,9262,1a,90.790,9262,2683-2855,
PX386910,3,92.459,9428,3a,92.004,9430,2683-2855,
PX386911,3,93.706,9421,3a,92.242,9422,2683-2855,
PX386912,3,91.049,9418,3a,90.640,9423,2683-2855,
PX386913,1,88.000,1725,1a,87.594,1725,,
PX386914,3,90.784,6055,3a,90.607,6058,,
PX386915,1,93.168,9339,1a,93.232,9338,2683-2855,
PX386916,3,93.523,9418,3a,92.198,9421,2683-2855,
PX386917,1,92.748,9252,1a,92.488,9252,2683-2855,
PX386918,3,91.731,9421,3a,90.846,9428,2683-2855,
PX386919,3,93.007,9409,3a,92.360,9411,2683-2855,
PX386920,3,92.863,9416,3a,92.282,9420,2683-2855,
PX386921,3,92.792,9420,3a,91.301,9426,2683-2855,
PX386922,1,93.866,9390,1a,93.312,9390,2683-2855,
PX386923,1,93.718,6495,1a,93.796,6496,2683-2855,
PX386924,1,91.346,9221,1a,91.181,9219,2683-2855,
PX386925,3,92.571,9422,3a,91.798,9424,2683-2855,
PX386926,2,79.569,9476,2m,81.269,9471,2683-2855,
PX386927,1,90.810,9391,1a,90.597,9391,2683-2855,
PX386928,3,92.278,9415,3a,91.804,9419,2683-2855,
PX386929,3,91.131,9415,3a,90.186,9415,2683-2855,
PX386930,1,91.308,9319,1a,91.136,9319,2683-2855,
PX386931,1,91.178,9306,1a,91.011,9311,2683-2855,
PX386932,1,92.938,9275,1a,93.003,9275,2683-2855,
PX386933,3,93.302,9421,3a,91.671,9425,2683-2855,
PX386934,3,92.322,9416,3a,91.708,9419,2683-2855,
PX386935,1,91.816,6403,1a,91.863,6403,2683-2855,
PX386936,1,93.112,9393,1a,93.133,9393,2683-2855,
PX386937,1,78.648,9348,1b,90.772,9330,2683-2855,
PX386938,1,91.500,9329,1a,91.414,9329,2683-2855,
PX386939,1,92.694,9184,1a,92.889,9183,2683-2855,
PX386940,1,77.810,9306,1b,89.376,9290,2683-2855,
PX386941,3,90.979,9345,3a,90.157,9347,2683-2855,
PX386942,3,92.652,9417,3a,91.932,9420,2683-2855,
PX386943,3,92.790,9418,3a,91.278,9424,2683-2855,
PX386944,1,92.007,9308,1a,91.725,9305,2683-2855,
PX386945,3,91.975,6791,3a,91.228,6794,2683-2855,
