Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover
KC125470,1,93.477,2085,1a,94.341,2085,1175-1315,
KC125471,1,92.230,2085,1a,92.566,2085,1175-1315,
KC125472,1,92.854,2085,1a,92.950,2085,1175-1315,
KC125473,1,90.791,2085,1a,92.038,2085,1175-1315,
KC125474,1,90.983,2085,1a,91.463,2085,1175-1315,
KC125475,1,90.935,2085,1a,91.894,2085,1175-1315,
KC125476,1,91.942,2085,1a,92.278,2085,1175-1315,
KC125477,1,94.053,2085,1a,94.532,2085,1175-1315,
KC125478,1,93.669,2085,1a,94.341,2085,1175-1315,
KC125479,1,91.511,2085,1a,91.990,2085,1175-1315,
KC125480,1,92.278,2085,1a,92.326,2085,1175-1315,
KC125481,1,93.957,2085,1a,94.724,2085,1175-1315,
KC125482,1,91.655,2085,1a,92.230,2085,1175-1315,
KC125483,1,94.772,2085,1a,95.300,2085,1175-1315,
KC125484,1,96.835,2085,1a,96.499,2085,1175-1315,
KC125485,1,95.300,2085,1a,95.204,2085,1175-1315,
KC125486,1,92.518,2085,1a,92.806,2085,1175-1315,
KC125487,1,94.436,2085,1a,94.820,2085,1175-1315,
KC125488,1,94.436,2085,1a,95.300,2085,1175-1315,
KC125489,1,94.868,2085,1a,94.484,2085,1175-1315,
KC125490,1,92.614,2085,1a,92.662,2085,1175-1315,
KC125491,1,92.278,2085,1a,92.854,2085,1175-1315,
KC125492,1,93.861,2085,1a,95.108,2085,1175-1315,
KC125493,1,93.237,2085,1a,93.189,2085,1175-1315,
KC125494,1,93.094,2085,1a,93.573,2085,1175-1315,
KC125495,1,91.271,2085,1a,91.127,2085,1175-1315,
KC125496,1,91.607,2085,1a,92.278,2085,1175-1315,
KC125497,1,93.717,2085,1a,93.669,2085,1175-1315,
KC125498,1,92.854,2085,1a,93.141,2085,1175-1315,
KC125499,1,94.676,2085,1a,94.388,2085,1175-1315,
KC125500,1,93.525,2085,1a,93.573,2085,1175-1315,
KC125501,1,92.710,2085,1a,92.950,2085,1175-1315,
KC125502,1,90.743,2085,1a,91.367,2085,1175-1315,
KC125503,1,94.053,2085,1a,94.868,2085,1175-1315,
KC125504,1,93.861,2085,1a,93.765,2085,1175-1315,
KC125505,1,94.580,2085,1a,94.532,2085,1175-1315,
KC125506,1,94.053,2085,1a,94.245,2085,1175-1315,
KC125507,1,94.197,2085,1a,94.628,2085,1175-1315,
KC125508,1,92.854,2085,1a,93.765,2085,1175-1315,
KC125509,1,93.525,2085,1a,93.237,2085,1175-1315,
KC125510,1,92.374,2085,1a,92.758,2085,1175-1315,
KC125511,1,91.415,2085,1a,92.278,2085,1175-1315,
KC125512,1,94.724,2085,1a,95.396,2085,1175-1315,
KC125513,1,95.300,2085,1a,95.012,2085,1175-1315,
KC125514,1,93.381,2085,1a,93.813,2085,1175-1315,
KC125515,1,92.086,2085,1a,92.566,2085,1175-1315,
KC125516,1,94.580,2085,1a,94.580,2085,1175-1315,
KC125517,1,91.031,2085,1a,91.942,2085,1175-1315,
KC125518,1,93.189,2085,1a,94.197,2085,1175-1315,
KC125519,1,90.983,2085,1a,91.463,2085,1175-1315,
KC125520,1,92.278,2085,1a,92.902,2085,1175-1315,
KC125521,1,95.300,2085,1a,95.108,2085,1175-1315,
KC125522,1,91.847,2085,1a,91.990,2085,1175-1315,
KC125523,1,95.396,2085,1a,95.156,2085,1175-1315,
KC125524,1,94.964,2085,1a,94.580,2085,1175-1315,
KC125525,1,94.293,2085,1a,94.388,2085,1175-1315,
KC125526,1,94.053,2085,1a,94.484,2085,1175-1315,
KC125527,1,95.156,2085,1a,95.156,2085,1175-1315,
KC125528,1,94.197,2085,1a,94.484,2085,1175-1315,
KC125529,1,93.573,2085,1a,94.005,2085,1175-1315,
KC125530,1,94.436,2085,1a,94.724,2085,1175-1315,
KC125531,1,94.484,2085,1a,94.724,2085,1175-1315,
KC125532,1,94.005,2085,1a,94.532,2085,1175-1315,
KC125533,1,94.388,2085,1a,95.492,2085,1175-1315,
KC125534,1,94.293,2085,1a,94.772,2085,1175-1315,
KC125535,1,96.163,2085,1a,95.875,2085,1175-1315,
KC125536,1,92.662,2085,1a,93.429,2085,1175-1315,
KC125537,1,94.101,2085,1a,94.293,2085,1175-1315,
KC125538,1,92.134,2085,1a,92.710,2085,1175-1315,
KC125539,1,95.588,2085,1a,95.588,2085,1175-1315,
KC125540,1,94.820,2085,1a,94.532,2085,1175-1315,
KC125541,1,94.053,2085,1a,95.108,2085,1175-1315,
KC125542,1,94.053,2085,1a,94.772,2085,1175-1315,
KC125543,1,94.820,2085,1a,95.204,2085,1175-1315,
KC125544,1,94.101,2085,1a,94.484,2085,1175-1315,
KC125545,1,94.388,2085,1a,95.588,2085,1175-1315,
KC125546,1,94.341,2085,1a,95.396,2085,1175-1315,
KC125547,1,92.710,2085,1a,93.237,2085,1175-1315,
KC125548,1,93.189,2085,1a,92.710,2085,1175-1315,
KC125549,1,92.758,2085,1a,93.141,2085,1175-1315,
KC125550,1,91.990,2085,1a,92.278,2085,1175-1315,
KC125551,1,93.861,2085,1a,94.436,2085,1175-1315,
KC125552,1,91.655,2085,1a,92.518,2085,1175-1315,
KC125553,1,94.722,2084,1a,94.626,2084,1175-1315,
KC125554,1,90.695,2085,1a,90.791,2085,1175-1315,
KC125555,1,93.909,2085,1a,94.005,2085,1175-1315,
KC125556,1,94.436,2085,1a,94.101,2085,1175-1315,
KC125557,1,94.724,2085,1a,94.436,2085,1175-1315,
KC125558,1,90.887,2085,1a,91.127,2085,1175-1315,
KC125559,1,91.655,2085,1a,92.086,2085,1175-1315,
KC125560,1,92.326,2085,1a,92.710,2085,1175-1315,
KC125561,1,91.894,2085,1a,92.662,2085,1175-1315,
KC125562,1,92.902,2085,1a,93.141,2085,1175-1315,
KC125563,1,92.710,2085,1a,93.141,2085,1175-1315,
KC125564,1,91.031,2085,1a,91.751,2085,1175-1315,
KC125565,1,95.156,2085,1a,95.060,2085,1175-1315,
KC125566,1,94.868,2085,1a,94.820,2085,1175-1315,
KC125567,1,90.264,2085,1a,90.791,2085,1175-1315,
KC125568,1,94.149,2085,1a,94.197,2085,1175-1315,
KC125569,1,92.614,2085,1a,92.998,2085,1175-1315,
KC125570,1,91.079,2085,1a,91.751,2085,1175-1315,
KC125571,1,92.086,2085,1a,92.278,2085,1175-1315,
KC125572,1,92.902,2085,1a,92.806,2085,1175-1315,
KC125573,1,95.012,2085,1a,94.820,2085,1175-1315,
KC125574,1,94.628,2085,1a,95.252,2085,1175-1315,
KC125575,1,94.149,2085,1a,94.532,2085,1175-1315,
KC125576,1,93.957,2085,1a,94.245,2085,1175-1315,
KC125577,1,95.300,2085,1a,96.163,2085,1175-1315,
KC125578,1,92.950,2085,1a,93.765,2085,1175-1315,
KC125579,1,94.245,2085,1a,94.820,2085,1175-1315,
KC125580,1,93.621,2085,1a,94.628,2085,1175-1315,
KC125581,1,96.163,2085,1a,95.875,2085,1175-1315,
KC125582,1,92.038,2085,1a,92.470,2085,1175-1315,
KC125583,1,93.957,2085,1a,94.341,2085,1175-1315,
KC125584,1,93.909,2085,1a,95.060,2085,1175-1315,
KC125585,1,92.038,2085,1a,92.950,2085,1175-1315,
KC125586,1,93.717,2085,1a,93.957,2085,1175-1315,
KC125587,1,93.957,2085,1a,94.388,2085,1175-1315,
KC125588,1,94.436,2085,1a,94.772,2085,1175-1315,
KC125589,1,92.950,2085,1a,93.237,2085,1175-1315,
KC125590,1,93.669,2085,1a,93.573,2085,1175-1315,
KC125591,1,92.854,2085,1a,93.669,2085,1175-1315,
KC125592,1,91.271,2085,1a,91.751,2085,1175-1315,
KC125593,1,92.566,2085,1a,92.758,2085,1175-1315,
KC125594,1,92.662,2085,1a,93.141,2085,1175-1315,
KC125595,1,93.285,2085,1a,93.189,2085,1175-1315,
KC125596,1,91.415,2085,1a,91.799,2085,1175-1315,
KC125597,1,91.367,2085,1a,92.038,2085,1175-1315,
KC125598,1,91.894,2085,1a,92.518,2085,1175-1315,
KC125599,1,90.264,2085,1a,90.983,2085,1175-1315,
KC125600,1,93.813,2085,1a,94.580,2085,1175-1315,
KC125601,1,93.909,2085,1a,94.628,2085,1175-1315,
KC125602,1,91.175,2085,1a,91.175,2085,1175-1315,
KC125603,1,91.847,2085,1a,92.038,2085,1175-1315,
KC125604,1,94.580,2085,1a,94.916,2085,1175-1315,
KC125605,1,94.820,2085,1a,94.532,2085,1175-1315,
KC125606,1,91.655,2085,1a,92.230,2085,1175-1315,
KC125607,1,92.230,2085,1a,92.470,2085,1175-1315,
KC125608,1,93.285,2085,1a,92.998,2085,1175-1315,
KC125609,1,91.799,2085,1a,92.518,2085,1175-1315,
KC125610,1,91.415,2085,1a,91.847,2085,1175-1315,
KC125611,1,92.326,2085,1a,92.902,2085,1175-1315,
KC125612,1,91.703,2085,1a,92.278,2085,1175-1315,
KC125613,1,94.245,2085,1a,95.204,2085,1175-1315,
KC125614,1,91.942,2085,1a,92.086,2085,1175-1315,
KC125615,1,94.149,2085,1a,94.628,2085,1175-1315,
KC125616,1,94.149,2085,1a,94.820,2085,1175-1315,
KC125617,1,92.806,2085,1a,92.998,2085,1175-1315,
KC125618,1,93.717,2085,1a,94.724,2085,1175-1315,
KC125619,1,94.053,2085,1a,93.861,2085,1175-1315,
KC125620,1,94.149,2085,1a,94.005,2085,1175-1315,
KC125621,1,96.259,2085,1a,95.875,2085,1175-1315,
KC125622,1,91.990,2085,1a,92.422,2085,1175-1315,
KC125623,1,93.861,2085,1a,94.245,2085,1175-1315,
KC125624,1,92.422,2085,1a,92.998,2085,1175-1315,
KC125625,1,94.101,2085,1a,94.101,2085,1175-1315,
KC125626,1,91.223,2085,1a,91.751,2085,1175-1315,
KC125627,1,93.333,2085,1a,94.628,2085,1175-1315,
KC125628,1,95.875,2085,1a,95.492,2085,1175-1315,
KC125629,1,93.669,2085,1a,94.005,2085,1175-1315,
KC125630,1,93.957,2085,1a,95.012,2085,1175-1315,
KC125631,1,93.381,2085,1a,93.717,2085,1175-1315,
KC125632,1,94.341,2085,1a,95.060,2085,1175-1315,
KC125633,1,94.197,2085,1a,94.005,2085,1175-1315,
KC125634,1,94.724,2085,1a,94.676,2085,1175-1315,
KC125635,1,95.348,2085,1a,95.396,2085,1175-1315,
KC125636,1,94.484,2085,1a,94.293,2085,1175-1315,
KC125637,1,95.396,2085,1a,95.396,2085,1175-1315,
KC125638,1,94.341,2085,1a,95.108,2085,1175-1315,
KC125639,1,92.422,2085,1a,93.381,2085,1175-1315,
KC125640,1,94.053,2085,1a,94.293,2085,1175-1315,
KC125641,1,94.532,2085,1a,94.964,2085,1175-1315,
KC125642,1,91.511,2085,1a,92.134,2085,1175-1315,
KC125643,1,91.607,2085,1a,91.990,2085,1175-1315,
KC125644,1,94.245,2085,1a,94.388,2085,1175-1315,
KC125645,1,91.847,2085,1a,92.470,2085,1175-1315,
KC125646,1,94.341,2085,1a,94.484,2085,1175-1315,
KC125647,1,93.909,2085,1a,94.820,2085,1175-1315,
KC125648,1,93.333,2085,1a,93.094,2085,1175-1315,
KC125649,1,91.367,2085,1a,92.182,2085,1175-1315,
KC125650,1,92.230,2085,1a,92.614,2085,1175-1315,
KC125651,1,91.031,2085,1a,91.703,2085,1175-1315,
KC125652,1,91.990,2085,1a,92.758,2085,1175-1315,
KC125653,1,93.477,2085,1a,94.101,2085,1175-1315,
KC125654,1,92.134,2085,1a,92.470,2085,1175-1315,
KC125655,1,91.463,2085,1a,91.942,2085,1175-1315,
KC125656,1,94.053,2085,1a,94.484,2085,1175-1315,
KC125657,1,91.607,2085,1a,92.038,2085,1175-1315,
KC125658,1,92.038,2085,1a,92.230,2085,1175-1315,
KC125659,1,91.463,2085,1a,91.799,2085,1175-1315,
KC125660,1,92.374,2085,1a,92.902,2085,1175-1315,
KC125661,1,90.552,2085,1a,90.552,2085,1175-1315,
KC125662,1,91.655,2085,1a,91.942,2085,1175-1315,
KC125663,1,91.175,2085,1a,91.559,2085,1175-1315,
KC125664,1,92.038,2085,1a,92.134,2085,1175-1315,
KC125665,1,91.847,2085,1a,92.134,2085,1175-1315,
KC125666,1,91.799,2085,1a,92.422,2085,1175-1315,
KC125667,1,95.300,2085,1a,95.060,2085,1175-1315,
KC125668,1,96.067,2085,1a,95.779,2085,1175-1315,
KC125669,1,92.278,2085,1a,92.614,2085,1175-1315,
KC125670,1,93.094,2085,1a,93.237,2085,1175-1315,
KC125671,1,93.573,2085,1a,93.765,2085,1175-1315,
KC125672,1,90.743,2085,1a,90.839,2085,1175-1315,
KC125673,1,91.703,2085,1a,91.655,2085,1175-1315,
KC125674,1,91.799,2085,1a,92.374,2085,1175-1315,
KC125675,1,93.669,2085,1a,93.573,2085,1175-1315,
KC125676,1,91.751,2085,1a,92.518,2085,1175-1315,
KC125677,1,93.813,2085,1a,94.005,2085,1175-1315,
KC125678,1,91.799,2085,1a,92.182,2085,1175-1315,
KC125679,1,92.470,2085,1a,92.662,2085,1175-1315,
KC125680,1,90.743,2085,1a,91.607,2085,1175-1315,
KC125681,1,93.189,2085,1a,93.477,2085,1175-1315,
KC125682,1,94.053,2085,1a,94.772,2085,1175-1315,
KC125683,1,91.463,2085,1a,91.799,2085,1175-1315,
KC125684,1,90.935,2085,1a,91.415,2085,1175-1315,
KC125685,1,91.655,2085,1a,92.038,2085,1175-1315,
KC125686,1,93.861,2085,1a,93.909,2085,1175-1315,
KC125687,1,94.484,2085,1a,94.964,2085,1175-1315,
KC125688,1,93.285,2085,1a,93.669,2085,1175-1315,
KC125689,1,91.175,2085,1a,91.703,2085,1175-1315,
KC125690,1,91.079,2085,1a,91.415,2085,1175-1315,
KC125691,1,90.787,2084,1a,91.267,2084,1175-1315,
KC125692,1,80.767,2085,1a,80.537,2086,1175-1315,
KC125693,1,91.703,2085,1a,92.278,2085,1175-1315,
KC125694,1,96.115,2085,1a,95.731,2085,1175-1315,
KC125695,1,90.887,2085,1a,91.319,2085,1175-1315,
KC125696,1,91.799,2085,1a,92.374,2085,1175-1315,
KC125697,1,91.271,2085,1a,91.655,2085,1175-1315,
KC125698,1,92.038,2085,1a,92.470,2085,1175-1315,
KC125699,1,94.628,2085,1a,94.964,2085,1175-1315,
KC125700,1,91.367,2085,1a,91.942,2085,1175-1315,
KC125701,1,94.149,2085,1a,95.492,2085,1175-1315,
KC125702,1,92.086,2085,1a,92.662,2085,1175-1315,
KC125703,1,91.847,2085,1a,91.990,2085,1175-1315,
KC125704,1,93.573,2085,1a,93.861,2085,1175-1315,
KC125705,1,92.230,2085,1a,92.422,2085,1175-1315,
KC125706,1,91.127,2085,1a,91.463,2085,1175-1315,
KC125707,1,95.588,2085,1a,95.300,2085,1175-1315,
KC125708,1,94.053,2085,1a,94.820,2085,1175-1315,
KC125709,1,91.751,2085,1a,92.038,2085,1175-1315,
KC125710,1,92.230,2085,1a,93.046,2085,1175-1315,
KC125711,1,93.909,2085,1a,94.197,2085,1175-1315,
KC125712,1,94.532,2085,1a,95.012,2085,1175-1315,
KC125713,1,91.367,2085,1a,91.703,2085,1175-1315,
KC125714,1,91.990,2085,1a,92.230,2085,1175-1315,
KC125715,1,95.540,2085,1a,95.588,2085,1175-1315,
KC125716,1,91.079,2085,1a,91.799,2085,1175-1315,
KC125717,1,91.942,2085,1a,92.326,2085,1175-1315,
KC125718,1,91.655,2085,1a,91.463,2085,1175-1315,
KC125719,1,91.559,2085,1a,92.230,2085,1175-1315,
KC125720,1,93.477,2085,1a,94.053,2085,1175-1315,
KC125721,1,94.436,2085,1a,95.012,2085,1175-1315,
KC125722,1,91.511,2085,1a,91.751,2085,1175-1315,
KC125723,1,93.909,2085,1a,94.436,2085,1175-1315,
KC125724,1,93.717,2085,1a,94.101,2085,1175-1315,
KC125725,1,92.710,2085,1a,92.854,2085,1175-1315,
KC125726,1,92.470,2085,1a,92.806,2085,1175-1315,
KC125727,1,94.532,2085,1a,95.060,2085,1175-1315,
KC125728,1,95.635,2085,1a,95.444,2085,1175-1315,
KC125729,1,92.278,2085,1a,92.854,2085,1175-1315,
KC125730,1,92.278,2085,1a,92.470,2085,1175-1315,
KC125731,1,92.038,2085,1a,92.614,2085,1175-1315,
KC125732,1,94.149,2085,1a,94.628,2085,1175-1315,
KC125733,1,91.894,2085,1a,92.182,2085,1175-1315,
KC125734,1,91.655,2085,1a,91.990,2085,1175-1315,
KC125735,1,94.436,2085,1a,94.676,2085,1175-1315,
KC125736,1,92.710,2085,1a,92.710,2085,1175-1315,
KC125737,1,91.367,2085,1a,91.751,2085,1175-1315,
KC125738,1,80.699,2088,1b,90.547,2084,1175-1315,
KC125739,1,92.422,2085,1a,92.806,2085,1175-1315,
KC125740,1,92.182,2085,1a,92.902,2085,1175-1315,
KC125741,1,94.628,2085,1a,95.204,2085,1175-1315,
KC125742,1,93.285,2085,1a,92.902,2085,1175-1315,
KC125743,1,94.388,2085,1a,94.197,2085,1175-1315,
KC125744,1,93.669,2085,1a,94.820,2085,1175-1315,
KC125745,1,92.182,2085,1a,92.662,2085,1175-1315,
KC125746,1,93.717,2085,1a,94.484,2085,1175-1315,
KC125747,1,93.381,2085,1a,93.429,2085,1175-1315,
KC125748,1,94.580,2085,1a,96.499,2085,1175-1315,
KC125749,1,91.990,2085,1a,92.326,2085,1175-1315,
KC125750,1,94.676,2085,1a,94.532,2085,1175-1315,
KC125751,1,94.628,2085,1a,95.923,2085,1175-1315,
KC125752,1,92.326,2085,1a,92.518,2085,1175-1315,
KC125753,1,94.293,2085,1a,94.101,2085,1175-1315,
KC125754,1,94.005,2085,1a,93.765,2085,1175-1315,
KC125755,1,94.676,2085,1a,96.259,2085,1175-1315,
KC125756,1,92.662,2085,1a,93.429,2085,1175-1315,
KC125757,1,91.559,2085,1a,92.662,2085,1175-1315,
KC125758,1,93.285,2085,1a,93.573,2085,1175-1315,
KC125759,1,91.894,2085,1a,92.278,2085,1175-1315,
KC125760,1,93.717,2085,1a,94.245,2085,1175-1315,
KC125761,1,91.607,2085,1a,92.134,2085,1175-1315,
KC125762,1,93.861,2085,1a,94.436,2085,1175-1315,
KC125763,1,93.477,2085,1a,94.101,2085,1175-1315,
KC125764,1,94.964,2085,1a,94.820,2085,1175-1315,
KC125765,1,91.942,2085,1a,92.518,2085,1175-1315,
KC125766,1,91.894,2085,1a,92.278,2085,1175-1315,
KC125767,1,91.894,2085,1a,92.134,2085,1175-1315,
KC125768,1,90.312,2085,1a,90.935,2085,1175-1315,
KC125769,1,91.223,2085,1a,92.134,2085,1175-1315,
KC125770,1,92.326,2085,1a,92.518,2085,1175-1315,
KC125771,1,94.293,2085,1a,94.101,2085,1175-1315,
KC125772,1,91.223,2085,1a,91.559,2085,1175-1315,
KC125773,1,93.189,2085,1a,94.964,2085,1175-1315,
KC125774,1,91.271,2085,1a,91.847,2085,1175-1315,
KC125775,1,92.422,2085,1a,92.422,2085,1175-1315,
KC125776,1,93.765,2085,1a,94.676,2085,1175-1315,
KC125777,1,93.909,2085,1a,94.149,2085,1175-1315,
KC125778,1,94.053,2085,1a,94.724,2085,1175-1315,
KC125779,1,94.724,2085,1a,94.868,2085,1175-1315,
KC125780,1,92.518,2085,1a,92.710,2085,1175-1315,
KC125781,1,94.724,2085,1a,94.916,2085,1175-1315,
KC125782,1,91.175,2085,1a,91.799,2085,1175-1315,
KC125783,1,94.149,2085,1a,94.053,2085,1175-1315,
KC125784,1,91.463,2085,1a,91.559,2085,1175-1315,
KC125785,1,93.909,2085,1a,94.005,2085,1175-1315,
KC125786,1,93.957,2085,1a,94.341,2085,1175-1315,
KC125787,1,91.847,2085,1a,92.374,2085,1175-1315,
KC125788,1,91.990,2085,1a,92.182,2085,1175-1315,
KC125789,1,93.957,2085,1a,93.957,2085,1175-1315,
KC125790,1,93.861,2085,1a,94.245,2085,1175-1315,
KC125791,1,91.607,2085,1a,92.326,2085,1175-1315,
KC125792,1,91.559,2085,1a,91.847,2085,1175-1315,
KC125793,1,91.799,2085,1a,92.182,2085,1175-1315,
KC125794,1,93.813,2085,1a,94.197,2085,1175-1315,
KC125795,1,94.293,2085,1a,94.053,2085,1175-1315,
KC125796,1,91.223,2085,1a,91.990,2085,1175-1315,
KC125797,1,91.271,2085,1a,91.751,2085,1175-1315,
KC125798,1,93.094,2085,1a,93.046,2085,1175-1315,
KC125799,1,94.149,2085,1a,94.676,2085,1175-1315,
KC125800,1,91.175,2085,1a,91.415,2085,1175-1315,
KC125801,1,90.695,2085,1a,91.031,2085,1175-1315,
KC125802,1,91.367,2085,1a,91.799,2085,1175-1315,
KC125803,1,94.293,2085,1a,95.204,2085,1175-1315,
KC125804,1,92.806,2085,1a,93.094,2085,1175-1315,
KC125805,1,93.813,2085,1a,93.957,2085,1175-1315,
KC125806,1,91.319,2085,1a,91.655,2085,1175-1315,
KC125807,1,93.477,2085,1a,93.189,2085,1175-1315,
KC125808,1,94.916,2085,1a,95.156,2085,1175-1315,
KC125809,1,90.743,2085,1a,90.695,2085,1175-1315,
KC125810,1,93.957,2085,1a,95.012,2085,1175-1315,
KC125811,1,93.621,2085,1a,94.484,2085,1175-1315,
KC125812,1,92.902,2085,1a,94.053,2085,1175-1315,
KC125813,1,89.736,2085,1a,90.024,2085,1175-1315,
KC125814,1,91.223,2085,1a,91.751,2085,1175-1315,
KC125815,1,91.271,2085,1a,91.559,2085,1175-1315,
KC125816,1,91.511,2085,1a,91.894,2085,1175-1315,
KC125817,1,93.669,2085,1a,94.101,2085,1175-1315,
KC125818,1,91.894,2085,1a,92.326,2085,1175-1315,
KC125819,1,91.894,2085,1a,92.470,2085,1175-1315,
KC125820,1,94.197,2085,1a,94.580,2085,1175-1315,
KC125821,1,94.532,2085,1a,94.532,2085,1175-1315,
KC125822,1,91.607,2085,1a,92.038,2085,1175-1315,
KC125823,1,93.717,2085,1a,93.909,2085,1175-1315,
KC125824,1,89.976,2085,1a,90.120,2085,1175-1315,
KC125825,1,92.134,2085,1a,92.326,2085,1175-1315,
KC125826,1,91.607,2085,1a,92.134,2085,1175-1315,
KC125827,1,94.434,2084,1a,94.290,2084,1175-1315,
KC125828,1,93.429,2085,1a,95.108,2085,1175-1315,
KC125829,1,90.408,2085,1a,90.360,2085,1175-1315,
KC125830,1,91.894,2085,1a,92.566,2085,1175-1315,
KC125831,1,91.990,2085,1a,91.942,2085,1175-1315,
KC125832,1,94.436,2085,1a,94.772,2085,1175-1315,
KC125833,1,94.005,2085,1a,94.436,2085,1175-1315,
KC125834,1,91.271,2085,1a,91.799,2085,1175-1315,
KC125835,1,92.326,2085,1a,92.950,2085,1175-1315,
KC125836,1,95.060,2085,1a,95.348,2085,1175-1315,
KC125837,1,95.156,2085,1a,95.012,2085,1175-1315,
KC125838,1,93.333,2085,1a,93.573,2085,1175-1315,
KC125839,1,93.765,2085,1a,93.669,2085,1175-1315,
KC125840,1,91.990,2085,1a,92.566,2085,1175-1315,
KC125841,1,94.101,2085,1a,94.436,2085,1175-1315,
KC125842,1,92.422,2085,1a,92.998,2085,1175-1315,
KC125843,1,95.156,2085,1a,94.964,2085,1175-1315,
KC125844,1,94.149,2085,1a,94.436,2085,1175-1315,
KC125845,1,93.621,2085,1a,93.333,2085,1175-1315,
KC125846,1,94.005,2085,1a,93.717,2085,1175-1315,
KC125847,1,94.341,2085,1a,94.868,2085,1175-1315,
KC125848,1,91.894,2085,1a,92.566,2085,1175-1315,
KC125849,1,95.588,2085,1a,95.300,2085,1175-1315,
KC125850,1,91.559,2085,1a,92.278,2085,1175-1315,
KC125851,1,92.134,2085,1a,92.614,2085,1175-1315,
KC125852,1,92.854,2085,1a,93.094,2085,1175-1315,
KC125853,1,93.525,2085,1a,94.053,2085,1175-1315,
KC125854,1,91.415,2085,1a,91.894,2085,1175-1315,
KC125855,1,94.005,2085,1a,94.245,2085,1175-1315,
KC125856,1,94.245,2085,1a,94.532,2085,1175-1315,
KC125857,1,94.820,2085,1a,94.916,2085,1175-1315,
KC125858,1,92.470,2085,1a,92.854,2085,1175-1315,
KC125859,1,94.197,2085,1a,94.916,2085,1175-1315,
KC125860,1,94.005,2085,1a,93.909,2085,1175-1315,
KC125861,1,93.525,2085,1a,93.477,2085,1175-1315,
KC125862,1,92.038,2085,1a,91.942,2085,1175-1315,
KC125863,1,94.101,2085,1a,94.388,2085,1175-1315,
KC125864,1,94.964,2085,1a,94.868,2085,1175-1315,
KC125865,1,93.957,2085,1a,95.300,2085,1175-1315,
KC125866,1,94.868,2085,1a,94.868,2085,1175-1315,
KC125867,1,91.703,2085,1a,91.894,2085,1175-1315,
KC125868,1,94.484,2085,1a,94.724,2085,1175-1315,
KC125869,1,94.484,2085,1a,95.252,2085,1175-1315,
KC125870,1,92.278,2085,1a,92.470,2085,1175-1315,
KC125871,1,95.348,2085,1a,95.060,2085,1175-1315,
KC125872,1,94.628,2085,1a,94.772,2085,1175-1315,
KC125873,1,93.381,2085,1a,93.477,2085,1175-1315,
KC125874,1,91.223,2085,1a,91.799,2085,1175-1315,
KC125875,1,91.894,2085,1a,92.614,2085,1175-1315,
KC125876,1,90.647,2085,1a,91.271,2085,1175-1315,
KC125877,1,95.012,2085,1a,94.724,2085,1175-1315,
KC125878,1,91.031,2085,1a,91.223,2085,1175-1315,
KC125879,1,91.175,2085,1a,91.271,2085,1175-1315,
KC125880,1,93.141,2085,1a,93.861,2085,1175-1315,
KC125881,1,91.319,2085,1a,91.511,2085,1175-1315,
KC125882,1,92.902,2085,1a,92.950,2085,1175-1315,
KC125883,1,90.887,2085,1a,91.463,2085,1175-1315,
KC125884,1,91.223,2085,1a,91.894,2085,1175-1315,
KC125885,1,93.861,2085,1a,94.005,2085,1175-1315,
KC125886,1,94.005,2085,1a,94.101,2085,1175-1315,
KC125887,1,95.252,2085,1a,95.396,2085,1175-1315,
KC125888,1,92.086,2085,1a,92.374,2085,1175-1315,
KC125889,1,94.676,2085,1a,94.676,2085,1175-1315,
KC125890,1,95.204,2085,1a,95.108,2085,1175-1315,
KC125891,1,91.511,2085,1a,92.086,2085,1175-1315,
KC125892,1,93.046,2085,1a,93.525,2085,1175-1315,
KC125893,1,91.367,2085,1a,91.847,2085,1175-1315,
KC125894,1,91.031,2085,1a,91.031,2085,1175-1315,
KC125895,1,94.628,2085,1a,95.396,2085,1175-1315,
KC125896,1,93.813,2085,1a,93.669,2085,1175-1315,
KC125897,1,92.710,2085,1a,92.758,2085,1175-1315,
KC125898,1,92.134,2085,1a,92.566,2085,1175-1315,
KC125899,1,95.923,2085,1a,95.683,2085,1175-1315,
KC125900,1,94.724,2085,1a,94.484,2085,1175-1315,
KC125901,1,95.108,2085,1a,94.724,2085,1175-1315,
KC125902,1,93.669,2085,1a,94.580,2085,1175-1315,
KC125903,1,94.197,2085,1a,96.067,2085,1175-1315,
KC125904,1,92.182,2085,1a,92.566,2085,1175-1315,
KC125905,1,93.429,2085,1a,94.341,2085,1175-1315,
KC125906,1,93.189,2085,1a,93.237,2085,1175-1315,
KC125907,1,91.751,2085,1a,92.518,2085,1175-1315,
KC125908,1,95.540,2085,1a,95.108,2085,1175-1315,
KC125909,1,95.204,2085,1a,95.156,2085,1175-1315,
KC125910,1,94.149,2085,1a,94.916,2085,1175-1315,
KC125911,1,92.422,2085,1a,93.046,2085,1175-1315,
KC125912,1,94.532,2085,1a,94.820,2085,1175-1315,
KC125913,1,95.252,2085,1a,94.916,2085,1175-1315,
KC125914,1,93.477,2085,1a,93.285,2085,1175-1315,
KC125915,1,91.415,2085,1a,92.038,2085,1175-1315,
KC125916,1,93.669,2085,1a,94.053,2085,1175-1315,
KC125917,1,94.580,2085,1a,94.245,2085,1175-1315,
