Accession,PerGeneSubtype,FullGenomeSubtype,CometPerGeneSubtype,CometFullGenomeSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
KC124046,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124047,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124048,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124050,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124051,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124052,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124053,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124055,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124056,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124057,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124058,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124059,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124060,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124061,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124063,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124064,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124065,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124066,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124067,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124068,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124069,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124070,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124073,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124074,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124075,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124076,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124077,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124081,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124082,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124086,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124087,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124088,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124089,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124090,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124091,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124095,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124096,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124098,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124099,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124101,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124106,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124107,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124109,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124111,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124112,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124113,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124114,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124115,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124117,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124118,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124119,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124120,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124122,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124123,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124125,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124126,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124127,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124128,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124129,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124130,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124131,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124132,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124133,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124134,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124136,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124137,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124139,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124141,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124142,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124144,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124145,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124146,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124147,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124148,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124151,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124153,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124154,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124159,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124160,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124162,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124163,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124164,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124165,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124166,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124168,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124169,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124171,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124172,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124174,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124176,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124177,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124178,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124179,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124180,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124181,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124182,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124183,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124184,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124186,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124187,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124188,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124190,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124191,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124192,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124194,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124195,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124196,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124198,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124199,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124200,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124201,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124202,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124204,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124206,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124209,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124210,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124212,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124213,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124214,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124217,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124218,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124219,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124220,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124221,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124224,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124225,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124226,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124228,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124229,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124230,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124231,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124232,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124233,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124234,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124236,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124237,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124238,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124241,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124242,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124243,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124245,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124246,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124247,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124249,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124251,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124253,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124254,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124255,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124258,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124259,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124260,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124262,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124263,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124265,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124267,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124269,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124271,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124272,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124273,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124275,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124276,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124278,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124279,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124282,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124283,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124285,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124286,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124287,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124288,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124289,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124290,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124292,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124294,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124296,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124297,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124298,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124299,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124300,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124301,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124303,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124304,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124306,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124307,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124309,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124312,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124314,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124315,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124316,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124317,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124318,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124319,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124320,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124322,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124326,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124329,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124330,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124331,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124332,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124333,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124334,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124335,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124336,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124337,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124338,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124341,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124343,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124344,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124345,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124346,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124347,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124349,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124350,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124351,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124352,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124353,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124354,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124355,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124356,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124357,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124359,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124362,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124363,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124364,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124365,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124367,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124368,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124370,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124372,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124373,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124374,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124375,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124377,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124378,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124380,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124381,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124384,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124385,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124386,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124388,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124390,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124391,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124393,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124394,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124395,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124396,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124397,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124399,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124401,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124402,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124403,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124405,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124406,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124407,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124408,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124409,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124411,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124414,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124415,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124416,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124418,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124419,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124421,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124422,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124423,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124424,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124425,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124426,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124427,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124428,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124429,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124431,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124432,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124433,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124434,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124435,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124436,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124438,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124440,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124441,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124442,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124443,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124444,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124445,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124446,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124452,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124453,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124454,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124455,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124456,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124457,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124460,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124461,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124462,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124463,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124464,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124465,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124466,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124467,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124468,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124469,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124472,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124473,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124476,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124478,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124479,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124480,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124481,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124482,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124483,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124484,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124485,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124489,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124490,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124492,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124494,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124495,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124496,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124497,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124498,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124499,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124500,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124501,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124502,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124505,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124506,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124507,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124509,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124511,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124512,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124513,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124516,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124517,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124518,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124519,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124520,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124521,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124524,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124525,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124526,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124528,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124529,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124531,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124532,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124533,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124534,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124536,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124537,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124538,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124539,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124541,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124542,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124543,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124544,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124545,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124548,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124549,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124551,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124553,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124555,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124556,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124557,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124558,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124560,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124561,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124562,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124563,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124565,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124567,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124568,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124569,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124571,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124572,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124573,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124574,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KC124575,1D,1D,1B,1B,1B,5,,2,1B;1D,AllFiveDisagree
