Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
KC124787,1,1b,1,1b,1,1b,1,1b,1,1b
KC124788,1,1b,1,1b,1,1b,1,1b,1,1b
KC124789,1,1b,1,1b,1,1b,1,1b,1,1b
KC124790,1,1b,1,1b,1,1b,1,1b,1,1b
KC124791,1,1b,1,1b,1,1b,1,1b,1,1b
KC124793,1,1b,1,1b,1,1b,1,1b,1,1b
KC124794,1,1b,1,1b,1,1b,1,1b,1,1b
KC124796,1,1b,1,1b,1,1b,1,1b,1,1b
KC124797,1,1b,1,1b,1,1b,1,1b,1,1b
KC124798,1,1b,1,1b,1,1b,1,1b,1,1b
KC124799,1,1b,1,1b,1,1b,1,1b,1,1b
KC124801,1,1b,1,1b,1,1b,1,1b,1,1b
KC124803,1,1b,1,1b,1,1b,1,1b,1,1b
KC124804,1,1b,1,1b,1,1b,1,1b,1,1b
KC124805,1,1b,1,1b,1,1b,1,1b,1,1b
KC124806,1,1b,1,1b,1,1b,1,1b,1,1b
KC124807,1,1b,1,1b,1,1b,1,1b,1,1b
KC124809,1,1b,1,1b,1,1b,1,1b,1,1b
KC124810,1,1b,1,1b,1,1b,1,1b,1,1b
KC124811,1,1b,1,1b,1,1b,1,1b,1,1b
KC124812,1,1b,1,1b,1,1b,1,1b,1,1b
KC124813,1,1b,1,1b,1,1b,1,1b,1,1b
KC124814,1,1b,1,1b,1,1b,1,1b,1,1b
KC124815,1,1b,1,1b,1,1b,1,1b,1,1b
KC124816,1,1b,1,1b,1,1b,1,1b,1,1b
KC124817,1,1b,1,1b,1,1b,1,1b,1,1b
KC124818,1,1b,1,1b,1,1b,1,1b,1,1b
KC124819,1,1b,1,1b,1,1b,1,1b,1,1b
KC124820,1,1b,1,1b,1,1b,1,1b,1,1b
KC124822,1,1b,1,1b,1,1b,1,1b,1,1b
KC124823,1,1b,1,1b,1,1b,1,1b,1,1b
KC124824,1,1b,1,1b,1,1b,1,1b,1,1b
KC124825,1,1b,1,1b,1,1b,1,1b,1,1b
KC124826,1,1b,1,1b,1,1b,1,1b,1,1b
KC124829,1,1b,1,1b,1,1b,1,1b,1,1b
KC124830,1,1b,1,1b,1,1b,1,1b,1,1b
KC124831,1,1b,1,1b,1,1b,1,1b,1,1b
KC124832,1,1b,1,1b,1,1b,1,1b,1,1b
KC124835,1,1b,1,1b,1,1b,1,1b,1,1b
KC124836,1,1b,1,1b,1,1b,1,1b,1,1b
KC124837,1,1b,1,1b,1,1b,1,1b,1,1b
KC124838,1,1b,1,1b,1,1b,1,1b,1,1b
KC124839,1,1b,1,1b,1,1b,1,1b,1,1b
KC124841,1,1b,1,1b,1,1b,1,1b,1,1b
KC124842,1,1b,1,1b,1,1b,1,1b,1,1b
KC124844,1,1b,1,1b,1,1b,1,1b,1,1b
KC124845,1,1b,1,1b,1,1b,1,1b,1,1b
KC124846,1,1b,1,1b,1,1b,1,1b,1,1b
KC124847,1,1b,1,1b,1,1b,1,1b,1,1b
KC124848,1,1b,1,1b,1,1b,1,1b,1,1b
KC124849,1,1b,1,1b,1,1b,1,1b,1,1b
KC124850,1,1b,1,1b,1,1b,1,1b,1,1b
KC124851,1,1b,1,1b,1,1b,1,1b,1,1b
KC124852,1,1b,1,1b,1,1b,1,1b,1,1b
KC124853,1,1b,1,1b,1,1b,1,1b,1,1b
KC124854,1,1b,1,1b,1,1b,1,1b,1,1b
KC124855,1,1b,1,1b,1,1b,1,1b,1,1b
KC124856,1,1b,1,1b,1,1b,1,1b,1,1b
KC124857,1,1b,1,1b,1,1b,1,1b,1,1b
KC124858,1,1b,1,1b,1,1b,1,1b,1,1b
KC124859,1,1b,1,1b,1,1b,1,1b,1,1b
KC124861,1,1b,1,1b,1,1b,1,1b,1,1b
KC124862,1,1b,1,1b,1,1b,1,1b,1,1b
KC124863,1,1b,1,1b,1,1b,1,1b,1,1b
KC124865,1,1b,1,1b,1,1b,1,1b,1,1b
KC124866,1,1b,1,1b,1,1b,1,1b,1,1b
KC124867,1,1b,1,1b,1,1b,1,1b,1,1b
KC124868,1,1b,1,1b,1,1b,1,1b,1,1b
KC124869,1,1b,1,1b,1,1b,1,1b,1,1b
KC124870,1,1b,1,1b,1,1b,1,1b,1,1b
KC124871,1,1b,1,1b,1,1b,1,1b,1,1b
KC124873,1,1b,1,1b,1,1b,1,1b,1,1b
KC124874,1,1b,1,1b,1,1b,1,1b,1,1b
KC124875,1,1b,1,1b,1,1b,1,1b,1,1b
KC124876,1,1b,1,1b,1,1b,1,1b,1,1b
KC124878,1,1b,1,1b,1,1b,1,1b,1,1b
KC124879,1,1b,1,1b,1,1b,1,1b,1,1b
KC124881,1,1b,1,1b,1,1b,1,1b,1,1b
KC124883,1,1b,1,1b,1,1b,1,1b,1,1b
KC124885,1,1b,1,1b,1,1b,1,1b,1,1b
KC124886,1,1b,1,1b,1,1b,1,1b,1,1b
KC124887,1,1b,1,1b,1,1b,1,1b,1,1b
KC124888,1,1b,1,1b,1,1b,1,1b,1,1b
KC124889,1,1b,1,1b,1,1b,1,1b,1,1b
KC124890,1,1b,1,1b,1,1b,1,1b,1,1b
KC124891,1,1b,1,1b,1,1b,1,1b,1,1b
KC124892,1,1b,1,1b,1,1b,1,1b,1,1b
KC124893,1,1b,1,1b,1,1b,1,1b,1,1b
KC124894,1,1b,1,1b,1,1b,1,1b,1,1b
KC124895,1,1b,1,1b,1,1b,1,1b,1,1b
KC124896,1,1b,1,1b,1,1b,1,1b,1,1b
KC124897,1,1b,1,1b,1,1b,1,1b,1,1b
KC124899,1,1b,1,1b,1,1b,1,1b,1,1b
KC124900,1,1b,1,1b,1,1b,1,1b,1,1b
KC124901,1,1b,1,1b,1,1b,1,1b,1,1b
KC124902,1,1b,1,1b,1,1b,1,1b,1,1b
KC124903,1,1b,1,1b,1,1b,1,1b,1,1b
KC124904,1,1b,1,1b,1,1b,1,1b,1,1b
KC124905,1,1b,1,1b,1,1b,1,1b,1,1b
KC124906,1,1b,1,1b,1,1b,1,1b,1,1b
KC124907,1,1b,1,1b,1,1b,1,1b,1,1b
KC124908,1,1b,1,1b,1,1b,1,1b,1,1b
KC124909,1,1b,1,1b,1,1b,1,1b,1,1b
KC124910,1,1b,1,1b,1,1b,1,1b,1,1b
KC124912,1,1b,1,1b,1,1b,1,1b,1,1b
KC124913,1,1b,1,1b,1,1b,1,1b,1,1b
KC124914,1,1b,1,1b,1,1b,1,1b,1,1b
KC124915,1,1b,1,1b,1,1b,1,1b,1,1b
KC124916,1,1b,1,1b,1,1b,1,1b,1,1b
KC124917,1,1b,1,1b,1,1b,1,1b,1,1b
KC124919,1,1b,1,1b,1,1b,1,1b,1,1b
KC124920,1,1b,1,1b,1,1b,1,1b,1,1b
KC124921,1,1b,1,1b,1,1b,1,1b,1,1b
KC124922,1,1b,1,1b,1,1b,1,1b,1,1b
KC124923,1,1b,1,1b,1,1b,1,1b,1,1b
KC124924,1,1b,1,1b,1,1b,1,1b,1,1b
KC124925,1,1b,1,1b,1,1b,1,1b,1,1b
KC124926,1,1b,1,1b,1,1b,1,1b,1,1b
KC124927,1,1b,1,1b,1,1b,1,1b,1,1b
KC124928,1,1b,1,1b,1,1b,1,1b,1,1b
KC124929,1,1b,1,1b,1,1b,1,1b,1,1b
KC124930,1,1b,1,1b,1,1b,1,1b,1,1b
KC124931,1,1b,1,1b,1,1b,1,1b,1,1b
KC124932,1,1b,1,1b,1,1b,1,1b,1,1b
KC124933,1,1b,1,1b,1,1b,1,1b,1,1b
KC124934,1,1b,1,1b,1,1b,1,1b,1,1b
KC124935,1,1b,1,1b,1,1b,1,1b,1,1b
KC124936,1,1b,1,1b,1,1b,1,1b,1,1b
KC124937,1,1b,1,1b,1,1b,1,1b,1,1b
KC124938,1,1b,1,1b,1,1b,1,1b,1,1b
KC124939,1,1b,1,1b,1,1b,1,1b,1,1b
KC124940,1,1b,1,1b,1,1b,1,1b,1,1b
KC124941,1,1b,1,1b,1,1b,1,1b,1,1b
KC124942,1,1b,1,1b,1,1b,1,1b,1,1b
KC124944,1,1b,1,1b,1,1b,1,1b,1,1b
KC124945,1,1b,1,1b,1,1b,1,1b,1,1b
KC124946,1,1b,1,1b,1,1b,1,1b,1,1b
KC124947,1,1b,1,1b,1,1b,1,1b,1,1b
KC124948,1,1b,1,1b,1,1b,1,1b,1,1b
KC124949,1,1b,1,1b,1,1b,1,1b,1,1b
KC124950,1,1b,1,1b,1,1b,1,1b,1,1b
KC124951,1,1b,1,1b,1,1b,1,1b,1,1b
KC124952,1,1b,1,1b,1,1b,1,1b,1,1b
KC124953,1,1b,1,1b,1,1b,1,1b,1,1b
KC124954,1,1b,1,1b,1,1b,1,1b,1,1b
KC124955,1,1b,1,1b,1,1b,1,1b,1,1b
KC124956,1,1b,1,1b,1,1b,1,1b,1,1b
KC124957,1,1b,1,1b,1,1b,1,1b,1,1b
KC124958,1,1b,1,1b,1,1b,1,1b,1,1b
KC124959,1,1b,1,1b,1,1b,1,1b,1,1b
KC124960,1,1b,1,1b,1,1b,1,1b,1,1b
KC124961,1,1b,1,1b,1,1b,1,1b,1,1b
KC124962,1,1b,1,1b,1,1b,1,1b,1,1b
KC124963,1,1b,1,1b,1,1b,1,1b,1,1b
KC124965,1,1b,1,1b,1,1b,1,1b,1,1b
KC124966,1,1b,1,1b,1,1b,1,1b,1,1b
KC124967,1,1b,1,1b,1,1b,1,1b,1,1b
KC124968,1,1b,1,1b,1,1b,1,1b,1,1b
KC124969,1,1b,1,1b,1,1b,1,1b,1,1b
KC124971,1,1b,1,1b,1,1b,1,1b,1,1b
KC124972,1,1b,1,1b,1,1b,1,1b,1,1b
KC124973,1,1b,1,1b,1,1b,1,1b,1,1b
KC124974,1,1b,1,1b,1,1b,1,1b,1,1b
KC124975,1,1b,1,1b,1,1b,1,1b,1,1b
KC124976,1,1b,1,1b,1,1b,1,1b,1,1b
KC124977,1,1b,1,1b,1,1b,1,1b,1,1b
KC124978,1,1b,1,1b,1,1b,1,1b,1,1b
KC124979,1,1b,1,1b,1,1b,1,1b,1,1b
KC124980,1,1b,1,1b,1,1b,1,1b,1,1b
KC124981,1,1b,1,1b,1,1b,1,1b,1,1b
KC124982,1,1b,1,1b,1,1b,1,1b,1,1b
KC124983,1,1b,1,1b,1,1b,1,1b,1,1b
KC124984,1,1b,1,1b,1,1b,1,1b,1,1b
KC124985,1,1b,1,1b,1,1b,1,1b,1,1b
KC124987,1,1b,1,1b,1,1b,1,1b,1,1b
KC124988,1,1b,1,1b,1,1b,1,1b,1,1b
KC124989,1,1b,1,1b,1,1b,1,1b,1,1b
KC124990,1,1b,1,1b,1,1b,1,1b,1,1b
KC124991,1,1b,1,1b,1,1b,1,1b,1,1b
KC124992,1,1b,1,1b,1,1b,1,1b,1,1b
KC124993,1,1b,1,1b,1,1b,1,1b,1,1b
KC124994,1,1b,1,1b,1,1b,1,1b,1,1b
KC124995,1,1b,1,1b,1,1b,1,1b,1,1b
KC124996,1,1b,1,1b,1,1b,1,1b,1,1b
KC124997,1,1b,1,1b,1,1b,1,1b,1,1b
KC124998,1,1b,1,1b,1,1b,1,1b,1,1b
KC124999,1,1b,1,1b,1,1b,1,1b,1,1b
KC125000,1,1b,1,1b,1,1b,1,1b,1,1b
KC125001,1,1b,1,1b,1,1b,1,1b,1,1b
KC125002,1,1b,1,1b,1,1b,1,1b,1,1b
KC125003,1,1b,1,1b,1,1b,1,1b,1,1b
KC125004,1,1b,1,1b,1,1b,1,1b,1,1b
KC125005,1,1b,1,1b,1,1b,1,1b,1,1b
KC125006,1,1b,1,1b,1,1b,1,1b,1,1b
KC125007,1,1b,1,1b,1,1b,1,1b,1,1b
KC127119,1,1a,1,1a,1,1a,1,1a,1,1a
KC127120,1,1a,1,1a,1,1a,1,1a,1,1a
KC127121,1,1a,1,1a,1,1a,1,1a,1,1a
KC127122,1,1a,1,1a,1,1a,1,1a,1,1a
KC127123,1,1a,1,1a,1,1a,1,1a,1,1a
KC127124,1,1a,1,1a,1,1a,1,1a,1,1a
KC127125,1,1a,1,1a,1,1a,1,1a,1,1a
KC127126,1,1a,1,1a,1,1a,1,1a,1,1a
KC127127,1,1a,1,1a,1,1a,1,1a,1,1a
KC127128,1,1a,1,1a,1,1a,1,1a,1,1a
KC127129,1,1a,1,1a,1,1a,1,1a,1,1a
KC127130,1,1a,1,1a,1,1a,1,1a,1,1a
KC127131,1,1a,1,1a,1,1a,1,1a,1,1a
KC127132,1,1a,1,1a,1,1a,1,1a,1,1a
KC127133,1,1a,1,1a,1,1a,1,1a,1,1a
KC127134,1,1a,1,1a,1,1a,1,1a,1,1a
KC127135,1,1a,1,1a,1,1a,1,1a,1,1a
KC127136,1,1a,1,1a,1,1a,1,1a,1,1a
KC127138,1,1a,1,1a,1,1a,1,1a,1,1a
KC127139,1,1a,1,1a,1,1a,1,1a,1,1a
KC127140,1,1a,1,1a,1,1a,1,1a,1,1a
KC127141,1,1a,1,1a,1,1a,1,1a,1,1a
KC127142,1,1a,1,1a,1,1a,1,1a,1,1a
KC127143,1,1a,1,1a,1,1a,1,1a,1,1a
KC127146,1,1a,1,1a,1,1a,1,1a,1,1a
KC127147,1,1a,1,1a,1,1a,1,1a,1,1a
KC127150,1,1a,1,1a,1,1a,1,1a,1,1a
KC127151,1,1a,1,1a,1,1a,1,1a,1,1a
KC127152,1,1a,1,1a,1,1a,1,1a,1,1a
KC127154,1,1a,1,1a,1,1a,1,1a,1,1a
KC127155,1,1a,1,1a,1,1a,1,1a,1,1a
KC127156,1,1a,1,1a,1,1a,1,1a,1,1a
KC127158,1,1a,1,1a,1,1a,1,1a,1,1a
KC127159,1,1a,1,1a,1,1a,1,1a,1,1a
KC127160,1,1a,1,1a,1,1a,1,1a,1,1a
KC127161,1,1a,1,1a,1,1a,1,1a,1,1a
KC127162,1,1a,1,1a,1,1a,1,1a,1,1a
KC127163,1,1a,1,1a,1,1a,1,1a,1,1a
KC127164,1,1a,1,1a,1,1a,1,1a,1,1a
KC127165,1,1a,1,1a,1,1a,1,1a,1,1a
KC127166,1,1a,1,1a,1,1a,1,1a,1,1a
KC127167,1,1a,1,1a,1,1a,1,1a,1,1a
KC127168,1,1a,1,1a,1,1a,1,1a,1,1a
KC127169,1,1a,1,1a,1,1a,1,1a,1,1a
KC127171,1,1a,1,1a,1,1a,1,1a,1,1a
KC127172,1,1a,1,1a,1,1a,1,1a,1,1a
KC127173,1,1a,1,1a,1,1a,1,1a,1,1a
KC127174,1,1a,1,1a,1,1a,1,1a,1,1a
KC127175,1,1a,1,1a,1,1a,1,1a,1,1a
KC127176,1,1a,1,1a,1,1a,1,1a,1,1a
KC127177,1,1a,1,1a,1,1a,1,1a,1,1a
KC127178,1,1a,1,1a,1,1a,1,1a,1,1a
KC127179,1,1a,1,1a,1,1a,1,1a,1,1a
KC127180,1,1a,1,1a,1,1a,1,1a,1,1a
KC127181,1,1a,1,1a,1,1a,1,1a,1,1a
KC127182,1,1a,1,1a,1,1a,1,1a,1,1a
KC127183,1,1a,1,1a,1,1a,1,1a,1,1a
KC127184,1,1a,1,1a,1,1a,1,1a,1,1a
KC127186,1,1a,1,1a,1,1a,1,1a,1,1a
KC127187,1,1a,1,1a,1,1a,1,1a,1,1a
KC127188,1,1a,1,1a,1,1a,1,1a,1,1a
KC127189,1,1a,1,1a,1,1a,1,1a,1,1a
KC127190,1,1a,1,1a,1,1a,1,1a,1,1a
KC127192,1,1a,1,1a,1,1a,1,1a,1,1a
KC127194,1,1a,1,1a,1,1a,1,1a,1,1a
KC127195,1,1a,1,1a,1,1a,1,1a,1,1a
KC127196,1,1a,1,1a,1,1a,1,1a,1,1a
KC127197,1,1a,1,1a,1,1a,1,1a,1,1a
KC127198,1,1a,1,1a,1,1a,1,1a,1,1a
KC127199,1,1a,1,1a,1,1a,1,1a,1,1a
KC127200,1,1a,1,1a,1,1a,1,1a,1,1a
KC127201,1,1a,1,1a,1,1a,1,1a,1,1a
KC127202,1,1a,1,1a,1,1a,1,1a,1,1a
KC127203,1,1a,1,1a,1,1a,1,1a,1,1a
KC127206,1,1a,1,1a,1,1a,1,1a,1,1a
KC127208,1,1a,1,1a,1,1a,1,1a,1,1a
KC127209,1,1a,1,1a,1,1a,1,1a,1,1a
KC127210,1,1a,1,1a,1,1a,1,1a,1,1a
KC127213,1,1a,1,1a,1,1a,1,1a,1,1a
KC127214,1,1a,1,1a,1,1a,1,1a,1,1a
KC127215,1,1a,1,1a,1,1a,1,1a,1,1a
KC127217,1,1a,1,1a,1,1a,1,1a,1,1a
KC127218,1,1a,1,1a,1,1a,1,1a,1,1a
KC127219,1,1a,1,1a,1,1a,1,1a,1,1a
KC127220,1,1a,1,1a,1,1a,1,1a,1,1a
KC127221,1,1a,1,1a,1,1a,1,1a,1,1a
KC127222,1,1a,1,1a,1,1a,1,1a,1,1a
KC127224,1,1a,1,1a,1,1a,1,1a,1,1a
KC127225,1,1a,1,1a,1,1a,1,1a,1,1a
KC127226,1,1a,1,1a,1,1a,1,1a,1,1a
KC127228,1,1a,1,1a,1,1a,1,1a,1,1a
KC127229,1,1a,1,1a,1,1a,1,1a,1,1a
KC127230,1,1a,1,1a,1,1a,1,1a,1,1a
KC127231,1,1a,1,1a,1,1a,1,1a,1,1a
KC127232,1,1a,1,1a,1,1a,1,1a,1,1a
KC127233,1,1a,1,1a,1,1a,1,1a,1,1a
KC127234,1,1a,1,1a,1,1a,1,1a,1,1a
KC127235,1,1a,1,1a,1,1a,1,1a,1,1a
KC127236,1,1a,1,1a,1,1a,1,1a,1,1a
KC127237,1,1a,1,1a,1,1a,1,1a,1,1a
KC127240,1,1a,1,1a,1,1a,1,1a,1,1a
KC127241,1,1a,1,1a,1,1a,1,1a,1,1a
KC127242,1,1a,1,1a,1,1a,1,1a,1,1a
KC127243,1,1a,1,1a,1,1a,1,1a,1,1a
KC127245,1,1a,1,1a,1,1a,1,1a,1,1a
KC127246,1,1a,1,1a,1,1a,1,1a,1,1a
KC127247,1,1a,1,1a,1,1a,1,1a,1,1a
KC127248,1,1a,1,1a,1,1a,1,1a,1,1a
KC127249,1,1a,1,1a,1,1a,1,1a,1,1a
KC127250,1,1a,1,1a,1,1a,1,1a,1,1a
KC127251,1,1a,1,1a,1,1a,1,1a,1,1a
KC127252,1,1a,1,1a,1,1a,1,1a,1,1a
KC127255,1,1a,1,1a,1,1a,1,1a,1,1a
KC127256,1,1a,1,1a,1,1a,1,1a,1,1a
KC127257,1,1a,1,1a,1,1a,1,1a,1,1a
KC127258,1,1a,1,1a,1,1a,1,1a,1,1a
KC127259,1,1a,1,1a,1,1a,1,1a,1,1a
KC127260,1,1a,1,1a,1,1a,1,1a,1,1a
KC127262,1,1a,1,1a,1,1a,1,1a,1,1a
KC127263,1,1a,1,1a,1,1a,1,1a,1,1a
KC127264,1,1a,1,1a,1,1a,1,1a,1,1a
KC127265,1,1a,1,1a,1,1a,1,1a,1,1a
KC127266,1,1a,1,1a,1,1a,1,1a,1,1a
KC127267,1,1a,1,1a,1,1a,1,1a,1,1a
KC127268,1,1a,1,1a,1,1a,1,1a,1,1a
KC127269,1,1a,1,1a,1,1a,1,1a,1,1a
KC127270,1,1a,1,1a,1,1a,1,1a,1,1a
KC127271,1,1a,1,1a,1,1a,1,1a,1,1a
KC127272,1,1a,1,1a,1,1a,1,1a,1,1a
KC127274,1,1a,1,1a,1,1a,1,1a,1,1a
KC127275,1,1a,1,1a,1,1a,1,1a,1,1a
KC127276,1,1a,1,1a,1,1a,1,1a,1,1a
KC127278,1,1a,1,1a,1,1a,1,1a,1,1a
KC127279,1,1a,1,1a,1,1a,1,1a,1,1a
KC127280,1,1a,1,1a,1,1a,1,1a,1,1a
KC127281,1,1a,1,1a,1,1a,1,1a,1,1a
KC127282,1,1a,1,1a,1,1a,1,1a,1,1a
KC127283,1,1a,1,1a,1,1a,1,1a,1,1a
KC127284,1,1a,1,1a,1,1a,1,1a,1,1a
KC127285,1,1a,1,1a,1,1a,1,1a,1,1a
KC127286,1,1a,1,1a,1,1a,1,1a,1,1a
KC127287,1,1a,1,1a,1,1a,1,1a,1,1a
KC127288,1,1a,1,1a,1,1a,1,1a,1,1a
KC127289,1,1a,1,1a,1,1a,1,1a,1,1a
KC127291,1,1a,1,1a,1,1a,1,1a,1,1a
KC127292,1,1a,1,1a,1,1a,1,1a,1,1a
KC127293,1,1a,1,1a,1,1a,1,1a,1,1a
KC127294,1,1a,1,1a,1,1a,1,1a,1,1a
KC127295,1,1a,1,1a,1,1a,1,1a,1,1a
KC127296,1,1a,1,1a,1,1a,1,1a,1,1a
KC127297,1,1a,1,1a,1,1a,1,1a,1,1a
KC127298,1,1a,1,1a,1,1a,1,1a,1,1a
KC127299,1,1a,1,1a,1,1a,1,1a,1,1a
KC127300,1,1a,1,1a,1,1a,1,1a,1,1a
KC127301,1,1a,1,1a,1,1a,1,1a,1,1a
KC127302,1,1a,1,1a,1,1a,1,1a,1,1a
KC127303,1,1a,1,1a,1,1a,1,1a,1,1a
KC127304,1,1a,1,1a,1,1a,1,1a,1,1a
KC127305,1,1a,1,1a,1,1a,1,1a,1,1a
KC127306,1,1a,1,1a,1,1a,1,1a,1,1a
KC127310,1,1a,1,1a,1,1a,1,1a,1,1a
KC127312,1,1a,1,1a,1,1a,1,1a,1,1a
KC127314,1,1a,1,1a,1,1a,1,1a,1,1a
KC127315,1,1a,1,1a,1,1a,1,1a,1,1a
KC127316,1,1a,1,1a,1,1a,1,1a,1,1a
KC127317,1,1a,1,1a,1,1a,1,1a,1,1a
KC127318,1,1a,1,1a,1,1a,1,1a,1,1a
KC127319,1,1a,1,1a,1,1a,1,1a,1,1a
KC127320,1,1a,1,1a,1,1a,1,1a,1,1a
KC127322,1,1a,1,1a,1,1a,1,1a,1,1a
KC127323,1,1a,1,1a,1,1a,1,1a,1,1a
KC127324,1,1a,1,1a,1,1a,1,1a,1,1a
KC127326,1,1a,1,1a,1,1a,1,1a,1,1a
KC127329,1,1a,1,1a,1,1a,1,1a,1,1a
KC127330,1,1a,1,1a,1,1a,1,1a,1,1a
KC127331,1,1a,1,1a,1,1a,1,1a,1,1a
KC127333,1,1a,1,1a,1,1a,1,1a,1,1a
KC127335,1,1a,1,1a,1,1a,1,1a,1,1a
KC127337,1,1a,1,1a,1,1a,1,1a,1,1a
KC127338,1,1a,1,1a,1,1a,1,1a,1,1a
KC127339,1,1a,1,1a,1,1a,1,1a,1,1a
KC127340,1,1a,1,1a,1,1a,1,1a,1,1a
KC127342,1,1a,1,1a,1,1a,1,1a,1,1a
KC127343,1,1a,1,1a,1,1a,1,1a,1,1a
KC127345,1,1a,1,1a,1,1a,1,1a,1,1a
KC127346,1,1a,1,1a,1,1a,1,1a,1,1a
KC127347,1,1a,1,1a,1,1a,1,1a,1,1a
KC127348,1,1a,1,1a,1,1a,1,1a,1,1a
KC127349,1,1a,1,1a,1,1a,1,1a,1,1a
KC127350,1,1a,1,1a,1,1a,1,1a,1,1a
KC127352,1,1a,1,1a,1,1a,1,1a,1,1a
KC127354,1,1a,1,1a,1,1a,1,1a,1,1a
KC127355,1,1a,1,1a,1,1a,1,1a,1,1a
KC127356,1,1a,1,1a,1,1a,1,1a,1,1a
KC127357,1,1a,1,1a,1,1a,1,1a,1,1a
KC127359,1,1a,1,1a,1,1a,1,1a,1,1a
KC127360,1,1a,1,1a,1,1a,1,1a,1,1a
KC127361,1,1a,1,1a,1,1a,1,1a,1,1a
KC127363,1,1a,1,1a,1,1a,1,1a,1,1a
KC127364,1,1a,1,1a,1,1a,1,1a,1,1a
KC127365,1,1a,1,1a,1,1a,1,1a,1,1a
KC127366,1,1a,1,1a,1,1a,1,1a,1,1a
KC127367,1,1a,1,1a,1,1a,1,1a,1,1a
KC127368,1,1a,1,1a,1,1a,1,1a,1,1a
KC127369,1,1a,1,1a,1,1a,1,1a,1,1a
KC127370,1,1a,1,1a,1,1a,1,1a,1,1a
KC127372,1,1a,1,1a,1,1a,1,1a,1,1a
KC127374,1,1a,1,1a,1,1a,1,1a,1,1a
KC127375,1,1a,1,1a,1,1a,1,1a,1,1a
KC127376,1,1a,1,1a,1,1a,1,1a,1,1a
KC127377,1,1a,1,1a,1,1a,1,1a,1,1a
KC127379,1,1a,1,1a,1,1a,1,1a,1,1a
KC127380,1,1a,1,1a,1,1a,1,1a,1,1a
KC127381,1,1a,1,1a,1,1a,1,1a,1,1a
KC127382,1,1a,1,1a,1,1a,1,1a,1,1a
KC127383,1,1a,1,1a,1,1a,1,1a,1,1a
KC127385,1,1a,1,1a,1,1a,1,1a,1,1a
KC127386,1,1a,1,1a,1,1a,1,1a,1,1a
KC127387,1,1a,1,1a,1,1a,1,1a,1,1a
KC127388,1,1a,1,1a,1,1a,1,1a,1,1a
KC127390,1,1a,1,1a,1,1a,1,1a,1,1a
KC127391,1,1a,1,1a,1,1a,1,1a,1,1a
KC127393,1,1a,1,1a,1,1a,1,1a,1,1a
KC127394,1,1a,1,1a,1,1a,1,1a,1,1a
KC127395,1,1a,1,1a,1,1a,1,1a,1,1a
KC127396,1,1a,1,1a,1,1a,1,1a,1,1a
KC127397,1,1a,1,1a,1,1a,1,1a,1,1a
KC127400,1,1a,1,1a,1,1a,1,1a,1,1a
KC127401,1,1a,1,1a,1,1a,1,1a,1,1a
KC127404,1,1a,1,1a,1,1a,1,1a,1,1a
KC127405,1,1a,1,1a,1,1a,1,1a,1,1a
KC127406,1,1a,1,1a,1,1a,1,1a,1,1a
KC127407,1,1a,1,1a,1,1a,1,1a,1,1a
KC127408,1,1a,1,1a,1,1a,1,1a,1,1a
KC127410,1,1a,1,1a,1,1a,1,1a,1,1a
KC127411,1,1a,1,1a,1,1a,1,1a,1,1a
KC127412,1,1a,1,1a,1,1a,1,1a,1,1a
KC127413,1,1a,1,1a,1,1a,1,1a,1,1a
KC127414,1,1a,1,1a,1,1a,1,1a,1,1a
KC127415,1,1a,1,1a,1,1a,1,1a,1,1a
KC127417,1,1a,1,1a,1,1a,1,1a,1,1a
KC127418,1,1a,1,1a,1,1a,1,1a,1,1a
KC127419,1,1a,1,1a,1,1a,1,1a,1,1a
KC127420,1,1a,1,1a,1,1a,1,1a,1,1a
KC127421,1,1a,1,1a,1,1a,1,1a,1,1a
KC127422,1,1a,1,1a,1,1a,1,1a,1,1a
KC127423,1,1a,1,1a,1,1a,1,1a,1,1a
KC127424,1,1a,1,1a,1,1a,1,1a,1,1a
KC127425,1,1a,1,1a,1,1a,1,1a,1,1a
KC127426,1,1a,1,1a,1,1a,1,1a,1,1a
KC127427,1,1a,1,1a,1,1a,1,1a,1,1a
KC127428,1,1a,1,1a,1,1a,1,1a,1,1a
KC127429,1,1a,1,1a,1,1a,1,1a,1,1a
KC127430,1,1a,1,1a,1,1a,1,1a,1,1a
KC127431,1,1a,1,1a,1,1a,1,1a,1,1a
KC127432,1,1a,1,1a,1,1a,1,1a,1,1a
KC127434,1,1a,1,1a,1,1a,1,1a,1,1a
KC127436,1,1a,1,1a,1,1a,1,1a,1,1a
KC127437,1,1a,1,1a,1,1a,1,1a,1,1a
KC127438,1,1a,1,1a,1,1a,1,1a,1,1a
KC127439,1,1a,1,1a,1,1a,1,1a,1,1a
KC127440,1,1a,1,1a,1,1a,1,1a,1,1a
KC127442,1,1a,1,1a,1,1a,1,1a,1,1a
KC127443,1,1a,1,1a,1,1a,1,1a,1,1a
KC127444,1,1a,1,1a,1,1a,1,1a,1,1a
KC127445,1,1a,1,1a,1,1a,1,1a,1,1a
KC127446,1,1a,1,1a,1,1a,1,1a,1,1a
