Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
HM042095,6,6f,6,6f,6,6f,6,6f,6,6f
HM042096,6,6f,6,6f,6,6f,6,6f,6,6f
HM746803,1,1a,1,1a,1,1a,1,1a,1,1a
HM746804,1,1a,1,1a,1,1a,1,1a,1,1a
HM746805,1,1a,1,1a,1,1a,1,1a,1,1a
HM746806,1,1a,1,1a,1,1a,1,1a,1,1a
HM746807,1,1a,1,1a,1,1a,1,1a,1,1a
HM746808,1,1a,1,1a,1,1a,1,1a,1,1a
HM746809,1,1a,1,1a,1,1a,1,1a,1,1a
HM746811,1,1a,1,1a,1,1a,1,1a,1,1a
HM746813,1,1a,1,1a,1,1a,1,1a,1,1a
HM746816,1,1a,1,1a,1,1a,1,1a,1,1a
HM746817,1,1a,1,1a,1,1a,1,1a,1,1a
HM746818,1,1b,1,1b,1,1b,1,1b,1,1b
HM746821,1,1b,1,1b,1,1b,1,1b,1,1b
HM746831,1,1b,1,1b,1,1b,1,1b,1,1b
HM746832,1,1b,1,1b,1,1b,1,1b,1,1b
HM746838,1,1b,1,1b,1,1b,1,1b,1,1b
HM746841,1,1b,1,1b,1,1b,1,1b,1,1b
HM777358,2,2j,2,2j,2,2j,2,2j,2,2j
HM777359,2,2j,2,2j,2,2j,2,2j,2,2j
HQ537007,1,1l,1,1k,1,1b,1,1b,,
HQ537008,4,4v,4,4v,4,4v,4,4v,4,
HQ537009,4,4v,4,4v,4,4v,4,4v,4,
HQ738645,3,3a,3,3a,3,3a,3,3a,3,3a
HQ850278,1,1a,1,1a,1,1a,1,1a,1,
HQ850279,1,1a,1,1a,1,1a,1,1a,1,
HQ850280,1,1a,1,1a,1,1a,1,1a,1,
HQ850281,1,1a,1,1a,1,1a,1,1a,1,
HQ850282,1,1a,1,1a,1,1a,1,1a,1,
HQ850283,1,1a,1,1a,1,1a,1,1a,1,
HQ850284,1,1a,1,1a,1,1a,1,1a,1,
HQ850285,1,1a,1,1a,1,1a,1,1a,1,
HQ850286,1,1a,1,1a,1,1a,1,1a,1,
HQ850287,1,1a,1,1a,1,1a,1,1a,1,
HQ850288,1,1a,1,1a,1,1a,1,1a,1,
HQ850289,1,1a,1,1a,1,1a,1,1a,1,
HQ850290,1,1a,1,1a,1,1a,1,1a,1,
HQ908282,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908284,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908285,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908286,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908287,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908288,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908289,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908290,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908291,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908292,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908293,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908294,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908295,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908296,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908297,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908298,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908299,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908300,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908301,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908302,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908303,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908304,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908305,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908306,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908308,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908309,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908310,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908311,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908312,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908313,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908314,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908315,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908316,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908317,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908318,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908319,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908320,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908321,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908322,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908323,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908324,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908325,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908326,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908327,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908329,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908330,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908331,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908332,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908333,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908334,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908335,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908336,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908337,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908338,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908339,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908340,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908341,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908342,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908343,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908344,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908345,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908346,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908347,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908348,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908349,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908350,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908351,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908352,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908353,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908354,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908355,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908356,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908357,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908358,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908359,1,1b,1,1b,1,1b,1,1b,1,1b
JF509175,3,3a,3,3a,3,3a,3,3a,3,3a
JF509176,3,3a,3,3a,3,3a,3,3a,3,3a
JF509177,3,3a,3,3a,3,3a,3,3a,3,3a
JF735111,2,2m,2,2m,2,2m,2,2m,2,2m
JF735112,2,2u,2,2u,2,2j,2,2a,2,
JF735114,2,2d,2,2d,2,2d,2,2d,2,2d
JF735115,2,2r,2,2r,2,2r,2,2r,2,2r
JF735116,2,2q,2,2q,2,2q,2,2j,2,
JF735117,2,2f,2,2d,2,2j,2,2j,2,
JF735118,2,2q,2,2q,2,2j,2,2k,2,
JF735119,2,2u,2,2u,2,2j,2,2a,2,
JF735120,2,2e,2,2e,2,2e,2,2e,2,2e
JF735121,3,3h,3,3h,3,3h,3,3h,3,3h
JF735122,3,3k,3,3k,3,3k,3,3k,3,3k
JF735123,3,3g,3,3g,3,3g,3,3g,3,3g
JF735126,3,3h,3,3h,3,3h,3,3h,3,3h
JF735127,4,4b,4,4b,4,4a,4,4k,4,
JF735132,4,4q,4,4q,4,4v,4,4v,4,
JF735133,4,4v,4,4v,4,4v,4,4v,4,4q
JF735134,4,4b,4,4b,4,4d,4,4k,4,
JF735135,4,4c,4,4c,4,4a,4,4a,4,
JF735136,4,4s,4,4s,4,4v,,"unassigned_1, 4v-4g",4,
JF735137,4,4a,4,4a,4,4a,4,4a,4,4a
JF735138,4,4b,4,4b,4,4a,4,4k,4,
JN714194,3,3a,3,3a,3,3a,3,3a,3,3a
JQ065709,3,3b,3,3b,3,3b,3,3b,3,3b
JQ717254,3,3a,3,3a,3,3a,3,3a,3,3a
JQ717255,3,3a,3,3a,3,3a,3,3a,3,3a
JQ717256,3,3a,3,3a,3,3a,3,3a,3,3a
JQ717257,3,3a,3,3a,3,3a,3,3a,3,3a
JQ717258,3,3a,3,3a,3,3a,3,3a,3,3a
JQ717259,3,3a,3,3a,3,3a,3,3a,3,3a
JQ717260,3,3a,3,3a,3,3a,3,3a,3,3a
PX290144,4,4f,4,4f,4,4f,4,4f,4,4f
PX376056,1,1l,1,1l,1,1l,1,1l,2,
PX386718,1,1a,1,1a,1,1a,1,1a,1,1a
PX386719,3,3a,3,3a,3,3a,3,3a,3,3a
PX386720,3,3a,3,3a,3,3a,3,3a,3,3a
PX386723,3,3a,3,3a,3,3a,3,3a,3,3a
PX386724,1,1a,1,1a,1,1a,1,1a,1,1a
PX386725,1,1b,1,1b,1,1b,1,1b,1,1b
PX386726,2,2b,2,2b,2,2b,2,2b,2,2b
PX386727,3,3a,3,3a,3,3a,3,3a,3,3a
PX386728,2,2b,2,2b,2,2b,2,2b,2,2b
PX386731,1,1b,1,1b,1,1b,1,1b,1,1b
PX386732,3,3a,3,3a,3,3a,3,3a,3,3a
PX386733,3,3a,3,3a,3,3a,3,3a,3,3a
PX386734,3,3a,3,3a,3,3a,3,3a,3,3a
PX386736,3,3a,3,3a,3,3a,3,3a,3,3a
PX386737,1,1a,1,1a,1,1a,1,1a,1,1a
PX386738,3,3a,3,3a,3,3a,3,3a,3,3a
PX386739,1,1a,1,1a,1,1a,1,1a,1,1a
PX386741,3,3a,3,3a,3,3a,3,3a,3,3a
PX386742,3,3a,3,3a,3,3a,3,3a,3,3a
PX386743,1,1b,1,1b,1,1b,1,1b,1,1b
PX386744,3,3a,3,3a,3,3a,3,3a,3,3a
PX386745,1,1a,1,1a,1,1a,1,1a,1,1a
PX386746,1,1b,1,1b,1,1b,1,1b,1,1b
PX386748,1,1a,1,1a,1,1a,1,1a,1,1a
PX386749,3,3a,3,3a,3,3a,3,3a,3,3a
PX386750,3,3a,3,3a,3,3a,3,3a,3,3a
PX386751,3,3a,3,3a,3,3a,3,3a,3,3a
PX386752,3,3a,3,3a,3,3a,3,3a,3,3a
PX386753,3,3a,3,3a,3,3a,3,3a,3,3a
PX386754,1,1a,1,1a,1,1a,1,1a,1,1a
PX386755,2,2b,2,2b,2,2b,2,2b,2,2b
PX386759,3,3a,3,3a,3,3a,3,3a,3,3a
PX386760,3,3a,3,3a,3,3a,3,3a,3,3a
PX386762,3,3a,3,3a,3,3a,3,3a,3,3a
PX386765,1,1a,1,1a,1,1a,1,1a,1,1a
PX386768,3,3a,3,3a,3,3a,3,3a,3,3a
PX386769,1,1a,1,1a,1,1a,1,1a,1,1a
PX386770,1,1a,1,1a,1,1a,1,1a,1,1a
PX386771,3,3a,3,3a,3,3a,3,3a,3,3a
PX386774,1,1a,1,1a,1,1a,1,1a,1,1a
PX386775,1,1a,1,1a,1,1a,1,1a,1,1a
PX386776,3,3a,3,3a,3,3a,3,3a,3,3a
PX386779,1,1a,1,1a,1,1a,1,1a,1,1a
PX386780,1,1a,1,1a,1,1a,1,1a,1,1a
PX386781,3,3a,3,3a,3,3a,3,3a,3,3a
PX386782,1,1a,1,1a,1,1a,1,1a,1,1a
PX386783,1,1c,1,1c,1,1c,1,1c,1,1c
PX386784,1,1a,1,1a,1,1a,1,1a,1,1a
PX386786,1,1a,1,1a,1,1a,1,1a,1,1a
PX386787,3,3a,3,3a,3,3a,3,3a,3,3a
PX386788,1,1a,1,1a,1,1a,1,1a,1,1a
PX386789,1,1a,1,1a,1,1a,1,1a,1,1a
PX386792,1,1a,1,1a,1,1a,1,1a,1,1a
PX386794,1,1a,1,1a,1,1a,1,1a,1,1a
PX386797,3,3a,3,3a,3,3a,3,3a,3,3a
PX386798,1,1a,1,1a,1,1a,1,1a,1,1a
PX386799,3,3a,3,3a,3,3a,3,3a,3,3a
PX386801,2,2b,2,2b,2,2b,2,2b,2,2b
PX386802,3,3a,3,3a,3,3a,3,3a,3,3a
PX386805,1,1a,1,1a,1,1a,1,1a,1,1a
PX386806,1,1a,1,1a,1,1a,1,1a,1,1a
PX386808,3,3a,3,3a,3,3a,3,3a,3,3a
PX386809,3,3a,3,3a,3,3a,3,3a,3,3a
PX386810,3,3a,3,3a,3,3a,3,3a,3,3a
PX386812,3,3a,3,3a,3,3a,3,3a,3,3a
PX386814,1,1a,1,1a,1,1a,1,1a,1,1a
PX386816,1,1a,1,1a,1,1a,1,1a,1,1a
PX386817,3,3a,3,3a,3,3a,3,3a,3,3a
PX386818,1,1a,1,1a,1,1a,1,1a,1,1a
PX386819,1,1a,1,1a,1,1a,1,1a,1,1a
PX386820,3,3a,3,3a,3,3a,3,3a,3,3a
PX386821,3,3a,3,3a,3,3a,3,3a,3,3a
PX386825,1,1a,1,1a,1,1a,1,1a,1,1a
PX386826,2,2b,2,2b,2,2b,2,2b,2,2b
PX386828,3,3a,3,3a,3,3a,3,3a,3,3a
PX386829,1,1a,1,1a,1,1a,1,1a,1,1a
PX386830,3,3a,3,3a,3,3a,3,3a,3,3a
PX386833,1,1a,1,1a,1,1a,1,1a,1,1a
PX386834,3,3a,3,3a,3,3a,3,3a,3,3a
PX386835,3,3a,3,3a,3,3a,3,3a,3,3a
PX386837,3,3a,3,3a,3,3a,3,3a,3,3a
PX386838,3,3a,3,3a,3,3a,3,3a,3,3a
PX386840,1,1a,1,1a,1,1a,1,1a,1,1a
PX386841,1,1a,1,1a,1,1a,1,1a,1,1a
PX386842,3,3a,3,3a,3,3a,3,3a,3,3a
PX386843,3,3a,3,3a,3,3a,3,3a,3,3a
PX386844,3,3a,3,3a,3,3a,3,3a,3,3a
PX386846,2,2b,2,2b,2,2b,2,2b,2,2b
PX386847,3,3a,3,3a,3,3a,3,3a,3,3a
PX386848,3,3a,3,3a,3,3a,3,3a,3,3a
PX386849,1,1a,1,1a,1,1a,1,1a,1,1a
PX386850,3,3a,3,3a,3,3a,3,3a,3,3a
PX386852,1,1a,1,1a,1,1a,1,1a,1,1a
PX386854,3,3a,3,3a,3,3a,3,3a,3,3a
PX386856,1,1a,1,1a,1,1a,1,1a,1,1a
PX386857,1,1b,1,1b,1,1b,1,1b,1,1b
PX386858,3,3a,3,3a,3,3a,3,3a,3,3a
PX386859,3,3a,3,3a,3,3a,3,3a,3,3a
PX386860,3,3a,3,3a,3,3a,3,3a,3,3a
PX386862,3,3a,3,3a,3,3a,3,3a,3,3a
PX386863,3,3a,3,3a,3,3a,3,3a,3,3a
PX386865,3,3a,3,3a,3,3a,3,3a,3,3a
PX386866,2,2b,2,2b,2,2b,2,2b,2,2b
PX386869,1,1a,1,1a,1,1a,1,1a,1,1a
PX386870,1,1a,1,1a,1,1a,1,1a,1,1a
PX386873,3,3a,3,3a,3,3a,3,3a,3,3a
PX386874,3,3a,3,3a,3,3a,3,3a,3,3a
PX386875,1,1a,1,1a,1,1a,1,1a,1,1a
PX386876,3,3a,3,3a,3,3a,3,3a,3,3a
PX386877,1,1a,1,1a,1,1a,1,1a,1,1a
PX386878,1,1a,1,1a,1,1a,1,1a,1,1a
PX386879,1,1a,1,1a,1,1a,1,1a,1,1a
PX386880,3,3a,3,3a,3,3a,3,3a,3,3a
PX386881,1,1a,1,1a,1,1a,1,1a,1,1a
PX386883,3,3a,3,3a,3,3a,3,3a,3,3a
PX386884,3,3a,3,3a,3,3a,3,3a,3,3a
PX386885,1,1b,1,1b,1,1b,1,1b,1,1b
PX386887,3,3a,3,3a,3,3a,3,3a,3,3a
PX386890,3,3a,3,3a,3,3a,3,3a,3,3a
PX386892,1,1b,1,1b,1,1b,1,1b,1,1b
PX386893,3,3a,3,3a,3,3a,3,3a,3,3a
PX386894,1,1a,1,1a,1,1a,1,1a,1,1a
PX386895,1,1a,1,1a,1,1a,1,1a,1,1a
PX386897,1,1a,1,1a,1,1a,1,1a,1,1a
PX386898,1,1a,1,1a,1,1a,1,1a,1,1a
PX386900,1,1a,1,1a,1,1a,1,1a,1,1a
PX386901,3,3a,3,3a,3,3a,3,3a,3,3a
PX386902,3,3a,3,3a,3,3a,3,3a,3,3a
PX386903,1,1a,1,1a,1,1a,1,1a,1,1a
PX386905,3,3a,3,3a,3,3a,3,3a,3,3a
PX386906,1,1a,1,1a,1,1a,1,1a,1,1a
PX386908,1,1a,1,1a,1,1a,1,1a,1,1a
PX386909,1,1a,1,1a,1,1a,1,1a,1,1a
PX386910,3,3a,3,3a,3,3a,3,3a,3,3a
PX386911,3,3a,3,3a,3,3a,3,3a,3,3a
PX386913,1,1a,1,1a,1,1a,1,1a,1,1a
PX386914,3,3a,3,3a,3,3a,3,3a,3,3a
PX386915,1,1a,1,1a,1,1a,1,1a,1,1a
PX386916,3,3a,3,3a,3,3a,3,3a,3,3a
PX386918,3,3a,3,3a,3,3a,3,3a,3,3a
PX386919,3,3a,3,3a,3,3a,3,3a,3,3a
PX386920,3,3a,3,3a,3,3a,3,3a,3,3a
PX386921,3,3a,3,3a,3,3a,3,3a,3,3a
PX386923,1,1a,1,1a,1,1a,1,1a,1,1a
PX386924,1,1a,1,1a,1,1a,1,1a,1,1a
PX386925,3,3a,3,3a,3,3a,3,3a,3,3a
PX386926,2,2q,2,2m,2,2j,2,2j,2,
PX386928,3,3a,3,3a,3,3a,3,3a,3,3a
PX386929,3,3a,3,3a,3,3a,3,3a,3,3a
PX386931,1,1a,1,1a,1,1a,1,1a,1,1a
PX386935,1,1a,1,1a,1,1a,1,1a,1,1a
PX386936,1,1a,1,1a,1,1a,1,1a,1,1a
PX386937,1,1b,1,1b,1,1b,1,1b,1,1b
PX386938,1,1a,1,1a,1,1a,1,1a,1,1a
PX386939,1,1a,1,1a,1,1a,1,1a,1,1a
PX386940,1,1b,1,1b,1,1b,1,1b,1,1b
PX386942,3,3a,3,3a,3,3a,3,3a,3,3a
PX386945,3,3a,3,3a,3,3a,3,3a,3,3a
PX386947,1,1a,1,1a,1,1a,1,1a,1,1a
PX386948,1,1a,1,1a,1,1a,1,1a,1,1a
PX386950,3,3a,3,3a,3,3a,3,3a,3,3a
PX386952,1,1a,1,1a,1,1a,1,1a,1,1a
PX386956,2,2b,2,2b,2,2b,2,2b,2,2b
PX386957,3,3a,3,3a,3,3a,3,3a,3,3a
PX386958,1,1a,1,1a,1,1a,1,1a,1,1a
PX386959,3,3a,3,3a,3,3a,3,3a,3,3a
PX386962,1,1l,1,1l,1,1l,1,1l,1,1l
PX386963,4,4v,4,4v,4,4v,4,4v,4,4v
PX386964,1,1l,1,1l,1,1l,1,1l,1,1l
PX386965,4,4b,4,4b,4,4b,4,4b,4,4b
PX386966,3,3b,3,3b,3,3b,3,3b,3,3b
PX386967,3,3b,3,3b,3,3b,3,3b,3,3b
PX386969,6,6a,6,6a,6,6a,6,6a,6,6a
PX386970,3,3h,3,3h,3,3h,3,3h,3,
PX386971,4,4c,4,4c,4,4c,4,4c,4,4c
PX386972,3,3h,3,3h,3,3h,3,3h,3,3h
PX386973,3,3b,3,3b,3,3b,3,3b,3,3b
PX386974,4,4r,4,4r,4,4r,4,4r,4,4r
PX386975,4,4c,4,4c,4,4c,4,4c,4,4c
PX386976,4,4r,4,4r,4,4r,4,4r,4,4r
PX386978,6,6a,6,6a,6,6a,6,6a,6,6a
PX386980,4,4t,4,4t,4,4t,4,4t,4,4t
PX386982,1,1g,1,1g,1,1g,1,1g,1,1g
PX386983,4,4v,4,4v,4,4v,4,4v,4,4v
PX386984,1,1l,1,1l,1,1l,1,1l,1,1l
PX386986,1,1e,1,1e,1,1e,1,1e,1,1e
PX386987,2,2b,2,2b,2,2b,2,2b,2,2b
PX386989,2,2b,2,2b,2,2b,2,2b,2,2b
PX386990,2,2b,2,2b,2,2b,2,2b,2,2b
PX386991,2,2c,2,2c,2,2c,2,2c,2,2c
PX386993,4,4f,4,4f,4,4f,4,4f,4,4f
PX386994,4,4a,4,4a,4,4a,4,4a,4,4c
PX386995,4,4a,4,4a,4,4a,4,4a,4,4c
PX386996,4,4d,4,4d,4,4d,4,4d,4,4d
PX386997,4,4d,4,4d,4,4d,4,4d,4,4d
PX386998,4,4d,4,4d,4,4d,4,4d,4,4d
PX387001,5,5a,5,5a,5,5a,5,5a,5,5a
PX387002,5,5a,5,5a,5,5a,5,5a,5,5a
PX387003,1,1a,1,1a,1,1a,1,1a,1,1a
PX387004,1,1a,1,1a,1,1a,1,1a,1,1a
PX387006,1,1b,1,1b,1,1b,1,1b,1,1b
PX387009,1,1a,1,1a,1,1a,1,1a,1,1a
PX387010,1,1a,1,1a,1,1a,1,1a,1,1a
PX387011,1,1a,1,1a,1,1a,1,1a,1,1a
PX387012,1,1a,1,1a,1,1a,1,1a,1,1a
PX387013,1,1a,1,1a,1,1a,1,1a,1,1a
PX387016,1,1a,1,1a,1,1a,1,1a,1,1a
PX387017,3,3a,3,3a,3,3a,3,3a,3,3a
PX387018,1,1a,1,1a,1,1a,1,1a,1,1a
PX387019,1,1a,1,1a,1,1a,1,1a,1,1a
PX387020,1,1a,1,1a,1,1a,1,1a,1,1a
PX387022,1,1a,1,1a,1,1a,1,1a,1,1a
PX387024,1,1a,1,1a,1,1a,1,1a,1,1a
PX387025,1,1a,1,1a,1,1a,1,1a,1,1a
PX387026,3,3a,3,3a,3,3a,3,3a,3,3a
PX387028,1,1a,1,1a,1,1a,1,1a,1,1a
PX387030,1,1a,1,1a,1,1a,1,1a,1,1a
PX387031,3,3a,3,3a,3,3a,3,3a,3,3a
PX387032,1,1a,1,1a,1,1a,1,1a,1,1a
PX387034,3,3a,3,3a,3,3a,3,3a,3,3a
PX387036,1,1b,1,1b,1,1b,1,1b,1,1b
PX387039,3,3a,3,3a,3,3a,3,3a,3,3a
PX387040,2,2b,2,2b,2,2b,2,2b,2,2b
PX446232,4,4f,4,4f,4,4f,4,4f,4,
PX459926,1,1e,1,1e,1,1e,1,1e,1,
PX468912,1,1a,1,1a,1,1a,1,1a,1,1a
PX468913,1,1a,1,1a,1,1a,1,1a,1,1a
PX468914,1,1a,1,1a,1,1a,1,1a,1,1a
PX468915,1,1a,1,1a,1,1a,1,1a,1,1a
PX468916,1,1a,1,1a,1,1a,1,1a,1,1a
PX468917,1,1a,1,1a,1,1a,1,1a,1,1a
PX468919,1,1b,1,1b,1,1b,1,1b,1,1b
PX468920,1,1b,1,1b,1,1b,1,1b,1,1b
PX468921,1,1b,1,1b,1,1b,1,1b,1,1b
PX468922,1,1b,1,1b,1,1b,1,1b,1,1b
PX468923,1,1b,1,1b,1,1b,1,1b,1,1b
PX468924,1,1a,1,1a,1,1a,1,1a,1,1b
PX468925,1,1a,1,1a,1,1a,1,1a,1,1b
PX468926,1,1b,1,1b,1,1b,1,1b,1,1b
PX468927,3,3a,3,3a,3,3a,3,3a,3,3a
PX468928,3,3a,3,3a,3,3a,3,3a,3,3a
PX468929,3,3a,3,3a,3,3a,3,3a,3,3a
PX468930,3,3a,3,3a,3,3a,3,3a,3,3a
PX468931,3,3a,3,3a,3,3a,3,3a,3,3a
PX468932,3,3a,3,3a,3,3a,3,3a,3,3a
PX468933,3,3a,3,3a,3,3a,3,3a,3,3a
EU155213,1,1a,1,1a,1,1a,1,1a,1,1a
EU155214,1,1a,1,1a,1,1a,1,1a,1,1a
EU155215,1,1a,1,1a,1,1a,1,1a,1,1a
EU155216,1,1a,1,1a,1,1a,1,1a,1,1a
EU155217,1,1b,1,1b,1,1b,1,1b,1,1b
EU155218,1,1b,1,1b,1,1b,1,1b,1,1b
EU155219,1,1b,1,1b,1,1b,1,1b,1,1b
EU155220,1,1b,1,1b,1,1b,1,1b,1,1b
EU155221,1,1b,1,1b,1,1b,1,1b,1,1b
EU155222,1,1b,1,1b,1,1b,1,1b,1,1b
EU155223,1,1b,1,1b,1,1b,1,1b,1,1b
EU155224,1,1b,1,1b,1,1b,1,1b,1,1b
EU155225,1,1b,1,1b,1,1b,1,1b,1,1b
EU155226,1,1b,1,1b,1,1b,1,1b,1,1b
EU155227,1,1b,1,1b,1,1b,1,1b,1,1b
EU155228,1,1b,1,1b,1,1b,1,1b,1,1b
EU155229,1,1b,1,1b,1,1b,1,1b,1,1b
EU155230,1,1b,1,1b,1,1b,1,1b,1,1b
EU155231,1,1b,1,1b,1,1b,1,1b,1,1b
EU155232,1,1b,1,1b,1,1b,1,1b,1,1b
EU155233,1,1a,1,1a,1,1a,1,1a,1,1a
EU155234,1,1b,1,1b,1,1b,1,1b,1,1b
EU155235,1,1b,1,1b,1,1b,1,1b,1,1b
EU155236,1,1a,1,1a,1,1a,1,1a,1,1a
EU155237,1,1a,1,1a,1,1a,1,1a,1,1a
EU155238,1,1a,1,1a,1,1a,1,1a,1,1a
EU155239,1,1a,1,1a,1,1a,1,1a,1,1a
EU155240,1,1a,1,1a,1,1a,1,1a,1,1a
EU155242,1,1a,1,1a,1,1a,1,1a,1,1a
EU155243,1,1a,1,1a,1,1a,1,1a,1,1a
EU155244,1,1a,1,1a,1,1a,1,1a,1,1a
EU155245,1,1a,1,1a,1,1a,1,1a,1,1a
EU155246,1,1a,1,1a,1,1a,1,1a,1,1a
EU155248,1,1a,1,1a,1,1a,1,1a,1,1a
EU155249,1,1a,1,1a,1,1a,1,1a,1,1a
EU155250,1,1a,1,1a,1,1a,1,1a,1,1a
EU155251,1,1a,1,1a,1,1a,1,1a,1,1a
EU155252,1,1a,1,1a,1,1a,1,1a,1,1a
EU155253,1,1b,1,1b,1,1b,1,1b,1,1b
EU155254,1,1b,1,1b,1,1b,1,1b,1,1b
EU155255,1,1b,1,1b,1,1b,1,1b,1,1b
EU155256,1,1b,1,1b,1,1b,1,1b,1,1b
EU155257,1,1b,1,1b,1,1b,1,1b,1,1b
EU155258,1,1b,1,1b,1,1b,1,1b,1,1b
EU155259,1,1b,1,1b,1,1b,1,1b,1,1b
EU155261,1,1b,1,1b,1,1b,1,1b,1,1b
EU155262,1,1b,1,1b,1,1b,1,1b,1,1b
EU155263,1,1b,1,1b,1,1b,1,1b,1,1b
EU155264,1,1b,1,1b,1,1b,1,1b,1,1b
EU155266,1,1a,1,1a,1,1a,1,1a,1,1a
EU155267,1,1a,1,1a,1,1a,1,1a,1,1a
EU155268,1,1a,1,1a,1,1a,1,1a,1,1a
EU155269,1,1a,1,1a,1,1a,1,1a,1,1a
EU155270,1,1a,1,1a,1,1a,1,1a,1,1a
EU155271,1,1a,1,1a,1,1a,1,1a,1,1a
EU155272,1,1a,1,1a,1,1a,1,1a,1,1a
EU155274,1,1a,1,1a,1,1a,1,1a,1,1a
EU155275,1,1a,1,1a,1,1a,1,1a,1,1a
EU155276,1,1a,1,1a,1,1a,1,1a,1,1a
EU155277,1,1a,1,1a,1,1a,1,1a,1,1a
EU155278,1,1a,1,1a,1,1a,1,1a,1,1a
EU155279,1,1b,1,1b,1,1b,1,1b,1,1b
EU155280,1,1b,1,1b,1,1b,1,1b,1,1b
EU155281,1,1b,1,1b,1,1b,1,1b,1,1b
EU155282,1,1a,1,1a,1,1a,1,1a,1,1a
EU155283,1,1a,1,1a,1,1a,1,1a,1,1a
EU155284,1,1a,1,1a,1,1a,1,1a,1,1a
